"Status","Year","Region_ITL2","Parent_department","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","HM Revenue and Customs","Milton Keynes","140","130","23190","20140"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","HM Revenue and Customs","Oxfordshire","30","30","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","HM Treasury","Berkshire","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Home Office","Berkshire","50","40","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Home Office","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Home Office","Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Ministry of Defence","Berkshire","1030","1010","34390","33300"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Ministry of Defence","Buckinghamshire CC","720","700","34160","32490"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Ministry of Defence","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Ministry of Defence","Oxfordshire","1040","1010","30150","26670"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Ministry of Justice","Berkshire","270","250","27820","24020"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Ministry of Justice","Buckinghamshire CC","730","690","30950","30400"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Ministry of Justice","Milton Keynes","660","640","30010","30400"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Ministry of Justice","Oxfordshire","960","900","30140","30400"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","National Crime Agency","Berkshire","110","110","39480","39570"
"In post","2021","Cheshire","Attorney General's Departments","Warrington","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Cabinet Office","Warrington","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Department for Environment, Food and Rural Affairs","Cheshire East","170","160","31160","26090"
"In post","2021","Cheshire","Department for Environment, Food and Rural Affairs","Warrington","130","130","42470","47550"
"In post","2021","Cheshire","Department for Transport","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Department for Transport","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Department for Transport","Warrington","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Department for Work and Pensions","Cheshire East","190","170","29580","27570"
"In post","2021","Cheshire","Department for Work and Pensions","Cheshire West and Chester","290","270","25160","27570"
"In post","2021","Cheshire","Department for Work and Pensions","Warrington","500","440","25150","27570"
"In post","2021","Cheshire","Food Standards Agency","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Food Standards Agency","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","HM Revenue and Customs","Warrington","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Home Office","Warrington","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Ministry of Defence","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Ministry of Defence","Warrington","40","40","[c]","[c]"
"In post","2021","Cheshire","Ministry of Housing, Communities and Local Government","Warrington","60","60","37510","33770"
"In post","2021","Cheshire","Ministry of Justice","Cheshire East","380","360","29830","27150"
"In post","2021","Cheshire","Ministry of Justice","Cheshire West and Chester","140","120","27300","23840"
"In post","2021","Cheshire","Ministry of Justice","Warrington","730","680","28830","26630"
"In post","2021","Cheshire","National Crime Agency","Warrington","1190","1170","36300","36410"
"In post","2021","Cornwall and Isles of Scilly","Attorney General's Departments","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Department for Business, Energy and Industrial Strategy","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Department for Environment, Food and Rural Affairs","Cornwall and Isles of Scilly","90","90","33110","29180"
"In post","2021","Cornwall and Isles of Scilly","Department for Transport","Cornwall and Isles of Scilly","60","50","29350","26780"
"In post","2021","Cornwall and Isles of Scilly","Department for Work and Pensions","Cornwall and Isles of Scilly","830","740","25490","27570"
"In post","2021","Cornwall and Isles of Scilly","Department of Health and Social Care","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Food Standards Agency","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","HM Revenue and Customs","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Ministry of Defence","Cornwall and Isles of Scilly","470","440","25410","21580"
"In post","2021","Cornwall and Isles of Scilly","Ministry of Housing, Communities and Local Government","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Ministry of Justice","Cornwall and Isles of Scilly","120","100","26320","22260"
"In post","2021","Cumbria","Attorney General's Departments","East Cumbria","30","30","[c]","[c]"
"In post","2021","Cumbria","Attorney General's Departments","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Cabinet Office","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Department for Environment, Food and Rural Affairs","East Cumbria","490","450","27540","24920"
"In post","2021","Cumbria","Department for Environment, Food and Rural Affairs","West Cumbria","510","450","24340","21050"
"In post","2021","Cumbria","Department for Transport","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Department for Transport","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Department for Work and Pensions","East Cumbria","110","90","28970","27570"
"In post","2021","Cumbria","Department for Work and Pensions","West Cumbria","170","140","26010","27570"
"In post","2021","Cumbria","Department of Health and Social Care","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Food Standards Agency","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Food Standards Agency","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Ministry of Defence","East Cumbria","160","160","24830","21130"
"In post","2021","Cumbria","Ministry of Defence","West Cumbria","220","220","39320","39070"
"In post","2021","Cumbria","Ministry of Justice","East Cumbria","120","100","28040","23840"
"In post","2021","Cumbria","Ministry of Justice","West Cumbria","280","260","27470","25790"
"In post","2021","Derbyshire and Nottinghamshire","Attorney General's Departments","Derby","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Attorney General's Departments","East Derbyshire","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Attorney General's Departments","Nottingham","270","250","37300","30130"
"In post","2021","Derbyshire and Nottinghamshire","Cabinet Office","Nottingham","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Department for Business, Energy and Industrial Strategy","Nottingham","180","170","30990","30950"
"In post","2021","Derbyshire and Nottinghamshire","Department for Business, Energy and Industrial Strategy","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Department for Education","Nottingham","290","280","41750","37100"
"In post","2021","Derbyshire and Nottinghamshire","Department for Environment, Food and Rural Affairs","Nottingham","110","100","32290","26620"
"In post","2021","Derbyshire and Nottinghamshire","Department for Environment, Food and Rural Affairs","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Department for Environment, Food and Rural Affairs","South Nottinghamshire","50","40","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Department for International Trade","Nottingham","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Department for Transport","Derby","60","60","41020","28380"
"In post","2021","Derbyshire and Nottinghamshire","Department for Transport","East Derbyshire","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Department for Transport","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Department for Transport","Nottingham","300","290","35400","32280"
"In post","2021","Derbyshire and Nottinghamshire","Department for Transport","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Department for Transport","South Nottinghamshire","40","40","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Department for Work and Pensions","Derby","620","540","24300","21010"
"In post","2021","Derbyshire and Nottinghamshire","Department for Work and Pensions","East Derbyshire","320","270","26040","27570"
"In post","2021","Derbyshire and Nottinghamshire","Department for Work and Pensions","North Nottinghamshire","260","230","27900","27570"
"In post","2021","Derbyshire and Nottinghamshire","Department for Work and Pensions","Nottingham","730","670","26050","27570"
"In post","2021","Derbyshire and Nottinghamshire","Department for Work and Pensions","South and West Derbyshire","660","590","34980","28210"
"In post","2021","Derbyshire and Nottinghamshire","Department for Work and Pensions","South Nottinghamshire","110","90","37870","27570"
"In post","2021","Derbyshire and Nottinghamshire","Department of Health and Social Care","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Department of Health and Social Care","Nottingham","160","150","43540","36330"
"In post","2021","Derbyshire and Nottinghamshire","Food Standards Agency","East Derbyshire","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Food Standards Agency","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","HM Land Registry","Nottingham","560","510","31980","27130"
"In post","2021","Derbyshire and Nottinghamshire","HM Revenue and Customs","Derby","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","HM Revenue and Customs","Nottingham","3470","3270","32740","31810"
"In post","2021","Derbyshire and Nottinghamshire","HM Treasury","Nottingham","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Ministry of Defence","Derby","60","60","34970","33200"
"In post","2021","Derbyshire and Nottinghamshire","Ministry of Defence","East Derbyshire","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Ministry of Defence","North Nottinghamshire","50","50","32930","32920"
"In post","2021","Derbyshire and Nottinghamshire","Ministry of Defence","Nottingham","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Ministry of Defence","South Nottinghamshire","120","120","26060","22080"
"In post","2021","Derbyshire and Nottinghamshire","Ministry of Housing, Communities and Local Government","Nottingham","50","50","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Ministry of Justice","Derby","260","230","25900","22260"
"In post","2021","Derbyshire and Nottinghamshire","Ministry of Justice","East Derbyshire","70","60","28780","27260"
"In post","2021","Derbyshire and Nottinghamshire","Ministry of Justice","North Nottinghamshire","660","630","28760","26810"
"In post","2021","Derbyshire and Nottinghamshire","Ministry of Justice","Nottingham","1570","1450","25450","22430"
"In post","2021","Derbyshire and Nottinghamshire","Ministry of Justice","South and West Derbyshire","470","440","30020","27380"
"In post","2021","Derbyshire and Nottinghamshire","Ministry of Justice","South Nottinghamshire","430","400","29480","27380"
"In post","2021","Derbyshire and Nottinghamshire","National Crime Agency","Nottingham","40","40","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","National Crime Agency","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Office for Standards in Education","Nottingham","170","160","44560","39850"
"In post","2021","Derbyshire and Nottinghamshire","Other Cabinet Office Agencies","Nottingham","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Other Cabinet Office Agencies","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Attorney General's Departments","Devon CC","100","90","39950","36240"
"In post","2021","Devon","Cabinet Office","Devon CC","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Cabinet Office","Plymouth","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Department for Business, Energy and Industrial Strategy","Devon CC","1770","1690","40030","39650"
"In post","2021","Devon","Department for Business, Energy and Industrial Strategy","Plymouth","50","50","27720","20880"
"In post","2021","Devon","Department for Environment, Food and Rural Affairs","Devon CC","530","490","29590","25540"
"In post","2021","Devon","Department for Environment, Food and Rural Affairs","Plymouth","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Department for International Trade","Devon CC","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Department for Transport","Devon CC","50","40","[c]","[c]"
"In post","2021","Devon","Department for Transport","Plymouth","50","50","37610","30990"
"In post","2021","Devon","Department for Transport","Torbay","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Department for Work and Pensions","Devon CC","1400","1180","25150","26120"
"In post","2021","Devon","Department for Work and Pensions","Plymouth","400","350","28680","27570"
"In post","2021","Devon","Department for Work and Pensions","Torbay","270","220","24720","26120"
"In post","2021","Devon","Department of Health and Social Care","Devon CC","40","40","[c]","[c]"
"In post","2021","Devon","Food Standards Agency","Devon CC","[c]","[c]","[c]","[c]"
"In post","2021","Devon","HM Land Registry","Plymouth","920","850","34820","33840"
"In post","2021","Devon","HM Revenue and Customs","Devon CC","70","60","35250","32110"
"In post","2021","Devon","HM Revenue and Customs","Plymouth","350","320","24970","21100"
"In post","2021","Devon","HM Treasury","Plymouth","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Home Office","Devon CC","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Home Office","Plymouth","90","90","28920","25830"
"In post","2021","Devon","Ministry of Defence","Devon CC","410","390","24090","20920"
"In post","2021","Devon","Ministry of Defence","Plymouth","1040","1000","31420","26670"
"In post","2021","Devon","Ministry of Defence","Torbay","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Ministry of Housing, Communities and Local Government","Devon CC","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Ministry of Housing, Communities and Local Government","Plymouth","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Ministry of Justice","Devon CC","1150","1060","28540","26010"
"In post","2021","Devon","Ministry of Justice","Plymouth","170","150","27190","22920"
"In post","2021","Devon","Ministry of Justice","Torbay","60","50","29610","23840"
"In post","2021","Devon","National Crime Agency","Devon CC","50","50","[c]","[c]"
"In post","2021","Dorset and Somerset","Cabinet Office","Dorset CC","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Charity Commission","Somerset","50","50","35580","30350"
"In post","2021","Dorset and Somerset","Department for Environment, Food and Rural Affairs","Dorset CC","150","140","33210","29270"
"In post","2021","Dorset and Somerset","Department for Environment, Food and Rural Affairs","Somerset","70","60","34230","29940"
"In post","2021","Dorset and Somerset","Department for Transport","Bournemouth and Poole","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Department for Transport","Dorset CC","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Department for Transport","Somerset","30","30","[c]","[c]"
"In post","2021","Dorset and Somerset","Department for Work and Pensions","Bournemouth and Poole","280","240","27400","27570"
"In post","2021","Dorset and Somerset","Department for Work and Pensions","Dorset CC","90","80","26800","27570"
"In post","2021","Dorset and Somerset","Department for Work and Pensions","Somerset","540","470","26230","27570"
"In post","2021","Dorset and Somerset","Department of Health and Social Care","Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Food Standards Agency","Dorset CC","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Food Standards Agency","Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","HM Land Registry","Dorset CC","290","250","29180","27130"
"In post","2021","Dorset and Somerset","Home Office","Bournemouth and Poole","80","70","28110","27260"
"In post","2021","Dorset and Somerset","Home Office","Dorset CC","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Ministry of Defence","Bournemouth and Poole","100","100","24170","20920"
"In post","2021","Dorset and Somerset","Ministry of Defence","Dorset CC","600","580","29280","26670"
"In post","2021","Dorset and Somerset","Ministry of Defence","Somerset","1490","1420","32920","33290"
"In post","2021","Dorset and Somerset","Ministry of Justice","Bournemouth and Poole","230","200","26750","22920"
"In post","2021","Dorset and Somerset","Ministry of Justice","Dorset CC","970","910","28610","27120"
"In post","2021","Dorset and Somerset","Ministry of Justice","Somerset","160","140","25060","22260"
"In post","2021","Dorset and Somerset","United Kingdom Statistics Authority","Dorset CC","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Attorney General's Departments","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Attorney General's Departments","Norwich and East Norfolk","80","70","35640","28430"
"In post","2021","East Anglia","Attorney General's Departments","Peterborough","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Attorney General's Departments","Suffolk","30","30","[c]","[c]"
"In post","2021","East Anglia","Cabinet Office","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Cabinet Office","Norwich and East Norfolk","90","90","46130","40250"
"In post","2021","East Anglia","Cabinet Office","Peterborough","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Cabinet Office","Suffolk","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Department for Business, Energy and Industrial Strategy","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Department for Business, Energy and Industrial Strategy","North and West Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Department for Business, Energy and Industrial Strategy","Suffolk","110","110","30780","29940"
"In post","2021","East Anglia","Department for Education","Cambridgeshire CC","40","40","[c]","[c]"
"In post","2021","East Anglia","Department for Environment, Food and Rural Affairs","Cambridgeshire CC","100","100","31940","29180"
"In post","2021","East Anglia","Department for Environment, Food and Rural Affairs","North and West Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Department for Environment, Food and Rural Affairs","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Department for Environment, Food and Rural Affairs","Peterborough","100","100","38230","36970"
"In post","2021","East Anglia","Department for Environment, Food and Rural Affairs","Suffolk","520","490","34220","30220"
"In post","2021","East Anglia","Department for International Trade","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Department for Transport","Cambridgeshire CC","40","40","[c]","[c]"
"In post","2021","East Anglia","Department for Transport","North and West Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Department for Transport","Norwich and East Norfolk","40","40","[c]","[c]"
"In post","2021","East Anglia","Department for Transport","Peterborough","40","30","[c]","[c]"
"In post","2021","East Anglia","Department for Transport","Suffolk","60","50","29080","27230"
"In post","2021","East Anglia","Department for Work and Pensions","Breckland and South Norfolk","60","50","27890","27570"
"In post","2021","East Anglia","Department for Work and Pensions","Cambridgeshire CC","230","220","28320","27570"
"In post","2021","East Anglia","Department for Work and Pensions","North and West Norfolk","120","110","27250","27570"
"In post","2021","East Anglia","Department for Work and Pensions","Norwich and East Norfolk","590","510","26920","27570"
"In post","2021","East Anglia","Department for Work and Pensions","Peterborough","240","210","26620","27570"
"In post","2021","East Anglia","Department for Work and Pensions","Suffolk","610","550","26980","27570"
"In post","2021","East Anglia","Department of Health and Social Care","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Department of Health and Social Care","Cambridgeshire CC","310","280","42540","34620"
"In post","2021","East Anglia","Department of Health and Social Care","Suffolk","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Food Standards Agency","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Food Standards Agency","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Food Standards Agency","Suffolk","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","HM Land Registry","Peterborough","280","260","31050","27130"
"In post","2021","East Anglia","HM Revenue and Customs","Cambridgeshire CC","50","40","[c]","[c]"
"In post","2021","East Anglia","HM Revenue and Customs","Norwich and East Norfolk","40","40","[c]","[c]"
"In post","2021","East Anglia","HM Revenue and Customs","Peterborough","40","40","[c]","[c]"
"In post","2021","East Anglia","HM Revenue and Customs","Suffolk","550","510","29360","28130"
"In post","2021","East Anglia","HM Treasury","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","HM Treasury","Norwich and East Norfolk","70","70","29680","23780"
"In post","2021","East Anglia","Home Office","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Home Office","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Home Office","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Home Office","Peterborough","550","480","24100","21430"
"In post","2021","East Anglia","Home Office","Suffolk","260","250","25760","25310"
"In post","2021","East Anglia","Ministry of Defence","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Ministry of Defence","Cambridgeshire CC","1110","1080","34540","33300"
"In post","2021","East Anglia","Ministry of Defence","North and West Norfolk","400","390","27390","22880"
"In post","2021","East Anglia","Ministry of Defence","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Ministry of Defence","Peterborough","160","150","25500","21130"
"In post","2021","East Anglia","Ministry of Defence","Suffolk","700","670","25130","21580"
