"Status","Year","Region_ITL3","Parent_department","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Ards and North Down","Ministry of Defence","Northern Ireland","180","180","23350","20310"
"In post","2021","Armagh City, Banbridge and Craigavon","Ministry of Defence","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","Department for Transport","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","Department for Work and Pensions","Outer London - East and North East","460","420","30980","31060"
"In post","2021","Barking & Dagenham and Havering","Food Standards Agency","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","HM Treasury","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","Ministry of Defence","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","Ministry of Justice","Outer London - East and North East","120","100","28080","24660"
"In post","2021","Barnet","Department for Transport","Outer London - West and North West","30","30","[c]","[c]"
"In post","2021","Barnet","Department for Work and Pensions","Outer London - West and North West","300","280","30710","31060"
"In post","2021","Barnet","Department of Health and Social Care","Outer London - West and North West","1100","1040","43010","39110"
"In post","2021","Barnet","Home Office","Outer London - West and North West","150","150","44640","42170"
"In post","2021","Barnet","Ministry of Defence","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","Ministry of Justice","Outer London - West and North West","90","80","28070","26810"
"In post","2021","Barnsley, Doncaster and Rotherham","Department for Environment, Food and Rural Affairs","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Department for Transport","South Yorkshire","60","50","27490","26780"
"In post","2021","Barnsley, Doncaster and Rotherham","Department for Work and Pensions","South Yorkshire","1360","1150","25090","27570"
"In post","2021","Barnsley, Doncaster and Rotherham","Department of Health and Social Care","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Food Standards Agency","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","HM Treasury","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Home Office","South Yorkshire","40","40","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Ministry of Defence","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Ministry of Justice","South Yorkshire","1510","1400","28750","26810"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","40","30","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Cabinet Office","Gloucestershire, Wiltshire and Bath/Bristol area","40","40","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Department for Transport","Gloucestershire, Wiltshire and Bath/Bristol area","30","30","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Department for Work and Pensions","Gloucestershire, Wiltshire and Bath/Bristol area","320","290","27410","27570"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Food Standards Agency","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","HM Treasury","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Home Office","Gloucestershire, Wiltshire and Bath/Bristol area","200","180","26800","25260"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Ministry of Defence","Gloucestershire, Wiltshire and Bath/Bristol area","11560","11170","38650","36460"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Ministry of Justice","Gloucestershire, Wiltshire and Bath/Bristol area","740","680","30540","28220"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","National Crime Agency","Gloucestershire, Wiltshire and Bath/Bristol area","410","400","35940","34140"
"In post","2021","Bedford","Department for Business, Energy and Industrial Strategy","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Department for Environment, Food and Rural Affairs","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Department for Transport","Bedfordshire and Hertfordshire","30","30","[c]","[c]"
"In post","2021","Bedford","Department for Work and Pensions","Bedfordshire and Hertfordshire","230","210","32000","27570"
"In post","2021","Bedford","Food Standards Agency","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Home Office","Bedfordshire and Hertfordshire","120","110","28790","26160"
"In post","2021","Bedford","Ministry of Defence","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Ministry of Justice","Bedfordshire and Hertfordshire","400","380","29090","29470"
"In post","2021","Bedford","National Crime Agency","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Cabinet Office","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Competition and Markets Authority","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Department for Business, Energy and Industrial Strategy","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Department for Digital, Culture, Media and Sport","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Department for Work and Pensions","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Food Standards Agency","Northern Ireland","80","80","38880","37910"
"In post","2021","Belfast","HM Revenue and Customs","Northern Ireland","1990","1850","28520","25560"
"In post","2021","Belfast","Home Office","Northern Ireland","460","410","24980","24880"
"In post","2021","Belfast","Ministry of Defence","Northern Ireland","60","60","22200","20310"
"In post","2021","Belfast","National Crime Agency","Northern Ireland","110","110","39890","39200"
"In post","2021","Belfast","Northern Ireland Office","Northern Ireland","90","80","38110","34990"
"In post","2021","Berkshire","Attorney General's Departments","Berkshire, Buckinghamshire and Oxfordshire","140","130","43310","40000"
"In post","2021","Berkshire","Cabinet Office","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Department for Business, Energy and Industrial Strategy","Berkshire, Buckinghamshire and Oxfordshire","50","40","[c]","[c]"
"In post","2021","Berkshire","Department for Environment, Food and Rural Affairs","Berkshire, Buckinghamshire and Oxfordshire","370","350","35700","31540"
"In post","2021","Berkshire","Department for International Trade","Berkshire, Buckinghamshire and Oxfordshire","120","110","47060","51860"
"In post","2021","Berkshire","Department for Transport","Berkshire, Buckinghamshire and Oxfordshire","40","40","[c]","[c]"
"In post","2021","Berkshire","Department for Work and Pensions","Berkshire, Buckinghamshire and Oxfordshire","460","420","29410","29290"
"In post","2021","Berkshire","Department of Health and Social Care","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","HM Revenue and Customs","Berkshire, Buckinghamshire and Oxfordshire","310","290","34710","32520"
"In post","2021","Berkshire","HM Treasury","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Home Office","Berkshire, Buckinghamshire and Oxfordshire","50","40","[c]","[c]"
"In post","2021","Berkshire","Ministry of Defence","Berkshire, Buckinghamshire and Oxfordshire","1030","1010","34390","33300"
"In post","2021","Berkshire","Ministry of Justice","Berkshire, Buckinghamshire and Oxfordshire","270","250","27820","24020"
"In post","2021","Berkshire","National Crime Agency","Berkshire, Buckinghamshire and Oxfordshire","110","110","39480","39570"
"In post","2021","Bexley and Greenwich","Attorney General's Departments","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Department for Transport","Outer London - East and North East","60","60","33680","31830"
"In post","2021","Bexley and Greenwich","Department for Work and Pensions","Outer London - East and North East","390","360","31090","31060"
"In post","2021","Bexley and Greenwich","HM Revenue and Customs","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Ministry of Defence","Outer London - East and North East","120","110","33260","33950"
"In post","2021","Bexley and Greenwich","Ministry of Justice","Outer London - East and North East","1180","1140","31830","31590"
"In post","2021","Birmingham","Attorney General's Departments","West Midlands","490","460","39820","38000"
"In post","2021","Birmingham","Cabinet Office","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Department for Business, Energy and Industrial Strategy","West Midlands","670","630","33290","30390"
"In post","2021","Birmingham","Department for International Trade","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Department for Transport","West Midlands","160","150","30570","26780"
"In post","2021","Birmingham","Department for Work and Pensions","West Midlands","2240","2000","27320","27570"
"In post","2021","Birmingham","Department of Health and Social Care","West Midlands","450","410","41950","35160"
"In post","2021","Birmingham","Food Standards Agency","West Midlands","70","70","39260","37910"
"In post","2021","Birmingham","HM Revenue and Customs","West Midlands","2990","2790","31300","28130"
"In post","2021","Birmingham","HM Treasury","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Home Office","West Midlands","130","120","29970","25310"
"In post","2021","Birmingham","Ministry of Defence","West Midlands","260","250","34060","33300"
"In post","2021","Birmingham","Ministry of Housing, Communities and Local Government","West Midlands","130","130","38760","36340"
"In post","2021","Birmingham","Ministry of Justice","West Midlands","3140","2930","25990","22570"
"In post","2021","Birmingham","National Crime Agency","West Midlands","410","400","37700","36410"
"In post","2021","Birmingham","Office for Standards in Education","West Midlands","150","150","55180","51360"
"In post","2021","Birmingham","Office of Rail and Road","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Other Cabinet Office Agencies","West Midlands","70","70","38380","34800"
"In post","2021","Birmingham","Water Services Regulation Authority","West Midlands","180","170","50470","47200"
"In post","2021","Blackburn with Darwen","Department for Transport","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","Department for Work and Pensions","Lancashire","350","310","26610","27570"
"In post","2021","Blackburn with Darwen","HM Revenue and Customs","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","Ministry of Defence","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","Ministry of Justice","Lancashire","110","100","26860","22920"
"In post","2021","Blackpool","Cabinet Office","Lancashire","40","40","[c]","[c]"
"In post","2021","Blackpool","Chancellor's other departments","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","Department for Business, Energy and Industrial Strategy","Lancashire","50","50","[c]","[c]"
"In post","2021","Blackpool","Department for Transport","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","Department for Work and Pensions","Lancashire","4900","4470","28740","27570"
"In post","2021","Blackpool","HM Treasury","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","Ministry of Defence","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","Ministry of Justice","Lancashire","120","110","28440","23840"
"In post","2021","Bournemouth and Poole","Department for Transport","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","Department for Work and Pensions","Dorset and Somerset","280","240","27400","27570"
"In post","2021","Bournemouth and Poole","Home Office","Dorset and Somerset","80","70","28110","27260"
"In post","2021","Bournemouth and Poole","Ministry of Defence","Dorset and Somerset","100","100","24170","20920"
"In post","2021","Bournemouth and Poole","Ministry of Justice","Dorset and Somerset","230","200","26750","22920"
"In post","2021","Bradford","Cabinet Office","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","Department for Transport","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","Department for Work and Pensions","West Yorkshire","900","790","25300","27570"
"In post","2021","Bradford","Food Standards Agency","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","HM Revenue and Customs","West Yorkshire","1840","1640","28530","25560"
"In post","2021","Bradford","Ministry of Justice","West Yorkshire","330","300","24850","22260"
"In post","2021","Breckland and South Norfolk","Department for Work and Pensions","East Anglia","60","50","27890","27570"
"In post","2021","Breckland and South Norfolk","Department of Health and Social Care","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","Food Standards Agency","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","Home Office","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","Ministry of Defence","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","Ministry of Justice","East Anglia","430","410","28320","25830"
"In post","2021","Brent","Department for Work and Pensions","Outer London - West and North West","260","240","30440","31060"
"In post","2021","Brent","HM Revenue and Customs","Outer London - West and North West","140","130","37220","33750"
"In post","2021","Brent","Ministry of Justice","Outer London - West and North West","210","190","28790","24210"
"In post","2021","Bridgend and Neath Port Talbot","Attorney General's Departments","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","Department for Transport","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","Department for Work and Pensions","West Wales and The Valleys","460","400","25730","27570"
"In post","2021","Bridgend and Neath Port Talbot","Ministry of Defence","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","Ministry of Justice","West Wales and The Valleys","180","160","27100","22260"
"In post","2021","Bridgend and Neath Port Talbot","National Crime Agency","West Wales and The Valleys","60","60","37280","36410"
"In post","2021","Bridgend and Neath Port Talbot","Welsh Government","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Brighton and Hove","Attorney General's Departments","Surrey, East and West Sussex","110","100","42660","36240"
"In post","2021","Brighton and Hove","Cabinet Office","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Brighton and Hove","Department for Business, Energy and Industrial Strategy","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Brighton and Hove","Department for Work and Pensions","Surrey, East and West Sussex","280","250","27580","27570"
"In post","2021","Brighton and Hove","Ministry of Defence","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Brighton and Hove","Ministry of Justice","Surrey, East and West Sussex","250","220","28780","22920"
"In post","2021","Bristol, City of","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","150","150","41650","38180"
"In post","2021","Bristol, City of","Cabinet Office","Gloucestershire, Wiltshire and Bath/Bristol area","70","60","43300","38420"
"In post","2021","Bristol, City of","Department for Business, Energy and Industrial Strategy","Gloucestershire, Wiltshire and Bath/Bristol area","120","110","35460","34390"
"In post","2021","Bristol, City of","Department for Digital, Culture, Media and Sport","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Bristol, City of","Department for Education","Gloucestershire, Wiltshire and Bath/Bristol area","220","210","43730","39780"
"In post","2021","Bristol, City of","Department for Environment, Food and Rural Affairs","Gloucestershire, Wiltshire and Bath/Bristol area","860","820","39290","36520"
"In post","2021","Bristol, City of","Department for International Trade","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Bristol, City of","Department for Transport","Gloucestershire, Wiltshire and Bath/Bristol area","430","410","34950","31790"
"In post","2021","Bristol, City of","Department for Work and Pensions","Gloucestershire, Wiltshire and Bath/Bristol area","900","790","27260","27570"
"In post","2021","Bristol, City of","Department of Health and Social Care","Gloucestershire, Wiltshire and Bath/Bristol area","360","320","40130","34660"
"In post","2021","Bristol, City of","HM Revenue and Customs","Gloucestershire, Wiltshire and Bath/Bristol area","1400","1310","35240","31810"
"In post","2021","Bristol, City of","HM Treasury","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Bristol, City of","Home Office","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Bristol, City of","Ministry of Defence","Gloucestershire, Wiltshire and Bath/Bristol area","40","40","[c]","[c]"
"In post","2021","Bristol, City of","Ministry of Housing, Communities and Local Government","Gloucestershire, Wiltshire and Bath/Bristol area","880","810","43320","41020"
"In post","2021","Bristol, City of","Ministry of Justice","Gloucestershire, Wiltshire and Bath/Bristol area","830","780","26860","23970"
"In post","2021","Bristol, City of","Office for Standards in Education","Gloucestershire, Wiltshire and Bath/Bristol area","280","270","43010","35010"
"In post","2021","Bristol, City of","Office of Rail and Road","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Bristol, City of","Other Cabinet Office Agencies","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Bromley","Department for Transport","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","Bromley","Department for Work and Pensions","Outer London - South","280","260","31150","31060"
"In post","2021","Bromley","Ministry of Justice","Outer London - South","160","140","25870","22450"
"In post","2021","Bromley","National Crime Agency","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","Buckinghamshire CC","Cabinet Office","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Buckinghamshire CC","Department for Transport","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Buckinghamshire CC","Department for Work and Pensions","Berkshire, Buckinghamshire and Oxfordshire","210","190","27760","27570"
"In post","2021","Buckinghamshire CC","Ministry of Defence","Berkshire, Buckinghamshire and Oxfordshire","720","700","34160","32490"
"In post","2021","Buckinghamshire CC","Ministry of Justice","Berkshire, Buckinghamshire and Oxfordshire","730","690","30950","30400"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","Department for Environment, Food and Rural Affairs","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","Department for Transport","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","Department for Work and Pensions","Highlands and Islands","50","50","27230","27570"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","Ministry of Defence","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","Scottish Government","Highlands and Islands","130","120","28890","28170"
"In post","2021","Calderdale and Kirklees","Department for Transport","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Calderdale and Kirklees","Department for Work and Pensions","West Yorkshire","730","650","27080","27570"
"In post","2021","Calderdale and Kirklees","Food Standards Agency","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Calderdale and Kirklees","HM Revenue and Customs","West Yorkshire","120","110","26270","21100"
"In post","2021","Calderdale and Kirklees","Ministry of Defence","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Calderdale and Kirklees","Ministry of Justice","West Yorkshire","170","140","27190","23840"
"In post","2021","Cambridgeshire CC","Attorney General's Departments","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Cambridgeshire CC","Cabinet Office","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Cambridgeshire CC","Department for Business, Energy and Industrial Strategy","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Cambridgeshire CC","Department for Education","East Anglia","40","40","[c]","[c]"
"In post","2021","Cambridgeshire CC","Department for Environment, Food and Rural Affairs","East Anglia","100","100","31940","29180"
"In post","2021","Cambridgeshire CC","Department for International Trade","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Cambridgeshire CC","Department for Transport","East Anglia","40","40","[c]","[c]"
"In post","2021","Cambridgeshire CC","Department for Work and Pensions","East Anglia","230","220","28320","27570"
"In post","2021","Cambridgeshire CC","Department of Health and Social Care","East Anglia","310","280","42540","34620"
"In post","2021","Cambridgeshire CC","HM Revenue and Customs","East Anglia","50","40","[c]","[c]"
"In post","2021","Cambridgeshire CC","HM Treasury","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Cambridgeshire CC","Home Office","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Cambridgeshire CC","Ministry of Defence","East Anglia","1110","1080","34540","33300"
"In post","2021","Cambridgeshire CC","Ministry of Housing, Communities and Local Government","East Anglia","30","30","[c]","[c]"
"In post","2021","Cambridgeshire CC","Ministry of Justice","East Anglia","1310","1220","29650","29810"
"In post","2021","Cambridgeshire CC","Office for Standards in Education","East Anglia","100","100","62230","64500"
"In post","2021","Camden and City of London","Attorney General's Departments","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Camden and City of London","Cabinet Office","Inner London - West","100","90","54190","54700"
"In post","2021","Camden and City of London","Chancellor's other departments","Inner London - West","200","190","64910","57250"
"In post","2021","Camden and City of London","Department for Business, Energy and Industrial Strategy","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Camden and City of London","Department for Work and Pensions","Inner London - West","70","70","30980","31060"
"In post","2021","Camden and City of London","HM Revenue and Customs","Inner London - West","1510","1450","38460","36160"
"In post","2021","Camden and City of London","HM Treasury","Inner London - West","160","150","57370","51980"
"In post","2021","Camden and City of London","Home Office","Inner London - West","340","330","34220","30600"
"In post","2021","Camden and City of London","Ministry of Defence","Inner London - West","120","120","35300","30750"
"In post","2021","Camden and City of London","Ministry of Justice","Inner London - West","1020","970","27810","23500"
"In post","2021","Camden and City of London","Scottish Government","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Camden and City of London","Water Services Regulation Authority","Inner London - West","70","70","69430","66360"
"In post","2021","Cardiff and Vale of Glamorgan","Attorney General's Departments","East Wales","210","200","41090","38760"
"In post","2021","Cardiff and Vale of Glamorgan","Cabinet Office","East Wales","30","30","[c]","[c]"
"In post","2021","Cardiff and Vale of Glamorgan","Competition and Markets Authority","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Cardiff and Vale of Glamorgan","Department for Business, Energy and Industrial Strategy","East Wales","1280","1180","31170","27460"
"In post","2021","Cardiff and Vale of Glamorgan","Department for Environment, Food and Rural Affairs","East Wales","100","90","29980","24920"
"In post","2021","Cardiff and Vale of Glamorgan","Department for International Trade","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Cardiff and Vale of Glamorgan","Department for Transport","East Wales","70","60","31470","26780"
"In post","2021","Cardiff and Vale of Glamorgan","Department for Work and Pensions","East Wales","1190","1090","27830","27570"
"In post","2021","Cardiff and Vale of Glamorgan","Department of Health and Social Care","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Cardiff and Vale of Glamorgan","ESTYN","East Wales","110","100","58000","74730"
"In post","2021","Cardiff and Vale of Glamorgan","Food Standards Agency","East Wales","110","110","39860","37910"
"In post","2021","Cardiff and Vale of Glamorgan","HM Revenue and Customs","East Wales","4210","3890","27960","25560"
"In post","2021","Cardiff and Vale of Glamorgan","HM Treasury","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Cardiff and Vale of Glamorgan","Home Office","East Wales","340","320","29050","25360"
"In post","2021","Cardiff and Vale of Glamorgan","Ministry of Defence","East Wales","260","250","26710","22570"
"In post","2021","Cardiff and Vale of Glamorgan","Ministry of Housing, Communities and Local Government","East Wales","40","40","[c]","[c]"
"In post","2021","Cardiff and Vale of Glamorgan","Ministry of Justice","East Wales","1170","1090","29200","24870"
"In post","2021","Cardiff and Vale of Glamorgan","Office of Gas and Electricity Markets","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Cardiff and Vale of Glamorgan","Wales Office","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Cardiff and Vale of Glamorgan","Water Services Regulation Authority","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Cardiff and Vale of Glamorgan","Welsh Government","East Wales","2920","2760","43400","37410"
"In post","2021","Causeway Coast and Glens","HM Revenue and Customs","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Causeway Coast and Glens","Ministry of Defence","Northern Ireland","70","70","20730","20310"
"In post","2021","Central Bedfordshire","Department for Transport","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Central Bedfordshire","Department for Work and Pensions","Bedfordshire and Hertfordshire","30","30","[c]","[c]"
"In post","2021","Central Bedfordshire","Food Standards Agency","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Central Bedfordshire","Ministry of Defence","Bedfordshire and Hertfordshire","370","360","30570","27940"
"In post","2021","Central Hampshire","Cabinet Office","Hampshire and Isle of Wight","40","40","[c]","[c]"
"In post","2021","Central Hampshire","Department for Business, Energy and Industrial Strategy","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Central Hampshire","Department for Environment, Food and Rural Affairs","Hampshire and Isle of Wight","40","40","[c]","[c]"
"In post","2021","Central Hampshire","Department for Transport","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Central Hampshire","Department for Work and Pensions","Hampshire and Isle of Wight","130","110","27280","27570"
"In post","2021","Central Hampshire","Department of Health and Social Care","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Central Hampshire","Ministry of Defence","Hampshire and Isle of Wight","3480","3360","37010","34610"
"In post","2021","Central Hampshire","Ministry of Justice","Hampshire and Isle of Wight","420","400","30420","29440"
"In post","2021","Central Hampshire","National Crime Agency","Hampshire and Isle of Wight","70","70","36710","36410"
"In post","2021","Central Valleys","Attorney General's Departments","West Wales and The Valleys","[c]","[c]","[c]","[c]"
