"Status","Year","Profession_of_post","Region_ITL1","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Commercial","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Overseas","White","30","30","[c]","[c]"
"In post","2021","Commercial","Scotland","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Scotland","Black","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Scotland","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Scotland","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Scotland","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Scotland","Unknown","80","70","30940","26120"
"In post","2021","Commercial","Scotland","White","180","180","37630","34800"
"In post","2021","Commercial","South East (England)","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","South East (England)","Black","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","South East (England)","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","South East (England)","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","South East (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","South East (England)","White","380","360","38980","36800"
"In post","2021","Commercial","South West (England)","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","South West (England)","Black","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","South West (England)","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","South West (England)","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","South West (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","South West (England)","Undeclared","90","80","41440","39880"
"In post","2021","Commercial","South West (England)","Unknown","120","120","37820","36170"
"In post","2021","Commercial","South West (England)","White","1420","1360","39810","37400"
"In post","2021","Commercial","Unknown","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Unknown","Black","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Unknown","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Unknown","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Unknown","White","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Wales","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Wales","Black","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Wales","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Wales","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Wales","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Wales","White","290","270","34790","31160"
"In post","2021","Commercial","West Midlands (England)","Asian","40","30","[c]","[c]"
"In post","2021","Commercial","West Midlands (England)","Black","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Midlands (England)","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Midlands (England)","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Midlands (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Midlands (England)","White","160","160","39900","38000"
"In post","2021","Commercial","Yorkshire and The Humber","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Yorkshire and The Humber","Black","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Yorkshire and The Humber","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Yorkshire and The Humber","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Yorkshire and The Humber","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Yorkshire and The Humber","Unknown","70","70","38460","35650"
"In post","2021","Commercial","Yorkshire and The Humber","White","270","260","40830","37240"
"In post","2021","Communications","East Midlands (England)","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East Midlands (England)","Black","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East Midlands (England)","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East Midlands (England)","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East Midlands (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East Midlands (England)","White","80","80","37230","36530"
"In post","2021","Communications","East of England","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East of England","Black","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East of England","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East of England","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East of England","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East of England","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East of England","White","70","70","34180","31450"
"In post","2021","Communications","London","Asian","130","130","41150","36800"
"In post","2021","Communications","London","Black","100","100","39250","37150"
"In post","2021","Communications","London","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Communications","London","Mixed","70","70","44290","41530"
"In post","2021","Communications","London","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Communications","London","Undeclared","50","50","[c]","[c]"
"In post","2021","Communications","London","Unknown","480","470","44580","41760"
"In post","2021","Communications","London","White","1240","1200","48120","43880"
"In post","2021","Communications","North East (England)","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Communications","North East (England)","Black","[c]","[c]","[c]","[c]"
"In post","2021","Communications","North East (England)","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Communications","North East (England)","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Communications","North East (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Communications","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Communications","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","North East (England)","White","100","90","33720","31810"
"In post","2021","Communications","North West (England)","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Communications","North West (England)","Black","[c]","[c]","[c]","[c]"
"In post","2021","Communications","North West (England)","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Communications","North West (England)","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Communications","North West (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Communications","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Communications","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","North West (England)","White","160","160","36350","33710"
"In post","2021","Communications","Northern Ireland","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Northern Ireland","Black","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Northern Ireland","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Northern Ireland","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Northern Ireland","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Northern Ireland","White","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Overseas","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Overseas","Black","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Overseas","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Overseas","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Overseas","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Overseas","White","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Scotland","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Scotland","Black","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Scotland","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Scotland","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Scotland","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Scotland","White","50","50","37380","36110"
"In post","2021","Communications","South East (England)","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Communications","South East (England)","Black","[c]","[c]","[c]","[c]"
"In post","2021","Communications","South East (England)","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Communications","South East (England)","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Communications","South East (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Communications","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Communications","South East (England)","Unknown","40","40","[c]","[c]"
"In post","2021","Communications","South East (England)","White","230","220","33570","33000"
"In post","2021","Communications","South West (England)","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Communications","South West (England)","Black","[c]","[c]","[c]","[c]"
"In post","2021","Communications","South West (England)","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Communications","South West (England)","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Communications","South West (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Communications","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Communications","South West (England)","Unknown","30","30","[c]","[c]"
"In post","2021","Communications","South West (England)","White","260","240","35030","33300"
"In post","2021","Communications","Unknown","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Unknown","Black","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Unknown","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Unknown","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Unknown","White","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Wales","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Wales","Black","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Wales","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Wales","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Wales","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Wales","Unknown","30","30","[c]","[c]"
"In post","2021","Communications","Wales","White","300","280","36550","33320"
"In post","2021","Communications","West Midlands (England)","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Communications","West Midlands (England)","Black","[c]","[c]","[c]","[c]"
"In post","2021","Communications","West Midlands (England)","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Communications","West Midlands (England)","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Communications","West Midlands (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Communications","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Communications","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","West Midlands (England)","White","110","110","40220","36960"
"In post","2021","Communications","Yorkshire and The Humber","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Yorkshire and The Humber","Black","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Yorkshire and The Humber","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Yorkshire and The Humber","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Yorkshire and The Humber","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Yorkshire and The Humber","White","90","90","40340","37360"
"In post","2021","Corporate Finance","East of England","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","East of England","Black","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","East of England","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","East of England","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","East of England","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","East of England","White","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","London","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","London","Black","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","London","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","London","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","London","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","London","White","40","30","[c]","[c]"
"In post","2021","Corporate Finance","North West (England)","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","North West (England)","Black","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","North West (England)","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","North West (England)","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","North West (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","North West (England)","White","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Scotland","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Scotland","Black","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Scotland","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Scotland","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Scotland","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Scotland","White","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","South East (England)","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","South East (England)","Black","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","South East (England)","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","South East (England)","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","South East (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","South East (England)","White","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","South West (England)","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","South West (England)","Black","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","South West (England)","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","South West (England)","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","South West (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","South West (England)","White","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Wales","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Wales","Black","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Wales","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Wales","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Wales","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Wales","White","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","West Midlands (England)","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","West Midlands (England)","Black","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","West Midlands (England)","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","West Midlands (England)","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","West Midlands (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","West Midlands (England)","White","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","East Midlands (England)","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","East Midlands (England)","Black","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","East Midlands (England)","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","East Midlands (England)","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","East Midlands (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","East Midlands (England)","White","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","East of England","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","East of England","Black","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","East of England","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","East of England","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","East of England","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","East of England","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","East of England","White","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","London","Asian","30","30","[c]","[c]"
"In post","2021","Counter Fraud","London","Black","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","London","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","London","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","London","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","London","Unknown","90","90","45470","40270"
"In post","2021","Counter Fraud","London","White","220","220","44810","40270"
"In post","2021","Counter Fraud","North East (England)","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","North East (England)","Black","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","North East (England)","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","North East (England)","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","North East (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","North East (England)","White","40","30","[c]","[c]"
"In post","2021","Counter Fraud","North West (England)","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","North West (England)","Black","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","North West (England)","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","North West (England)","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","North West (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","North West (England)","White","80","70","35960","35070"
"In post","2021","Counter Fraud","Northern Ireland","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Northern Ireland","Black","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Northern Ireland","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Northern Ireland","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Northern Ireland","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Northern Ireland","White","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Scotland","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Scotland","Black","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Scotland","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Scotland","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Scotland","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Scotland","White","80","70","28810","25310"
"In post","2021","Counter Fraud","South East (England)","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","South East (England)","Black","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","South East (England)","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","South East (England)","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","South East (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","South East (England)","White","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","South West (England)","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","South West (England)","Black","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","South West (England)","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","South West (England)","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","South West (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","South West (England)","White","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Wales","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Wales","Black","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Wales","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Wales","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Wales","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Wales","White","30","30","[c]","[c]"
"In post","2021","Counter Fraud","West Midlands (England)","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","West Midlands (England)","Black","[c]","[c]","[c]","[c]"
