"Status","Year","Function_of_post","Region_ITL1","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Communications","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Scotland","Female","110","100","33840","31810"
"In post","2021","Communications","Scotland","Male","110","100","32170","30080"
"In post","2021","Communications","South East (England)","Female","170","160","33670","32560"
"In post","2021","Communications","South East (England)","Male","160","160","32460","29540"
"In post","2021","Communications","South West (England)","Female","190","170","35870","33350"
"In post","2021","Communications","South West (England)","Male","170","170","35990","33300"
"In post","2021","Communications","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Wales","Female","490","460","29680","25560"
"In post","2021","Communications","Wales","Male","470","460","29160","25560"
"In post","2021","Communications","West Midlands (England)","Female","180","170","33640","31810"
"In post","2021","Communications","West Midlands (England)","Male","170","170","32080","31810"
"In post","2021","Communications","Yorkshire and The Humber","Female","300","290","31590","25560"
"In post","2021","Communications","Yorkshire and The Humber","Male","340","340","29600","25560"
"In post","2021","Counter Fraud","East Midlands (England)","Female","250","220","31900","31810"
"In post","2021","Counter Fraud","East Midlands (England)","Male","290","280","34890","31810"
"In post","2021","Counter Fraud","East of England","Female","240","210","27280","25560"
"In post","2021","Counter Fraud","East of England","Male","210","200","30170","28130"
"In post","2021","Counter Fraud","London","Female","1000","940","37540","36160"
"In post","2021","Counter Fraud","London","Male","1320","1290","40500","36160"
"In post","2021","Counter Fraud","North East (England)","Female","260","240","31410","31810"
"In post","2021","Counter Fraud","North East (England)","Male","270","270","32780","31810"
"In post","2021","Counter Fraud","North West (England)","Female","810","730","32040","31810"
"In post","2021","Counter Fraud","North West (England)","Male","880","850","33900","31810"
"In post","2021","Counter Fraud","Northern Ireland","Female","190","170","30810","28130"
"In post","2021","Counter Fraud","Northern Ireland","Male","210","200","31510","31810"
"In post","2021","Counter Fraud","Scotland","Female","440","390","29460","28130"
"In post","2021","Counter Fraud","Scotland","Male","410","390","31920","31810"
"In post","2021","Counter Fraud","South East (England)","Female","210","190","30170","28130"
"In post","2021","Counter Fraud","South East (England)","Male","240","220","32340","31810"
"In post","2021","Counter Fraud","South West (England)","Female","160","150","34060","31810"
"In post","2021","Counter Fraud","South West (England)","Male","230","220","36330","31810"
"In post","2021","Counter Fraud","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Wales","Female","200","180","29730","26950"
"In post","2021","Counter Fraud","Wales","Male","200","190","32840","31810"
"In post","2021","Counter Fraud","West Midlands (England)","Female","360","320","30740","28130"
"In post","2021","Counter Fraud","West Midlands (England)","Male","370","350","33550","31810"
"In post","2021","Counter Fraud","Yorkshire and The Humber","Female","410","360","31390","30730"
"In post","2021","Counter Fraud","Yorkshire and The Humber","Male","460","450","33320","31810"
"In post","2021","Debt","East Midlands (England)","Female","140","120","21820","20140"
"In post","2021","Debt","East Midlands (England)","Male","120","110","21400","20140"
"In post","2021","Debt","East of England","Female","90","70","24750","25120"
"In post","2021","Debt","East of England","Male","50","50","25140","24670"
"In post","2021","Debt","London","Female","350","300","27100","25630"
"In post","2021","Debt","London","Male","210","200","30210","25630"
"In post","2021","Debt","North East (England)","Female","330","290","21330","20140"
"In post","2021","Debt","North East (England)","Male","260","260","21970","20140"
"In post","2021","Debt","North West (England)","Female","180","160","23740","21440"
"In post","2021","Debt","North West (England)","Male","160","150","23330","21440"
"In post","2021","Debt","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Scotland","Female","820","710","22060","20140"
"In post","2021","Debt","Scotland","Male","620","600","21630","20140"
"In post","2021","Debt","South East (England)","Female","60","40","27080","28130"
"In post","2021","Debt","South East (England)","Male","50","40","28500","28130"
"In post","2021","Debt","South West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Debt","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Wales","Female","160","150","23120","20140"
"In post","2021","Debt","Wales","Male","170","160","23160","20140"
"In post","2021","Debt","West Midlands (England)","Female","260","230","23060","20140"
"In post","2021","Debt","West Midlands (England)","Male","170","170","21810","20140"
"In post","2021","Debt","Yorkshire and The Humber","Female","230","200","24040","21440"
"In post","2021","Debt","Yorkshire and The Humber","Male","190","180","22930","20140"
"In post","2021","Digital, Data & Technology","East Midlands (England)","Female","120","110","37210","33030"
"In post","2021","Digital, Data & Technology","East Midlands (England)","Male","190","190","36820","33150"
"In post","2021","Digital, Data & Technology","East of England","Female","170","160","35930","32960"
"In post","2021","Digital, Data & Technology","East of England","Male","380","360","36380","33630"
"In post","2021","Digital, Data & Technology","London","Female","1390","1350","47310","43800"
"In post","2021","Digital, Data & Technology","London","Male","2010","1990","50480","50540"
"In post","2021","Digital, Data & Technology","North East (England)","Female","310","290","38600","35290"
"In post","2021","Digital, Data & Technology","North East (England)","Male","470","450","38840","38180"
"In post","2021","Digital, Data & Technology","North West (England)","Female","340","320","38870","36500"
"In post","2021","Digital, Data & Technology","North West (England)","Male","540","530","38730","36500"
"In post","2021","Digital, Data & Technology","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Scotland","Female","200","190","37280","33930"
"In post","2021","Digital, Data & Technology","Scotland","Male","480","470","38880","35230"
"In post","2021","Digital, Data & Technology","South East (England)","Female","340","320","36540","33300"
"In post","2021","Digital, Data & Technology","South East (England)","Male","570","560","39220","36480"
"In post","2021","Digital, Data & Technology","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","South West (England)","Female","750","690","37090","36500"
"In post","2021","Digital, Data & Technology","South West (England)","Male","1600","1560","40050","38980"
"In post","2021","Digital, Data & Technology","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Wales","Female","590","560","36680","33840"
"In post","2021","Digital, Data & Technology","Wales","Male","1280","1260","41220","38630"
"In post","2021","Digital, Data & Technology","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","West Midlands (England)","Female","420","400","39530","36780"
"In post","2021","Digital, Data & Technology","West Midlands (England)","Male","560","550","41410","38630"
"In post","2021","Digital, Data & Technology","Yorkshire and The Humber","Female","350","330","37820","32200"
"In post","2021","Digital, Data & Technology","Yorkshire and The Humber","Male","510","500","40300","36960"
"In post","2021","Finance","East Midlands (England)","Female","140","130","33900","31810"
"In post","2021","Finance","East Midlands (England)","Male","100","100","39180","33300"
"In post","2021","Finance","East of England","Female","300","270","33080","31810"
"In post","2021","Finance","East of England","Male","180","170","37830","35000"
"In post","2021","Finance","London","Female","1260","1210","46230","41430"
"In post","2021","Finance","London","Male","1290","1280","51220","46690"
"In post","2021","Finance","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","North East (England)","Female","230","210","34420","31810"
"In post","2021","Finance","North East (England)","Male","200","200","39890","38630"
"In post","2021","Finance","North West (England)","Female","320","300","37420","33310"
"In post","2021","Finance","North West (England)","Male","350","350","37690","33490"
"In post","2021","Finance","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Scotland","Female","640","540","28340","22920"
"In post","2021","Finance","Scotland","Male","310","290","29630","25560"
"In post","2021","Finance","South East (England)","Female","600","550","34880","31810"
"In post","2021","Finance","South East (England)","Male","410","400","38200","34400"
"In post","2021","Finance","South West (England)","Female","700","650","36900","33300"
"In post","2021","Finance","South West (England)","Male","530","520","42860","39580"
"In post","2021","Finance","Wales","Female","230","210","32080","27460"
"In post","2021","Finance","Wales","Male","160","160","38470","36100"
"In post","2021","Finance","West Midlands (England)","Female","280","270","38940","36780"
"In post","2021","Finance","West Midlands (England)","Male","190","180","40480","37310"
"In post","2021","Finance","Yorkshire and The Humber","Female","560","480","31720","26220"
"In post","2021","Finance","Yorkshire and The Humber","Male","370","360","35350","30120"
"In post","2021","Grants Management","East Midlands (England)","Female","40","40","[c]","[c]"
"In post","2021","Grants Management","East Midlands (England)","Male","30","30","[c]","[c]"
"In post","2021","Grants Management","East of England","Female","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","East of England","Male","30","30","[c]","[c]"
"In post","2021","Grants Management","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","North East (England)","Female","150","130","25750","22980"
"In post","2021","Grants Management","North East (England)","Male","110","100","24870","21050"
"In post","2021","Grants Management","North West (England)","Female","490","420","23930","21050"
"In post","2021","Grants Management","North West (England)","Male","260","250","24430","21050"
"In post","2021","Grants Management","South East (England)","Female","90","80","27070","22430"
"In post","2021","Grants Management","South East (England)","Male","80","80","31060","26520"
"In post","2021","Grants Management","South West (England)","Female","120","100","25380","25190"
"In post","2021","Grants Management","South West (England)","Male","120","120","27950","25880"
"In post","2021","Grants Management","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","West Midlands (England)","Female","80","70","24840","24920"
"In post","2021","Grants Management","West Midlands (England)","Male","60","60","25550","24920"
"In post","2021","Grants Management","Yorkshire and The Humber","Female","90","80","27270","25010"
"In post","2021","Grants Management","Yorkshire and The Humber","Male","100","100","25840","24920"
"In post","2021","Human Resources","East Midlands (England)","Female","340","320","36960","32100"
"In post","2021","Human Resources","East Midlands (England)","Male","160","160","36630","31810"
"In post","2021","Human Resources","East of England","Female","150","140","34020","30990"
"In post","2021","Human Resources","East of England","Male","60","60","37970","33800"
"In post","2021","Human Resources","London","Female","1820","1760","46340","41580"
"In post","2021","Human Resources","London","Male","840","820","47180","42200"
"In post","2021","Human Resources","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","North East (England)","Female","400","360","28260","25550"
"In post","2021","Human Resources","North East (England)","Male","210","210","29010","25550"
"In post","2021","Human Resources","North West (England)","Female","920","850","33600","30610"
"In post","2021","Human Resources","North West (England)","Male","400","390","33070","30890"
"In post","2021","Human Resources","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Scotland","Female","710","650","28870","25560"
"In post","2021","Human Resources","Scotland","Male","350","340","30430","26670"
"In post","2021","Human Resources","South East (England)","Female","440","400","34420","30500"
"In post","2021","Human Resources","South East (England)","Male","160","150","37800","34270"
"In post","2021","Human Resources","South West (England)","Female","810","730","35250","32710"
"In post","2021","Human Resources","South West (England)","Male","290","280","38420","33630"
"In post","2021","Human Resources","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Wales","Female","480","450","34880","31170"
"In post","2021","Human Resources","Wales","Male","170","170","35810","31810"
"In post","2021","Human Resources","West Midlands (England)","Female","230","220","38070","33530"
"In post","2021","Human Resources","West Midlands (England)","Male","120","110","39430","35390"
"In post","2021","Human Resources","Yorkshire and The Humber","Female","350","320","38700","36720"
"In post","2021","Human Resources","Yorkshire and The Humber","Male","130","120","39720","37910"
"In post","2021","Internal Audit","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","East of England","Female","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","East of England","Male","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","London","Female","90","90","51090","49600"
"In post","2021","Internal Audit","London","Male","130","120","55720","53710"
"In post","2021","Internal Audit","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","North West (England)","Female","40","30","[c]","[c]"
"In post","2021","Internal Audit","North West (England)","Male","30","30","[c]","[c]"
"In post","2021","Internal Audit","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Scotland","Female","40","40","[c]","[c]"
"In post","2021","Internal Audit","Scotland","Male","30","30","[c]","[c]"
"In post","2021","Internal Audit","South East (England)","Female","40","40","[c]","[c]"
"In post","2021","Internal Audit","South East (England)","Male","30","30","[c]","[c]"
"In post","2021","Internal Audit","South West (England)","Female","50","50","43530","41680"
"In post","2021","Internal Audit","South West (England)","Male","40","40","[c]","[c]"
"In post","2021","Internal Audit","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","West Midlands (England)","Female","40","30","[c]","[c]"
"In post","2021","Internal Audit","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"In post","2021","Legal","East Midlands (England)","Female","410","360","36720","31810"
"In post","2021","Legal","East Midlands (England)","Male","210","200","40380","38000"
"In post","2021","Legal","East of England","Female","410","360","38620","33840"
"In post","2021","Legal","East of England","Male","180","170","45960","49420"
"In post","2021","Legal","London","Female","3420","3140","51260","51730"
"In post","2021","Legal","London","Male","1980","1930","54010","54870"
"In post","2021","Legal","North East (England)","Female","330","290","37300","32370"
"In post","2021","Legal","North East (England)","Male","160","160","41410","41870"
"In post","2021","Legal","North West (England)","Female","950","860","38440","33310"
"In post","2021","Legal","North West (England)","Male","510","490","41920","38630"
"In post","2021","Legal","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Scotland","Female","1630","1470","34790","29350"
"In post","2021","Legal","Scotland","Male","730","690","35330","29350"
"In post","2021","Legal","South East (England)","Female","600","540","41300","40000"
"In post","2021","Legal","South East (England)","Male","300","280","45620","50520"
"In post","2021","Legal","South West (England)","Female","340","310","40800","38760"
"In post","2021","Legal","South West (England)","Male","230","220","45590","45380"
"In post","2021","Legal","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Wales","Female","360","330","39420","38180"
"In post","2021","Legal","Wales","Male","190","180","45890","48080"
"In post","2021","Legal","West Midlands (England)","Female","530","490","39100","38000"
"In post","2021","Legal","West Midlands (England)","Male","270","260","42730","39420"
"In post","2021","Legal","Yorkshire and The Humber","Female","700","610","39780","37500"
"In post","2021","Legal","Yorkshire and The Humber","Male","370","360","45220","49580"
"In post","2021","No function","East Midlands (England)","Female","5920","5330","28200","25350"
"In post","2021","No function","East Midlands (England)","Male","5060","4860","30380","27150"
"In post","2021","No function","East of England","Female","4490","4070","29060","26170"
"In post","2021","No function","East of England","Male","4070","3920","31580","30400"
"In post","2021","No function","London","Female","23110","22050","41230","35990"
"In post","2021","No function","London","Male","19460","19140","44080","38540"
"In post","2021","No function","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","No function","North East (England)","Female","7320","6180","25820","21530"
"In post","2021","No function","North East (England)","Male","5050","4760","28060","25560"
"In post","2021","No function","North West (England)","Female","11970","10770","28270","25000"
"In post","2021","No function","North West (England)","Male","9710","9260","30140","26810"
"In post","2021","No function","Northern Ireland","Female","910","810","28360","25560"
"In post","2021","No function","Northern Ireland","Male","860","830","29450","25560"
"In post","2021","No function","Overseas","Female","690","680","50960","52370"
"In post","2021","No function","Overseas","Male","1110","1110","54410","54470"
"In post","2021","No function","Scotland","Female","6000","5420","28300","25560"
"In post","2021","No function","Scotland","Male","6440","6100","31700","30930"
"In post","2021","No function","South East (England)","Female","8120","7240","29110","26470"
"In post","2021","No function","South East (England)","Male","8140","7720","32610","31180"
"In post","2021","No function","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","No function","South West (England)","Female","6550","5910","31360","28080"
"In post","2021","No function","South West (England)","Male","6540","6290","34700","31650"
"In post","2021","No function","Unknown","Female","300","300","35180","32000"
"In post","2021","No function","Unknown","Male","300","290","37440","32000"
"In post","2021","No function","Wales","Female","9050","7870","25730","21590"
"In post","2021","No function","Wales","Male","6300","6010","28700","25400"
"In post","2021","No function","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","No function","West Midlands (England)","Female","7690","7030","28910","24920"
"In post","2021","No function","West Midlands (England)","Male","6140","5950","31080","27380"
"In post","2021","No function","Yorkshire and The Humber","Female","7240","6550","30240","26850"
"In post","2021","No function","Yorkshire and The Humber","Male","6400","6120","31670","28970"
"In post","2021","Project Delivery","East Midlands (England)","Female","320","300","37350","34000"
"In post","2021","Project Delivery","East Midlands (England)","Male","340","330","39240","37310"
"In post","2021","Project Delivery","East of England","Female","430","400","36950","34510"
"In post","2021","Project Delivery","East of England","Male","450","440","39470","37640"
"In post","2021","Project Delivery","London","Female","2680","2580","50840","51500"
"In post","2021","Project Delivery","London","Male","2430","2390","54340","53780"
"In post","2021","Project Delivery","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","North East (England)","Female","620","570","38550","38630"
"In post","2021","Project Delivery","North East (England)","Male","500","490","41140","38630"
"In post","2021","Project Delivery","North West (England)","Female","990","930","37820","35000"
"In post","2021","Project Delivery","North West (England)","Male","990","970","39770","38630"
"In post","2021","Project Delivery","Northern Ireland","Female","30","30","[c]","[c]"
"In post","2021","Project Delivery","Northern Ireland","Male","40","40","[c]","[c]"
"In post","2021","Project Delivery","Overseas","Female","300","300","56050","55620"
"In post","2021","Project Delivery","Overseas","Male","350","340","55120","55060"
"In post","2021","Project Delivery","Scotland","Female","790","740","36630","33930"
"In post","2021","Project Delivery","Scotland","Male","1000","970","36730","33930"
"In post","2021","Project Delivery","South East (England)","Female","1160","1110","36100","33300"
"In post","2021","Project Delivery","South East (England)","Male","1130","1120","39880","39700"
"In post","2021","Project Delivery","South West (England)","Female","4150","3900","35960","33300"
"In post","2021","Project Delivery","South West (England)","Male","7160","7040","40320","39650"
"In post","2021","Project Delivery","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Wales","Female","280","260","35730","31810"
"In post","2021","Project Delivery","Wales","Male","530","520","35070","30800"
"In post","2021","Project Delivery","West Midlands (England)","Female","500","480","36860","33300"
"In post","2021","Project Delivery","West Midlands (England)","Male","530","510","37300","33300"
"In post","2021","Project Delivery","Yorkshire and The Humber","Female","360","340","37440","33300"
"In post","2021","Project Delivery","Yorkshire and The Humber","Male","300","300","39940","37170"
"In post","2021","Property","East Midlands (England)","Female","240","220","31140","27510"
"In post","2021","Property","East Midlands (England)","Male","260","250","34980","32560"
"In post","2021","Property","East of England","Female","240","230","31200","29580"
"In post","2021","Property","East of England","Male","300","290","33120","33300"
"In post","2021","Property","London","Female","560","530","39880","35100"
"In post","2021","Property","London","Male","750","730","46300","41700"
"In post","2021","Property","North East (England)","Female","290","270","26750","24500"
"In post","2021","Property","North East (England)","Male","270","250","31890","25930"
"In post","2021","Property","North West (England)","Female","260","240","33820","29910"
"In post","2021","Property","North West (England)","Male","280","270","35790","32110"
"In post","2021","Property","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2021","Property","Northern Ireland","Male","80","70","30050","27720"
"In post","2021","Property","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","Property","Overseas","Male","170","170","39840","39410"
"In post","2021","Property","Scotland","Female","350","330","29470","28120"
"In post","2021","Property","Scotland","Male","990","970","31470","28870"
"In post","2021","Property","South East (England)","Female","370","350","32830","32110"
"In post","2021","Property","South East (England)","Male","650","640","35750","33300"
"In post","2021","Property","South West (England)","Female","640","580","30780","27000"
"In post","2021","Property","South West (England)","Male","740","720","35150","33300"
"In post","2021","Property","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Property","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Property","Wales","Female","230","210","32070","29180"
"In post","2021","Property","Wales","Male","260","250","33060","30990"
"In post","2021","Property","West Midlands (England)","Female","260","230","32910","31100"
"In post","2021","Property","West Midlands (England)","Male","290","280","36750","33300"
"In post","2021","Property","Yorkshire and The Humber","Female","370","330","31020","26500"
"In post","2021","Property","Yorkshire and The Humber","Male","400","390","35260","33000"
"In post","2021","Security","East Midlands (England)","Female","50","40","[c]","[c]"
"In post","2021","Security","East Midlands (England)","Male","120","120","29780","27750"
"In post","2021","Security","East of England","Female","150","140","29150","24620"
"In post","2021","Security","East of England","Male","400","400","34730","33300"
"In post","2021","Security","London","Female","420","410","41410","36950"
"In post","2021","Security","London","Male","680","670","40870","37560"
"In post","2021","Security","North East (England)","Female","40","40","[c]","[c]"
"In post","2021","Security","North East (England)","Male","60","60","33670","32040"
"In post","2021","Security","North West (England)","Female","90","90","32280","31810"
"In post","2021","Security","North West (England)","Male","210","200","28060","23540"
"In post","2021","Security","Northern Ireland","Female","30","30","[c]","[c]"
"In post","2021","Security","Northern Ireland","Male","370","360","21350","20310"
"In post","2021","Security","Overseas","Female","30","30","[c]","[c]"
"In post","2021","Security","Overseas","Male","100","100","39720","34450"
"In post","2021","Security","Scotland","Female","220","210","29320","26670"
"In post","2021","Security","Scotland","Male","1140","1110","30890","28890"
"In post","2021","Security","South East (England)","Female","330","320","29930","26670"
"In post","2021","Security","South East (England)","Male","1570","1540","32240","29890"
"In post","2021","Security","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Security","South West (England)","Female","200","200","27010","22780"
"In post","2021","Security","South West (England)","Male","930","900","27450","20920"
