"Status","Year","Sexual_orientation","Region_ITL1","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","LGBO","South West (England)","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","South West (England)","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","South West (England)","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Unknown","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Unknown","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Unknown","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Unknown","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Unknown","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Unknown","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Unknown","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Unknown","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Unknown","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Unknown","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Wales","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Wales","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Wales","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Wales","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Wales","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Wales","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Wales","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Wales","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Wales","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Wales","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Wales","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Wales","Estyn","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Wales","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Wales","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Wales","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Wales","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Wales","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Wales","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Wales","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Wales","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Wales","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Wales","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Wales","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Wales","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Wales","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Wales","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","West Midlands (England)","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","West Midlands (England)","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","West Midlands (England)","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","West Midlands (England)","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","West Midlands (England)","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","West Midlands (England)","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","West Midlands (England)","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","West Midlands (England)","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","West Midlands (England)","Department for Work and Pensions","30","30","[c]","[c]"
"Leaver CS","2022","LGBO","West Midlands (England)","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","West Midlands (England)","Estyn","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","West Midlands (England)","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","West Midlands (England)","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","West Midlands (England)","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","West Midlands (England)","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","West Midlands (England)","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","West Midlands (England)","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","West Midlands (England)","Ministry of Justice","50","50","[c]","[c]"
"Leaver CS","2022","LGBO","West Midlands (England)","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","West Midlands (England)","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","West Midlands (England)","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","West Midlands (England)","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","West Midlands (England)","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Yorkshire and The Humber","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Yorkshire and The Humber","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Yorkshire and The Humber","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Yorkshire and The Humber","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Yorkshire and The Humber","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Yorkshire and The Humber","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Yorkshire and The Humber","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Yorkshire and The Humber","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Yorkshire and The Humber","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Yorkshire and The Humber","Department for Work and Pensions","50","40","[c]","[c]"
"Leaver CS","2022","LGBO","Yorkshire and The Humber","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Yorkshire and The Humber","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Yorkshire and The Humber","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Yorkshire and The Humber","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Yorkshire and The Humber","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Yorkshire and The Humber","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Yorkshire and The Humber","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Yorkshire and The Humber","Ministry of Justice","60","60","[c]","[c]"
"Leaver CS","2022","LGBO","Yorkshire and The Humber","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Yorkshire and The Humber","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Yorkshire and The Humber","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","East Midlands (England)","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","East Midlands (England)","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","East Midlands (England)","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","East Midlands (England)","Department for Work and Pensions","40","40","[c]","[c]"
"Leaver CS","2022","Undeclared","East Midlands (England)","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","East Midlands (England)","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","East Midlands (England)","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","East Midlands (England)","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","East Midlands (England)","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","East Midlands (England)","Ministry of Justice","60","50","[c]","[c]"
"Leaver CS","2022","Undeclared","East Midlands (England)","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","East Midlands (England)","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","East of England","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","East of England","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","East of England","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","East of England","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","East of England","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","East of England","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","East of England","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","East of England","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","East of England","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","East of England","Ministry of Defence","50","50","[c]","[c]"
"Leaver CS","2022","Undeclared","East of England","Ministry of Justice","60","60","[c]","[c]"
"Leaver CS","2022","Undeclared","East of England","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","London","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","London","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","London","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","London","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","London","Department for Business, Energy and Industrial Strategy","30","30","[c]","[c]"
"Leaver CS","2022","Undeclared","London","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","London","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","London","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","London","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","London","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","London","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","London","Department for Work and Pensions","100","80","31610","31060"
"Leaver CS","2022","Undeclared","London","Department of Health and Social Care","440","170","43970","40070"
"Leaver CS","2022","Undeclared","London","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","London","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","London","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","London","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","London","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","London","Home Office","120","100","38530","34500"
"Leaver CS","2022","Undeclared","London","Ministry of Defence","40","40","[c]","[c]"
"Leaver CS","2022","Undeclared","London","Ministry of Justice","90","90","35020","28310"
"Leaver CS","2022","Undeclared","London","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","London","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","London","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","London","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","London","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","London","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","London","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","London","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","North East (England)","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","North East (England)","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","North East (England)","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","North East (England)","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","North East (England)","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","North East (England)","Department for Work and Pensions","50","40","25960","21260"
"Leaver CS","2022","Undeclared","North East (England)","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","North East (England)","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","North East (England)","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","North East (England)","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","North East (England)","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","North East (England)","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","North West (England)","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","North West (England)","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","North West (England)","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","North West (England)","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","North West (England)","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","North West (England)","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","North West (England)","Department for Work and Pensions","110","90","28100","26120"
"Leaver CS","2022","Undeclared","North West (England)","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","North West (England)","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","North West (England)","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","North West (England)","Home Office","40","30","[c]","[c]"
"Leaver CS","2022","Undeclared","North West (England)","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","North West (England)","Ministry of Justice","50","40","[c]","[c]"
"Leaver CS","2022","Undeclared","North West (England)","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","North West (England)","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","North West (England)","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Northern Ireland","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Northern Ireland","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Overseas","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Overseas","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Overseas","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Overseas","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Overseas","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Scotland","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Scotland","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Scotland","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Scotland","Department for Work and Pensions","70","50","25510","21260"
"Leaver CS","2022","Undeclared","Scotland","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Scotland","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Scotland","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Scotland","Ministry of Defence","50","50","33500","32800"
"Leaver CS","2022","Undeclared","Scotland","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Scotland","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Scotland","Scottish Government","30","30","[c]","[c]"
"Leaver CS","2022","Undeclared","South East (England)","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","South East (England)","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","South East (England)","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","South East (England)","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","South East (England)","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","South East (England)","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","South East (England)","Department for Work and Pensions","50","50","28890","27570"
"Leaver CS","2022","Undeclared","South East (England)","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","South East (England)","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","South East (England)","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","South East (England)","Home Office","40","30","[c]","[c]"
"Leaver CS","2022","Undeclared","South East (England)","Ministry of Defence","100","90","30470","26640"
"Leaver CS","2022","Undeclared","South East (England)","Ministry of Justice","100","90","[c]","[c]"
"Leaver CS","2022","Undeclared","South East (England)","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","South East (England)","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","South East (England)","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","South West (England)","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","South West (England)","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","South West (England)","Department for Business, Energy and Industrial Strategy","40","40","[c]","[c]"
"Leaver CS","2022","Undeclared","South West (England)","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","South West (England)","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","South West (England)","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","South West (England)","Department for Work and Pensions","40","30","[c]","[c]"
"Leaver CS","2022","Undeclared","South West (England)","Department of Health and Social Care","30","30","[c]","[c]"
"Leaver CS","2022","Undeclared","South West (England)","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","South West (England)","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","South West (England)","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","South West (England)","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","South West (England)","Ministry of Defence","210","190","35310","35220"
"Leaver CS","2022","Undeclared","South West (England)","Ministry of Justice","40","30","[c]","[c]"
"Leaver CS","2022","Undeclared","South West (England)","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","South West (England)","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Department for Transport","90","60","23660","21840"
"Leaver CS","2022","Undeclared","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Department of Health and Social Care","70","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Wales","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Wales","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Wales","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Wales","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Wales","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Wales","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Wales","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Wales","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Wales","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Wales","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Wales","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Wales","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Wales","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","West Midlands (England)","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","West Midlands (England)","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","West Midlands (England)","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","West Midlands (England)","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","West Midlands (England)","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","West Midlands (England)","Department for Work and Pensions","60","50","26460","27570"
"Leaver CS","2022","Undeclared","West Midlands (England)","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","West Midlands (England)","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","West Midlands (England)","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","West Midlands (England)","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","West Midlands (England)","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","West Midlands (England)","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","West Midlands (England)","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","West Midlands (England)","Ministry of Justice","60","60","[c]","[c]"
"Leaver CS","2022","Undeclared","West Midlands (England)","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","West Midlands (England)","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Yorkshire and The Humber","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Yorkshire and The Humber","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Yorkshire and The Humber","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Yorkshire and The Humber","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Yorkshire and The Humber","Department for Work and Pensions","60","50","29700","27570"
"Leaver CS","2022","Undeclared","Yorkshire and The Humber","Department of Health and Social Care","100","30","[c]","[c]"
"Leaver CS","2022","Undeclared","Yorkshire and The Humber","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Yorkshire and The Humber","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Yorkshire and The Humber","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Yorkshire and The Humber","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Yorkshire and The Humber","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Yorkshire and The Humber","Ministry of Justice","60","50","[c]","[c]"
"Leaver CS","2022","Undeclared","Yorkshire and The Humber","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","East Midlands (England)","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","East Midlands (England)","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","East Midlands (England)","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","East Midlands (England)","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","East Midlands (England)","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","East Midlands (England)","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","East Midlands (England)","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","East Midlands (England)","Department for Work and Pensions","100","80","24970","27570"
"Leaver CS","2022","Unknown","East Midlands (England)","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","East Midlands (England)","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","East Midlands (England)","HM Revenue and Customs","330","270","[c]","[c]"
"Leaver CS","2022","Unknown","East Midlands (England)","Ministry of Defence","40","30","[c]","[c]"
"Leaver CS","2022","Unknown","East Midlands (England)","Ministry of Justice","220","200","20890","20370"
