"Status","Year","Profession_of_post","Region_ITL3","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Commercial","City of Edinburgh","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","City of Edinburgh","Male","30","30","[c]","[c]"
"In post","2021","Commercial","Clackmannanshire and Fife","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Clackmannanshire and Fife","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Conwy and Denbighshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Conwy and Denbighshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cornwall and Isles of Scilly","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cornwall and Isles of Scilly","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Coventry","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Coventry","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Croydon","Female","90","80","42340","42070"
"In post","2021","Commercial","Croydon","Male","60","60","46220","45460"
"In post","2021","Commercial","Darlington","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Darlington","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Derby","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Derby","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Devon CC","Female","100","90","40920","38340"
"In post","2021","Commercial","Devon CC","Male","100","100","45130","47680"
"In post","2021","Commercial","Dorset CC","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Dorset CC","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Dudley","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Dudley","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Durham CC","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Durham CC","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Cumbria","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Cumbria","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Kent","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Kent","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Lancashire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Lancashire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Merseyside","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Merseyside","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Riding of Yorkshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Riding of Yorkshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Surrey","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Surrey","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Sussex CC","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Sussex CC","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Enfield","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Enfield","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Essex Haven Gateway","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Essex Haven Gateway","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Falkirk","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Falkirk","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Flintshire and Wrexham","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Flintshire and Wrexham","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Glasgow City","Female","40","40","[c]","[c]"
"In post","2021","Commercial","Glasgow City","Male","50","50","[c]","[c]"
"In post","2021","Commercial","Gloucestershire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Gloucestershire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Greater Manchester North East","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Greater Manchester North East","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Greater Manchester North West","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Greater Manchester North West","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Greater Manchester South East","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Greater Manchester South East","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Greater Manchester South West","Female","40","30","[c]","[c]"
"In post","2021","Commercial","Greater Manchester South West","Male","40","30","[c]","[c]"
"In post","2021","Commercial","Hackney and Newham","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Hackney and Newham","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Haringey and Islington","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Haringey and Islington","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Harrow and Hillingdon","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Harrow and Hillingdon","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Hartlepool and Stockton-on-Tees","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Hartlepool and Stockton-on-Tees","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Heart of Essex","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Heart of Essex","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Herefordshire, County of","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Herefordshire, County of","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Hertfordshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Hertfordshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Hounslow and Richmond upon Thames","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Hounslow and Richmond upon Thames","Male","30","30","[c]","[c]"
"In post","2021","Commercial","Inverclyde, East Renfrewshire and Renfrewshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Inverclyde, East Renfrewshire and Renfrewshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Inverness and Nairn and Moray, Badenoch and Strathspey","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Inverness and Nairn and Moray, Badenoch and Strathspey","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Isle of Anglesey","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Isle of Anglesey","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Isle of Wight","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Isle of Wight","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Kensington & Chelsea and Hammersmith & Fulham","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Kensington & Chelsea and Hammersmith & Fulham","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Kent Thames Gateway","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Kent Thames Gateway","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Kingston upon Hull, City of","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Kingston upon Hull, City of","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lambeth","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lambeth","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lancaster and Wyre","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lancaster and Wyre","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Leeds","Female","110","100","40010","36820"
"In post","2021","Commercial","Leeds","Male","70","70","41720","37480"
"In post","2021","Commercial","Leicester","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Leicester","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Leicestershire CC and Rutland","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Leicestershire CC and Rutland","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lincolnshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lincolnshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lisburn and Castlereagh","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lisburn and Castlereagh","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Liverpool","Female","110","110","33490","34800"
"In post","2021","Commercial","Liverpool","Male","90","80","35850","34800"
"In post","2021","Commercial","Luton","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Luton","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Manchester","Female","80","80","40770","37100"
"In post","2021","Commercial","Manchester","Male","60","60","37860","36500"
"In post","2021","Commercial","Medway","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Medway","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Mid Kent","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Mid Kent","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Mid Lancashire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Mid Lancashire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Milton Keynes","Female","40","40","[c]","[c]"
"In post","2021","Commercial","Milton Keynes","Male","40","30","[c]","[c]"
"In post","2021","Commercial","Monmouthshire and Newport","Female","50","40","[c]","[c]"
"In post","2021","Commercial","Monmouthshire and Newport","Male","50","50","37150","34800"
"In post","2021","Commercial","North and West Norfolk","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North and West Norfolk","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North Hampshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North Hampshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North Lanarkshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North Lanarkshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North Nottinghamshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North Nottinghamshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North Yorkshire CC","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North Yorkshire CC","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Northumberland","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Northumberland","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Norwich and East Norfolk","Female","40","40","[c]","[c]"
"In post","2021","Commercial","Norwich and East Norfolk","Male","50","50","[c]","[c]"
"In post","2021","Commercial","Nottingham","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Nottingham","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Oxfordshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Oxfordshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Perth and Kinross and Stirling","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Perth and Kinross and Stirling","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Peterborough","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Peterborough","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Plymouth","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Plymouth","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Portsmouth","Female","40","40","[c]","[c]"
"In post","2021","Commercial","Portsmouth","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Powys","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Powys","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Sefton","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Sefton","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Sheffield","Female","50","50","37770","36860"
"In post","2021","Commercial","Sheffield","Male","40","40","[c]","[c]"
"In post","2021","Commercial","Shropshire CC","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Shropshire CC","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Solihull","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Solihull","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Somerset","Female","40","30","[c]","[c]"
"In post","2021","Commercial","Somerset","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","South and West Derbyshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","South and West Derbyshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","South Hampshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","South Hampshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","South Lanarkshire","Female","40","40","[c]","[c]"
"In post","2021","Commercial","South Lanarkshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","South Nottinghamshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","South Nottinghamshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","South Teesside","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","South Teesside","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Southend-on-Sea","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Southend-on-Sea","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Staffordshire CC","Female","40","40","[c]","[c]"
"In post","2021","Commercial","Staffordshire CC","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Stoke-on-Trent","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Stoke-on-Trent","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Suffolk","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Suffolk","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Swansea","Female","90","70","31830","31040"
"In post","2021","Commercial","Swansea","Male","80","80","35330","31380"
"In post","2021","Commercial","Swindon","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Swindon","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Telford and Wrekin","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Telford and Wrekin","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Torbay","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Torbay","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Tower Hamlets","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Tower Hamlets","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Tyneside","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Tyneside","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Wakefield","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Wakefield","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Walsall","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Walsall","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Wandsworth","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Wandsworth","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Warrington","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Warrington","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Warwickshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Warwickshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Cumbria","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Cumbria","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Kent","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Kent","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Lothian","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Lothian","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Northamptonshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Northamptonshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Surrey","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Surrey","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Sussex (North East)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Sussex (North East)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Sussex (South West)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Sussex (South West)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Westminster","Female","310","300","48260","42170"
"In post","2021","Commercial","Westminster","Male","260","260","52390","47700"
"In post","2021","Commercial","Wiltshire","Female","110","100","33020","34490"
"In post","2021","Commercial","Wiltshire","Male","80","70","34480","34800"
"In post","2021","Commercial","Wirral","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Wirral","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Worcestershire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Worcestershire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","York","Female","30","30","[c]","[c]"
"In post","2021","Commercial","York","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Barnet","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Barnet","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Barnsley, Doncaster and Rotherham","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Barnsley, Doncaster and Rotherham","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Bath and North East Somerset, North Somerset and South Gloucestershire","Female","30","30","[c]","[c]"
"In post","2021","Communications","Bath and North East Somerset, North Somerset and South Gloucestershire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Bedford","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Bedford","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Belfast","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Belfast","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Berkshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Berkshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Birmingham","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Birmingham","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Blackpool","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Blackpool","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Bournemouth and Poole","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Bournemouth and Poole","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Bradford","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Bradford","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Bristol, City of","Female","50","50","36580","35900"
"In post","2021","Communications","Bristol, City of","Male","40","40","[c]","[c]"
"In post","2021","Communications","Buckinghamshire CC","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Buckinghamshire CC","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Cambridgeshire CC","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Cambridgeshire CC","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Camden and City of London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Camden and City of London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Cardiff and Vale of Glamorgan","Female","110","100","39730","37410"
"In post","2021","Communications","Cardiff and Vale of Glamorgan","Male","80","70","39380","37410"
"In post","2021","Communications","Central Bedfordshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Central Bedfordshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Central Hampshire","Female","30","30","[c]","[c]"
"In post","2021","Communications","Central Hampshire","Male","40","40","[c]","[c]"
"In post","2021","Communications","Central Valleys","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Central Valleys","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Cheshire East","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Cheshire East","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","City of Edinburgh","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","City of Edinburgh","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Clackmannanshire and Fife","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Clackmannanshire and Fife","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Conwy and Denbighshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Conwy and Denbighshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Cornwall and Isles of Scilly","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Cornwall and Isles of Scilly","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Coventry","Female","40","30","[c]","[c]"
"In post","2021","Communications","Coventry","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Croydon","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Croydon","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Darlington","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Darlington","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Devon CC","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Devon CC","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Dorset CC","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Dorset CC","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Durham CC","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Durham CC","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East Cumbria","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East Cumbria","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East Kent","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East Kent","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East Merseyside","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East Merseyside","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East Riding of Yorkshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East Riding of Yorkshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East Sussex CC","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East Sussex CC","Male","[c]","[c]","[c]","[c]"
