"Status","Year","Parent_department","Region_ITL1","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Attorney General's Departments","South East (England)","Legal","670","630","42270","39540"
"In post","2021","Attorney General's Departments","South East (England)","Security","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","South West (England)","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","South West (England)","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","South West (England)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","South West (England)","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","South West (England)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","South West (England)","Legal","320","300","42050","48080"
"In post","2021","Attorney General's Departments","Wales","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Wales","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Wales","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Wales","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Wales","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Wales","Legal","340","320","41440","38760"
"In post","2021","Attorney General's Departments","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","West Midlands (England)","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","West Midlands (England)","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","West Midlands (England)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","West Midlands (England)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","West Midlands (England)","Legal","540","500","40030","38000"
"In post","2021","Attorney General's Departments","West Midlands (England)","Security","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Yorkshire and The Humber","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Yorkshire and The Humber","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Yorkshire and The Humber","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Yorkshire and The Humber","Digital, Data & Technology","50","50","[c]","[c]"
"In post","2021","Attorney General's Departments","Yorkshire and The Humber","Finance","30","30","[c]","[c]"
"In post","2021","Attorney General's Departments","Yorkshire and The Humber","Human Resources","30","30","[c]","[c]"
"In post","2021","Attorney General's Departments","Yorkshire and The Humber","Legal","830","760","42770","48080"
"In post","2021","Attorney General's Departments","Yorkshire and The Humber","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Yorkshire and The Humber","Security","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","East Midlands (England)","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","East Midlands (England)","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","East Midlands (England)","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","East Midlands (England)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","East Midlands (England)","No function","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","East Midlands (England)","Property","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","East of England","Commercial","70","60","57360","54800"
"In post","2021","Cabinet Office","East of England","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","East of England","No function","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","East of England","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","East of England","Property","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","East of England","Security","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","London","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","London","Commercial","770","760","75440","67440"
"In post","2021","Cabinet Office","London","Communications","320","320","47710","42990"
"In post","2021","Cabinet Office","London","Counter Fraud","80","80","48820","54700"
"In post","2021","Cabinet Office","London","Digital, Data & Technology","880","870","52220","54700"
"In post","2021","Cabinet Office","London","Finance","90","90","46340","41820"
"In post","2021","Cabinet Office","London","Human Resources","530","520","46890","41080"
"In post","2021","Cabinet Office","London","Legal","60","50","79760","79760"
"In post","2021","Cabinet Office","London","No function","3320","3280","42580","34550"
"In post","2021","Cabinet Office","London","Project Delivery","180","180","70510","64500"
"In post","2021","Cabinet Office","London","Property","70","70","53610","54700"
"In post","2021","Cabinet Office","London","Security","180","170","44930","38580"
"In post","2021","Cabinet Office","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","North East (England)","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","North East (England)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","North East (England)","Human Resources","340","320","26930","23850"
"In post","2021","Cabinet Office","North East (England)","No function","40","40","[c]","[c]"
"In post","2021","Cabinet Office","North East (England)","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","North East (England)","Property","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","North East (England)","Security","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","North West (England)","Commercial","190","190","61760","55870"
"In post","2021","Cabinet Office","North West (England)","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","North West (England)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","North West (England)","Human Resources","110","100","38400","37300"
"In post","2021","Cabinet Office","North West (England)","No function","90","90","32640","29250"
"In post","2021","Cabinet Office","North West (England)","Property","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","North West (England)","Security","50","40","[c]","[c]"
"In post","2021","Cabinet Office","Northern Ireland","No function","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Northern Ireland","Security","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Overseas","Security","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Scotland","Commercial","40","40","[c]","[c]"
"In post","2021","Cabinet Office","Scotland","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Scotland","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Scotland","No function","30","30","[c]","[c]"
"In post","2021","Cabinet Office","Scotland","Security","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","South East (England)","Commercial","70","60","67440","65640"
"In post","2021","Cabinet Office","South East (England)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","South East (England)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","South East (England)","No function","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","South East (England)","Security","110","100","30960","33300"
"In post","2021","Cabinet Office","South West (England)","Commercial","80","80","73540","64500"
"In post","2021","Cabinet Office","South West (England)","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","South West (England)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","South West (England)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","South West (England)","No function","30","30","[c]","[c]"
"In post","2021","Cabinet Office","South West (England)","Property","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","South West (England)","Security","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Unknown","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Unknown","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Unknown","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Unknown","No function","470","470","34850","32000"
"In post","2021","Cabinet Office","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Unknown","Property","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Unknown","Security","60","60","33480","33300"
"In post","2021","Cabinet Office","Wales","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Wales","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Wales","No function","50","50","[c]","[c]"
"In post","2021","Cabinet Office","Wales","Security","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","West Midlands (England)","Commercial","30","30","[c]","[c]"
"In post","2021","Cabinet Office","West Midlands (England)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","West Midlands (England)","No function","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","West Midlands (England)","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Yorkshire and The Humber","Commercial","110","100","64390","62210"
"In post","2021","Cabinet Office","Yorkshire and The Humber","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Yorkshire and The Humber","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Yorkshire and The Humber","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Yorkshire and The Humber","Human Resources","90","80","40390","38420"
"In post","2021","Cabinet Office","Yorkshire and The Humber","No function","70","70","31910","29250"
"In post","2021","Cabinet Office","Yorkshire and The Humber","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Yorkshire and The Humber","Property","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Yorkshire and The Humber","Security","430","410","28870","26670"
"In post","2021","Chancellor's other departments","London","Analysis","180","170","67420","60780"
"In post","2021","Chancellor's other departments","London","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","London","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","London","Finance","40","40","[c]","[c]"
"In post","2021","Chancellor's other departments","London","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","London","No function","90","80","55130","45330"
"In post","2021","Chancellor's other departments","London","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","London","Property","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","London","Security","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","North East (England)","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","North East (England)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","North East (England)","No function","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","North East (England)","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","North East (England)","Security","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","North West (England)","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","North West (England)","No function","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","North West (England)","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","North West (England)","Security","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Scotland","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Scotland","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Scotland","No function","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","London","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","London","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","London","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","London","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","London","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","London","No function","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","London","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","London","Security","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","London","Unknown","30","30","[c]","[c]"
"In post","2021","Charity Commission","North West (England)","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","North West (England)","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","North West (England)","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","North West (England)","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","North West (England)","Digital, Data & Technology","40","40","[c]","[c]"
"In post","2021","Charity Commission","North West (England)","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","North West (England)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","North West (England)","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","North West (England)","No function","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","North West (England)","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","North West (England)","Security","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","North West (England)","Unknown","180","170","30790","29160"
"In post","2021","Charity Commission","South West (England)","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","South West (England)","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","South West (England)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","South West (England)","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","South West (England)","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","South West (England)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","South West (England)","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","South West (England)","No function","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","South West (England)","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Wales","No function","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Wales","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","London","Analysis","130","120","60780","56360"
"In post","2021","Competition and Markets Authority","London","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","London","Communications","40","30","[c]","[c]"
"In post","2021","Competition and Markets Authority","London","Digital, Data & Technology","60","60","57200","55860"
"In post","2021","Competition and Markets Authority","London","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","London","Human Resources","40","40","[c]","[c]"
"In post","2021","Competition and Markets Authority","London","Legal","150","150","69090","72430"
"In post","2021","Competition and Markets Authority","London","Project Delivery","340","330","61360","56630"
"In post","2021","Competition and Markets Authority","London","Property","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","London","Security","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Northern Ireland","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Scotland","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Scotland","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Scotland","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Scotland","Project Delivery","30","30","[c]","[c]"
"In post","2021","Competition and Markets Authority","Scotland","Property","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Wales","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","East Midlands (England)","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","East Midlands (England)","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","East Midlands (England)","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","East Midlands (England)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","East Midlands (England)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","East Midlands (England)","No function","170","160","30750","30950"
"In post","2021","Department for Business, Energy and Industrial Strategy","East Midlands (England)","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","East of England","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","East of England","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","East of England","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","East of England","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","East of England","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","East of England","No function","160","150","31300","29710"
"In post","2021","Department for Business, Energy and Industrial Strategy","East of England","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","London","Analysis","300","290","43770","37550"
"In post","2021","Department for Business, Energy and Industrial Strategy","London","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","London","Communications","140","130","48200","45190"
"In post","2021","Department for Business, Energy and Industrial Strategy","London","Counter Fraud","40","40","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","London","Digital, Data & Technology","180","180","47540","43500"
"In post","2021","Department for Business, Energy and Industrial Strategy","London","Finance","160","160","51900","53290"
"In post","2021","Department for Business, Energy and Industrial Strategy","London","Human Resources","120","120","47300","45900"
"In post","2021","Department for Business, Energy and Industrial Strategy","London","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","London","No function","4340","4240","48900","52080"
"In post","2021","Department for Business, Energy and Industrial Strategy","London","Project Delivery","260","250","48660","50080"
"In post","2021","Department for Business, Energy and Industrial Strategy","London","Property","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","London","Security","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","North East (England)","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","North East (England)","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","North East (England)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","North East (England)","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","North East (England)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","North East (England)","No function","180","170","30660","27720"
"In post","2021","Department for Business, Energy and Industrial Strategy","North East (England)","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","North West (England)","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","North West (England)","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","North West (England)","Counter Fraud","70","60","39560","39490"
"In post","2021","Department for Business, Energy and Industrial Strategy","North West (England)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","North West (England)","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","North West (England)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","North West (England)","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","North West (England)","No function","330","310","29650","26290"
"In post","2021","Department for Business, Energy and Industrial Strategy","North West (England)","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Northern Ireland","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Northern Ireland","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Northern Ireland","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Northern Ireland","No function","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Northern Ireland","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Overseas","No function","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Overseas","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Scotland","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Scotland","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Scotland","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Scotland","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Scotland","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Scotland","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Scotland","No function","350","330","34760","30360"
"In post","2021","Department for Business, Energy and Industrial Strategy","Scotland","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","South East (England)","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","South East (England)","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","South East (England)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","South East (England)","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","South East (England)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","South East (England)","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","South East (England)","No function","190","180","32110","32060"
"In post","2021","Department for Business, Energy and Industrial Strategy","South East (England)","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","South West (England)","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","South West (England)","Commercial","180","170","43100","40140"
"In post","2021","Department for Business, Energy and Industrial Strategy","South West (England)","Communications","40","30","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","South West (England)","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","South West (England)","Digital, Data & Technology","830","790","40320","39650"
"In post","2021","Department for Business, Energy and Industrial Strategy","South West (England)","Finance","40","40","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","South West (England)","Human Resources","70","70","38880","33690"
"In post","2021","Department for Business, Energy and Industrial Strategy","South West (England)","Internal Audit","[c]","[c]","[c]","[c]"
