"Status","Year","Age","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","40-49","Northern Ireland","990","940","28070","25560"
"In post","2021","40-49","Overseas","1180","1170","52150","54030"
"In post","2021","40-49","Scotland","10740","10100","34940","29350"
"In post","2021","40-49","South East (England)","9200","8620","33390","29540"
"In post","2021","40-49","South West (England)","10370","9740","37160","33340"
"In post","2021","40-49","Unknown","730","710","37770","33130"
"In post","2021","40-49","Wales","8660","8090","33580","28200"
"In post","2021","40-49","West Midlands (England)","7200","6680","32410","27570"
"In post","2021","40-49","Yorkshire and The Humber","8630","7980","33600","29180"
"In post","2021","50-59","East Midlands (England)","6850","6380","31130","27570"
"In post","2021","50-59","East of England","7500","7060","32210","29270"
"In post","2021","50-59","London","24220","23340","44720","37610"
"In post","2021","50-59","North East (England)","9340","8330","29250","27130"
"In post","2021","50-59","North West (England)","18210","16850","30860","27570"
"In post","2021","50-59","Northern Ireland","1210","1150","29740","26660"
"In post","2021","50-59","Overseas","990","980","53290","52400"
"In post","2021","50-59","Scotland","14710","13720","33560","28130"
"In post","2021","50-59","South East (England)","13520","12660","32650","29290"
"In post","2021","50-59","South West (England)","13250","12580","36540","33180"
"In post","2021","50-59","Unknown","980","960","39020","33570"
"In post","2021","50-59","Wales","9710","9010","32610","27570"
"In post","2021","50-59","West Midlands (England)","9450","8800","31610","27570"
"In post","2021","50-59","Yorkshire and The Humber","11090","10310","32920","27570"
"In post","2021","60-64","East Midlands (England)","1780","1460","28450","26780"
"In post","2021","60-64","East of England","2120","1800","29960","27570"
"In post","2021","60-64","London","5700","5060","41070","33640"
"In post","2021","60-64","North East (England)","2860","2130","26200","21440"
"In post","2021","60-64","North West (England)","4660","3670","28260","26160"
"In post","2021","60-64","Northern Ireland","260","220","26880","22330"
"In post","2021","60-64","Overseas","190","190","56220","54540"
"In post","2021","60-64","Scotland","4030","3200","30550","27570"
"In post","2021","60-64","South East (England)","4090","3470","30420","27570"
"In post","2021","60-64","South West (England)","3640","3110","33630","29130"
"In post","2021","60-64","Unknown","260","240","37350","33570"
"In post","2021","60-64","Wales","2830","2210","30100","26780"
"In post","2021","60-64","West Midlands (England)","2500","2070","29400","27380"
"In post","2021","60-64","Yorkshire and The Humber","2780","2200","29660","27570"
"In post","2021","65+","East Midlands (England)","460","350","28100","25560"
"In post","2021","65+","East of England","700","530","28730","26780"
"In post","2021","65+","London","2220","1820","37450","31060"
"In post","2021","65+","North East (England)","690","490","24630","21440"
"In post","2021","65+","North West (England)","1350","970","27090","24300"
"In post","2021","65+","Northern Ireland","90","70","26780","21430"
"In post","2021","65+","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","65+","Scotland","1070","810","29370","26120"
"In post","2021","65+","South East (England)","1560","1220","29230","26340"
"In post","2021","65+","South West (England)","1190","930","33210","27570"
"In post","2021","65+","Unknown","50","40","32230","30630"
"In post","2021","65+","Wales","850","610","29640","24230"
"In post","2021","65+","West Midlands (England)","680","520","28290","26510"
"In post","2021","65+","Yorkshire and The Humber","710","520","28290","26670"
"In post","2021","Unknown","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","16-19","East Midlands (England)","50","50","22090","21250"
"In post","2022","16-19","East of England","50","50","[c]","[c]"
"In post","2022","16-19","London","150","140","25510","25170"
"In post","2022","16-19","North East (England)","80","70","21860","21250"
"In post","2022","16-19","North West (England)","150","150","22160","21260"
"In post","2022","16-19","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Scotland","140","130","21550","21250"
"In post","2022","16-19","South East (England)","130","130","22390","21680"
"In post","2022","16-19","South West (England)","180","180","19570","19460"
"In post","2022","16-19","Unknown","40","40","[c]","[c]"
"In post","2022","16-19","Wales","140","120","20250","19450"
"In post","2022","16-19","West Midlands (England)","70","70","22080","21260"
"In post","2022","16-19","Yorkshire and The Humber","110","100","22060","21260"
"In post","2022","20-29","East Midlands (England)","3500","3440","26120","25480"
"In post","2022","20-29","East of England","3040","3000","26760","26140"
"In post","2022","20-29","London","23950","23800","36640","33710"
"In post","2022","20-29","North East (England)","4600","4510","26310","25000"
"In post","2022","20-29","North West (England)","9770","9610","26630","25120"
"In post","2022","20-29","Northern Ireland","560","540","25460","24500"
"In post","2022","20-29","Overseas","330","330","35670","33230"
"In post","2022","20-29","Scotland","7550","7420","27530","26590"
"In post","2022","20-29","South East (England)","5890","5810","27660","27010"
"In post","2022","20-29","South West (England)","7350","7260","27750","27000"
"In post","2022","20-29","Unknown","800","800","29380","28980"
"In post","2022","20-29","Wales","5500","5390","26380","24730"
"In post","2022","20-29","West Midlands (England)","5090","4990","26480","25120"
"In post","2022","20-29","Yorkshire and The Humber","6640","6530","27230","26350"
"In post","2022","30-39","East Midlands (England)","4640","4360","29990","27570"
"In post","2022","30-39","East of England","4190","3950","30830","29290"
"In post","2022","30-39","London","25210","24500","46210","42470"
"In post","2022","30-39","North East (England)","6920","6490","29980","27130"
"In post","2022","30-39","North West (England)","13700","13030","30550","27570"
"In post","2022","30-39","Northern Ireland","1000","960","30160","26820"
"In post","2022","30-39","Overseas","1030","1030","46720","49920"
"In post","2022","30-39","Scotland","11640","11160","33480","30830"
"In post","2022","30-39","South East (England)","7790","7370","32090","29580"
"In post","2022","30-39","South West (England)","10050","9510","34440","33000"
"In post","2022","30-39","Unknown","670","650","36750","32700"
"In post","2022","30-39","Wales","9210","8670","30940","27570"
"In post","2022","30-39","West Midlands (England)","7070","6700","30470","27570"
"In post","2022","30-39","Yorkshire and The Humber","8410","7910","32050","27570"
"In post","2022","40-49","East Midlands (England)","5300","4930","32430","27570"
"In post","2022","40-49","East of England","5290","4910","32880","29290"
"In post","2022","40-49","London","22770","21670","48960","43810"
"In post","2022","40-49","North East (England)","8020","7410","31620","27570"
"In post","2022","40-49","North West (England)","15190","14180","32150","27570"
"In post","2022","40-49","Northern Ireland","1090","1030","30700","26820"
"In post","2022","40-49","Overseas","1150","1150","52570","54020"
"In post","2022","40-49","Scotland","11370","10730","36480","31540"
"In post","2022","40-49","South East (England)","9250","8680","34490","30730"
"In post","2022","40-49","South West (England)","10530","9910","37660","33900"
"In post","2022","40-49","Unknown","660","640","39170","33570"
"In post","2022","40-49","Wales","9140","8550","34440","29430"
"In post","2022","40-49","West Midlands (England)","7640","7140","33530","27570"
"In post","2022","40-49","Yorkshire and The Humber","9080","8450","34610","30820"
"In post","2022","50-59","East Midlands (England)","7060","6590","32190","27570"
"In post","2022","50-59","East of England","7410","6980","32800","29290"
"In post","2022","50-59","London","24150","23310","45250","38360"
"In post","2022","50-59","North East (England)","9640","8700","30710","27570"
"In post","2022","50-59","North West (England)","18830","17500","31870","27570"
"In post","2022","50-59","Northern Ireland","1250","1190","30640","26820"
"In post","2022","50-59","Overseas","970","960","52380","52400"
"In post","2022","50-59","Scotland","14930","13990","34760","29900"
"In post","2022","50-59","South East (England)","13510","12680","33480","29290"
"In post","2022","50-59","South West (England)","13480","12810","37090","33300"
"In post","2022","50-59","Unknown","870","840","39420","34290"
"In post","2022","50-59","Wales","9930","9290","33740","27570"
"In post","2022","50-59","West Midlands (England)","9690","9040","32300","27570"
"In post","2022","50-59","Yorkshire and The Humber","11340","10550","33640","28430"
"In post","2022","60-64","East Midlands (England)","1960","1640","29130","27130"
"In post","2022","60-64","East of England","2190","1880","30550","27570"
"In post","2022","60-64","London","6180","5530","41070","33910"
"In post","2022","60-64","North East (England)","3130","2360","27460","22510"
"In post","2022","60-64","North West (England)","5260","4200","28910","26820"
"In post","2022","60-64","Northern Ireland","270","240","28480","25310"
"In post","2022","60-64","Overseas","180","170","56030","54330"
"In post","2022","60-64","Scotland","4250","3410","31610","27570"
"In post","2022","60-64","South East (England)","4330","3650","31250","27570"
"In post","2022","60-64","South West (England)","3830","3290","34380","30160"
"In post","2022","60-64","Unknown","230","210","37480","33570"
"In post","2022","60-64","Wales","3020","2390","30530","26820"
"In post","2022","60-64","West Midlands (England)","2820","2320","30090","27570"
"In post","2022","60-64","Yorkshire and The Humber","2930","2330","30000","27570"
"In post","2022","65+","East Midlands (England)","490","370","29250","26780"
"In post","2022","65+","East of England","750","580","29890","27370"
"In post","2022","65+","London","2420","2010","37780","31060"
"In post","2022","65+","North East (England)","710","510","25670","22080"
"In post","2022","65+","North West (England)","1410","1030","28040","26120"
"In post","2022","65+","Northern Ireland","90","70","26700","21680"
"In post","2022","65+","Overseas","30","30","[c]","[c]"
"In post","2022","65+","Scotland","1130","850","30350","26900"
"In post","2022","65+","South East (England)","1720","1340","30170","26830"
"In post","2022","65+","South West (England)","1290","1020","31910","27570"
"In post","2022","65+","Unknown","50","50","33920","30780"
"In post","2022","65+","Wales","960","690","30600","26120"
"In post","2022","65+","West Midlands (England)","790","600","29230","26820"
"In post","2022","65+","Yorkshire and The Humber","730","540","28830","26870"
"In post","2022","Unknown","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","East Midlands (England)","270","260","22490","21010"
"Leaver CS","2021","20-29","East of England","270","260","23970","22400"
"Leaver CS","2021","20-29","London","1510","1420","29370","27520"
"Leaver CS","2021","20-29","North East (England)","250","230","22390","21010"
"Leaver CS","2021","20-29","North West (England)","490","460","23320","21010"
"Leaver CS","2021","20-29","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Scotland","290","270","24310","22230"
"Leaver CS","2021","20-29","South East (England)","500","490","23000","21430"
"Leaver CS","2021","20-29","South West (England)","520","500","24110","21550"
"Leaver CS","2021","20-29","Unknown","200","200","28450","28000"
"Leaver CS","2021","20-29","Wales","360","350","22470","21170"
"Leaver CS","2021","20-29","West Midlands (England)","340","330","23090","21010"
"Leaver CS","2021","20-29","Yorkshire and The Humber","390","370","24370","21050"
"Leaver CS","2021","30-39","East Midlands (England)","210","190","25990","23740"
"Leaver CS","2021","30-39","East of England","250","240","28370","27570"
"Leaver CS","2021","30-39","London","1040","970","43290","40220"
"Leaver CS","2021","30-39","North East (England)","190","170","25360","21010"
"Leaver CS","2021","30-39","North West (England)","340","310","26590","24110"
"Leaver CS","2021","30-39","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Scotland","350","320","30330","27570"
"Leaver CS","2021","30-39","South East (England)","390","360","30470","27570"
"Leaver CS","2021","30-39","South West (England)","340","320","31130","28660"
"Leaver CS","2021","30-39","Unknown","130","130","39400","32000"
"Leaver CS","2021","30-39","Wales","280","260","28780","23470"
"Leaver CS","2021","30-39","West Midlands (England)","260","230","30020","26710"
"Leaver CS","2021","30-39","Yorkshire and The Humber","260","230","30590","27570"
"Leaver CS","2021","40-49","East Midlands (England)","230","210","30120","27570"
"Leaver CS","2021","40-49","East of England","240","210","30820","27570"
"Leaver CS","2021","40-49","London","670","610","49480","42850"
"Leaver CS","2021","40-49","North East (England)","190","160","29010","24130"
"Leaver CS","2021","40-49","North West (England)","290","260","27970","23470"
"Leaver CS","2021","40-49","Northern Ireland","30","30","[c]","[c]"
"Leaver CS","2021","40-49","Overseas","40","30","[c]","[c]"
"Leaver CS","2021","40-49","Scotland","280","250","32300","27150"
"Leaver CS","2021","40-49","South East (England)","360","330","32250","28650"
"Leaver CS","2021","40-49","South West (England)","280","260","34550","29200"
"Leaver CS","2021","40-49","Unknown","90","90","[c]","[c]"
"Leaver CS","2021","40-49","Wales","210","190","31220","26470"
"Leaver CS","2021","40-49","West Midlands (England)","240","210","34380","26570"
"Leaver CS","2021","40-49","Yorkshire and The Humber","280","240","32400","27570"
"Leaver CS","2021","50-59","East Midlands (England)","430","390","29100","27030"
"Leaver CS","2021","50-59","East of England","490","440","33020","27570"
"Leaver CS","2021","50-59","London","950","870","50470","41420"
"Leaver CS","2021","50-59","North East (England)","380","330","28980","26350"
"Leaver CS","2021","50-59","North West (England)","660","590","31330","26890"
"Leaver CS","2021","50-59","Northern Ireland","70","60","[c]","[c]"
"Leaver CS","2021","50-59","Overseas","30","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Scotland","550","500","35680","33650"
"Leaver CS","2021","50-59","South East (England)","580","520","32400","27760"
"Leaver CS","2021","50-59","South West (England)","530","490","35780","30540"
"Leaver CS","2021","50-59","Unknown","150","140","54550","39180"
"Leaver CS","2021","50-59","Wales","490","420","30810","26710"
"Leaver CS","2021","50-59","West Midlands (England)","440","390","33260","27570"
"Leaver CS","2021","50-59","Yorkshire and The Humber","670","590","32730","27570"
"Leaver CS","2021","60-64","East Midlands (England)","250","210","29170","26750"
"Leaver CS","2021","60-64","East of England","300","260","33760","28570"
"Leaver CS","2021","60-64","London","620","530","49000","41600"
"Leaver CS","2021","60-64","North East (England)","380","280","29950","26780"
"Leaver CS","2021","60-64","North West (England)","530","420","30910","27400"
"Leaver CS","2021","60-64","Northern Ireland","40","40","[c]","[c]"
"Leaver CS","2021","60-64","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Scotland","480","400","36860","31930"
"Leaver CS","2021","60-64","South East (England)","440","380","32400","28340"
"Leaver CS","2021","60-64","South West (England)","420","360","37460","33300"
"Leaver CS","2021","60-64","Unknown","80","80","42080","36580"
"Leaver CS","2021","60-64","Wales","350","270","34520","27570"
"Leaver CS","2021","60-64","West Midlands (England)","340","280","31830","27130"
"Leaver CS","2021","60-64","Yorkshire and The Humber","430","340","32220","27570"
"Leaver CS","2021","65+","East Midlands (England)","200","150","24430","21370"
"Leaver CS","2021","65+","East of England","250","180","29110","26220"
"Leaver CS","2021","65+","London","470","350","37780","30280"
"Leaver CS","2021","65+","North East (England)","290","190","23850","21010"
"Leaver CS","2021","65+","North West (England)","460","310","25640","21270"
"Leaver CS","2021","65+","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Scotland","360","260","30210","26700"
"Leaver CS","2021","65+","South East (England)","410","300","28630","24750"
"Leaver CS","2021","65+","South West (England)","350","280","31230","27570"
"Leaver CS","2021","65+","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Wales","260","180","28510","22350"
"Leaver CS","2021","65+","West Midlands (England)","240","170","27550","22080"
"Leaver CS","2021","65+","Yorkshire and The Humber","270","190","27700","26120"
"Leaver CS","2021","Unknown","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","London","60","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Yorkshire and The Humber","30","[c]","[c]","[c]"
"Leaver CS","2022","16-19","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","East Midlands (England)","510","500","23300","21260"
"Leaver CS","2022","20-29","East of England","550","540","25830","24920"
"Leaver CS","2022","20-29","London","3080","2780","31110","30310"
"Leaver CS","2022","20-29","North East (England)","510","490","23360","21260"
"Leaver CS","2022","20-29","North West (England)","990","960","24100","21260"
"Leaver CS","2022","20-29","Northern Ireland","40","40","[c]","[c]"
"Leaver CS","2022","20-29","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Scotland","680","650","25540","23780"
"Leaver CS","2022","20-29","South East (England)","980","950","24880","24370"
"Leaver CS","2022","20-29","South West (England)","1020","1010","24850","23140"
"Leaver CS","2022","20-29","Unknown","300","260","25130","21840"
"Leaver CS","2022","20-29","Wales","550","540","24220","21300"
"Leaver CS","2022","20-29","West Midlands (England)","670","650","24480","21300"
"Leaver CS","2022","20-29","Yorkshire and The Humber","790","740","24340","21680"
"Leaver CS","2022","30-39","East Midlands (England)","390","360","28300","27130"
"Leaver CS","2022","30-39","East of England","480","450","30420","27570"
"Leaver CS","2022","30-39","London","2180","1980","42620","39840"
"Leaver CS","2022","30-39","North East (England)","390","360","29190","24250"
"Leaver CS","2022","30-39","North West (England)","740","700","28430","26420"
"Leaver CS","2022","30-39","Northern Ireland","40","40","[c]","[c]"
"Leaver CS","2022","30-39","Overseas","30","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Scotland","570","530","29930","27570"
"Leaver CS","2022","30-39","South East (England)","750","700","30240","27570"
"Leaver CS","2022","30-39","South West (England)","720","670","32700","30590"
"Leaver CS","2022","30-39","Unknown","290","240","31130","27780"
"Leaver CS","2022","30-39","Wales","380","360","29640","27570"
"Leaver CS","2022","30-39","West Midlands (England)","480","460","30340","27570"
"Leaver CS","2022","30-39","Yorkshire and The Humber","630","570","30940","27570"
"Leaver CS","2022","40-49","East Midlands (England)","300","280","29110","27570"
"Leaver CS","2022","40-49","East of England","380","350","32200","27570"
"Leaver CS","2022","40-49","London","1400","1250","49490","45200"
"Leaver CS","2022","40-49","North East (England)","310","280","29070","24500"
"Leaver CS","2022","40-49","North West (England)","550","510","31710","27570"
"Leaver CS","2022","40-49","Northern Ireland","30","30","[c]","[c]"
"Leaver CS","2022","40-49","Overseas","30","30","[c]","[c]"
"Leaver CS","2022","40-49","Scotland","460","420","33880","27570"
"Leaver CS","2022","40-49","South East (England)","630","580","33080","29120"
"Leaver CS","2022","40-49","South West (England)","550","510","36510","33000"
"Leaver CS","2022","40-49","Unknown","180","150","33960","27570"
"Leaver CS","2022","40-49","Wales","260","240","32970","26700"
"Leaver CS","2022","40-49","West Midlands (England)","390","350","34010","27570"
"Leaver CS","2022","40-49","Yorkshire and The Humber","450","390","34910","27570"
"Leaver CS","2022","50-59","East Midlands (England)","480","430","31500","27570"
"Leaver CS","2022","50-59","East of England","590","550","33910","27900"
"Leaver CS","2022","50-59","London","1380","1230","48880","41030"
"Leaver CS","2022","50-59","North East (England)","480","420","31480","26770"
"Leaver CS","2022","50-59","North West (England)","950","840","32430","27570"
"Leaver CS","2022","50-59","Northern Ireland","50","50","[c]","[c]"
"Leaver CS","2022","50-59","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Scotland","800","730","34170","27570"
"Leaver CS","2022","50-59","South East (England)","950","860","32200","27570"
"Leaver CS","2022","50-59","South West (England)","720","660","36240","32800"
"Leaver CS","2022","50-59","Unknown","180","150","39640","32700"
"Leaver CS","2022","50-59","Wales","400","340","34140","27570"
"Leaver CS","2022","50-59","West Midlands (England)","500","460","35680","27570"
"Leaver CS","2022","50-59","Yorkshire and The Humber","690","600","32740","27570"
"Leaver CS","2022","60-64","East Midlands (England)","340","280","31490","27570"
"Leaver CS","2022","60-64","East of England","370","310","33600","29290"
"Leaver CS","2022","60-64","London","920","790","47860","39950"
"Leaver CS","2022","60-64","North East (England)","480","350","30320","27570"
"Leaver CS","2022","60-64","North West (England)","730","580","31300","27570"
"Leaver CS","2022","60-64","Northern Ireland","50","40","[c]","[c]"
"Leaver CS","2022","60-64","Overseas","30","30","[c]","[c]"
"Leaver CS","2022","60-64","Scotland","710","590","36930","31990"
"Leaver CS","2022","60-64","South East (England)","660","560","33300","28350"
"Leaver CS","2022","60-64","South West (England)","570","490","36580","33630"
"Leaver CS","2022","60-64","Unknown","140","120","35210","30780"
"Leaver CS","2022","60-64","Wales","330","260","36330","27570"
"Leaver CS","2022","60-64","West Midlands (England)","390","320","31860","27570"
"Leaver CS","2022","60-64","Yorkshire and The Humber","530","420","32370","27570"
"Leaver CS","2022","65+","East Midlands (England)","240","180","26830","21300"
"Leaver CS","2022","65+","East of England","290","230","29950","27130"
"Leaver CS","2022","65+","London","650","510","39010","31060"
"Leaver CS","2022","65+","North East (England)","370","250","25260","21260"
"Leaver CS","2022","65+","North West (England)","650","450","27010","23840"
"Leaver CS","2022","65+","Northern Ireland","40","30","[c]","[c]"
"Leaver CS","2022","65+","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Scotland","510","370","30370","26790"
"Leaver CS","2022","65+","South East (England)","580","440","28930","26670"
"Leaver CS","2022","65+","South West (England)","470","370","32770","27570"
"Leaver CS","2022","65+","Unknown","90","70","28680","22690"
"Leaver CS","2022","65+","Wales","280","190","30980","26780"
"Leaver CS","2022","65+","West Midlands (England)","290","220","28600","26440"
"Leaver CS","2022","65+","Yorkshire and The Humber","390","280","27660","26670"
"Leaver CS","2022","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","East Midlands (England)","70","70","22010","21010"
"Leaver Dept.","2021","20-29","East of England","40","40","[c]","[c]"
"Leaver Dept.","2021","20-29","London","2200","2040","35640","33300"
"Leaver Dept.","2021","20-29","North East (England)","180","180","23560","21010"
"Leaver Dept.","2021","20-29","North West (England)","290","280","24810","24110"
