"Status","Year","Sexual_orientation","Region_ITL2","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Unknown","Greater Manchester","North West (England)","4650","4310","29120","25880"
"In post","2021","Unknown","Hampshire and Isle of Wight","South East (England)","2450","2200","31840","27570"
"In post","2021","Unknown","Herefordshire, Worcestershire and Warwickshire","West Midlands (England)","670","620","26900","25400"
"In post","2021","Unknown","Highlands and Islands","Scotland","580","550","29370","27570"
"In post","2021","Unknown","Inner London - East","London","4020","3790","41490","34940"
"In post","2021","Unknown","Inner London - West","London","13360","13000","45680","39960"
"In post","2021","Unknown","Kent","South East (England)","1300","1210","29590","29120"
"In post","2021","Unknown","Lancashire","North West (England)","3410","3050","27160","26590"
"In post","2021","Unknown","Leicestershire, Rutland and Northamptonshire","East Midlands (England)","1280","1150","26110","24440"
"In post","2021","Unknown","Lincolnshire","East Midlands (England)","340","310","28230","27570"
"In post","2021","Unknown","Merseyside","North West (England)","4120","3670","27280","24920"
"In post","2021","Unknown","North Eastern Scotland","Scotland","520","490","33270","30650"
"In post","2021","Unknown","North Yorkshire","Yorkshire and The Humber","800","740","32290","27570"
"In post","2021","Unknown","Northern Ireland","Northern Ireland","870","810","26290","22490"
"In post","2021","Unknown","Northumberland and Tyne and Wear","North East (England)","5940","5200","26390","21440"
"In post","2021","Unknown","Outer London - East and North East","London","940","860","29840","31060"
"In post","2021","Unknown","Outer London - South","London","1660","1580","35540","31180"
"In post","2021","Unknown","Outer London - West and North West","London","1520","1410","35090","31060"
"In post","2021","Unknown","Overseas","Overseas","720","710","50960","49370"
"In post","2021","Unknown","Shropshire and Staffordshire","West Midlands (England)","1460","1330","29050","26750"
"In post","2021","Unknown","South Yorkshire","Yorkshire and The Humber","1550","1400","31280","27570"
"In post","2021","Unknown","Southern Scotland","Scotland","2030","1830","27700","25560"
"In post","2021","Unknown","Surrey, East and West Sussex","South East (England)","1500","1350","29790","27570"
"In post","2021","Unknown","Tees Valley and Durham","North East (England)","1890","1690","26720","25380"
"In post","2021","Unknown","Unknown","Unknown","2550","2520","36780","32700"
"In post","2021","Unknown","West Central Scotland","Scotland","4440","4090","29890","26670"
"In post","2021","Unknown","West Midlands","West Midlands (England)","4490","4090","29930","27570"
"In post","2021","Unknown","West Wales and The Valleys","Wales","2350","2090","26430","22350"
"In post","2021","Unknown","West Yorkshire","Yorkshire and The Humber","4590","4260","30250","27380"
"In post","2022","Heterosexual / straight","Bedfordshire and Hertfordshire","East of England","3380","3200","33660","29430"
"In post","2022","Heterosexual / straight","Berkshire, Buckinghamshire and Oxfordshire","South East (England)","6750","6410","33580","29860"
"In post","2022","Heterosexual / straight","Cheshire","North West (England)","3120","2940","32550","30210"
"In post","2022","Heterosexual / straight","Cornwall and Isles of Scilly","South West (England)","1250","1150","28050","26840"
"In post","2022","Heterosexual / straight","Cumbria","North West (England)","1430","1310","29870","26680"
"In post","2022","Heterosexual / straight","Derbyshire and Nottinghamshire","East Midlands (England)","9050","8430","32600","27570"
"In post","2022","Heterosexual / straight","Devon","South West (England)","6520","6020","32740","27570"
"In post","2022","Heterosexual / straight","Dorset and Somerset","South West (England)","3850","3600","30650","27570"
"In post","2022","Heterosexual / straight","East Anglia","East of England","9050","8460","30560","27570"
"In post","2022","Heterosexual / straight","East Wales","Wales","14060","13230","34660","30450"
"In post","2022","Heterosexual / straight","East Yorkshire and Northern Lincolnshire","Yorkshire and The Humber","3480","3190","28740","27130"
"In post","2022","Heterosexual / straight","Eastern Scotland","Scotland","12220","11570","36870","31540"
"In post","2022","Heterosexual / straight","Essex","East of England","3630","3350","31520","29290"
"In post","2022","Heterosexual / straight","Gloucestershire, Wiltshire and Bath/Bristol area","South West (England)","20800","19800","36680","33300"
"In post","2022","Heterosexual / straight","Greater Manchester","North West (England)","13860","13090","32760","27570"
"In post","2022","Heterosexual / straight","Hampshire and Isle of Wight","South East (England)","10440","9630","32450","28170"
"In post","2022","Heterosexual / straight","Herefordshire, Worcestershire and Warwickshire","West Midlands (England)","2980","2790","29400","27240"
"In post","2022","Heterosexual / straight","Highlands and Islands","Scotland","1250","1180","29720","27570"
"In post","2022","Heterosexual / straight","Inner London - East","London","12100","11630","42720","37610"
"In post","2022","Heterosexual / straight","Inner London - West","London","39460","38330","48130","43810"
"In post","2022","Heterosexual / straight","Kent","South East (England)","6050","5670","29920","28310"
"In post","2022","Heterosexual / straight","Lancashire","North West (England)","10000","9160","29700","27570"
"In post","2022","Heterosexual / straight","Leicestershire, Rutland and Northamptonshire","East Midlands (England)","4340","4000","28570","26850"
"In post","2022","Heterosexual / straight","Lincolnshire","East Midlands (England)","2310","2180","28870","26930"
"In post","2022","Heterosexual / straight","Merseyside","North West (England)","14550","13470","30030","26820"
"In post","2022","Heterosexual / straight","North Eastern Scotland","Scotland","1160","1090","38550","31540"
"In post","2022","Heterosexual / straight","North Yorkshire","Yorkshire and The Humber","3300","3130","33210","29780"
"In post","2022","Heterosexual / straight","Northern Ireland","Northern Ireland","2910","2760","30280","26820"
"In post","2022","Heterosexual / straight","Northumberland, and Tyne and Wear","North East (England)","15140","13790","30760","27570"
"In post","2022","Heterosexual / straight","Outer London - East and North East","London","2730","2570","31850","31060"
"In post","2022","Heterosexual / straight","Outer London - South","London","8180","7770","39010","35070"
"In post","2022","Heterosexual / straight","Outer London - West and North West","London","6260","5850","33410","31060"
"In post","2022","Heterosexual / straight","Overseas","Overseas","2490","2480","49420","47870"
"In post","2022","Heterosexual / straight","Shropshire and Staffordshire","West Midlands (England)","6430","6020","31240","27570"
"In post","2022","Heterosexual / straight","South Yorkshire","Yorkshire and The Humber","7590","6940","32310","27570"
"In post","2022","Heterosexual / straight","Southern Scotland","Scotland","3700","3380","31160","27570"
"In post","2022","Heterosexual / straight","Surrey, East and West Sussex","South East (England)","5920","5450","31720","28140"
"In post","2022","Heterosexual / straight","Tees Valley and Durham","North East (England)","6970","6370","29290","27130"
"In post","2022","Heterosexual / straight","Unknown","Unknown","870","820","34210","30650"
"In post","2022","Heterosexual / straight","West Central Scotland","Scotland","12510","11660","32560","27570"
"In post","2022","Heterosexual / straight","West Midlands","West Midlands (England)","13320","12430","31780","27570"
"In post","2022","Heterosexual / straight","West Wales and The Valleys","Wales","11660","10710","29890","27130"
"In post","2022","Heterosexual / straight","West Yorkshire","Yorkshire and The Humber","12220","11390","33170","28200"
"In post","2022","LGBO","Bedfordshire and Hertfordshire","East of England","180","170","32000","29290"
"In post","2022","LGBO","Berkshire, Buckinghamshire and Oxfordshire","South East (England)","370","360","32410","29290"
"In post","2022","LGBO","Cheshire","North West (England)","220","210","31860","28840"
"In post","2022","LGBO","Cornwall and Isles of Scilly","South West (England)","60","60","27430","27570"
"In post","2022","LGBO","Cumbria","North West (England)","80","80","29200","26610"
"In post","2022","LGBO","Derbyshire and Nottinghamshire","East Midlands (England)","610","590","31180","27570"
"In post","2022","LGBO","Devon","South West (England)","390","380","30060","27570"
"In post","2022","LGBO","Dorset and Somerset","South West (England)","190","190","29300","27570"
"In post","2022","LGBO","East Anglia","East of England","450","430","28940","27570"
"In post","2022","LGBO","East Wales","Wales","1020","1000","32640","29430"
"In post","2022","LGBO","East Yorkshire and Northern Lincolnshire","Yorkshire and The Humber","190","180","27490","26940"
"In post","2022","LGBO","Eastern Scotland","Scotland","990","970","34940","30910"
"In post","2022","LGBO","Essex","East of England","200","190","31060","29290"
"In post","2022","LGBO","Gloucestershire, Wiltshire and Bath/Bristol area","South West (England)","1120","1090","33600","29830"
"In post","2022","LGBO","Greater Manchester","North West (England)","1210","1180","31960","27570"
"In post","2022","LGBO","Hampshire and Isle of Wight","South East (England)","530","510","30910","27720"
"In post","2022","LGBO","Herefordshire, Worcestershire and Warwickshire","West Midlands (England)","170","160","28650","25700"
"In post","2022","LGBO","Highlands and Islands","Scotland","40","40","[c]","[c]"
"In post","2022","LGBO","Inner London - East","London","920","910","43540","37930"
"In post","2022","LGBO","Inner London - West","London","3890","3840","47490","43360"
"In post","2022","LGBO","Kent","South East (England)","350","340","31000","29290"
"In post","2022","LGBO","Lancashire","North West (England)","550","520","28310","27130"
"In post","2022","LGBO","Leicestershire, Rutland and Northamptonshire","East Midlands (England)","250","240","27810","26820"
"In post","2022","LGBO","Lincolnshire","East Midlands (England)","90","90","28160","27570"
"In post","2022","LGBO","Merseyside","North West (England)","790","760","29240","26590"
"In post","2022","LGBO","North Eastern Scotland","Scotland","80","80","34400","30200"
"In post","2022","LGBO","North Yorkshire","Yorkshire and The Humber","220","210","31980","29180"
"In post","2022","LGBO","Northern Ireland","Northern Ireland","130","120","28500","26590"
"In post","2022","LGBO","Northumberland, and Tyne and Wear","North East (England)","920","890","29990","27570"
"In post","2022","LGBO","Outer London - East and North East","London","130","120","31990","31060"
"In post","2022","LGBO","Outer London - South","London","340","330","40930","36020"
"In post","2022","LGBO","Outer London - West and North West","London","310","300","33060","31060"
"In post","2022","LGBO","Overseas","Overseas","180","180","50930","52430"
"In post","2022","LGBO","Shropshire and Staffordshire","West Midlands (England)","350","340","29130","26760"
"In post","2022","LGBO","South Yorkshire","Yorkshire and The Humber","460","440","32380","29360"
"In post","2022","LGBO","Southern Scotland","Scotland","170","160","30530","27570"
"In post","2022","LGBO","Surrey, East and West Sussex","South East (England)","500","480","30550","27570"
"In post","2022","LGBO","Tees Valley and Durham","North East (England)","370","360","29230","27570"
"In post","2022","LGBO","Unknown","Unknown","70","70","34170","30130"
"In post","2022","LGBO","West Central Scotland","Scotland","840","820","31240","27570"
"In post","2022","LGBO","West Midlands","West Midlands (England)","700","670","31700","27570"
"In post","2022","LGBO","West Wales and The Valleys","Wales","570","540","28660","26780"
"In post","2022","LGBO","West Yorkshire","Yorkshire and The Humber","840","820","32650","28920"
"In post","2022","Undeclared","Bedfordshire and Hertfordshire","East of England","400","370","33660","30730"
"In post","2022","Undeclared","Berkshire, Buckinghamshire and Oxfordshire","South East (England)","890","840","34720","33000"
"In post","2022","Undeclared","Cheshire","North West (England)","360","340","31780","30140"
"In post","2022","Undeclared","Cornwall and Isles of Scilly","South West (England)","180","160","28120","26930"
"In post","2022","Undeclared","Cumbria","North West (England)","170","160","30710","26780"
"In post","2022","Undeclared","Derbyshire and Nottinghamshire","East Midlands (England)","1140","1040","32900","29710"
"In post","2022","Undeclared","Devon","South West (England)","1000","920","34440","32730"
"In post","2022","Undeclared","Dorset and Somerset","South West (England)","540","500","30900","27570"
"In post","2022","Undeclared","East Anglia","East of England","1270","1180","31420","28590"
"In post","2022","Undeclared","East Wales","Wales","1750","1640","34850","30380"
"In post","2022","Undeclared","East Yorkshire and Northern Lincolnshire","Yorkshire and The Humber","480","440","28900","27380"
"In post","2022","Undeclared","Eastern Scotland","Scotland","1050","980","36140","31540"
"In post","2022","Undeclared","Essex","East of England","490","450","31200","28920"
"In post","2022","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","South West (England)","2850","2680","38110","35560"
"In post","2022","Undeclared","Greater Manchester","North West (England)","1650","1530","32090","27570"
"In post","2022","Undeclared","Hampshire and Isle of Wight","South East (England)","1430","1330","33430","31040"
"In post","2022","Undeclared","Herefordshire, Worcestershire and Warwickshire","West Midlands (England)","380","350","29760","27570"
"In post","2022","Undeclared","Highlands and Islands","Scotland","140","120","31160","28980"
"In post","2022","Undeclared","Inner London - East","London","1640","1560","42990","37930"
"In post","2022","Undeclared","Inner London - West","London","5600","5440","47770","43840"
"In post","2022","Undeclared","Kent","South East (England)","850","780","30460","28200"
"In post","2022","Undeclared","Lancashire","North West (England)","1110","1000","29300","27570"
"In post","2022","Undeclared","Leicestershire, Rutland and Northamptonshire","East Midlands (England)","570","520","29050","27130"
"In post","2022","Undeclared","Lincolnshire","East Midlands (England)","290","280","29670","27380"
"In post","2022","Undeclared","Merseyside","North West (England)","1480","1350","30070","27000"
"In post","2022","Undeclared","North Eastern Scotland","Scotland","130","130","40630","32670"
"In post","2022","Undeclared","North Yorkshire","Yorkshire and The Humber","450","420","33380","30240"
"In post","2022","Undeclared","Northern Ireland","Northern Ireland","230","220","29810","26820"
"In post","2022","Undeclared","Northumberland, and Tyne and Wear","North East (England)","1520","1360","30560","26820"
"In post","2022","Undeclared","Outer London - East and North East","London","320","290","31040","31060"
"In post","2022","Undeclared","Outer London - South","London","1180","1110","39090","35070"
"In post","2022","Undeclared","Outer London - West and North West","London","1000","910","34620","31060"
"In post","2022","Undeclared","Overseas","Overseas","350","350","46660","41960"
"In post","2022","Undeclared","Shropshire and Staffordshire","West Midlands (England)","750","690","31650","27570"
"In post","2022","Undeclared","South Yorkshire","Yorkshire and The Humber","840","780","31920","27570"
"In post","2022","Undeclared","Southern Scotland","Scotland","310","280","30360","27570"
"In post","2022","Undeclared","Surrey, East and West Sussex","South East (England)","910","820","32580","28750"
"In post","2022","Undeclared","Tees Valley and Durham","North East (England)","740","660","29660","27550"
"In post","2022","Undeclared","Unknown","Unknown","120","110","33580","29290"
"In post","2022","Undeclared","West Central Scotland","Scotland","1370","1250","30990","27570"
"In post","2022","Undeclared","West Midlands","West Midlands (England)","1510","1370","31240","27570"
"In post","2022","Undeclared","West Wales and The Valleys","Wales","2300","1980","28140","24630"
"In post","2022","Undeclared","West Yorkshire","Yorkshire and The Humber","1560","1430","33620","28970"
"In post","2022","Unknown","Bedfordshire and Hertfordshire","East of England","750","690","33360","29290"
"In post","2022","Unknown","Berkshire, Buckinghamshire and Oxfordshire","South East (England)","1530","1440","33090","29290"
"In post","2022","Unknown","Cheshire","North West (England)","690","630","29540","27470"
"In post","2022","Unknown","Cornwall and Isles of Scilly","South West (England)","280","250","26470","24090"
"In post","2022","Unknown","Cumbria","North West (England)","630","570","25740","21300"
"In post","2022","Unknown","Derbyshire and Nottinghamshire","East Midlands (England)","2920","2690","29720","27130"
"In post","2022","Unknown","Devon","South West (England)","1400","1250","27750","25850"
"In post","2022","Unknown","Dorset and Somerset","South West (England)","880","800","29920","27570"
"In post","2022","Unknown","East Anglia","East of England","2150","1960","30260","27570"
"In post","2022","Unknown","East Wales","Wales","4030","3740","31180","26820"
"In post","2022","Unknown","East Yorkshire and Northern Lincolnshire","Yorkshire and The Humber","800","730","27420","26750"
"In post","2022","Unknown","Eastern Scotland","Scotland","6730","6290","33520","30040"
"In post","2022","Unknown","Essex","East of England","1000","910","30390","28070"
"In post","2022","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","South West (England)","5400","5110","36970","33370"
"In post","2022","Unknown","Greater Manchester","North West (England)","4900","4580","30670","27570"
"In post","2022","Unknown","Hampshire and Isle of Wight","South East (England)","3160","2890","35320","30810"
"In post","2022","Unknown","Herefordshire, Worcestershire and Warwickshire","West Midlands (England)","670","610","27710","25210"
"In post","2022","Unknown","Highlands and Islands","Scotland","580","540","30210","27570"
"In post","2022","Unknown","Inner London - East","London","4390","4140","40710","35230"
"In post","2022","Unknown","Inner London - West","London","11830","11530","46140","40630"
"In post","2022","Unknown","Kent","South East (England)","1510","1410","29850","28140"
"In post","2022","Unknown","Lancashire","North West (England)","3120","2810","27930","27120"
"In post","2022","Unknown","Leicestershire, Rutland and Northamptonshire","East Midlands (England)","1110","1000","26610","25120"
"In post","2022","Unknown","Lincolnshire","East Midlands (England)","320","290","28340","27120"
"In post","2022","Unknown","Merseyside","North West (England)","4400","4000","27930","25120"
"In post","2022","Unknown","North Eastern Scotland","Scotland","570","530","32540","29900"
"In post","2022","Unknown","North Yorkshire","Yorkshire and The Humber","690","650","31260","27570"
"In post","2022","Unknown","Northern Ireland","Northern Ireland","1000","940","27850","24880"
"In post","2022","Unknown","Northumberland, and Tyne and Wear","North East (England)","5670","5040","28030","24880"
