"Status","Year","Parent_department","Function_of_post","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Attorney General's Departments","Legal","East of England","470","420","40520","34480"
"In post","2021","Attorney General's Departments","Legal","London","3900","3650","51150","51730"
"In post","2021","Attorney General's Departments","Legal","North East (England)","320","290","38090","32210"
"In post","2021","Attorney General's Departments","Legal","North West (England)","910","850","39630","34480"
"In post","2021","Attorney General's Departments","Legal","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Legal","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Legal","South East (England)","670","630","42270","39540"
"In post","2021","Attorney General's Departments","Legal","South West (England)","320","300","42050","48080"
"In post","2021","Attorney General's Departments","Legal","Wales","340","320","41440","38760"
"In post","2021","Attorney General's Departments","Legal","West Midlands (England)","540","500","40030","38000"
"In post","2021","Attorney General's Departments","Legal","Yorkshire and The Humber","830","760","42770","48080"
"In post","2021","Attorney General's Departments","No function","London","90","80","41110","38450"
"In post","2021","Attorney General's Departments","Project Delivery","London","40","40","[c]","[c]"
"In post","2021","Attorney General's Departments","Project Delivery","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Property","London","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Security","London","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Security","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Security","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Security","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Security","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Security","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Unknown","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Unknown","London","40","40","[c]","[c]"
"In post","2021","Attorney General's Departments","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Unknown","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Analysis","London","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Commercial","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Commercial","East of England","70","60","57360","54800"
"In post","2021","Cabinet Office","Commercial","London","770","760","75440","67440"
"In post","2021","Cabinet Office","Commercial","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Commercial","North West (England)","190","190","61760","55870"
"In post","2021","Cabinet Office","Commercial","Scotland","40","40","[c]","[c]"
"In post","2021","Cabinet Office","Commercial","South East (England)","70","60","67440","65640"
"In post","2021","Cabinet Office","Commercial","South West (England)","80","80","73540","64500"
"In post","2021","Cabinet Office","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Commercial","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Commercial","West Midlands (England)","30","30","[c]","[c]"
"In post","2021","Cabinet Office","Commercial","Yorkshire and The Humber","110","100","64390","62210"
"In post","2021","Cabinet Office","Communications","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Communications","London","320","320","47710","42990"
"In post","2021","Cabinet Office","Communications","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Communications","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Communications","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Communications","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Counter Fraud","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Counter Fraud","London","80","80","48820","54700"
"In post","2021","Cabinet Office","Counter Fraud","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Counter Fraud","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Digital, Data & Technology","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Digital, Data & Technology","London","880","870","52220","54700"
"In post","2021","Cabinet Office","Digital, Data & Technology","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Digital, Data & Technology","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Digital, Data & Technology","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Digital, Data & Technology","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Digital, Data & Technology","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Finance","London","90","90","46340","41820"
"In post","2021","Cabinet Office","Human Resources","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Human Resources","London","530","520","46890","41080"
"In post","2021","Cabinet Office","Human Resources","North East (England)","340","320","26930","23850"
"In post","2021","Cabinet Office","Human Resources","North West (England)","110","100","38400","37300"
"In post","2021","Cabinet Office","Human Resources","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Human Resources","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Human Resources","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Human Resources","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Human Resources","Yorkshire and The Humber","90","80","40390","38420"
"In post","2021","Cabinet Office","Legal","London","60","50","79760","79760"
"In post","2021","Cabinet Office","No function","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","No function","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","No function","London","3320","3280","42580","34550"
"In post","2021","Cabinet Office","No function","North East (England)","40","40","[c]","[c]"
"In post","2021","Cabinet Office","No function","North West (England)","90","90","32640","29250"
"In post","2021","Cabinet Office","No function","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","No function","Scotland","30","30","[c]","[c]"
"In post","2021","Cabinet Office","No function","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","No function","South West (England)","30","30","[c]","[c]"
"In post","2021","Cabinet Office","No function","Unknown","470","470","34850","32000"
"In post","2021","Cabinet Office","No function","Wales","50","50","[c]","[c]"
"In post","2021","Cabinet Office","No function","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","No function","Yorkshire and The Humber","70","70","31910","29250"
"In post","2021","Cabinet Office","Project Delivery","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Project Delivery","London","180","180","70510","64500"
"In post","2021","Cabinet Office","Project Delivery","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Project Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Project Delivery","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Property","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Property","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Property","London","70","70","53610","54700"
"In post","2021","Cabinet Office","Property","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Property","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Property","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Property","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Security","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Security","London","180","170","44930","38580"
"In post","2021","Cabinet Office","Security","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Security","North West (England)","50","40","[c]","[c]"
"In post","2021","Cabinet Office","Security","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Security","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Security","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Security","South East (England)","110","100","30960","33300"
"In post","2021","Cabinet Office","Security","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Security","Unknown","60","60","33480","33300"
"In post","2021","Cabinet Office","Security","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Security","Yorkshire and The Humber","430","410","28870","26670"
"In post","2021","Cabinet Office","Unknown","London","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Analysis","London","180","170","67420","60780"
"In post","2021","Chancellor's other departments","Analysis","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Commercial","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Communications","London","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Communications","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Communications","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Digital, Data & Technology","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Finance","London","40","40","[c]","[c]"
"In post","2021","Chancellor's other departments","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","No function","London","90","80","55130","45330"
"In post","2021","Chancellor's other departments","No function","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","No function","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","No function","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Project Delivery","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Project Delivery","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Property","London","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Security","London","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Security","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Security","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Analysis","London","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Analysis","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Analysis","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Commercial","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Communications","London","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Communications","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Communications","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Counter Fraud","London","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Counter Fraud","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Digital, Data & Technology","London","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Digital, Data & Technology","North West (England)","40","40","[c]","[c]"
"In post","2021","Charity Commission","Digital, Data & Technology","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Finance","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Finance","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Grants Management","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Human Resources","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Human Resources","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Legal","London","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Legal","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Legal","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","No function","London","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","No function","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","No function","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","No function","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Project Delivery","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Project Delivery","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Project Delivery","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Security","London","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Security","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Unknown","London","30","30","[c]","[c]"
"In post","2021","Charity Commission","Unknown","North West (England)","180","170","30790","29160"
"In post","2021","Charity Commission","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Unknown","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Analysis","London","130","120","60780","56360"
"In post","2021","Competition and Markets Authority","Analysis","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Communications","London","40","30","[c]","[c]"
"In post","2021","Competition and Markets Authority","Digital, Data & Technology","London","60","60","57200","55860"
"In post","2021","Competition and Markets Authority","Digital, Data & Technology","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Finance","London","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Human Resources","London","40","40","[c]","[c]"
"In post","2021","Competition and Markets Authority","Legal","London","150","150","69090","72430"
"In post","2021","Competition and Markets Authority","Legal","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Project Delivery","London","340","330","61360","56630"
"In post","2021","Competition and Markets Authority","Project Delivery","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Project Delivery","Scotland","30","30","[c]","[c]"
"In post","2021","Competition and Markets Authority","Project Delivery","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Property","London","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Property","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Security","London","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Analysis","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Analysis","London","300","290","43770","37550"
"In post","2021","Department for Business, Energy and Industrial Strategy","Analysis","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Analysis","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Analysis","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Analysis","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Analysis","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Commercial","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Commercial","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Commercial","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Commercial","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Commercial","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Commercial","South West (England)","180","170","43100","40140"
"In post","2021","Department for Business, Energy and Industrial Strategy","Commercial","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Commercial","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Communications","London","140","130","48200","45190"
"In post","2021","Department for Business, Energy and Industrial Strategy","Communications","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Communications","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Communications","South West (England)","40","30","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Communications","Wales","50","40","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Communications","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Counter Fraud","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Counter Fraud","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Counter Fraud","London","40","40","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Counter Fraud","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Counter Fraud","North West (England)","70","60","39560","39490"
"In post","2021","Department for Business, Energy and Industrial Strategy","Counter Fraud","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Counter Fraud","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Counter Fraud","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Counter Fraud","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Counter Fraud","West Midlands (England)","50","50","38100","38810"
"In post","2021","Department for Business, Energy and Industrial Strategy","Counter Fraud","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Digital, Data & Technology","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Digital, Data & Technology","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Digital, Data & Technology","London","180","180","47540","43500"
"In post","2021","Department for Business, Energy and Industrial Strategy","Digital, Data & Technology","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Digital, Data & Technology","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Digital, Data & Technology","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Digital, Data & Technology","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Digital, Data & Technology","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Digital, Data & Technology","South West (England)","830","790","40320","39650"
"In post","2021","Department for Business, Energy and Industrial Strategy","Digital, Data & Technology","Wales","480","470","40890","38060"
"In post","2021","Department for Business, Energy and Industrial Strategy","Digital, Data & Technology","West Midlands (England)","40","40","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Digital, Data & Technology","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Finance","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Finance","London","160","160","51900","53290"
"In post","2021","Department for Business, Energy and Industrial Strategy","Finance","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Finance","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Finance","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Finance","South West (England)","40","40","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Finance","Wales","90","80","33270","27460"
"In post","2021","Department for Business, Energy and Industrial Strategy","Finance","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Human Resources","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Human Resources","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Human Resources","London","120","120","47300","45900"
"In post","2021","Department for Business, Energy and Industrial Strategy","Human Resources","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Human Resources","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Human Resources","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Human Resources","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Human Resources","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Human Resources","South West (England)","70","70","38880","33690"
"In post","2021","Department for Business, Energy and Industrial Strategy","Human Resources","Wales","160","150","35180","30450"
"In post","2021","Department for Business, Energy and Industrial Strategy","Human Resources","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Human Resources","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Internal Audit","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Legal","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Legal","London","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Legal","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Legal","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Legal","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Legal","Wales","40","40","[c]","[c]"
