"Status","Year","Ethnicity","Responsibility_level","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Asian","AA/AO","Medway","[c]","[c]","[c]","[c]"
"In post","2021","Asian","AA/AO","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2021","Asian","AA/AO","Mid and East Antrim","[c]","[c]","[c]","[c]"
"In post","2021","Asian","AA/AO","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2021","Asian","AA/AO","Mid Lancashire","450","380","20570","20140"
"In post","2021","Asian","AA/AO","Milton Keynes","40","40","[c]","[c]"
"In post","2021","Asian","AA/AO","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2021","Asian","AA/AO","Na h-Eileanan Siar","[c]","[c]","[c]","[c]"
"In post","2021","Asian","AA/AO","Newry, Mourne and Down","[c]","[c]","[c]","[c]"
"In post","2021","Asian","AA/AO","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","AA/AO","North and West Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Asian","AA/AO","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","AA/AO","North Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","AA/AO","North Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","AA/AO","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","AA/AO","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Asian","AA/AO","Northumberland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","AA/AO","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Asian","AA/AO","Nottingham","120","100","20640","20140"
"In post","2021","Asian","AA/AO","Orkney Islands","[c]","[c]","[c]","[c]"
"In post","2021","Asian","AA/AO","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Asian","AA/AO","Oxfordshire","30","30","[c]","[c]"
"In post","2021","Asian","AA/AO","Perth and Kinross and Stirling","[c]","[c]","[c]","[c]"
"In post","2021","Asian","AA/AO","Peterborough","160","120","21150","21430"
"In post","2021","Asian","AA/AO","Plymouth","[c]","[c]","[c]","[c]"
"In post","2021","Asian","AA/AO","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2021","Asian","AA/AO","Powys","[c]","[c]","[c]","[c]"
"In post","2021","Asian","AA/AO","Redbridge and Waltham Forest","140","110","24190","25110"
"In post","2021","Asian","AA/AO","Sandwell","[c]","[c]","[c]","[c]"
"In post","2021","Asian","AA/AO","Scottish Borders","[c]","[c]","[c]","[c]"
"In post","2021","Asian","AA/AO","Sefton","[c]","[c]","[c]","[c]"
"In post","2021","Asian","AA/AO","Sheffield","160","150","21220","21430"
"In post","2021","Asian","AA/AO","Shetland Islands","[c]","[c]","[c]","[c]"
"In post","2021","Asian","AA/AO","Shropshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Asian","AA/AO","Solihull","70","60","21150","21430"
"In post","2021","Asian","AA/AO","Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Asian","AA/AO","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","AA/AO","South Ayrshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","AA/AO","South Hampshire","40","30","[c]","[c]"
"In post","2021","Asian","AA/AO","South Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","AA/AO","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","AA/AO","South Teesside","[c]","[c]","[c]","[c]"
"In post","2021","Asian","AA/AO","South West Wales","[c]","[c]","[c]","[c]"
"In post","2021","Asian","AA/AO","Southampton","[c]","[c]","[c]","[c]"
"In post","2021","Asian","AA/AO","Southend-on-Sea","[c]","[c]","[c]","[c]"
"In post","2021","Asian","AA/AO","Staffordshire CC","50","50","[c]","[c]"
"In post","2021","Asian","AA/AO","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"In post","2021","Asian","AA/AO","Suffolk","[c]","[c]","[c]","[c]"
"In post","2021","Asian","AA/AO","Sunderland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","AA/AO","Swansea","40","40","[c]","[c]"
"In post","2021","Asian","AA/AO","Swindon","[c]","[c]","[c]","[c]"
"In post","2021","Asian","AA/AO","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2021","Asian","AA/AO","Thurrock","[c]","[c]","[c]","[c]"
"In post","2021","Asian","AA/AO","Torbay","[c]","[c]","[c]","[c]"
"In post","2021","Asian","AA/AO","Tower Hamlets","120","110","23680","23500"
"In post","2021","Asian","AA/AO","Tyneside","120","100","20650","21010"
"In post","2021","Asian","AA/AO","Unknown","60","50","23580","25110"
"In post","2021","Asian","AA/AO","Wakefield","[c]","[c]","[c]","[c]"
"In post","2021","Asian","AA/AO","Walsall","50","50","20690","21010"
"In post","2021","Asian","AA/AO","Wandsworth","60","50","27690","25110"
"In post","2021","Asian","AA/AO","Warrington","[c]","[c]","[c]","[c]"
"In post","2021","Asian","AA/AO","Warwickshire","60","50","20780","21010"
"In post","2021","Asian","AA/AO","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Asian","AA/AO","West Essex","[c]","[c]","[c]","[c]"
"In post","2021","Asian","AA/AO","West Kent","[c]","[c]","[c]","[c]"
"In post","2021","Asian","AA/AO","West Lothian","[c]","[c]","[c]","[c]"
"In post","2021","Asian","AA/AO","West Northamptonshire","30","30","[c]","[c]"
"In post","2021","Asian","AA/AO","West Surrey","50","50","22380","21180"
"In post","2021","Asian","AA/AO","West Sussex (North East)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","AA/AO","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","AA/AO","Westminster","400","370","24310","24120"
"In post","2021","Asian","AA/AO","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","AA/AO","Wirral","[c]","[c]","[c]","[c]"
"In post","2021","Asian","AA/AO","Wolverhampton","70","60","20600","21010"
"In post","2021","Asian","AA/AO","Worcestershire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","AA/AO","York","[c]","[c]","[c]","[c]"
"In post","2021","Asian","EO","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","EO","Angus and Dundee City","[c]","[c]","[c]","[c]"
"In post","2021","Asian","EO","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"In post","2021","Asian","EO","Ards and North Down","[c]","[c]","[c]","[c]"
"In post","2021","Asian","EO","Barking & Dagenham and Havering","110","100","30840","31060"
"In post","2021","Asian","EO","Barnet","120","110","30230","31060"
"In post","2021","Asian","EO","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2021","Asian","EO","Bath and North East Somerset, North Somerset and South Gloucestershire","80","70","24070","24890"
"In post","2021","Asian","EO","Bedford","40","30","[c]","[c]"
"In post","2021","Asian","EO","Belfast","[c]","[c]","[c]","[c]"
"In post","2021","Asian","EO","Berkshire","130","130","29420","29290"
"In post","2021","Asian","EO","Bexley and Greenwich","50","50","30620","31060"
"In post","2021","Asian","EO","Birmingham","830","780","26280","27570"
"In post","2021","Asian","EO","Blackburn with Darwen","70","60","27500","27570"
"In post","2021","Asian","EO","Blackpool","40","40","[c]","[c]"
"In post","2021","Asian","EO","Bournemouth and Poole","[c]","[c]","[c]","[c]"
"In post","2021","Asian","EO","Bradford","230","210","26760","27570"
"In post","2021","Asian","EO","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Asian","EO","Brent","80","70","30770","31060"
"In post","2021","Asian","EO","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2021","Asian","EO","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2021","Asian","EO","Bristol, City of","40","40","[c]","[c]"
"In post","2021","Asian","EO","Bromley","[c]","[c]","[c]","[c]"
"In post","2021","Asian","EO","Buckinghamshire CC","30","30","[c]","[c]"
"In post","2021","Asian","EO","Caithness and Sutherland and Ross and Cromarty","[c]","[c]","[c]","[c]"
"In post","2021","Asian","EO","Calderdale and Kirklees","100","90","27440","27570"
"In post","2021","Asian","EO","Cambridgeshire CC","30","30","[c]","[c]"
"In post","2021","Asian","EO","Camden and City of London","190","180","29510","29570"
"In post","2021","Asian","EO","Cardiff and Vale of Glamorgan","70","70","26580","25560"
"In post","2021","Asian","EO","Causeway Coast and Glens","[c]","[c]","[c]","[c]"
"In post","2021","Asian","EO","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","EO","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","EO","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Asian","EO","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2021","Asian","EO","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"In post","2021","Asian","EO","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","EO","City of Edinburgh","30","30","[c]","[c]"
"In post","2021","Asian","EO","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"In post","2021","Asian","EO","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","EO","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Asian","EO","Coventry","140","130","26510","27570"
"In post","2021","Asian","EO","Croydon","500","460","29470","29370"
"In post","2021","Asian","EO","Darlington","[c]","[c]","[c]","[c]"
"In post","2021","Asian","EO","Derby","40","40","[c]","[c]"
"In post","2021","Asian","EO","Devon CC","[c]","[c]","[c]","[c]"
"In post","2021","Asian","EO","Dorset CC","[c]","[c]","[c]","[c]"
"In post","2021","Asian","EO","Dudley","30","30","[c]","[c]"
"In post","2021","Asian","EO","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"In post","2021","Asian","EO","Durham CC","[c]","[c]","[c]","[c]"
"In post","2021","Asian","EO","Ealing","140","130","31360","31060"
"In post","2021","Asian","EO","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","EO","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Asian","EO","East Derbyshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","EO","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"In post","2021","Asian","EO","East Kent","[c]","[c]","[c]","[c]"
"In post","2021","Asian","EO","East Lancashire","40","30","[c]","[c]"
"In post","2021","Asian","EO","East Lothian and Midlothian","[c]","[c]","[c]","[c]"
"In post","2021","Asian","EO","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Asian","EO","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","EO","East Surrey","[c]","[c]","[c]","[c]"
"In post","2021","Asian","EO","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2021","Asian","EO","Enfield","60","50","31070","31060"
"In post","2021","Asian","EO","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2021","Asian","EO","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2021","Asian","EO","Falkirk","[c]","[c]","[c]","[c]"
"In post","2021","Asian","EO","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2021","Asian","EO","Glasgow City","60","60","26440","26160"
"In post","2021","Asian","EO","Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","EO","Greater Manchester North East","70","70","27570","27570"
"In post","2021","Asian","EO","Greater Manchester North West","40","30","[c]","[c]"
"In post","2021","Asian","EO","Greater Manchester South East","[c]","[c]","[c]","[c]"
"In post","2021","Asian","EO","Greater Manchester South West","130","130","25550","25560"
"In post","2021","Asian","EO","Gwent Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Asian","EO","Gwynedd","[c]","[c]","[c]","[c]"
"In post","2021","Asian","EO","Hackney and Newham","300","270","30830","31060"
"In post","2021","Asian","EO","Haringey and Islington","70","60","30760","31060"
"In post","2021","Asian","EO","Harrow and Hillingdon","790","720","29230","29080"
"In post","2021","Asian","EO","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"In post","2021","Asian","EO","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2021","Asian","EO","Herefordshire, County of","[c]","[c]","[c]","[c]"
"In post","2021","Asian","EO","Hertfordshire","130","120","30000","29290"
"In post","2021","Asian","EO","Hounslow and Richmond upon Thames","270","250","29680","29080"
"In post","2021","Asian","EO","Inverclyde, East Renfrewshire and Renfrewshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","EO","Inverness and Nairn and Moray, Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2021","Asian","EO","Isle of Anglesey","[c]","[c]","[c]","[c]"
"In post","2021","Asian","EO","Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","EO","Kensington & Chelsea and Hammersmith & Fulham","40","40","[c]","[c]"
"In post","2021","Asian","EO","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2021","Asian","EO","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"In post","2021","Asian","EO","Lambeth","130","120","31640","31060"
"In post","2021","Asian","EO","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2021","Asian","EO","Leeds","360","330","26140","25560"
"In post","2021","Asian","EO","Leicester","250","230","26940","27570"
"In post","2021","Asian","EO","Leicestershire CC and Rutland","40","40","[c]","[c]"
"In post","2021","Asian","EO","Lewisham and Southwark","80","80","29830","29310"
"In post","2021","Asian","EO","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","EO","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"In post","2021","Asian","EO","Liverpool","[c]","[c]","[c]","[c]"
"In post","2021","Asian","EO","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","[c]","[c]","[c]","[c]"
"In post","2021","Asian","EO","Luton","70","60","26810","27570"
"In post","2021","Asian","EO","Manchester","220","210","26120","25590"
"In post","2021","Asian","EO","Medway","[c]","[c]","[c]","[c]"
"In post","2021","Asian","EO","Merton, Kingston upon Thames and Sutton","50","50","30860","31060"
"In post","2021","Asian","EO","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2021","Asian","EO","Mid Lancashire","130","120","26350","27570"
"In post","2021","Asian","EO","Milton Keynes","50","40","[c]","[c]"
"In post","2021","Asian","EO","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2021","Asian","EO","Na h-Eileanan Siar","[c]","[c]","[c]","[c]"
"In post","2021","Asian","EO","Newry, Mourne and Down","[c]","[c]","[c]","[c]"
"In post","2021","Asian","EO","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","EO","North and West Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Asian","EO","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","EO","North Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","EO","North Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","EO","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","EO","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Asian","EO","Northumberland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","EO","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Asian","EO","Nottingham","130","120","25900","25560"
"In post","2021","Asian","EO","Orkney Islands","[c]","[c]","[c]","[c]"
"In post","2021","Asian","EO","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Asian","EO","Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","EO","Perth and Kinross and Stirling","[c]","[c]","[c]","[c]"
"In post","2021","Asian","EO","Peterborough","50","40","[c]","[c]"
"In post","2021","Asian","EO","Plymouth","[c]","[c]","[c]","[c]"
"In post","2021","Asian","EO","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2021","Asian","EO","Powys","[c]","[c]","[c]","[c]"
"In post","2021","Asian","EO","Redbridge and Waltham Forest","220","200","30700","31060"
"In post","2021","Asian","EO","Sandwell","70","60","27230","27570"
"In post","2021","Asian","EO","Scottish Borders","[c]","[c]","[c]","[c]"
"In post","2021","Asian","EO","Sefton","[c]","[c]","[c]","[c]"
"In post","2021","Asian","EO","Sheffield","110","100","25800","25040"
"In post","2021","Asian","EO","Shetland Islands","[c]","[c]","[c]","[c]"
"In post","2021","Asian","EO","Shropshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Asian","EO","Solihull","150","140","26030","25490"
"In post","2021","Asian","EO","Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Asian","EO","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","EO","South Ayrshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","EO","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","EO","South Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","EO","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","EO","South Teesside","[c]","[c]","[c]","[c]"
"In post","2021","Asian","EO","South West Wales","[c]","[c]","[c]","[c]"
"In post","2021","Asian","EO","Southampton","[c]","[c]","[c]","[c]"
"In post","2021","Asian","EO","Southend-on-Sea","[c]","[c]","[c]","[c]"
"In post","2021","Asian","EO","Staffordshire CC","40","40","[c]","[c]"
"In post","2021","Asian","EO","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"In post","2021","Asian","EO","Suffolk","[c]","[c]","[c]","[c]"
"In post","2021","Asian","EO","Sunderland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","EO","Swansea","[c]","[c]","[c]","[c]"
"In post","2021","Asian","EO","Swindon","[c]","[c]","[c]","[c]"
"In post","2021","Asian","EO","Telford and Wrekin","30","30","[c]","[c]"
"In post","2021","Asian","EO","Thurrock","[c]","[c]","[c]","[c]"
"In post","2021","Asian","EO","Torbay","[c]","[c]","[c]","[c]"
"In post","2021","Asian","EO","Tower Hamlets","310","300","29400","29570"
"In post","2021","Asian","EO","Tyneside","50","50","26050","25560"
"In post","2021","Asian","EO","Unknown","70","70","29010","27570"
"In post","2021","Asian","EO","Wakefield","[c]","[c]","[c]","[c]"
"In post","2021","Asian","EO","Walsall","40","40","[c]","[c]"
"In post","2021","Asian","EO","Wandsworth","[c]","[c]","[c]","[c]"
"In post","2021","Asian","EO","Warrington","[c]","[c]","[c]","[c]"
"In post","2021","Asian","EO","Warwickshire","50","50","26870","27570"
"In post","2021","Asian","EO","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Asian","EO","West Essex","40","40","[c]","[c]"
"In post","2021","Asian","EO","West Kent","[c]","[c]","[c]","[c]"
"In post","2021","Asian","EO","West Lothian","[c]","[c]","[c]","[c]"
