"Status","Year","Age","Ethnicity","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","60-64","Other ethnicity","Wilton Park","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Companies House","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Defence Equipment and Support","70","70","39470","40230"
"In post","2021","60-64","Undeclared","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Department for Work and Pensions (excl. agencies)","530","400","27400","27570"
"In post","2021","60-64","Undeclared","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Driver and Vehicle Standards Agency","60","50","29600","27680"
"In post","2021","60-64","Undeclared","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","FCDO Services","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Government Actuary's Department","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Government Legal Department","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","HM Courts and Tribunals Service","60","50","23380","20100"
"In post","2021","60-64","Undeclared","HM Land Registry","30","20","[c]","[c]"
"In post","2021","60-64","Undeclared","HM Prison and Probation Service","100","80","30010","28200"
"In post","2021","60-64","Undeclared","HM Revenue and Customs (excl. agencies)","290","220","33420","28130"
"In post","2021","60-64","Undeclared","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Home Office (incl. agencies)","170","130","31240","27370"
"In post","2021","60-64","Undeclared","Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Met Office","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Ministry of Defence (excl. agencies)","310","280","31630","29200"
"In post","2021","60-64","Undeclared","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","National Records of Scotland","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","National Savings and Investments","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Public Health England","40","30","[c]","[c]"
"In post","2021","60-64","Undeclared","Rural Payments Agency","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Scottish Prison Service","50","30","[c]","[c]"
"In post","2021","60-64","Undeclared","Serious Fraud Office","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Transport Scotland","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","UK Space Agency","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Cabinet Office (excl. agencies)","70","60","52130","53320"
"In post","2021","60-64","Unknown","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Companies House","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Crown Prosecution Service","40","40","[c]","[c]"
"In post","2021","60-64","Unknown","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Department for Work and Pensions (excl. agencies)","370","310","25520","26120"
"In post","2021","60-64","Unknown","Department of Health and Social Care (excl. agencies)","30","30","[c]","[c]"
"In post","2021","60-64","Unknown","Disclosure Scotland","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Driver and Vehicle Standards Agency","50","40","[c]","[c]"
"In post","2021","60-64","Unknown","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Education Scotland","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","FCDO Services","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Food Standards Scotland","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Government Legal Department","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Health and Safety Executive","40","30","[c]","[c]"
"In post","2021","60-64","Unknown","HM Courts and Tribunals Service","100","90","21940","19690"
"In post","2021","60-64","Unknown","HM Land Registry","30","30","[c]","[c]"
"In post","2021","60-64","Unknown","HM Prison and Probation Service","240","200","27160","24920"
"In post","2021","60-64","Unknown","HM Revenue and Customs (excl. agencies)","930","720","27270","21440"
"In post","2021","60-64","Unknown","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Insolvency Service","40","30","[c]","[c]"
"In post","2021","60-64","Unknown","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Met Office","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Ministry of Defence (excl. agencies)","150","140","28610","23390"
"In post","2021","60-64","Unknown","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","National Crime Agency","40","40","[c]","[c]"
"In post","2021","60-64","Unknown","National Records of Scotland","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Public Health England","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Registers of Scotland","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Revenue Scotland","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Royal Fleet Auxiliary","120","120","40030","37150"
"In post","2021","60-64","Unknown","Rural Payments Agency","60","50","25160","21050"
"In post","2021","60-64","Unknown","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Scottish Courts and Tribunals Service","180","150","26510","22820"
"In post","2021","60-64","Unknown","Scottish Government (excl. agencies)","50","40","[c]","[c]"
"In post","2021","60-64","Unknown","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Scottish Prison Service","180","120","32630","33650"
"In post","2021","60-64","Unknown","Scottish Public Pensions Agency","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Serious Fraud Office","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Social Security Scotland","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","The National Archives","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Transport Scotland","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","United Kingdom Statistics Authority","60","50","24370","19520"
"In post","2021","60-64","Unknown","Valuation Office Agency","80","60","31470","26230"
"In post","2021","60-64","Unknown","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"In post","2021","60-64","White","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
"In post","2021","60-64","White","Advisory, Conciliation and Arbitration Service","70","50","37240","34500"
"In post","2021","60-64","White","Animal and Plant Health Agency","170","160","32830","28770"
"In post","2021","60-64","White","Cabinet Office (excl. agencies)","170","140","50900","37270"
"In post","2021","60-64","White","Centre for Environment, Fisheries and Aquaculture Science","30","30","[c]","[c]"
"In post","2021","60-64","White","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","60-64","White","Companies House","90","70","28060","22490"
"In post","2021","60-64","White","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","60-64","White","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"In post","2021","60-64","White","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2021","60-64","White","Crown Office and Procurator Fiscal Service","110","90","34800","27810"
"In post","2021","60-64","White","Crown Prosecution Service","310","250","45120","51730"
"In post","2021","60-64","White","Debt Management Office","[c]","[c]","[c]","[c]"
"In post","2021","60-64","White","Defence Electronics and Components Agency","50","50","26980","28750"
"In post","2021","60-64","White","Defence Equipment and Support","740","670","38310","36050"
"In post","2021","60-64","White","Defence Science and Technology Laboratory","220","190","46340","46110"
"In post","2021","60-64","White","Department for Business, Energy and Industrial Strategy (excl. agencies)","100","90","51050","49100"
"In post","2021","60-64","White","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","60-64","White","Department for Education (excl. agencies)","140","130","47900","49860"
"In post","2021","60-64","White","Department for Environment, Food and Rural Affairs (excl. agencies)","140","130","42800","37240"
"In post","2021","60-64","White","Department for International Trade","50","40","[c]","[c]"
"In post","2021","60-64","White","Department for Transport (excl. agencies)","100","90","48260","44030"
"In post","2021","60-64","White","Department for Work and Pensions (excl. agencies)","7530","5750","26660","27570"
"In post","2021","60-64","White","Department of Health and Social Care (excl. agencies)","30","30","[c]","[c]"
"In post","2021","60-64","White","Disclosure Scotland","[c]","[c]","[c]","[c]"
"In post","2021","60-64","White","Driver and Vehicle Licensing Agency","520","360","24790","21590"
"In post","2021","60-64","White","Driver and Vehicle Standards Agency","530","450","29090","26780"
"In post","2021","60-64","White","Education and Skills Funding Agency","50","50","44080","40300"
"In post","2021","60-64","White","Education Scotland","[c]","[c]","[c]","[c]"
"In post","2021","60-64","White","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","60-64","White","FCDO Services","80","70","42750","42540"
"In post","2021","60-64","White","Food Standards Agency","100","90","32700","28800"
"In post","2021","60-64","White","Food Standards Scotland","[c]","[c]","[c]","[c]"
"In post","2021","60-64","White","Foreign, Commonwealth and Development Office (excl. agencies)","200","200","55410","53740"
"In post","2021","60-64","White","Forestry and Land Scotland","100","90","30770","29650"
"In post","2021","60-64","White","Government Actuary's Department","[c]","[c]","[c]","[c]"
"In post","2021","60-64","White","Government Internal Audit Agency","40","30","[c]","[c]"
"In post","2021","60-64","White","Government Legal Department","60","50","65840","68710"
"In post","2021","60-64","White","Government Property Agency","[c]","[c]","[c]","[c]"
"In post","2021","60-64","White","Health and Safety Executive","150","130","44650","41910"
"In post","2021","60-64","White","HM Courts and Tribunals Service","1240","1040","23260","20100"
"In post","2021","60-64","White","HM Land Registry","410","280","32650","30600"
"In post","2021","60-64","White","HM Prison and Probation Service","3150","2500","29750","28200"
"In post","2021","60-64","White","HM Revenue and Customs (excl. agencies)","3710","2750","30280","28130"
"In post","2021","60-64","White","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","White","Home Office (incl. agencies)","1540","1210","30070","25630"
"In post","2021","60-64","White","Insolvency Service","60","50","35450","35240"
"In post","2021","60-64","White","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"In post","2021","60-64","White","Legal Aid Agency","70","70","31020","25000"
"In post","2021","60-64","White","Maritime and Coastguard Agency","60","60","41840","37180"
"In post","2021","60-64","White","Medicines and Healthcare Products Regulatory Agency","60","50","60620","53970"
"In post","2021","60-64","White","Met Office","60","50","40790","39650"
"In post","2021","60-64","White","Ministry of Defence (excl. agencies)","3730","3480","29800","26670"
"In post","2021","60-64","White","Ministry of Housing, Communities and Local Government (excl. agencies)","70","70","48100","44310"
"In post","2021","60-64","White","Ministry of Justice (excl. agencies)","190","170","42780","37710"
"In post","2021","60-64","White","National Crime Agency","230","210","40810","39610"
"In post","2021","60-64","White","National Records of Scotland","[c]","[c]","[c]","[c]"
"In post","2021","60-64","White","National Savings and Investments","[c]","[c]","[c]","[c]"
"In post","2021","60-64","White","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","60-64","White","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"In post","2021","60-64","White","Office for Standards in Education, Children's Services and Skills","120","110","54700","51360"
"In post","2021","60-64","White","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","60-64","White","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","60-64","White","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","60-64","White","Office of the Public Guardian","50","40","[c]","[c]"
"In post","2021","60-64","White","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
"In post","2021","60-64","White","Planning Inspectorate","60","50","50770","54960"
"In post","2021","60-64","White","Public Health England","340","280","54000","41180"
"In post","2021","60-64","White","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"In post","2021","60-64","White","Registers of Scotland","60","50","29930","30080"
"In post","2021","60-64","White","Revenue Scotland","[c]","[c]","[c]","[c]"
"In post","2021","60-64","White","Royal Fleet Auxiliary","[c]","[c]","[c]","[c]"
"In post","2021","60-64","White","Rural Payments Agency","130","110","27640","25880"
"In post","2021","60-64","White","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"In post","2021","60-64","White","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","60-64","White","Scottish Fiscal Commission","[c]","[c]","[c]","[c]"
"In post","2021","60-64","White","Scottish Forestry","[c]","[c]","[c]","[c]"
"In post","2021","60-64","White","Scottish Government (excl. agencies)","310","280","45050","39110"
"In post","2021","60-64","White","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"In post","2021","60-64","White","Scottish Prison Service","150","100","35070","33650"
"In post","2021","60-64","White","Scottish Public Pensions Agency","[c]","[c]","[c]","[c]"
"In post","2021","60-64","White","Serious Fraud Office","[c]","[c]","[c]","[c]"
"In post","2021","60-64","White","Social Security Scotland","[c]","[c]","[c]","[c]"
"In post","2021","60-64","White","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"In post","2021","60-64","White","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"In post","2021","60-64","White","Submarine Delivery Agency","90","80","46020","43330"
"In post","2021","60-64","White","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"In post","2021","60-64","White","The National Archives","[c]","[c]","[c]","[c]"
"In post","2021","60-64","White","Transport Scotland","[c]","[c]","[c]","[c]"
"In post","2021","60-64","White","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","60-64","White","UK Hydrographic Office","40","30","[c]","[c]"
"In post","2021","60-64","White","UK Intellectual Property Office","50","40","32430","28240"
"In post","2021","60-64","White","UK Space Agency","[c]","[c]","[c]","[c]"
"In post","2021","60-64","White","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2021","60-64","White","United Kingdom Statistics Authority","350","260","26310","19520"
"In post","2021","60-64","White","Valuation Office Agency","200","160","34370","32100"
"In post","2021","60-64","White","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"In post","2021","60-64","White","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"In post","2021","60-64","White","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","60-64","White","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","60-64","White","Welsh Government (excl. agencies)","380","330","44270","37410"
"In post","2021","60-64","White","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"In post","2021","60-64","White","Wilton Park","[c]","[c]","[c]","[c]"
"In post","2021","65+","Asian","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
"In post","2021","65+","Asian","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2021","65+","Asian","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2021","65+","Asian","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","65+","Asian","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"In post","2021","65+","Asian","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","65+","Asian","Companies House","[c]","[c]","[c]","[c]"
"In post","2021","65+","Asian","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","65+","Asian","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"In post","2021","65+","Asian","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2021","65+","Asian","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"In post","2021","65+","Asian","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2021","65+","Asian","Debt Management Office","[c]","[c]","[c]","[c]"
"In post","2021","65+","Asian","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"In post","2021","65+","Asian","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2021","65+","Asian","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"In post","2021","65+","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","65+","Asian","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","65+","Asian","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","65+","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","65+","Asian","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","65+","Asian","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","65+","Asian","Department for Work and Pensions (excl. agencies)","180","120","27360","27570"
"In post","2021","65+","Asian","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","65+","Asian","Disclosure Scotland","[c]","[c]","[c]","[c]"
"In post","2021","65+","Asian","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"In post","2021","65+","Asian","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","65+","Asian","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2021","65+","Asian","Education Scotland","[c]","[c]","[c]","[c]"
"In post","2021","65+","Asian","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","65+","Asian","FCDO Services","[c]","[c]","[c]","[c]"
"In post","2021","65+","Asian","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","65+","Asian","Food Standards Scotland","[c]","[c]","[c]","[c]"
"In post","2021","65+","Asian","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","65+","Asian","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"In post","2021","65+","Asian","Government Actuary's Department","[c]","[c]","[c]","[c]"
"In post","2021","65+","Asian","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2021","65+","Asian","Government Legal Department","[c]","[c]","[c]","[c]"
"In post","2021","65+","Asian","Government Property Agency","[c]","[c]","[c]","[c]"
"In post","2021","65+","Asian","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2021","65+","Asian","HM Courts and Tribunals Service","40","30","[c]","[c]"
"In post","2021","65+","Asian","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","65+","Asian","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2021","65+","Asian","HM Revenue and Customs (excl. agencies)","90","70","30340","25630"
"In post","2021","65+","Asian","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","65+","Asian","Home Office (incl. agencies)","150","120","27560","25630"
"In post","2021","65+","Asian","Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2021","65+","Asian","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"In post","2021","65+","Asian","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2021","65+","Asian","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2021","65+","Asian","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"In post","2021","65+","Asian","Met Office","[c]","[c]","[c]","[c]"
"In post","2021","65+","Asian","Ministry of Defence (excl. agencies)","30","30","[c]","[c]"
"In post","2021","65+","Asian","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","65+","Asian","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","65+","Asian","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","65+","Asian","National Records of Scotland","[c]","[c]","[c]","[c]"
"In post","2021","65+","Asian","National Savings and Investments","[c]","[c]","[c]","[c]"
"In post","2021","65+","Asian","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2021","65+","Asian","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","65+","Asian","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","65+","Asian","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","65+","Asian","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"In post","2021","65+","Asian","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
"In post","2021","65+","Asian","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2021","65+","Asian","Public Health England","[c]","[c]","[c]","[c]"
"In post","2021","65+","Asian","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"In post","2021","65+","Asian","Registers of Scotland","[c]","[c]","[c]","[c]"
"In post","2021","65+","Asian","Revenue Scotland","[c]","[c]","[c]","[c]"
"In post","2021","65+","Asian","Royal Fleet Auxiliary","[c]","[c]","[c]","[c]"
"In post","2021","65+","Asian","Rural Payments Agency","[c]","[c]","[c]","[c]"
"In post","2021","65+","Asian","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"In post","2021","65+","Asian","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","65+","Asian","Scottish Forestry","[c]","[c]","[c]","[c]"
"In post","2021","65+","Asian","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","65+","Asian","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
