"Status","Year","Region_ITL2","Profession_of_post","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Cumbria","Other","North West (England)","90","90","22950","21130"
"In post","2021","Cumbria","Policy","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Project Delivery","North West (England)","100","100","40420","37270"
"In post","2021","Cumbria","Property","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Science and Engineering","North West (England)","110","110","38080","36000"
"In post","2021","Cumbria","Security","North West (England)","90","90","27920","23540"
"In post","2021","Cumbria","Unknown","North West (England)","270","240","27020","27570"
"In post","2021","Cumbria","Veterinarian","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Commercial","East Midlands (England)","70","70","43680","42490"
"In post","2021","Derbyshire and Nottinghamshire","Communications","East Midlands (England)","80","80","36960","36590"
"In post","2021","Derbyshire and Nottinghamshire","Counter Fraud","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Digital, Data and Technology","East Midlands (England)","180","180","38690","35860"
"In post","2021","Derbyshire and Nottinghamshire","Finance","East Midlands (England)","150","150","37290","33330"
"In post","2021","Derbyshire and Nottinghamshire","Human Resources","East Midlands (England)","310","290","39150","33840"
"In post","2021","Derbyshire and Nottinghamshire","Inspector of Education and Training","East Midlands (England)","70","70","64380","64500"
"In post","2021","Derbyshire and Nottinghamshire","Intelligence Analysis","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Internal Audit","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","International Trade","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Knowledge and Information Management","East Midlands (England)","60","50","37120","36340"
"In post","2021","Derbyshire and Nottinghamshire","Legal","East Midlands (England)","370","340","40410","35000"
"In post","2021","Derbyshire and Nottinghamshire","Medicine","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Operational Delivery","East Midlands (England)","5530","5110","27720","25560"
"In post","2021","Derbyshire and Nottinghamshire","Operational Research","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Other","East Midlands (England)","200","190","31940","22080"
"In post","2021","Derbyshire and Nottinghamshire","Planning","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Policy","East Midlands (England)","240","220","41180","36960"
"In post","2021","Derbyshire and Nottinghamshire","Project Delivery","East Midlands (England)","190","190","43070","39130"
"In post","2021","Derbyshire and Nottinghamshire","Property","East Midlands (England)","310","290","38660","36970"
"In post","2021","Derbyshire and Nottinghamshire","Psychology","East Midlands (England)","100","100","34470","30450"
"In post","2021","Derbyshire and Nottinghamshire","Science and Engineering","East Midlands (England)","320","290","42340","39390"
"In post","2021","Derbyshire and Nottinghamshire","Security","East Midlands (England)","80","70","33290","33200"
"In post","2021","Derbyshire and Nottinghamshire","Social Research","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Statistics","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Tax","East Midlands (England)","1280","1210","33120","31810"
"In post","2021","Derbyshire and Nottinghamshire","Unknown","East Midlands (England)","2630","2350","27000","27570"
"In post","2021","Derbyshire and Nottinghamshire","Veterinarian","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Commercial","South West (England)","220","210","42790","39790"
"In post","2021","Devon","Communications","South West (England)","50","50","35460","33220"
"In post","2021","Devon","Corporate Finance","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Counter Fraud","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Digital, Data and Technology","South West (England)","890","850","37780","38450"
"In post","2021","Devon","Finance","South West (England)","100","90","41330","39640"
"In post","2021","Devon","Human Resources","South West (England)","110","100","36710","32940"
"In post","2021","Devon","Intelligence Analysis","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Internal Audit","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Knowledge and Information Management","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Legal","South West (England)","90","80","49030","50700"
"In post","2021","Devon","Medicine","South West (England)","140","120","38130","30620"
"In post","2021","Devon","Operational Delivery","South West (England)","2870","2640","28280","25400"
"In post","2021","Devon","Operational Research","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Other","South West (England)","390","370","25290","21130"
"In post","2021","Devon","Policy","South West (England)","40","40","[c]","[c]"
"In post","2021","Devon","Project Delivery","South West (England)","390","380","40010","39650"
"In post","2021","Devon","Property","South West (England)","220","210","33770","32910"
"In post","2021","Devon","Psychology","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Science and Engineering","South West (England)","910","870","38720","39650"
"In post","2021","Devon","Security","South West (England)","430","420","27000","20920"
"In post","2021","Devon","Statistics","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Unknown","South West (England)","2080","1780","25640","27570"
"In post","2021","Devon","Veterinarian","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Commercial","South West (England)","70","70","42320","40430"
"In post","2021","Dorset and Somerset","Communications","South West (England)","40","40","[c]","[c]"
"In post","2021","Dorset and Somerset","Counter Fraud","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Digital, Data and Technology","South West (England)","240","240","37890","35340"
"In post","2021","Dorset and Somerset","Finance","South West (England)","40","40","[c]","[c]"
"In post","2021","Dorset and Somerset","Human Resources","South West (England)","50","50","35230","33050"
"In post","2021","Dorset and Somerset","Intelligence Analysis","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Internal Audit","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Knowledge and Information Management","South West (England)","50","50","[c]","[c]"
"In post","2021","Dorset and Somerset","Legal","South West (England)","30","30","[c]","[c]"
"In post","2021","Dorset and Somerset","Medicine","South West (England)","50","40","47780","37890"
"In post","2021","Dorset and Somerset","Operational Delivery","South West (England)","2310","2140","28510","27130"
"In post","2021","Dorset and Somerset","Other","South West (England)","570","550","26060","21580"
"In post","2021","Dorset and Somerset","Policy","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Project Delivery","South West (England)","160","150","36100","34850"
"In post","2021","Dorset and Somerset","Property","South West (England)","80","80","29920","29200"
"In post","2021","Dorset and Somerset","Psychology","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Science and Engineering","South West (England)","330","310","34570","33600"
"In post","2021","Dorset and Somerset","Security","South West (England)","140","130","23250","19560"
"In post","2021","Dorset and Somerset","Statistics","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Unknown","South West (England)","990","870","27060","27570"
"In post","2021","Dorset and Somerset","Veterinarian","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Commercial","East of England","220","210","38250","35730"
"In post","2021","East Anglia","Communications","East of England","50","40","[c]","[c]"
"In post","2021","East Anglia","Corporate Finance","East of England","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Counter Fraud","East of England","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Digital, Data and Technology","East of England","170","160","34900","31830"
"In post","2021","East Anglia","Economics","East of England","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Finance","East of England","140","130","35870","31920"
"In post","2021","East Anglia","Human Resources","East of England","110","110","35730","33300"
"In post","2021","East Anglia","Inspector of Education and Training","East of England","90","90","65420","75500"
"In post","2021","East Anglia","Intelligence Analysis","East of England","380","370","32740","33300"
"In post","2021","East Anglia","Internal Audit","East of England","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","International Trade","East of England","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Knowledge and Information Management","East of England","140","130","36090","33300"
"In post","2021","East Anglia","Legal","East of England","410","380","31830","28130"
"In post","2021","East Anglia","Medicine","East of England","80","70","62950","37890"
"In post","2021","East Anglia","Operational Delivery","East of England","5800","5370","27960","26580"
"In post","2021","East Anglia","Operational Research","East of England","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Other","East of England","840","810","23910","21130"
"In post","2021","East Anglia","Policy","East of England","90","80","42810","40580"
"In post","2021","East Anglia","Project Delivery","East of England","320","310","38420","34800"
"In post","2021","East Anglia","Property","East of England","380","360","34160","33300"
"In post","2021","East Anglia","Psychology","East of England","150","140","35120","30450"
"In post","2021","East Anglia","Science and Engineering","East of England","670","640","33240","30460"
"In post","2021","East Anglia","Security","East of England","240","240","29330","26670"
"In post","2021","East Anglia","Statistics","East of England","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Tax","East of England","140","130","36670","32030"
"In post","2021","East Anglia","Unknown","East of England","2010","1770","28260","27570"
"In post","2021","East Anglia","Veterinarian","East of England","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Commercial","Wales","160","150","36670","33290"
"In post","2021","East Wales","Communications","Wales","260","240","38770","37180"
"In post","2021","East Wales","Corporate Finance","Wales","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Counter Fraud","Wales","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Digital, Data and Technology","Wales","1100","1080","40000","37410"
"In post","2021","East Wales","Economics","Wales","160","160","39490","32180"
"In post","2021","East Wales","Finance","Wales","370","340","39050","36030"
"In post","2021","East Wales","Human Resources","Wales","560","520","35900","30660"
"In post","2021","East Wales","Inspector of Education and Training","Wales","60","60","74480","74730"
"In post","2021","East Wales","Intelligence Analysis","Wales","40","40","[c]","[c]"
"In post","2021","East Wales","Internal Audit","Wales","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","International Trade","Wales","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Knowledge and Information Management","Wales","120","120","33850","30150"
"In post","2021","East Wales","Legal","Wales","550","510","45160","48080"
"In post","2021","East Wales","Medicine","Wales","200","180","45070","37890"
"In post","2021","East Wales","Operational Delivery","Wales","8420","7760","28030","24900"
"In post","2021","East Wales","Operational Research","Wales","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Other","Wales","490","470","31200","25560"
"In post","2021","East Wales","Planning","Wales","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Planning Inspectors","Wales","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Policy","Wales","1240","1180","43740","37410"
"In post","2021","East Wales","Project Delivery","Wales","370","360","42660","39120"
"In post","2021","East Wales","Property","Wales","230","220","35700","33300"
"In post","2021","East Wales","Psychology","Wales","50","50","[c]","[c]"
"In post","2021","East Wales","Science and Engineering","Wales","680","650","40390","38620"
"In post","2021","East Wales","Security","Wales","150","150","27040","20920"
"In post","2021","East Wales","Social Research","Wales","330","320","39620","37020"
"In post","2021","East Wales","Statistics","Wales","390","370","40750","37020"
"In post","2021","East Wales","Tax","Wales","1640","1560","30010","25560"
"In post","2021","East Wales","Unknown","Wales","2660","2430","26620","27570"
"In post","2021","East Wales","Veterinarian","Wales","40","30","[c]","[c]"
"In post","2021","East Yorkshire and Northern Lincolnshire","Commercial","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","East Yorkshire and Northern Lincolnshire","Communications","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","East Yorkshire and Northern Lincolnshire","Digital, Data and Technology","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","East Yorkshire and Northern Lincolnshire","Finance","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","East Yorkshire and Northern Lincolnshire","Human Resources","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","East Yorkshire and Northern Lincolnshire","Intelligence Analysis","Yorkshire and The Humber","60","60","28420","27370"
"In post","2021","East Yorkshire and Northern Lincolnshire","Legal","Yorkshire and The Humber","60","50","51490","55610"
"In post","2021","East Yorkshire and Northern Lincolnshire","Medicine","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","East Yorkshire and Northern Lincolnshire","Operational Delivery","Yorkshire and The Humber","2690","2500","27990","26620"
"In post","2021","East Yorkshire and Northern Lincolnshire","Other","Yorkshire and The Humber","400","390","26100","26670"
"In post","2021","East Yorkshire and Northern Lincolnshire","Policy","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","East Yorkshire and Northern Lincolnshire","Project Delivery","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","East Yorkshire and Northern Lincolnshire","Property","Yorkshire and The Humber","70","60","31300","29440"
"In post","2021","East Yorkshire and Northern Lincolnshire","Psychology","Yorkshire and The Humber","60","60","32110","29750"
"In post","2021","East Yorkshire and Northern Lincolnshire","Science and Engineering","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","East Yorkshire and Northern Lincolnshire","Security","Yorkshire and The Humber","50","50","35100","39070"
"In post","2021","East Yorkshire and Northern Lincolnshire","Statistics","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","East Yorkshire and Northern Lincolnshire","Tax","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","East Yorkshire and Northern Lincolnshire","Unknown","Yorkshire and The Humber","1210","1030","25930","27570"
"In post","2021","East Yorkshire and Northern Lincolnshire","Veterinarian","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Eastern Scotland","Commercial","Scotland","90","90","33600","28410"
"In post","2021","Eastern Scotland","Communications","Scotland","40","40","[c]","[c]"
"In post","2021","Eastern Scotland","Counter Fraud","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Eastern Scotland","Digital, Data and Technology","Scotland","220","220","38680","35230"
"In post","2021","Eastern Scotland","Economics","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Eastern Scotland","Finance","Scotland","120","120","35300","32300"
"In post","2021","Eastern Scotland","Human Resources","Scotland","200","190","34990","33350"
"In post","2021","Eastern Scotland","Intelligence Analysis","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Eastern Scotland","Internal Audit","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Eastern Scotland","International Trade","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Eastern Scotland","Knowledge and Information Management","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Eastern Scotland","Legal","Scotland","280","260","52940","52490"
"In post","2021","Eastern Scotland","Medicine","Scotland","50","40","[c]","[c]"
"In post","2021","Eastern Scotland","Operational Delivery","Scotland","5330","4990","28770","26550"
"In post","2021","Eastern Scotland","Operational Research","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Eastern Scotland","Other","Scotland","750","710","30860","26410"
"In post","2021","Eastern Scotland","Policy","Scotland","60","50","46180","45190"
"In post","2021","Eastern Scotland","Project Delivery","Scotland","210","200","42140","38630"
"In post","2021","Eastern Scotland","Property","Scotland","180","170","34270","33300"
"In post","2021","Eastern Scotland","Psychology","Scotland","40","40","[c]","[c]"
"In post","2021","Eastern Scotland","Science and Engineering","Scotland","90","80","33580","26110"
"In post","2021","Eastern Scotland","Security","Scotland","90","90","27780","20060"
"In post","2021","Eastern Scotland","Social Research","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Eastern Scotland","Statistics","Scotland","30","30","[c]","[c]"
"In post","2021","Eastern Scotland","Tax","Scotland","1050","1000","29440","27110"
"In post","2021","Eastern Scotland","Unknown","Scotland","10940","10260","36850","30650"
"In post","2021","Eastern Scotland","Veterinarian","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Essex","Commercial","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Essex","Communications","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Essex","Counter Fraud","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Essex","Digital, Data and Technology","East of England","270","250","37480","35000"
"In post","2021","Essex","Finance","East of England","150","140","33170","31810"
"In post","2021","Essex","Human Resources","East of England","30","30","[c]","[c]"
"In post","2021","Essex","Intelligence Analysis","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Essex","Internal Audit","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Essex","International Trade","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Essex","Knowledge and Information Management","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Essex","Legal","East of England","150","130","46540","46530"
"In post","2021","Essex","Medicine","East of England","50","50","55600","38490"
"In post","2021","Essex","Operational Delivery","East of England","2340","2160","27920","25850"
"In post","2021","Essex","Other","East of England","170","150","25440","22130"
"In post","2021","Essex","Policy","East of England","70","70","40520","38630"
"In post","2021","Essex","Project Delivery","East of England","130","130","38400","36460"
"In post","2021","Essex","Property","East of England","100","100","28410","26220"
"In post","2021","Essex","Psychology","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Essex","Science and Engineering","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Essex","Security","East of England","220","220","40220","40570"
"In post","2021","Essex","Statistics","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Essex","Tax","East of England","110","100","31330","28130"
"In post","2021","Essex","Unknown","East of England","1680","1520","29220","29290"
"In post","2021","Essex","Veterinarian","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Commercial","South West (England)","1430","1370","38880","35900"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Communications","South West (England)","210","200","36470","34770"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Corporate Finance","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Counter Fraud","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Digital, Data and Technology","South West (England)","1020","990","40710","39170"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Economics","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Finance","South West (England)","1160","1110","39810","36460"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Human Resources","South West (England)","730","680","35560","32590"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Inspector of Education and Training","South West (England)","80","70","66220","70500"
