"Status","Year","Sexual_orientation","Parent_department","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Undeclared","Attorney General's Departments","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Attorney General's Departments","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Attorney General's Departments","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Attorney General's Departments","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Cabinet Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Cabinet Office","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Cabinet Office","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Cabinet Office","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Cabinet Office","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Chancellor's other departments","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Chancellor's other departments","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Business, Energy and Industrial Strategy","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Business, Energy and Industrial Strategy","London","30","30","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Business, Energy and Industrial Strategy","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Business, Energy and Industrial Strategy","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Business, Energy and Industrial Strategy","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Business, Energy and Industrial Strategy","South West (England)","40","40","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Business, Energy and Industrial Strategy","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Business, Energy and Industrial Strategy","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Digital, Culture, Media and Sport","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Digital, Culture, Media and Sport","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Education","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Education","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Education","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Education","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Education","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Environment, Food and Rural Affairs","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Environment, Food and Rural Affairs","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Environment, Food and Rural Affairs","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Environment, Food and Rural Affairs","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Environment, Food and Rural Affairs","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Environment, Food and Rural Affairs","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Environment, Food and Rural Affairs","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Environment, Food and Rural Affairs","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Environment, Food and Rural Affairs","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Environment, Food and Rural Affairs","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for International Trade","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Levelling Up, Housing and Communities","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Levelling Up, Housing and Communities","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Levelling Up, Housing and Communities","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Levelling Up, Housing and Communities","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Levelling Up, Housing and Communities","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Transport","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Transport","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Transport","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Transport","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Transport","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Transport","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Transport","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Transport","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Transport","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Transport","Unknown","90","60","23660","21840"
"Leaver CS","2022","Undeclared","Department for Transport","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Transport","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Transport","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Work and Pensions","East Midlands (England)","40","40","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Work and Pensions","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Work and Pensions","London","100","80","31610","31060"
"Leaver CS","2022","Undeclared","Department for Work and Pensions","North East (England)","50","40","25960","21260"
"Leaver CS","2022","Undeclared","Department for Work and Pensions","North West (England)","110","90","28100","26120"
"Leaver CS","2022","Undeclared","Department for Work and Pensions","Scotland","70","50","25510","21260"
"Leaver CS","2022","Undeclared","Department for Work and Pensions","South East (England)","50","50","28890","27570"
"Leaver CS","2022","Undeclared","Department for Work and Pensions","South West (England)","40","30","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Work and Pensions","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department for Work and Pensions","West Midlands (England)","60","50","26460","27570"
"Leaver CS","2022","Undeclared","Department for Work and Pensions","Yorkshire and The Humber","60","50","29700","27570"
"Leaver CS","2022","Undeclared","Department of Health and Social Care","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department of Health and Social Care","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department of Health and Social Care","London","440","170","43970","40070"
"Leaver CS","2022","Undeclared","Department of Health and Social Care","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department of Health and Social Care","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department of Health and Social Care","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department of Health and Social Care","South West (England)","30","30","[c]","[c]"
"Leaver CS","2022","Undeclared","Department of Health and Social Care","Unknown","70","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department of Health and Social Care","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Department of Health and Social Care","Yorkshire and The Humber","100","30","[c]","[c]"
"Leaver CS","2022","Undeclared","Food Standards Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Food Standards Agency","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Food Standards Agency","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Food Standards Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Food Standards Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Foreign, Commonwealth and Development Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Foreign, Commonwealth and Development Office","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Foreign, Commonwealth and Development Office","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Foreign, Commonwealth and Development Office","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","HM Land Registry","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","HM Land Registry","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","HM Land Registry","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","HM Land Registry","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","HM Land Registry","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","HM Land Registry","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","HM Land Registry","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","HM Land Registry","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","HM Revenue and Customs","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","HM Revenue and Customs","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","HM Revenue and Customs","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","HM Revenue and Customs","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","HM Revenue and Customs","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","HM Revenue and Customs","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","HM Revenue and Customs","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","HM Revenue and Customs","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","HM Revenue and Customs","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","HM Revenue and Customs","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","HM Treasury","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","HM Treasury","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","HM Treasury","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Home Office","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Home Office","London","120","100","38530","34500"
"Leaver CS","2022","Undeclared","Home Office","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Home Office","North West (England)","40","30","[c]","[c]"
"Leaver CS","2022","Undeclared","Home Office","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Home Office","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Home Office","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Home Office","South East (England)","40","30","[c]","[c]"
"Leaver CS","2022","Undeclared","Home Office","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Home Office","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Home Office","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Home Office","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Ministry of Defence","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Ministry of Defence","East of England","50","50","[c]","[c]"
"Leaver CS","2022","Undeclared","Ministry of Defence","London","40","40","[c]","[c]"
"Leaver CS","2022","Undeclared","Ministry of Defence","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Ministry of Defence","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Ministry of Defence","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Ministry of Defence","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Ministry of Defence","Scotland","50","50","33500","32800"
"Leaver CS","2022","Undeclared","Ministry of Defence","South East (England)","100","90","30470","26640"
"Leaver CS","2022","Undeclared","Ministry of Defence","South West (England)","210","190","35310","35220"
"Leaver CS","2022","Undeclared","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Ministry of Defence","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Ministry of Defence","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Ministry of Defence","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Ministry of Justice","East Midlands (England)","60","50","[c]","[c]"
"Leaver CS","2022","Undeclared","Ministry of Justice","East of England","60","60","[c]","[c]"
"Leaver CS","2022","Undeclared","Ministry of Justice","London","90","90","35020","28310"
"Leaver CS","2022","Undeclared","Ministry of Justice","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Ministry of Justice","North West (England)","50","40","[c]","[c]"
"Leaver CS","2022","Undeclared","Ministry of Justice","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Ministry of Justice","South East (England)","100","90","[c]","[c]"
"Leaver CS","2022","Undeclared","Ministry of Justice","South West (England)","40","30","[c]","[c]"
"Leaver CS","2022","Undeclared","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Ministry of Justice","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Ministry of Justice","West Midlands (England)","60","60","[c]","[c]"
"Leaver CS","2022","Undeclared","Ministry of Justice","Yorkshire and The Humber","60","50","[c]","[c]"
"Leaver CS","2022","Undeclared","National Crime Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","National Crime Agency","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","National Crime Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","National Crime Agency","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","National Crime Agency","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","National Crime Agency","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","National Crime Agency","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Office for Standards in Education, Children's Services and Skills","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Office for Standards in Education, Children's Services and Skills","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Office for Standards in Education, Children's Services and Skills","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Office for Standards in Education, Children's Services and Skills","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Office for Standards in Education, Children's Services and Skills","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Office for Standards in Education, Children's Services and Skills","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Office of Gas and Electricity Markets","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Office of Gas and Electricity Markets","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Office of Qualifications and Examinations Regulation","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Office of Rail and Road","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Office of Rail and Road","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Scottish Government","Scotland","30","30","[c]","[c]"
"Leaver CS","2022","Undeclared","The National Archives","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","UK Export Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","UK Statistics Authority","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","UK Statistics Authority","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","UK Statistics Authority","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Water Services Regulation Authority","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Welsh Government","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Welsh Government","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Attorney General's Departments","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Attorney General's Departments","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Attorney General's Departments","London","60","50","54680","53050"
"Leaver CS","2022","Unknown","Attorney General's Departments","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Attorney General's Departments","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Attorney General's Departments","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Attorney General's Departments","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Attorney General's Departments","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Attorney General's Departments","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Attorney General's Departments","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Cabinet Office","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Cabinet Office","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Cabinet Office","London","200","200","53160","50370"
"Leaver CS","2022","Unknown","Cabinet Office","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Cabinet Office","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Cabinet Office","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Cabinet Office","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Cabinet Office","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Cabinet Office","Unknown","60","60","52630","49510"
"Leaver CS","2022","Unknown","Cabinet Office","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Cabinet Office","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Cabinet Office","Yorkshire and The Humber","30","30","[c]","[c]"
"Leaver CS","2022","Unknown","Chancellor's other departments","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Charity Commission","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Charity Commission","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Charity Commission","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Charity Commission","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Business, Energy and Industrial Strategy","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Business, Energy and Industrial Strategy","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Business, Energy and Industrial Strategy","London","80","70","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Business, Energy and Industrial Strategy","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Business, Energy and Industrial Strategy","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Business, Energy and Industrial Strategy","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Business, Energy and Industrial Strategy","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Business, Energy and Industrial Strategy","South West (England)","40","30","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Business, Energy and Industrial Strategy","Wales","60","60","29390","24030"
"Leaver CS","2022","Unknown","Department for Business, Energy and Industrial Strategy","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Business, Energy and Industrial Strategy","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Digital, Culture, Media and Sport","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Digital, Culture, Media and Sport","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Education","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Education","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Education","London","50","50","40560","35620"
"Leaver CS","2022","Unknown","Department for Education","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Education","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Education","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Education","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Education","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Environment, Food and Rural Affairs","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Environment, Food and Rural Affairs","East of England","30","30","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Environment, Food and Rural Affairs","London","70","70","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Environment, Food and Rural Affairs","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Environment, Food and Rural Affairs","North West (England)","30","30","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Environment, Food and Rural Affairs","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Environment, Food and Rural Affairs","South East (England)","30","30","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Environment, Food and Rural Affairs","South West (England)","40","40","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Environment, Food and Rural Affairs","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Environment, Food and Rural Affairs","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","30","30","[c]","[c]"
"Leaver CS","2022","Unknown","Department for International Trade","London","100","90","[c]","[c]"
"Leaver CS","2022","Unknown","Department for International Trade","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for International Trade","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Levelling Up, Housing and Communities","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Levelling Up, Housing and Communities","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Levelling Up, Housing and Communities","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Levelling Up, Housing and Communities","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Levelling Up, Housing and Communities","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Levelling Up, Housing and Communities","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Transport","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Transport","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Transport","London","80","80","35890","34710"
"Leaver CS","2022","Unknown","Department for Transport","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Transport","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Transport","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Transport","South East (England)","40","40","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Transport","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Transport","Unknown","100","80","22560","21590"
"Leaver CS","2022","Unknown","Department for Transport","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Transport","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Transport","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Work and Pensions","East Midlands (England)","100","80","24970","27570"
"Leaver CS","2022","Unknown","Department for Work and Pensions","East of England","90","80","27450","27570"
"Leaver CS","2022","Unknown","Department for Work and Pensions","London","210","190","32620","31060"
"Leaver CS","2022","Unknown","Department for Work and Pensions","North East (England)","210","180","26330","21260"
"Leaver CS","2022","Unknown","Department for Work and Pensions","North West (England)","400","350","26830","25670"
"Leaver CS","2022","Unknown","Department for Work and Pensions","Scotland","190","160","24560","21260"
"Leaver CS","2022","Unknown","Department for Work and Pensions","South East (England)","120","100","26300","27570"
"Leaver CS","2022","Unknown","Department for Work and Pensions","South West (England)","120","100","25060","24250"
"Leaver CS","2022","Unknown","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Work and Pensions","Wales","120","100","24070","21260"
"Leaver CS","2022","Unknown","Department for Work and Pensions","West Midlands (England)","170","130","25230","27570"
"Leaver CS","2022","Unknown","Department for Work and Pensions","Yorkshire and The Humber","210","180","29080","27570"
"Leaver CS","2022","Unknown","Department of Health and Social Care","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department of Health and Social Care","East of England","40","30","[c]","[c]"
"Leaver CS","2022","Unknown","Department of Health and Social Care","London","300","290","52650","48860"
"Leaver CS","2022","Unknown","Department of Health and Social Care","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department of Health and Social Care","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department of Health and Social Care","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department of Health and Social Care","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department of Health and Social Care","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department of Health and Social Care","Yorkshire and The Humber","60","50","36010","29250"
