"Status","Year","Profession_of_post","Parent_department","Age","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Commercial","Foreign, Commonwealth and Development Office","50-59","60","60","49140","44770"
"In post","2021","Commercial","Foreign, Commonwealth and Development Office","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","HM Land Registry","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","HM Land Registry","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","HM Land Registry","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","HM Land Registry","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","HM Revenue and Customs","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","HM Revenue and Customs","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","HM Revenue and Customs","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","HM Revenue and Customs","50-59","30","30","[c]","[c]"
"In post","2021","Commercial","HM Revenue and Customs","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","HM Treasury","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","HM Treasury","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","HM Treasury","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","HM Treasury","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Home Office","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Home Office","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Home Office","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Home Office","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Home Office","50-59","30","30","[c]","[c]"
"In post","2021","Commercial","Home Office","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Home Office","65+","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Ministry of Defence","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Ministry of Defence","20-29","420","420","29140","28260"
"In post","2021","Commercial","Ministry of Defence","30-39","510","480","36830","34800"
"In post","2021","Commercial","Ministry of Defence","40-49","430","410","41140","39100"
"In post","2021","Commercial","Ministry of Defence","50-59","530","520","42550","40540"
"In post","2021","Commercial","Ministry of Defence","60-64","130","110","41950","40900"
"In post","2021","Commercial","Ministry of Defence","65+","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Ministry of Housing, Communities and Local Government","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Ministry of Housing, Communities and Local Government","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Ministry of Housing, Communities and Local Government","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Ministry of Housing, Communities and Local Government","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Ministry of Housing, Communities and Local Government","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Ministry of Justice","20-29","60","60","32110","31190"
"In post","2021","Commercial","Ministry of Justice","30-39","200","190","40700","38280"
"In post","2021","Commercial","Ministry of Justice","40-49","250","240","47190","44760"
"In post","2021","Commercial","Ministry of Justice","50-59","330","320","51150","49860"
"In post","2021","Commercial","Ministry of Justice","60-64","60","50","51820","49870"
"In post","2021","Commercial","Ministry of Justice","65+","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","National Crime Agency","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","National Crime Agency","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","National Crime Agency","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","National Crime Agency","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","National Crime Agency","65+","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Office for Standards in Education","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Office for Standards in Education","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Office for Standards in Education","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Office for Standards in Education","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Office of Qualifications and Examinations Regulation","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Office of Qualifications and Examinations Regulation","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Office of Rail and Road","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Office of Rail and Road","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Other Cabinet Office Agencies","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Other Cabinet Office Agencies","20-29","70","70","28170","27770"
"In post","2021","Commercial","Other Cabinet Office Agencies","30-39","110","110","32990","34800"
"In post","2021","Commercial","Other Cabinet Office Agencies","40-49","90","80","36920","35290"
"In post","2021","Commercial","Other Cabinet Office Agencies","50-59","90","90","36480","34800"
"In post","2021","Commercial","Other Cabinet Office Agencies","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Other Cabinet Office Agencies","65+","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Scottish Government","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Scottish Government","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Scottish Government","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Scottish Government","50-59","30","30","[c]","[c]"
"In post","2021","Commercial","Scottish Government","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Scottish Government","65+","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","The National Archives","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","The National Archives","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","The National Archives","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","The National Archives","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","The National Archives","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","The National Archives","65+","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","UK Supreme Court","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","UK Supreme Court","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","United Kingdom Statistics Authority","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","United Kingdom Statistics Authority","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","United Kingdom Statistics Authority","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","United Kingdom Statistics Authority","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Water Services Regulation Authority","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Water Services Regulation Authority","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Water Services Regulation Authority","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Attorney General's Departments","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Attorney General's Departments","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Attorney General's Departments","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Attorney General's Departments","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Attorney General's Departments","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Cabinet Office","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Cabinet Office","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Chancellor's other departments","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Chancellor's other departments","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Chancellor's other departments","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Chancellor's other departments","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Charity Commission","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Charity Commission","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Charity Commission","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Charity Commission","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Competition and Markets Authority","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Competition and Markets Authority","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Competition and Markets Authority","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Competition and Markets Authority","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Competition and Markets Authority","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Business, Energy and Industrial Strategy","20-29","50","50","38230","38620"
"In post","2021","Communications","Department for Business, Energy and Industrial Strategy","30-39","100","90","46610","43750"
"In post","2021","Communications","Department for Business, Energy and Industrial Strategy","40-49","60","50","46420","45270"
"In post","2021","Communications","Department for Business, Energy and Industrial Strategy","50-59","40","30","[c]","[c]"
"In post","2021","Communications","Department for Business, Energy and Industrial Strategy","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Business, Energy and Industrial Strategy","65+","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Digital, Culture, Media and Sport","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Digital, Culture, Media and Sport","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Digital, Culture, Media and Sport","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Digital, Culture, Media and Sport","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Education","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Education","20-29","90","90","32870","29360"
"In post","2021","Communications","Department for Education","30-39","70","70","40760","38830"
"In post","2021","Communications","Department for Education","40-49","90","80","43820","42220"
"In post","2021","Communications","Department for Education","50-59","60","60","40100","36780"
"In post","2021","Communications","Department for Education","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Education","65+","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Environment, Food and Rural Affairs","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Environment, Food and Rural Affairs","20-29","50","50","34710","33120"
"In post","2021","Communications","Department for Environment, Food and Rural Affairs","30-39","80","70","43280","39670"
"In post","2021","Communications","Department for Environment, Food and Rural Affairs","40-49","90","80","44380","37790"
"In post","2021","Communications","Department for Environment, Food and Rural Affairs","50-59","40","40","[c]","[c]"
"In post","2021","Communications","Department for Environment, Food and Rural Affairs","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Environment, Food and Rural Affairs","65+","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for International Trade","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for International Trade","20-29","50","50","33330","32120"
"In post","2021","Communications","Department for International Trade","30-39","40","40","[c]","[c]"
"In post","2021","Communications","Department for International Trade","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for International Trade","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for International Trade","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for International Trade","65+","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Transport","20-29","60","60","32630","31040"
"In post","2021","Communications","Department for Transport","30-39","100","100","39970","39250"
"In post","2021","Communications","Department for Transport","40-49","70","70","39600","38160"
"In post","2021","Communications","Department for Transport","50-59","50","50","39510","33350"
"In post","2021","Communications","Department for Transport","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Transport","65+","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Work and Pensions","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Work and Pensions","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Work and Pensions","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Work and Pensions","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Work and Pensions","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department of Health and Social Care","20-29","80","80","33550","32790"
"In post","2021","Communications","Department of Health and Social Care","30-39","90","90","46570","45000"
"In post","2021","Communications","Department of Health and Social Care","40-49","70","70","51240","53360"
"In post","2021","Communications","Department of Health and Social Care","50-59","60","60","46160","41010"
"In post","2021","Communications","Department of Health and Social Care","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department of Health and Social Care","65+","[c]","[c]","[c]","[c]"
"In post","2021","Communications","ESTYN","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Communications","ESTYN","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Food Standards Agency","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Food Standards Agency","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Food Standards Agency","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Food Standards Agency","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Food Standards Agency","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Food Standards Agency","65+","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Foreign, Commonwealth and Development Office","20-29","40","40","[c]","[c]"
"In post","2021","Communications","Foreign, Commonwealth and Development Office","30-39","50","50","47690","46290"
"In post","2021","Communications","Foreign, Commonwealth and Development Office","40-49","40","40","[c]","[c]"
"In post","2021","Communications","Foreign, Commonwealth and Development Office","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Foreign, Commonwealth and Development Office","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Foreign, Commonwealth and Development Office","65+","[c]","[c]","[c]","[c]"
"In post","2021","Communications","HM Land Registry","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Communications","HM Land Registry","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Communications","HM Land Registry","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Communications","HM Land Registry","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Communications","HM Revenue and Customs","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Communications","HM Revenue and Customs","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Communications","HM Revenue and Customs","30-39","50","50","44670","38630"
"In post","2021","Communications","HM Revenue and Customs","40-49","80","80","47830","41760"
"In post","2021","Communications","HM Revenue and Customs","50-59","70","70","44850","41660"
"In post","2021","Communications","HM Revenue and Customs","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Communications","HM Revenue and Customs","65+","[c]","[c]","[c]","[c]"
"In post","2021","Communications","HM Treasury","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Communications","HM Treasury","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Communications","HM Treasury","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Communications","HM Treasury","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Communications","HM Treasury","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Home Office","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Home Office","20-29","40","40","[c]","[c]"
"In post","2021","Communications","Home Office","30-39","70","70","50120","46310"
"In post","2021","Communications","Home Office","40-49","40","40","[c]","[c]"
"In post","2021","Communications","Home Office","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Home Office","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Ministry of Defence","20-29","90","90","32070","28650"
"In post","2021","Communications","Ministry of Defence","30-39","140","130","37920","34370"
"In post","2021","Communications","Ministry of Defence","40-49","150","150","35860","33300"
"In post","2021","Communications","Ministry of Defence","50-59","180","180","35170","31200"
"In post","2021","Communications","Ministry of Defence","60-64","50","50","32230","29200"
"In post","2021","Communications","Ministry of Defence","65+","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Ministry of Housing, Communities and Local Government","20-29","40","40","[c]","[c]"
"In post","2021","Communications","Ministry of Housing, Communities and Local Government","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Ministry of Housing, Communities and Local Government","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Ministry of Housing, Communities and Local Government","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Ministry of Housing, Communities and Local Government","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Ministry of Housing, Communities and Local Government","65+","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Ministry of Justice","20-29","30","30","[c]","[c]"
"In post","2021","Communications","Ministry of Justice","30-39","60","60","43110","42010"
"In post","2021","Communications","Ministry of Justice","40-49","50","50","[c]","[c]"
"In post","2021","Communications","Ministry of Justice","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Ministry of Justice","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Communications","National Crime Agency","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Communications","National Crime Agency","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Communications","National Crime Agency","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Communications","National Crime Agency","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Northern Ireland Office","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Northern Ireland Office","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Northern Ireland Office","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Northern Ireland Office","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Northern Ireland Office","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Office for Standards in Education","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Office for Standards in Education","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Office for Standards in Education","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Office for Standards in Education","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Office for Standards in Education","65+","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Office of Gas and Electricity Markets","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Office of Gas and Electricity Markets","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Office of Gas and Electricity Markets","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Office of Gas and Electricity Markets","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Office of Qualifications and Examinations Regulation","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Office of Qualifications and Examinations Regulation","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Office of Qualifications and Examinations Regulation","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Office of Qualifications and Examinations Regulation","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Office of Rail and Road","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Office of Rail and Road","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Office of Rail and Road","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Office of Rail and Road","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Office of Rail and Road","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Other Cabinet Office Agencies","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Other Cabinet Office Agencies","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Other Cabinet Office Agencies","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Other Cabinet Office Agencies","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Other Cabinet Office Agencies","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Scotland Office","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Scotland Office","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Scotland Office","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Scotland Office","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Scottish Government","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Scottish Government","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Scottish Government","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Scottish Government","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Scottish Government","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Scottish Government","65+","[c]","[c]","[c]","[c]"
"In post","2021","Communications","The National Archives","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Communications","The National Archives","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Communications","The National Archives","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Communications","The National Archives","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Communications","UK Export Finance","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Communications","UK Export Finance","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Communications","UK Export Finance","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Communications","UK Export Finance","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Communications","UK Supreme Court","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Communications","UK Supreme Court","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Communications","UK Supreme Court","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Communications","United Kingdom Statistics Authority","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Communications","United Kingdom Statistics Authority","30-39","[c]","[c]","[c]","[c]"
