"Status","Year","Disability","Profession_of_post","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared disabled","Commercial","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Inner London - West","90","80","43800","40640"
"In post","2021","Declared disabled","Communications","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Corporate Finance","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Corporate Finance","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Corporate Finance","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Corporate Finance","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Corporate Finance","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Corporate Finance","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Corporate Finance","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Corporate Finance","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Corporate Finance","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Corporate Finance","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Corporate Finance","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data and Technology","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data and Technology","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data and Technology","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data and Technology","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data and Technology","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data and Technology","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data and Technology","Devon","60","60","35430","33860"
"In post","2021","Declared disabled","Digital, Data and Technology","Dorset and Somerset","30","30","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data and Technology","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data and Technology","East Wales","60","60","39890","37030"
"In post","2021","Declared disabled","Digital, Data and Technology","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data and Technology","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data and Technology","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data and Technology","Gloucestershire, Wiltshire and Bath/Bristol area","100","100","38210","37360"
"In post","2021","Declared disabled","Digital, Data and Technology","Greater Manchester","40","40","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data and Technology","Hampshire and Isle of Wight","40","40","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data and Technology","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data and Technology","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data and Technology","Inner London - East","40","40","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data and Technology","Inner London - West","140","140","46100","41750"
"In post","2021","Declared disabled","Digital, Data and Technology","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data and Technology","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data and Technology","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data and Technology","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data and Technology","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data and Technology","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data and Technology","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data and Technology","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data and Technology","Northumberland and Tyne and Wear","40","40","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data and Technology","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data and Technology","Outer London - South","30","30","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data and Technology","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data and Technology","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data and Technology","Shropshire and Staffordshire","40","30","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data and Technology","South Yorkshire","40","40","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data and Technology","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data and Technology","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data and Technology","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data and Technology","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data and Technology","West Midlands","40","40","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data and Technology","West Wales and The Valleys","50","50","38600","33350"
"In post","2021","Declared disabled","Digital, Data and Technology","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Economics","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Economics","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Economics","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Economics","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Economics","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Economics","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Economics","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Economics","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Economics","Inner London - West","70","70","47610","51970"
"In post","2021","Declared disabled","Economics","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Economics","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Economics","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Economics","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Economics","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Economics","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Economics","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Economics","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Economics","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Economics","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Economics","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Economics","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Economics","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Gloucestershire, Wiltshire and Bath/Bristol area","110","100","37210","33790"
"In post","2021","Declared disabled","Finance","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Hampshire and Isle of Wight","30","30","[c]","[c]"
"In post","2021","Declared disabled","Finance","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Inner London - West","120","120","49020","44590"
"In post","2021","Declared disabled","Finance","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Merseyside","30","30","[c]","[c]"
"In post","2021","Declared disabled","Finance","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","West Central Scotland","50","30","[c]","[c]"
"In post","2021","Declared disabled","Finance","West Midlands","30","30","[c]","[c]"
"In post","2021","Declared disabled","Finance","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","West Yorkshire","50","40","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Derbyshire and Nottinghamshire","40","40","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","East Wales","60","50","37170","31500"
"In post","2021","Declared disabled","Human Resources","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Gloucestershire, Wiltshire and Bath/Bristol area","100","90","36270","33300"
"In post","2021","Declared disabled","Human Resources","Greater Manchester","50","50","36190","32000"
"In post","2021","Declared disabled","Human Resources","Hampshire and Isle of Wight","30","30","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Inner London - East","40","40","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Inner London - West","220","210","47430","41780"
"In post","2021","Declared disabled","Human Resources","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Merseyside","40","30","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Outer London - South","40","40","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","West Central Scotland","50","50","24510","21580"
"In post","2021","Declared disabled","Human Resources","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","West Yorkshire","40","40","[c]","[c]"
"In post","2021","Declared disabled","Inspector of Education and Training","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Inspector of Education and Training","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Inspector of Education and Training","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Inspector of Education and Training","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Inspector of Education and Training","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Inspector of Education and Training","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Inspector of Education and Training","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Inspector of Education and Training","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Intelligence Analysis","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Intelligence Analysis","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Intelligence Analysis","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Intelligence Analysis","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Intelligence Analysis","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Intelligence Analysis","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Intelligence Analysis","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Intelligence Analysis","East Anglia","40","40","[c]","[c]"
