"Status","Year","Profession_of_post","Region_ITL2","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Commercial","Outer London - South","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Outer London - South","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Outer London - South","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Outer London - West and North West","Heterosexual / straight","40","40","[c]","[c]"
"In post","2021","Commercial","Outer London - West and North West","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Outer London - West and North West","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Outer London - West and North West","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Overseas","Heterosexual / straight","30","30","[c]","[c]"
"In post","2021","Commercial","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Shropshire and Staffordshire","Heterosexual / straight","70","70","38920","34800"
"In post","2021","Commercial","Shropshire and Staffordshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Shropshire and Staffordshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Shropshire and Staffordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","South Yorkshire","Heterosexual / straight","80","80","39080","37100"
"In post","2021","Commercial","South Yorkshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","South Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","South Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Southern Scotland","Heterosexual / straight","50","40","[c]","[c]"
"In post","2021","Commercial","Southern Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Southern Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Southern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Surrey, East and West Sussex","Heterosexual / straight","30","30","[c]","[c]"
"In post","2021","Commercial","Surrey, East and West Sussex","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Surrey, East and West Sussex","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Surrey, East and West Sussex","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Tees Valley and Durham","Heterosexual / straight","70","70","43400","38980"
"In post","2021","Commercial","Tees Valley and Durham","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Tees Valley and Durham","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Tees Valley and Durham","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Central Scotland","Heterosexual / straight","80","80","36160","34610"
"In post","2021","Commercial","West Central Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Central Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Central Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Midlands","Heterosexual / straight","100","100","40040","38070"
"In post","2021","Commercial","West Midlands","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Midlands","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Midlands","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Wales and The Valleys","Heterosexual / straight","120","120","34740","31380"
"In post","2021","Commercial","West Wales and The Valleys","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Wales and The Valleys","Undeclared","40","40","[c]","[c]"
"In post","2021","Commercial","West Wales and The Valleys","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Yorkshire","Heterosexual / straight","110","110","42680","36970"
"In post","2021","Commercial","West Yorkshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Yorkshire","Unknown","50","50","38730","35810"
"In post","2021","Communications","Bedfordshire and Hertfordshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Bedfordshire and Hertfordshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Bedfordshire and Hertfordshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Bedfordshire and Hertfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Berkshire, Buckinghamshire and Oxfordshire","Heterosexual / straight","60","60","32620","31290"
"In post","2021","Communications","Berkshire, Buckinghamshire and Oxfordshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Berkshire, Buckinghamshire and Oxfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Cheshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Cheshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Cheshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Cheshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Cornwall and Isles of Scilly","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Cornwall and Isles of Scilly","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Cornwall and Isles of Scilly","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Cornwall and Isles of Scilly","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Cumbria","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Cumbria","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Derbyshire and Nottinghamshire","Heterosexual / straight","50","50","[c]","[c]"
"In post","2021","Communications","Derbyshire and Nottinghamshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Derbyshire and Nottinghamshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Derbyshire and Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Devon","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Devon","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Devon","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Devon","Unknown","30","30","[c]","[c]"
"In post","2021","Communications","Dorset and Somerset","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Dorset and Somerset","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Dorset and Somerset","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Dorset and Somerset","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East Anglia","Heterosexual / straight","30","30","[c]","[c]"
"In post","2021","Communications","East Anglia","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East Anglia","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East Anglia","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East Wales","Heterosexual / straight","190","180","38310","37410"
"In post","2021","Communications","East Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East Wales","Unknown","30","30","[c]","[c]"
"In post","2021","Communications","East Yorkshire and Northern Lincolnshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East Yorkshire and Northern Lincolnshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Eastern Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Eastern Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Eastern Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Essex","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Essex","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Essex","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Gloucestershire, Wiltshire and Bath/Bristol area","Heterosexual / straight","160","150","36300","34670"
"In post","2021","Communications","Gloucestershire, Wiltshire and Bath/Bristol area","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Greater Manchester","Heterosexual / straight","60","60","34820","32010"
"In post","2021","Communications","Greater Manchester","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Greater Manchester","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Greater Manchester","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Hampshire and Isle of Wight","Heterosexual / straight","130","130","33090","32030"
"In post","2021","Communications","Hampshire and Isle of Wight","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Hampshire and Isle of Wight","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Hampshire and Isle of Wight","Unknown","30","30","[c]","[c]"
"In post","2021","Communications","Herefordshire, Worcestershire and Warwickshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Herefordshire, Worcestershire and Warwickshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Highlands and Islands","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Highlands and Islands","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Inner London - East","Heterosexual / straight","140","130","47720","42290"
"In post","2021","Communications","Inner London - East","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Inner London - East","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Inner London - East","Unknown","50","50","[c]","[c]"
"In post","2021","Communications","Inner London - West","Heterosexual / straight","1110","1080","46930","42890"
"In post","2021","Communications","Inner London - West","LGBO","110","110","45120","42620"
"In post","2021","Communications","Inner London - West","Undeclared","120","120","45620","42610"
"In post","2021","Communications","Inner London - West","Unknown","470","460","45390","42200"
"In post","2021","Communications","Kent","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Kent","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Kent","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Lancashire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Lancashire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Lancashire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Lancashire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Leicestershire, Rutland and Northamptonshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Leicestershire, Rutland and Northamptonshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Leicestershire, Rutland and Northamptonshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Lincolnshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Lincolnshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Lincolnshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Merseyside","Heterosexual / straight","50","50","[c]","[c]"
"In post","2021","Communications","Merseyside","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Merseyside","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Merseyside","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","North Yorkshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Communications","North Yorkshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","North Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Communications","North Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Northern Ireland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Northumberland and Tyne and Wear","Heterosexual / straight","60","60","35040","31810"
"In post","2021","Communications","Northumberland and Tyne and Wear","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Northumberland and Tyne and Wear","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Northumberland and Tyne and Wear","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Outer London - East and North East","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Outer London - East and North East","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Outer London - South","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Outer London - South","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Outer London - South","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Outer London - South","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Outer London - West and North West","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Outer London - West and North West","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Outer London - West and North West","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Outer London - West and North West","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Shropshire and Staffordshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Shropshire and Staffordshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Shropshire and Staffordshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Shropshire and Staffordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","South Yorkshire","Heterosexual / straight","30","30","[c]","[c]"
"In post","2021","Communications","South Yorkshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","South Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Communications","South Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Southern Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Southern Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Southern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Surrey, East and West Sussex","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Surrey, East and West Sussex","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Surrey, East and West Sussex","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Surrey, East and West Sussex","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Tees Valley and Durham","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Tees Valley and Durham","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Tees Valley and Durham","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Tees Valley and Durham","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","West Central Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Communications","West Central Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","West Central Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Communications","West Central Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","West Midlands","Heterosexual / straight","60","60","42530","38180"
"In post","2021","Communications","West Midlands","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","West Midlands","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Communications","West Midlands","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","West Wales and The Valleys","Heterosexual / straight","70","70","32080","28850"
"In post","2021","Communications","West Wales and The Valleys","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","West Wales and The Valleys","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Communications","West Wales and The Valleys","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","West Yorkshire","Heterosexual / straight","30","30","[c]","[c]"
"In post","2021","Communications","West Yorkshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","West Yorkshire","Unknown","[c]","[c]","[c]","[c]"
