"Status","Year","Responsibility_level","Region_ITL2","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","AA/AO","Devon","Department for Environment, Food and Rural Affairs","200","180","21060","21050"
"In post","2021","AA/AO","Devon","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Devon","Department for Work and Pensions","830","660","20820","21010"
"In post","2021","AA/AO","Devon","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Devon","HM Land Registry","180","160","22110","22350"
"In post","2021","AA/AO","Devon","HM Revenue and Customs","230","210","20830","21100"
"In post","2021","AA/AO","Devon","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Devon","Ministry of Defence","670","640","23270","20920"
"In post","2021","AA/AO","Devon","Ministry of Justice","800","730","24020","22850"
"In post","2021","AA/AO","Devon","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Dorset and Somerset","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Dorset and Somerset","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Dorset and Somerset","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Dorset and Somerset","Department for Work and Pensions","210","180","20930","21010"
"In post","2021","AA/AO","Dorset and Somerset","HM Land Registry","100","100","22350","22350"
"In post","2021","AA/AO","Dorset and Somerset","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Dorset and Somerset","Ministry of Defence","570","550","20560","20720"
"In post","2021","AA/AO","Dorset and Somerset","Ministry of Justice","780","730","24170","23240"
"In post","2021","AA/AO","Dorset and Somerset","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","East Anglia","Attorney General's Departments","40","30","[c]","[c]"
"In post","2021","AA/AO","East Anglia","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","East Anglia","Department for Business, Energy and Industrial Strategy","40","40","[c]","[c]"
"In post","2021","AA/AO","East Anglia","Department for Environment, Food and Rural Affairs","80","70","20780","21050"
"In post","2021","AA/AO","East Anglia","Department for Transport","60","50","26260","26580"
"In post","2021","AA/AO","East Anglia","Department for Work and Pensions","390","310","20900","21010"
"In post","2021","AA/AO","East Anglia","Department of Health and Social Care","60","50","21580","21570"
"In post","2021","AA/AO","East Anglia","HM Land Registry","70","70","22360","22350"
"In post","2021","AA/AO","East Anglia","HM Revenue and Customs","170","150","20840","21250"
"In post","2021","AA/AO","East Anglia","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","East Anglia","Home Office","450","380","21030","21430"
"In post","2021","AA/AO","East Anglia","Ministry of Defence","980","940","21750","20920"
"In post","2021","AA/AO","East Anglia","Ministry of Justice","2590","2410","25100","23970"
"In post","2021","AA/AO","East Anglia","Office for Standards in Education","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","East Anglia","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","East Wales","Attorney General's Departments","60","60","21910","21950"
"In post","2021","AA/AO","East Wales","Department for Business, Energy and Industrial Strategy","630","550","21360","21140"
"In post","2021","AA/AO","East Wales","Department for Environment, Food and Rural Affairs","50","40","[c]","[c]"
"In post","2021","AA/AO","East Wales","Department for Transport","50","40","[c]","[c]"
"In post","2021","AA/AO","East Wales","Department for Work and Pensions","680","590","20900","21010"
"In post","2021","AA/AO","East Wales","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","East Wales","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","East Wales","HM Revenue and Customs","1490","1320","20480","20140"
"In post","2021","AA/AO","East Wales","Home Office","170","140","21170","21430"
"In post","2021","AA/AO","East Wales","Ministry of Defence","410","390","20430","20720"
"In post","2021","AA/AO","East Wales","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","East Wales","Ministry of Justice","1310","1230","22970","22850"
"In post","2021","AA/AO","East Wales","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","East Wales","United Kingdom Statistics Authority","400","360","19340","19520"
"In post","2021","AA/AO","East Wales","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","East Wales","Welsh Government","480","440","23330","23830"
"In post","2021","AA/AO","East Yorkshire and Northern Lincolnshire","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","East Yorkshire and Northern Lincolnshire","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","East Yorkshire and Northern Lincolnshire","Department for Transport","40","40","[c]","[c]"
"In post","2021","AA/AO","East Yorkshire and Northern Lincolnshire","Department for Work and Pensions","420","340","20840","21010"
"In post","2021","AA/AO","East Yorkshire and Northern Lincolnshire","HM Land Registry","110","100","22350","22350"
"In post","2021","AA/AO","East Yorkshire and Northern Lincolnshire","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","East Yorkshire and Northern Lincolnshire","Home Office","70","70","21380","21430"
"In post","2021","AA/AO","East Yorkshire and Northern Lincolnshire","Ministry of Defence","160","150","23770","21130"
"In post","2021","AA/AO","East Yorkshire and Northern Lincolnshire","Ministry of Justice","1300","1200","25190","24920"
"In post","2021","AA/AO","Eastern Scotland","Department for Business, Energy and Industrial Strategy","70","70","20940","20880"
"In post","2021","AA/AO","Eastern Scotland","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Eastern Scotland","Department for Transport","30","30","[c]","[c]"
"In post","2021","AA/AO","Eastern Scotland","Department for Work and Pensions","1500","1310","20910","21010"
"In post","2021","AA/AO","Eastern Scotland","HM Revenue and Customs","1110","1030","20380","20140"
"In post","2021","AA/AO","Eastern Scotland","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Eastern Scotland","Ministry of Defence","360","340","21260","20920"
"In post","2021","AA/AO","Eastern Scotland","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Eastern Scotland","Scotland Office","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Eastern Scotland","Scottish Government","3130","2950","23220","22820"
"In post","2021","AA/AO","Eastern Scotland","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Essex","Attorney General's Departments","40","30","[c]","[c]"
"In post","2021","AA/AO","Essex","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Essex","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Essex","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Essex","Department for Work and Pensions","430","370","24110","24180"
"In post","2021","AA/AO","Essex","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Essex","HM Revenue and Customs","210","170","20880","21100"
"In post","2021","AA/AO","Essex","Home Office","170","160","21430","21430"
"In post","2021","AA/AO","Essex","Ministry of Defence","290","280","25310","21130"
"In post","2021","AA/AO","Essex","Ministry of Justice","450","410","24650","23270"
"In post","2021","AA/AO","Essex","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Gloucestershire, Wiltshire and Bath/Bristol area","Attorney General's Departments","30","30","[c]","[c]"
"In post","2021","AA/AO","Gloucestershire, Wiltshire and Bath/Bristol area","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Gloucestershire, Wiltshire and Bath/Bristol area","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Gloucestershire, Wiltshire and Bath/Bristol area","Department for Environment, Food and Rural Affairs","60","60","21140","21050"
"In post","2021","AA/AO","Gloucestershire, Wiltshire and Bath/Bristol area","Department for Transport","90","80","22990","21590"
"In post","2021","AA/AO","Gloucestershire, Wiltshire and Bath/Bristol area","Department for Work and Pensions","430","360","20980","21010"
"In post","2021","AA/AO","Gloucestershire, Wiltshire and Bath/Bristol area","Department of Health and Social Care","190","170","20140","19630"
"In post","2021","AA/AO","Gloucestershire, Wiltshire and Bath/Bristol area","HM Land Registry","90","90","22350","22350"
"In post","2021","AA/AO","Gloucestershire, Wiltshire and Bath/Bristol area","HM Revenue and Customs","150","140","20690","20140"
"In post","2021","AA/AO","Gloucestershire, Wiltshire and Bath/Bristol area","Home Office","40","30","[c]","[c]"
"In post","2021","AA/AO","Gloucestershire, Wiltshire and Bath/Bristol area","Ministry of Defence","1380","1320","22130","20920"
"In post","2021","AA/AO","Gloucestershire, Wiltshire and Bath/Bristol area","Ministry of Housing, Communities and Local Government","160","150","21550","21270"
"In post","2021","AA/AO","Gloucestershire, Wiltshire and Bath/Bristol area","Ministry of Justice","1160","1080","23220","21550"
"In post","2021","AA/AO","Gloucestershire, Wiltshire and Bath/Bristol area","National Crime Agency","40","40","[c]","[c]"
"In post","2021","AA/AO","Gloucestershire, Wiltshire and Bath/Bristol area","Office for Standards in Education","30","30","[c]","[c]"
"In post","2021","AA/AO","Gloucestershire, Wiltshire and Bath/Bristol area","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Greater Manchester","Attorney General's Departments","70","60","21940","21950"
"In post","2021","AA/AO","Greater Manchester","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Greater Manchester","Department for Business, Energy and Industrial Strategy","60","60","20830","20880"
"In post","2021","AA/AO","Greater Manchester","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Greater Manchester","Department for Transport","30","30","[c]","[c]"
"In post","2021","AA/AO","Greater Manchester","Department for Work and Pensions","1830","1600","20690","21010"
"In post","2021","AA/AO","Greater Manchester","Department of Health and Social Care","130","120","19880","19630"
"In post","2021","AA/AO","Greater Manchester","HM Revenue and Customs","1370","1240","20450","20140"
"In post","2021","AA/AO","Greater Manchester","Home Office","160","150","21280","21430"
"In post","2021","AA/AO","Greater Manchester","Ministry of Defence","240","220","20890","20920"
"In post","2021","AA/AO","Greater Manchester","Ministry of Justice","1670","1540","22770","21180"
"In post","2021","AA/AO","Greater Manchester","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Greater Manchester","Office for Standards in Education","140","130","21160","21160"
"In post","2021","AA/AO","Greater Manchester","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Hampshire and Isle of Wight","Attorney General's Departments","60","50","22260","23520"
"In post","2021","AA/AO","Hampshire and Isle of Wight","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Hampshire and Isle of Wight","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Hampshire and Isle of Wight","Department for Transport","140","140","23590","21590"
"In post","2021","AA/AO","Hampshire and Isle of Wight","Department for Work and Pensions","350","290","20780","21010"
"In post","2021","AA/AO","Hampshire and Isle of Wight","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Hampshire and Isle of Wight","HM Revenue and Customs","470","400","20550","20140"
"In post","2021","AA/AO","Hampshire and Isle of Wight","Home Office","40","40","[c]","[c]"
"In post","2021","AA/AO","Hampshire and Isle of Wight","Ministry of Defence","1560","1500","22710","20920"
"In post","2021","AA/AO","Hampshire and Isle of Wight","Ministry of Justice","980","910","24710","23240"
"In post","2021","AA/AO","Hampshire and Isle of Wight","United Kingdom Statistics Authority","1050","660","19720","19520"
"In post","2021","AA/AO","Herefordshire, Worcestershire and Warwickshire","Department for Environment, Food and Rural Affairs","100","90","20950","21050"
"In post","2021","AA/AO","Herefordshire, Worcestershire and Warwickshire","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Herefordshire, Worcestershire and Warwickshire","Department for Work and Pensions","350","290","20710","21010"
"In post","2021","AA/AO","Herefordshire, Worcestershire and Warwickshire","Home Office","60","60","21430","21430"
"In post","2021","AA/AO","Herefordshire, Worcestershire and Warwickshire","Ministry of Defence","330","320","23620","20920"
"In post","2021","AA/AO","Herefordshire, Worcestershire and Warwickshire","Ministry of Justice","980","940","24200","23240"
"In post","2021","AA/AO","Highlands and Islands","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Highlands and Islands","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Highlands and Islands","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Highlands and Islands","Department for Work and Pensions","150","130","20870","21010"
"In post","2021","AA/AO","Highlands and Islands","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Highlands and Islands","Ministry of Defence","240","230","20730","20520"
"In post","2021","AA/AO","Highlands and Islands","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Highlands and Islands","Scottish Government","410","380","23580","22920"
"In post","2021","AA/AO","Inner London - East","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Inner London - East","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Inner London - East","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Inner London - East","Department for Business, Energy and Industrial Strategy","40","40","[c]","[c]"
"In post","2021","AA/AO","Inner London - East","Department for Transport","80","60","32550","32740"
"In post","2021","AA/AO","Inner London - East","Department for Work and Pensions","680","600","24220","25110"
"In post","2021","AA/AO","Inner London - East","Department of Health and Social Care","80","80","22900","23530"
"In post","2021","AA/AO","Inner London - East","HM Revenue and Customs","320","280","25050","25630"
"In post","2021","AA/AO","Inner London - East","Home Office","80","70","25480","25630"
"In post","2021","AA/AO","Inner London - East","Ministry of Defence","50","50","22730","23090"
"In post","2021","AA/AO","Inner London - East","Ministry of Justice","1190","1140","27310","24920"
"In post","2021","AA/AO","Inner London - East","National Crime Agency","100","100","25970","24220"
"In post","2021","AA/AO","Inner London - East","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Inner London - East","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Inner London - East","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Inner London - West","Attorney General's Departments","340","320","23120","23520"
"In post","2021","AA/AO","Inner London - West","Cabinet Office","130","130","24470","24490"
"In post","2021","AA/AO","Inner London - West","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Inner London - West","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Inner London - West","Department for Business, Energy and Industrial Strategy","70","70","25490","24900"
"In post","2021","AA/AO","Inner London - West","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Inner London - West","Department for Education","30","30","[c]","[c]"
"In post","2021","AA/AO","Inner London - West","Department for Environment, Food and Rural Affairs","80","80","24420","24370"
"In post","2021","AA/AO","Inner London - West","Department for International Trade","30","30","[c]","[c]"
"In post","2021","AA/AO","Inner London - West","Department for Transport","40","40","[c]","[c]"
"In post","2021","AA/AO","Inner London - West","Department for Work and Pensions","180","160","24750","25110"
"In post","2021","AA/AO","Inner London - West","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Inner London - West","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Inner London - West","Foreign, Commonwealth and Development Office","270","260","27920","28000"
"In post","2021","AA/AO","Inner London - West","HM Revenue and Customs","190","170","24960","25630"
"In post","2021","AA/AO","Inner London - West","HM Treasury","50","50","23030","23500"
"In post","2021","AA/AO","Inner London - West","Home Office","290","260","24880","25630"
"In post","2021","AA/AO","Inner London - West","Ministry of Defence","520","510","25540","23090"
"In post","2021","AA/AO","Inner London - West","Ministry of Housing, Communities and Local Government","40","40","[c]","[c]"
"In post","2021","AA/AO","Inner London - West","Ministry of Justice","2120","2020","26170","23500"
"In post","2021","AA/AO","Inner London - West","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Inner London - West","Office for Standards in Education","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Inner London - West","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Inner London - West","Scotland Office","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Inner London - West","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Inner London - West","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Inner London - West","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Inner London - West","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Inner London - West","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Inner London - West","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Kent","Attorney General's Departments","30","30","[c]","[c]"
"In post","2021","AA/AO","Kent","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Kent","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Kent","Department for Transport","40","40","[c]","[c]"
"In post","2021","AA/AO","Kent","Department for Work and Pensions","540","480","24420","24180"
"In post","2021","AA/AO","Kent","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Kent","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Kent","Home Office","370","350","21310","21430"
"In post","2021","AA/AO","Kent","Ministry of Defence","180","170","23210","20920"
"In post","2021","AA/AO","Kent","Ministry of Justice","1740","1650","26350","27850"
"In post","2021","AA/AO","Kent","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Lancashire","Attorney General's Departments","30","30","[c]","[c]"
"In post","2021","AA/AO","Lancashire","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Lancashire","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Lancashire","Department for Transport","30","30","[c]","[c]"
"In post","2021","AA/AO","Lancashire","Department for Work and Pensions","3080","2730","20830","21010"
"In post","2021","AA/AO","Lancashire","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Lancashire","HM Land Registry","150","140","22350","22350"
"In post","2021","AA/AO","Lancashire","HM Revenue and Customs","1000","840","20620","20140"
"In post","2021","AA/AO","Lancashire","Ministry of Defence","230","210","20810","20920"
"In post","2021","AA/AO","Lancashire","Ministry of Justice","1540","1400","24780","24120"
"In post","2021","AA/AO","Lancashire","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Leicestershire, Rutland and Northamptonshire","Attorney General's Departments","40","30","[c]","[c]"
"In post","2021","AA/AO","Leicestershire, Rutland and Northamptonshire","Department for Transport","40","40","[c]","[c]"
"In post","2021","AA/AO","Leicestershire, Rutland and Northamptonshire","Department for Work and Pensions","620","520","20810","21010"
"In post","2021","AA/AO","Leicestershire, Rutland and Northamptonshire","HM Land Registry","100","100","22350","22350"
"In post","2021","AA/AO","Leicestershire, Rutland and Northamptonshire","HM Revenue and Customs","230","200","20720","20140"
"In post","2021","AA/AO","Leicestershire, Rutland and Northamptonshire","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Leicestershire, Rutland and Northamptonshire","Ministry of Defence","240","230","21030","20920"
"In post","2021","AA/AO","Leicestershire, Rutland and Northamptonshire","Ministry of Justice","1610","1460","22610","20670"
"In post","2021","AA/AO","Leicestershire, Rutland and Northamptonshire","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Lincolnshire","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Lincolnshire","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Lincolnshire","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Lincolnshire","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Lincolnshire","Department for Work and Pensions","150","120","20850","21010"
"In post","2021","AA/AO","Lincolnshire","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Lincolnshire","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Lincolnshire","Ministry of Defence","550","530","20440","20920"
"In post","2021","AA/AO","Lincolnshire","Ministry of Justice","560","530","24340","23970"
"In post","2021","AA/AO","Lincolnshire","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Merseyside","Attorney General's Departments","90","80","21840","21950"
"In post","2021","AA/AO","Merseyside","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Merseyside","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Merseyside","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Merseyside","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Merseyside","Department for Work and Pensions","1450","1200","20860","21010"
