"Status","Year","Region_ITL2","Profession_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Communications","Male","50","50","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Digital, Data and Technology","Female","80","70","39860","35300"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Digital, Data and Technology","Male","170","170","42240","39790"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Economics","Female","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Economics","Male","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Finance","Female","170","160","36590","33000"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Finance","Male","140","130","40730","35300"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Human Resources","Female","100","100","37120","31690"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Internal Audit","Female","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Internal Audit","Male","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","International Trade","Female","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","International Trade","Male","40","40","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Knowledge and Information Management","Female","60","50","34180","31980"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Knowledge and Information Management","Male","30","30","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Legal","Female","130","110","46200","45660"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Legal","Male","90","70","48900","51970"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Medicine","Female","100","90","46940","37890"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Medicine","Male","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Operational Delivery","Female","1750","1600","28240","25840"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Operational Delivery","Male","1670","1630","30770","30400"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Operational Research","Female","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Operational Research","Male","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Other","Female","510","490","25730","21870"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Other","Male","410","400","28140","23120"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Planning","Female","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Planning","Male","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Policy","Female","40","40","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Policy","Male","40","40","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Project Delivery","Female","210","200","37490","34790"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Project Delivery","Male","150","150","43670","40580"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Property","Female","110","100","33200","32140"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Property","Male","250","250","34590","33300"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Psychology","Female","80","80","36120","31180"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Psychology","Male","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Science and Engineering","Female","140","130","42910","39700"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Science and Engineering","Male","190","180","42790","40560"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Security","Female","120","120","31670","26670"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Security","Male","850","840","34690","34770"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Statistics","Female","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Statistics","Male","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Tax","Female","90","80","36970","35000"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Tax","Male","90","80","38160","35000"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Unknown","Female","890","790","28830","27920"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Unknown","Male","440","430","29430","27570"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Veterinarian","Female","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Veterinarian","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Digital, Data and Technology","Female","60","50","40530","36740"
"In post","2021","Cheshire","Digital, Data and Technology","Male","80","80","42960","45480"
"In post","2021","Cheshire","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Human Resources","Female","40","40","[c]","[c]"
"In post","2021","Cheshire","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Internal Audit","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Internal Audit","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Legal","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Legal","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Medicine","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Medicine","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Operational Delivery","Female","1290","1220","30340","29400"
"In post","2021","Cheshire","Operational Delivery","Male","1170","1140","33210","31650"
"In post","2021","Cheshire","Other","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Other","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Planning","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Planning","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Policy","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Policy","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Project Delivery","Male","30","30","[c]","[c]"
"In post","2021","Cheshire","Property","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Property","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Psychology","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Psychology","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Security","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Security","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Unknown","Female","630","550","25610","27570"
"In post","2021","Cheshire","Unknown","Male","310","300","25610","27570"
"In post","2021","Cheshire","Veterinarian","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Veterinarian","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Legal","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Legal","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Medicine","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Medicine","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Operational Delivery","Female","140","120","25280","22260"
"In post","2021","Cornwall and Isles of Scilly","Operational Delivery","Male","120","110","28640","26750"
"In post","2021","Cornwall and Isles of Scilly","Other","Female","70","70","22150","21130"
"In post","2021","Cornwall and Isles of Scilly","Other","Male","140","130","23920","21130"
"In post","2021","Cornwall and Isles of Scilly","Policy","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Policy","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Property","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Property","Male","30","30","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Science and Engineering","Male","90","90","24580","22500"
"In post","2021","Cornwall and Isles of Scilly","Security","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Security","Male","40","30","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Statistics","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Statistics","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Unknown","Female","580","500","25380","27570"
"In post","2021","Cornwall and Isles of Scilly","Unknown","Male","260","250","25750","27570"
"In post","2021","Cornwall and Isles of Scilly","Veterinarian","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Veterinarian","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Legal","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Legal","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Operational Delivery","Female","840","720","24760","21050"
"In post","2021","Cumbria","Operational Delivery","Male","460","450","26370","22850"
"In post","2021","Cumbria","Other","Female","30","30","[c]","[c]"
"In post","2021","Cumbria","Other","Male","60","60","22830","21060"
"In post","2021","Cumbria","Policy","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Policy","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Project Delivery","Female","40","30","[c]","[c]"
"In post","2021","Cumbria","Project Delivery","Male","70","70","42640","40140"
"In post","2021","Cumbria","Property","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Property","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Science and Engineering","Male","80","80","41540","40710"
"In post","2021","Cumbria","Security","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Security","Male","80","70","28410","23540"
"In post","2021","Cumbria","Unknown","Female","210","170","27230","27570"
"In post","2021","Cumbria","Unknown","Male","70","70","26410","27570"
"In post","2021","Cumbria","Veterinarian","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Veterinarian","Male","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Commercial","Female","40","40","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Commercial","Male","40","30","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Communications","Female","60","50","37320","36780"
"In post","2021","Derbyshire and Nottinghamshire","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Digital, Data and Technology","Female","60","60","41390","39060"
"In post","2021","Derbyshire and Nottinghamshire","Digital, Data and Technology","Male","120","110","37200","32240"
"In post","2021","Derbyshire and Nottinghamshire","Finance","Female","90","90","35230","32230"
"In post","2021","Derbyshire and Nottinghamshire","Finance","Male","60","60","40420","37270"
"In post","2021","Derbyshire and Nottinghamshire","Human Resources","Female","230","210","39080","33840"
"In post","2021","Derbyshire and Nottinghamshire","Human Resources","Male","90","80","39320","33950"
"In post","2021","Derbyshire and Nottinghamshire","Inspector of Education and Training","Female","50","50","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Inspector of Education and Training","Male","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Internal Audit","Female","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Internal Audit","Male","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","International Trade","Female","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","International Trade","Male","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Legal","Female","180","160","41440","38630"
"In post","2021","Derbyshire and Nottinghamshire","Legal","Male","190","180","39400","33840"
"In post","2021","Derbyshire and Nottinghamshire","Medicine","Female","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Medicine","Male","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Operational Delivery","Female","3090","2790","27120","25040"
"In post","2021","Derbyshire and Nottinghamshire","Operational Delivery","Male","2430","2330","28470","26700"
"In post","2021","Derbyshire and Nottinghamshire","Operational Research","Female","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Operational Research","Male","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Other","Female","100","100","26900","21580"
"In post","2021","Derbyshire and Nottinghamshire","Other","Male","100","90","37360","26470"
"In post","2021","Derbyshire and Nottinghamshire","Planning","Female","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Planning","Male","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Policy","Female","160","150","40060","36780"
"In post","2021","Derbyshire and Nottinghamshire","Policy","Male","80","80","43460","37900"
"In post","2021","Derbyshire and Nottinghamshire","Project Delivery","Female","100","100","42120","38630"
"In post","2021","Derbyshire and Nottinghamshire","Project Delivery","Male","90","90","44170","41800"
"In post","2021","Derbyshire and Nottinghamshire","Property","Female","150","130","36450","33630"
"In post","2021","Derbyshire and Nottinghamshire","Property","Male","160","150","40750","38630"
"In post","2021","Derbyshire and Nottinghamshire","Psychology","Female","90","80","35160","30450"
"In post","2021","Derbyshire and Nottinghamshire","Psychology","Male","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Science and Engineering","Female","130","120","39450","37890"
"In post","2021","Derbyshire and Nottinghamshire","Science and Engineering","Male","190","180","44390","42530"
"In post","2021","Derbyshire and Nottinghamshire","Security","Female","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Security","Male","60","60","32810","33200"
"In post","2021","Derbyshire and Nottinghamshire","Social Research","Female","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Social Research","Male","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Statistics","Female","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Statistics","Male","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Tax","Female","570","530","32700","31810"
"In post","2021","Derbyshire and Nottinghamshire","Tax","Male","700","680","33460","31810"
"In post","2021","Derbyshire and Nottinghamshire","Unknown","Female","1710","1470","26600","27570"
"In post","2021","Derbyshire and Nottinghamshire","Unknown","Male","920","880","27740","27570"
"In post","2021","Derbyshire and Nottinghamshire","Veterinarian","Female","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Veterinarian","Male","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Commercial","Female","120","110","40890","38370"
"In post","2021","Devon","Commercial","Male","110","110","44830","46100"
"In post","2021","Devon","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Digital, Data and Technology","Female","270","240","36290","35030"
"In post","2021","Devon","Digital, Data and Technology","Male","620","610","38420","38450"
"In post","2021","Devon","Finance","Female","50","40","[c]","[c]"
"In post","2021","Devon","Finance","Male","50","50","[c]","[c]"
"In post","2021","Devon","Human Resources","Female","80","70","36150","32810"
"In post","2021","Devon","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Internal Audit","Female","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Internal Audit","Male","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Legal","Female","50","50","47770","49050"
"In post","2021","Devon","Legal","Male","40","40","[c]","[c]"
"In post","2021","Devon","Medicine","Female","90","80","34450","23770"
"In post","2021","Devon","Medicine","Male","50","40","[c]","[c]"
"In post","2021","Devon","Operational Delivery","Female","1420","1260","26750","23840"
"In post","2021","Devon","Operational Delivery","Male","1450","1370","29800","26780"
"In post","2021","Devon","Operational Research","Female","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Operational Research","Male","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Other","Female","170","160","24210","21440"
"In post","2021","Devon","Other","Male","220","220","26150","21100"
"In post","2021","Devon","Policy","Female","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Policy","Male","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Project Delivery","Female","180","170","38120","38550"
"In post","2021","Devon","Project Delivery","Male","210","210","41580","40040"
"In post","2021","Devon","Property","Female","90","80","32580","32100"
"In post","2021","Devon","Property","Male","140","130","34560","33300"
"In post","2021","Devon","Psychology","Female","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Psychology","Male","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Science and Engineering","Female","270","240","36830","38300"
"In post","2021","Devon","Science and Engineering","Male","650","620","39490","39750"
"In post","2021","Devon","Security","Female","50","50","25680","20920"
"In post","2021","Devon","Security","Male","380","360","27190","20920"
"In post","2021","Devon","Statistics","Female","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Statistics","Male","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Unknown","Female","1410","1140","25320","27570"
"In post","2021","Devon","Unknown","Male","680","640","26320","27570"
"In post","2021","Devon","Veterinarian","Female","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Veterinarian","Male","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Commercial","Female","40","40","[c]","[c]"
"In post","2021","Dorset and Somerset","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Counter Fraud","Female","[c]","[c]","[c]","[c]"
