"Status","Year","Ethnicity","Function_of_post","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Undeclared","No function","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","No function","HM Courts and Tribunals Service","40","30","[c]","[c]"
"Leaver CS","2021","Undeclared","No function","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","No function","HM Prison and Probation Service","60","60","[c]","[c]"
"Leaver CS","2021","Undeclared","No function","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","No function","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","No function","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","No function","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","No function","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","No function","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","No function","National Savings and Investments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","No function","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","No function","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","No function","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","No function","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","No function","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","No function","Public Health England","80","60","33030","34530"
"Leaver CS","2021","Undeclared","No function","Scottish Prison Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","No function","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","No function","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","No function","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","No function","United Kingdom Statistics Authority","60","50","23800","19130"
"Leaver CS","2021","Undeclared","No function","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Project Delivery","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Project Delivery","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Project Delivery","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Project Delivery","Department for International Development","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Project Delivery","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Project Delivery","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Project Delivery","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Project Delivery","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Project Delivery","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Property","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Property","FCDO Services","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Property","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Property","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Property","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Security","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Security","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Security","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","Department for Work and Pensions (excl. agencies)","180","140","26320","26120"
"Leaver CS","2021","Undeclared","Unknown","Foreign and Commonwealth Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","HM Revenue and Customs (excl. agencies)","320","270","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","Home Office (incl. agencies)","90","70","32410","29080"
"Leaver CS","2021","Undeclared","Unknown","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","Ministry of Defence (excl. agencies)","70","60","31370","26670"
"Leaver CS","2021","Undeclared","Unknown","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","Scottish Prison Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","UK Space Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Analysis","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Analysis","Government Actuary's Department","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Analysis","Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Analysis","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Analysis","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Analysis","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Analysis","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Commercial","Cabinet Office (excl. agencies)","50","50","81240","69000"
"Leaver CS","2021","Unknown","Commercial","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Commercial","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Commercial","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Commercial","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Commercial","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Commercial","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Commercial","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Commercial","Scottish Prison Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Commercial","Wilton Park","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Communications","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Communications","Companies House","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Communications","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Communications","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Communications","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Communications","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Communications","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Communications","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Communications","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Communications","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Communications","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Communications","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Communications","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Communications","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Communications","Rural Payments Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Communications","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Communications","Wales Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Counter Fraud","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Counter Fraud","Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Counter Fraud","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Digital, Data & Technology","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Digital, Data & Technology","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Digital, Data & Technology","Companies House","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Digital, Data & Technology","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Digital, Data & Technology","Department for International Development","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Digital, Data & Technology","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Digital, Data & Technology","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Digital, Data & Technology","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Digital, Data & Technology","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Digital, Data & Technology","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Digital, Data & Technology","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Digital, Data & Technology","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Digital, Data & Technology","Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Digital, Data & Technology","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Digital, Data & Technology","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Digital, Data & Technology","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Digital, Data & Technology","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Digital, Data & Technology","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Digital, Data & Technology","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Digital, Data & Technology","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Digital, Data & Technology","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Digital, Data & Technology","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Finance","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Finance","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Finance","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Finance","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Finance","Government Actuary's Department","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Finance","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Finance","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Finance","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Finance","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Finance","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Finance","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Finance","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Finance","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Grants Management","Rural Payments Agency","90","80","24950","21050"
"Leaver CS","2021","Unknown","Human Resources","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Human Resources","Companies House","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Human Resources","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Human Resources","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Human Resources","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Human Resources","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Human Resources","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Human Resources","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Human Resources","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Human Resources","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Human Resources","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Human Resources","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Human Resources","Scottish Prison Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Human Resources","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Human Resources","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Internal Audit","Scottish Prison Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Internal Audit","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Legal","Attorney General's Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Legal","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Legal","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Legal","Crown Prosecution Service","40","30","[c]","[c]"
"Leaver CS","2021","Unknown","Legal","Crown Prosecution Service Inspectorate","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Legal","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Legal","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Legal","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Legal","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Legal","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Legal","Scottish Courts and Tribunals Service","100","90","27690","22820"
"Leaver CS","2021","Unknown","Legal","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","No function","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","No function","Animal and Plant Health Agency","130","120","28760","24370"
"Leaver CS","2021","Unknown","No function","Cabinet Office (excl. agencies)","70","60","42400","29250"
"Leaver CS","2021","Unknown","No function","Companies House","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","No function","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","No function","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","No function","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","40","30","[c]","[c]"
"Leaver CS","2021","Unknown","No function","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","160","150","37490","32400"
"Leaver CS","2021","Unknown","No function","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","No function","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","No function","Driver and Vehicle Licensing Agency","40","40","[c]","[c]"
"Leaver CS","2021","Unknown","No function","Driver and Vehicle Standards Agency","40","30","[c]","[c]"
"Leaver CS","2021","Unknown","No function","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","No function","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","No function","HM Courts and Tribunals Service","310","300","20650","19930"
"Leaver CS","2021","Unknown","No function","HM Land Registry","30","30","[c]","[c]"
"Leaver CS","2021","Unknown","No function","HM Prison and Probation Service","1050","990","[c]","[c]"
"Leaver CS","2021","Unknown","No function","Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","No function","Legal Aid Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","No function","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","No function","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","No function","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","No function","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","No function","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","No function","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","No function","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","No function","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","No function","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","No function","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","No function","Public Health England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","No function","Registers of Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","No function","Scottish Prison Service","110","100","30270","33650"
"Leaver CS","2021","Unknown","No function","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","No function","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","No function","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","No function","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","No function","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Project Delivery","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Project Delivery","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Project Delivery","Defence Equipment and Support","50","50","28300","27020"
"Leaver CS","2021","Unknown","Project Delivery","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Project Delivery","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Project Delivery","Department for International Development","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Project Delivery","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Project Delivery","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Project Delivery","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Project Delivery","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Project Delivery","Met Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Project Delivery","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Project Delivery","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Project Delivery","Rural Payments Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Project Delivery","Scottish Forestry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Project Delivery","Scottish Prison Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Project Delivery","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Project Delivery","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Project Delivery","Wilton Park","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Property","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Property","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Property","FCDO Services","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Property","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Property","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Property","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Property","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Property","Scottish Prison Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Property","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Property","Valuation Office Agency","110","90","27290","24500"
"Leaver CS","2021","Unknown","Security","Cabinet Office (excl. agencies)","40","40","[c]","[c]"
"Leaver CS","2021","Unknown","Security","Companies House","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Security","FCDO Services","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Security","Government Actuary's Department","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Security","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Security","Ministry of Defence (excl. agencies)","60","60","27240","24970"
"Leaver CS","2021","Unknown","Unknown","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Department for Education (excl. agencies)","70","70","41250","36960"
"Leaver CS","2021","Unknown","Unknown","Department for Transport (excl. agencies)","30","30","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Department for Work and Pensions (excl. agencies)","830","780","27260","27570"
"Leaver CS","2021","Unknown","Unknown","Department of Health and Social Care (excl. agencies)","150","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Disclosure Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Education Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Food Standards Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Foreign and Commonwealth Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Government Property Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","HM Revenue and Customs (excl. agencies)","1340","1180","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Home Office (incl. agencies)","140","130","27060","24880"
"Leaver CS","2021","Unknown","Unknown","Met Office","60","60","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Ministry of Defence (excl. agencies)","170","150","33140","30620"
"Leaver CS","2021","Unknown","Unknown","National Records of Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Revenue Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Royal Fleet Auxiliary","150","150","35020","32400"
"Leaver CS","2021","Unknown","Unknown","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Scottish Fiscal Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Scottish Government (excl. agencies)","90","80","38180","30650"
"Leaver CS","2021","Unknown","Unknown","Scottish Prison Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Scottish Public Pensions Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Social Security Scotland","[c]","[c]","[c]","[c]"
