"Status","Year","Region_ITL2","Sexual_orientation","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Bedfordshire and Hertfordshire","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Unknown","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Unknown","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Unknown","Legal","40","40","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Unknown","No function","270","250","28720","27700"
"In post","2021","Bedfordshire and Hertfordshire","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Unknown","Property","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Unknown","Security","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Unknown","Unknown","360","330","32880","29290"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Heterosexual / straight","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Heterosexual / straight","Commercial","160","160","38780","36760"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Heterosexual / straight","Communications","70","70","33260","31390"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Heterosexual / straight","Counter Fraud","50","50","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Heterosexual / straight","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Heterosexual / straight","Digital, Data & Technology","180","180","42220","39430"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Heterosexual / straight","Finance","250","240","37900","34530"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Heterosexual / straight","Grants Management","80","80","31160","26520"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Heterosexual / straight","Human Resources","110","100","38330","33300"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Heterosexual / straight","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Heterosexual / straight","Legal","160","140","44490","46210"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Heterosexual / straight","No function","2420","2290","31600","30400"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Heterosexual / straight","Project Delivery","400","380","39470","35300"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Heterosexual / straight","Property","270","270","33740","33150"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Heterosexual / straight","Security","700","690","34210","33300"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Heterosexual / straight","Unknown","1730","1640","28730","27570"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","LGBO","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","LGBO","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","LGBO","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","LGBO","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","LGBO","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","LGBO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","LGBO","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","LGBO","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","LGBO","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","LGBO","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","LGBO","No function","180","170","29710","30400"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","LGBO","Property","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","LGBO","Security","30","30","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","LGBO","Unknown","80","80","28050","27570"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","No function","340","320","32160","30600"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","Project Delivery","60","60","39150","35300"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","Property","30","30","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","Security","120","120","36260","39070"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","Unknown","220","200","28990","27570"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Unknown","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Unknown","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Unknown","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Unknown","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Unknown","Digital, Data & Technology","50","50","42280","39790"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Unknown","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Unknown","Grants Management","70","60","26300","21050"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Unknown","Legal","40","40","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Unknown","No function","810","760","32080","30400"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Unknown","Project Delivery","30","30","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Unknown","Property","50","40","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Unknown","Security","230","220","32490","28750"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Unknown","Unknown","330","300","30170","27570"
"In post","2021","Cheshire","Heterosexual / straight","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Heterosexual / straight","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Heterosexual / straight","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Heterosexual / straight","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Heterosexual / straight","Digital, Data & Technology","100","100","42330","45480"
"In post","2021","Cheshire","Heterosexual / straight","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Heterosexual / straight","Grants Management","30","30","[c]","[c]"
"In post","2021","Cheshire","Heterosexual / straight","Human Resources","50","50","42290","39940"
"In post","2021","Cheshire","Heterosexual / straight","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Heterosexual / straight","Legal","30","30","[c]","[c]"
"In post","2021","Cheshire","Heterosexual / straight","No function","1680","1610","32760","31610"
"In post","2021","Cheshire","Heterosexual / straight","Project Delivery","40","40","[c]","[c]"
"In post","2021","Cheshire","Heterosexual / straight","Property","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Heterosexual / straight","Security","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Heterosexual / straight","Unknown","680","620","25520","27570"
"In post","2021","Cheshire","LGBO","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","LGBO","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","LGBO","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","LGBO","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","LGBO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","LGBO","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","LGBO","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","LGBO","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","LGBO","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","LGBO","No function","130","120","30540","28840"
"In post","2021","Cheshire","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","LGBO","Property","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","LGBO","Security","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","LGBO","Unknown","40","40","[c]","[c]"
"In post","2021","Cheshire","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Undeclared","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Undeclared","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Undeclared","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Undeclared","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Undeclared","No function","210","200","32200","31650"
"In post","2021","Cheshire","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Undeclared","Property","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Undeclared","Security","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Undeclared","Unknown","70","60","24620","26120"
"In post","2021","Cheshire","Unknown","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Unknown","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Unknown","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Unknown","Grants Management","60","60","24970","24920"
"In post","2021","Cheshire","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Unknown","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Unknown","No function","390","370","30460","31650"
"In post","2021","Cheshire","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Unknown","Property","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Unknown","Security","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Unknown","Unknown","190","160","25660","27570"
"In post","2021","Cornwall and Isles of Scilly","Heterosexual / straight","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Heterosexual / straight","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Heterosexual / straight","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Heterosexual / straight","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Heterosexual / straight","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Heterosexual / straight","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Heterosexual / straight","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Heterosexual / straight","Legal","30","30","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Heterosexual / straight","No function","200","180","29100","26590"
"In post","2021","Cornwall and Isles of Scilly","Heterosexual / straight","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Heterosexual / straight","Property","40","40","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Heterosexual / straight","Security","40","40","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Heterosexual / straight","Unknown","760","700","25480","26670"
"In post","2021","Cornwall and Isles of Scilly","LGBO","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","LGBO","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","LGBO","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","LGBO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","LGBO","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","LGBO","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","LGBO","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","LGBO","No function","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","LGBO","Property","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","LGBO","Security","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","LGBO","Unknown","40","40","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Undeclared","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Undeclared","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Undeclared","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Undeclared","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Undeclared","No function","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Undeclared","Property","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Undeclared","Security","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Undeclared","Unknown","110","100","25760","26670"
"In post","2021","Cornwall and Isles of Scilly","Unknown","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Unknown","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Unknown","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Unknown","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Unknown","No function","30","30","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Unknown","Property","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Unknown","Security","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Unknown","Unknown","260","220","25120","21010"
"In post","2021","Cumbria","Heterosexual / straight","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Heterosexual / straight","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Heterosexual / straight","Communications","40","30","[c]","[c]"
"In post","2021","Cumbria","Heterosexual / straight","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Heterosexual / straight","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Heterosexual / straight","Grants Management","260","230","24990","21050"
"In post","2021","Cumbria","Heterosexual / straight","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Heterosexual / straight","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Heterosexual / straight","No function","430","390","27130","23970"
"In post","2021","Cumbria","Heterosexual / straight","Project Delivery","220","210","35240","32710"
"In post","2021","Cumbria","Heterosexual / straight","Property","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Heterosexual / straight","Security","70","70","27460","23540"
"In post","2021","Cumbria","Heterosexual / straight","Unknown","180","160","26530","27570"
"In post","2021","Cumbria","LGBO","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","LGBO","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","LGBO","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","LGBO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","LGBO","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","LGBO","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","LGBO","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","LGBO","No function","30","30","[c]","[c]"
"In post","2021","Cumbria","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","LGBO","Property","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","LGBO","Security","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Undeclared","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Undeclared","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Undeclared","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Undeclared","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Undeclared","No function","70","60","29900","25790"
"In post","2021","Cumbria","Undeclared","Project Delivery","40","40","[c]","[c]"
"In post","2021","Cumbria","Undeclared","Security","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Unknown","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Unknown","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Unknown","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Unknown","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Unknown","Grants Management","350","310","23030","21050"
"In post","2021","Cumbria","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Unknown","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Unknown","No function","80","80","28500","26700"
"In post","2021","Cumbria","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Unknown","Security","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Unknown","Unknown","80","60","26210","27570"
"In post","2021","Derbyshire and Nottinghamshire","Heterosexual / straight","Analysis","40","30","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Heterosexual / straight","Commercial","70","70","41200","38550"
"In post","2021","Derbyshire and Nottinghamshire","Heterosexual / straight","Communications","250","240","30560","25560"
"In post","2021","Derbyshire and Nottinghamshire","Heterosexual / straight","Counter Fraud","320","300","34500","31810"
"In post","2021","Derbyshire and Nottinghamshire","Heterosexual / straight","Debt","100","90","22260","20140"
"In post","2021","Derbyshire and Nottinghamshire","Heterosexual / straight","Digital, Data & Technology","110","110","41220","38640"
"In post","2021","Derbyshire and Nottinghamshire","Heterosexual / straight","Finance","140","130","37770","32800"
"In post","2021","Derbyshire and Nottinghamshire","Heterosexual / straight","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Heterosexual / straight","Human Resources","300","290","39220","33840"
"In post","2021","Derbyshire and Nottinghamshire","Heterosexual / straight","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Heterosexual / straight","Legal","260","240","37520","31810"
"In post","2021","Derbyshire and Nottinghamshire","Heterosexual / straight","No function","4230","3940","31050","27150"
"In post","2021","Derbyshire and Nottinghamshire","Heterosexual / straight","Project Delivery","210","200","42660","38630"
"In post","2021","Derbyshire and Nottinghamshire","Heterosexual / straight","Property","220","210","38590","36770"
"In post","2021","Derbyshire and Nottinghamshire","Heterosexual / straight","Security","40","40","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Heterosexual / straight","Unknown","1550","1390","26490","27570"
"In post","2021","Derbyshire and Nottinghamshire","LGBO","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","LGBO","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","LGBO","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","LGBO","Counter Fraud","[c]","[c]","[c]","[c]"
