"Status","Year","Responsibility_level","Ethnicity","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","AA/AO","Unknown","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Unknown","Legal","60","50","21120","20140"
"In post","2021","AA/AO","Unknown","Medicine","80","80","20830","20520"
"In post","2021","AA/AO","Unknown","Operational Delivery","15430","14210","22440","21430"
"In post","2021","AA/AO","Unknown","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Unknown","Other","670","630","22660","20920"
"In post","2021","AA/AO","Unknown","Policy","110","100","22920","23060"
"In post","2021","AA/AO","Unknown","Project Delivery","30","30","[c]","[c]"
"In post","2021","AA/AO","Unknown","Property","160","150","19670","18760"
"In post","2021","AA/AO","Unknown","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Unknown","Science and Engineering","130","130","21510","21520"
"In post","2021","AA/AO","Unknown","Security","710","710","28120","26170"
"In post","2021","AA/AO","Unknown","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Unknown","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Unknown","Tax","2160","2060","20190","20140"
"In post","2021","AA/AO","Unknown","Unknown","3570","3220","21300","21010"
"In post","2021","AA/AO","White","Commercial","170","160","22440","21590"
"In post","2021","AA/AO","White","Communications","180","170","22010","21590"
"In post","2021","AA/AO","White","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","White","Counter Fraud","40","30","[c]","[c]"
"In post","2021","AA/AO","White","Digital, Data and Technology","300","290","21890","21580"
"In post","2021","AA/AO","White","Economics","40","40","[c]","[c]"
"In post","2021","AA/AO","White","Finance","830","700","21360","21440"
"In post","2021","AA/AO","White","Human Resources","960","870","21590","21130"
"In post","2021","AA/AO","White","Intelligence Analysis","90","80","22510","21430"
"In post","2021","AA/AO","White","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","White","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","White","Knowledge and Information Management","260","250","21900","21130"
"In post","2021","AA/AO","White","Legal","200","180","21370","21440"
"In post","2021","AA/AO","White","Medicine","210","190","22480","22640"
"In post","2021","AA/AO","White","Operational Delivery","54440","48450","23040","21440"
"In post","2021","AA/AO","White","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","White","Other","6330","6020","20990","20920"
"In post","2021","AA/AO","White","Planning","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","White","Policy","450","430","23180","23500"
"In post","2021","AA/AO","White","Project Delivery","240","230","21550","21130"
"In post","2021","AA/AO","White","Property","780","740","19480","18800"
"In post","2021","AA/AO","White","Psychology","50","40","[c]","[c]"
"In post","2021","AA/AO","White","Science and Engineering","1090","1050","21660","21580"
"In post","2021","AA/AO","White","Security","4150","4050","26610","21580"
"In post","2021","AA/AO","White","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","White","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","White","Tax","1200","1120","20320","20140"
"In post","2021","AA/AO","White","Unknown","25040","21670","21200","21010"
"In post","2021","AA/AO","White","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","EO","Asian","Commercial","40","30","[c]","[c]"
"In post","2021","EO","Asian","Communications","40","40","[c]","[c]"
"In post","2021","EO","Asian","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","EO","Asian","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","EO","Asian","Digital, Data and Technology","150","150","27920","27130"
"In post","2021","EO","Asian","Economics","[c]","[c]","[c]","[c]"
"In post","2021","EO","Asian","Finance","140","130","27250","26670"
"In post","2021","EO","Asian","Human Resources","80","80","27920","27670"
"In post","2021","EO","Asian","Intelligence Analysis","110","100","28530","28990"
"In post","2021","EO","Asian","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","EO","Asian","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","EO","Asian","Knowledge and Information Management","30","30","[c]","[c]"
"In post","2021","EO","Asian","Legal","130","130","28150","29570"
"In post","2021","EO","Asian","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","EO","Asian","Operational Delivery","3040","2820","27550","27790"
"In post","2021","EO","Asian","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","EO","Asian","Other","270","250","26620","27400"
"In post","2021","EO","Asian","Planning","[c]","[c]","[c]","[c]"
"In post","2021","EO","Asian","Policy","290","280","28770","28670"
"In post","2021","EO","Asian","Project Delivery","130","130","27320","27170"
"In post","2021","EO","Asian","Property","90","90","28150","28330"
"In post","2021","EO","Asian","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","EO","Asian","Science and Engineering","90","90","26300","27200"
"In post","2021","EO","Asian","Security","50","50","[c]","[c]"
"In post","2021","EO","Asian","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","EO","Asian","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","EO","Asian","Tax","340","320","27540","25560"
"In post","2021","EO","Asian","Unknown","4710","4360","28940","27570"
"In post","2021","EO","Asian","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","EO","Black","Commercial","30","30","[c]","[c]"
"In post","2021","EO","Black","Communications","[c]","[c]","[c]","[c]"
"In post","2021","EO","Black","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","EO","Black","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","EO","Black","Digital, Data and Technology","70","70","28380","28440"
"In post","2021","EO","Black","Economics","[c]","[c]","[c]","[c]"
"In post","2021","EO","Black","Finance","70","60","28410","28830"
"In post","2021","EO","Black","Human Resources","70","70","28860","28830"
"In post","2021","EO","Black","Intelligence Analysis","30","30","[c]","[c]"
"In post","2021","EO","Black","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","EO","Black","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","EO","Black","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","EO","Black","Legal","70","60","29070","29570"
"In post","2021","EO","Black","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","EO","Black","Operational Delivery","1460","1380","28660","28760"
"In post","2021","EO","Black","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","EO","Black","Other","180","180","27290","27590"
"In post","2021","EO","Black","Planning","[c]","[c]","[c]","[c]"
"In post","2021","EO","Black","Policy","240","230","29040","28990"
"In post","2021","EO","Black","Project Delivery","80","80","27860","28070"
"In post","2021","EO","Black","Property","40","40","[c]","[c]"
"In post","2021","EO","Black","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","EO","Black","Science and Engineering","40","40","[c]","[c]"
"In post","2021","EO","Black","Security","[c]","[c]","[c]","[c]"
"In post","2021","EO","Black","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","EO","Black","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","EO","Black","Tax","130","120","28160","27570"
"In post","2021","EO","Black","Unknown","2800","2670","29800","31060"
"In post","2021","EO","Black","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","EO","Chinese","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","EO","Chinese","Communications","[c]","[c]","[c]","[c]"
"In post","2021","EO","Chinese","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","EO","Chinese","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","EO","Chinese","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","EO","Chinese","Economics","[c]","[c]","[c]","[c]"
"In post","2021","EO","Chinese","Finance","[c]","[c]","[c]","[c]"
"In post","2021","EO","Chinese","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","EO","Chinese","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","EO","Chinese","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","EO","Chinese","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","EO","Chinese","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","EO","Chinese","Legal","[c]","[c]","[c]","[c]"
"In post","2021","EO","Chinese","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","EO","Chinese","Operational Delivery","110","100","26870","26320"
"In post","2021","EO","Chinese","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","EO","Chinese","Other","[c]","[c]","[c]","[c]"
"In post","2021","EO","Chinese","Planning","[c]","[c]","[c]","[c]"
"In post","2021","EO","Chinese","Policy","[c]","[c]","[c]","[c]"
"In post","2021","EO","Chinese","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","EO","Chinese","Property","[c]","[c]","[c]","[c]"
"In post","2021","EO","Chinese","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","EO","Chinese","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","EO","Chinese","Security","[c]","[c]","[c]","[c]"
"In post","2021","EO","Chinese","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","EO","Chinese","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","EO","Chinese","Tax","[c]","[c]","[c]","[c]"
"In post","2021","EO","Chinese","Unknown","80","80","28610","27570"
"In post","2021","EO","Chinese","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","EO","Mixed","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","EO","Mixed","Communications","[c]","[c]","[c]","[c]"
"In post","2021","EO","Mixed","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","EO","Mixed","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","EO","Mixed","Digital, Data and Technology","30","30","[c]","[c]"
"In post","2021","EO","Mixed","Economics","[c]","[c]","[c]","[c]"
"In post","2021","EO","Mixed","Finance","[c]","[c]","[c]","[c]"
"In post","2021","EO","Mixed","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","EO","Mixed","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","EO","Mixed","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","EO","Mixed","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","EO","Mixed","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","EO","Mixed","Legal","40","40","[c]","[c]"
"In post","2021","EO","Mixed","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","EO","Mixed","Operational Delivery","660","620","27830","26780"
"In post","2021","EO","Mixed","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","EO","Mixed","Other","70","70","27130","26950"
"In post","2021","EO","Mixed","Planning","[c]","[c]","[c]","[c]"
"In post","2021","EO","Mixed","Policy","90","90","27760","27730"
"In post","2021","EO","Mixed","Project Delivery","30","30","[c]","[c]"
"In post","2021","EO","Mixed","Property","[c]","[c]","[c]","[c]"
"In post","2021","EO","Mixed","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","EO","Mixed","Science and Engineering","40","40","[c]","[c]"
"In post","2021","EO","Mixed","Security","[c]","[c]","[c]","[c]"
"In post","2021","EO","Mixed","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","EO","Mixed","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","EO","Mixed","Tax","30","30","[c]","[c]"
"In post","2021","EO","Mixed","Unknown","1030","970","28610","27570"
"In post","2021","EO","Mixed","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","EO","Other ethnicity","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","EO","Other ethnicity","Communications","[c]","[c]","[c]","[c]"
"In post","2021","EO","Other ethnicity","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","EO","Other ethnicity","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","EO","Other ethnicity","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","EO","Other ethnicity","Economics","[c]","[c]","[c]","[c]"
"In post","2021","EO","Other ethnicity","Finance","[c]","[c]","[c]","[c]"
"In post","2021","EO","Other ethnicity","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","EO","Other ethnicity","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","EO","Other ethnicity","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","EO","Other ethnicity","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","EO","Other ethnicity","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","EO","Other ethnicity","Legal","[c]","[c]","[c]","[c]"
"In post","2021","EO","Other ethnicity","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","EO","Other ethnicity","Operational Delivery","230","220","28160","27460"
"In post","2021","EO","Other ethnicity","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","EO","Other ethnicity","Other","40","30","[c]","[c]"
"In post","2021","EO","Other ethnicity","Planning","[c]","[c]","[c]","[c]"
"In post","2021","EO","Other ethnicity","Policy","40","40","[c]","[c]"
"In post","2021","EO","Other ethnicity","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","EO","Other ethnicity","Property","[c]","[c]","[c]","[c]"
"In post","2021","EO","Other ethnicity","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","EO","Other ethnicity","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","EO","Other ethnicity","Security","[c]","[c]","[c]","[c]"
"In post","2021","EO","Other ethnicity","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","EO","Other ethnicity","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","EO","Other ethnicity","Tax","[c]","[c]","[c]","[c]"
