"Status","Year","Sexual_orientation","Parent_department","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Heterosexual / straight","Department for Education","Department for Education (excl. agencies)","4000","3840","44370","40510"
"In post","2021","Heterosexual / straight","Department for Education","Education and Skills Funding Agency","1210","1170","41370","36960"
"In post","2021","Heterosexual / straight","Department for Education","Institute for Apprenticeships and Technical Education","140","140","50340","50470"
"In post","2021","Heterosexual / straight","Department for Education","Standards and Testing Agency","100","100","42970","40570"
"In post","2021","Heterosexual / straight","Department for Education","Teaching Regulation Agency","60","60","32690","29360"
"In post","2021","Heterosexual / straight","Department for Environment, Food and Rural Affairs","Animal and Plant Health Agency","1880","1780","30450","27960"
"In post","2021","Heterosexual / straight","Department for Environment, Food and Rural Affairs","Centre for Environment, Fisheries and Aquaculture Science","230","210","33820","29510"
"In post","2021","Heterosexual / straight","Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs (excl. agencies)","3780","3650","42540","37910"
"In post","2021","Heterosexual / straight","Department for Environment, Food and Rural Affairs","Rural Payments Agency","960","860","28070","25600"
"In post","2021","Heterosexual / straight","Department for Environment, Food and Rural Affairs","Veterinary Medicines Directorate","120","110","42240","38750"
"In post","2021","Heterosexual / straight","Department for International Trade","Department for International Trade","1540","1520","46460","41180"
"In post","2021","Heterosexual / straight","Department for Transport","Department for Transport (excl. agencies)","2280","2220","49270","44480"
"In post","2021","Heterosexual / straight","Department for Transport","Driver and Vehicle Licensing Agency","3830","3440","26840","21590"
"In post","2021","Heterosexual / straight","Department for Transport","Driver and Vehicle Standards Agency","2780","2630","30260","27680"
"In post","2021","Heterosexual / straight","Department for Transport","Maritime and Coastguard Agency","900","860","37850","33830"
"In post","2021","Heterosexual / straight","Department for Transport","Vehicle Certification Agency","180","170","36350","34290"
"In post","2021","Heterosexual / straight","Department for Work and Pensions","Department for Work and Pensions (excl. agencies)","58730","53040","27900","27570"
"In post","2021","Heterosexual / straight","Department for Work and Pensions","Health and Safety Executive","1830","1710","43250","40680"
"In post","2021","Heterosexual / straight","Department of Health and Social Care","Department of Health and Social Care (excl. agencies)","1370","1320","48110","46000"
"In post","2021","Heterosexual / straight","Department of Health and Social Care","Medicines and Healthcare Products Regulatory Agency","790","780","46360","40850"
"In post","2021","Heterosexual / straight","Department of Health and Social Care","Public Health England","4650","4250","42130","36690"
"In post","2021","Heterosexual / straight","ESTYN","ESTYN","100","90","58240","74730"
"In post","2021","Heterosexual / straight","Food Standards Agency","Food Standards Agency","860","840","38220","35730"
"In post","2021","Heterosexual / straight","Foreign, Commonwealth and Development Office","FCDO Services","820","780","40420","36010"
"In post","2021","Heterosexual / straight","Foreign, Commonwealth and Development Office","Foreign, Commonwealth and Development Office (excl. agencies)","5100","5000","48610","44110"
"In post","2021","Heterosexual / straight","Foreign, Commonwealth and Development Office","Wilton Park","70","60","33640","28640"
"In post","2021","Heterosexual / straight","HM Land Registry","HM Land Registry","3550","3210","32090","27130"
"In post","2021","Heterosexual / straight","HM Revenue and Customs","HM Revenue and Customs (excl. agencies)","34620","31910","32740","31810"
"In post","2021","Heterosexual / straight","HM Revenue and Customs","Valuation Office Agency","2080","1920","34970","31450"
"In post","2021","Heterosexual / straight","HM Treasury","Debt Management Office","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","HM Treasury","Government Internal Audit Agency","390","370","48360","46350"
"In post","2021","Heterosexual / straight","HM Treasury","HM Treasury (excl. agencies)","1520","1490","47800","52500"
"In post","2021","Heterosexual / straight","HM Treasury","National Infrastructure Commission","40","30","[c]","[c]"
"In post","2021","Heterosexual / straight","HM Treasury","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Home Office","Home Office (incl. agencies)","28190","26120","31830","27370"
"In post","2021","Heterosexual / straight","Ministry of Defence","Defence Electronics and Components Agency","130","130","29070","27460"
"In post","2021","Heterosexual / straight","Ministry of Defence","Defence Equipment and Support","8470","8180","36490","33730"
"In post","2021","Heterosexual / straight","Ministry of Defence","Defence Science and Technology Laboratory","3070","2950","40260","37360"
"In post","2021","Heterosexual / straight","Ministry of Defence","Ministry of Defence (excl. agencies)","28630","27670","31910","27420"
"In post","2021","Heterosexual / straight","Ministry of Defence","Royal Fleet Auxiliary","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Ministry of Defence","Submarine Delivery Agency","1390","1360","41590","39860"
"In post","2021","Heterosexual / straight","Ministry of Defence","UK Hydrographic Office","550","530","34940","33290"
"In post","2021","Heterosexual / straight","Ministry of Housing, Communities and Local Government","Ministry of Housing, Communities and Local Government (excl. agencies)","1960","1900","46030","41090"
"In post","2021","Heterosexual / straight","Ministry of Housing, Communities and Local Government","Planning Inspectorate","590","540","45500","47660"
"In post","2021","Heterosexual / straight","Ministry of Housing, Communities and Local Government","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Ministry of Justice","Criminal Injuries Compensation Authority","190","180","26650","22710"
"In post","2021","Heterosexual / straight","Ministry of Justice","HM Courts and Tribunals Service","11810","10590","24800","21180"
"In post","2021","Heterosexual / straight","Ministry of Justice","HM Prison and Probation Service","37480","35530","30450","28220"
"In post","2021","Heterosexual / straight","Ministry of Justice","Legal Aid Agency","940","880","29070","22970"
"In post","2021","Heterosexual / straight","Ministry of Justice","Ministry of Justice (excl. agencies)","3670","3570","41970","37000"
"In post","2021","Heterosexual / straight","Ministry of Justice","Office of the Public Guardian","1060","980","22190","19930"
"In post","2021","Heterosexual / straight","National Crime Agency","National Crime Agency","4100","4010","40070","37560"
"In post","2021","Heterosexual / straight","Northern Ireland Office","Northern Ireland Office","80","80","44880","38870"
"In post","2021","Heterosexual / straight","Office for Standards in Education","Office for Standards in Education, Children's Services and Skills","1430","1380","50180","51360"
"In post","2021","Heterosexual / straight","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","470","460","43010","37370"
"In post","2021","Heterosexual / straight","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","170","160","44970","40250"
"In post","2021","Heterosexual / straight","Office of Rail and Road","Office of Rail and Road","170","160","51050","51310"
"In post","2021","Heterosexual / straight","Other Cabinet Office Agencies","Crown Commercial Service","560","540","38700","34800"
"In post","2021","Heterosexual / straight","Other Cabinet Office Agencies","Government Property Agency","160","160","50550","49700"
"In post","2021","Heterosexual / straight","Scotland Office","Scotland Office (incl. Office of the Advocate General for Scotland)","40","40","[c]","[c]"
"In post","2021","Heterosexual / straight","Scottish Government","Accountant in Bankruptcy","80","70","32700","29190"
"In post","2021","Heterosexual / straight","Scottish Government","Crown Office and Procurator Fiscal Service","1740","1610","35150","29040"
"In post","2021","Heterosexual / straight","Scottish Government","Disclosure Scotland","180","170","29580","24910"
"In post","2021","Heterosexual / straight","Scottish Government","Education Scotland","180","170","58600","66290"
"In post","2021","Heterosexual / straight","Scottish Government","Food Standards Scotland","140","130","35960","31690"
"In post","2021","Heterosexual / straight","Scottish Government","Forestry and Land Scotland","220","210","34730","34140"
"In post","2021","Heterosexual / straight","Scottish Government","National Records of Scotland","200","190","37510","35110"
"In post","2021","Heterosexual / straight","Scottish Government","Office of the Scottish Charity Regulator","40","40","[c]","[c]"
"In post","2021","Heterosexual / straight","Scottish Government","Registers of Scotland","630","610","33590","30080"
"In post","2021","Heterosexual / straight","Scottish Government","Revenue Scotland","30","30","[c]","[c]"
"In post","2021","Heterosexual / straight","Scottish Government","Scottish Courts and Tribunals Service","110","100","33470","29350"
"In post","2021","Heterosexual / straight","Scottish Government","Scottish Fiscal Commission","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Scottish Government","Scottish Forestry","60","60","38950","35680"
"In post","2021","Heterosexual / straight","Scottish Government","Scottish Government (excl. agencies)","5100","4890","43750","39660"
"In post","2021","Heterosexual / straight","Scottish Government","Scottish Housing Regulator","30","30","[c]","[c]"
"In post","2021","Heterosexual / straight","Scottish Government","Scottish Prison Service","1540","1440","33860","33650"
"In post","2021","Heterosexual / straight","Scottish Government","Scottish Public Pensions Agency","150","140","30150","26160"
"In post","2021","Heterosexual / straight","Scottish Government","Social Security Scotland","810","790","32110","27150"
"In post","2021","Heterosexual / straight","Scottish Government","Student Awards Agency for Scotland","70","70","33150","29190"
"In post","2021","Heterosexual / straight","Scottish Government","Transport Scotland","330","320","45090","42190"
"In post","2021","Heterosexual / straight","The National Archives","The National Archives","220","210","36510","34220"
"In post","2021","Heterosexual / straight","UK Export Finance","UK Export Finance","320","320","52510","47230"
"In post","2021","Heterosexual / straight","UK Supreme Court","UK Supreme Court","50","50","[c]","[c]"
"In post","2021","Heterosexual / straight","United Kingdom Statistics Authority","United Kingdom Statistics Authority","3520","3120","32840","29540"
"In post","2021","Heterosexual / straight","Wales Office","Wales Office","30","30","[c]","[c]"
"In post","2021","Heterosexual / straight","Water Services Regulation Authority","Water Services Regulation Authority","90","90","57820","52570"
"In post","2021","Heterosexual / straight","Welsh Government","Welsh Government (excl. agencies)","4670","4400","40760","37410"
"In post","2021","Heterosexual / straight","Welsh Government","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Attorney General's Departments","Attorney General's Office","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Attorney General's Departments","Crown Prosecution Service","250","240","40640","30370"
"In post","2021","LGBO","Attorney General's Departments","Crown Prosecution Service Inspectorate","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Attorney General's Departments","Government Legal Department","160","150","52780","51250"
"In post","2021","LGBO","Attorney General's Departments","Serious Fraud Office","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Cabinet Office","Cabinet Office (excl. agencies)","440","430","44900","40600"
"In post","2021","LGBO","Chancellor's other departments","Government Actuary's Department","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Chancellor's other departments","National Savings and Investments","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Charity Commission","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Competition and Markets Authority","Competition and Markets Authority","60","60","57440","55860"
"In post","2021","LGBO","Department for Business, Energy and Industrial Strategy","Advisory, Conciliation and Arbitration Service","50","50","[c]","[c]"
"In post","2021","LGBO","Department for Business, Energy and Industrial Strategy","Companies House","40","40","[c]","[c]"
"In post","2021","LGBO","Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy (excl. agencies)","460","450","47790","45370"
"In post","2021","LGBO","Department for Business, Energy and Industrial Strategy","Insolvency Service","50","50","[c]","[c]"
"In post","2021","LGBO","Department for Business, Energy and Industrial Strategy","Met Office","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Department for Business, Energy and Industrial Strategy","UK Intellectual Property Office","60","60","37000","30400"
"In post","2021","LGBO","Department for Business, Energy and Industrial Strategy","UK Space Agency","40","40","[c]","[c]"
"In post","2021","LGBO","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","180","180","47100","44850"
"In post","2021","LGBO","Department for Education","Department for Education (excl. agencies)","330","320","43420","38990"
"In post","2021","LGBO","Department for Education","Education and Skills Funding Agency","70","70","40020","36960"
"In post","2021","LGBO","Department for Education","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Department for Education","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Department for Education","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Department for Environment, Food and Rural Affairs","Animal and Plant Health Agency","130","130","27550","25010"
"In post","2021","LGBO","Department for Environment, Food and Rural Affairs","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs (excl. agencies)","300","290","42920","38750"
"In post","2021","LGBO","Department for Environment, Food and Rural Affairs","Rural Payments Agency","60","60","27010","24920"
"In post","2021","LGBO","Department for Environment, Food and Rural Affairs","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Department for International Trade","Department for International Trade","190","180","47150","42160"
"In post","2021","LGBO","Department for Transport","Department for Transport (excl. agencies)","230","230","46260","43130"
"In post","2021","LGBO","Department for Transport","Driver and Vehicle Licensing Agency","170","160","24760","21590"
"In post","2021","LGBO","Department for Transport","Driver and Vehicle Standards Agency","140","130","29820","26780"
"In post","2021","LGBO","Department for Transport","Maritime and Coastguard Agency","40","40","[c]","[c]"
"In post","2021","LGBO","Department for Transport","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Department for Work and Pensions","Department for Work and Pensions (excl. agencies)","3640","3480","27830","27570"
"In post","2021","LGBO","Department for Work and Pensions","Health and Safety Executive","100","90","40340","33100"
"In post","2021","LGBO","Department of Health and Social Care","Department of Health and Social Care (excl. agencies)","160","150","45440","40650"
"In post","2021","LGBO","Department of Health and Social Care","Medicines and Healthcare Products Regulatory Agency","30","30","[c]","[c]"
"In post","2021","LGBO","Department of Health and Social Care","Public Health England","280","270","40290","32650"
"In post","2021","LGBO","ESTYN","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Food Standards Agency","Food Standards Agency","40","40","[c]","[c]"
"In post","2021","LGBO","Foreign, Commonwealth and Development Office","FCDO Services","30","30","[c]","[c]"
"In post","2021","LGBO","Foreign, Commonwealth and Development Office","Foreign, Commonwealth and Development Office (excl. agencies)","380","370","48830","49920"
"In post","2021","LGBO","Foreign, Commonwealth and Development Office","Wilton Park","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","HM Land Registry","HM Land Registry","140","140","29310","27130"
"In post","2021","LGBO","HM Revenue and Customs","HM Revenue and Customs (excl. agencies)","2110","2020","32250","28130"
"In post","2021","LGBO","HM Revenue and Customs","Valuation Office Agency","110","110","32210","30000"
"In post","2021","LGBO","HM Treasury","Debt Management Office","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","HM Treasury","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","HM Treasury","HM Treasury (excl. agencies)","150","150","47650","52500"
"In post","2021","LGBO","HM Treasury","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","HM Treasury","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Home Office","Home Office (incl. agencies)","1170","1130","32850","27370"
"In post","2021","LGBO","Ministry of Defence","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Ministry of Defence","Defence Equipment and Support","280","270","32130","29500"
"In post","2021","LGBO","Ministry of Defence","Defence Science and Technology Laboratory","160","150","35140","33240"
"In post","2021","LGBO","Ministry of Defence","Ministry of Defence (excl. agencies)","900","890","32290","29200"
"In post","2021","LGBO","Ministry of Defence","Royal Fleet Auxiliary","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Ministry of Defence","Submarine Delivery Agency","40","40","[c]","[c]"
"In post","2021","LGBO","Ministry of Defence","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Ministry of Housing, Communities and Local Government","Ministry of Housing, Communities and Local Government (excl. agencies)","210","210","45860","42900"
"In post","2021","LGBO","Ministry of Housing, Communities and Local Government","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Ministry of Housing, Communities and Local Government","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Ministry of Justice","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Ministry of Justice","HM Courts and Tribunals Service","550","520","24710","20690"
"In post","2021","LGBO","Ministry of Justice","HM Prison and Probation Service","2600","2540","29990","28200"
"In post","2021","LGBO","Ministry of Justice","Legal Aid Agency","40","40","[c]","[c]"
"In post","2021","LGBO","Ministry of Justice","Ministry of Justice (excl. agencies)","300","290","42390","36800"
"In post","2021","LGBO","Ministry of Justice","Office of the Public Guardian","50","50","22250","20810"
"In post","2021","LGBO","National Crime Agency","National Crime Agency","190","190","37170","36410"
"In post","2021","LGBO","Northern Ireland Office","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Office for Standards in Education","Office for Standards in Education, Children's Services and Skills","130","130","48150","41350"
"In post","2021","LGBO","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","60","60","39040","33200"
"In post","2021","LGBO","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Office of Rail and Road","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Other Cabinet Office Agencies","Crown Commercial Service","30","30","[c]","[c]"
"In post","2021","LGBO","Other Cabinet Office Agencies","Government Property Agency","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Scotland Office","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Scottish Government","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Scottish Government","Crown Office and Procurator Fiscal Service","80","70","33390","27810"
"In post","2021","LGBO","Scottish Government","Disclosure Scotland","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Scottish Government","Education Scotland","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Scottish Government","Food Standards Scotland","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Scottish Government","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Scottish Government","National Records of Scotland","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Scottish Government","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Scottish Government","Registers of Scotland","40","40","[c]","[c]"
"In post","2021","LGBO","Scottish Government","Revenue Scotland","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Scottish Government","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Scottish Government","Scottish Fiscal Commission","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Scottish Government","Scottish Forestry","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Scottish Government","Scottish Government (excl. agencies)","400","390","41320","35110"
"In post","2021","LGBO","Scottish Government","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Scottish Government","Scottish Prison Service","90","80","32020","33650"
"In post","2021","LGBO","Scottish Government","Scottish Public Pensions Agency","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Scottish Government","Social Security Scotland","80","80","28490","26160"
"In post","2021","LGBO","Scottish Government","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Scottish Government","Transport Scotland","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","The National Archives","The National Archives","30","30","[c]","[c]"
"In post","2021","LGBO","UK Export Finance","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","UK Supreme Court","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","United Kingdom Statistics Authority","United Kingdom Statistics Authority","230","220","33700","29540"
"In post","2021","LGBO","Wales Office","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Water Services Regulation Authority","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Welsh Government","Welsh Government (excl. agencies)","210","200","41760","37410"
"In post","2021","LGBO","Welsh Government","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Attorney General's Departments","Attorney General's Office","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Attorney General's Departments","Crown Prosecution Service","200","190","41080","39750"
"In post","2021","Undeclared","Attorney General's Departments","Government Legal Department","170","160","55340","52730"
"In post","2021","Undeclared","Attorney General's Departments","Serious Fraud Office","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Cabinet Office","Cabinet Office (excl. agencies)","510","490","47740","40600"
"In post","2021","Undeclared","Chancellor's other departments","Government Actuary's Department","30","30","[c]","[c]"
"In post","2021","Undeclared","Chancellor's other departments","National Savings and Investments","50","50","55790","48580"
"In post","2021","Undeclared","Charity Commission","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Competition and Markets Authority","Competition and Markets Authority","60","60","61350","59020"
"In post","2021","Undeclared","Department for Business, Energy and Industrial Strategy","Advisory, Conciliation and Arbitration Service","130","120","35210","34500"
"In post","2021","Undeclared","Department for Business, Energy and Industrial Strategy","Companies House","90","80","30640","25100"
"In post","2021","Undeclared","Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy (excl. agencies)","500","490","50440","53380"
"In post","2021","Undeclared","Department for Business, Energy and Industrial Strategy","Insolvency Service","60","50","39060","36060"
"In post","2021","Undeclared","Department for Business, Energy and Industrial Strategy","UK Intellectual Property Office","80","70","42590","40640"
"In post","2021","Undeclared","Department for Business, Energy and Industrial Strategy","UK Space Agency","70","70","46000","49080"
"In post","2021","Undeclared","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","110","110","48480","51730"
"In post","2021","Undeclared","Department for Education","Department for Education (excl. agencies)","410","400","44510","40940"
"In post","2021","Undeclared","Department for Education","Education and Skills Funding Agency","100","100","42180","37450"
"In post","2021","Undeclared","Department for Education","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Department for Education","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Department for Education","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Department for Environment, Food and Rural Affairs","Animal and Plant Health Agency","340","320","33230","30230"
"In post","2021","Undeclared","Department for Environment, Food and Rural Affairs","Centre for Environment, Fisheries and Aquaculture Science","30","30","[c]","[c]"
"In post","2021","Undeclared","Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs (excl. agencies)","380","360","40810","37410"
"In post","2021","Undeclared","Department for Environment, Food and Rural Affairs","Rural Payments Agency","70","70","27050","25880"
"In post","2021","Undeclared","Department for Environment, Food and Rural Affairs","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Department for International Trade","Department for International Trade","140","140","45790","40050"
"In post","2021","Undeclared","Department for Transport","Department for Transport (excl. agencies)","280","270","50000","44700"
"In post","2021","Undeclared","Department for Transport","Driver and Vehicle Licensing Agency","1550","1280","25030","21590"
"In post","2021","Undeclared","Department for Transport","Driver and Vehicle Standards Agency","910","820","29450","26780"
"In post","2021","Undeclared","Department for Transport","Maritime and Coastguard Agency","160","160","37710","35550"
"In post","2021","Undeclared","Department for Transport","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Department for Work and Pensions","Department for Work and Pensions (excl. agencies)","7190","6390","27080","27570"
"In post","2021","Undeclared","Department for Work and Pensions","Health and Safety Executive","420","400","44290","43830"
"In post","2021","Undeclared","Department of Health and Social Care","Department of Health and Social Care (excl. agencies)","90","90","46640","42480"
"In post","2021","Undeclared","Department of Health and Social Care","Medicines and Healthcare Products Regulatory Agency","140","140","50750","46460"
"In post","2021","Undeclared","Department of Health and Social Care","Public Health England","770","680","45030","38930"
"In post","2021","Undeclared","ESTYN","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Food Standards Agency","Food Standards Agency","120","120","39740","37910"
"In post","2021","Undeclared","Foreign, Commonwealth and Development Office","FCDO Services","90","90","42380","39260"
"In post","2021","Undeclared","Foreign, Commonwealth and Development Office","Foreign, Commonwealth and Development Office (excl. agencies)","580","580","49200","44170"
"In post","2021","Undeclared","Foreign, Commonwealth and Development Office","Wilton Park","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","HM Land Registry","HM Land Registry","700","610","32910","27130"
"In post","2021","Undeclared","HM Revenue and Customs","HM Revenue and Customs (excl. agencies)","4570","4140","33200","31810"
"In post","2021","Undeclared","HM Revenue and Customs","Valuation Office Agency","350","320","36290","32550"
"In post","2021","Undeclared","HM Treasury","Government Internal Audit Agency","50","50","[c]","[c]"
"In post","2021","Undeclared","HM Treasury","HM Treasury (excl. agencies)","270","260","43660","36800"
"In post","2021","Undeclared","HM Treasury","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Home Office","Home Office (incl. agencies)","4230","3880","32750","28650"
"In post","2021","Undeclared","Ministry of Defence","Defence Electronics and Components Agency","290","280","28400","28750"
"In post","2021","Undeclared","Ministry of Defence","Defence Equipment and Support","1250","1200","38620","37580"
"In post","2021","Undeclared","Ministry of Defence","Defence Science and Technology Laboratory","320","310","42690","46080"
"In post","2021","Undeclared","Ministry of Defence","Ministry of Defence (excl. agencies)","4440","4280","33700","33300"
"In post","2021","Undeclared","Ministry of Defence","Submarine Delivery Agency","220","210","44110","41580"
"In post","2021","Undeclared","Ministry of Defence","UK Hydrographic Office","80","70","35010","33290"
"In post","2021","Undeclared","Ministry of Housing, Communities and Local Government","Ministry of Housing, Communities and Local Government (excl. agencies)","190","190","45540","42870"
"In post","2021","Undeclared","Ministry of Housing, Communities and Local Government","Planning Inspectorate","60","50","45590","47660"
"In post","2021","Undeclared","Ministry of Justice","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Ministry of Justice","HM Courts and Tribunals Service","1980","1780","25690","21180"
"In post","2021","Undeclared","Ministry of Justice","HM Prison and Probation Service","4060","3810","31760","31650"
"In post","2021","Undeclared","Ministry of Justice","Legal Aid Agency","120","120","27130","21850"
"In post","2021","Undeclared","Ministry of Justice","Ministry of Justice (excl. agencies)","460","440","43440","38700"
"In post","2021","Undeclared","Ministry of Justice","Office of the Public Guardian","130","120","22670","20170"
