"Status","Year","Profession_of_post","Region_ITL2","Disability","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Commercial","Inner London - East","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Inner London - East","Declared non-disabled","50","50","[c]","[c]"
"In post","2021","Commercial","Inner London - East","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Inner London - East","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Inner London - West","Declared disabled","50","50","[c]","[c]"
"In post","2021","Commercial","Inner London - West","Declared non-disabled","360","350","50750","45780"
"In post","2021","Commercial","Inner London - West","Undeclared","40","40","[c]","[c]"
"In post","2021","Commercial","Inner London - West","Unknown","130","130","52420","43260"
"In post","2021","Commercial","Kent","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Kent","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Kent","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lancashire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lancashire","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lancashire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lancashire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Leicestershire, Rutland and Northamptonshire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Leicestershire, Rutland and Northamptonshire","Declared non-disabled","30","30","[c]","[c]"
"In post","2021","Commercial","Leicestershire, Rutland and Northamptonshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Leicestershire, Rutland and Northamptonshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lincolnshire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lincolnshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lincolnshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Merseyside","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Merseyside","Declared non-disabled","70","70","41320","35420"
"In post","2021","Commercial","Merseyside","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Merseyside","Unknown","140","130","33110","31320"
"In post","2021","Commercial","North Eastern Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North Eastern Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North Yorkshire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North Yorkshire","Declared non-disabled","40","40","[c]","[c]"
"In post","2021","Commercial","North Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Northern Ireland","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Northern Ireland","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Northumberland and Tyne and Wear","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Northumberland and Tyne and Wear","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Northumberland and Tyne and Wear","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Northumberland and Tyne and Wear","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Outer London - East and North East","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Outer London - East and North East","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Outer London - East and North East","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Outer London - South","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Outer London - South","Declared non-disabled","100","90","43020","42170"
"In post","2021","Commercial","Outer London - South","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Outer London - South","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Outer London - West and North West","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Outer London - West and North West","Declared non-disabled","50","50","38640","33770"
"In post","2021","Commercial","Outer London - West and North West","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Outer London - West and North West","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Overseas","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Overseas","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Shropshire and Staffordshire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Shropshire and Staffordshire","Declared non-disabled","70","60","37910","34500"
"In post","2021","Commercial","Shropshire and Staffordshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Shropshire and Staffordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","South Yorkshire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","South Yorkshire","Declared non-disabled","70","70","39480","36960"
"In post","2021","Commercial","South Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","South Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Southern Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Southern Scotland","Declared non-disabled","30","30","[c]","[c]"
"In post","2021","Commercial","Southern Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Southern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Surrey, East and West Sussex","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Surrey, East and West Sussex","Declared non-disabled","30","30","[c]","[c]"
"In post","2021","Commercial","Surrey, East and West Sussex","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Surrey, East and West Sussex","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Tees Valley and Durham","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Tees Valley and Durham","Declared non-disabled","60","60","44180","42100"
"In post","2021","Commercial","Tees Valley and Durham","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Tees Valley and Durham","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Central Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Central Scotland","Declared non-disabled","70","70","35760","33300"
"In post","2021","Commercial","West Central Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Central Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Midlands","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Midlands","Declared non-disabled","100","90","39960","37100"
"In post","2021","Commercial","West Midlands","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Midlands","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Wales and The Valleys","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Wales and The Valleys","Declared non-disabled","140","130","33720","31040"
"In post","2021","Commercial","West Wales and The Valleys","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Wales and The Valleys","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Yorkshire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Yorkshire","Declared non-disabled","100","90","42880","37100"
"In post","2021","Commercial","West Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Yorkshire","Unknown","70","70","39210","36820"
"In post","2021","Communications","Bedfordshire and Hertfordshire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Bedfordshire and Hertfordshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Bedfordshire and Hertfordshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Bedfordshire and Hertfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Berkshire, Buckinghamshire and Oxfordshire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Berkshire, Buckinghamshire and Oxfordshire","Declared non-disabled","50","50","33220","32380"
"In post","2021","Communications","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Berkshire, Buckinghamshire and Oxfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Cheshire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Cheshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Cheshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Cheshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Cornwall and Isles of Scilly","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Cornwall and Isles of Scilly","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Cornwall and Isles of Scilly","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Cumbria","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Cumbria","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Cumbria","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Derbyshire and Nottinghamshire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Derbyshire and Nottinghamshire","Declared non-disabled","50","50","[c]","[c]"
"In post","2021","Communications","Derbyshire and Nottinghamshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Derbyshire and Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Devon","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Devon","Declared non-disabled","50","40","[c]","[c]"
"In post","2021","Communications","Devon","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Devon","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Dorset and Somerset","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Dorset and Somerset","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Dorset and Somerset","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Dorset and Somerset","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East Anglia","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East Anglia","Declared non-disabled","30","30","[c]","[c]"
"In post","2021","Communications","East Anglia","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East Anglia","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East Wales","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East Wales","Declared non-disabled","190","180","38640","37410"
"In post","2021","Communications","East Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East Wales","Unknown","50","40","[c]","[c]"
"In post","2021","Communications","East Yorkshire and Northern Lincolnshire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East Yorkshire and Northern Lincolnshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Eastern Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Eastern Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Eastern Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Essex","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Essex","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Essex","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Gloucestershire, Wiltshire and Bath/Bristol area","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Gloucestershire, Wiltshire and Bath/Bristol area","Declared non-disabled","160","150","35880","33740"
"In post","2021","Communications","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Greater Manchester","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Greater Manchester","Declared non-disabled","60","60","34910","32010"
"In post","2021","Communications","Greater Manchester","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Greater Manchester","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Hampshire and Isle of Wight","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Hampshire and Isle of Wight","Declared non-disabled","110","110","33620","33300"
"In post","2021","Communications","Hampshire and Isle of Wight","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Hampshire and Isle of Wight","Unknown","50","40","[c]","[c]"
"In post","2021","Communications","Herefordshire, Worcestershire and Warwickshire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Herefordshire, Worcestershire and Warwickshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Highlands and Islands","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Highlands and Islands","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Inner London - East","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Inner London - East","Declared non-disabled","150","140","48080","42670"
"In post","2021","Communications","Inner London - East","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Inner London - East","Unknown","60","60","46420","40850"
"In post","2021","Communications","Inner London - West","Declared disabled","90","80","43800","40640"
"In post","2021","Communications","Inner London - West","Declared non-disabled","1090","1070","47420","43530"
"In post","2021","Communications","Inner London - West","Undeclared","90","90","47140","42890"
"In post","2021","Communications","Inner London - West","Unknown","540","530","44400","40640"
"In post","2021","Communications","Kent","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Kent","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Lancashire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Lancashire","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Lancashire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Lancashire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Leicestershire, Rutland and Northamptonshire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Leicestershire, Rutland and Northamptonshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Leicestershire, Rutland and Northamptonshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Lincolnshire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Lincolnshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Lincolnshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Merseyside","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Merseyside","Declared non-disabled","50","50","40710","38320"
"In post","2021","Communications","Merseyside","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Merseyside","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","North Yorkshire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Communications","North Yorkshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Communications","North Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Communications","North Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Northern Ireland","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Northern Ireland","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Northumberland and Tyne and Wear","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Northumberland and Tyne and Wear","Declared non-disabled","50","50","35400","31810"
"In post","2021","Communications","Northumberland and Tyne and Wear","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Northumberland and Tyne and Wear","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Outer London - East and North East","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Outer London - East and North East","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Outer London - South","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Outer London - South","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Outer London - South","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Outer London - South","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Outer London - West and North West","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Outer London - West and North West","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Outer London - West and North West","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Outer London - West and North West","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Overseas","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Overseas","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Shropshire and Staffordshire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Shropshire and Staffordshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Shropshire and Staffordshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Shropshire and Staffordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","South Yorkshire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Communications","South Yorkshire","Declared non-disabled","30","30","[c]","[c]"
"In post","2021","Communications","South Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Communications","South Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Southern Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Southern Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Southern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Surrey, East and West Sussex","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Surrey, East and West Sussex","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Surrey, East and West Sussex","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Tees Valley and Durham","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Tees Valley and Durham","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Tees Valley and Durham","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Tees Valley and Durham","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Communications","West Central Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Communications","West Central Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Communications","West Central Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","West Midlands","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Communications","West Midlands","Declared non-disabled","60","60","41790","38090"
"In post","2021","Communications","West Midlands","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Communications","West Midlands","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","West Wales and The Valleys","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Communications","West Wales and The Valleys","Declared non-disabled","80","70","32200","28850"
"In post","2021","Communications","West Wales and The Valleys","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Communications","West Wales and The Valleys","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","West Yorkshire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Communications","West Yorkshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Communications","West Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Devon","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Devon","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","East Anglia","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","East Anglia","Declared non-disabled","[c]","[c]","[c]","[c]"
