"Status","Year","Parent_department","Organisation","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Attorney General's Departments","Crown Prosecution Service Inspectorate","White","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Government Legal Department","Asian","260","240","49460","51250"
"In post","2021","Attorney General's Departments","Government Legal Department","Black","170","160","41640","33460"
"In post","2021","Attorney General's Departments","Government Legal Department","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Government Legal Department","Mixed","90","80","54050","51830"
"In post","2021","Attorney General's Departments","Government Legal Department","Other ethnicity","80","70","55530","54110"
"In post","2021","Attorney General's Departments","Government Legal Department","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Government Legal Department","Unknown","320","300","59110","64680"
"In post","2021","Attorney General's Departments","Government Legal Department","White","1570","1460","55790","52100"
"In post","2021","Attorney General's Departments","Serious Fraud Office","Asian","50","40","[c]","[c]"
"In post","2021","Attorney General's Departments","Serious Fraud Office","Black","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Serious Fraud Office","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Serious Fraud Office","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Serious Fraud Office","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Serious Fraud Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Serious Fraud Office","Unknown","120","120","47690","41450"
"In post","2021","Attorney General's Departments","Serious Fraud Office","White","270","270","47520","41140"
"In post","2021","Cabinet Office","Cabinet Office (excl. agencies)","Asian","470","460","45860","40600"
"In post","2021","Cabinet Office","Cabinet Office (excl. agencies)","Black","260","250","41960","35590"
"In post","2021","Cabinet Office","Cabinet Office (excl. agencies)","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Cabinet Office (excl. agencies)","Mixed","190","190","47050","40420"
"In post","2021","Cabinet Office","Cabinet Office (excl. agencies)","Other ethnicity","70","70","46530","38700"
"In post","2021","Cabinet Office","Cabinet Office (excl. agencies)","Undeclared","230","230","47670","42740"
"In post","2021","Cabinet Office","Cabinet Office (excl. agencies)","Unknown","4030","3990","45110","33000"
"In post","2021","Cabinet Office","Cabinet Office (excl. agencies)","White","4170","4060","48490","41820"
"In post","2021","Chancellor's other departments","Government Actuary's Department","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Government Actuary's Department","Black","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Government Actuary's Department","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Government Actuary's Department","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Government Actuary's Department","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Government Actuary's Department","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Government Actuary's Department","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Government Actuary's Department","White","130","120","75230","71620"
"In post","2021","Chancellor's other departments","National Savings and Investments","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","National Savings and Investments","Black","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","National Savings and Investments","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","National Savings and Investments","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","National Savings and Investments","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","National Savings and Investments","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","National Savings and Investments","White","140","130","52080","45620"
"In post","2021","Charity Commission","Charity Commission","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Charity Commission","Black","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Charity Commission","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Charity Commission","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Charity Commission","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Charity Commission","Unknown","90","80","36320","29380"
"In post","2021","Charity Commission","Charity Commission","White","330","310","34330","29160"
"In post","2021","Competition and Markets Authority","Competition and Markets Authority","Asian","110","100","46180","37680"
"In post","2021","Competition and Markets Authority","Competition and Markets Authority","Black","40","40","[c]","[c]"
"In post","2021","Competition and Markets Authority","Competition and Markets Authority","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Competition and Markets Authority","Mixed","40","40","[c]","[c]"
"In post","2021","Competition and Markets Authority","Competition and Markets Authority","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Competition and Markets Authority","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Competition and Markets Authority","Unknown","60","50","78040","78240"
"In post","2021","Competition and Markets Authority","Competition and Markets Authority","White","570","550","63720","59520"
"In post","2021","Department for Business, Energy and Industrial Strategy","Advisory, Conciliation and Arbitration Service","Asian","40","40","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Advisory, Conciliation and Arbitration Service","Black","40","30","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Advisory, Conciliation and Arbitration Service","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Advisory, Conciliation and Arbitration Service","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Advisory, Conciliation and Arbitration Service","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Advisory, Conciliation and Arbitration Service","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Advisory, Conciliation and Arbitration Service","Unknown","290","280","29090","24250"
"In post","2021","Department for Business, Energy and Industrial Strategy","Advisory, Conciliation and Arbitration Service","White","660","600","34680","34390"
"In post","2021","Department for Business, Energy and Industrial Strategy","Companies House","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Companies House","Black","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Companies House","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Companies House","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Companies House","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Companies House","Undeclared","80","70","30230","24500"
"In post","2021","Department for Business, Energy and Industrial Strategy","Companies House","Unknown","90","90","29430","24500"
"In post","2021","Department for Business, Energy and Industrial Strategy","Companies House","White","870","800","31140","27460"
"In post","2021","Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy (excl. agencies)","Asian","450","440","43970","40050"
"In post","2021","Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy (excl. agencies)","Black","270","270","40950","37420"
"In post","2021","Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy (excl. agencies)","Chinese","40","40","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy (excl. agencies)","Mixed","190","190","47240","45150"
"In post","2021","Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy (excl. agencies)","Other ethnicity","60","50","49250","53380"
"In post","2021","Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy (excl. agencies)","Undeclared","250","240","52470","53600"
"In post","2021","Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","600","580","45270","40050"
"In post","2021","Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy (excl. agencies)","White","3470","3380","50660","53380"
"In post","2021","Department for Business, Energy and Industrial Strategy","Insolvency Service","Asian","140","130","28880","25060"
"In post","2021","Department for Business, Energy and Industrial Strategy","Insolvency Service","Black","60","60","29990","25120"
"In post","2021","Department for Business, Energy and Industrial Strategy","Insolvency Service","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Insolvency Service","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Insolvency Service","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Insolvency Service","Undeclared","30","30","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Insolvency Service","Unknown","630","600","29350","25060"
"In post","2021","Department for Business, Energy and Industrial Strategy","Insolvency Service","White","920","870","35420","33890"
"In post","2021","Department for Business, Energy and Industrial Strategy","Met Office","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Met Office","Black","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Met Office","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Met Office","Mixed","30","30","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Met Office","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Met Office","Undeclared","120","110","40110","39650"
"In post","2021","Department for Business, Energy and Industrial Strategy","Met Office","Unknown","260","250","39400","39650"
"In post","2021","Department for Business, Energy and Industrial Strategy","Met Office","White","1640","1570","40330","39650"
"In post","2021","Department for Business, Energy and Industrial Strategy","UK Intellectual Property Office","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","UK Intellectual Property Office","Black","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","UK Intellectual Property Office","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","UK Intellectual Property Office","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","UK Intellectual Property Office","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","UK Intellectual Property Office","Undeclared","40","40","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","UK Intellectual Property Office","Unknown","430","420","34170","27050"
"In post","2021","Department for Business, Energy and Industrial Strategy","UK Intellectual Property Office","White","980","920","39140","39040"
"In post","2021","Department for Business, Energy and Industrial Strategy","UK Space Agency","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","UK Space Agency","Black","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","UK Space Agency","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","UK Space Agency","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","UK Space Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","UK Space Agency","Undeclared","80","80","46470","49100"
"In post","2021","Department for Business, Energy and Industrial Strategy","UK Space Agency","White","140","140","48290","49080"
"In post","2021","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Asian","130","120","46630","42110"
"In post","2021","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Black","90","90","40910","34020"
"In post","2021","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Mixed","90","80","45610","42020"
"In post","2021","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Undeclared","50","50","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Unknown","190","190","47600","45080"
"In post","2021","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","White","1220","1200","50460","51730"
"In post","2021","Department for Education","Department for Education (excl. agencies)","Asian","460","450","40190","36500"
"In post","2021","Department for Education","Department for Education (excl. agencies)","Black","230","220","40140","36780"
"In post","2021","Department for Education","Department for Education (excl. agencies)","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Department for Education (excl. agencies)","Mixed","150","150","42210","40230"
"In post","2021","Department for Education","Department for Education (excl. agencies)","Other ethnicity","50","50","[c]","[c]"
"In post","2021","Department for Education","Department for Education (excl. agencies)","Undeclared","200","190","44490","40940"
"In post","2021","Department for Education","Department for Education (excl. agencies)","Unknown","690","660","43110","39020"
"In post","2021","Department for Education","Department for Education (excl. agencies)","White","3900","3750","45400","41990"
"In post","2021","Department for Education","Education and Skills Funding Agency","Asian","200","200","39390","36960"
"In post","2021","Department for Education","Education and Skills Funding Agency","Black","50","50","[c]","[c]"
"In post","2021","Department for Education","Education and Skills Funding Agency","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Education and Skills Funding Agency","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Education and Skills Funding Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Education and Skills Funding Agency","Undeclared","60","60","39600","36780"
"In post","2021","Department for Education","Education and Skills Funding Agency","Unknown","170","170","41550","36870"
"In post","2021","Department for Education","Education and Skills Funding Agency","White","1280","1240","42580","37100"
"In post","2021","Department for Education","Institute for Apprenticeships and Technical Education","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Institute for Apprenticeships and Technical Education","Black","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Institute for Apprenticeships and Technical Education","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Institute for Apprenticeships and Technical Education","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Institute for Apprenticeships and Technical Education","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Institute for Apprenticeships and Technical Education","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Institute for Apprenticeships and Technical Education","Unknown","30","30","[c]","[c]"
"In post","2021","Department for Education","Institute for Apprenticeships and Technical Education","White","120","120","51370","50590"
"In post","2021","Department for Education","Standards and Testing Agency","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Standards and Testing Agency","Black","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Standards and Testing Agency","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Standards and Testing Agency","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Standards and Testing Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Standards and Testing Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Standards and Testing Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Standards and Testing Agency","White","90","80","45080","42220"
"In post","2021","Department for Education","Teaching Regulation Agency","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Teaching Regulation Agency","Black","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Teaching Regulation Agency","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Teaching Regulation Agency","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Teaching Regulation Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Teaching Regulation Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Teaching Regulation Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Teaching Regulation Agency","White","50","40","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Animal and Plant Health Agency","Asian","60","50","27980","26530"
"In post","2021","Department for Environment, Food and Rural Affairs","Animal and Plant Health Agency","Black","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Animal and Plant Health Agency","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Animal and Plant Health Agency","Mixed","30","30","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Animal and Plant Health Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Animal and Plant Health Agency","Undeclared","160","150","32570","29890"
"In post","2021","Department for Environment, Food and Rural Affairs","Animal and Plant Health Agency","Unknown","240","210","29620","25520"
"In post","2021","Department for Environment, Food and Rural Affairs","Animal and Plant Health Agency","White","2160","2040","30650","27860"
"In post","2021","Department for Environment, Food and Rural Affairs","Centre for Environment, Fisheries and Aquaculture Science","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Centre for Environment, Fisheries and Aquaculture Science","Black","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Centre for Environment, Fisheries and Aquaculture Science","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Centre for Environment, Fisheries and Aquaculture Science","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Centre for Environment, Fisheries and Aquaculture Science","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Centre for Environment, Fisheries and Aquaculture Science","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Centre for Environment, Fisheries and Aquaculture Science","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Centre for Environment, Fisheries and Aquaculture Science","White","560","530","34030","29750"
"In post","2021","Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs (excl. agencies)","Asian","250","240","39120","35260"
"In post","2021","Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs (excl. agencies)","Black","180","180","36240","33010"
"In post","2021","Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs (excl. agencies)","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs (excl. agencies)","Mixed","130","130","41200","36970"
"In post","2021","Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs (excl. agencies)","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs (excl. agencies)","Undeclared","180","170","42010","39420"
"In post","2021","Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","860","820","43330","38750"
"In post","2021","Department for Environment, Food and Rural Affairs","Department for Environment, Food and Rural Affairs (excl. agencies)","White","3770","3630","42850","38750"
"In post","2021","Department for Environment, Food and Rural Affairs","Rural Payments Agency","Asian","30","30","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Rural Payments Agency","Black","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Rural Payments Agency","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Rural Payments Agency","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Rural Payments Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Rural Payments Agency","Undeclared","100","90","28430","26520"
"In post","2021","Department for Environment, Food and Rural Affairs","Rural Payments Agency","Unknown","750","720","24910","21050"
"In post","2021","Department for Environment, Food and Rural Affairs","Rural Payments Agency","White","1270","1130","27500","25190"
"In post","2021","Department for Environment, Food and Rural Affairs","Veterinary Medicines Directorate","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Veterinary Medicines Directorate","Black","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Veterinary Medicines Directorate","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Veterinary Medicines Directorate","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Veterinary Medicines Directorate","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Veterinary Medicines Directorate","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Veterinary Medicines Directorate","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Veterinary Medicines Directorate","White","120","120","43120","39510"
"In post","2021","Department for International Trade","Department for International Trade","Asian","210","210","42710","38540"
"In post","2021","Department for International Trade","Department for International Trade","Black","130","130","38750","35560"
"In post","2021","Department for International Trade","Department for International Trade","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Department for International Trade","Mixed","100","100","46460","43600"
"In post","2021","Department for International Trade","Department for International Trade","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Department for International Trade","Undeclared","70","70","44750","39670"
"In post","2021","Department for International Trade","Department for International Trade","Unknown","780","780","44520","38540"
"In post","2021","Department for International Trade","Department for International Trade","White","1350","1330","47780","48220"
"In post","2021","Department for Transport","Department for Transport (excl. agencies)","Asian","290","290","44820","42470"
"In post","2021","Department for Transport","Department for Transport (excl. agencies)","Black","170","170","39460","36160"
"In post","2021","Department for Transport","Department for Transport (excl. agencies)","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Department for Transport (excl. agencies)","Mixed","110","100","41410","35700"
"In post","2021","Department for Transport","Department for Transport (excl. agencies)","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Department for Transport (excl. agencies)","Undeclared","160","150","49280","44480"
"In post","2021","Department for Transport","Department for Transport (excl. agencies)","Unknown","700","680","43230","39040"
"In post","2021","Department for Transport","Department for Transport (excl. agencies)","White","2040","1980","50740","48770"
"In post","2021","Department for Transport","Driver and Vehicle Licensing Agency","Asian","50","40","[c]","[c]"
"In post","2021","Department for Transport","Driver and Vehicle Licensing Agency","Black","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Driver and Vehicle Licensing Agency","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Driver and Vehicle Licensing Agency","Mixed","40","40","[c]","[c]"
"In post","2021","Department for Transport","Driver and Vehicle Licensing Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Driver and Vehicle Licensing Agency","Undeclared","230","220","28710","25390"
"In post","2021","Department for Transport","Driver and Vehicle Licensing Agency","Unknown","690","620","25470","21590"
"In post","2021","Department for Transport","Driver and Vehicle Licensing Agency","White","5190","4550","26040","21590"
"In post","2021","Department for Transport","Driver and Vehicle Standards Agency","Asian","110","110","29400","30470"
"In post","2021","Department for Transport","Driver and Vehicle Standards Agency","Black","50","50","31590","30780"
"In post","2021","Department for Transport","Driver and Vehicle Standards Agency","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Driver and Vehicle Standards Agency","Mixed","50","40","[c]","[c]"
"In post","2021","Department for Transport","Driver and Vehicle Standards Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Driver and Vehicle Standards Agency","Undeclared","550","530","29500","27680"
"In post","2021","Department for Transport","Driver and Vehicle Standards Agency","Unknown","790","770","28230","26700"
"In post","2021","Department for Transport","Driver and Vehicle Standards Agency","White","3220","3000","30010","26780"
"In post","2021","Department for Transport","Maritime and Coastguard Agency","Asian","60","60","48570","50930"
"In post","2021","Department for Transport","Maritime and Coastguard Agency","Black","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Maritime and Coastguard Agency","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Maritime and Coastguard Agency","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Maritime and Coastguard Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Maritime and Coastguard Agency","Undeclared","110","100","37410","34940"
"In post","2021","Department for Transport","Maritime and Coastguard Agency","Unknown","120","120","30340","26590"
"In post","2021","Department for Transport","Maritime and Coastguard Agency","White","910","870","37190","33350"
"In post","2021","Department for Transport","Vehicle Certification Agency","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Vehicle Certification Agency","Black","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Vehicle Certification Agency","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Vehicle Certification Agency","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Vehicle Certification Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Vehicle Certification Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Vehicle Certification Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Vehicle Certification Agency","White","170","160","35940","34290"
"In post","2021","Department for Work and Pensions","Department for Work and Pensions (excl. agencies)","Asian","7340","6620","27750","27570"
"In post","2021","Department for Work and Pensions","Department for Work and Pensions (excl. agencies)","Black","3860","3650","29100","30010"
"In post","2021","Department for Work and Pensions","Department for Work and Pensions (excl. agencies)","Chinese","150","130","27220","27570"
