"Status","Year","Function_of_post","Age","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Digital, Data & Technology","30-39","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","30-39","Undeclared","150","150","42740","40670"
"In post","2021","Digital, Data & Technology","30-39","Unknown","730","720","41190","38470"
"In post","2021","Digital, Data & Technology","30-39","White","2110","2060","40970","38630"
"In post","2021","Digital, Data & Technology","40-49","Asian","250","250","46590","41760"
"In post","2021","Digital, Data & Technology","40-49","Black","110","110","38500","35220"
"In post","2021","Digital, Data & Technology","40-49","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","40-49","Mixed","60","50","46330","42930"
"In post","2021","Digital, Data & Technology","40-49","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","40-49","Undeclared","180","180","43440","40160"
"In post","2021","Digital, Data & Technology","40-49","Unknown","620","610","44430","40600"
"In post","2021","Digital, Data & Technology","40-49","White","2570","2500","44920","40790"
"In post","2021","Digital, Data & Technology","50-59","Asian","100","90","41130","36800"
"In post","2021","Digital, Data & Technology","50-59","Black","110","110","40410","36800"
"In post","2021","Digital, Data & Technology","50-59","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","50-59","Mixed","40","40","[c]","[c]"
"In post","2021","Digital, Data & Technology","50-59","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","50-59","Undeclared","240","230","41790","38960"
"In post","2021","Digital, Data & Technology","50-59","Unknown","380","370","45390","40450"
"In post","2021","Digital, Data & Technology","50-59","White","2450","2370","43450","39650"
"In post","2021","Digital, Data & Technology","60-64","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","60-64","Black","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","60-64","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","60-64","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","60-64","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","60-64","Undeclared","30","30","[c]","[c]"
"In post","2021","Digital, Data & Technology","60-64","Unknown","70","70","43130","35600"
"In post","2021","Digital, Data & Technology","60-64","White","520","450","40710","37420"
"In post","2021","Digital, Data & Technology","65+","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","65+","Black","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","65+","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","65+","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","65+","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","65+","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","65+","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","65+","White","140","120","42630","36000"
"In post","2021","Finance","16-19","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Finance","16-19","Black","[c]","[c]","[c]","[c]"
"In post","2021","Finance","16-19","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Finance","16-19","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Finance","16-19","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Finance","16-19","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","16-19","White","[c]","[c]","[c]","[c]"
"In post","2021","Finance","20-29","Asian","150","140","30550","29370"
"In post","2021","Finance","20-29","Black","30","30","[c]","[c]"
"In post","2021","Finance","20-29","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Finance","20-29","Mixed","30","30","[c]","[c]"
"In post","2021","Finance","20-29","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Finance","20-29","Undeclared","30","30","[c]","[c]"
"In post","2021","Finance","20-29","Unknown","350","340","30610","28970"
"In post","2021","Finance","20-29","White","710","700","32690","30090"
"In post","2021","Finance","30-39","Asian","200","190","39870","36820"
"In post","2021","Finance","30-39","Black","60","60","37720","36160"
"In post","2021","Finance","30-39","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Finance","30-39","Mixed","50","40","[c]","[c]"
"In post","2021","Finance","30-39","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Finance","30-39","Undeclared","60","60","41250","38630"
"In post","2021","Finance","30-39","Unknown","290","280","39410","36420"
"In post","2021","Finance","30-39","White","1230","1170","41070","37970"
"In post","2021","Finance","40-49","Asian","210","200","40410","37050"
"In post","2021","Finance","40-49","Black","100","100","40440","37810"
"In post","2021","Finance","40-49","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Finance","40-49","Mixed","40","40","[c]","[c]"
"In post","2021","Finance","40-49","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Finance","40-49","Undeclared","120","110","42160","37570"
"In post","2021","Finance","40-49","Unknown","260","250","39610","37350"
"In post","2021","Finance","40-49","White","1710","1630","43270","38630"
"In post","2021","Finance","50-59","Asian","130","120","41020","37630"
"In post","2021","Finance","50-59","Black","130","120","42000","38620"
"In post","2021","Finance","50-59","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Finance","50-59","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Finance","50-59","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Finance","50-59","Undeclared","130","120","38280","34850"
"In post","2021","Finance","50-59","Unknown","220","210","38130","32010"
"In post","2021","Finance","50-59","White","2170","2040","39900","35000"
"In post","2021","Finance","60-64","Asian","40","40","[c]","[c]"
"In post","2021","Finance","60-64","Black","[c]","[c]","[c]","[c]"
"In post","2021","Finance","60-64","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Finance","60-64","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Finance","60-64","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Finance","60-64","Undeclared","30","30","[c]","[c]"
"In post","2021","Finance","60-64","Unknown","60","50","29890","21440"
"In post","2021","Finance","60-64","White","480","410","37200","31810"
