"Status","Year","Age","Region_ITL3","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","60-64","Cornwall and Isles of Scilly","SEO/HEO","40","30","[c]","[c]"
"In post","2022","60-64","Cornwall and Isles of Scilly","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Coventry","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Coventry","EO","40","40","[c]","[c]"
"In post","2022","60-64","Coventry","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Coventry","SCS","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Coventry","SEO/HEO","50","40","[c]","[c]"
"In post","2022","60-64","Coventry","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Croydon","AA/AO","230","200","25010","25630"
"In post","2022","60-64","Croydon","EO","260","230","30310","29370"
"In post","2022","60-64","Croydon","G6/G7","110","90","67240","66050"
"In post","2022","60-64","Croydon","SCS","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Croydon","SEO/HEO","290","260","40880","40910"
"In post","2022","60-64","Croydon","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Darlington","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Darlington","EO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Darlington","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Darlington","SCS","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Darlington","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Darlington","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Derby","AA/AO","50","40","21010","21260"
"In post","2022","60-64","Derby","EO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Derby","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Derby","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Derby","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Devon CC","AA/AO","230","180","22070","21260"
"In post","2022","60-64","Devon CC","EO","120","90","27610","27570"
"In post","2022","60-64","Devon CC","G6/G7","50","40","[c]","[c]"
"In post","2022","60-64","Devon CC","SCS","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Devon CC","SEO/HEO","100","80","36470","36160"
"In post","2022","60-64","Devon CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Dorset","AA/AO","110","90","24320","21860"
"In post","2022","60-64","Dorset","EO","60","50","27940","27130"
"In post","2022","60-64","Dorset","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Dorset","SCS","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Dorset","SEO/HEO","50","40","38210","36710"
"In post","2022","60-64","Dorset","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Dudley","AA/AO","60","50","21160","21260"
"In post","2022","60-64","Dudley","EO","40","30","[c]","[c]"
"In post","2022","60-64","Dudley","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Dudley","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Dudley","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Dumfries and Galloway","AA/AO","40","40","[c]","[c]"
"In post","2022","60-64","Dumfries and Galloway","EO","30","20","[c]","[c]"
"In post","2022","60-64","Dumfries and Galloway","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Dumfries and Galloway","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Durham","AA/AO","350","250","23780","21680"
"In post","2022","60-64","Durham","EO","120","90","28080","27570"
"In post","2022","60-64","Durham","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Durham","SCS","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Durham","SEO/HEO","80","60","37870","36010"
"In post","2022","60-64","Durham","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Ealing","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Ealing","EO","30","30","[c]","[c]"
"In post","2022","60-64","Ealing","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Ealing","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Ealing","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","East Ayrshire and North Ayrshire mainland","AA/AO","30","30","[c]","[c]"
"In post","2022","60-64","East Ayrshire and North Ayrshire mainland","EO","60","50","26080","27570"
"In post","2022","60-64","East Ayrshire and North Ayrshire mainland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","60-64","East Ayrshire and North Ayrshire mainland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","East Cumbria","AA/AO","40","30","[c]","[c]"
"In post","2022","60-64","East Cumbria","EO","30","30","[c]","[c]"
"In post","2022","60-64","East Cumbria","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","60-64","East Cumbria","SCS","[c]","[c]","[c]","[c]"
"In post","2022","60-64","East Cumbria","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","East Cumbria","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","East Derbyshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","East Derbyshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","East Derbyshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","60-64","East Derbyshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","East Derbyshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","AA/AO","100","80","23750","21640"
"In post","2022","60-64","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","EO","50","30","[c]","[c]"
"In post","2022","60-64","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","60-64","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","SEO/HEO","40","30","[c]","[c]"
"In post","2022","60-64","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","East Kent","AA/AO","100","90","23230","24250"
"In post","2022","60-64","East Kent","EO","200","140","28650","27370"
"In post","2022","60-64","East Kent","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","60-64","East Kent","SEO/HEO","60","50","37450","35980"
"In post","2022","60-64","East Kent","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","East Lancashire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","East Lancashire","EO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","East Lancashire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","60-64","East Lancashire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","East Lancashire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","East Lothian and Midlothian","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","East Lothian and Midlothian","EO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","East Lothian and Midlothian","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","60-64","East Lothian and Midlothian","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","East Merseyside","AA/AO","40","30","[c]","[c]"
"In post","2022","60-64","East Merseyside","EO","70","50","27620","27570"
"In post","2022","60-64","East Merseyside","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","60-64","East Merseyside","SCS","[c]","[c]","[c]","[c]"
"In post","2022","60-64","East Merseyside","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","East Merseyside","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","East Riding of Yorkshire","AA/AO","70","60","25420","23400"
"In post","2022","60-64","East Riding of Yorkshire","EO","100","90","28000","26930"
"In post","2022","60-64","East Riding of Yorkshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","60-64","East Riding of Yorkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","East Riding of Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","East Surrey","AA/AO","40","40","[c]","[c]"
"In post","2022","60-64","East Surrey","EO","30","30","[c]","[c]"
"In post","2022","60-64","East Surrey","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","60-64","East Surrey","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","East Surrey","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","East Sussex CC","AA/AO","100","80","21330","21260"
"In post","2022","60-64","East Sussex CC","EO","70","50","27430","27570"
"In post","2022","60-64","East Sussex CC","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","60-64","East Sussex CC","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","East Sussex CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Enfield","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Enfield","EO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Enfield","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Enfield","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Enfield","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Essex Haven Gateway","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Essex Haven Gateway","EO","50","40","28780","28800"
"In post","2022","60-64","Essex Haven Gateway","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Essex Haven Gateway","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Essex Haven Gateway","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Essex Thames Gateway","AA/AO","40","30","[c]","[c]"
"In post","2022","60-64","Essex Thames Gateway","EO","30","30","[c]","[c]"
"In post","2022","60-64","Essex Thames Gateway","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Essex Thames Gateway","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Essex Thames Gateway","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Falkirk","AA/AO","80","60","21830","21260"
"In post","2022","60-64","Falkirk","EO","70","50","29560","27570"
"In post","2022","60-64","Falkirk","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Falkirk","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Fermanagh and Omagh","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Flintshire and Wrexham","AA/AO","80","70","21790","21260"
"In post","2022","60-64","Flintshire and Wrexham","EO","70","60","28310","27570"
"In post","2022","60-64","Flintshire and Wrexham","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Flintshire and Wrexham","SCS","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Flintshire and Wrexham","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Flintshire and Wrexham","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Glasgow City","AA/AO","390","330","21590","21260"
"In post","2022","60-64","Glasgow City","EO","320","240","27970","27570"
"In post","2022","60-64","Glasgow City","G6/G7","90","80","64080","62170"
"In post","2022","60-64","Glasgow City","SCS","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Glasgow City","SEO/HEO","230","190","39440","36240"
"In post","2022","60-64","Gloucestershire CC","AA/AO","50","40","22530","21260"
"In post","2022","60-64","Gloucestershire CC","EO","60","40","27500","27570"
"In post","2022","60-64","Gloucestershire CC","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Gloucestershire CC","SCS","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Gloucestershire CC","SEO/HEO","40","30","[c]","[c]"
"In post","2022","60-64","Gloucestershire CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Greater Manchester North East","AA/AO","40","30","[c]","[c]"
"In post","2022","60-64","Greater Manchester North East","EO","50","40","27260","27570"
"In post","2022","60-64","Greater Manchester North East","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Greater Manchester North East","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Greater Manchester North East","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Greater Manchester North West","AA/AO","120","90","21090","21260"
"In post","2022","60-64","Greater Manchester North West","EO","70","50","27400","27570"
"In post","2022","60-64","Greater Manchester North West","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Greater Manchester North West","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Greater Manchester South East","AA/AO","70","50","20930","21110"
"In post","2022","60-64","Greater Manchester South East","EO","50","40","[c]","[c]"
"In post","2022","60-64","Greater Manchester South East","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Greater Manchester South East","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Greater Manchester South East","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Greater Manchester South West","AA/AO","150","120","21420","21260"
"In post","2022","60-64","Greater Manchester South West","EO","110","90","27190","27570"
"In post","2022","60-64","Greater Manchester South West","G6/G7","30","30","[c]","[c]"
"In post","2022","60-64","Greater Manchester South West","SCS","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Greater Manchester South West","SEO/HEO","120","90","36630","35980"
"In post","2022","60-64","Greater Manchester South West","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Gwent Valleys","AA/AO","30","30","[c]","[c]"
"In post","2022","60-64","Gwent Valleys","EO","40","30","[c]","[c]"
"In post","2022","60-64","Gwent Valleys","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Gwent Valleys","SCS","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Gwent Valleys","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Gwent Valleys","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Gwynedd","AA/AO","40","30","[c]","[c]"
"In post","2022","60-64","Gwynedd","EO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Gwynedd","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Gwynedd","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Hackney and Newham","AA/AO","160","140","25120","25330"
"In post","2022","60-64","Hackney and Newham","EO","160","140","31770","31880"
"In post","2022","60-64","Hackney and Newham","G6/G7","70","60","67580","64660"
"In post","2022","60-64","Hackney and Newham","SCS","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Hackney and Newham","SEO/HEO","210","180","41680","40910"
"In post","2022","60-64","Hackney and Newham","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Haringey and Islington","AA/AO","50","40","[c]","[c]"
"In post","2022","60-64","Haringey and Islington","EO","40","30","[c]","[c]"
"In post","2022","60-64","Haringey and Islington","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Haringey and Islington","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Haringey and Islington","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Harrow and Hillingdon","AA/AO","90","70","24960","25630"
"In post","2022","60-64","Harrow and Hillingdon","EO","200","160","29830","30500"
"In post","2022","60-64","Harrow and Hillingdon","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Harrow and Hillingdon","SCS","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Harrow and Hillingdon","SEO/HEO","60","50","36360","37250"
"In post","2022","60-64","Harrow and Hillingdon","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Hartlepool and Stockton-on-Tees","AA/AO","80","60","23450","21260"
"In post","2022","60-64","Hartlepool and Stockton-on-Tees","EO","50","40","28280","27570"
"In post","2022","60-64","Hartlepool and Stockton-on-Tees","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Hartlepool and Stockton-on-Tees","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Hartlepool and Stockton-on-Tees","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Heart of Essex","AA/AO","40","30","[c]","[c]"
"In post","2022","60-64","Heart of Essex","EO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Heart of Essex","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Heart of Essex","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Heart of Essex","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Herefordshire, County of","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Herefordshire, County of","EO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Herefordshire, County of","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Herefordshire, County of","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Herefordshire, County of","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Hertfordshire CC","AA/AO","70","70","23340","23720"
"In post","2022","60-64","Hertfordshire CC","EO","90","80","30090","30030"
"In post","2022","60-64","Hertfordshire CC","G6/G7","30","30","[c]","[c]"
"In post","2022","60-64","Hertfordshire CC","SCS","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Hertfordshire CC","SEO/HEO","60","50","39410","37940"
"In post","2022","60-64","Hertfordshire CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Hounslow and Richmond upon Thames","AA/AO","90","80","24990","24690"
"In post","2022","60-64","Hounslow and Richmond upon Thames","EO","70","60","30740","31060"
"In post","2022","60-64","Hounslow and Richmond upon Thames","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Hounslow and Richmond upon Thames","SEO/HEO","50","40","37910","36950"
"In post","2022","60-64","Hounslow and Richmond upon Thames","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Inverclyde, East Renfrewshire, and Renfrewshire","AA/AO","60","40","21820","21260"
"In post","2022","60-64","Inverclyde, East Renfrewshire, and Renfrewshire","EO","50","30","[c]","[c]"
"In post","2022","60-64","Inverclyde, East Renfrewshire, and Renfrewshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Inverclyde, East Renfrewshire, and Renfrewshire","SCS","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Inverclyde, East Renfrewshire, and Renfrewshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Inverness and Nairn, Moray, and Badenoch and Strathspey","AA/AO","80","70","21890","21260"
"In post","2022","60-64","Inverness and Nairn, Moray, and Badenoch and Strathspey","EO","60","50","29540","27570"
"In post","2022","60-64","Inverness and Nairn, Moray, and Badenoch and Strathspey","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Inverness and Nairn, Moray, and Badenoch and Strathspey","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Isle of Anglesey","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Isle of Anglesey","EO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Isle of Anglesey","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Isle of Anglesey","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Isle of Anglesey","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Isle of Wight","AA/AO","60","40","24340","21860"
"In post","2022","60-64","Isle of Wight","EO","30","20","[c]","[c]"
"In post","2022","60-64","Isle of Wight","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Isle of Wight","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Kensington & Chelsea and Hammersmith & Fulham","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Kensington & Chelsea and Hammersmith & Fulham","EO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Kensington & Chelsea and Hammersmith & Fulham","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Kensington & Chelsea and Hammersmith & Fulham","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Kensington & Chelsea and Hammersmith & Fulham","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Kent Thames Gateway","AA/AO","70","60","25320","23720"
"In post","2022","60-64","Kent Thames Gateway","EO","40","30","[c]","[c]"
"In post","2022","60-64","Kent Thames Gateway","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Kent Thames Gateway","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Kent Thames Gateway","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Kingston upon Hull, City of","AA/AO","60","50","23350","21260"
"In post","2022","60-64","Kingston upon Hull, City of","EO","70","50","27480","27570"
"In post","2022","60-64","Kingston upon Hull, City of","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Kingston upon Hull, City of","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Kingston upon Hull, City of","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Lambeth","AA/AO","30","30","[c]","[c]"
"In post","2022","60-64","Lambeth","EO","60","60","33300","31880"
"In post","2022","60-64","Lambeth","G6/G7","30","30","[c]","[c]"
"In post","2022","60-64","Lambeth","SCS","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Lambeth","SEO/HEO","50","40","[c]","[c]"
"In post","2022","60-64","Lambeth","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Lancaster and Wyre","AA/AO","50","40","[c]","[c]"
"In post","2022","60-64","Lancaster and Wyre","EO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Lancaster and Wyre","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Lancaster and Wyre","SCS","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Lancaster and Wyre","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Lancaster and Wyre","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Leeds","AA/AO","210","170","22060","21260"
"In post","2022","60-64","Leeds","EO","190","150","27400","27570"
"In post","2022","60-64","Leeds","G6/G7","100","90","58420","55690"
"In post","2022","60-64","Leeds","SCS","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Leeds","SEO/HEO","220","180","36230","35430"
"In post","2022","60-64","Leeds","Unknown","30","30","[c]","[c]"
"In post","2022","60-64","Leicester","AA/AO","90","80","21020","20970"
"In post","2022","60-64","Leicester","EO","60","50","27440","27570"
"In post","2022","60-64","Leicester","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Leicester","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Leicester","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Leicestershire CC and Rutland","AA/AO","80","70","22700","21380"
"In post","2022","60-64","Leicestershire CC and Rutland","EO","60","40","28560","27420"
"In post","2022","60-64","Leicestershire CC and Rutland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Leicestershire CC and Rutland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Leicestershire CC and Rutland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Lewisham and Southwark","AA/AO","40","30","[c]","[c]"
"In post","2022","60-64","Lewisham and Southwark","EO","40","30","[c]","[c]"
"In post","2022","60-64","Lewisham and Southwark","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Lewisham and Southwark","SCS","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Lewisham and Southwark","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Lewisham and Southwark","Unknown","50","50","[c]","[c]"
"In post","2022","60-64","Lincolnshire CC","AA/AO","190","170","21470","21170"
"In post","2022","60-64","Lincolnshire CC","EO","100","80","27790","27570"
"In post","2022","60-64","Lincolnshire CC","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Lincolnshire CC","SEO/HEO","60","50","37230","36460"
"In post","2022","60-64","Lincolnshire CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Lisburn and Castlereagh","AA/AO","30","30","[c]","[c]"
"In post","2022","60-64","Lisburn and Castlereagh","EO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Lisburn and Castlereagh","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Lisburn and Castlereagh","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Liverpool","AA/AO","470","380","21700","21680"
"In post","2022","60-64","Liverpool","EO","250","200","27200","27380"
"In post","2022","60-64","Liverpool","G6/G7","50","40","58530","55610"
"In post","2022","60-64","Liverpool","SCS","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Liverpool","SEO/HEO","120","100","36360","34550"
"In post","2022","60-64","Liverpool","Unknown","30","30","[c]","[c]"
"In post","2022","60-64","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","EO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Luton","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Luton","EO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Luton","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Luton","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Manchester","AA/AO","170","140","22160","21260"
"In post","2022","60-64","Manchester","EO","150","120","27940","27570"
"In post","2022","60-64","Manchester","G6/G7","70","60","58500","57250"
"In post","2022","60-64","Manchester","SCS","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Manchester","SEO/HEO","160","120","36400","34500"
"In post","2022","60-64","Manchester","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Medway","AA/AO","60","50","22730","21830"
"In post","2022","60-64","Medway","EO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Medway","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Medway","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Medway","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Merton, Kingston upon Thames and Sutton","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Merton, Kingston upon Thames and Sutton","EO","30","30","[c]","[c]"
"In post","2022","60-64","Merton, Kingston upon Thames and Sutton","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Merton, Kingston upon Thames and Sutton","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Merton, Kingston upon Thames and Sutton","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mid Kent","AA/AO","40","30","[c]","[c]"
"In post","2022","60-64","Mid Kent","EO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mid Kent","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mid Kent","SCS","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mid Kent","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mid Kent","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Mid Lancashire","AA/AO","270","210","22480","21260"
"In post","2022","60-64","Mid Lancashire","EO","130","90","27710","27570"
