"Status","Year","Responsibility_level","Region_ITL3","Disability","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","AA/AO","Conwy and Denbighshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Cornwall and Isles of Scilly","Declared disabled","90","80","20810","21010"
"In post","2021","AA/AO","Cornwall and Isles of Scilly","Declared non-disabled","490","440","20810","21010"
"In post","2021","AA/AO","Cornwall and Isles of Scilly","Undeclared","40","40","[c]","[c]"
"In post","2021","AA/AO","Cornwall and Isles of Scilly","Unknown","90","80","21020","21010"
"In post","2021","AA/AO","Coventry","Declared disabled","30","30","[c]","[c]"
"In post","2021","AA/AO","Coventry","Declared non-disabled","190","160","20570","21010"
"In post","2021","AA/AO","Coventry","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Coventry","Unknown","60","60","22180","22350"
"In post","2021","AA/AO","Croydon","Declared disabled","180","160","24600","25630"
"In post","2021","AA/AO","Croydon","Declared non-disabled","1210","1100","24590","25630"
"In post","2021","AA/AO","Croydon","Undeclared","70","60","24480","25630"
"In post","2021","AA/AO","Croydon","Unknown","270","260","24080","24120"
"In post","2021","AA/AO","Darlington","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Darlington","Declared non-disabled","70","60","21010","21000"
"In post","2021","AA/AO","Darlington","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Darlington","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Derby","Declared disabled","80","70","20600","21010"
"In post","2021","AA/AO","Derby","Declared non-disabled","340","290","21300","21010"
"In post","2021","AA/AO","Derby","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Derby","Unknown","40","40","[c]","[c]"
"In post","2021","AA/AO","Derry City and Strabane","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Derry City and Strabane","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Derry City and Strabane","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Devon CC","Declared disabled","240","200","22010","21010"
"In post","2021","AA/AO","Devon CC","Declared non-disabled","1360","1210","22250","21010"
"In post","2021","AA/AO","Devon CC","Undeclared","150","130","23930","21130"
"In post","2021","AA/AO","Devon CC","Unknown","200","180","20860","20880"
"In post","2021","AA/AO","Dorset CC","Declared disabled","100","90","24100","22350"
"In post","2021","AA/AO","Dorset CC","Declared non-disabled","640","610","23810","21710"
"In post","2021","AA/AO","Dorset CC","Undeclared","100","90","25980","25400"
"In post","2021","AA/AO","Dorset CC","Unknown","160","150","22590","22350"
"In post","2021","AA/AO","Dudley","Declared disabled","80","70","20710","21010"
"In post","2021","AA/AO","Dudley","Declared non-disabled","380","310","20750","21010"
"In post","2021","AA/AO","Dudley","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Dudley","Unknown","50","50","[c]","[c]"
"In post","2021","AA/AO","Dumfries and Galloway","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Dumfries and Galloway","Declared non-disabled","130","130","24270","22920"
"In post","2021","AA/AO","Dumfries and Galloway","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Dumfries and Galloway","Unknown","100","90","23250","22430"
"In post","2021","AA/AO","Durham CC","Declared disabled","290","250","22330","21430"
"In post","2021","AA/AO","Durham CC","Declared non-disabled","2130","1850","23050","21430"
"In post","2021","AA/AO","Durham CC","Undeclared","350","300","26820","26980"
"In post","2021","AA/AO","Durham CC","Unknown","570","550","22070","22040"
"In post","2021","AA/AO","Ealing","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Ealing","Declared non-disabled","40","40","[c]","[c]"
"In post","2021","AA/AO","Ealing","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Ealing","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","East Ayrshire and North Ayrshire mainland","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","East Ayrshire and North Ayrshire mainland","Declared non-disabled","220","180","21460","21010"
"In post","2021","AA/AO","East Ayrshire and North Ayrshire mainland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","East Ayrshire and North Ayrshire mainland","Unknown","50","40","[c]","[c]"
"In post","2021","AA/AO","East Cumbria","Declared disabled","40","30","[c]","[c]"
"In post","2021","AA/AO","East Cumbria","Declared non-disabled","280","250","21140","21050"
"In post","2021","AA/AO","East Cumbria","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","East Cumbria","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","East Derbyshire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","East Derbyshire","Declared non-disabled","80","60","20420","20300"
"In post","2021","AA/AO","East Derbyshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Declared disabled","80","70","25090","21010"
"In post","2021","AA/AO","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Declared non-disabled","780","730","25670","21600"
"In post","2021","AA/AO","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Undeclared","50","50","26850","22340"
"In post","2021","AA/AO","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Unknown","460","450","28120","25870"
"In post","2021","AA/AO","East Kent","Declared disabled","140","120","22910","24180"
"In post","2021","AA/AO","East Kent","Declared non-disabled","690","640","22650","21580"
"In post","2021","AA/AO","East Kent","Undeclared","60","50","22990","24180"
"In post","2021","AA/AO","East Kent","Unknown","130","130","22010","21430"
"In post","2021","AA/AO","East Lancashire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","East Lancashire","Declared non-disabled","120","100","20410","21010"
"In post","2021","AA/AO","East Lancashire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","East Lancashire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","East Lothian and Midlothian","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","East Lothian and Midlothian","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","East Lothian and Midlothian","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","East Merseyside","Declared disabled","50","40","[c]","[c]"
"In post","2021","AA/AO","East Merseyside","Declared non-disabled","210","180","20700","20180"
"In post","2021","AA/AO","East Merseyside","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","East Merseyside","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","East Riding of Yorkshire","Declared disabled","70","60","24300","21580"
"In post","2021","AA/AO","East Riding of Yorkshire","Declared non-disabled","700","650","25130","24440"
"In post","2021","AA/AO","East Riding of Yorkshire","Undeclared","100","90","27850","31650"
"In post","2021","AA/AO","East Riding of Yorkshire","Unknown","130","120","24490","23970"
"In post","2021","AA/AO","East Surrey","Declared disabled","40","40","[c]","[c]"
"In post","2021","AA/AO","East Surrey","Declared non-disabled","330","310","30630","33220"
"In post","2021","AA/AO","East Surrey","Undeclared","90","80","29820","30720"
"In post","2021","AA/AO","East Surrey","Unknown","90","90","30660","32510"
"In post","2021","AA/AO","East Sussex CC","Declared disabled","120","100","21030","21010"
"In post","2021","AA/AO","East Sussex CC","Declared non-disabled","670","590","22560","21010"
"In post","2021","AA/AO","East Sussex CC","Undeclared","70","60","23100","21010"
"In post","2021","AA/AO","East Sussex CC","Unknown","70","60","23830","21010"
"In post","2021","AA/AO","Enfield","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Enfield","Declared non-disabled","50","50","23370","23130"
"In post","2021","AA/AO","Enfield","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Enfield","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Essex Haven Gateway","Declared disabled","40","30","[c]","[c]"
"In post","2021","AA/AO","Essex Haven Gateway","Declared non-disabled","220","210","24440","21430"
"In post","2021","AA/AO","Essex Haven Gateway","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Essex Haven Gateway","Unknown","40","40","[c]","[c]"
"In post","2021","AA/AO","Essex Thames Gateway","Declared disabled","70","60","23780","24180"
"In post","2021","AA/AO","Essex Thames Gateway","Declared non-disabled","240","210","23460","24180"
"In post","2021","AA/AO","Essex Thames Gateway","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Essex Thames Gateway","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Falkirk","Declared disabled","80","70","21360","21010"
"In post","2021","AA/AO","Falkirk","Declared non-disabled","530","450","21110","21010"
"In post","2021","AA/AO","Falkirk","Undeclared","50","40","[c]","[c]"
"In post","2021","AA/AO","Falkirk","Unknown","210","190","22820","22160"
"In post","2021","AA/AO","Fermanagh and Omagh","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Fermanagh and Omagh","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Fermanagh and Omagh","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Fermanagh and Omagh","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Flintshire and Wrexham","Declared disabled","90","70","21380","21010"
"In post","2021","AA/AO","Flintshire and Wrexham","Declared non-disabled","750","710","22350","21010"
"In post","2021","AA/AO","Flintshire and Wrexham","Undeclared","60","60","22230","21010"
"In post","2021","AA/AO","Flintshire and Wrexham","Unknown","120","120","22730","22850"
"In post","2021","AA/AO","Glasgow City","Declared disabled","480","420","20920","21010"
"In post","2021","AA/AO","Glasgow City","Declared non-disabled","2300","2060","20890","21010"
"In post","2021","AA/AO","Glasgow City","Undeclared","160","150","20810","21010"
"In post","2021","AA/AO","Glasgow City","Unknown","880","820","21670","20920"
"In post","2021","AA/AO","Gloucestershire","Declared disabled","50","40","[c]","[c]"
"In post","2021","AA/AO","Gloucestershire","Declared non-disabled","250","220","23100","21010"
"In post","2021","AA/AO","Gloucestershire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Gloucestershire","Unknown","100","100","23040","22350"
"In post","2021","AA/AO","Greater Manchester North East","Declared disabled","40","40","[c]","[c]"
"In post","2021","AA/AO","Greater Manchester North East","Declared non-disabled","220","190","22280","21010"
"In post","2021","AA/AO","Greater Manchester North East","Undeclared","60","60","25890","23240"
"In post","2021","AA/AO","Greater Manchester North East","Unknown","30","30","[c]","[c]"
"In post","2021","AA/AO","Greater Manchester North West","Declared disabled","150","130","21140","21010"
"In post","2021","AA/AO","Greater Manchester North West","Declared non-disabled","760","670","21350","21010"
"In post","2021","AA/AO","Greater Manchester North West","Undeclared","100","90","23960","21010"
"In post","2021","AA/AO","Greater Manchester North West","Unknown","50","50","[c]","[c]"
"In post","2021","AA/AO","Greater Manchester South East","Declared disabled","90","80","20770","21010"
"In post","2021","AA/AO","Greater Manchester South East","Declared non-disabled","510","450","20830","21010"
"In post","2021","AA/AO","Greater Manchester South East","Undeclared","60","50","21080","21010"
"In post","2021","AA/AO","Greater Manchester South East","Unknown","40","30","[c]","[c]"
"In post","2021","AA/AO","Greater Manchester South West","Declared disabled","160","140","20560","20650"
"In post","2021","AA/AO","Greater Manchester South West","Declared non-disabled","860","780","20530","20140"
"In post","2021","AA/AO","Greater Manchester South West","Undeclared","90","80","20620","20650"
"In post","2021","AA/AO","Greater Manchester South West","Unknown","570","520","20390","20140"
"In post","2021","AA/AO","Gwent Valleys","Declared disabled","50","40","20650","21010"
"In post","2021","AA/AO","Gwent Valleys","Declared non-disabled","270","230","21040","21010"
"In post","2021","AA/AO","Gwent Valleys","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Gwent Valleys","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Gwynedd","Declared disabled","50","40","21070","21010"
"In post","2021","AA/AO","Gwynedd","Declared non-disabled","330","290","21150","21010"
"In post","2021","AA/AO","Gwynedd","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Gwynedd","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Hackney and Newham","Declared disabled","140","120","24310","25110"
"In post","2021","AA/AO","Hackney and Newham","Declared non-disabled","530","460","24180","25060"
"In post","2021","AA/AO","Hackney and Newham","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Hackney and Newham","Unknown","70","60","24860","25110"
"In post","2021","AA/AO","Haringey and Islington","Declared disabled","60","60","28350","25450"
"In post","2021","AA/AO","Haringey and Islington","Declared non-disabled","360","340","27560","25110"
"In post","2021","AA/AO","Haringey and Islington","Undeclared","100","100","31100","34940"
"In post","2021","AA/AO","Haringey and Islington","Unknown","170","170","26760","25450"
"In post","2021","AA/AO","Harrow and Hillingdon","Declared disabled","60","60","25460","25630"
"In post","2021","AA/AO","Harrow and Hillingdon","Declared non-disabled","450","410","25110","25630"
"In post","2021","AA/AO","Harrow and Hillingdon","Undeclared","30","30","[c]","[c]"
"In post","2021","AA/AO","Harrow and Hillingdon","Unknown","60","60","24770","25350"
"In post","2021","AA/AO","Hartlepool and Stockton-on-Tees","Declared disabled","110","90","23380","21010"
"In post","2021","AA/AO","Hartlepool and Stockton-on-Tees","Declared non-disabled","560","500","22890","21010"
"In post","2021","AA/AO","Hartlepool and Stockton-on-Tees","Undeclared","90","80","26570","27520"
"In post","2021","AA/AO","Hartlepool and Stockton-on-Tees","Unknown","60","50","22850","21010"
"In post","2021","AA/AO","Heart of Essex","Declared disabled","40","30","[c]","[c]"
"In post","2021","AA/AO","Heart of Essex","Declared non-disabled","280","250","25690","25400"
"In post","2021","AA/AO","Heart of Essex","Undeclared","40","40","[c]","[c]"
"In post","2021","AA/AO","Heart of Essex","Unknown","90","90","24120","23520"
