"Status","Year","Parent_department","Region_ITL3","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Attorney General's Departments","East Cumbria","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","East Cumbria","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","East Derbyshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","East Derbyshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","East Kent","Female","80","70","37110","30110"
"In post","2021","Attorney General's Departments","East Kent","Male","50","40","[c]","[c]"
"In post","2021","Attorney General's Departments","Flintshire and Wrexham","Female","50","50","39110","34480"
"In post","2021","Attorney General's Departments","Flintshire and Wrexham","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Haringey and Islington","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Haringey and Islington","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Harrow and Hillingdon","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Harrow and Hillingdon","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Heart of Essex","Female","130","120","40170","34140"
"In post","2021","Attorney General's Departments","Heart of Essex","Male","50","50","43630","36240"
"In post","2021","Attorney General's Departments","Hertfordshire","Female","120","100","38990","30110"
"In post","2021","Attorney General's Departments","Hertfordshire","Male","60","60","49620","51120"
"In post","2021","Attorney General's Departments","Hounslow and Richmond upon Thames","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Hounslow and Richmond upon Thames","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Kingston upon Hull, City of","Female","50","50","37270","28430"
"In post","2021","Attorney General's Departments","Kingston upon Hull, City of","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Leeds","Female","250","230","39750","37890"
"In post","2021","Attorney General's Departments","Leeds","Male","130","130","46290","49210"
"In post","2021","Attorney General's Departments","Leicester","Female","100","90","37020","33310"
"In post","2021","Attorney General's Departments","Leicester","Male","40","40","[c]","[c]"
"In post","2021","Attorney General's Departments","Lewisham and Southwark","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Lewisham and Southwark","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Lincolnshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Lincolnshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Liverpool","Female","240","220","35850","28430"
"In post","2021","Attorney General's Departments","Liverpool","Male","120","120","40890","38180"
"In post","2021","Attorney General's Departments","Manchester","Female","240","220","39720","33900"
"In post","2021","Attorney General's Departments","Manchester","Male","120","120","44360","48080"
"In post","2021","Attorney General's Departments","Merton, Kingston upon Thames and Sutton","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Merton, Kingston upon Thames and Sutton","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Mid Kent","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Mid Kent","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Mid Lancashire","Female","110","100","38190","32890"
"In post","2021","Attorney General's Departments","Mid Lancashire","Male","60","60","43340","48080"
"In post","2021","Attorney General's Departments","Northumberland","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Northumberland","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Norwich and East Norfolk","Female","50","40","31690","26960"
"In post","2021","Attorney General's Departments","Norwich and East Norfolk","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Nottingham","Female","180","160","36680","28430"
"In post","2021","Attorney General's Departments","Nottingham","Male","90","90","38510","34480"
"In post","2021","Attorney General's Departments","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Peterborough","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Peterborough","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Portsmouth","Female","70","70","36650","30110"
"In post","2021","Attorney General's Departments","Portsmouth","Male","40","40","[c]","[c]"
"In post","2021","Attorney General's Departments","Redbridge and Waltham Forest","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Redbridge and Waltham Forest","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Sheffield","Female","100","80","34320","28430"
"In post","2021","Attorney General's Departments","Sheffield","Male","40","40","[c]","[c]"
"In post","2021","Attorney General's Departments","Shropshire CC","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Shropshire CC","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","South Hampshire","Female","100","90","46040","45530"
"In post","2021","Attorney General's Departments","South Hampshire","Male","50","50","45410","50520"
"In post","2021","Attorney General's Departments","South Teesside","Female","70","60","36990","28430"
"In post","2021","Attorney General's Departments","South Teesside","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Staffordshire CC","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Staffordshire CC","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Stoke-on-Trent","Female","50","40","[c]","[c]"
"In post","2021","Attorney General's Departments","Stoke-on-Trent","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Suffolk","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Suffolk","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Swansea","Female","50","50","39220","33310"
"In post","2021","Attorney General's Departments","Swansea","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Tyneside","Female","160","140","36090","28430"
"In post","2021","Attorney General's Departments","Tyneside","Male","80","80","41760","48080"
"In post","2021","Attorney General's Departments","Wakefield","Female","40","40","[c]","[c]"
"In post","2021","Attorney General's Departments","Wakefield","Male","30","30","[c]","[c]"
"In post","2021","Attorney General's Departments","Warrington","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Warrington","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Warwickshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Warwickshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","West Cumbria","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","West Cumbria","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","West Northamptonshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","West Northamptonshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","West Surrey","Female","40","40","[c]","[c]"
"In post","2021","Attorney General's Departments","West Surrey","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","West Sussex (North East)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","West Sussex (North East)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Westminster","Female","2830","2600","50040","51250"
"In post","2021","Attorney General's Departments","Westminster","Male","1680","1640","51380","51250"
"In post","2021","Attorney General's Departments","Wiltshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Wiltshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Wolverhampton","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Wolverhampton","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Worcestershire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Worcestershire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","York","Female","190","170","45790","51470"
"In post","2021","Attorney General's Departments","York","Male","130","120","49250","55610"
"In post","2021","Cabinet Office","Ards and North Down","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Ards and North Down","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Bath and North East Somerset, North Somerset and South Gloucestershire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Bath and North East Somerset, North Somerset and South Gloucestershire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Belfast","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Belfast","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Berkshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Berkshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Birmingham","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Birmingham","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Blackpool","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Blackpool","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Bradford","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Bradford","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Brighton and Hove","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Brighton and Hove","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Bristol, City of","Female","30","30","[c]","[c]"
"In post","2021","Cabinet Office","Bristol, City of","Male","30","30","[c]","[c]"
"In post","2021","Cabinet Office","Buckinghamshire CC","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Buckinghamshire CC","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Cambridgeshire CC","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Cambridgeshire CC","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Camden and City of London","Female","40","40","[c]","[c]"
"In post","2021","Cabinet Office","Camden and City of London","Male","60","60","56290","56340"
"In post","2021","Cabinet Office","Cardiff and Vale of Glamorgan","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Cardiff and Vale of Glamorgan","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Central Hampshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Central Hampshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","City of Edinburgh","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","City of Edinburgh","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Coventry","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Coventry","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Croydon","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Croydon","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Darlington","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Darlington","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Devon CC","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Devon CC","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Dorset CC","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Dorset CC","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","East Merseyside","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","East Merseyside","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Glasgow City","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Glasgow City","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Gloucestershire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Gloucestershire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Greater Manchester South East","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Greater Manchester South East","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Greater Manchester South West","Female","100","100","44200","38410"
"In post","2021","Cabinet Office","Greater Manchester South West","Male","70","70","46580","49700"
"In post","2021","Cabinet Office","Hackney and Newham","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Hackney and Newham","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Harrow and Hillingdon","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Harrow and Hillingdon","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Hertfordshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Hertfordshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Lambeth","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Lambeth","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Lancaster and Wyre","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Lancaster and Wyre","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Leeds","Female","100","100","47700","40250"
"In post","2021","Cabinet Office","Leeds","Male","80","80","46360","40250"
"In post","2021","Cabinet Office","Lewisham and Southwark","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Lewisham and Southwark","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Lincolnshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Lincolnshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Liverpool","Female","60","60","46930","49700"
"In post","2021","Cabinet Office","Liverpool","Male","60","60","51310","49700"
"In post","2021","Cabinet Office","Manchester","Female","60","50","42720","33300"
"In post","2021","Cabinet Office","Manchester","Male","40","40","[c]","[c]"
"In post","2021","Cabinet Office","Medway","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Medway","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Mid Kent","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Mid Kent","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Milton Keynes","Female","50","50","28550","26670"
"In post","2021","Cabinet Office","Milton Keynes","Male","40","40","[c]","[c]"
"In post","2021","Cabinet Office","Monmouthshire and Newport","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Monmouthshire and Newport","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","North Hampshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","North Hampshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","North Yorkshire CC","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","North Yorkshire CC","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Norwich and East Norfolk","Female","50","40","[c]","[c]"
"In post","2021","Cabinet Office","Norwich and East Norfolk","Male","50","40","[c]","[c]"
"In post","2021","Cabinet Office","Nottingham","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Nottingham","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Oxfordshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Oxfordshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Peterborough","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Peterborough","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Plymouth","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Plymouth","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Portsmouth","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Portsmouth","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Sefton","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Sefton","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Sheffield","Female","60","50","46160","40160"
"In post","2021","Cabinet Office","Sheffield","Male","40","40","[c]","[c]"
"In post","2021","Cabinet Office","South Hampshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","South Hampshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","South Lanarkshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","South Lanarkshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","South Teesside","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","South Teesside","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","South West Wales","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","South West Wales","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Suffolk","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Suffolk","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Swansea","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Swansea","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Telford and Wrekin","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Telford and Wrekin","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Tower Hamlets","Female","440","420","48900","54700"
"In post","2021","Cabinet Office","Tower Hamlets","Male","430","430","54470","54700"
"In post","2021","Cabinet Office","Tyneside","Female","250","230","27650","23850"
"In post","2021","Cabinet Office","Tyneside","Male","160","150","29760","23850"
"In post","2021","Cabinet Office","Unknown","Female","330","320","36050","32000"
"In post","2021","Cabinet Office","Unknown","Male","280","280","36480","32000"
"In post","2021","Cabinet Office","Warrington","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Warrington","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","West Cumbria","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","West Cumbria","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","West Kent","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","West Kent","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","West Sussex (North East)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","West Sussex (North East)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Westminster","Female","2930","2870","46750","38580"
"In post","2021","Cabinet Office","Westminster","Male","2520","2510","52440","43890"
"In post","2021","Cabinet Office","Wiltshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Wiltshire","Male","40","40","[c]","[c]"
"In post","2021","Cabinet Office","York","Female","230","220","28550","26670"
"In post","2021","Cabinet Office","York","Male","210","200","29910","26670"
"In post","2021","Chancellor's other departments","Blackpool","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Blackpool","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Camden and City of London","Female","80","70","60350","60780"
"In post","2021","Chancellor's other departments","Camden and City of London","Male","130","120","67730","57250"
"In post","2021","Chancellor's other departments","City of Edinburgh","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","City of Edinburgh","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Durham CC","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Durham CC","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Glasgow City","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Glasgow City","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Westminster","Female","80","80","47740","44370"
"In post","2021","Chancellor's other departments","Westminster","Male","80","80","57400","49220"
"In post","2021","Charity Commission","Monmouthshire and Newport","Female","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Monmouthshire and Newport","Male","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Sefton","Female","180","160","32560","29160"
"In post","2021","Charity Commission","Sefton","Male","130","130","33070","29160"
"In post","2021","Charity Commission","Somerset","Female","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Somerset","Male","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Westminster","Female","50","50","[c]","[c]"
"In post","2021","Charity Commission","Westminster","Male","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Belfast","Female","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Belfast","Male","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Cardiff and Vale of Glamorgan","Female","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Cardiff and Vale of Glamorgan","Male","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","City of Edinburgh","Female","30","30","[c]","[c]"
"In post","2021","Competition and Markets Authority","City of Edinburgh","Male","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Tower Hamlets","Female","400","380","58800","56000"
"In post","2021","Competition and Markets Authority","Tower Hamlets","Male","390","380","62910","59170"
"In post","2021","Department for Business, Energy and Industrial Strategy","Aberdeen City and Aberdeenshire","Female","70","60","44440","36740"
"In post","2021","Department for Business, Energy and Industrial Strategy","Aberdeen City and Aberdeenshire","Male","70","60","49920","43700"
"In post","2021","Department for Business, Energy and Industrial Strategy","Antrim and Newtownabbey","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Antrim and Newtownabbey","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Bedford","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Bedford","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Belfast","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Belfast","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Berkshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Berkshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Birmingham","Female","370","350","32440","30360"
"In post","2021","Department for Business, Energy and Industrial Strategy","Birmingham","Male","290","280","34370","31000"
"In post","2021","Department for Business, Energy and Industrial Strategy","Blackpool","Female","40","30","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Blackpool","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Brighton and Hove","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Brighton and Hove","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Bristol, City of","Female","60","60","34920","34390"
"In post","2021","Department for Business, Energy and Industrial Strategy","Bristol, City of","Male","60","60","36030","34450"
"In post","2021","Department for Business, Energy and Industrial Strategy","Cambridgeshire CC","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Cambridgeshire CC","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Camden and City of London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Camden and City of London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Cardiff and Vale of Glamorgan","Female","720","630","29660","24730"
"In post","2021","Department for Business, Energy and Industrial Strategy","Cardiff and Vale of Glamorgan","Male","560","550","33100","30720"
"In post","2021","Department for Business, Energy and Industrial Strategy","Central Hampshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Central Hampshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Chorley and West Lancashire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Chorley and West Lancashire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","City of Edinburgh","Female","70","70","26570","21840"
