"Status","Year","Region_ITL1","Region_ITL3","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","East Midlands (England)","West Northamptonshire","Other","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","West Northamptonshire","Policy","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","West Northamptonshire","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","West Northamptonshire","Property","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","West Northamptonshire","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","West Northamptonshire","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","West Northamptonshire","Security","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","West Northamptonshire","Tax","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","West Northamptonshire","Unknown","180","170","27890","27570"
"In post","2021","East of England","Bedford","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Bedford","Communications","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Bedford","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Bedford","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Bedford","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Bedford","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Bedford","Legal","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Bedford","Operational Delivery","600","560","30330","28990"
"In post","2021","East of England","Bedford","Other","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Bedford","Policy","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Bedford","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Bedford","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Bedford","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Bedford","Security","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Bedford","Unknown","170","160","28010","27570"
"In post","2021","East of England","Breckland and South Norfolk","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Breckland and South Norfolk","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Breckland and South Norfolk","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Breckland and South Norfolk","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Breckland and South Norfolk","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Breckland and South Norfolk","Operational Delivery","410","390","27710","25790"
"In post","2021","East of England","Breckland and South Norfolk","Other","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Breckland and South Norfolk","Policy","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Breckland and South Norfolk","Property","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Breckland and South Norfolk","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Breckland and South Norfolk","Security","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Breckland and South Norfolk","Unknown","60","50","27890","27570"
"In post","2021","East of England","Cambridgeshire CC","Commercial","60","60","36180","34800"
"In post","2021","East of England","Cambridgeshire CC","Communications","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Cambridgeshire CC","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Cambridgeshire CC","Digital, Data and Technology","40","40","[c]","[c]"
"In post","2021","East of England","Cambridgeshire CC","Finance","50","50","[c]","[c]"
"In post","2021","East of England","Cambridgeshire CC","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Cambridgeshire CC","Inspector of Education and Training","90","90","65420","75500"
"In post","2021","East of England","Cambridgeshire CC","Intelligence Analysis","280","280","33370","33300"
"In post","2021","East of England","Cambridgeshire CC","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Cambridgeshire CC","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Cambridgeshire CC","Knowledge and Information Management","130","120","36080","33300"
"In post","2021","East of England","Cambridgeshire CC","Legal","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Cambridgeshire CC","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Cambridgeshire CC","Operational Delivery","1500","1400","29940","29300"
"In post","2021","East of England","Cambridgeshire CC","Other","160","160","27370","26370"
"In post","2021","East of England","Cambridgeshire CC","Policy","50","40","[c]","[c]"
"In post","2021","East of England","Cambridgeshire CC","Project Delivery","200","190","40680","40580"
"In post","2021","East of England","Cambridgeshire CC","Property","210","200","37690","33460"
"In post","2021","East of England","Cambridgeshire CC","Psychology","50","50","35480","31180"
"In post","2021","East of England","Cambridgeshire CC","Science and Engineering","160","150","35530","33300"
"In post","2021","East of England","Cambridgeshire CC","Security","40","40","[c]","[c]"
"In post","2021","East of England","Cambridgeshire CC","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Cambridgeshire CC","Unknown","280","270","30420","27570"
"In post","2021","East of England","Central Bedfordshire","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Central Bedfordshire","Communications","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Central Bedfordshire","Digital, Data and Technology","40","40","[c]","[c]"
"In post","2021","East of England","Central Bedfordshire","Finance","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Central Bedfordshire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Central Bedfordshire","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Central Bedfordshire","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Central Bedfordshire","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Central Bedfordshire","Operational Delivery","30","30","[c]","[c]"
"In post","2021","East of England","Central Bedfordshire","Other","110","110","25080","21130"
"In post","2021","East of England","Central Bedfordshire","Project Delivery","40","40","[c]","[c]"
"In post","2021","East of England","Central Bedfordshire","Property","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Central Bedfordshire","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Central Bedfordshire","Science and Engineering","30","30","[c]","[c]"
"In post","2021","East of England","Central Bedfordshire","Security","30","30","[c]","[c]"
"In post","2021","East of England","Central Bedfordshire","Unknown","80","70","32200","29670"
"In post","2021","East of England","Essex Haven Gateway","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Essex Haven Gateway","Communications","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Essex Haven Gateway","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Essex Haven Gateway","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Essex Haven Gateway","Finance","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Essex Haven Gateway","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Essex Haven Gateway","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Essex Haven Gateway","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Essex Haven Gateway","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Essex Haven Gateway","Legal","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Essex Haven Gateway","Medicine","40","30","[c]","[c]"
"In post","2021","East of England","Essex Haven Gateway","Operational Delivery","240","230","28640","26130"
"In post","2021","East of England","Essex Haven Gateway","Other","120","120","24670","21580"
"In post","2021","East of England","Essex Haven Gateway","Policy","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Essex Haven Gateway","Project Delivery","50","40","[c]","[c]"
"In post","2021","East of England","Essex Haven Gateway","Property","70","60","33020","30550"
"In post","2021","East of England","Essex Haven Gateway","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Essex Haven Gateway","Security","210","200","40700","41070"
"In post","2021","East of England","Essex Haven Gateway","Unknown","330","300","30460","29290"
"In post","2021","East of England","Essex Thames Gateway","Legal","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Essex Thames Gateway","Operational Delivery","210","190","25120","22920"
"In post","2021","East of England","Essex Thames Gateway","Other","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Essex Thames Gateway","Unknown","710","640","28200","29290"
"In post","2021","East of England","Heart of Essex","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Heart of Essex","Communications","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Heart of Essex","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Heart of Essex","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Heart of Essex","Finance","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Heart of Essex","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Heart of Essex","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Heart of Essex","Legal","110","100","51150","51120"
"In post","2021","East of England","Heart of Essex","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Heart of Essex","Operational Delivery","800","750","29390","28340"
"In post","2021","East of England","Heart of Essex","Other","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Heart of Essex","Policy","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Heart of Essex","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Heart of Essex","Property","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Heart of Essex","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Heart of Essex","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Heart of Essex","Security","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Heart of Essex","Unknown","150","140","29830","29290"
"In post","2021","East of England","Heart of Essex","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Hertfordshire","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Hertfordshire","Communications","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Hertfordshire","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Hertfordshire","Digital, Data and Technology","30","30","[c]","[c]"
"In post","2021","East of England","Hertfordshire","Finance","100","90","45090","39600"
"In post","2021","East of England","Hertfordshire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Hertfordshire","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Hertfordshire","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Hertfordshire","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Hertfordshire","Legal","110","100","53060","54390"
"In post","2021","East of England","Hertfordshire","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Hertfordshire","Operational Delivery","1080","1020","30860","29750"
"In post","2021","East of England","Hertfordshire","Other","50","50","32680","26090"
"In post","2021","East of England","Hertfordshire","Policy","50","50","[c]","[c]"
"In post","2021","East of England","Hertfordshire","Project Delivery","100","100","44920","43170"
"In post","2021","East of England","Hertfordshire","Property","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Hertfordshire","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Hertfordshire","Science and Engineering","170","170","50740","45570"
"In post","2021","East of England","Hertfordshire","Security","50","50","[c]","[c]"
"In post","2021","East of England","Hertfordshire","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Hertfordshire","Tax","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Hertfordshire","Unknown","810","750","30200","29290"
"In post","2021","East of England","Hertfordshire","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Luton","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Luton","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Luton","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Luton","Legal","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Luton","Operational Delivery","350","310","25550","24890"
"In post","2021","East of England","Luton","Other","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Luton","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Luton","Property","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Luton","Tax","[c]","[c]","[c]","[c]"
