"Status","Year","Region_ITL2","Region_ITL3","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Bedfordshire and Hertfordshire","Central Bedfordshire","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Central Bedfordshire","Operational Delivery","30","30","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Central Bedfordshire","Other","110","110","25080","21130"
"In post","2021","Bedfordshire and Hertfordshire","Central Bedfordshire","Project Delivery","40","40","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Central Bedfordshire","Property","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Central Bedfordshire","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Central Bedfordshire","Science and Engineering","30","30","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Central Bedfordshire","Security","30","30","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Central Bedfordshire","Unknown","80","70","32200","29670"
"In post","2021","Bedfordshire and Hertfordshire","Hertfordshire","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Hertfordshire","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Hertfordshire","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Hertfordshire","Digital, Data and Technology","30","30","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Hertfordshire","Finance","100","90","45090","39600"
"In post","2021","Bedfordshire and Hertfordshire","Hertfordshire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Hertfordshire","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Hertfordshire","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Hertfordshire","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Hertfordshire","Legal","110","100","53060","54390"
"In post","2021","Bedfordshire and Hertfordshire","Hertfordshire","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Hertfordshire","Operational Delivery","1080","1020","30860","29750"
"In post","2021","Bedfordshire and Hertfordshire","Hertfordshire","Other","50","50","32680","26090"
"In post","2021","Bedfordshire and Hertfordshire","Hertfordshire","Policy","50","50","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Hertfordshire","Project Delivery","100","100","44920","43170"
"In post","2021","Bedfordshire and Hertfordshire","Hertfordshire","Property","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Hertfordshire","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Hertfordshire","Science and Engineering","170","170","50740","45570"
"In post","2021","Bedfordshire and Hertfordshire","Hertfordshire","Security","50","50","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Hertfordshire","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Hertfordshire","Tax","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Hertfordshire","Unknown","810","750","30200","29290"
"In post","2021","Bedfordshire and Hertfordshire","Hertfordshire","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Luton","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Luton","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Luton","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Luton","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Luton","Operational Delivery","350","310","25550","24890"
"In post","2021","Bedfordshire and Hertfordshire","Luton","Other","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Luton","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Luton","Property","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Luton","Tax","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Luton","Unknown","180","170","26760","27570"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","Digital, Data and Technology","110","100","40070","36460"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","Finance","50","50","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","Human Resources","40","40","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","International Trade","60","60","43640","38540"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","Legal","150","140","47200","46660"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","Operational Delivery","760","720","29660","26520"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","Other","190","190","29800","26670"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","Planning","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","Policy","30","30","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","Project Delivery","70","70","45990","40580"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","Property","50","50","31390","33300"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","Science and Engineering","50","50","42800","40000"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","Security","630","630","34920","39070"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","Tax","170","160","37710","35000"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","Unknown","470","440","30000","29290"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire CC","Commercial","50","50","36230","36800"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire CC","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire CC","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire CC","Finance","130","130","38670","35300"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire CC","Human Resources","50","40","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire CC","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire CC","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire CC","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire CC","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire CC","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire CC","Operational Delivery","660","630","30190","30400"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire CC","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire CC","Other","190","180","25310","23040"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire CC","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire CC","Project Delivery","140","140","39140","35300"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire CC","Property","30","30","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire CC","Psychology","60","50","37710","31180"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire CC","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire CC","Security","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire CC","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire CC","Unknown","230","220","29940","27570"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","Commercial","80","70","43780","41160"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","Digital, Data and Technology","110","110","44170","40670"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","Finance","70","70","38760","31730"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","Human Resources","40","40","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","Knowledge and Information Management","40","40","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","Legal","50","30","48980","53630"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","Operational Delivery","940","920","28210","27250"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","Other","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","Project Delivery","60","60","37890","32480"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","Property","190","180","35820","33510"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","Security","200","190","35940","33390"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","Tax","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","Unknown","360","330","27820","27570"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire","Commercial","40","40","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire","Finance","50","50","34200","33000"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire","Knowledge and Information Management","40","40","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire","Medicine","80","70","59350","45100"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire","Operational Delivery","1050","970","30030","29920"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire","Other","520","510","26140","21130"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire","Planning","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire","Project Delivery","100","90","38450","33300"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire","Property","90","90","33170","33000"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire","Science and Engineering","260","250","43000","40130"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire","Security","140","140","29280","21130"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire","Unknown","270","250","28150","27570"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Cheshire East","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Cheshire East","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Cheshire East","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Cheshire East","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Cheshire East","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Cheshire East","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Cheshire East","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Cheshire East","Operational Delivery","520","490","28840","26410"
"In post","2021","Cheshire","Cheshire East","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Cheshire East","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Cheshire East","Property","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Cheshire East","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Cheshire East","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Cheshire East","Security","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Cheshire East","Unknown","150","140","27280","27570"
"In post","2021","Cheshire","Cheshire East","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Cheshire West and Chester","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Cheshire West and Chester","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Cheshire West and Chester","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Cheshire West and Chester","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Cheshire West and Chester","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Cheshire West and Chester","Operational Delivery","140","120","26170","23840"
"In post","2021","Cheshire","Cheshire West and Chester","Other","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Cheshire West and Chester","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Cheshire West and Chester","Property","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Cheshire West and Chester","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Cheshire West and Chester","Unknown","290","270","25160","27570"
"In post","2021","Cheshire","Warrington","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Warrington","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Warrington","Digital, Data and Technology","120","120","41950","41700"
"In post","2021","Cheshire","Warrington","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Warrington","Human Resources","60","60","41600","39240"
"In post","2021","Cheshire","Warrington","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Warrington","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Warrington","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Warrington","Operational Delivery","1810","1750","32950","31650"
"In post","2021","Cheshire","Warrington","Other","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Warrington","Planning","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Warrington","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Warrington","Project Delivery","50","50","[c]","[c]"
"In post","2021","Cheshire","Warrington","Property","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Warrington","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Warrington","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Warrington","Security","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Warrington","Unknown","500","440","25360","27570"
"In post","2021","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","Operational Delivery","260","230","26810","25630"
"In post","2021","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","Other","210","200","23300","21130"
"In post","2021","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","Property","50","50","29590","26580"
"In post","2021","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","Science and Engineering","100","100","24690","22500"
"In post","2021","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","Security","50","50","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","Unknown","830","740","25490","27570"
"In post","2021","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","East Cumbria","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","East Cumbria","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","East Cumbria","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","East Cumbria","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","East Cumbria","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","East Cumbria","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","East Cumbria","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","East Cumbria","Operational Delivery","540","490","25740","21950"
"In post","2021","Cumbria","East Cumbria","Other","90","90","23040","21130"
"In post","2021","Cumbria","East Cumbria","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","East Cumbria","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","East Cumbria","Property","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","East Cumbria","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","East Cumbria","Security","50","50","[c]","[c]"
"In post","2021","Cumbria","East Cumbria","Unknown","100","80","27860","27570"
"In post","2021","Cumbria","East Cumbria","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","West Cumbria","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","West Cumbria","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","West Cumbria","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","West Cumbria","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","West Cumbria","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","West Cumbria","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","West Cumbria","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","West Cumbria","Operational Delivery","760","680","25050","21050"
"In post","2021","Cumbria","West Cumbria","Other","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","West Cumbria","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","West Cumbria","Project Delivery","80","70","42230","39860"
"In post","2021","Cumbria","West Cumbria","Property","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","West Cumbria","Science and Engineering","80","80","42390","41400"
"In post","2021","Cumbria","West Cumbria","Security","40","40","[c]","[c]"
"In post","2021","Cumbria","West Cumbria","Unknown","180","150","26560","27570"
"In post","2021","Derbyshire and Nottinghamshire","Derby","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Derby","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Derby","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Derby","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Derby","Operational Delivery","280","250","25400","22920"
"In post","2021","Derbyshire and Nottinghamshire","Derby","Other","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Derby","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Derby","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Derby","Property","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Derby","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Derby","Security","50","50","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Derby","Unknown","620","540","24300","21010"
"In post","2021","Derbyshire and Nottinghamshire","East Derbyshire","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","East Derbyshire","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","East Derbyshire","Operational Delivery","70","60","28420","26750"
"In post","2021","Derbyshire and Nottinghamshire","East Derbyshire","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","East Derbyshire","Property","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","East Derbyshire","Unknown","320","270","26040","27570"
"In post","2021","Derbyshire and Nottinghamshire","North Nottinghamshire","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","North Nottinghamshire","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","North Nottinghamshire","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","North Nottinghamshire","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","North Nottinghamshire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","North Nottinghamshire","Intelligence Analysis","[c]","[c]","[c]","[c]"
