"Status","Year","Region_ITL2","Region_ITL3","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","Mixed","60","60","35940","30960"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","Undeclared","170","160","34500","31880"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","Unknown","440","420","33000","29290"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","White","1870","1800","35420","31900"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire CC","Asian","90","90","30820","27570"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire CC","Black","50","50","29180","27570"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire CC","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire CC","Mixed","30","30","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire CC","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire CC","Undeclared","70","70","33610","33520"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire CC","Unknown","150","140","32220","28860"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire CC","White","1270","1210","32300","29920"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","Asian","120","110","29690","27290"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","Black","90","90","29200","27570"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","Mixed","50","40","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","Undeclared","100","90","34760","31810"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","Unknown","250","250","27990","27570"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","White","1580","1510","33500","29920"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire","Asian","90","80","32960","27570"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire","Black","50","50","30390","27570"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire","Mixed","40","30","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire","Undeclared","130","120","34520","31810"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire","Unknown","270","260","31340","27850"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire","White","2140","2020","32140","29530"
"In post","2021","Cheshire","Cheshire East","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Cheshire East","Black","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Cheshire East","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Cheshire East","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Cheshire East","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Cheshire East","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Cheshire East","Unknown","130","120","26240","24920"
"In post","2021","Cheshire","Cheshire East","White","580","530","30780","27570"
"In post","2021","Cheshire","Cheshire West and Chester","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Cheshire West and Chester","Black","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Cheshire West and Chester","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Cheshire West and Chester","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Cheshire West and Chester","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Cheshire West and Chester","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Cheshire West and Chester","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Cheshire West and Chester","White","400","370","25940","26700"
"In post","2021","Cheshire","Warrington","Asian","40","40","[c]","[c]"
"In post","2021","Cheshire","Warrington","Black","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Warrington","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Warrington","Mixed","30","30","[c]","[c]"
"In post","2021","Cheshire","Warrington","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Warrington","Undeclared","90","90","33620","32770"
"In post","2021","Cheshire","Warrington","Unknown","270","260","31280","28840"
"In post","2021","Cheshire","Warrington","White","2220","2110","32680","31170"
"In post","2021","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","Black","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","Undeclared","90","80","27690","26590"
"In post","2021","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","Unknown","170","150","26640","22640"
"In post","2021","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","White","1360","1240","26510","26670"
"In post","2021","Cumbria","East Cumbria","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","East Cumbria","Black","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","East Cumbria","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","East Cumbria","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","East Cumbria","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","East Cumbria","Undeclared","50","40","[c]","[c]"
"In post","2021","Cumbria","East Cumbria","Unknown","100","90","27100","21050"
"In post","2021","Cumbria","East Cumbria","White","790","710","27540","24920"
"In post","2021","Cumbria","West Cumbria","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","West Cumbria","Black","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","West Cumbria","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","West Cumbria","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","West Cumbria","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","West Cumbria","Undeclared","40","40","[c]","[c]"
"In post","2021","Cumbria","West Cumbria","Unknown","220","210","25190","21050"
"In post","2021","Cumbria","West Cumbria","White","920","820","28760","26120"
"In post","2021","Derbyshire and Nottinghamshire","Derby","Asian","110","90","25500","22570"
"In post","2021","Derbyshire and Nottinghamshire","Derby","Black","30","30","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Derby","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Derby","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Derby","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Derby","Undeclared","50","40","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Derby","Unknown","100","90","25700","21170"
"In post","2021","Derbyshire and Nottinghamshire","Derby","White","700","620","26620","23320"
"In post","2021","Derbyshire and Nottinghamshire","East Derbyshire","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","East Derbyshire","Black","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","East Derbyshire","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","East Derbyshire","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","East Derbyshire","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","East Derbyshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","East Derbyshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","East Derbyshire","White","350","300","26890","27570"
"In post","2021","Derbyshire and Nottinghamshire","North Nottinghamshire","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","North Nottinghamshire","Black","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","North Nottinghamshire","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","North Nottinghamshire","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","North Nottinghamshire","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","North Nottinghamshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","North Nottinghamshire","Unknown","110","110","25410","25960"
"In post","2021","Derbyshire and Nottinghamshire","North Nottinghamshire","White","830","780","29340","27570"
"In post","2021","Derbyshire and Nottinghamshire","Nottingham","Asian","480","450","30720","27570"
"In post","2021","Derbyshire and Nottinghamshire","Nottingham","Black","240","220","27240","25560"
"In post","2021","Derbyshire and Nottinghamshire","Nottingham","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Nottingham","Mixed","160","150","31180","27180"
"In post","2021","Derbyshire and Nottinghamshire","Nottingham","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Nottingham","Undeclared","330","300","31800","29760"
"In post","2021","Derbyshire and Nottinghamshire","Nottingham","Unknown","1410","1350","28460","25560"
"In post","2021","Derbyshire and Nottinghamshire","Nottingham","White","5300","4930","32960","28210"
"In post","2021","Derbyshire and Nottinghamshire","South and West Derbyshire","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","South and West Derbyshire","Black","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","South and West Derbyshire","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","South and West Derbyshire","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","South and West Derbyshire","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","South and West Derbyshire","Undeclared","50","50","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","South and West Derbyshire","Unknown","110","90","35610","30840"
"In post","2021","Derbyshire and Nottinghamshire","South and West Derbyshire","White","940","860","32500","27570"
"In post","2021","Derbyshire and Nottinghamshire","South Nottinghamshire","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","South Nottinghamshire","Black","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","South Nottinghamshire","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","South Nottinghamshire","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","South Nottinghamshire","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","South Nottinghamshire","Undeclared","30","30","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","South Nottinghamshire","Unknown","60","60","28280","26470"
"In post","2021","Derbyshire and Nottinghamshire","South Nottinghamshire","White","640","590","30680","27570"
"In post","2021","Devon","Devon CC","Asian","30","30","[c]","[c]"
"In post","2021","Devon","Devon CC","Black","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Devon CC","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Devon CC","Mixed","70","60","31590","27570"
"In post","2021","Devon","Devon CC","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Devon CC","Undeclared","270","240","32950","27570"
"In post","2021","Devon","Devon CC","Unknown","630","580","30130","27570"
"In post","2021","Devon","Devon CC","White","4540","4160","31790","27570"
"In post","2021","Devon","Plymouth","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Plymouth","Black","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Plymouth","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Plymouth","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Plymouth","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Plymouth","Undeclared","130","120","31830","31230"
"In post","2021","Devon","Plymouth","Unknown","450","430","28000","24500"
"In post","2021","Devon","Plymouth","White","2460","2280","31660","27570"
"In post","2021","Devon","Torbay","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Torbay","Black","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Torbay","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Torbay","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Torbay","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Torbay","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Torbay","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Torbay","White","290","250","26090","26840"
"In post","2021","Dorset and Somerset","Bournemouth and Poole","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Bournemouth and Poole","Black","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Bournemouth and Poole","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Bournemouth and Poole","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Bournemouth and Poole","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Bournemouth and Poole","Undeclared","40","40","[c]","[c]"
"In post","2021","Dorset and Somerset","Bournemouth and Poole","Unknown","40","40","[c]","[c]"
"In post","2021","Dorset and Somerset","Bournemouth and Poole","White","610","540","26950","27570"
"In post","2021","Dorset and Somerset","Dorset CC","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Dorset CC","Black","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Dorset CC","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Dorset CC","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Dorset CC","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Dorset CC","Undeclared","90","80","32260","29670"
"In post","2021","Dorset and Somerset","Dorset CC","Unknown","200","190","26670","22850"
"In post","2021","Dorset and Somerset","Dorset CC","White","1800","1690","29230","27150"
"In post","2021","Dorset and Somerset","Somerset","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Somerset","Black","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Somerset","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Somerset","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Somerset","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Somerset","Undeclared","130","120","32170","32170"
"In post","2021","Dorset and Somerset","Somerset","Unknown","290","270","32000","29290"
"In post","2021","Dorset and Somerset","Somerset","White","1910","1770","30780","27570"
"In post","2021","East Anglia","Breckland and South Norfolk","Asian","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Breckland and South Norfolk","Black","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Breckland and South Norfolk","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Breckland and South Norfolk","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Breckland and South Norfolk","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Breckland and South Norfolk","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Breckland and South Norfolk","Unknown","40","40","[c]","[c]"
"In post","2021","East Anglia","Breckland and South Norfolk","White","470","450","29010","26910"
"In post","2021","East Anglia","Cambridgeshire CC","Asian","80","80","35750","29510"
"In post","2021","East Anglia","Cambridgeshire CC","Black","50","40","[c]","[c]"
"In post","2021","East Anglia","Cambridgeshire CC","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Cambridgeshire CC","Mixed","40","40","[c]","[c]"
"In post","2021","East Anglia","Cambridgeshire CC","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Cambridgeshire CC","Undeclared","180","170","35990","33300"
"In post","2021","East Anglia","Cambridgeshire CC","Unknown","280","270","30360","28400"
"In post","2021","East Anglia","Cambridgeshire CC","White","2720","2570","34010","31610"
"In post","2021","East Anglia","North and West Norfolk","Asian","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","North and West Norfolk","Black","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","North and West Norfolk","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","North and West Norfolk","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","North and West Norfolk","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","North and West Norfolk","Undeclared","30","30","[c]","[c]"
"In post","2021","East Anglia","North and West Norfolk","Unknown","60","50","26910","26700"
"In post","2021","East Anglia","North and West Norfolk","White","820","760","27910","27380"
"In post","2021","East Anglia","Norwich and East Norfolk","Asian","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Norwich and East Norfolk","Black","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Norwich and East Norfolk","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Norwich and East Norfolk","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Norwich and East Norfolk","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Norwich and East Norfolk","Undeclared","80","70","30610","27570"
"In post","2021","East Anglia","Norwich and East Norfolk","Unknown","170","160","32760","26490"
"In post","2021","East Anglia","Norwich and East Norfolk","White","1490","1350","29100","27570"
"In post","2021","East Anglia","Peterborough","Asian","230","180","23580","21430"
"In post","2021","East Anglia","Peterborough","Black","30","30","[c]","[c]"
"In post","2021","East Anglia","Peterborough","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Peterborough","Mixed","30","30","[c]","[c]"
"In post","2021","East Anglia","Peterborough","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Peterborough","Undeclared","90","80","28470","27130"
"In post","2021","East Anglia","Peterborough","Unknown","110","100","29670","26350"
"In post","2021","East Anglia","Peterborough","White","1160","1060","29030","27130"
"In post","2021","East Anglia","Suffolk","Asian","50","40","[c]","[c]"
"In post","2021","East Anglia","Suffolk","Black","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Suffolk","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Suffolk","Mixed","70","70","28310","27570"
"In post","2021","East Anglia","Suffolk","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Suffolk","Undeclared","180","160","27840","27570"
"In post","2021","East Anglia","Suffolk","Unknown","440","420","27030","25560"
"In post","2021","East Anglia","Suffolk","White","3400","3180","29000","27570"
"In post","2021","East Wales","Cardiff and Vale of Glamorgan","Asian","240","220","29530","25560"
"In post","2021","East Wales","Cardiff and Vale of Glamorgan","Black","100","100","27870","25560"
"In post","2021","East Wales","Cardiff and Vale of Glamorgan","Chinese","40","30","[c]","[c]"
"In post","2021","East Wales","Cardiff and Vale of Glamorgan","Mixed","180","170","32110","27570"
"In post","2021","East Wales","Cardiff and Vale of Glamorgan","Other ethnicity","60","60","31910","27570"
"In post","2021","East Wales","Cardiff and Vale of Glamorgan","Undeclared","410","380","34630","30660"
"In post","2021","East Wales","Cardiff and Vale of Glamorgan","Unknown","1620","1530","27590","25560"
"In post","2021","East Wales","Cardiff and Vale of Glamorgan","White","9420","8780","33980","28850"
"In post","2021","East Wales","Flintshire and Wrexham","Asian","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Flintshire and Wrexham","Black","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Flintshire and Wrexham","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Flintshire and Wrexham","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Flintshire and Wrexham","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Flintshire and Wrexham","Undeclared","70","60","27860","26500"
"In post","2021","East Wales","Flintshire and Wrexham","Unknown","220","210","25430","23970"
"In post","2021","East Wales","Flintshire and Wrexham","White","1830","1720","28060","26810"
"In post","2021","East Wales","Monmouthshire and Newport","Asian","90","80","33520","29890"
"In post","2021","East Wales","Monmouthshire and Newport","Black","50","40","[c]","[c]"
"In post","2021","East Wales","Monmouthshire and Newport","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Monmouthshire and Newport","Mixed","80","70","32490","29540"
"In post","2021","East Wales","Monmouthshire and Newport","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Monmouthshire and Newport","Undeclared","110","100","37570","34560"
"In post","2021","East Wales","Monmouthshire and Newport","Unknown","1180","1120","31610","28520"
"In post","2021","East Wales","Monmouthshire and Newport","White","4090","3810","34340","30130"
"In post","2021","East Wales","Powys","Asian","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Powys","Black","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Powys","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Powys","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Powys","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Powys","Undeclared","30","30","[c]","[c]"
"In post","2021","East Wales","Powys","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Powys","White","490","450","29150","27570"
"In post","2021","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","Asian","[c]","[c]","[c]","[c]"
"In post","2021","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","Black","[c]","[c]","[c]","[c]"
"In post","2021","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","Undeclared","70","60","30330","27680"
"In post","2021","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","Unknown","160","150","25660","24920"
"In post","2021","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","White","1620","1530","28840","26930"
"In post","2021","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","Asian","[c]","[c]","[c]","[c]"
"In post","2021","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","Black","[c]","[c]","[c]","[c]"
"In post","2021","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","Other ethnicity","[c]","[c]","[c]","[c]"
