"Status","Year","Disability","Organisation","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared disabled","Department for International Trade","Black","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","White","130","130","46280","48220"
"In post","2021","Declared disabled","Department for Transport (excl. agencies)","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport (excl. agencies)","Black","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport (excl. agencies)","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport (excl. agencies)","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport (excl. agencies)","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport (excl. agencies)","White","150","140","47150","44840"
"In post","2021","Declared disabled","Department for Work and Pensions (excl. agencies)","Asian","980","880","27730","27570"
"In post","2021","Declared disabled","Department for Work and Pensions (excl. agencies)","Black","580","530","29300","30330"
"In post","2021","Declared disabled","Department for Work and Pensions (excl. agencies)","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Work and Pensions (excl. agencies)","Mixed","340","310","27680","27570"
"In post","2021","Declared disabled","Department for Work and Pensions (excl. agencies)","Other ethnicity","100","90","28820","27570"
"In post","2021","Declared disabled","Department for Work and Pensions (excl. agencies)","Undeclared","650","570","26640","27570"
"In post","2021","Declared disabled","Department for Work and Pensions (excl. agencies)","Unknown","180","160","26350","27570"
"In post","2021","Declared disabled","Department for Work and Pensions (excl. agencies)","White","12380","10810","26890","27570"
"In post","2021","Declared disabled","Department of Health and Social Care (excl. agencies)","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department of Health and Social Care (excl. agencies)","Black","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department of Health and Social Care (excl. agencies)","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department of Health and Social Care (excl. agencies)","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department of Health and Social Care (excl. agencies)","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department of Health and Social Care (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department of Health and Social Care (excl. agencies)","White","100","100","48130","42480"
"In post","2021","Declared disabled","Disclosure Scotland","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Disclosure Scotland","Black","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Disclosure Scotland","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Disclosure Scotland","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Disclosure Scotland","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Disclosure Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Disclosure Scotland","White","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Driver and Vehicle Licensing Agency","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Driver and Vehicle Licensing Agency","Black","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Driver and Vehicle Licensing Agency","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Driver and Vehicle Licensing Agency","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Driver and Vehicle Licensing Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Driver and Vehicle Licensing Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Driver and Vehicle Licensing Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Driver and Vehicle Licensing Agency","White","630","510","24030","21590"
"In post","2021","Declared disabled","Driver and Vehicle Standards Agency","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Driver and Vehicle Standards Agency","Black","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Driver and Vehicle Standards Agency","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Driver and Vehicle Standards Agency","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Driver and Vehicle Standards Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Driver and Vehicle Standards Agency","Undeclared","30","30","[c]","[c]"
"In post","2021","Declared disabled","Driver and Vehicle Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Driver and Vehicle Standards Agency","White","370","340","29310","26780"
"In post","2021","Declared disabled","Education and Skills Funding Agency","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Education and Skills Funding Agency","Black","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Education and Skills Funding Agency","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Education and Skills Funding Agency","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Education and Skills Funding Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Education and Skills Funding Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Education and Skills Funding Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Education and Skills Funding Agency","White","130","120","39690","36960"
"In post","2021","Declared disabled","Education Scotland","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Education Scotland","Black","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Education Scotland","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Education Scotland","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Education Scotland","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Education Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Education Scotland","White","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","ESTYN","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","ESTYN","Black","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","ESTYN","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","ESTYN","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","ESTYN","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","ESTYN","White","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","FCDO Services","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","FCDO Services","Black","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","FCDO Services","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","FCDO Services","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","FCDO Services","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","FCDO Services","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","FCDO Services","White","60","60","37810","33050"
"In post","2021","Declared disabled","Food Standards Agency","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Food Standards Agency","Black","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Food Standards Agency","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Food Standards Agency","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Food Standards Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Food Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Food Standards Agency","White","60","50","35130","30810"
"In post","2021","Declared disabled","Food Standards Scotland","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Food Standards Scotland","Black","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Food Standards Scotland","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Food Standards Scotland","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Food Standards Scotland","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Food Standards Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Food Standards Scotland","White","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Asian","40","40","[c]","[c]"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Black","40","30","[c]","[c]"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Mixed","30","30","[c]","[c]"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","White","550","540","45770","39280"
"In post","2021","Declared disabled","Forestry and Land Scotland","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Forestry and Land Scotland","Black","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Forestry and Land Scotland","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Forestry and Land Scotland","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Forestry and Land Scotland","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Forestry and Land Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Forestry and Land Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Forestry and Land Scotland","White","40","40","[c]","[c]"
"In post","2021","Declared disabled","Government Actuary's Department","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Actuary's Department","Black","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Actuary's Department","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Actuary's Department","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Actuary's Department","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Actuary's Department","White","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Internal Audit Agency","Asian","[c]","[c]","[c]","[c]"
