"Status","Year","Organisation","Responsibility_level","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Animal and Plant Health Agency","G6/G7","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","G6/G7","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","G6/G7","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","G6/G7","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","G6/G7","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","G6/G7","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","G6/G7","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","G6/G7","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","G6/G7","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","G6/G7","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","G6/G7","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","G6/G7","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","G6/G7","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","G6/G7","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","G6/G7","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","G6/G7","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","G6/G7","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","G6/G7","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","G6/G7","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","G6/G7","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","G6/G7","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","G6/G7","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","G6/G7","Surrey, East and West Sussex","50","50","58530","56060"
"In post","2021","Animal and Plant Health Agency","G6/G7","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","G6/G7","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","SCS","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","SCS","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","SEO/HEO","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","SEO/HEO","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","SEO/HEO","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","SEO/HEO","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","SEO/HEO","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","SEO/HEO","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","SEO/HEO","Devon","40","40","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","SEO/HEO","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","SEO/HEO","East Anglia","50","40","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","SEO/HEO","East Wales","40","30","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","SEO/HEO","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","SEO/HEO","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","SEO/HEO","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","SEO/HEO","Gloucestershire, Wiltshire and Bath/Bristol area","40","30","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","SEO/HEO","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","SEO/HEO","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","SEO/HEO","Herefordshire, Worcestershire and Warwickshire","70","60","34620","32160"
"In post","2021","Animal and Plant Health Agency","SEO/HEO","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","SEO/HEO","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","SEO/HEO","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","SEO/HEO","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","SEO/HEO","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","SEO/HEO","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","SEO/HEO","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","SEO/HEO","North Yorkshire","50","50","34110","35900"
"In post","2021","Animal and Plant Health Agency","SEO/HEO","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","SEO/HEO","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","SEO/HEO","Shropshire and Staffordshire","30","30","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","SEO/HEO","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","SEO/HEO","Surrey, East and West Sussex","200","190","37020","35860"
"In post","2021","Animal and Plant Health Agency","SEO/HEO","West Wales and The Valleys","60","60","35560","36590"
"In post","2021","Animal and Plant Health Agency","SEO/HEO","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","EO","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","G6/G7","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","SCS","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","SEO/HEO","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","AA/AO","Berkshire, Buckinghamshire and Oxfordshire","30","30","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","AA/AO","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","AA/AO","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","AA/AO","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","AA/AO","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","AA/AO","Inner London - West","130","130","24470","24490"
"In post","2021","Cabinet Office (excl. agencies)","AA/AO","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","AA/AO","North Yorkshire","170","160","20910","20920"
"In post","2021","Cabinet Office (excl. agencies)","AA/AO","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","AA/AO","Northumberland and Tyne and Wear","160","140","20800","20800"
"In post","2021","Cabinet Office (excl. agencies)","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","EO","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","EO","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","EO","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","EO","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","EO","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","EO","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","EO","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","EO","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","EO","Inner London - East","60","60","27870","27500"
"In post","2021","Cabinet Office (excl. agencies)","EO","Inner London - West","540","530","27970","27500"
"In post","2021","Cabinet Office (excl. agencies)","EO","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","EO","North Yorkshire","90","90","26700","26670"
"In post","2021","Cabinet Office (excl. agencies)","EO","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","EO","Northumberland and Tyne and Wear","100","90","24800","23850"
"In post","2021","Cabinet Office (excl. agencies)","EO","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","EO","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","G6/G7","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","G6/G7","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","G6/G7","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","G6/G7","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","G6/G7","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","G6/G7","East Anglia","40","40","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","G6/G7","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","G6/G7","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","G6/G7","Gloucestershire, Wiltshire and Bath/Bristol area","70","70","61360","54700"
"In post","2021","Cabinet Office (excl. agencies)","G6/G7","Greater Manchester","100","100","56470","52580"
"In post","2021","Cabinet Office (excl. agencies)","G6/G7","Hampshire and Isle of Wight","30","30","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","G6/G7","Inner London - East","530","520","58870","56650"
"In post","2021","Cabinet Office (excl. agencies)","G6/G7","Inner London - West","1830","1790","60000","56340"
"In post","2021","Cabinet Office (excl. agencies)","G6/G7","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","G6/G7","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","G6/G7","Merseyside","60","60","59920","54800"
"In post","2021","Cabinet Office (excl. agencies)","G6/G7","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","G6/G7","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","G6/G7","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","G6/G7","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","G6/G7","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","G6/G7","South Yorkshire","50","40","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","G6/G7","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","G6/G7","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","G6/G7","Unknown","80","80","57410","54700"
"In post","2021","Cabinet Office (excl. agencies)","G6/G7","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","G6/G7","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","G6/G7","West Yorkshire","60","60","57050","53170"
"In post","2021","Cabinet Office (excl. agencies)","SCS","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","SCS","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","SCS","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","SCS","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","SCS","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","SCS","Gloucestershire, Wiltshire and Bath/Bristol area","30","30","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","SCS","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","SCS","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","SCS","Inner London - East","40","40","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","SCS","Inner London - West","710","700","94180","80040"
"In post","2021","Cabinet Office (excl. agencies)","SCS","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","SCS","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","SCS","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","SCS","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","SCS","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","SCS","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","SCS","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","SCS","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","SCS","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","SCS","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","SCS","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","SCS","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","SCS","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","SEO/HEO","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","SEO/HEO","Berkshire, Buckinghamshire and Oxfordshire","60","50","34060","33300"
"In post","2021","Cabinet Office (excl. agencies)","SEO/HEO","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","SEO/HEO","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","SEO/HEO","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","SEO/HEO","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","SEO/HEO","East Anglia","40","40","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","SEO/HEO","East Wales","40","40","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","SEO/HEO","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","SEO/HEO","Gloucestershire, Wiltshire and Bath/Bristol area","60","60","32990","33250"
