"Status","Year","Ethnicity","Function_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Chinese","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Digital, Data & Technology","Male","30","30","[c]","[c]"
"In post","2021","Chinese","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Finance","Female","30","30","[c]","[c]"
"In post","2021","Chinese","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Grants Management","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Grants Management","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Internal Audit","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Internal Audit","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Legal","Female","40","40","[c]","[c]"
"In post","2021","Chinese","Legal","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","No function","Female","260","250","36900","32790"
"In post","2021","Chinese","No function","Male","200","190","36610","32560"
"In post","2021","Chinese","Project Delivery","Female","30","30","[c]","[c]"
"In post","2021","Chinese","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Property","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Property","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Security","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Security","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Unknown","Female","240","220","32150","27570"
"In post","2021","Chinese","Unknown","Male","140","140","32540","28980"
"In post","2021","Mixed","Analysis","Female","90","80","42220","37020"
"In post","2021","Mixed","Analysis","Male","110","100","42560","38160"
"In post","2021","Mixed","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Commercial","Female","60","60","38630","34670"
"In post","2021","Mixed","Commercial","Male","40","40","[c]","[c]"
"In post","2021","Mixed","Communications","Female","100","100","37080","33730"
"In post","2021","Mixed","Communications","Male","60","60","35410","31810"
"In post","2021","Mixed","Counter Fraud","Female","60","50","30820","27830"
"In post","2021","Mixed","Counter Fraud","Male","80","70","36840","34250"
"In post","2021","Mixed","Debt","Female","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Debt","Male","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Digital, Data & Technology","Female","100","100","42300","40480"
"In post","2021","Mixed","Digital, Data & Technology","Male","130","130","44470","40040"
"In post","2021","Mixed","Finance","Female","90","80","39700","36590"
"In post","2021","Mixed","Finance","Male","70","70","43840","40000"
"In post","2021","Mixed","Grants Management","Female","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Grants Management","Male","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Human Resources","Female","120","110","41230","37010"
"In post","2021","Mixed","Human Resources","Male","60","60","40400","34020"
"In post","2021","Mixed","Internal Audit","Female","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Internal Audit","Male","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Legal","Female","230","210","46690","50520"
"In post","2021","Mixed","Legal","Male","120","110","48850","51120"
"In post","2021","Mixed","No function","Female","1880","1770","33510","30500"
"In post","2021","Mixed","No function","Male","1400","1360","36670","32560"
"In post","2021","Mixed","Project Delivery","Female","230","220","41000","36890"
"In post","2021","Mixed","Project Delivery","Male","230","220","43350","39860"
"In post","2021","Mixed","Property","Female","60","50","33330","31600"
"In post","2021","Mixed","Property","Male","50","50","[c]","[c]"
"In post","2021","Mixed","Security","Female","40","30","[c]","[c]"
"In post","2021","Mixed","Security","Male","60","60","35060","31360"
"In post","2021","Mixed","Unknown","Female","1750","1610","30690","27570"
"In post","2021","Mixed","Unknown","Male","1050","1010","31690","27570"
"In post","2021","Other ethnicity","Analysis","Female","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Analysis","Male","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Debt","Female","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Debt","Male","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Digital, Data & Technology","Female","30","30","[c]","[c]"
"In post","2021","Other ethnicity","Digital, Data & Technology","Male","60","60","45840","40230"
"In post","2021","Other ethnicity","Finance","Female","30","30","[c]","[c]"
"In post","2021","Other ethnicity","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Grants Management","Female","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Grants Management","Male","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Human Resources","Female","40","30","[c]","[c]"
"In post","2021","Other ethnicity","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Internal Audit","Female","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Internal Audit","Male","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Legal","Female","100","90","50630","52730"
"In post","2021","Other ethnicity","Legal","Male","60","60","54830","58460"
"In post","2021","Other ethnicity","No function","Female","540","500","35510","31810"
"In post","2021","Other ethnicity","No function","Male","440","430","37800","33590"
"In post","2021","Other ethnicity","Project Delivery","Female","70","70","43770","39100"
"In post","2021","Other ethnicity","Project Delivery","Male","80","70","44790","42940"
"In post","2021","Other ethnicity","Property","Female","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Property","Male","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Security","Female","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Security","Male","30","30","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Female","480","440","31050","28850"
"In post","2021","Other ethnicity","Unknown","Male","370","360","33770","28670"
"In post","2021","Undeclared","Analysis","Female","60","60","44850","42220"
"In post","2021","Undeclared","Analysis","Male","180","180","44990","41790"
"In post","2021","Undeclared","Commercial","Female","120","110","36780","34090"
"In post","2021","Undeclared","Commercial","Male","160","160","43310","40580"
"In post","2021","Undeclared","Communications","Female","90","80","35730","31810"
"In post","2021","Undeclared","Communications","Male","130","130","33590","31810"
"In post","2021","Undeclared","Counter Fraud","Female","200","180","33730","31810"
"In post","2021","Undeclared","Counter Fraud","Male","380","360","37520","32520"
"In post","2021","Undeclared","Debt","Female","80","60","24390","24120"
"In post","2021","Undeclared","Debt","Male","70","70","25100","21440"
"In post","2021","Undeclared","Digital, Data & Technology","Female","150","150","41060","38540"
"In post","2021","Undeclared","Digital, Data & Technology","Male","500","490","42090","39670"
"In post","2021","Undeclared","Finance","Female","160","140","36980","33300"
"In post","2021","Undeclared","Finance","Male","220","210","41520","37570"
"In post","2021","Undeclared","Grants Management","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Grants Management","Male","60","60","28010","26520"
"In post","2021","Undeclared","Human Resources","Female","180","160","35680","32180"
"In post","2021","Undeclared","Human Resources","Male","100","100","37130","33150"
"In post","2021","Undeclared","Internal Audit","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Internal Audit","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Legal","Female","190","170","45820","43460"
"In post","2021","Undeclared","Legal","Male","160","160","46740","47100"
"In post","2021","Undeclared","No function","Female","2820","2560","32990","29190"
"In post","2021","Undeclared","No function","Male","4090","3920","36450","32860"
"In post","2021","Undeclared","Project Delivery","Female","460","440","39630","37320"
"In post","2021","Undeclared","Project Delivery","Male","1060","1030","43040","40580"
"In post","2021","Undeclared","Property","Female","150","130","34320","33250"
"In post","2021","Undeclared","Property","Male","320","310","38110","35540"
"In post","2021","Undeclared","Security","Female","70","70","33600","33300"
"In post","2021","Undeclared","Security","Male","380","380","34980","39010"
"In post","2021","Undeclared","Unknown","Female","3790","3270","29200","27570"
"In post","2021","Undeclared","Unknown","Male","4170","3970","31870","27570"
"In post","2021","Unknown","Analysis","Female","380","360","40660","36980"
"In post","2021","Unknown","Analysis","Male","570","560","41030","36570"
"In post","2021","Unknown","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Commercial","Female","770","750","56350","53320"
"In post","2021","Unknown","Commercial","Male","840","830","61620","56340"
"In post","2021","Unknown","Communications","Female","1070","1030","33840","28500"
"In post","2021","Unknown","Communications","Male","1100","1090","32290","25560"
"In post","2021","Unknown","Counter Fraud","Female","730","680","30840","29570"
"In post","2021","Unknown","Counter Fraud","Male","960","930","33130","31810"
"In post","2021","Unknown","Debt","Female","810","730","21600","20140"
"In post","2021","Unknown","Debt","Male","740","720","21370","20140"
"In post","2021","Unknown","Digital, Data & Technology","Female","790","760","40470","36780"
"In post","2021","Unknown","Digital, Data & Technology","Male","1700","1680","40390","37060"
"In post","2021","Unknown","Finance","Female","640","590","34580","31810"
"In post","2021","Unknown","Finance","Male","570","550","37270","32790"
"In post","2021","Unknown","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Grants Management","Female","370","350","23980","21050"
"In post","2021","Unknown","Grants Management","Male","320","310","24590","21050"
"In post","2021","Unknown","Human Resources","Female","630","600","34910","31660"
"In post","2021","Unknown","Human Resources","Male","320","320","35280","31950"
"In post","2021","Unknown","Internal Audit","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Internal Audit","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Legal","Female","2110","1900","35430","29350"
"In post","2021","Unknown","Legal","Male","1060","1020","38550","29570"
"In post","2021","Unknown","No function","Female","15770","14560","29290","25560"
"In post","2021","Unknown","No function","Male","15410","14910","31050","27690"
"In post","2021","Unknown","No function","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Female","1310","1250","41740","38630"
"In post","2021","Unknown","Project Delivery","Male","1510","1490","41640","38630"
"In post","2021","Unknown","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Property","Female","650","590","28710","25860"
"In post","2021","Unknown","Property","Male","860","830","32510","28870"
"In post","2021","Unknown","Security","Female","330","310","30490","26670"
"In post","2021","Unknown","Security","Male","950","940","30540","27500"
"In post","2021","Unknown","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Female","6740","6150","31070","27570"
"In post","2021","Unknown","Unknown","Male","7030","6920","33970","29250"
"In post","2021","White","Analysis","Female","2370","2200","42260","37320"
"In post","2021","White","Analysis","Male","2710","2660","45000","39850"
"In post","2021","White","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","White","Commercial","Female","2290","2170","39550","35570"
"In post","2021","White","Commercial","Male","2200","2170","45430","40580"
"In post","2021","White","Communications","Female","2650","2470","36250","31810"
"In post","2021","White","Communications","Male","2240","2200","35200","31810"
"In post","2021","White","Counter Fraud","Female","3050","2760","32830","31810"
"In post","2021","White","Counter Fraud","Male","3250","3130","35660","31810"
"In post","2021","White","Debt","Female","1400","1180","24040","21440"
"In post","2021","White","Debt","Male","1000","960","24300","21440"
"In post","2021","White","Digital, Data & Technology","Female","3420","3220","40170","37540"
"In post","2021","White","Digital, Data & Technology","Male","5480","5380","42950","39100"
"In post","2021","White","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","White","Finance","Female","3760","3440","37060","32780"
"In post","2021","White","Finance","Male","2700","2650","43530","38980"
"In post","2021","White","Grants Management","Female","670","560","25670","24920"
"In post","2021","White","Grants Management","Male","400","390","27090","25190"
"In post","2021","White","Human Resources","Female","5090","4730","37480","32960"
"In post","2021","White","Human Resources","Male","2230","2180","39010","34550"
"In post","2021","White","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","White","Internal Audit","Female","290","270","44100","41550"
"In post","2021","White","Internal Audit","Male","280","270","48600","45820"
"In post","2021","White","Legal","Female","5790","5200","45160","46080"
"In post","2021","White","Legal","Male","3180","3080","49470","51250"
"In post","2021","White","No function","Female","69400","62520","31850","27380"
"In post","2021","White","No function","Male","57590","55300","35200","31650"
"In post","2021","White","No function","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","White","Project Delivery","Female","9560","9010","39770","36160"
"In post","2021","White","Project Delivery","Male","12050","11810","42240","39750"
"In post","2021","White","Property","Female","2760","2550","33050","30990"
"In post","2021","White","Property","Male","3980","3880","36410","33300"
"In post","2021","White","Security","Female","1510","1460","31950","28870"
"In post","2021","White","Security","Male","5040","4950","31400","27420"
"In post","2021","White","Unknown","Female","73670","64900","29680","27570"
"In post","2021","White","Unknown","Male","48380","46590","32100","27570"
"In post","2022","Asian","Analysis","Female","320","300","42650","38200"
"In post","2022","Asian","Analysis","Male","310","310","43110","39930"
"In post","2022","Asian","Commercial","Female","150","140","40770","37900"
"In post","2022","Asian","Commercial","Male","150","150","43880","40000"
"In post","2022","Asian","Communications","Female","320","310","33600","28900"
"In post","2022","Asian","Communications","Male","390","380","31020","26820"
"In post","2022","Asian","Counter Fraud","Female","730","640","30040","27570"
"In post","2022","Asian","Counter Fraud","Male","630","610","32110","31020"
"In post","2022","Asian","Debt","Female","450","370","23540","21260"
"In post","2022","Asian","Debt","Male","310","290","23530","21260"
"In post","2022","Asian","Digital, Data & Technology","Female","550","540","41220","37290"
"In post","2022","Asian","Digital, Data & Technology","Male","850","840","42360","39000"
"In post","2022","Asian","Finance","Female","570","540","37540","34620"
"In post","2022","Asian","Finance","Male","580","570","40200","36780"
"In post","2022","Asian","Grants Management","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Grants Management","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Human Resources","Female","480","450","37340","34260"
"In post","2022","Asian","Human Resources","Male","190","190","36040","32330"
"In post","2022","Asian","Internal Audit","Female","50","40","[c]","[c]"
"In post","2022","Asian","Internal Audit","Male","40","40","[c]","[c]"
"In post","2022","Asian","Legal","Female","810","740","43390","48080"
"In post","2022","Asian","Legal","Male","370","360","44740","48080"
"In post","2022","Asian","No function","Female","10190","9170","31230","27570"
"In post","2022","Asian","No function","Male","7750","7510","31850","27570"
"In post","2022","Asian","Project Delivery","Female","620","580","41570","37930"
"In post","2022","Asian","Project Delivery","Male","640","630","42400","39920"
"In post","2022","Asian","Property","Female","220","200","35560","31890"
"In post","2022","Asian","Property","Male","250","240","36550","32280"
"In post","2022","Asian","Security","Female","120","120","35030","32260"
"In post","2022","Asian","Security","Male","200","200","32690","30320"
"In post","2022","Asian","Unknown","Female","3120","2840","32270","28990"
"In post","2022","Asian","Unknown","Male","2280","2210","32940","29030"
"In post","2022","Black","Analysis","Female","120","120","39080","37930"
"In post","2022","Black","Analysis","Male","100","100","39530","37610"
"In post","2022","Black","Commercial","Female","110","110","38680","36190"
"In post","2022","Black","Commercial","Male","60","60","42800","39950"
"In post","2022","Black","Communications","Female","170","160","33040","30430"
"In post","2022","Black","Communications","Male","80","80","32100","27040"
"In post","2022","Black","Counter Fraud","Female","410","380","31100","31020"
"In post","2022","Black","Counter Fraud","Male","210","200","30880","31020"
"In post","2022","Black","Debt","Female","140","130","25280","23600"
"In post","2022","Black","Debt","Male","70","70","25110","25330"
"In post","2022","Black","Digital, Data & Technology","Female","270","270","39310","36330"
"In post","2022","Black","Digital, Data & Technology","Male","370","370","39740","36700"
"In post","2022","Black","Finance","Female","270","270","38320","35840"
"In post","2022","Black","Finance","Male","170","170","40600","38610"
"In post","2022","Black","Grants Management","Female","[c]","[c]","[c]","[c]"
"In post","2022","Black","Grants Management","Male","[c]","[c]","[c]","[c]"
"In post","2022","Black","Human Resources","Female","300","290","36810","34270"
"In post","2022","Black","Human Resources","Male","80","70","35680","31990"
"In post","2022","Black","Internal Audit","Female","[c]","[c]","[c]","[c]"
"In post","2022","Black","Internal Audit","Male","[c]","[c]","[c]","[c]"
"In post","2022","Black","Legal","Female","470","440","40810","34160"
"In post","2022","Black","Legal","Male","180","170","43020","37930"
"In post","2022","Black","No function","Female","6620","6280","31340","30210"
"In post","2022","Black","No function","Male","3610","3530","32250","31060"
"In post","2022","Black","Project Delivery","Female","400","390","39670","37930"
"In post","2022","Black","Project Delivery","Male","280","280","39700","37610"
"In post","2022","Black","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","Female","130","120","37280","34260"
"In post","2022","Black","Property","Male","80","70","38430","34550"
"In post","2022","Black","Security","Female","40","40","[c]","[c]"
"In post","2022","Black","Security","Male","90","90","31930","28890"
"In post","2022","Black","Unknown","Female","1440","1350","33230","29250"
"In post","2022","Black","Unknown","Male","780","760","33940","29080"
"In post","2022","Mixed","Analysis","Female","110","100","44180","41250"
"In post","2022","Mixed","Analysis","Male","110","110","42160","38070"
"In post","2022","Mixed","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Commercial","Female","60","60","36030","34880"
"In post","2022","Mixed","Commercial","Male","30","30","[c]","[c]"
"In post","2022","Mixed","Communications","Female","130","120","39000","33370"
"In post","2022","Mixed","Communications","Male","70","70","36180","33080"
"In post","2022","Mixed","Counter Fraud","Female","140","130","30560","27570"
"In post","2022","Mixed","Counter Fraud","Male","120","120","35540","31990"
"In post","2022","Mixed","Debt","Female","70","60","22770","21260"
"In post","2022","Mixed","Debt","Male","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","Female","160","160","41040","39320"
"In post","2022","Mixed","Digital, Data & Technology","Male","190","190","42550","39780"
"In post","2022","Mixed","Finance","Female","120","110","38530","35030"
"In post","2022","Mixed","Finance","Male","90","80","43890","39960"
"In post","2022","Mixed","Grants Management","Female","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Grants Management","Male","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Human Resources","Female","180","170","40300","35700"
"In post","2022","Mixed","Human Resources","Male","70","70","40440","36650"
"In post","2022","Mixed","Internal Audit","Female","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Internal Audit","Male","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Legal","Female","220","200","47940","51250"
"In post","2022","Mixed","Legal","Male","110","110","48730","50500"
"In post","2022","Mixed","No function","Female","3210","3000","32370","28990"
"In post","2022","Mixed","No function","Male","2140","2090","34980","31060"
"In post","2022","Mixed","Project Delivery","Female","230","220","41610","37930"
"In post","2022","Mixed","Project Delivery","Male","220","210","43140","40050"
"In post","2022","Mixed","Property","Female","60","60","36220","32890"
"In post","2022","Mixed","Property","Male","50","50","37630","37610"
"In post","2022","Mixed","Security","Female","50","50","36830","34670"
"In post","2022","Mixed","Security","Male","80","80","37390","34380"
"In post","2022","Mixed","Unknown","Female","660","620","36310","30830"
"In post","2022","Mixed","Unknown","Male","470","460","35930","30830"
"In post","2022","Other ethnicity","Analysis","Female","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Analysis","Male","30","30","[c]","[c]"
"In post","2022","Other ethnicity","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Counter Fraud","Female","40","40","[c]","[c]"
"In post","2022","Other ethnicity","Counter Fraud","Male","30","30","[c]","[c]"
"In post","2022","Other ethnicity","Debt","Female","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Debt","Male","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","Female","50","50","42600","38570"
"In post","2022","Other ethnicity","Digital, Data & Technology","Male","70","70","46670","39910"
"In post","2022","Other ethnicity","Finance","Female","30","30","[c]","[c]"
"In post","2022","Other ethnicity","Finance","Male","30","30","[c]","[c]"
"In post","2022","Other ethnicity","Grants Management","Female","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Grants Management","Male","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Human Resources","Female","40","40","[c]","[c]"
"In post","2022","Other ethnicity","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Internal Audit","Female","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Internal Audit","Male","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Legal","Female","70","60","46580","50500"
"In post","2022","Other ethnicity","Legal","Male","50","40","[c]","[c]"
"In post","2022","Other ethnicity","No function","Female","870","810","34120","30750"
"In post","2022","Other ethnicity","No function","Male","720","700","35930","31650"
"In post","2022","Other ethnicity","Project Delivery","Female","50","50","42410","40000"
"In post","2022","Other ethnicity","Project Delivery","Male","70","70","45740","45590"
"In post","2022","Other ethnicity","Property","Female","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Property","Male","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Security","Female","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Security","Male","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Unknown","Female","150","140","34340","29430"
"In post","2022","Other ethnicity","Unknown","Male","130","130","33980","28670"
"In post","2022","Undeclared","Analysis","Female","70","60","42960","38540"
"In post","2022","Undeclared","Analysis","Male","170","170","46810","47010"
"In post","2022","Undeclared","Commercial","Female","90","80","38430","37680"
"In post","2022","Undeclared","Commercial","Male","120","120","45900","41870"
"In post","2022","Undeclared","Communications","Female","80","70","36890","33370"
"In post","2022","Undeclared","Communications","Male","120","120","34770","32000"
"In post","2022","Undeclared","Counter Fraud","Female","380","340","31350","28920"
"In post","2022","Undeclared","Counter Fraud","Male","580","540","35270","32900"
"In post","2022","Undeclared","Debt","Female","130","110","23640","22080"
"In post","2022","Undeclared","Debt","Male","110","100","24280","21260"
"In post","2022","Undeclared","Digital, Data & Technology","Female","260","250","39700","37020"
"In post","2022","Undeclared","Digital, Data & Technology","Male","890","870","42060","39500"
"In post","2022","Undeclared","Finance","Female","200","190","36470","33320"
"In post","2022","Undeclared","Finance","Male","310","300","40090","36500"
"In post","2022","Undeclared","Grants Management","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Grants Management","Male","60","60","27510","26420"
"In post","2022","Undeclared","Human Resources","Female","210","190","36140","33300"
"In post","2022","Undeclared","Human Resources","Male","150","140","36570","33080"
