"Status","Year","Age","Disability","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","20-29","Declared non-disabled","Knowledge and Information Management","220","220","28460","27650"
"In post","2021","20-29","Declared non-disabled","Legal","740","730","34820","31810"
"In post","2021","20-29","Declared non-disabled","Medicine","90","90","28860","27190"
"In post","2021","20-29","Declared non-disabled","Operational Delivery","16500","16120","25410","24890"
"In post","2021","20-29","Declared non-disabled","Operational Research","230","220","34290","33330"
"In post","2021","20-29","Declared non-disabled","Other","1500","1480","27760","25750"
"In post","2021","20-29","Declared non-disabled","Planning","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared non-disabled","Policy","4520","4500","38780","35200"
"In post","2021","20-29","Declared non-disabled","Project Delivery","1440","1430","32660","31790"
"In post","2021","20-29","Declared non-disabled","Property","370","370","28530","27630"
"In post","2021","20-29","Declared non-disabled","Psychology","270","270","27880","27380"
"In post","2021","20-29","Declared non-disabled","Science and Engineering","2000","1980","29080","28650"
"In post","2021","20-29","Declared non-disabled","Security","630","630","26860","25680"
"In post","2021","20-29","Declared non-disabled","Social Research","230","220","37320","35620"
"In post","2021","20-29","Declared non-disabled","Statistics","390","380","35490","33930"
"In post","2021","20-29","Declared non-disabled","Tax","1680","1640","29610","25560"
"In post","2021","20-29","Declared non-disabled","Unknown","10850","10690","28040","27570"
"In post","2021","20-29","Declared non-disabled","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","Commercial","40","40","[c]","[c]"
"In post","2021","20-29","Undeclared","Communications","40","30","[c]","[c]"
"In post","2021","20-29","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","Digital, Data and Technology","60","60","32550","31420"
"In post","2021","20-29","Undeclared","Economics","70","70","36920","33880"
"In post","2021","20-29","Undeclared","Finance","50","50","[c]","[c]"
"In post","2021","20-29","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","Legal","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","Operational Delivery","810","790","26160","25400"
"In post","2021","20-29","Undeclared","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","Other","80","80","25860","25510"
"In post","2021","20-29","Undeclared","Planning","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","Policy","460","460","38370","34710"
"In post","2021","20-29","Undeclared","Project Delivery","90","90","33460","31950"
"In post","2021","20-29","Undeclared","Property","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","Science and Engineering","120","120","28400","28650"
"In post","2021","20-29","Undeclared","Security","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","Tax","80","80","31090","29570"
"In post","2021","20-29","Undeclared","Unknown","660","640","28440","27570"
"In post","2021","20-29","Undeclared","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Unknown","Commercial","240","230","31680","28970"
"In post","2021","20-29","Unknown","Communications","300","300","33660","32120"
"In post","2021","20-29","Unknown","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Unknown","Digital, Data and Technology","760","760","32690","31810"
"In post","2021","20-29","Unknown","Economics","340","340","35240","32970"
"In post","2021","20-29","Unknown","Finance","340","330","31320","29380"
"In post","2021","20-29","Unknown","Human Resources","270","270","29660","27680"
"In post","2021","20-29","Unknown","Intelligence Analysis","120","120","39960","36160"
"In post","2021","20-29","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Unknown","International Trade","220","220","38160","35860"
"In post","2021","20-29","Unknown","Knowledge and Information Management","30","30","[c]","[c]"
"In post","2021","20-29","Unknown","Legal","430","430","31410","28600"
"In post","2021","20-29","Unknown","Medicine","50","50","30470","30620"
"In post","2021","20-29","Unknown","Operational Delivery","8840","8670","24840","22920"
"In post","2021","20-29","Unknown","Operational Research","70","70","34460","33960"
"In post","2021","20-29","Unknown","Other","910","910","28880","28650"
"In post","2021","20-29","Unknown","Planning","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Unknown","Policy","2010","2000","37790","34020"
"In post","2021","20-29","Unknown","Project Delivery","380","380","33560","32040"
"In post","2021","20-29","Unknown","Property","200","190","28590","26560"
"In post","2021","20-29","Unknown","Psychology","50","50","26140","25830"
"In post","2021","20-29","Unknown","Science and Engineering","410","410","28590","28650"
"In post","2021","20-29","Unknown","Security","370","370","26380","25680"
"In post","2021","20-29","Unknown","Social Research","140","140","32510","29820"
"In post","2021","20-29","Unknown","Statistics","190","190","33700","32540"
"In post","2021","20-29","Unknown","Tax","1850","1800","24300","20140"
"In post","2021","20-29","Unknown","Unknown","4630","4590","29760","28000"
"In post","2021","20-29","Unknown","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared disabled","Commercial","120","120","36300","34800"
"In post","2021","30-39","Declared disabled","Communications","60","50","39460","37400"
"In post","2021","30-39","Declared disabled","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared disabled","Digital, Data and Technology","220","210","37760","34410"
"In post","2021","30-39","Declared disabled","Economics","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared disabled","Finance","110","110","37820","36420"
"In post","2021","30-39","Declared disabled","Human Resources","160","160","38720","33300"
"In post","2021","30-39","Declared disabled","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared disabled","Intelligence Analysis","60","60","35250","32090"
"In post","2021","30-39","Declared disabled","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared disabled","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared disabled","Knowledge and Information Management","30","30","[c]","[c]"
"In post","2021","30-39","Declared disabled","Legal","170","160","45830","49650"
"In post","2021","30-39","Declared disabled","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared disabled","Operational Delivery","2780","2610","27320","25310"
"In post","2021","30-39","Declared disabled","Operational Research","40","40","[c]","[c]"
"In post","2021","30-39","Declared disabled","Other","260","250","29490","26670"
"In post","2021","30-39","Declared disabled","Planning","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared disabled","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared disabled","Policy","650","640","46870","48370"
"In post","2021","30-39","Declared disabled","Project Delivery","280","270","39560","37640"
"In post","2021","30-39","Declared disabled","Property","70","70","34670","33000"
"In post","2021","30-39","Declared disabled","Psychology","50","50","[c]","[c]"
"In post","2021","30-39","Declared disabled","Science and Engineering","200","200","35930","35950"
"In post","2021","30-39","Declared disabled","Security","100","90","33170","32690"
"In post","2021","30-39","Declared disabled","Social Research","40","30","[c]","[c]"
"In post","2021","30-39","Declared disabled","Statistics","50","40","[c]","[c]"
"In post","2021","30-39","Declared disabled","Tax","250","240","35700","31810"
"In post","2021","30-39","Declared disabled","Unknown","2340","2170","29980","27570"
"In post","2021","30-39","Declared disabled","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Commercial","830","800","38530","37240"
"In post","2021","30-39","Declared non-disabled","Communications","770","740","42990","40050"
"In post","2021","30-39","Declared non-disabled","Corporate Finance","40","40","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Counter Fraud","120","120","36070","34050"
"In post","2021","30-39","Declared non-disabled","Digital, Data and Technology","2040","2000","41090","38580"
"In post","2021","30-39","Declared non-disabled","Economics","370","350","57920","57970"
"In post","2021","30-39","Declared non-disabled","Finance","1360","1290","42040","38630"
"In post","2021","30-39","Declared non-disabled","Human Resources","1190","1120","37600","33870"
"In post","2021","30-39","Declared non-disabled","Inspector of Education and Training","70","70","62310","57930"
"In post","2021","30-39","Declared non-disabled","Intelligence Analysis","670","640","33760","30980"
"In post","2021","30-39","Declared non-disabled","Internal Audit","110","100","41960","39980"
"In post","2021","30-39","Declared non-disabled","International Trade","220","220","50890","51970"
"In post","2021","30-39","Declared non-disabled","Knowledge and Information Management","350","340","36580","34490"
"In post","2021","30-39","Declared non-disabled","Legal","2030","1940","47440","51120"
"In post","2021","30-39","Declared non-disabled","Medicine","360","320","43250","37650"
"In post","2021","30-39","Declared non-disabled","Operational Delivery","25260","23550","28310","25760"
"In post","2021","30-39","Declared non-disabled","Operational Research","240","230","46460","46080"
"In post","2021","30-39","Declared non-disabled","Other","2330","2230","33300","28720"
"In post","2021","30-39","Declared non-disabled","Planning","50","40","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Planning Inspectors","30","30","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Policy","5590","5430","49250","52160"
"In post","2021","30-39","Declared non-disabled","Project Delivery","2670","2590","41050","38630"
"In post","2021","30-39","Declared non-disabled","Property","690","670","36680","33300"
"In post","2021","30-39","Declared non-disabled","Psychology","430","400","35770","31180"
"In post","2021","30-39","Declared non-disabled","Science and Engineering","2100","2030","38400","37700"
"In post","2021","30-39","Declared non-disabled","Security","940","930","32120","30260"
"In post","2021","30-39","Declared non-disabled","Social Research","220","210","45860","47000"
"In post","2021","30-39","Declared non-disabled","Statistics","410","390","45580","43360"
"In post","2021","30-39","Declared non-disabled","Tax","2450","2370","34910","31810"
"In post","2021","30-39","Declared non-disabled","Unknown","15250","14160","31180","27570"
"In post","2021","30-39","Declared non-disabled","Veterinarian","80","70","39780","37480"
"In post","2021","30-39","Undeclared","Commercial","70","70","38170","38280"
"In post","2021","30-39","Undeclared","Communications","60","60","44350","41010"
"In post","2021","30-39","Undeclared","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Digital, Data and Technology","170","160","42690","40230"
"In post","2021","30-39","Undeclared","Economics","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Finance","100","100","43190","40730"
"In post","2021","30-39","Undeclared","Human Resources","70","70","40480","38750"
"In post","2021","30-39","Undeclared","Intelligence Analysis","70","60","33160","30580"
"In post","2021","30-39","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Knowledge and Information Management","30","30","[c]","[c]"
"In post","2021","30-39","Undeclared","Legal","110","100","42950","38300"
"In post","2021","30-39","Undeclared","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Operational Delivery","2020","1900","28970","26810"
"In post","2021","30-39","Undeclared","Operational Research","40","40","[c]","[c]"
"In post","2021","30-39","Undeclared","Other","150","140","31690","29010"
"In post","2021","30-39","Undeclared","Planning","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Policy","450","450","49080","52290"
"In post","2021","30-39","Undeclared","Project Delivery","180","180","41900","38650"
"In post","2021","30-39","Undeclared","Property","50","50","36830","34070"
"In post","2021","30-39","Undeclared","Psychology","50","50","34680","31180"
"In post","2021","30-39","Undeclared","Science and Engineering","220","210","40070","38920"
"In post","2021","30-39","Undeclared","Security","100","100","36950","38150"
"In post","2021","30-39","Undeclared","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Tax","170","160","35940","31810"
"In post","2021","30-39","Undeclared","Unknown","1190","1110","29830","27570"
"In post","2021","30-39","Undeclared","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Commercial","250","240","39110","37370"
"In post","2021","30-39","Unknown","Communications","280","270","43690","41950"
"In post","2021","30-39","Unknown","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Counter Fraud","40","40","[c]","[c]"
"In post","2021","30-39","Unknown","Digital, Data and Technology","890","870","41330","38500"
"In post","2021","30-39","Unknown","Economics","130","130","52890","54650"
"In post","2021","30-39","Unknown","Finance","350","330","39610","36620"
"In post","2021","30-39","Unknown","Human Resources","320","300","35390","31280"
"In post","2021","30-39","Unknown","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Intelligence Analysis","120","110","46350","47360"
"In post","2021","30-39","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","International Trade","180","180","47680","51730"
"In post","2021","30-39","Unknown","Knowledge and Information Management","60","60","35900","33350"
"In post","2021","30-39","Unknown","Legal","690","660","43050","40800"
"In post","2021","30-39","Unknown","Medicine","170","150","42120","37890"
"In post","2021","30-39","Unknown","Operational Delivery","7530","7130","27560","25560"
"In post","2021","30-39","Unknown","Operational Research","40","40","[c]","[c]"
"In post","2021","30-39","Unknown","Other","1060","1030","35640","32700"
"In post","2021","30-39","Unknown","Planning","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Policy","1510","1480","48950","52290"
"In post","2021","30-39","Unknown","Project Delivery","580","560","41590","38630"
"In post","2021","30-39","Unknown","Property","200","190","33700","31100"
"In post","2021","30-39","Unknown","Psychology","60","60","34000","33650"
"In post","2021","30-39","Unknown","Science and Engineering","440","430","37950","37320"
"In post","2021","30-39","Unknown","Security","410","400","32760","32040"
"In post","2021","30-39","Unknown","Social Research","90","90","39530","37020"
"In post","2021","30-39","Unknown","Statistics","130","120","41000","37480"
"In post","2021","30-39","Unknown","Tax","1510","1460","28500","25560"
"In post","2021","30-39","Unknown","Unknown","3510","3370","37980","31810"
"In post","2021","30-39","Unknown","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Commercial","140","130","41530","39860"
"In post","2021","40-49","Declared disabled","Communications","80","70","38710","36880"
"In post","2021","40-49","Declared disabled","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Digital, Data and Technology","270","260","40700","37010"
"In post","2021","40-49","Declared disabled","Economics","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Finance","220","210","39710","35500"
"In post","2021","40-49","Declared disabled","Human Resources","260","250","43090","38590"
"In post","2021","40-49","Declared disabled","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Intelligence Analysis","70","70","34410","29880"
"In post","2021","40-49","Declared disabled","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Knowledge and Information Management","70","70","35790","33300"
"In post","2021","40-49","Declared disabled","Legal","280","260","48280","49930"
"In post","2021","40-49","Declared disabled","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Operational Delivery","3980","3680","28850","26000"
"In post","2021","40-49","Declared disabled","Operational Research","30","30","[c]","[c]"
"In post","2021","40-49","Declared disabled","Other","360","340","30360","26590"
"In post","2021","40-49","Declared disabled","Planning","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Policy","530","520","49330","47000"
"In post","2021","40-49","Declared disabled","Project Delivery","370","360","42390","38700"
"In post","2021","40-49","Declared disabled","Property","140","140","35200","33300"
"In post","2021","40-49","Declared disabled","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Science and Engineering","220","210","40420","39420"
"In post","2021","40-49","Declared disabled","Security","130","120","36330","39070"
"In post","2021","40-49","Declared disabled","Social Research","30","30","[c]","[c]"
"In post","2021","40-49","Declared disabled","Statistics","40","40","[c]","[c]"
"In post","2021","40-49","Declared disabled","Tax","300","290","34650","31810"
"In post","2021","40-49","Declared disabled","Unknown","4130","3710","29200","27570"
"In post","2021","40-49","Declared disabled","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared non-disabled","Commercial","890","860","43660","40470"
"In post","2021","40-49","Declared non-disabled","Communications","690","650","45840","41770"
"In post","2021","40-49","Declared non-disabled","Corporate Finance","40","40","[c]","[c]"
"In post","2021","40-49","Declared non-disabled","Counter Fraud","160","150","37430","36060"
"In post","2021","40-49","Declared non-disabled","Digital, Data and Technology","2430","2380","45510","42410"
"In post","2021","40-49","Declared non-disabled","Economics","180","170","65780","62890"
"In post","2021","40-49","Declared non-disabled","Finance","1760","1690","44660","40580"
"In post","2021","40-49","Declared non-disabled","Human Resources","1430","1360","42470","38630"
"In post","2021","40-49","Declared non-disabled","Inspector of Education and Training","240","240","66140","70500"
"In post","2021","40-49","Declared non-disabled","Intelligence Analysis","610","580","34730","30820"
"In post","2021","40-49","Declared non-disabled","Internal Audit","140","130","47520","44020"
"In post","2021","40-49","Declared non-disabled","International Trade","160","150","52730","51970"
"In post","2021","40-49","Declared non-disabled","Knowledge and Information Management","390","370","39850","37410"
"In post","2021","40-49","Declared non-disabled","Legal","2390","2190","52110","52580"
"In post","2021","40-49","Declared non-disabled","Medicine","460","410","55760","45500"
"In post","2021","40-49","Declared non-disabled","Operational Delivery","26510","24580","30620","27260"
"In post","2021","40-49","Declared non-disabled","Operational Research","160","150","50470","46920"
"In post","2021","40-49","Declared non-disabled","Other","3000","2880","34810","28460"
"In post","2021","40-49","Declared non-disabled","Planning","50","50","[c]","[c]"
"In post","2021","40-49","Declared non-disabled","Planning Inspectors","70","70","54800","58810"
"In post","2021","40-49","Declared non-disabled","Policy","4750","4520","53580","53600"
"In post","2021","40-49","Declared non-disabled","Project Delivery","3050","2960","45280","40580"
"In post","2021","40-49","Declared non-disabled","Property","1100","1050","38520","33440"
"In post","2021","40-49","Declared non-disabled","Psychology","210","190","45490","47320"
"In post","2021","40-49","Declared non-disabled","Science and Engineering","2040","1940","43640","41720"
"In post","2021","40-49","Declared non-disabled","Security","1040","1030","32860","31180"
"In post","2021","40-49","Declared non-disabled","Social Research","160","150","50690","49100"
"In post","2021","40-49","Declared non-disabled","Statistics","300","290","50910","51640"
"In post","2021","40-49","Declared non-disabled","Tax","1950","1860","36780","31810"
"In post","2021","40-49","Declared non-disabled","Unknown","20380","18550","31850","27570"
"In post","2021","40-49","Declared non-disabled","Veterinarian","130","130","44220","38390"
"In post","2021","40-49","Undeclared","Commercial","80","80","44380","42090"
"In post","2021","40-49","Undeclared","Communications","50","50","44690","41730"
"In post","2021","40-49","Undeclared","Corporate Finance","[c]","[c]","[c]","[c]"
