"Status","Year","Profession_of_post","Function_of_post","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Intelligence Analysis","Project Delivery","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Security","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Security","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Security","East Anglia","260","260","33220","33300"
"In post","2022","Intelligence Analysis","Security","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Security","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Security","Inner London - West","400","390","45560","44500"
"In post","2022","Intelligence Analysis","Security","Lincolnshire","40","40","[c]","[c]"
"In post","2022","Intelligence Analysis","Security","Outer London - West and North West","230","210","33330","29250"
"In post","2022","Intelligence Analysis","Security","Overseas","70","70","44150","40580"
"In post","2022","Intelligence Analysis","Unknown","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Unknown","Devon","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Unknown","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Unknown","East Anglia","70","60","27650","27020"
"In post","2022","Intelligence Analysis","Unknown","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Unknown","East Yorkshire and Northern Lincolnshire","50","50","[c]","[c]"
"In post","2022","Intelligence Analysis","Unknown","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Unknown","Essex","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Unknown","Greater Manchester","190","180","28040","25510"
"In post","2022","Intelligence Analysis","Unknown","Hampshire and Isle of Wight","40","40","[c]","[c]"
"In post","2022","Intelligence Analysis","Unknown","Inner London - East","40","40","[c]","[c]"
"In post","2022","Intelligence Analysis","Unknown","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Unknown","Kent","260","250","28170","27370"
"In post","2022","Intelligence Analysis","Unknown","Leicestershire, Rutland and Northamptonshire","40","40","[c]","[c]"
"In post","2022","Intelligence Analysis","Unknown","Merseyside","90","80","27480","25690"
"In post","2022","Intelligence Analysis","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Unknown","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Unknown","Outer London - South","140","130","33810","30500"
"In post","2022","Intelligence Analysis","Unknown","Outer London - West and North West","220","200","32030","30500"
"In post","2022","Intelligence Analysis","Unknown","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Unknown","South Yorkshire","80","70","28420","25310"
"In post","2022","Intelligence Analysis","Unknown","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Unknown","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Unknown","West Central Scotland","40","40","[c]","[c]"
"In post","2022","Intelligence Analysis","Unknown","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Unknown","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Unknown","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Analysis","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Digital, Data & Technology","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Internal Audit","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Internal Audit","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Internal Audit","Cheshire","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Internal Audit","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Internal Audit","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Internal Audit","Devon","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Internal Audit","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Internal Audit","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Internal Audit","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Internal Audit","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Internal Audit","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Internal Audit","Essex","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Internal Audit","Gloucestershire, Wiltshire and Bath/Bristol area","80","70","43840","41830"
"In post","2022","Internal Audit","Internal Audit","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Internal Audit","Hampshire and Isle of Wight","40","40","[c]","[c]"
"In post","2022","Internal Audit","Internal Audit","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Internal Audit","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Internal Audit","Inner London - West","180","170","54620","52360"
"In post","2022","Internal Audit","Internal Audit","Kent","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Internal Audit","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Internal Audit","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Internal Audit","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Internal Audit","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Internal Audit","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Internal Audit","Northumberland, and Tyne and Wear","40","30","[c]","[c]"
"In post","2022","Internal Audit","Internal Audit","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Internal Audit","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Internal Audit","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Internal Audit","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Internal Audit","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Internal Audit","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Internal Audit","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Internal Audit","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Internal Audit","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Internal Audit","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Internal Audit","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Internal Audit","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Internal Audit","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","No function","Devon","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","No function","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","No function","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","No function","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","No function","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","No function","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","No function","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Project Delivery","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Unknown","Devon","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Unknown","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Unknown","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Unknown","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","Analysis","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","Commercial","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","No function","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","No function","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","No function","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","No function","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","No function","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","No function","Essex","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","No function","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","No function","Greater Manchester","40","40","[c]","[c]"
"In post","2022","International Trade","No function","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","No function","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","No function","Inner London - West","1200","1190","47620","47070"
"In post","2022","International Trade","No function","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","No function","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","No function","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","No function","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","No function","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","No function","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","No function","Overseas","160","160","55790","53750"
"In post","2022","International Trade","No function","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","No function","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","No function","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","No function","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","No function","West Yorkshire","30","30","[c]","[c]"
"In post","2022","International Trade","Project Delivery","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","Project Delivery","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","Project Delivery","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Analysis","Devon","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Analysis","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Analysis","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Analysis","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Analysis","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Analysis","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Analysis","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Analysis","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Analysis","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Commercial","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Commercial","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Communications","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Communications","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Communications","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Communications","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Communications","Inner London - West","70","60","40640","40490"
"In post","2022","Knowledge and Information Management","Communications","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Communications","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Communications","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Counter Fraud","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Counter Fraud","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Counter Fraud","Essex","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Counter Fraud","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Counter Fraud","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Counter Fraud","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Counter Fraud","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Counter Fraud","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Counter Fraud","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Counter Fraud","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Counter Fraud","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Digital, Data & Technology","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Digital, Data & Technology","Berkshire, Buckinghamshire and Oxfordshire","30","30","[c]","[c]"
"In post","2022","Knowledge and Information Management","Digital, Data & Technology","Cheshire","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Digital, Data & Technology","Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Digital, Data & Technology","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Digital, Data & Technology","Devon","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Digital, Data & Technology","Dorset and Somerset","30","30","[c]","[c]"
"In post","2022","Knowledge and Information Management","Digital, Data & Technology","East Anglia","40","40","[c]","[c]"
"In post","2022","Knowledge and Information Management","Digital, Data & Technology","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Digital, Data & Technology","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Digital, Data & Technology","Essex","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Digital, Data & Technology","Gloucestershire, Wiltshire and Bath/Bristol area","230","220","34650","33020"
"In post","2022","Knowledge and Information Management","Digital, Data & Technology","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Digital, Data & Technology","Hampshire and Isle of Wight","130","120","30330","26930"
"In post","2022","Knowledge and Information Management","Digital, Data & Technology","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Digital, Data & Technology","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Digital, Data & Technology","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Digital, Data & Technology","Inner London - West","140","140","39310","37000"
"In post","2022","Knowledge and Information Management","Digital, Data & Technology","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Digital, Data & Technology","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Digital, Data & Technology","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Digital, Data & Technology","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Digital, Data & Technology","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Digital, Data & Technology","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Digital, Data & Technology","Outer London - West and North West","40","30","[c]","[c]"
"In post","2022","Knowledge and Information Management","Digital, Data & Technology","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Digital, Data & Technology","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Digital, Data & Technology","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Digital, Data & Technology","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Digital, Data & Technology","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Digital, Data & Technology","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Digital, Data & Technology","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Digital, Data & Technology","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Finance","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Human Resources","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Human Resources","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Legal","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Legal","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Legal","West Yorkshire","60","60","28970","27570"
"In post","2022","Knowledge and Information Management","No function","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","No function","Berkshire, Buckinghamshire and Oxfordshire","30","30","[c]","[c]"
"In post","2022","Knowledge and Information Management","No function","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","No function","Devon","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","No function","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","No function","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","No function","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","No function","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","No function","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","No function","Essex","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","No function","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","No function","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","No function","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","No function","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","No function","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","No function","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","No function","Inner London - West","260","250","44070","38810"
"In post","2022","Knowledge and Information Management","No function","Kent","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","No function","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","No function","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","No function","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","No function","Merseyside","130","120","30000","27570"
"In post","2022","Knowledge and Information Management","No function","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","No function","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","No function","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","No function","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","No function","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","No function","Outer London - West and North West","80","70","34320","31040"
"In post","2022","Knowledge and Information Management","No function","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","No function","Shropshire and Staffordshire","70","70","23010","20970"
"In post","2022","Knowledge and Information Management","No function","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","No function","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","No function","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","No function","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","No function","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","No function","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","No function","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","No function","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","No function","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Project Delivery","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Project Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","50","50","42000","38600"
"In post","2022","Knowledge and Information Management","Project Delivery","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Project Delivery","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Project Delivery","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Project Delivery","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Project Delivery","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Project Delivery","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Project Delivery","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Project Delivery","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Property","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Property","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Property","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Property","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Security","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Security","Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Security","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Security","Essex","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Security","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Security","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Security","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Security","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Security","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Security","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Security","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Security","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Security","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Security","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Security","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Security","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Unknown","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Unknown","East Wales","80","70","35670","32080"
"In post","2022","Knowledge and Information Management","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Unknown","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Unknown","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Unknown","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Unknown","Inner London - West","40","40","[c]","[c]"
"In post","2022","Knowledge and Information Management","Unknown","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Unknown","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Unknown","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Unknown","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Unknown","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Unknown","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Unknown","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Unknown","West Wales and The Valleys","40","40","[c]","[c]"
"In post","2022","Legal","Counter Fraud","Berkshire, Buckinghamshire and Oxfordshire","40","40","[c]","[c]"
"In post","2022","Legal","Counter Fraud","Derbyshire and Nottinghamshire","190","180","33270","33370"
"In post","2022","Legal","Counter Fraud","East Anglia","290","270","28690","26820"
"In post","2022","Legal","Counter Fraud","East Wales","180","160","30970","33080"
"In post","2022","Legal","Counter Fraud","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Counter Fraud","Essex","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Counter Fraud","Gloucestershire, Wiltshire and Bath/Bristol area","160","150","32460","33080"
"In post","2022","Legal","Counter Fraud","Greater Manchester","430","410","32950","33080"
"In post","2022","Legal","Counter Fraud","Hampshire and Isle of Wight","60","60","33730","33220"
"In post","2022","Legal","Counter Fraud","Inner London - East","610","590","38590","37930"
"In post","2022","Legal","Counter Fraud","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Counter Fraud","Kent","110","100","32440","33080"
"In post","2022","Legal","Counter Fraud","Lancashire","[c]","[c]","[c]","[c]"
