"Status","Year","Region_ITL3","Disability","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Cheshire West and Chester","Declared non-disabled","330","310","25960","26470"
"In post","2021","Cheshire West and Chester","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire West and Chester","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chorley and West Lancashire","Declared disabled","120","110","28640","27470"
"In post","2021","Chorley and West Lancashire","Declared non-disabled","820","760","29910","27570"
"In post","2021","Chorley and West Lancashire","Undeclared","190","170","30800","31650"
"In post","2021","Chorley and West Lancashire","Unknown","190","190","28340","25790"
"In post","2021","City of Edinburgh","Declared disabled","1100","1040","36250","31810"
"In post","2021","City of Edinburgh","Declared non-disabled","6370","6090","39590","34190"
"In post","2021","City of Edinburgh","Undeclared","300","290","35810","31810"
"In post","2021","City of Edinburgh","Unknown","5030","4780","34950","30650"
"In post","2021","Clackmannanshire and Fife","Declared disabled","170","160","30170","27570"
"In post","2021","Clackmannanshire and Fife","Declared non-disabled","680","620","29450","27570"
"In post","2021","Clackmannanshire and Fife","Undeclared","40","40","[c]","[c]"
"In post","2021","Clackmannanshire and Fife","Unknown","460","430","30220","29350"
"In post","2021","Conwy and Denbighshire","Declared disabled","70","70","32240","27570"
"In post","2021","Conwy and Denbighshire","Declared non-disabled","550","510","35610","33300"
"In post","2021","Conwy and Denbighshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Conwy and Denbighshire","Unknown","40","30","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Declared disabled","210","190","26460","27570"
"In post","2021","Cornwall and Isles of Scilly","Declared non-disabled","1180","1080","26500","26670"
"In post","2021","Cornwall and Isles of Scilly","Undeclared","100","90","27270","26670"
"In post","2021","Cornwall and Isles of Scilly","Unknown","160","150","27000","21960"
"In post","2021","Coventry","Declared disabled","240","220","33700","29730"
"In post","2021","Coventry","Declared non-disabled","1750","1660","37320","33030"
"In post","2021","Coventry","Undeclared","80","70","33980","30090"
"In post","2021","Coventry","Unknown","360","350","37390","33610"
"In post","2021","Croydon","Declared disabled","940","870","36830","32520"
"In post","2021","Croydon","Declared non-disabled","6920","6560","38780","35070"
"In post","2021","Croydon","Undeclared","530","500","38940","35200"
"In post","2021","Croydon","Unknown","1240","1200","36840","32520"
"In post","2021","Darlington","Declared disabled","100","100","34030","30200"
"In post","2021","Darlington","Declared non-disabled","700","660","35870","32300"
"In post","2021","Darlington","Undeclared","60","60","36440","32560"
"In post","2021","Darlington","Unknown","110","110","35510","29360"
"In post","2021","Derby","Declared disabled","150","130","24950","21010"
"In post","2021","Derby","Declared non-disabled","740","650","26750","23840"
"In post","2021","Derby","Undeclared","60","50","26200","21630"
"In post","2021","Derby","Unknown","70","70","26640","25680"
"In post","2021","Derry City and Strabane","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Derry City and Strabane","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Derry City and Strabane","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Devon CC","Declared disabled","580","510","29000","27570"
"In post","2021","Devon CC","Declared non-disabled","4360","4010","32710","27870"
"In post","2021","Devon CC","Undeclared","280","250","28260","27370"
"In post","2021","Devon CC","Unknown","360","340","26350","22850"
"In post","2021","Dorset CC","Declared disabled","240","220","29260","27570"
"In post","2021","Dorset CC","Declared non-disabled","1410","1320","29080","27130"
"In post","2021","Dorset CC","Undeclared","200","180","30690","29670"
"In post","2021","Dorset CC","Unknown","300","280","28270","23970"
"In post","2021","Dudley","Declared disabled","170","140","25140","25630"
"In post","2021","Dudley","Declared non-disabled","860","730","25130","26120"
"In post","2021","Dudley","Undeclared","50","50","25630","27570"
"In post","2021","Dudley","Unknown","70","70","23990","21010"
"In post","2021","Dumfries and Galloway","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Dumfries and Galloway","Declared non-disabled","320","290","29530","27570"
"In post","2021","Dumfries and Galloway","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Dumfries and Galloway","Unknown","210","190","29060","28410"
"In post","2021","Durham CC","Declared disabled","550","480","26620","25310"
"In post","2021","Durham CC","Declared non-disabled","3780","3380","27370","25560"
"In post","2021","Durham CC","Undeclared","530","460","29260","31650"
"In post","2021","Durham CC","Unknown","740","700","23920","22350"
"In post","2021","Ealing","Declared disabled","80","80","31600","31060"
"In post","2021","Ealing","Declared non-disabled","360","340","31330","31060"
"In post","2021","Ealing","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Ealing","Unknown","50","50","[c]","[c]"
"In post","2021","East Ayrshire and North Ayrshire mainland","Declared disabled","80","70","25200","27150"
"In post","2021","East Ayrshire and North Ayrshire mainland","Declared non-disabled","710","640","26830","26600"
"In post","2021","East Ayrshire and North Ayrshire mainland","Undeclared","30","30","[c]","[c]"
"In post","2021","East Ayrshire and North Ayrshire mainland","Unknown","130","130","26490","23230"
"In post","2021","East Cumbria","Declared disabled","100","90","28030","25930"
"In post","2021","East Cumbria","Declared non-disabled","740","670","27140","24920"
"In post","2021","East Cumbria","Undeclared","40","40","[c]","[c]"
"In post","2021","East Cumbria","Unknown","50","50","32340","30600"
"In post","2021","East Derbyshire","Declared disabled","100","90","26580","27570"
"In post","2021","East Derbyshire","Declared non-disabled","290","240","27060","27570"
"In post","2021","East Derbyshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","East Derbyshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Declared disabled","170","150","29480","27570"
"In post","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Declared non-disabled","1410","1330","30330","27570"
"In post","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Undeclared","100","90","33150","27570"
"In post","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Unknown","750","730","30860","30930"
"In post","2021","East Kent","Declared disabled","450","410","28380","27370"
"In post","2021","East Kent","Declared non-disabled","3110","2860","28100","26670"
"In post","2021","East Kent","Undeclared","290","270","28950","27370"
"In post","2021","East Kent","Unknown","370","360","28090","24880"
"In post","2021","East Lancashire","Declared disabled","90","80","25780","27570"
"In post","2021","East Lancashire","Declared non-disabled","350","310","25910","27570"
"In post","2021","East Lancashire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","East Lancashire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","East Lothian and Midlothian","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","East Lothian and Midlothian","Declared non-disabled","70","70","28190","27570"
"In post","2021","East Lothian and Midlothian","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","East Lothian and Midlothian","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","East Merseyside","Declared disabled","170","150","27140","27570"
"In post","2021","East Merseyside","Declared non-disabled","770","690","27550","27570"
"In post","2021","East Merseyside","Undeclared","40","30","[c]","[c]"
"In post","2021","East Merseyside","Unknown","60","60","28990","27570"
"In post","2021","East Riding of Yorkshire","Declared disabled","170","160","28010","26930"
"In post","2021","East Riding of Yorkshire","Declared non-disabled","1310","1240","28680","26810"
"In post","2021","East Riding of Yorkshire","Undeclared","220","200","30780","31650"
"In post","2021","East Riding of Yorkshire","Unknown","200","190","26580","25960"
"In post","2021","East Surrey","Declared disabled","90","80","31710","31060"
"In post","2021","East Surrey","Declared non-disabled","620","590","34330","33590"
"In post","2021","East Surrey","Undeclared","150","140","32780","33900"
"In post","2021","East Surrey","Unknown","120","120","30940","31980"
"In post","2021","East Sussex CC","Declared disabled","280","240","25640","26120"
"In post","2021","East Sussex CC","Declared non-disabled","1470","1320","26980","27570"
"In post","2021","East Sussex CC","Undeclared","140","130","27900","27570"
"In post","2021","East Sussex CC","Unknown","100","90","26020","25850"
"In post","2021","Enfield","Declared disabled","60","50","31500","31060"
"In post","2021","Enfield","Declared non-disabled","270","250","30110","31060"
"In post","2021","Enfield","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Enfield","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Essex Haven Gateway","Declared disabled","140","130","32570","29290"
"In post","2021","Essex Haven Gateway","Declared non-disabled","820","780","31930","29290"
"In post","2021","Essex Haven Gateway","Undeclared","80","80","33020","30890"
"In post","2021","Essex Haven Gateway","Unknown","100","90","34740","30040"
"In post","2021","Essex Thames Gateway","Declared disabled","180","160","27370","29050"
"In post","2021","Essex Thames Gateway","Declared non-disabled","680","610","27920","29050"
"In post","2021","Essex Thames Gateway","Undeclared","30","30","[c]","[c]"
"In post","2021","Essex Thames Gateway","Unknown","40","40","[c]","[c]"
"In post","2021","Falkirk","Declared disabled","180","160","27740","27570"
"In post","2021","Falkirk","Declared non-disabled","1010","870","26050","22220"
"In post","2021","Falkirk","Undeclared","80","70","24690","21010"
"In post","2021","Falkirk","Unknown","550","500","30750","33650"
"In post","2021","Fermanagh and Omagh","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Fermanagh and Omagh","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Fermanagh and Omagh","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Fermanagh and Omagh","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Flintshire and Wrexham","Declared disabled","220","190","27590","26780"
"In post","2021","Flintshire and Wrexham","Declared non-disabled","1520","1430","27880","26120"
"In post","2021","Flintshire and Wrexham","Undeclared","250","240","28760","27570"
"In post","2021","Flintshire and Wrexham","Unknown","170","170","26020","24120"
"In post","2021","Glasgow City","Declared disabled","1180","1080","28920","26160"
"In post","2021","Glasgow City","Declared non-disabled","7240","6740","31690","27570"
"In post","2021","Glasgow City","Undeclared","430","400","29220","26670"
"In post","2021","Glasgow City","Unknown","2800","2640","33790","30650"
"In post","2021","Gloucestershire","Declared disabled","160","140","27410","27570"
"In post","2021","Gloucestershire","Declared non-disabled","950","850","29610","27570"
"In post","2021","Gloucestershire","Undeclared","80","80","30820","27570"
"In post","2021","Gloucestershire","Unknown","210","200","28390","26670"
"In post","2021","Greater Manchester North East","Declared disabled","170","160","27520","27570"
"In post","2021","Greater Manchester North East","Declared non-disabled","840","780","27650","27570"
"In post","2021","Greater Manchester North East","Undeclared","130","120","28910","27570"
"In post","2021","Greater Manchester North East","Unknown","70","70","25190","27130"
"In post","2021","Greater Manchester North West","Declared disabled","290","250","24570","21590"
"In post","2021","Greater Manchester North West","Declared non-disabled","1470","1320","25400","24440"
"In post","2021","Greater Manchester North West","Undeclared","150","140","26630","26320"
"In post","2021","Greater Manchester North West","Unknown","80","80","23990","24440"
"In post","2021","Greater Manchester South East","Declared disabled","180","170","25630","21630"
"In post","2021","Greater Manchester South East","Declared non-disabled","1030","940","25550","22080"
"In post","2021","Greater Manchester South East","Undeclared","100","90","25430","21750"
"In post","2021","Greater Manchester South East","Unknown","80","70","26940","26350"
"In post","2021","Greater Manchester South West","Declared disabled","560","520","29720","27570"
"In post","2021","Greater Manchester South West","Declared non-disabled","3700","3490","31370","27570"
"In post","2021","Greater Manchester South West","Undeclared","290","270","30950","27570"
"In post","2021","Greater Manchester South West","Unknown","1590","1510","28620","25560"
"In post","2021","Gwent Valleys","Declared disabled","170","150","26090","27570"
"In post","2021","Gwent Valleys","Declared non-disabled","830","760","28980","27570"
"In post","2021","Gwent Valleys","Undeclared","40","30","[c]","[c]"
"In post","2021","Gwent Valleys","Unknown","50","50","[c]","[c]"
"In post","2021","Gwynedd","Declared disabled","90","80","23900","21010"
"In post","2021","Gwynedd","Declared non-disabled","590","540","25250","21050"
"In post","2021","Gwynedd","Undeclared","40","40","[c]","[c]"
"In post","2021","Gwynedd","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Hackney and Newham","Declared disabled","440","400","32960","31060"
"In post","2021","Hackney and Newham","Declared non-disabled","2050","1900","34530","31060"
"In post","2021","Hackney and Newham","Undeclared","130","120","34990","31060"
"In post","2021","Hackney and Newham","Unknown","430","410","36440","34100"
"In post","2021","Haringey and Islington","Declared disabled","180","170","32360","31060"
"In post","2021","Haringey and Islington","Declared non-disabled","920","870","31590","31060"
"In post","2021","Haringey and Islington","Undeclared","160","150","32150","33030"
"In post","2021","Haringey and Islington","Unknown","250","250","27830","30220"
"In post","2021","Harrow and Hillingdon","Declared disabled","360","310","31360","30410"
"In post","2021","Harrow and Hillingdon","Declared non-disabled","2620","2360","31250","29380"
"In post","2021","Harrow and Hillingdon","Undeclared","210","190","32520","30410"
"In post","2021","Harrow and Hillingdon","Unknown","220","210","28600","28650"
"In post","2021","Hartlepool and Stockton-on-Tees","Declared disabled","230","200","26900","27570"
"In post","2021","Hartlepool and Stockton-on-Tees","Declared non-disabled","1070","970","27070","27380"
"In post","2021","Hartlepool and Stockton-on-Tees","Undeclared","160","150","29820","31530"
"In post","2021","Hartlepool and Stockton-on-Tees","Unknown","90","90","25660","24920"
"In post","2021","Heart of Essex","Declared disabled","120","110","31730","29290"
"In post","2021","Heart of Essex","Declared non-disabled","760","710","32610","29310"
"In post","2021","Heart of Essex","Undeclared","90","80","31840","29810"
"In post","2021","Heart of Essex","Unknown","150","150","29170","26470"
"In post","2021","Herefordshire, County of","Declared disabled","30","30","[c]","[c]"
"In post","2021","Herefordshire, County of","Declared non-disabled","290","280","27450","26670"
"In post","2021","Herefordshire, County of","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Herefordshire, County of","Unknown","90","90","28320","24610"
"In post","2021","Hertfordshire","Declared disabled","280","260","32730","30000"
"In post","2021","Hertfordshire","Declared non-disabled","1840","1720","34560","30750"
"In post","2021","Hertfordshire","Undeclared","140","130","34900","31040"
"In post","2021","Hertfordshire","Unknown","460","450","36870","33090"
"In post","2021","Hounslow and Richmond upon Thames","Declared disabled","260","240","31750","31060"
"In post","2021","Hounslow and Richmond upon Thames","Declared non-disabled","1990","1880","32570","31060"
"In post","2021","Hounslow and Richmond upon Thames","Undeclared","200","190","33960","33090"
"In post","2021","Hounslow and Richmond upon Thames","Unknown","410","390","32770","30720"
"In post","2021","Inverclyde, East Renfrewshire and Renfrewshire","Declared disabled","110","90","28810","27570"
"In post","2021","Inverclyde, East Renfrewshire and Renfrewshire","Declared non-disabled","600","550","29250","27570"
"In post","2021","Inverclyde, East Renfrewshire and Renfrewshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Inverclyde, East Renfrewshire and Renfrewshire","Unknown","310","280","30260","29350"
"In post","2021","Inverness and Nairn and Moray, Badenoch and Strathspey","Declared disabled","110","100","28640","27570"
"In post","2021","Inverness and Nairn and Moray, Badenoch and Strathspey","Declared non-disabled","770","730","29150","27570"
"In post","2021","Inverness and Nairn and Moray, Badenoch and Strathspey","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Inverness and Nairn and Moray, Badenoch and Strathspey","Unknown","230","210","29410","29030"
"In post","2021","Isle of Anglesey","Declared disabled","30","30","[c]","[c]"
"In post","2021","Isle of Anglesey","Declared non-disabled","170","160","28310","26670"
"In post","2021","Isle of Anglesey","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Isle of Anglesey","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Isle of Wight","Declared disabled","120","110","27360","26680"
"In post","2021","Isle of Wight","Declared non-disabled","540","500","26760","25830"
"In post","2021","Isle of Wight","Undeclared","220","200","29530","31650"
"In post","2021","Isle of Wight","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Kensington & Chelsea and Hammersmith & Fulham","Declared disabled","80","80","31750","31060"
"In post","2021","Kensington & Chelsea and Hammersmith & Fulham","Declared non-disabled","600","580","32700","31060"
"In post","2021","Kensington & Chelsea and Hammersmith & Fulham","Undeclared","90","80","35550","34940"
"In post","2021","Kensington & Chelsea and Hammersmith & Fulham","Unknown","80","80","30150","31060"
"In post","2021","Kent Thames Gateway","Declared disabled","180","170","29790","29290"
"In post","2021","Kent Thames Gateway","Declared non-disabled","1010","960","30520","30400"
"In post","2021","Kent Thames Gateway","Undeclared","230","210","30680","31650"
"In post","2021","Kent Thames Gateway","Unknown","180","180","27800","29120"
"In post","2021","Kingston upon Hull, City of","Declared disabled","250","210","26740","27130"
"In post","2021","Kingston upon Hull, City of","Declared non-disabled","1400","1260","28170","27350"
"In post","2021","Kingston upon Hull, City of","Undeclared","160","150","31100","31650"
"In post","2021","Kingston upon Hull, City of","Unknown","190","180","25580","23990"
"In post","2021","Lambeth","Declared disabled","270","250","36890","32090"
"In post","2021","Lambeth","Declared non-disabled","2460","2310","43690","38890"
"In post","2021","Lambeth","Undeclared","270","240","44360","38590"
"In post","2021","Lambeth","Unknown","1390","1340","44740","40170"
"In post","2021","Lancaster and Wyre","Declared disabled","120","110","27690","26780"
"In post","2021","Lancaster and Wyre","Declared non-disabled","720","670","29190","26780"
"In post","2021","Lancaster and Wyre","Undeclared","100","90","29240","27630"
"In post","2021","Lancaster and Wyre","Unknown","110","110","24860","26510"
"In post","2021","Leeds","Declared disabled","1100","1020","31970","27570"
"In post","2021","Leeds","Declared non-disabled","7190","6710","33550","29650"
"In post","2021","Leeds","Undeclared","550","520","32360","31650"
"In post","2021","Leeds","Unknown","2570","2490","32550","27570"
"In post","2021","Leicester","Declared disabled","300","270","25450","22350"
"In post","2021","Leicester","Declared non-disabled","1750","1570","27460","27130"
"In post","2021","Leicester","Undeclared","150","130","27170","27570"
"In post","2021","Leicester","Unknown","420","380","25260","22350"
"In post","2021","Leicestershire CC and Rutland","Declared disabled","200","180","28540","26850"
