"Status","Year","Sex","Organisation","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Female","Cabinet Office (excl. agencies)","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cabinet Office (excl. agencies)","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cabinet Office (excl. agencies)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cabinet Office (excl. agencies)","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cabinet Office (excl. agencies)","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cabinet Office (excl. agencies)","East Anglia","60","50","47860","40250"
"In post","2021","Female","Cabinet Office (excl. agencies)","East Wales","40","30","[c]","[c]"
"In post","2021","Female","Cabinet Office (excl. agencies)","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cabinet Office (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","70","70","56320","51230"
"In post","2021","Female","Cabinet Office (excl. agencies)","Greater Manchester","160","160","43420","37300"
"In post","2021","Female","Cabinet Office (excl. agencies)","Hampshire and Isle of Wight","40","40","[c]","[c]"
"In post","2021","Female","Cabinet Office (excl. agencies)","Inner London - East","450","440","49270","54700"
"In post","2021","Female","Cabinet Office (excl. agencies)","Inner London - West","2970","2910","46810","38580"
"In post","2021","Female","Cabinet Office (excl. agencies)","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cabinet Office (excl. agencies)","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cabinet Office (excl. agencies)","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cabinet Office (excl. agencies)","Merseyside","60","60","47310","49700"
"In post","2021","Female","Cabinet Office (excl. agencies)","North Yorkshire","230","220","28570","26670"
"In post","2021","Female","Cabinet Office (excl. agencies)","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cabinet Office (excl. agencies)","Northumberland and Tyne and Wear","250","230","27650","23850"
"In post","2021","Female","Cabinet Office (excl. agencies)","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cabinet Office (excl. agencies)","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cabinet Office (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cabinet Office (excl. agencies)","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cabinet Office (excl. agencies)","South Yorkshire","60","50","46160","40160"
"In post","2021","Female","Cabinet Office (excl. agencies)","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cabinet Office (excl. agencies)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cabinet Office (excl. agencies)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cabinet Office (excl. agencies)","Unknown","330","320","36050","32000"
"In post","2021","Female","Cabinet Office (excl. agencies)","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cabinet Office (excl. agencies)","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cabinet Office (excl. agencies)","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cabinet Office (excl. agencies)","West Yorkshire","100","100","47700","40250"
"In post","2021","Female","Centre for Environment, Fisheries and Aquaculture Science","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Female","Centre for Environment, Fisheries and Aquaculture Science","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Female","Centre for Environment, Fisheries and Aquaculture Science","Dorset and Somerset","70","60","31190","29270"
"In post","2021","Female","Centre for Environment, Fisheries and Aquaculture Science","East Anglia","220","200","31780","29270"
"In post","2021","Female","Centre for Environment, Fisheries and Aquaculture Science","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Female","Charity Commission","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Female","Charity Commission","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Female","Charity Commission","Inner London - West","50","50","[c]","[c]"
"In post","2021","Female","Charity Commission","Merseyside","180","160","32560","29160"
"In post","2021","Female","Companies House","East Wales","570","490","29340","24500"
"In post","2021","Female","Companies House","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Female","Companies House","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Female","Companies House","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Female","Competition and Markets Authority","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Female","Competition and Markets Authority","Eastern Scotland","30","30","[c]","[c]"
"In post","2021","Female","Competition and Markets Authority","Inner London - East","400","380","58800","56000"
"In post","2021","Female","Competition and Markets Authority","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Female","Criminal Injuries Compensation Authority","West Central Scotland","160","140","26500","22570"
"In post","2021","Female","Crown Commercial Service","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Female","Crown Commercial Service","East Anglia","80","70","34840","34800"
"In post","2021","Female","Crown Commercial Service","East Wales","50","50","33860","31680"
"In post","2021","Female","Crown Commercial Service","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Female","Crown Commercial Service","Inner London - East","30","30","[c]","[c]"
"In post","2021","Female","Crown Commercial Service","Merseyside","230","220","36320","34800"
"In post","2021","Female","Crown Commercial Service","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Female","Crown Commercial Service","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Female","Crown Office and Procurator Fiscal Service","Eastern Scotland","540","500","35950","29040"
"In post","2021","Female","Crown Office and Procurator Fiscal Service","Highlands and Islands","60","50","31120","22220"
"In post","2021","Female","Crown Office and Procurator Fiscal Service","North Eastern Scotland","80","70","32540","29040"
"In post","2021","Female","Crown Office and Procurator Fiscal Service","Southern Scotland","210","190","33530","29040"
"In post","2021","Female","Crown Office and Procurator Fiscal Service","West Central Scotland","570","520","35050","29040"
"In post","2021","Female","Crown Prosecution Service","Bedfordshire and Hertfordshire","120","100","38990","30110"
"In post","2021","Female","Crown Prosecution Service","Berkshire, Buckinghamshire and Oxfordshire","100","90","41740","36240"
"In post","2021","Female","Crown Prosecution Service","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Female","Crown Prosecution Service","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Female","Crown Prosecution Service","Cumbria","30","20","[c]","[c]"
"In post","2021","Female","Crown Prosecution Service","Derbyshire and Nottinghamshire","180","160","36980","28430"
"In post","2021","Female","Crown Prosecution Service","Devon","50","50","38720","36240"
"In post","2021","Female","Crown Prosecution Service","East Anglia","80","70","32660","28430"
"In post","2021","Female","Crown Prosecution Service","East Wales","190","170","38610","37890"
"In post","2021","Female","Crown Prosecution Service","East Yorkshire and Northern Lincolnshire","50","50","37270","28430"
"In post","2021","Female","Crown Prosecution Service","Essex","130","120","40170","34140"
"In post","2021","Female","Crown Prosecution Service","Gloucestershire, Wiltshire and Bath/Bristol area","100","100","38140","30930"
"In post","2021","Female","Crown Prosecution Service","Greater Manchester","240","210","39260","33310"
"In post","2021","Female","Crown Prosecution Service","Hampshire and Isle of Wight","170","160","42130","36240"
"In post","2021","Female","Crown Prosecution Service","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Female","Crown Prosecution Service","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","Female","Crown Prosecution Service","Inner London - West","1020","950","44070","40000"
"In post","2021","Female","Crown Prosecution Service","Kent","80","70","36790","30110"
"In post","2021","Female","Crown Prosecution Service","Lancashire","110","100","38190","32890"
"In post","2021","Female","Crown Prosecution Service","Leicestershire, Rutland and Northamptonshire","110","100","37620","34480"
"In post","2021","Female","Crown Prosecution Service","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Female","Crown Prosecution Service","Merseyside","240","220","35850","28430"
"In post","2021","Female","Crown Prosecution Service","North Yorkshire","190","170","45680","51470"
"In post","2021","Female","Crown Prosecution Service","Northumberland and Tyne and Wear","160","140","36040","28430"
"In post","2021","Female","Crown Prosecution Service","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","Female","Crown Prosecution Service","Outer London - South","30","30","[c]","[c]"
"In post","2021","Female","Crown Prosecution Service","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","Female","Crown Prosecution Service","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Female","Crown Prosecution Service","Shropshire and Staffordshire","50","50","39470","38760"
"In post","2021","Female","Crown Prosecution Service","South Yorkshire","100","80","34320","28430"
"In post","2021","Female","Crown Prosecution Service","Surrey, East and West Sussex","120","110","41010","33960"
"In post","2021","Female","Crown Prosecution Service","Tees Valley and Durham","70","60","36990","28430"
"In post","2021","Female","Crown Prosecution Service","West Midlands","330","300","38140","32170"
"In post","2021","Female","Crown Prosecution Service","West Wales and The Valleys","50","50","38900","33310"
"In post","2021","Female","Crown Prosecution Service","West Yorkshire","270","240","37730","33310"
"In post","2021","Female","Crown Prosecution Service Inspectorate","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Female","Crown Prosecution Service Inspectorate","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Female","Debt Management Office","Inner London - West","40","40","[c]","[c]"
"In post","2021","Female","Defence Electronics and Components Agency","East Wales","70","60","28350","26060"
"In post","2021","Female","Defence Electronics and Components Agency","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Female","Defence Equipment and Support","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Female","Defence Equipment and Support","Berkshire, Buckinghamshire and Oxfordshire","50","50","30910","28530"
"In post","2021","Female","Defence Equipment and Support","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Female","Defence Equipment and Support","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Female","Defence Equipment and Support","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Female","Defence Equipment and Support","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Female","Defence Equipment and Support","Dorset and Somerset","130","120","32540","32090"
"In post","2021","Female","Defence Equipment and Support","East Anglia","40","40","[c]","[c]"
"In post","2021","Female","Defence Equipment and Support","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Female","Defence Equipment and Support","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Female","Defence Equipment and Support","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Female","Defence Equipment and Support","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Female","Defence Equipment and Support","Gloucestershire, Wiltshire and Bath/Bristol area","3010","2810","35020","32610"
"In post","2021","Female","Defence Equipment and Support","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Female","Defence Equipment and Support","Hampshire and Isle of Wight","80","70","28290","26490"
"In post","2021","Female","Defence Equipment and Support","Herefordshire, Worcestershire and Warwickshire","30","30","[c]","[c]"
"In post","2021","Female","Defence Equipment and Support","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Female","Defence Equipment and Support","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Female","Defence Equipment and Support","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Female","Defence Equipment and Support","Lincolnshire","70","70","34220","33300"
"In post","2021","Female","Defence Equipment and Support","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Female","Defence Equipment and Support","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Female","Defence Equipment and Support","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Female","Defence Equipment and Support","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Female","Defence Equipment and Support","Outer London - West and North West","40","40","[c]","[c]"
"In post","2021","Female","Defence Equipment and Support","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Female","Defence Equipment and Support","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Female","Defence Equipment and Support","Southern Scotland","40","40","[c]","[c]"
"In post","2021","Female","Defence Equipment and Support","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Female","Defence Equipment and Support","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Female","Defence Equipment and Support","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Female","Defence Equipment and Support","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Female","Defence Science and Technology Laboratory","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Female","Defence Science and Technology Laboratory","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Female","Defence Science and Technology Laboratory","Gloucestershire, Wiltshire and Bath/Bristol area","1030","970","37810","37320"
"In post","2021","Female","Defence Science and Technology Laboratory","Hampshire and Isle of Wight","430","400","37970","37320"
"In post","2021","Female","Defence Science and Technology Laboratory","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Female","Defence Science and Technology Laboratory","Kent","70","60","35070","37320"
"In post","2021","Female","Defence Science and Technology Laboratory","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Business, Energy and Industrial Strategy (excl. agencies)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Business, Energy and Industrial Strategy (excl. agencies)","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Business, Energy and Industrial Strategy (excl. agencies)","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Business, Energy and Industrial Strategy (excl. agencies)","East Wales","50","50","32820","26900"
"In post","2021","Female","Department for Business, Energy and Industrial Strategy (excl. agencies)","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Business, Energy and Industrial Strategy (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Business, Energy and Industrial Strategy (excl. agencies)","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Business, Energy and Industrial Strategy (excl. agencies)","Inner London - West","2340","2260","48330","47190"
"In post","2021","Female","Department for Business, Energy and Industrial Strategy (excl. agencies)","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Business, Energy and Industrial Strategy (excl. agencies)","North Eastern Scotland","60","50","45750","36740"
"In post","2021","Female","Department for Business, Energy and Industrial Strategy (excl. agencies)","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Business, Energy and Industrial Strategy (excl. agencies)","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Business, Energy and Industrial Strategy (excl. agencies)","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Business, Energy and Industrial Strategy (excl. agencies)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Business, Energy and Industrial Strategy (excl. agencies)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Business, Energy and Industrial Strategy (excl. agencies)","West Midlands","80","80","39300","36740"
"In post","2021","Female","Department for Business, Energy and Industrial Strategy (excl. agencies)","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Digital, Culture, Media and Sport","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Digital, Culture, Media and Sport","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Digital, Culture, Media and Sport","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Digital, Culture, Media and Sport","Inner London - West","920","890","48550","51730"
"In post","2021","Female","Department for Digital, Culture, Media and Sport","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Digital, Culture, Media and Sport","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Digital, Culture, Media and Sport","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Digital, Culture, Media and Sport","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Digital, Culture, Media and Sport","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Education (excl. agencies)","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Education (excl. agencies)","Derbyshire and Nottinghamshire","140","120","40000","36780"
"In post","2021","Female","Department for Education (excl. agencies)","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Education (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","90","80","44150","41590"
"In post","2021","Female","Department for Education (excl. agencies)","Greater Manchester","510","490","40600","36780"
"In post","2021","Female","Department for Education (excl. agencies)","Inner London - West","1320","1250","49560","53420"
"In post","2021","Female","Department for Education (excl. agencies)","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Education (excl. agencies)","Outer London - South","30","30","[c]","[c]"
"In post","2021","Female","Department for Education (excl. agencies)","South Yorkshire","600","560","40330","36960"
"In post","2021","Female","Department for Education (excl. agencies)","Tees Valley and Durham","340","320","36770","36500"
"In post","2021","Female","Department for Education (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Education (excl. agencies)","West Midlands","260","250","38490","36500"
"In post","2021","Female","Department for Education (excl. agencies)","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Environment, Food and Rural Affairs (excl. agencies)","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Environment, Food and Rural Affairs (excl. agencies)","Berkshire, Buckinghamshire and Oxfordshire","90","90","39820","36750"
"In post","2021","Female","Department for Environment, Food and Rural Affairs (excl. agencies)","Cheshire","90","90","41430","37410"
"In post","2021","Female","Department for Environment, Food and Rural Affairs (excl. agencies)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Environment, Food and Rural Affairs (excl. agencies)","Cumbria","40","30","[c]","[c]"
"In post","2021","Female","Department for Environment, Food and Rural Affairs (excl. agencies)","Derbyshire and Nottinghamshire","40","30","[c]","[c]"
"In post","2021","Female","Department for Environment, Food and Rural Affairs (excl. agencies)","Devon","70","60","35200","35900"
"In post","2021","Female","Department for Environment, Food and Rural Affairs (excl. agencies)","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Environment, Food and Rural Affairs (excl. agencies)","East Anglia","90","80","38190","36970"
"In post","2021","Female","Department for Environment, Food and Rural Affairs (excl. agencies)","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Environment, Food and Rural Affairs (excl. agencies)","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Environment, Food and Rural Affairs (excl. agencies)","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Environment, Food and Rural Affairs (excl. agencies)","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Environment, Food and Rural Affairs (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","460","430","39020","36520"
"In post","2021","Female","Department for Environment, Food and Rural Affairs (excl. agencies)","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Environment, Food and Rural Affairs (excl. agencies)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Environment, Food and Rural Affairs (excl. agencies)","Herefordshire, Worcestershire and Warwickshire","80","80","43190","37240"
"In post","2021","Female","Department for Environment, Food and Rural Affairs (excl. agencies)","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Environment, Food and Rural Affairs (excl. agencies)","Inner London - West","1350","1290","44950","39420"
"In post","2021","Female","Department for Environment, Food and Rural Affairs (excl. agencies)","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Environment, Food and Rural Affairs (excl. agencies)","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Environment, Food and Rural Affairs (excl. agencies)","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Environment, Food and Rural Affairs (excl. agencies)","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Environment, Food and Rural Affairs (excl. agencies)","North Yorkshire","280","270","39150","36520"
"In post","2021","Female","Department for Environment, Food and Rural Affairs (excl. agencies)","Northumberland and Tyne and Wear","90","80","38090","35900"
"In post","2021","Female","Department for Environment, Food and Rural Affairs (excl. agencies)","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Environment, Food and Rural Affairs (excl. agencies)","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Environment, Food and Rural Affairs (excl. agencies)","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Environment, Food and Rural Affairs (excl. agencies)","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Environment, Food and Rural Affairs (excl. agencies)","Surrey, East and West Sussex","60","50","39080","36520"
"In post","2021","Female","Department for Environment, Food and Rural Affairs (excl. agencies)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Environment, Food and Rural Affairs (excl. agencies)","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Environment, Food and Rural Affairs (excl. agencies)","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Environment, Food and Rural Affairs (excl. agencies)","West Yorkshire","40","40","[c]","[c]"
"In post","2021","Female","Department for International Trade","Berkshire, Buckinghamshire and Oxfordshire","50","50","[c]","[c]"
"In post","2021","Female","Department for International Trade","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for International Trade","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for International Trade","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for International Trade","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for International Trade","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for International Trade","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for International Trade","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for International Trade","Inner London - West","1130","1120","44160","38540"
