"Status","Year","Function_of_post","Region_ITL3","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Analysis","Central Valleys","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Central Valleys","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Central Valleys","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Cheshire East","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","City of Edinburgh","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","City of Edinburgh","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","City of Edinburgh","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","City of Edinburgh","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Cornwall and Isles of Scilly","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Cornwall and Isles of Scilly","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Coventry","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Coventry","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Croydon","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Croydon","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Croydon","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Croydon","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Darlington","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Darlington","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Darlington","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Devon CC","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Devon CC","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Dorset CC","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Dorset CC","EO","30","30","[c]","[c]"
"In post","2021","Analysis","Dorset CC","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Dorset CC","SEO/HEO","60","50","32360","30220"
"In post","2021","Analysis","Durham CC","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","East Cumbria","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","East Cumbria","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","East Cumbria","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","East Derbyshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","East Kent","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","East Merseyside","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","East Merseyside","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","East Riding of Yorkshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","East Sussex CC","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","East Sussex CC","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","East Sussex CC","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Flintshire and Wrexham","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Flintshire and Wrexham","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Glasgow City","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Glasgow City","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Glasgow City","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Glasgow City","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Greater Manchester North East","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Greater Manchester North West","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Greater Manchester South West","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Greater Manchester South West","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Hackney and Newham","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Hackney and Newham","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Inverness and Nairn and Moray, Badenoch and Strathspey","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Leeds","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Leeds","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Leeds","G6/G7","60","60","53300","51420"
"In post","2021","Analysis","Leeds","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Leeds","SEO/HEO","50","40","[c]","[c]"
"In post","2021","Analysis","Leicester","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Leicestershire CC and Rutland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Lincolnshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Lincolnshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Lincolnshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Liverpool","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Liverpool","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Liverpool","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Liverpool","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Liverpool","SEO/HEO","40","40","[c]","[c]"
"In post","2021","Analysis","Manchester","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Manchester","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Manchester","G6/G7","50","50","53060","52580"
"In post","2021","Analysis","Manchester","SEO/HEO","150","140","35050","32040"
"In post","2021","Analysis","Medway","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Medway","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Merton, Kingston upon Thames and Sutton","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Mid Lancashire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Mid Lancashire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Monmouthshire and Newport","AA/AO","50","50","[c]","[c]"
"In post","2021","Analysis","Monmouthshire and Newport","EO","140","130","24100","23050"
"In post","2021","Analysis","Monmouthshire and Newport","G6/G7","210","210","52320","50090"
"In post","2021","Analysis","Monmouthshire and Newport","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Monmouthshire and Newport","SEO/HEO","620","590","33550","33330"
"In post","2021","Analysis","North Northamptonshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","North Nottinghamshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","North Yorkshire CC","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","North Yorkshire CC","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Norwich and East Norfolk","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Norwich and East Norfolk","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Norwich and East Norfolk","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Nottingham","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Nottingham","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Nottingham","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Nottingham","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Oxfordshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Peterborough","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Plymouth","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Plymouth","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Plymouth","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Portsmouth","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Portsmouth","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Portsmouth","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Sefton","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Sefton","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Sefton","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Sefton","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Sheffield","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Sheffield","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Sheffield","G6/G7","50","50","[c]","[c]"
"In post","2021","Analysis","Sheffield","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Sheffield","SEO/HEO","70","60","38570","41990"
"In post","2021","Analysis","Somerset","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Somerset","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","South and West Derbyshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","South and West Derbyshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","South and West Derbyshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","South Hampshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","South Hampshire","EO","50","40","[c]","[c]"
"In post","2021","Analysis","South Hampshire","G6/G7","110","100","52390","50090"
"In post","2021","Analysis","South Hampshire","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","South Hampshire","SEO/HEO","280","270","33250","32020"
"In post","2021","Analysis","South Nottinghamshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Southampton","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Southend-on-Sea","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Southend-on-Sea","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Southend-on-Sea","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Southend-on-Sea","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Staffordshire CC","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Staffordshire CC","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Staffordshire CC","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Staffordshire CC","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Suffolk","AA/AO","30","30","[c]","[c]"
"In post","2021","Analysis","Suffolk","EO","50","50","25050","24920"
"In post","2021","Analysis","Suffolk","G6/G7","70","70","51320","48080"
"In post","2021","Analysis","Suffolk","SEO/HEO","200","190","33050","30660"
"In post","2021","Analysis","Swansea","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Swansea","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Swansea","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Swansea","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Telford and Wrekin","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Telford and Wrekin","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Tower Hamlets","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Tower Hamlets","EO","50","50","27990","28100"
"In post","2021","Analysis","Tower Hamlets","G6/G7","300","280","62150","59160"
"In post","2021","Analysis","Tower Hamlets","SCS","30","30","[c]","[c]"
"In post","2021","Analysis","Tower Hamlets","SEO/HEO","290","290","38350","37530"
"In post","2021","Analysis","Tyneside","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Tyneside","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Tyneside","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Wakefield","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Wakefield","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Wakefield","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","West Cumbria","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","West Cumbria","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","West Surrey","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","West Surrey","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","West Surrey","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","West Sussex (North East)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","West Sussex (South West)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","West Sussex (South West)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","West Sussex (South West)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Westminster","AA/AO","50","50","[c]","[c]"
"In post","2021","Analysis","Westminster","EO","190","190","28910","29000"
"In post","2021","Analysis","Westminster","G6/G7","1000","960","59180","57990"
"In post","2021","Analysis","Westminster","SCS","80","70","84460","78540"
"In post","2021","Analysis","Westminster","SEO/HEO","1180","1160","37540","36160"
"In post","2021","Analysis","Westminster","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Wiltshire","G6/G7","30","30","[c]","[c]"
"In post","2021","Analysis","Wiltshire","SEO/HEO","80","80","33400","37320"
"In post","2021","Analysis","Wirral","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Worcestershire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","York","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","York","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","York","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","York","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","York","SEO/HEO","30","30","[c]","[c]"
"In post","2021","Commercial","Aberdeen City and Aberdeenshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Aberdeen City and Aberdeenshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Aberdeen City and Aberdeenshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Antrim and Newtownabbey","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Armagh City, Banbridge and Craigavon","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Barnet","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Barnet","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Barnet","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Barnsley, Doncaster and Rotherham","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Barnsley, Doncaster and Rotherham","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Bath and North East Somerset, North Somerset and South Gloucestershire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Bath and North East Somerset, North Somerset and South Gloucestershire","EO","60","50","25940","26670"
"In post","2021","Commercial","Bath and North East Somerset, North Somerset and South Gloucestershire","G6/G7","120","110","59470","55110"
"In post","2021","Commercial","Bath and North East Somerset, North Somerset and South Gloucestershire","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Bath and North East Somerset, North Somerset and South Gloucestershire","SEO/HEO","290","280","37590","39080"
"In post","2021","Commercial","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","150","150","41730","38240"
"In post","2021","Commercial","Bedford","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Bedford","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Berkshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Berkshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Berkshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Berkshire","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Berkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Berkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Bexley and Greenwich","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Bexley and Greenwich","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Bexley and Greenwich","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Bexley and Greenwich","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Bexley and Greenwich","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Birmingham","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Birmingham","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Birmingham","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Birmingham","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Birmingham","SEO/HEO","30","30","[c]","[c]"
"In post","2021","Commercial","Birmingham","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Blackpool","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Blackpool","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Blackpool","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Blackpool","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Bournemouth and Poole","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Bournemouth and Poole","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Bournemouth and Poole","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Bradford","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Breckland and South Norfolk","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Breckland and South Norfolk","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Bridgend and Neath Port Talbot","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Brighton and Hove","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Bristol, City of","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Bristol, City of","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Bristol, City of","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Bristol, City of","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Bristol, City of","SEO/HEO","50","40","[c]","[c]"
"In post","2021","Commercial","Bristol, City of","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Buckinghamshire CC","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Buckinghamshire CC","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Buckinghamshire CC","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Buckinghamshire CC","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Buckinghamshire CC","SEO/HEO","40","40","[c]","[c]"
"In post","2021","Commercial","Buckinghamshire CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cambridgeshire CC","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cambridgeshire CC","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cambridgeshire CC","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cambridgeshire CC","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cambridgeshire CC","SEO/HEO","70","70","39340","40000"
"In post","2021","Commercial","Camden and City of London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Camden and City of London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Camden and City of London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Camden and City of London","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Camden and City of London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cardiff and Vale of Glamorgan","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cardiff and Vale of Glamorgan","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cardiff and Vale of Glamorgan","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cardiff and Vale of Glamorgan","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cardiff and Vale of Glamorgan","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Central Bedfordshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Central Bedfordshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Central Hampshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Central Hampshire","EO","60","50","26440","26670"
"In post","2021","Commercial","Central Hampshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Central Hampshire","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Central Hampshire","SEO/HEO","100","100","37420","37320"
"In post","2021","Commercial","Central Hampshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Central Valleys","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cheshire East","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cheshire East","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Chorley and West Lancashire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Chorley and West Lancashire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Chorley and West Lancashire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","City of Edinburgh","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","City of Edinburgh","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","City of Edinburgh","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","City of Edinburgh","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Clackmannanshire and Fife","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Clackmannanshire and Fife","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Clackmannanshire and Fife","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Clackmannanshire and Fife","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Conwy and Denbighshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cornwall and Isles of Scilly","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cornwall and Isles of Scilly","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cornwall and Isles of Scilly","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Coventry","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Coventry","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Coventry","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Coventry","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Coventry","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Croydon","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Croydon","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Croydon","G6/G7","30","30","[c]","[c]"
"In post","2021","Commercial","Croydon","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Croydon","SEO/HEO","50","50","44460","46070"
"In post","2021","Commercial","Darlington","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Darlington","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Darlington","SEO/HEO","[c]","[c]","[c]","[c]"
