"Status","Year","Region_ITL2","Ethnicity","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Hampshire and Isle of Wight","Mixed","South East (England)","190","180","31950","28650"
"In post","2021","Hampshire and Isle of Wight","Other ethnicity","South East (England)","50","50","31630","27570"
"In post","2021","Hampshire and Isle of Wight","Undeclared","South East (England)","860","810","34960","33300"
"In post","2021","Hampshire and Isle of Wight","Unknown","South East (England)","1520","1370","30470","26590"
"In post","2021","Hampshire and Isle of Wight","White","South East (England)","12230","11290","32220","28650"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","Asian","West Midlands (England)","190","170","26390","25400"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","Black","West Midlands (England)","60","60","26380","25790"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","Chinese","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","Mixed","West Midlands (England)","60","60","27180","24440"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","Other ethnicity","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","Undeclared","West Midlands (England)","140","130","29150","27570"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","Unknown","West Midlands (England)","370","350","26280","24610"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","White","West Midlands (England)","3150","2950","28320","26670"
"In post","2021","Highlands and Islands","Asian","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Highlands and Islands","Black","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Highlands and Islands","Chinese","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Highlands and Islands","Mixed","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Highlands and Islands","Other ethnicity","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Highlands and Islands","Undeclared","Scotland","70","70","29560","27570"
"In post","2021","Highlands and Islands","Unknown","Scotland","250","220","27680","26530"
"In post","2021","Highlands and Islands","White","Scotland","1630","1530","28930","27570"
"In post","2021","Inner London - East","Asian","London","2520","2360","37070","31880"
"In post","2021","Inner London - East","Black","London","2540","2440","33470","31060"
"In post","2021","Inner London - East","Chinese","London","110","110","44400","40450"
"In post","2021","Inner London - East","Mixed","London","610","580","38210","32680"
"In post","2021","Inner London - East","Other ethnicity","London","270","250","42610","35570"
"In post","2021","Inner London - East","Undeclared","London","930","870","40430","33090"
"In post","2021","Inner London - East","Unknown","London","2010","1920","40340","34700"
"In post","2021","Inner London - East","White","London","8220","7840","47040","41030"
"In post","2021","Inner London - West","Asian","London","6000","5800","41320","36240"
"In post","2021","Inner London - West","Black","London","4330","4230","36970","33460"
"In post","2021","Inner London - West","Chinese","London","360","360","44730","40860"
"In post","2021","Inner London - West","Mixed","London","2050","2000","44360","39960"
"In post","2021","Inner London - West","Other ethnicity","London","710","680","44660","39000"
"In post","2021","Inner London - West","Undeclared","London","2340","2270","46680","42620"
"In post","2021","Inner London - West","Unknown","London","11100","10900","45400","39610"
"In post","2021","Inner London - West","White","London","34260","33250","50080","48920"
"In post","2021","Kent","Asian","South East (England)","160","150","29470","29290"
"In post","2021","Kent","Black","South East (England)","180","180","31630","29290"
"In post","2021","Kent","Chinese","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Kent","Mixed","South East (England)","110","110","30700","29290"
"In post","2021","Kent","Other ethnicity","South East (England)","40","40","[c]","[c]"
"In post","2021","Kent","Undeclared","South East (England)","510","470","30230","27990"
"In post","2021","Kent","Unknown","South East (England)","740","710","28660","27850"
"In post","2021","Kent","White","South East (England)","6770","6300","29620","28130"
"In post","2021","Lancashire","Asian","North West (England)","970","860","24840","21010"
"In post","2021","Lancashire","Black","North West (England)","60","50","27760","27570"
"In post","2021","Lancashire","Chinese","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Lancashire","Mixed","North West (England)","130","120","28650","27130"
"In post","2021","Lancashire","Other ethnicity","North West (England)","30","30","[c]","[c]"
"In post","2021","Lancashire","Undeclared","North West (England)","530","470","28580","27570"
"In post","2021","Lancashire","Unknown","North West (England)","1440","1330","26510","24440"
"In post","2021","Lancashire","White","North West (England)","10950","9940","28770","27570"
"In post","2021","Leicestershire, Rutland and Northamptonshire","Asian","East Midlands (England)","1030","920","25190","22030"
"In post","2021","Leicestershire, Rutland and Northamptonshire","Black","East Midlands (England)","170","160","26400","24140"
"In post","2021","Leicestershire, Rutland and Northamptonshire","Chinese","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Leicestershire, Rutland and Northamptonshire","Mixed","East Midlands (England)","100","90","27890","27570"
"In post","2021","Leicestershire, Rutland and Northamptonshire","Other ethnicity","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Leicestershire, Rutland and Northamptonshire","Undeclared","East Midlands (England)","270","250","27380","26930"
"In post","2021","Leicestershire, Rutland and Northamptonshire","Unknown","East Midlands (England)","740","690","25330","22850"
"In post","2021","Leicestershire, Rutland and Northamptonshire","White","East Midlands (England)","3900","3580","28420","27130"
"In post","2021","Lincolnshire","Asian","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Lincolnshire","Black","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Lincolnshire","Chinese","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Lincolnshire","Mixed","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Lincolnshire","Other ethnicity","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Lincolnshire","Undeclared","East Midlands (England)","140","130","31090","27570"
"In post","2021","Lincolnshire","Unknown","East Midlands (England)","150","150","27370","26300"
"In post","2021","Lincolnshire","White","East Midlands (England)","2450","2310","27840","26670"
"In post","2021","Merseyside","Asian","North West (England)","170","150","33690","26370"
"In post","2021","Merseyside","Black","North West (England)","110","110","28530","25410"
"In post","2021","Merseyside","Chinese","North West (England)","60","50","28140","24890"
"In post","2021","Merseyside","Mixed","North West (England)","250","230","29030","25040"
"In post","2021","Merseyside","Other ethnicity","North West (England)","50","40","[c]","[c]"
"In post","2021","Merseyside","Undeclared","North West (England)","690","620","29830","27130"
"In post","2021","Merseyside","Unknown","North West (England)","2300","2140","27250","22920"
"In post","2021","Merseyside","White","North West (England)","15860","14420","28770","25560"
"In post","2021","North Eastern Scotland","Asian","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","North Eastern Scotland","Black","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","North Eastern Scotland","Chinese","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","North Eastern Scotland","Mixed","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","North Eastern Scotland","Other ethnicity","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","North Eastern Scotland","Undeclared","Scotland","80","70","41810","33650"
"In post","2021","North Eastern Scotland","Unknown","Scotland","420","400","32600","29190"
"In post","2021","North Eastern Scotland","White","Scotland","1300","1230","36360","30650"
"In post","2021","North Yorkshire","Asian","Yorkshire and The Humber","70","70","32440","29030"
"In post","2021","North Yorkshire","Black","Yorkshire and The Humber","40","30","[c]","[c]"
"In post","2021","North Yorkshire","Chinese","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","North Yorkshire","Mixed","Yorkshire and The Humber","50","50","37150","33300"
"In post","2021","North Yorkshire","Other ethnicity","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","North Yorkshire","Undeclared","Yorkshire and The Humber","200","190","32830","30040"
"In post","2021","North Yorkshire","Unknown","Yorkshire and The Humber","570","540","30860","26670"
"In post","2021","North Yorkshire","White","Yorkshire and The Humber","3770","3570","33800","29690"
"In post","2021","Northern Ireland","Asian","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Black","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Chinese","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Mixed","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Other ethnicity","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Undeclared","Northern Ireland","100","90","28160","25560"
"In post","2021","Northern Ireland","Unknown","Northern Ireland","650","610","25990","21440"
"In post","2021","Northern Ireland","White","Northern Ireland","3040","2850","28390","25560"
"In post","2021","Northumberland and Tyne and Wear","Asian","North East (England)","280","260","28260","25440"
"In post","2021","Northumberland and Tyne and Wear","Black","North East (England)","110","110","27260","25560"
"In post","2021","Northumberland and Tyne and Wear","Chinese","North East (England)","40","40","[c]","[c]"
"In post","2021","Northumberland and Tyne and Wear","Mixed","North East (England)","140","130","29610","27570"
"In post","2021","Northumberland and Tyne and Wear","Other ethnicity","North East (England)","30","20","[c]","[c]"
"In post","2021","Northumberland and Tyne and Wear","Undeclared","North East (England)","800","730","29280","25560"
"In post","2021","Northumberland and Tyne and Wear","Unknown","North East (England)","3450","3120","26230","21440"
"In post","2021","Northumberland and Tyne and Wear","White","North East (England)","16510","14710","28680","25560"
"In post","2021","Outer London - East and North East","Asian","London","700","640","29620","31060"
"In post","2021","Outer London - East and North East","Black","London","640","620","30720","31060"
"In post","2021","Outer London - East and North East","Chinese","London","[c]","[c]","[c]","[c]"
"In post","2021","Outer London - East and North East","Mixed","London","120","110","30180","31060"
"In post","2021","Outer London - East and North East","Other ethnicity","London","70","60","30590","31060"
"In post","2021","Outer London - East and North East","Undeclared","London","230","210","30950","31060"
"In post","2021","Outer London - East and North East","Unknown","London","460","450","29570","31060"
"In post","2021","Outer London - East and North East","White","London","1550","1440","31410","31060"
"In post","2021","Outer London - South","Asian","London","1710","1590","34070","29870"
"In post","2021","Outer London - South","Black","London","1580","1510","33010","30470"
"In post","2021","Outer London - South","Chinese","London","70","60","39510","36160"
"In post","2021","Outer London - South","Mixed","London","360","340","35590","31060"
"In post","2021","Outer London - South","Other ethnicity","London","100","100","35130","31060"
"In post","2021","Outer London - South","Undeclared","London","580","550","37800","35070"
"In post","2021","Outer London - South","Unknown","London","1240","1200","36020","31150"
"In post","2021","Outer London - South","White","London","5110","4830","40570","36160"
"In post","2021","Outer London - West and North West","Asian","London","2630","2420","31160","29450"
"In post","2021","Outer London - West and North West","Black","London","880","830","31350","31060"
"In post","2021","Outer London - West and North West","Chinese","London","40","40","[c]","[c]"
"In post","2021","Outer London - West and North West","Mixed","London","270","260","31790","31060"
"In post","2021","Outer London - West and North West","Other ethnicity","London","130","120","33740","31060"
"In post","2021","Outer London - West and North West","Undeclared","London","600","540","34820","31060"
"In post","2021","Outer London - West and North West","Unknown","London","760","730","31520","30580"
"In post","2021","Outer London - West and North West","White","London","3760","3480","35350","31870"
"In post","2021","Overseas","Asian","Overseas","150","150","46340","41410"
"In post","2021","Overseas","Black","Overseas","70","70","41950","37500"
"In post","2021","Overseas","Chinese","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Mixed","Overseas","110","110","48540","48210"
"In post","2021","Overseas","Other ethnicity","Overseas","30","30","[c]","[c]"
"In post","2021","Overseas","Undeclared","Overseas","200","190","47080","41620"
"In post","2021","Overseas","Unknown","Overseas","570","560","51740","51500"
"In post","2021","Overseas","White","Overseas","2620","2610","50320","50430"
"In post","2021","Shropshire and Staffordshire","Asian","West Midlands (England)","300","290","32060","27570"
"In post","2021","Shropshire and Staffordshire","Black","West Midlands (England)","110","100","28430","27570"
"In post","2021","Shropshire and Staffordshire","Chinese","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Shropshire and Staffordshire","Mixed","West Midlands (England)","110","100","30960","27570"
"In post","2021","Shropshire and Staffordshire","Other ethnicity","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Shropshire and Staffordshire","Undeclared","West Midlands (England)","270","250","29960","27570"
"In post","2021","Shropshire and Staffordshire","Unknown","West Midlands (England)","860","810","28610","25560"
"In post","2021","Shropshire and Staffordshire","White","West Midlands (England)","6650","6170","29940","27570"
"In post","2021","South Yorkshire","Asian","Yorkshire and The Humber","410","380","28230","25000"
"In post","2021","South Yorkshire","Black","Yorkshire and The Humber","150","140","27790","25220"
"In post","2021","South Yorkshire","Chinese","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","South Yorkshire","Mixed","Yorkshire and The Humber","140","130","30810","27570"
"In post","2021","South Yorkshire","Other ethnicity","Yorkshire and The Humber","30","30","[c]","[c]"
"In post","2021","South Yorkshire","Undeclared","Yorkshire and The Humber","420","390","32090","27940"
"In post","2021","South Yorkshire","Unknown","Yorkshire and The Humber","800","760","31780","27570"
"In post","2021","South Yorkshire","White","Yorkshire and The Humber","7950","7220","31560","27570"
"In post","2021","Southern Scotland","Asian","Scotland","50","50","34070","27570"
"In post","2021","Southern Scotland","Black","Scotland","30","30","[c]","[c]"
"In post","2021","Southern Scotland","Chinese","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Southern Scotland","Mixed","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Southern Scotland","Other ethnicity","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Southern Scotland","Undeclared","Scotland","160","140","29840","27570"
"In post","2021","Southern Scotland","Unknown","Scotland","1420","1300","27310","22820"
"In post","2021","Southern Scotland","White","Scotland","4320","3880","29980","27570"
"In post","2021","Surrey, East and West Sussex","Asian","South East (England)","310","290","29650","27850"
"In post","2021","Surrey, East and West Sussex","Black","South East (England)","210","200","30660","28590"
"In post","2021","Surrey, East and West Sussex","Chinese","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Surrey, East and West Sussex","Mixed","South East (England)","190","190","30500","27800"
"In post","2021","Surrey, East and West Sussex","Other ethnicity","South East (England)","60","60","28480","27230"
"In post","2021","Surrey, East and West Sussex","Undeclared","South East (England)","440","390","31040","28350"
"In post","2021","Surrey, East and West Sussex","Unknown","South East (England)","870","810","29680","27570"
"In post","2021","Surrey, East and West Sussex","White","South East (England)","6200","5660","30680","27570"
"In post","2021","Tees Valley and Durham","Asian","North East (England)","110","100","26720","22850"
"In post","2021","Tees Valley and Durham","Black","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Tees Valley and Durham","Chinese","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Tees Valley and Durham","Mixed","North East (England)","80","80","28800","26880"
"In post","2021","Tees Valley and Durham","Other ethnicity","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Tees Valley and Durham","Undeclared","North East (England)","240","220","28460","27130"
"In post","2021","Tees Valley and Durham","Unknown","North East (England)","900","850","25580","22850"
"In post","2021","Tees Valley and Durham","White","North East (England)","7850","7080","28150","27130"
"In post","2021","Unknown","Asian","Unknown","170","150","29630","27570"
"In post","2021","Unknown","Black","Unknown","60","60","30280","29870"
"In post","2021","Unknown","Chinese","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Unknown","60","50","34660","30330"
"In post","2021","Unknown","Unknown","Unknown","2440","2430","37020","32700"
"In post","2021","Unknown","White","Unknown","970","920","33710","27570"
"In post","2021","West Central Scotland","Asian","Scotland","240","210","28990","25560"
"In post","2021","West Central Scotland","Black","Scotland","100","90","28710","27570"
"In post","2021","West Central Scotland","Chinese","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","West Central Scotland","Mixed","Scotland","110","100","31740","27570"
"In post","2021","West Central Scotland","Other ethnicity","Scotland","40","30","[c]","[c]"
"In post","2021","West Central Scotland","Undeclared","Scotland","690","640","30960","27570"
"In post","2021","West Central Scotland","Unknown","Scotland","3060","2870","29550","26160"
"In post","2021","West Central Scotland","White","Scotland","13660","12580","30900","27570"
"In post","2021","West Midlands","Asian","West Midlands (England)","3580","3330","27550","25800"
"In post","2021","West Midlands","Black","West Midlands (England)","1030","970","28310","26550"
"In post","2021","West Midlands","Chinese","West Midlands (England)","40","40","[c]","[c]"
"In post","2021","West Midlands","Mixed","West Midlands (England)","360","330","28510","27570"
"In post","2021","West Midlands","Other ethnicity","West Midlands (England)","130","120","30430","27570"
"In post","2021","West Midlands","Undeclared","West Midlands (England)","850","770","30550","27570"
"In post","2021","West Midlands","Unknown","West Midlands (England)","2380","2250","29100","25560"
"In post","2021","West Midlands","White","West Midlands (England)","9830","9010","32790","27570"
"In post","2021","West Wales and The Valleys","Asian","Wales","90","90","29270","22160"
"In post","2021","West Wales and The Valleys","Black","Wales","30","30","[c]","[c]"
"In post","2021","West Wales and The Valleys","Chinese","Wales","[c]","[c]","[c]","[c]"
"In post","2021","West Wales and The Valleys","Mixed","Wales","100","90","27000","24470"
"In post","2021","West Wales and The Valleys","Other ethnicity","Wales","[c]","[c]","[c]","[c]"
"In post","2021","West Wales and The Valleys","Undeclared","Wales","630","590","30020","27130"
"In post","2021","West Wales and The Valleys","Unknown","Wales","1430","1320","26880","21590"
"In post","2021","West Wales and The Valleys","White","Wales","13380","12040","28790","26470"
"In post","2021","West Yorkshire","Asian","Yorkshire and The Humber","1800","1650","27800","26620"
"In post","2021","West Yorkshire","Black","Yorkshire and The Humber","320","310","28510","27570"
"In post","2021","West Yorkshire","Chinese","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
