"Status","Year","Region_ITL3","Region_ITL2","Disability","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Barnsley, Doncaster and Rotherham","South Yorkshire","Unknown","190","180","24280","22920"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Gloucestershire, Wiltshire and Bath/Bristol area","Declared disabled","1350","1290","36550","33370"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Gloucestershire, Wiltshire and Bath/Bristol area","Declared non-disabled","9550","9170","37790","34210"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","850","820","39270","37810"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","1610","1550","37730","34140"
"In post","2021","Bedford","Bedfordshire and Hertfordshire","Declared disabled","110","100","30210","28200"
"In post","2021","Bedford","Bedfordshire and Hertfordshire","Declared non-disabled","570","540","30750","28610"
"In post","2021","Bedford","Bedfordshire and Hertfordshire","Undeclared","60","60","29620","28650"
"In post","2021","Bedford","Bedfordshire and Hertfordshire","Unknown","100","100","27630","26850"
"In post","2021","Belfast","Northern Ireland","Declared disabled","240","220","28350","25560"
"In post","2021","Belfast","Northern Ireland","Declared non-disabled","1650","1540","29760","25560"
"In post","2021","Belfast","Northern Ireland","Undeclared","150","130","30500","28130"
"In post","2021","Belfast","Northern Ireland","Unknown","780","740","26930","24880"
"In post","2021","Berkshire","Berkshire, Buckinghamshire and Oxfordshire","Declared disabled","330","310","33310","30890"
"In post","2021","Berkshire","Berkshire, Buckinghamshire and Oxfordshire","Declared non-disabled","1870","1780","34490","30110"
"In post","2021","Berkshire","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","170","170","34430","31880"
"In post","2021","Berkshire","Berkshire, Buckinghamshire and Oxfordshire","Unknown","590","570","34650","32540"
"In post","2021","Bexley and Greenwich","Outer London - East and North East","Declared disabled","180","170","30780","31060"
"In post","2021","Bexley and Greenwich","Outer London - East and North East","Declared non-disabled","1150","1090","32200","31060"
"In post","2021","Bexley and Greenwich","Outer London - East and North East","Undeclared","210","200","32470","33180"
"In post","2021","Bexley and Greenwich","Outer London - East and North East","Unknown","230","230","30100","30150"
"In post","2021","Birmingham","West Midlands","Declared disabled","1280","1160","29350","27570"
"In post","2021","Birmingham","West Midlands","Declared non-disabled","7400","6860","31560","27570"
"In post","2021","Birmingham","West Midlands","Undeclared","620","580","31280","27570"
"In post","2021","Birmingham","West Midlands","Unknown","2310","2200","30920","26310"
"In post","2021","Blackburn with Darwen","Lancashire","Declared disabled","70","60","27350","27570"
"In post","2021","Blackburn with Darwen","Lancashire","Declared non-disabled","370","330","26840","27570"
"In post","2021","Blackburn with Darwen","Lancashire","Undeclared","30","30","[c]","[c]"
"In post","2021","Blackburn with Darwen","Lancashire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","Lancashire","Declared disabled","770","680","27480","27570"
"In post","2021","Blackpool","Lancashire","Declared non-disabled","3930","3600","29310","27570"
"In post","2021","Blackpool","Lancashire","Undeclared","260","240","28490","27570"
"In post","2021","Blackpool","Lancashire","Unknown","190","180","30840","27570"
"In post","2021","Bournemouth and Poole","Dorset and Somerset","Declared disabled","120","110","26060","27570"
"In post","2021","Bournemouth and Poole","Dorset and Somerset","Declared non-disabled","520","470","27060","27570"
"In post","2021","Bournemouth and Poole","Dorset and Somerset","Undeclared","40","40","[c]","[c]"
"In post","2021","Bournemouth and Poole","Dorset and Somerset","Unknown","40","30","[c]","[c]"
"In post","2021","Bradford","West Yorkshire","Declared disabled","340","280","26100","25560"
"In post","2021","Bradford","West Yorkshire","Declared non-disabled","2020","1790","27920","25560"
"In post","2021","Bradford","West Yorkshire","Undeclared","130","120","25820","21440"
"In post","2021","Bradford","West Yorkshire","Unknown","610","550","25690","21440"
"In post","2021","Breckland and South Norfolk","East Anglia","Declared disabled","50","50","27970","27570"
"In post","2021","Breckland and South Norfolk","East Anglia","Declared non-disabled","390","370","28390","26750"
"In post","2021","Breckland and South Norfolk","East Anglia","Undeclared","50","50","31510","27570"
"In post","2021","Breckland and South Norfolk","East Anglia","Unknown","40","40","[c]","[c]"
"In post","2021","Brent","Outer London - West and North West","Declared disabled","60","60","31360","31060"
"In post","2021","Brent","Outer London - West and North West","Declared non-disabled","440","410","31350","31060"
"In post","2021","Brent","Outer London - West and North West","Undeclared","40","40","[c]","[c]"
"In post","2021","Brent","Outer London - West and North West","Unknown","60","60","30850","31060"
"In post","2021","Bridgend and Neath Port Talbot","West Wales and The Valleys","Declared disabled","110","100","26500","27570"
"In post","2021","Bridgend and Neath Port Talbot","West Wales and The Valleys","Declared non-disabled","510","450","26590","27570"
"In post","2021","Bridgend and Neath Port Talbot","West Wales and The Valleys","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","West Wales and The Valleys","Unknown","60","60","31930","32770"
"In post","2021","Brighton and Hove","Surrey, East and West Sussex","Declared disabled","100","90","28460","27570"
"In post","2021","Brighton and Hove","Surrey, East and West Sussex","Declared non-disabled","460","410","31130","27570"
"In post","2021","Brighton and Hove","Surrey, East and West Sussex","Undeclared","40","40","[c]","[c]"
"In post","2021","Brighton and Hove","Surrey, East and West Sussex","Unknown","60","60","30880","26970"
"In post","2021","Bristol, City of","Gloucestershire, Wiltshire and Bath/Bristol area","Declared disabled","670","610","32550","27570"
"In post","2021","Bristol, City of","Gloucestershire, Wiltshire and Bath/Bristol area","Declared non-disabled","4500","4190","36590","31810"
"In post","2021","Bristol, City of","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","330","300","35120","31590"
"In post","2021","Bristol, City of","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","1110","1040","35140","31810"
"In post","2021","Bromley","Outer London - South","Declared disabled","70","60","31360","31060"
"In post","2021","Bromley","Outer London - South","Declared non-disabled","340","310","29090","31060"
"In post","2021","Bromley","Outer London - South","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Bromley","Outer London - South","Unknown","30","30","[c]","[c]"
"In post","2021","Buckinghamshire CC","Berkshire, Buckinghamshire and Oxfordshire","Declared disabled","190","180","30340","28200"
"In post","2021","Buckinghamshire CC","Berkshire, Buckinghamshire and Oxfordshire","Declared non-disabled","1150","1100","32190","29530"
"In post","2021","Buckinghamshire CC","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","180","160","33690","33670"
"In post","2021","Buckinghamshire CC","Berkshire, Buckinghamshire and Oxfordshire","Unknown","170","160","32250","28670"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","Highlands and Islands","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","Highlands and Islands","Declared non-disabled","160","150","29480","27570"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","Highlands and Islands","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","Highlands and Islands","Unknown","30","30","[c]","[c]"
"In post","2021","Calderdale and Kirklees","West Yorkshire","Declared disabled","190","160","26690","27570"
"In post","2021","Calderdale and Kirklees","West Yorkshire","Declared non-disabled","740","650","27290","27570"
"In post","2021","Calderdale and Kirklees","West Yorkshire","Undeclared","50","50","28100","27570"
"In post","2021","Calderdale and Kirklees","West Yorkshire","Unknown","90","80","24880","26280"
"In post","2021","Cambridgeshire CC","East Anglia","Declared disabled","350","330","32890","31220"
"In post","2021","Cambridgeshire CC","East Anglia","Declared non-disabled","2210","2110","34110","31220"
"In post","2021","Cambridgeshire CC","East Anglia","Undeclared","440","410","33170","31650"
"In post","2021","Cambridgeshire CC","East Anglia","Unknown","370","360","35260","30760"
"In post","2021","Camden and City of London","Inner London - West","Declared disabled","290","280","35160","30850"
"In post","2021","Camden and City of London","Inner London - West","Declared non-disabled","2270","2170","38500","32520"
"In post","2021","Camden and City of London","Inner London - West","Undeclared","250","240","35910","31670"
"In post","2021","Camden and City of London","Inner London - West","Unknown","830","800","39470","36160"
"In post","2021","Cardiff and Vale of Glamorgan","East Wales","Declared disabled","1080","990","31610","27570"
"In post","2021","Cardiff and Vale of Glamorgan","East Wales","Declared non-disabled","8230","7710","34390","28850"
"In post","2021","Cardiff and Vale of Glamorgan","East Wales","Undeclared","570","520","32510","29670"
"In post","2021","Cardiff and Vale of Glamorgan","East Wales","Unknown","2190","2040","28310","25560"
"In post","2021","Causeway Coast and Glens","Northern Ireland","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Causeway Coast and Glens","Northern Ireland","Declared non-disabled","50","50","[c]","[c]"
"In post","2021","Causeway Coast and Glens","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Causeway Coast and Glens","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Central Bedfordshire","Bedfordshire and Hertfordshire","Declared disabled","40","40","[c]","[c]"
"In post","2021","Central Bedfordshire","Bedfordshire and Hertfordshire","Declared non-disabled","320","300","29870","27570"
"In post","2021","Central Bedfordshire","Bedfordshire and Hertfordshire","Undeclared","30","30","[c]","[c]"
"In post","2021","Central Bedfordshire","Bedfordshire and Hertfordshire","Unknown","40","40","[c]","[c]"
"In post","2021","Central Hampshire","Hampshire and Isle of Wight","Declared disabled","440","420","34270","33300"
"In post","2021","Central Hampshire","Hampshire and Isle of Wight","Declared non-disabled","2810","2700","36070","33300"
"In post","2021","Central Hampshire","Hampshire and Isle of Wight","Undeclared","390","380","36010","33520"
"In post","2021","Central Hampshire","Hampshire and Isle of Wight","Unknown","560","540","38380","34140"
"In post","2021","Central Valleys","West Wales and The Valleys","Declared disabled","180","160","28700","27570"
"In post","2021","Central Valleys","West Wales and The Valleys","Declared non-disabled","1370","1270","35080","28850"
"In post","2021","Central Valleys","West Wales and The Valleys","Undeclared","60","60","34830","28850"
"In post","2021","Central Valleys","West Wales and The Valleys","Unknown","100","100","37870","32540"
"In post","2021","Cheshire East","Cheshire","Declared disabled","90","90","30400","27570"
"In post","2021","Cheshire East","Cheshire","Declared non-disabled","540","500","30380","27570"
"In post","2021","Cheshire East","Cheshire","Undeclared","60","60","31280","31650"
"In post","2021","Cheshire East","Cheshire","Unknown","60","60","25340","23970"
"In post","2021","Cheshire West and Chester","Cheshire","Declared disabled","80","70","26000","27570"
"In post","2021","Cheshire West and Chester","Cheshire","Declared non-disabled","330","310","25960","26470"
"In post","2021","Cheshire West and Chester","Cheshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire West and Chester","Cheshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chorley and West Lancashire","Lancashire","Declared disabled","120","110","28640","27470"
"In post","2021","Chorley and West Lancashire","Lancashire","Declared non-disabled","820","760","29910","27570"
"In post","2021","Chorley and West Lancashire","Lancashire","Undeclared","190","170","30800","31650"
"In post","2021","Chorley and West Lancashire","Lancashire","Unknown","190","190","28340","25790"
"In post","2021","City of Edinburgh","Eastern Scotland","Declared disabled","1100","1040","36250","31810"
"In post","2021","City of Edinburgh","Eastern Scotland","Declared non-disabled","6370","6090","39590","34190"
"In post","2021","City of Edinburgh","Eastern Scotland","Undeclared","300","290","35810","31810"
"In post","2021","City of Edinburgh","Eastern Scotland","Unknown","5030","4780","34950","30650"
"In post","2021","Clackmannanshire and Fife","Eastern Scotland","Declared disabled","170","160","30170","27570"
"In post","2021","Clackmannanshire and Fife","Eastern Scotland","Declared non-disabled","680","620","29450","27570"
"In post","2021","Clackmannanshire and Fife","Eastern Scotland","Undeclared","40","40","[c]","[c]"
"In post","2021","Clackmannanshire and Fife","Eastern Scotland","Unknown","460","430","30220","29350"
"In post","2021","Conwy and Denbighshire","West Wales and The Valleys","Declared disabled","70","70","32240","27570"
"In post","2021","Conwy and Denbighshire","West Wales and The Valleys","Declared non-disabled","550","510","35610","33300"
"In post","2021","Conwy and Denbighshire","West Wales and The Valleys","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Conwy and Denbighshire","West Wales and The Valleys","Unknown","40","30","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","Declared disabled","210","190","26460","27570"
"In post","2021","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","Declared non-disabled","1180","1080","26500","26670"
"In post","2021","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","Undeclared","100","90","27270","26670"
"In post","2021","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","Unknown","160","150","27000","21960"
"In post","2021","Coventry","West Midlands","Declared disabled","240","220","33700","29730"
"In post","2021","Coventry","West Midlands","Declared non-disabled","1750","1660","37320","33030"
"In post","2021","Coventry","West Midlands","Undeclared","80","70","33980","30090"
"In post","2021","Coventry","West Midlands","Unknown","360","350","37390","33610"
"In post","2021","Croydon","Outer London - South","Declared disabled","940","870","36830","32520"
"In post","2021","Croydon","Outer London - South","Declared non-disabled","6920","6560","38780","35070"
"In post","2021","Croydon","Outer London - South","Undeclared","530","500","38940","35200"
"In post","2021","Croydon","Outer London - South","Unknown","1240","1200","36840","32520"
"In post","2021","Darlington","Tees Valley and Durham","Declared disabled","100","100","34030","30200"
"In post","2021","Darlington","Tees Valley and Durham","Declared non-disabled","700","660","35870","32300"
"In post","2021","Darlington","Tees Valley and Durham","Undeclared","60","60","36440","32560"
"In post","2021","Darlington","Tees Valley and Durham","Unknown","110","110","35510","29360"
"In post","2021","Derby","Derbyshire and Nottinghamshire","Declared disabled","150","130","24950","21010"
"In post","2021","Derby","Derbyshire and Nottinghamshire","Declared non-disabled","740","650","26750","23840"
"In post","2021","Derby","Derbyshire and Nottinghamshire","Undeclared","60","50","26200","21630"
"In post","2021","Derby","Derbyshire and Nottinghamshire","Unknown","70","70","26640","25680"
"In post","2021","Derry City and Strabane","Northern Ireland","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Derry City and Strabane","Northern Ireland","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Derry City and Strabane","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Devon CC","Devon","Declared disabled","580","510","29000","27570"
"In post","2021","Devon CC","Devon","Declared non-disabled","4360","4010","32710","27870"
"In post","2021","Devon CC","Devon","Undeclared","280","250","28260","27370"
"In post","2021","Devon CC","Devon","Unknown","360","340","26350","22850"
"In post","2021","Dorset CC","Dorset and Somerset","Declared disabled","240","220","29260","27570"
"In post","2021","Dorset CC","Dorset and Somerset","Declared non-disabled","1410","1320","29080","27130"
"In post","2021","Dorset CC","Dorset and Somerset","Undeclared","200","180","30690","29670"
"In post","2021","Dorset CC","Dorset and Somerset","Unknown","300","280","28270","23970"
"In post","2021","Dudley","West Midlands","Declared disabled","170","140","25140","25630"
"In post","2021","Dudley","West Midlands","Declared non-disabled","860","730","25130","26120"
"In post","2021","Dudley","West Midlands","Undeclared","50","50","25630","27570"
"In post","2021","Dudley","West Midlands","Unknown","70","70","23990","21010"
"In post","2021","Dumfries and Galloway","Southern Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Dumfries and Galloway","Southern Scotland","Declared non-disabled","320","290","29530","27570"
"In post","2021","Dumfries and Galloway","Southern Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Dumfries and Galloway","Southern Scotland","Unknown","210","190","29060","28410"
"In post","2021","Durham CC","Tees Valley and Durham","Declared disabled","550","480","26620","25310"
"In post","2021","Durham CC","Tees Valley and Durham","Declared non-disabled","3780","3380","27370","25560"
"In post","2021","Durham CC","Tees Valley and Durham","Undeclared","530","460","29260","31650"
"In post","2021","Durham CC","Tees Valley and Durham","Unknown","740","700","23920","22350"
"In post","2021","Ealing","Outer London - West and North West","Declared disabled","80","80","31600","31060"
"In post","2021","Ealing","Outer London - West and North West","Declared non-disabled","360","340","31330","31060"
"In post","2021","Ealing","Outer London - West and North West","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Ealing","Outer London - West and North West","Unknown","50","50","[c]","[c]"
"In post","2021","East Ayrshire and North Ayrshire mainland","Southern Scotland","Declared disabled","80","70","25200","27150"
"In post","2021","East Ayrshire and North Ayrshire mainland","Southern Scotland","Declared non-disabled","710","640","26830","26600"
"In post","2021","East Ayrshire and North Ayrshire mainland","Southern Scotland","Undeclared","30","30","[c]","[c]"
"In post","2021","East Ayrshire and North Ayrshire mainland","Southern Scotland","Unknown","130","130","26490","23230"
"In post","2021","East Cumbria","Cumbria","Declared disabled","100","90","28030","25930"
"In post","2021","East Cumbria","Cumbria","Declared non-disabled","740","670","27140","24920"
"In post","2021","East Cumbria","Cumbria","Undeclared","40","40","[c]","[c]"
"In post","2021","East Cumbria","Cumbria","Unknown","50","50","32340","30600"
"In post","2021","East Derbyshire","Derbyshire and Nottinghamshire","Declared disabled","100","90","26580","27570"
"In post","2021","East Derbyshire","Derbyshire and Nottinghamshire","Declared non-disabled","290","240","27060","27570"
"In post","2021","East Derbyshire","Derbyshire and Nottinghamshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","East Derbyshire","Derbyshire and Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","West Central Scotland","Declared disabled","170","150","29480","27570"
"In post","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","West Central Scotland","Declared non-disabled","1410","1330","30330","27570"
"In post","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","West Central Scotland","Undeclared","100","90","33150","27570"
"In post","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","West Central Scotland","Unknown","750","730","30860","30930"
"In post","2021","East Kent","Kent","Declared disabled","450","410","28380","27370"
"In post","2021","East Kent","Kent","Declared non-disabled","3110","2860","28100","26670"
"In post","2021","East Kent","Kent","Undeclared","290","270","28950","27370"
"In post","2021","East Kent","Kent","Unknown","370","360","28090","24880"
"In post","2021","East Lancashire","Lancashire","Declared disabled","90","80","25780","27570"
"In post","2021","East Lancashire","Lancashire","Declared non-disabled","350","310","25910","27570"
"In post","2021","East Lancashire","Lancashire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","East Lancashire","Lancashire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","East Lothian and Midlothian","Eastern Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","East Lothian and Midlothian","Eastern Scotland","Declared non-disabled","70","70","28190","27570"
"In post","2021","East Lothian and Midlothian","Eastern Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","East Lothian and Midlothian","Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","East Merseyside","Merseyside","Declared disabled","170","150","27140","27570"
"In post","2021","East Merseyside","Merseyside","Declared non-disabled","770","690","27550","27570"
"In post","2021","East Merseyside","Merseyside","Undeclared","40","30","[c]","[c]"
"In post","2021","East Merseyside","Merseyside","Unknown","60","60","28990","27570"
"In post","2021","East Riding of Yorkshire","East Yorkshire and Northern Lincolnshire","Declared disabled","170","160","28010","26930"
"In post","2021","East Riding of Yorkshire","East Yorkshire and Northern Lincolnshire","Declared non-disabled","1310","1240","28680","26810"
"In post","2021","East Riding of Yorkshire","East Yorkshire and Northern Lincolnshire","Undeclared","220","200","30780","31650"
"In post","2021","East Riding of Yorkshire","East Yorkshire and Northern Lincolnshire","Unknown","200","190","26580","25960"
"In post","2021","East Surrey","Surrey, East and West Sussex","Declared disabled","90","80","31710","31060"
"In post","2021","East Surrey","Surrey, East and West Sussex","Declared non-disabled","620","590","34330","33590"
"In post","2021","East Surrey","Surrey, East and West Sussex","Undeclared","150","140","32780","33900"
"In post","2021","East Surrey","Surrey, East and West Sussex","Unknown","120","120","30940","31980"
"In post","2021","East Sussex CC","Surrey, East and West Sussex","Declared disabled","280","240","25640","26120"
"In post","2021","East Sussex CC","Surrey, East and West Sussex","Declared non-disabled","1470","1320","26980","27570"
"In post","2021","East Sussex CC","Surrey, East and West Sussex","Undeclared","140","130","27900","27570"
"In post","2021","East Sussex CC","Surrey, East and West Sussex","Unknown","100","90","26020","25850"
"In post","2021","Enfield","Outer London - East and North East","Declared disabled","60","50","31500","31060"
"In post","2021","Enfield","Outer London - East and North East","Declared non-disabled","270","250","30110","31060"
"In post","2021","Enfield","Outer London - East and North East","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Enfield","Outer London - East and North East","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Essex Haven Gateway","Essex","Declared disabled","140","130","32570","29290"
"In post","2021","Essex Haven Gateway","Essex","Declared non-disabled","820","780","31930","29290"
"In post","2021","Essex Haven Gateway","Essex","Undeclared","80","80","33020","30890"
"In post","2021","Essex Haven Gateway","Essex","Unknown","100","90","34740","30040"
"In post","2021","Essex Thames Gateway","Essex","Declared disabled","180","160","27370","29050"
"In post","2021","Essex Thames Gateway","Essex","Declared non-disabled","680","610","27920","29050"
"In post","2021","Essex Thames Gateway","Essex","Undeclared","30","30","[c]","[c]"
"In post","2021","Essex Thames Gateway","Essex","Unknown","40","40","[c]","[c]"
"In post","2021","Falkirk","Eastern Scotland","Declared disabled","180","160","27740","27570"
"In post","2021","Falkirk","Eastern Scotland","Declared non-disabled","1010","870","26050","22220"
"In post","2021","Falkirk","Eastern Scotland","Undeclared","80","70","24690","21010"
"In post","2021","Falkirk","Eastern Scotland","Unknown","550","500","30750","33650"
"In post","2021","Fermanagh and Omagh","Northern Ireland","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Fermanagh and Omagh","Northern Ireland","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Fermanagh and Omagh","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Fermanagh and Omagh","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Flintshire and Wrexham","East Wales","Declared disabled","220","190","27590","26780"
"In post","2021","Flintshire and Wrexham","East Wales","Declared non-disabled","1520","1430","27880","26120"
"In post","2021","Flintshire and Wrexham","East Wales","Undeclared","250","240","28760","27570"
"In post","2021","Flintshire and Wrexham","East Wales","Unknown","170","170","26020","24120"
"In post","2021","Glasgow City","West Central Scotland","Declared disabled","1180","1080","28920","26160"
"In post","2021","Glasgow City","West Central Scotland","Declared non-disabled","7240","6740","31690","27570"
"In post","2021","Glasgow City","West Central Scotland","Undeclared","430","400","29220","26670"
"In post","2021","Glasgow City","West Central Scotland","Unknown","2800","2640","33790","30650"
"In post","2021","Gloucestershire","Gloucestershire, Wiltshire and Bath/Bristol area","Declared disabled","160","140","27410","27570"
"In post","2021","Gloucestershire","Gloucestershire, Wiltshire and Bath/Bristol area","Declared non-disabled","950","850","29610","27570"
"In post","2021","Gloucestershire","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","80","80","30820","27570"
"In post","2021","Gloucestershire","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","210","200","28390","26670"
"In post","2021","Greater Manchester North East","Greater Manchester","Declared disabled","170","160","27520","27570"
"In post","2021","Greater Manchester North East","Greater Manchester","Declared non-disabled","840","780","27650","27570"
"In post","2021","Greater Manchester North East","Greater Manchester","Undeclared","130","120","28910","27570"
"In post","2021","Greater Manchester North East","Greater Manchester","Unknown","70","70","25190","27130"
"In post","2021","Greater Manchester North West","Greater Manchester","Declared disabled","290","250","24570","21590"
"In post","2021","Greater Manchester North West","Greater Manchester","Declared non-disabled","1470","1320","25400","24440"
"In post","2021","Greater Manchester North West","Greater Manchester","Undeclared","150","140","26630","26320"
"In post","2021","Greater Manchester North West","Greater Manchester","Unknown","80","80","23990","24440"
"In post","2021","Greater Manchester South East","Greater Manchester","Declared disabled","180","170","25630","21630"
"In post","2021","Greater Manchester South East","Greater Manchester","Declared non-disabled","1030","940","25550","22080"
"In post","2021","Greater Manchester South East","Greater Manchester","Undeclared","100","90","25430","21750"
"In post","2021","Greater Manchester South East","Greater Manchester","Unknown","80","70","26940","26350"
"In post","2021","Greater Manchester South West","Greater Manchester","Declared disabled","560","520","29720","27570"
"In post","2021","Greater Manchester South West","Greater Manchester","Declared non-disabled","3700","3490","31370","27570"
"In post","2021","Greater Manchester South West","Greater Manchester","Undeclared","290","270","30950","27570"
"In post","2021","Greater Manchester South West","Greater Manchester","Unknown","1590","1510","28620","25560"
"In post","2021","Gwent Valleys","West Wales and The Valleys","Declared disabled","170","150","26090","27570"
"In post","2021","Gwent Valleys","West Wales and The Valleys","Declared non-disabled","830","760","28980","27570"
"In post","2021","Gwent Valleys","West Wales and The Valleys","Undeclared","40","30","[c]","[c]"
"In post","2021","Gwent Valleys","West Wales and The Valleys","Unknown","50","50","[c]","[c]"
"In post","2021","Gwynedd","West Wales and The Valleys","Declared disabled","90","80","23900","21010"
