"Status","Year","Profession_of_post","Sex","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Communications","Female","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Female","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Female","Inner London - East","130","130","45950","41010"
"In post","2021","Communications","Female","Inner London - West","1070","1030","46010","42710"
"In post","2021","Communications","Female","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Female","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Female","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Female","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Female","Merseyside","40","40","[c]","[c]"
"In post","2021","Communications","Female","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Female","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Female","Northumberland and Tyne and Wear","50","50","33580","31460"
"In post","2021","Communications","Female","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Female","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Female","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Female","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Female","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Female","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Female","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Female","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Female","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Female","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Female","West Midlands","70","60","43880","40000"
"In post","2021","Communications","Female","West Wales and The Valleys","60","60","31920","26780"
"In post","2021","Communications","Female","West Yorkshire","30","30","[c]","[c]"
"In post","2021","Communications","Male","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Male","Berkshire, Buckinghamshire and Oxfordshire","50","50","[c]","[c]"
"In post","2021","Communications","Male","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Male","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Male","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Male","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Male","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Male","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Male","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Male","East Wales","100","100","39330","37410"
"In post","2021","Communications","Male","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Male","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Male","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Male","Gloucestershire, Wiltshire and Bath/Bristol area","100","100","37880","36240"
"In post","2021","Communications","Male","Greater Manchester","30","30","[c]","[c]"
"In post","2021","Communications","Male","Hampshire and Isle of Wight","80","70","32050","29370"
"In post","2021","Communications","Male","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Male","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Male","Inner London - East","90","90","50180","43340"
"In post","2021","Communications","Male","Inner London - West","740","740","46800","42840"
"In post","2021","Communications","Male","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Male","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Male","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Male","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Male","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Male","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Male","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Male","Northumberland and Tyne and Wear","30","30","[c]","[c]"
"In post","2021","Communications","Male","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Male","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Male","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Male","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Male","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Male","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Male","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Male","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Male","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Male","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Male","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Male","West Wales and The Valleys","40","40","[c]","[c]"
"In post","2021","Communications","Male","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Female","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Female","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Female","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Female","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Female","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Female","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Female","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Female","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Female","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Female","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Female","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Male","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Male","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Male","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Male","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Male","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Male","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Male","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Male","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Male","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Male","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Male","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Female","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Female","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Female","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Female","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Female","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Female","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Female","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Female","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Female","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Female","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Female","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Female","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Female","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Female","Inner London - West","140","130","40810","33770"
"In post","2021","Counter Fraud","Female","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Female","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Female","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Female","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Female","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Female","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Female","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Female","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Female","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Female","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Female","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Female","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Female","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Female","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Female","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Female","West Central Scotland","50","50","27360","25040"
"In post","2021","Counter Fraud","Female","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Female","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Female","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Male","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Male","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Male","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Male","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Male","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Male","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Male","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Male","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Male","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Male","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Male","Greater Manchester","40","40","[c]","[c]"
"In post","2021","Counter Fraud","Male","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Male","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Male","Inner London - West","200","200","45650","40560"
"In post","2021","Counter Fraud","Male","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Male","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Male","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Male","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Male","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Male","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Male","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Male","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Male","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Male","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Male","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Male","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Male","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Male","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Male","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Male","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Male","West Midlands","40","40","[c]","[c]"
"In post","2021","Counter Fraud","Male","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Male","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Female","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Female","Berkshire, Buckinghamshire and Oxfordshire","80","70","39860","35300"
"In post","2021","Digital, Data and Technology","Female","Cheshire","60","50","40530","36740"
"In post","2021","Digital, Data and Technology","Female","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Female","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Female","Derbyshire and Nottinghamshire","60","60","41390","39060"
"In post","2021","Digital, Data and Technology","Female","Devon","270","240","36290","35030"
"In post","2021","Digital, Data and Technology","Female","Dorset and Somerset","50","50","35110","33290"
"In post","2021","Digital, Data and Technology","Female","East Anglia","60","60","33630","30810"
"In post","2021","Digital, Data and Technology","Female","East Wales","350","340","39650","37020"
"In post","2021","Digital, Data and Technology","Female","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Female","Eastern Scotland","60","50","38650","34190"
"In post","2021","Digital, Data and Technology","Female","Essex","70","60","38430","35000"
"In post","2021","Digital, Data and Technology","Female","Gloucestershire, Wiltshire and Bath/Bristol area","330","310","37940","35900"
"In post","2021","Digital, Data and Technology","Female","Greater Manchester","140","140","40900","37100"
"In post","2021","Digital, Data and Technology","Female","Hampshire and Isle of Wight","130","120","35140","31700"
"In post","2021","Digital, Data and Technology","Female","Herefordshire, Worcestershire and Warwickshire","40","30","[c]","[c]"
"In post","2021","Digital, Data and Technology","Female","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Female","Inner London - East","250","240","46850","41760"
"In post","2021","Digital, Data and Technology","Female","Inner London - West","690","670","48570","45530"
"In post","2021","Digital, Data and Technology","Female","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Female","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Female","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Female","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Female","Merseyside","140","120","36460","31990"
"In post","2021","Digital, Data and Technology","Female","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Female","North Yorkshire","60","60","37220","34680"
"In post","2021","Digital, Data and Technology","Female","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Female","Northumberland and Tyne and Wear","210","200","40350","38630"
"In post","2021","Digital, Data and Technology","Female","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Female","Outer London - South","230","220","49060","44260"
"In post","2021","Digital, Data and Technology","Female","Outer London - West and North West","70","70","40940","38200"
"In post","2021","Digital, Data and Technology","Female","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Female","Shropshire and Staffordshire","140","130","39880","38630"
"In post","2021","Digital, Data and Technology","Female","South Yorkshire","150","140","42640","40450"
"In post","2021","Digital, Data and Technology","Female","Southern Scotland","70","70","40070","39190"
"In post","2021","Digital, Data and Technology","Female","Surrey, East and West Sussex","80","80","36370","31810"
"In post","2021","Digital, Data and Technology","Female","Tees Valley and Durham","70","60","35170","36500"
"In post","2021","Digital, Data and Technology","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Female","West Central Scotland","30","30","[c]","[c]"
"In post","2021","Digital, Data and Technology","Female","West Midlands","200","190","40460","36960"
"In post","2021","Digital, Data and Technology","Female","West Wales and The Valleys","260","240","34270","31380"
"In post","2021","Digital, Data and Technology","Female","West Yorkshire","160","150","36980","31810"
"In post","2021","Digital, Data and Technology","Male","Bedfordshire and Hertfordshire","50","50","36670","37640"
"In post","2021","Digital, Data and Technology","Male","Berkshire, Buckinghamshire and Oxfordshire","170","170","42240","39790"
"In post","2021","Digital, Data and Technology","Male","Cheshire","80","80","42960","45480"
"In post","2021","Digital, Data and Technology","Male","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Male","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Male","Derbyshire and Nottinghamshire","120","110","37200","32240"
"In post","2021","Digital, Data and Technology","Male","Devon","620","610","38420","38450"
"In post","2021","Digital, Data and Technology","Male","Dorset and Somerset","190","190","38670","35340"
"In post","2021","Digital, Data and Technology","Male","East Anglia","100","100","35680","33300"
"In post","2021","Digital, Data and Technology","Male","East Wales","740","740","40220","37410"
"In post","2021","Digital, Data and Technology","Male","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Male","Eastern Scotland","170","170","38690","35230"
"In post","2021","Digital, Data and Technology","Male","Essex","200","190","37150","34620"
"In post","2021","Digital, Data and Technology","Male","Gloucestershire, Wiltshire and Bath/Bristol area","690","680","42020","40580"
"In post","2021","Digital, Data and Technology","Male","Greater Manchester","310","310","40420","37660"
"In post","2021","Digital, Data and Technology","Male","Hampshire and Isle of Wight","250","240","38270","36030"
"In post","2021","Digital, Data and Technology","Male","Herefordshire, Worcestershire and Warwickshire","40","40","[c]","[c]"
"In post","2021","Digital, Data and Technology","Male","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Male","Inner London - East","380","380","51650","48900"
"In post","2021","Digital, Data and Technology","Male","Inner London - West","1110","1110","50910","46710"
"In post","2021","Digital, Data and Technology","Male","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Male","Lancashire","40","40","[c]","[c]"
"In post","2021","Digital, Data and Technology","Male","Leicestershire, Rutland and Northamptonshire","50","50","[c]","[c]"
"In post","2021","Digital, Data and Technology","Male","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Male","Merseyside","240","240","39410","37890"
"In post","2021","Digital, Data and Technology","Male","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Male","North Yorkshire","90","90","40010","37910"
"In post","2021","Digital, Data and Technology","Male","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Male","Northumberland and Tyne and Wear","360","350","38980","38630"
"In post","2021","Digital, Data and Technology","Male","Outer London - East and North East","[c]","[c]","[c]","[c]"
