"Status","Year","Parent_department","Sex","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Department for Business, Energy and Industrial Strategy","Male","Wales","1360","1330","37790","36070"
"In post","2021","Department for Business, Energy and Industrial Strategy","Male","West Midlands (England)","300","290","34400","31600"
"In post","2021","Department for Business, Energy and Industrial Strategy","Male","Yorkshire and The Humber","90","90","34020","31000"
"In post","2021","Department for Digital, Culture, Media and Sport","Female","London","920","890","48550","51730"
"In post","2021","Department for Digital, Culture, Media and Sport","Female","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Female","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Female","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Female","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Female","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Female","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Male","London","790","790","50460","51730"
"In post","2021","Department for Digital, Culture, Media and Sport","Male","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Male","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Male","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Male","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Male","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Male","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Unknown","London","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Female","East Midlands (England)","180","160","40010","36980"
"In post","2021","Department for Education","Female","East of England","40","40","[c]","[c]"
"In post","2021","Department for Education","Female","London","1610","1530","49430","53420"
"In post","2021","Department for Education","Female","North East (England)","490","450","36960","36500"
"In post","2021","Department for Education","Female","North West (England)","630","610","40340","36780"
"In post","2021","Department for Education","Female","South West (England)","130","120","42620","37100"
"In post","2021","Department for Education","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Female","West Midlands (England)","740","710","39870","36780"
"In post","2021","Department for Education","Female","Yorkshire and The Humber","820","770","39950","36780"
"In post","2021","Department for Education","Male","East Midlands (England)","120","120","44400","39450"
"In post","2021","Department for Education","Male","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Male","London","1020","1010","51630","53420"
"In post","2021","Department for Education","Male","North East (England)","300","300","40230","37100"
"In post","2021","Department for Education","Male","North West (England)","520","510","40370","36780"
"In post","2021","Department for Education","Male","South West (England)","90","90","45310","42290"
"In post","2021","Department for Education","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Male","West Midlands (England)","540","540","41850","37100"
"In post","2021","Department for Education","Male","Yorkshire and The Humber","670","660","41800","36960"
"In post","2021","Department for Environment, Food and Rural Affairs","Female","East Midlands (England)","140","130","33170","29290"
"In post","2021","Department for Environment, Food and Rural Affairs","Female","East of England","410","370","32850","29720"
"In post","2021","Department for Environment, Food and Rural Affairs","Female","London","1400","1340","44630","39420"
"In post","2021","Department for Environment, Food and Rural Affairs","Female","North East (England)","290","260","31300","29180"
"In post","2021","Department for Environment, Food and Rural Affairs","Female","North West (England)","900","790","27880","24920"
"In post","2021","Department for Environment, Food and Rural Affairs","Female","Scotland","100","90","30790","26580"
"In post","2021","Department for Environment, Food and Rural Affairs","Female","South East (England)","760","710","33760","29700"
"In post","2021","Department for Environment, Food and Rural Affairs","Female","South West (England)","1020","930","33830","30160"
"In post","2021","Department for Environment, Food and Rural Affairs","Female","Wales","220","210","27820","24920"
"In post","2021","Department for Environment, Food and Rural Affairs","Female","West Midlands (England)","370","340","31550","29180"
"In post","2021","Department for Environment, Food and Rural Affairs","Female","Yorkshire and The Humber","570","530","34710","30720"
"In post","2021","Department for Environment, Food and Rural Affairs","Male","East Midlands (England)","90","90","32740","29690"
"In post","2021","Department for Environment, Food and Rural Affairs","Male","East of England","440","420","35370","31070"
"In post","2021","Department for Environment, Food and Rural Affairs","Male","London","1190","1180","45280","39910"
"In post","2021","Department for Environment, Food and Rural Affairs","Male","North East (England)","250","250","32910","29230"
"In post","2021","Department for Environment, Food and Rural Affairs","Male","North West (England)","540","520","30180","25190"
"In post","2021","Department for Environment, Food and Rural Affairs","Male","Scotland","60","50","35040","31410"
"In post","2021","Department for Environment, Food and Rural Affairs","Male","South East (England)","610","600","38360","33880"
"In post","2021","Department for Environment, Food and Rural Affairs","Male","South West (England)","760","740","36670","35900"
"In post","2021","Department for Environment, Food and Rural Affairs","Male","Wales","120","120","30590","26520"
"In post","2021","Department for Environment, Food and Rural Affairs","Male","West Midlands (England)","260","250","35030","31160"
"In post","2021","Department for Environment, Food and Rural Affairs","Male","Yorkshire and The Humber","530","520","34950","30320"
"In post","2021","Department for International Trade","Female","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Female","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Female","London","1130","1120","44160","38540"
"In post","2021","Department for International Trade","Female","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Female","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Female","Overseas","40","40","[c]","[c]"
"In post","2021","Department for International Trade","Female","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Female","South East (England)","50","50","47890","51970"
"In post","2021","Department for International Trade","Female","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Female","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Female","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Female","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Male","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Male","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Male","London","1180","1180","46260","39790"
"In post","2021","Department for International Trade","Male","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Male","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Male","Overseas","110","110","57190","53750"
"In post","2021","Department for International Trade","Male","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Male","South East (England)","70","70","45680","38540"
"In post","2021","Department for International Trade","Male","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Male","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Male","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Male","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Female","East Midlands (England)","230","210","32910","30730"
"In post","2021","Department for Transport","Female","East of England","90","80","28010","26780"
"In post","2021","Department for Transport","Female","London","1420","1370","46450","42890"
"In post","2021","Department for Transport","Female","North East (England)","170","140","25730","21590"
"In post","2021","Department for Transport","Female","North West (England)","120","110","27430","26700"
"In post","2021","Department for Transport","Female","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Female","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Female","Scotland","120","110","29330","26780"
"In post","2021","Department for Transport","Female","South East (England)","530","490","33120","30730"
"In post","2021","Department for Transport","Female","South West (England)","270","240","32900","27570"
"In post","2021","Department for Transport","Female","Wales","4030","3360","24480","21590"
"In post","2021","Department for Transport","Female","West Midlands (England)","130","120","28410","26700"
"In post","2021","Department for Transport","Female","Yorkshire and The Humber","180","160","27440","26480"
"In post","2021","Department for Transport","Male","East Midlands (England)","420","400","34150","29080"
"In post","2021","Department for Transport","Male","East of England","310","300","30440","27680"
"In post","2021","Department for Transport","Male","London","2020","1980","46710","42890"
"In post","2021","Department for Transport","Male","North East (England)","200","190","29260","26780"
"In post","2021","Department for Transport","Male","North West (England)","340","320","29650","26780"
"In post","2021","Department for Transport","Male","Northern Ireland","30","30","[c]","[c]"
"In post","2021","Department for Transport","Male","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Male","Scotland","340","330","32710","27680"
"In post","2021","Department for Transport","Male","South East (England)","960","920","37920","31680"
"In post","2021","Department for Transport","Male","South West (England)","500","480","32950","28470"
"In post","2021","Department for Transport","Male","Wales","2870","2770","29320","26130"
"In post","2021","Department for Transport","Male","West Midlands (England)","330","320","29450","26780"
"In post","2021","Department for Transport","Male","Yorkshire and The Humber","380","360","30990","26780"
"In post","2021","Department for Work and Pensions","Female","East Midlands (England)","3180","2720","26620","27570"
"In post","2021","Department for Work and Pensions","Female","East of England","3150","2720","28190","27570"
"In post","2021","Department for Work and Pensions","Female","London","6520","5950","33050","31060"
"In post","2021","Department for Work and Pensions","Female","North East (England)","6070","5140","26420","27570"
"In post","2021","Department for Work and Pensions","Female","North West (England)","11820","10240","26800","27570"
"In post","2021","Department for Work and Pensions","Female","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions","Female","Scotland","6060","5170","25430","27570"
"In post","2021","Department for Work and Pensions","Female","South East (England)","4550","3970","27500","27570"
"In post","2021","Department for Work and Pensions","Female","South West (England)","3890","3240","26120","27570"
"In post","2021","Department for Work and Pensions","Female","Unknown","570","520","30000","27570"
"In post","2021","Department for Work and Pensions","Female","Wales","3830","3310","25750","27570"
"In post","2021","Department for Work and Pensions","Female","West Midlands (England)","5130","4320","26020","27570"
"In post","2021","Department for Work and Pensions","Female","Yorkshire and The Humber","6070","5170","28840","27570"
"In post","2021","Department for Work and Pensions","Male","East Midlands (England)","1710","1620","28420","27570"
"In post","2021","Department for Work and Pensions","Male","East of England","1550","1490","29330","27570"
"In post","2021","Department for Work and Pensions","Male","London","3670","3580","35240","31060"
"In post","2021","Department for Work and Pensions","Male","North East (England)","3550","3390","28590","27570"
"In post","2021","Department for Work and Pensions","Male","North West (England)","6800","6550","28830","27570"
"In post","2021","Department for Work and Pensions","Male","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions","Male","Scotland","2980","2830","27380","27570"
"In post","2021","Department for Work and Pensions","Male","South East (England)","2210","2130","27770","27570"
"In post","2021","Department for Work and Pensions","Male","South West (England)","1930","1830","26950","27570"
"In post","2021","Department for Work and Pensions","Male","Unknown","320","310","31130","27570"
"In post","2021","Department for Work and Pensions","Male","Wales","1910","1830","26560","27570"
"In post","2021","Department for Work and Pensions","Male","West Midlands (England)","2550","2420","26570","27570"
"In post","2021","Department for Work and Pensions","Male","Yorkshire and The Humber","3530","3380","31510","27570"
"In post","2021","Department of Health and Social Care","Female","East Midlands (England)","150","140","40960","36330"
"In post","2021","Department of Health and Social Care","Female","East of England","470","420","42230","38200"
"In post","2021","Department of Health and Social Care","Female","London","4100","3850","46400","40650"
"In post","2021","Department of Health and Social Care","Female","North East (England)","110","100","43190","38890"
"In post","2021","Department of Health and Social Care","Female","North West (England)","390","350","36730","31370"
"In post","2021","Department of Health and Social Care","Female","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","Female","South East (England)","360","310","44310","39380"
"In post","2021","Department of Health and Social Care","Female","South West (England)","840","760","36140","31230"
"In post","2021","Department of Health and Social Care","Female","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","Female","West Midlands (England)","350","310","40340","33850"
"In post","2021","Department of Health and Social Care","Female","Yorkshire and The Humber","900","840","41090","36820"
"In post","2021","Department of Health and Social Care","Male","East Midlands (England)","40","40","[c]","[c]"
"In post","2021","Department of Health and Social Care","Male","East of England","270","260","47390","40450"
"In post","2021","Department of Health and Social Care","Male","London","2320","2250","50830","46000"
"In post","2021","Department of Health and Social Care","Male","North East (England)","30","30","[c]","[c]"
"In post","2021","Department of Health and Social Care","Male","North West (England)","190","190","38510","29370"
"In post","2021","Department of Health and Social Care","Male","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","Male","South East (England)","170","160","50260","42380"
"In post","2021","Department of Health and Social Care","Male","South West (England)","380","360","44330","37960"
"In post","2021","Department of Health and Social Care","Male","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","Male","West Midlands (England)","110","110","47440","36330"
"In post","2021","Department of Health and Social Care","Male","Yorkshire and The Humber","550","540","45740","40890"
"In post","2021","ESTYN","Female","Wales","70","60","53760","63880"
"In post","2021","ESTYN","Male","Wales","50","50","[c]","[c]"
"In post","2021","Food Standards Agency","Female","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Female","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Female","London","230","220","43240","40960"
"In post","2021","Food Standards Agency","Female","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Female","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Female","Northern Ireland","60","50","38740","37910"
"In post","2021","Food Standards Agency","Female","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Female","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Female","Wales","60","60","37730","37910"
"In post","2021","Food Standards Agency","Female","West Midlands (England)","40","40","[c]","[c]"
"In post","2021","Food Standards Agency","Female","Yorkshire and The Humber","120","120","36090","31570"
"In post","2021","Food Standards Agency","Male","East Midlands (England)","40","40","[c]","[c]"
"In post","2021","Food Standards Agency","Male","East of England","50","50","[c]","[c]"
"In post","2021","Food Standards Agency","Male","London","240","240","41820","40350"
"In post","2021","Food Standards Agency","Male","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Male","North West (England)","40","40","[c]","[c]"
"In post","2021","Food Standards Agency","Male","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Male","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Male","South West (England)","40","40","[c]","[c]"
"In post","2021","Food Standards Agency","Male","Wales","80","80","36420","30810"
"In post","2021","Food Standards Agency","Male","West Midlands (England)","80","80","33180","28730"
"In post","2021","Food Standards Agency","Male","Yorkshire and The Humber","170","170","37270","31450"
"In post","2021","Foreign, Commonwealth and Development Office","Female","London","2240","2160","47810","41880"
"In post","2021","Foreign, Commonwealth and Development Office","Female","Overseas","940","940","52310","53470"
"In post","2021","Foreign, Commonwealth and Development Office","Female","Scotland","550","520","39850","33930"
"In post","2021","Foreign, Commonwealth and Development Office","Female","South East (England)","490","460","33930","27530"
"In post","2021","Foreign, Commonwealth and Development Office","Male","London","2020","2000","51070","48570"
"In post","2021","Foreign, Commonwealth and Development Office","Male","Overseas","1340","1340","51830","53030"
"In post","2021","Foreign, Commonwealth and Development Office","Male","Scotland","420","410","41510","38500"
"In post","2021","Foreign, Commonwealth and Development Office","Male","South East (England)","640","620","38730","34770"
"In post","2021","HM Land Registry","Female","East Midlands (England)","540","480","30770","27130"
"In post","2021","HM Land Registry","Female","East of England","180","160","30320","27130"
"In post","2021","HM Land Registry","Female","London","200","190","39500","37290"
"In post","2021","HM Land Registry","Female","North East (England)","460","410","27810","27130"
"In post","2021","HM Land Registry","Female","North West (England)","560","490","29310","27130"
"In post","2021","HM Land Registry","Female","South West (England)","860","740","30940","27130"
"In post","2021","HM Land Registry","Female","Wales","430","380","28240","27130"
"In post","2021","HM Land Registry","Female","West Midlands (England)","390","340","29200","27130"
"In post","2021","HM Land Registry","Female","Yorkshire and The Humber","190","170","28900","27130"
"In post","2021","HM Land Registry","Male","East Midlands (England)","330","320","31310","27130"
"In post","2021","HM Land Registry","Male","East of England","110","100","32240","33840"
"In post","2021","HM Land Registry","Male","London","170","170","43690","37290"
"In post","2021","HM Land Registry","Male","North East (England)","250","230","29410","27130"
"In post","2021","HM Land Registry","Male","North West (England)","340","320","29520","27130"
"In post","2021","HM Land Registry","Male","South West (England)","690","660","35080","33840"
"In post","2021","HM Land Registry","Male","Wales","290","270","30310","27130"
"In post","2021","HM Land Registry","Male","West Midlands (England)","220","210","30620","27130"
"In post","2021","HM Land Registry","Male","Yorkshire and The Humber","140","130","29410","27130"
"In post","2021","HM Revenue and Customs","Female","East Midlands (England)","2020","1820","31410","28130"
"In post","2021","HM Revenue and Customs","Female","East of England","1000","880","30500","28130"
"In post","2021","HM Revenue and Customs","Female","London","4270","3980","41690","36160"
"In post","2021","HM Revenue and Customs","Female","North East (England)","6560","5530","26510","21440"
"In post","2021","HM Revenue and Customs","Female","North West (England)","6750","5990","29610","25560"
"In post","2021","HM Revenue and Customs","Female","Northern Ireland","1020","910","28110","25560"
"In post","2021","HM Revenue and Customs","Female","Scotland","4320","3720","26320","21440"
"In post","2021","HM Revenue and Customs","Female","South East (England)","1330","1150","29110","27230"
"In post","2021","HM Revenue and Customs","Female","South West (England)","860","780","31610","28130"
"In post","2021","HM Revenue and Customs","Female","Wales","2230","1980","27640","25560"
"In post","2021","HM Revenue and Customs","Female","West Midlands (England)","2090","1880","31450","28130"
"In post","2021","HM Revenue and Customs","Female","Yorkshire and The Humber","2600","2290","29390","25560"
"In post","2021","HM Revenue and Customs","Male","East Midlands (England)","1920","1850","32660","31810"
"In post","2021","HM Revenue and Customs","Male","East of England","840","800","34080","31810"
"In post","2021","HM Revenue and Customs","Male","London","4450","4310","44580","39800"
"In post","2021","HM Revenue and Customs","Male","North East (England)","4720","4500","29190","25560"
"In post","2021","HM Revenue and Customs","Male","North West (England)","6140","5910","30820","26060"
"In post","2021","HM Revenue and Customs","Male","Northern Ireland","980","950","28920","25560"
"In post","2021","HM Revenue and Customs","Male","Scotland","3450","3290","28000","25560"
"In post","2021","HM Revenue and Customs","Male","South East (England)","1220","1150","31420","28130"
"In post","2021","HM Revenue and Customs","Male","South West (England)","980","940","34770","31810"
"In post","2021","HM Revenue and Customs","Male","Wales","2190","2110","28910","25560"
"In post","2021","HM Revenue and Customs","Male","West Midlands (England)","2010","1940","34400","31810"
"In post","2021","HM Revenue and Customs","Male","Yorkshire and The Humber","2540","2440","30590","25560"
"In post","2021","HM Treasury","Female","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury","Female","East of England","50","40","[c]","[c]"
"In post","2021","HM Treasury","Female","London","1100","1060","47060","43340"
"In post","2021","HM Treasury","Female","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury","Female","North West (England)","30","30","[c]","[c]"
"In post","2021","HM Treasury","Female","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury","Female","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury","Female","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury","Female","Wales","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury","Female","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury","Female","Yorkshire and The Humber","40","30","[c]","[c]"
"In post","2021","HM Treasury","Male","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury","Male","East of England","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury","Male","London","1230","1220","50580","52500"
"In post","2021","HM Treasury","Male","North East (England)","[c]","[c]","[c]","[c]"
