"Status","Year","Sexual_orientation","Region_ITL1","Age","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Heterosexual / straight","North East (England)","60-64","1810","1360","26810","22020"
"In post","2021","Heterosexual / straight","North East (England)","65+","430","310","24810","21440"
"In post","2021","Heterosexual / straight","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","North West (England)","16-19","90","80","21340","21010"
"In post","2021","Heterosexual / straight","North West (England)","20-29","5270","5160","25810","24890"
"In post","2021","Heterosexual / straight","North West (England)","30-39","8180","7730","29490","27570"
"In post","2021","Heterosexual / straight","North West (England)","40-49","9540","8880","31550","27570"
"In post","2021","Heterosexual / straight","North West (England)","50-59","12060","11220","31490","27570"
"In post","2021","Heterosexual / straight","North West (England)","60-64","2970","2370","28570","26780"
"In post","2021","Heterosexual / straight","North West (England)","65+","870","640","27220","23210"
"In post","2021","Heterosexual / straight","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Northern Ireland","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Northern Ireland","20-29","200","190","24420","21430"
"In post","2021","Heterosexual / straight","Northern Ireland","30-39","530","510","28980","25560"
"In post","2021","Heterosexual / straight","Northern Ireland","40-49","710","670","28590","25560"
"In post","2021","Heterosexual / straight","Northern Ireland","50-59","920","880","29680","26660"
"In post","2021","Heterosexual / straight","Northern Ireland","60-64","200","170","27340","22330"
"In post","2021","Heterosexual / straight","Northern Ireland","65+","70","50","27150","21430"
"In post","2021","Heterosexual / straight","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Overseas","20-29","180","180","36290","33860"
"In post","2021","Heterosexual / straight","Overseas","30-39","690","690","46250","49370"
"In post","2021","Heterosexual / straight","Overseas","40-49","790","790","52090","54470"
"In post","2021","Heterosexual / straight","Overseas","50-59","670","670","53410","50990"
"In post","2021","Heterosexual / straight","Overseas","60-64","140","140","56460","55000"
"In post","2021","Heterosexual / straight","Overseas","65+","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Scotland","16-19","80","80","21280","21150"
"In post","2021","Heterosexual / straight","Scotland","20-29","3370","3300","26940","25580"
"In post","2021","Heterosexual / straight","Scotland","30-39","6010","5700","33060","30080"
"In post","2021","Heterosexual / straight","Scotland","40-49","6580","6200","36250","31280"
"In post","2021","Heterosexual / straight","Scotland","50-59","8850","8300","34140","28130"
"In post","2021","Heterosexual / straight","Scotland","60-64","2320","1860","30410","27570"
"In post","2021","Heterosexual / straight","Scotland","65+","560","430","29170","26120"
"In post","2021","Heterosexual / straight","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","South East (England)","16-19","60","60","21940","21550"
"In post","2021","Heterosexual / straight","South East (England)","20-29","3820","3770","27430","27440"
"In post","2021","Heterosexual / straight","South East (England)","30-39","5370","5080","31380","29290"
"In post","2021","Heterosexual / straight","South East (England)","40-49","6460","6060","33390","29540"
"In post","2021","Heterosexual / straight","South East (England)","50-59","9310","8740","32590","29290"
"In post","2021","Heterosexual / straight","South East (England)","60-64","2840","2430","30430","27570"
"In post","2021","Heterosexual / straight","South East (England)","65+","1100","860","29100","25840"
"In post","2021","Heterosexual / straight","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","South West (England)","16-19","120","120","19320","19040"
"In post","2021","Heterosexual / straight","South West (England)","20-29","4760","4690","27230","26670"
"In post","2021","Heterosexual / straight","South West (England)","30-39","6540","6170","33970","32120"
"In post","2021","Heterosexual / straight","South West (England)","40-49","7110","6700","37130","33300"
"In post","2021","Heterosexual / straight","South West (England)","50-59","9160","8740","36510","33080"
"In post","2021","Heterosexual / straight","South West (England)","60-64","2530","2190","33850","29200"
"In post","2021","Heterosexual / straight","South West (England)","65+","790","640","32950","28170"
"In post","2021","Heterosexual / straight","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Unknown","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Unknown","20-29","160","160","30220","27570"
"In post","2021","Heterosexual / straight","Unknown","30-39","190","180","34330","27570"
"In post","2021","Heterosexual / straight","Unknown","40-49","220","210","33670","27570"
"In post","2021","Heterosexual / straight","Unknown","50-59","320","300","34340","30330"
"In post","2021","Heterosexual / straight","Unknown","60-64","90","80","34980","31060"
"In post","2021","Heterosexual / straight","Unknown","65+","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Wales","16-19","70","70","20450","20500"
"In post","2021","Heterosexual / straight","Wales","20-29","3220","3140","25700","24000"
"In post","2021","Heterosexual / straight","Wales","30-39","5800","5430","30370","27570"
"In post","2021","Heterosexual / straight","Wales","40-49","5930","5570","34540","29150"
"In post","2021","Heterosexual / straight","Wales","50-59","6430","6020","33550","27570"
"In post","2021","Heterosexual / straight","Wales","60-64","1790","1430","31590","27570"
"In post","2021","Heterosexual / straight","Wales","65+","520","380","30270","26060"
"In post","2021","Heterosexual / straight","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","West Midlands (England)","16-19","30","30","[c]","[c]"
"In post","2021","Heterosexual / straight","West Midlands (England)","20-29","2730","2690","25680","25000"
"In post","2021","Heterosexual / straight","West Midlands (England)","30-39","4420","4170","29410","27570"
"In post","2021","Heterosexual / straight","West Midlands (England)","40-49","4860","4530","32600","27570"
"In post","2021","Heterosexual / straight","West Midlands (England)","50-59","6250","5850","32100","27570"
"In post","2021","Heterosexual / straight","West Midlands (England)","60-64","1650","1380","29390","27570"
"In post","2021","Heterosexual / straight","West Midlands (England)","65+","410","330","28730","26670"
"In post","2021","Heterosexual / straight","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Yorkshire and The Humber","16-19","50","50","[c]","[c]"
"In post","2021","Heterosexual / straight","Yorkshire and The Humber","20-29","3470","3420","26530","25480"
"In post","2021","Heterosexual / straight","Yorkshire and The Humber","30-39","5070","4700","30910","27570"
"In post","2021","Heterosexual / straight","Yorkshire and The Humber","40-49","5830","5420","33980","30230"
"In post","2021","Heterosexual / straight","Yorkshire and The Humber","50-59","7550","7040","33080","28080"
"In post","2021","Heterosexual / straight","Yorkshire and The Humber","60-64","1900","1520","30010","27570"
"In post","2021","Heterosexual / straight","Yorkshire and The Humber","65+","470","350","27780","26140"
"In post","2021","Heterosexual / straight","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","East Midlands (England)","16-19","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","East Midlands (England)","20-29","180","170","24470","23970"
"In post","2021","LGBO","East Midlands (England)","30-39","230","230","29060","27570"
"In post","2021","LGBO","East Midlands (England)","40-49","180","170","31200","27570"
"In post","2021","LGBO","East Midlands (England)","50-59","160","150","33240","27870"
"In post","2021","LGBO","East Midlands (England)","60-64","40","30","[c]","[c]"
"In post","2021","LGBO","East Midlands (England)","65+","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","East of England","16-19","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","East of England","20-29","190","190","26320","25850"
"In post","2021","LGBO","East of England","30-39","180","180","29270","27570"
"In post","2021","LGBO","East of England","40-49","170","160","31230","29290"
"In post","2021","LGBO","East of England","50-59","170","160","31610","29290"
"In post","2021","LGBO","East of England","60-64","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","East of England","65+","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","London","16-19","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","London","20-29","1770","1760","37660","34550"
"In post","2021","LGBO","London","30-39","1400","1390","47740","46430"
"In post","2021","LGBO","London","40-49","960","940","51960","52850"
"In post","2021","LGBO","London","50-59","770","750","48540","42470"
"In post","2021","LGBO","London","60-64","140","130","40460","35020"
"In post","2021","LGBO","London","65+","40","40","[c]","[c]"
"In post","2021","LGBO","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","North East (England)","16-19","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","North East (England)","20-29","270","260","24890","22850"
"In post","2021","LGBO","North East (England)","30-39","280","270","29110","27570"
"In post","2021","LGBO","North East (England)","40-49","210","200","30880","27570"
"In post","2021","LGBO","North East (England)","50-59","190","180","29700","27570"
"In post","2021","LGBO","North East (England)","60-64","40","30","[c]","[c]"
"In post","2021","LGBO","North East (England)","65+","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","North West (England)","16-19","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","North West (England)","20-29","590","580","25490","24920"
"In post","2021","LGBO","North West (England)","30-39","620","610","30040","27570"
"In post","2021","LGBO","North West (England)","40-49","510","490","31950","27570"
"In post","2021","LGBO","North West (England)","50-59","450","430","31450","27570"
"In post","2021","LGBO","North West (England)","60-64","90","80","28590","25560"
"In post","2021","LGBO","North West (England)","65+","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Northern Ireland","16-19","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Northern Ireland","20-29","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Northern Ireland","30-39","40","30","[c]","[c]"
"In post","2021","LGBO","Northern Ireland","40-49","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Northern Ireland","50-59","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Northern Ireland","60-64","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Northern Ireland","65+","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Overseas","20-29","30","30","[c]","[c]"
"In post","2021","LGBO","Overseas","30-39","70","70","49140","52430"
"In post","2021","LGBO","Overseas","40-49","40","40","[c]","[c]"
"In post","2021","LGBO","Overseas","50-59","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Overseas","60-64","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Overseas","65+","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Scotland","16-19","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Scotland","20-29","430","430","26700","26160"
"In post","2021","LGBO","Scotland","30-39","540","530","33290","30650"
"In post","2021","LGBO","Scotland","40-49","340","330","36630","31810"
"In post","2021","LGBO","Scotland","50-59","270","260","34250","27570"
"In post","2021","LGBO","Scotland","60-64","40","30","[c]","[c]"
"In post","2021","LGBO","Scotland","65+","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","South East (England)","16-19","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","South East (England)","20-29","460","460","26670","27570"
"In post","2021","LGBO","South East (England)","30-39","400","400","30610","29290"
"In post","2021","LGBO","South East (England)","40-49","310","300","32550","29290"
"In post","2021","LGBO","South East (England)","50-59","350","340","33050","29290"
"In post","2021","LGBO","South East (England)","60-64","90","70","28170","27470"
"In post","2021","LGBO","South East (England)","65+","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","South West (England)","16-19","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","South West (England)","20-29","480","470","26870","26670"
"In post","2021","LGBO","South West (England)","30-39","410","400","32130","29270"
"In post","2021","LGBO","South West (England)","40-49","280","270","35390","31290"
"In post","2021","LGBO","South West (England)","50-59","260","250","34230","31650"
"In post","2021","LGBO","South West (England)","60-64","60","50","33960","28650"
"In post","2021","LGBO","South West (England)","65+","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Unknown","16-19","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Unknown","20-29","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Unknown","30-39","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Unknown","40-49","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Unknown","50-59","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Unknown","60-64","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Unknown","65+","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Wales","16-19","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Wales","20-29","350","350","26300","24120"
"In post","2021","LGBO","Wales","30-39","440","430","29940","27570"
"In post","2021","LGBO","Wales","40-49","270","260","34060","27570"
"In post","2021","LGBO","Wales","50-59","210","200","34870","28850"
"In post","2021","LGBO","Wales","60-64","40","30","[c]","[c]"
"In post","2021","LGBO","Wales","65+","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","West Midlands (England)","16-19","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","West Midlands (England)","20-29","260","260","25470","24120"
"In post","2021","LGBO","West Midlands (England)","30-39","280","270","29720","27330"
"In post","2021","LGBO","West Midlands (England)","40-49","220","220","34090","28200"
"In post","2021","LGBO","West Midlands (England)","50-59","190","180","30980","27570"
"In post","2021","LGBO","West Midlands (England)","60-64","50","40","[c]","[c]"
"In post","2021","LGBO","West Midlands (England)","65+","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Yorkshire and The Humber","16-19","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Yorkshire and The Humber","20-29","380","380","26990","25790"
"In post","2021","LGBO","Yorkshire and The Humber","30-39","410","400","31410","27570"
"In post","2021","LGBO","Yorkshire and The Humber","40-49","320","310","33520","30450"
"In post","2021","LGBO","Yorkshire and The Humber","50-59","280","260","32270","27570"
"In post","2021","LGBO","Yorkshire and The Humber","60-64","50","40","[c]","[c]"
"In post","2021","LGBO","Yorkshire and The Humber","65+","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","East Midlands (England)","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","East Midlands (England)","20-29","120","120","25230","24920"
"In post","2021","Undeclared","East Midlands (England)","30-39","300","280","28950","27570"
"In post","2021","Undeclared","East Midlands (England)","40-49","480","450","31700","27590"
"In post","2021","Undeclared","East Midlands (England)","50-59","810","750","31020","27570"
"In post","2021","Undeclared","East Midlands (England)","60-64","220","180","28220","26750"
"In post","2021","Undeclared","East Midlands (England)","65+","80","60","28120","25840"
"In post","2021","Undeclared","East of England","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","East of England","20-29","130","130","26670","25830"
"In post","2021","Undeclared","East of England","30-39","290","280","31990","30400"
"In post","2021","Undeclared","East of England","40-49","510","470","31650","29290"
"In post","2021","Undeclared","East of England","50-59","870","820","31720","29290"
"In post","2021","Undeclared","East of England","60-64","290","240","29940","27570"
"In post","2021","Undeclared","East of England","65+","100","80","30070","26780"
"In post","2021","Undeclared","London","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","London","20-29","1400","1380","36650","33880"
"In post","2021","Undeclared","London","30-39","1780","1740","46100","43360"
"In post","2021","Undeclared","London","40-49","2010","1910","46150","41760"
"In post","2021","Undeclared","London","50-59","2830","2720","42880","36800"
"In post","2021","Undeclared","London","60-64","710","620","40580","32090"
"In post","2021","Undeclared","London","65+","300","230","37650","31060"
"In post","2021","Undeclared","North East (England)","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","North East (England)","20-29","120","120","25740","24880"
"In post","2021","Undeclared","North East (England)","30-39","350","320","28560","25560"
"In post","2021","Undeclared","North East (England)","40-49","530","490","29750","27130"
"In post","2021","Undeclared","North East (England)","50-59","840","760","29390","27130"
"In post","2021","Undeclared","North East (England)","60-64","240","180","26560","21550"
"In post","2021","Undeclared","North East (England)","65+","60","40","25260","22420"
"In post","2021","Undeclared","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","North West (England)","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","North West (England)","20-29","350","340","26060","24920"
"In post","2021","Undeclared","North West (England)","30-39","700","660","29390","27370"
"In post","2021","Undeclared","North West (England)","40-49","1190","1120","31110","27570"
"In post","2021","Undeclared","North West (England)","50-59","1750","1610","29930","27570"
"In post","2021","Undeclared","North West (England)","60-64","500","390","29570","27380"
"In post","2021","Undeclared","North West (England)","65+","120","90","29300","26780"
"In post","2021","Undeclared","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Northern Ireland","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Northern Ireland","30-39","30","30","[c]","[c]"
"In post","2021","Undeclared","Northern Ireland","40-49","70","70","27320","25560"
"In post","2021","Undeclared","Northern Ireland","50-59","90","80","29590","27370"
"In post","2021","Undeclared","Northern Ireland","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Northern Ireland","65+","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Overseas","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Overseas","30-39","80","80","45470","41800"
"In post","2021","Undeclared","Overseas","40-49","100","100","45160","40080"
"In post","2021","Undeclared","Overseas","50-59","150","150","51130","52400"
"In post","2021","Undeclared","Overseas","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Overseas","65+","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Scotland","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Scotland","20-29","400","400","25810","23340"
"In post","2021","Undeclared","Scotland","30-39","850","800","30640","29170"
"In post","2021","Undeclared","Scotland","40-49","990","920","31850","27570"
"In post","2021","Undeclared","Scotland","50-59","1640","1510","31260","27570"
"In post","2021","Undeclared","Scotland","60-64","510","400","28740","25400"
"In post","2021","Undeclared","Scotland","65+","140","100","26400","22820"
"In post","2021","Undeclared","South East (England)","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","South East (England)","20-29","310","310","27270","26670"
"In post","2021","Undeclared","South East (England)","30-39","550","520","31950","30980"
"In post","2021","Undeclared","South East (England)","40-49","940","880","33510","30400"
"In post","2021","Undeclared","South East (England)","50-59","1690","1580","33000","29750"
"In post","2021","Undeclared","South East (England)","60-64","540","450","31100","28130"
"In post","2021","Undeclared","South East (England)","65+","180","140","29690","27570"
"In post","2021","Undeclared","South West (England)","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","South West (England)","20-29","410","400","27990","27540"
"In post","2021","Undeclared","South West (England)","30-39","670","640","34520","33290"
"In post","2021","Undeclared","South West (England)","40-49","1050","990","37440","34290"
"In post","2021","Undeclared","South West (England)","50-59","1690","1600","37480","34290"
"In post","2021","Undeclared","South West (England)","60-64","530","440","34330","30420"
"In post","2021","Undeclared","South West (England)","65+","150","110","34670","28570"
"In post","2021","Undeclared","Unknown","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","50-59","40","40","[c]","[c]"
"In post","2021","Undeclared","Unknown","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","65+","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Wales","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Wales","20-29","210","200","26440","25560"
"In post","2021","Undeclared","Wales","30-39","710","650","28980","26470"
"In post","2021","Undeclared","Wales","40-49","1090","1000","31220","27130"
"In post","2021","Undeclared","Wales","50-59","1410","1290","31460","27380"
"In post","2021","Undeclared","Wales","60-64","550","410","27370","21590"
"In post","2021","Undeclared","Wales","65+","170","120","29360","23830"
"In post","2021","Undeclared","West Midlands (England)","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","West Midlands (England)","20-29","190","180","26150","25480"
"In post","2021","Undeclared","West Midlands (England)","30-39","360","340","29900","27570"
"In post","2021","Undeclared","West Midlands (England)","40-49","590","550","31500","27570"
"In post","2021","Undeclared","West Midlands (England)","50-59","1020","940","30600","27570"
"In post","2021","Undeclared","West Midlands (England)","60-64","270","210","29640","27570"
"In post","2021","Undeclared","West Midlands (England)","65+","80","60","27260","26780"
"In post","2021","Undeclared","Yorkshire and The Humber","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Yorkshire and The Humber","20-29","250","250","27000","25560"
"In post","2021","Undeclared","Yorkshire and The Humber","30-39","460","440","31560","28510"
"In post","2021","Undeclared","Yorkshire and The Humber","40-49","730","670","32010","29080"
"In post","2021","Undeclared","Yorkshire and The Humber","50-59","1200","1110","31720","27570"
"In post","2021","Undeclared","Yorkshire and The Humber","60-64","320","250","28750","27570"
"In post","2021","Undeclared","Yorkshire and The Humber","65+","90","70","27630","26720"
"In post","2021","Undeclared","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","East Midlands (England)","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","East Midlands (England)","20-29","810","790","24850","24500"
"In post","2021","Unknown","East Midlands (England)","30-39","850","780","27630","25680"
"In post","2021","Unknown","East Midlands (England)","40-49","1010","930","29640","27570"
"In post","2021","Unknown","East Midlands (England)","50-59","1340","1220","29390","27570"
"In post","2021","Unknown","East Midlands (England)","60-64","330","260","27730","26750"
"In post","2021","Unknown","East Midlands (England)","65+","80","60","25940","23640"
"In post","2021","Unknown","East of England","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","East of England","20-29","590","580","25970","25560"
"In post","2021","Unknown","East of England","30-39","690","640","30140","29270"
"In post","2021","Unknown","East of England","40-49","930","840","32230","29290"
"In post","2021","Unknown","East of England","50-59","1290","1180","31970","28220"
"In post","2021","Unknown","East of England","60-64","380","310","31020","27810"
"In post","2021","Unknown","East of England","65+","140","100","28900","27230"
"In post","2021","Unknown","London","16-19","40","40","[c]","[c]"
"In post","2021","Unknown","London","20-29","6110","6080","34880","32120"
"In post","2021","Unknown","London","30-39","4750","4620","46070","41950"
"In post","2021","Unknown","London","40-49","4280","4010","48980","42330"
"In post","2021","Unknown","London","50-59","4660","4470","44760","36240"
"In post","2021","Unknown","London","60-64","1100","970","40840","32520"
"In post","2021","Unknown","London","65+","540","430","38090","31530"
"In post","2021","Unknown","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","North East (England)","16-19","40","40","[c]","[c]"
"In post","2021","Unknown","North East (England)","20-29","1220","1190","24400","22920"
"In post","2021","Unknown","North East (England)","30-39","1510","1390","26880","25560"
"In post","2021","Unknown","North East (England)","40-49","1760","1570","27960","25500"
"In post","2021","Unknown","North East (England)","50-59","2340","2020","27060","21440"
"In post","2021","Unknown","North East (England)","60-64","780","560","24630","21440"
"In post","2021","Unknown","North East (England)","65+","190","130","24030","21440"
"In post","2021","Unknown","North West (England)","16-19","50","50","[c]","[c]"
"In post","2021","Unknown","North West (England)","20-29","2140","2100","24880","24340"
"In post","2021","Unknown","North West (England)","30-39","2560","2380","27900","25560"
"In post","2021","Unknown","North West (England)","40-49","3330","3020","28970","27130"
"In post","2021","Unknown","North West (England)","50-59","3950","3590","29280","27570"
"In post","2021","Unknown","North West (England)","60-64","1100","840","26780","22600"
"In post","2021","Unknown","North West (England)","65+","340","230","26020","24300"
"In post","2021","Unknown","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Northern Ireland","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Northern Ireland","20-29","200","190","22300","20140"
"In post","2021","Unknown","Northern Ireland","30-39","230","210","26230","25560"
"In post","2021","Unknown","Northern Ireland","40-49","200","180","26770","24880"
"In post","2021","Unknown","Northern Ireland","50-59","180","170","30290","26750"
"In post","2021","Unknown","Northern Ireland","60-64","30","30","[c]","[c]"
"In post","2021","Unknown","Northern Ireland","65+","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Overseas","20-29","80","80","38990","38600"
"In post","2021","Unknown","Overseas","30-39","220","220","49600","52150"
"In post","2021","Unknown","Overseas","40-49","240","230","53360","52430"
"In post","2021","Unknown","Overseas","50-59","150","150","54440","52880"
"In post","2021","Unknown","Overseas","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Overseas","65+","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Scotland","16-19","70","70","19880","20140"
"In post","2021","Unknown","Scotland","20-29","2310","2260","25180","23450"
"In post","2021","Unknown","Scotland","30-39","2940","2800","30390","27570"
"In post","2021","Unknown","Scotland","40-49","2840","2640","32780","28120"
"In post","2021","Unknown","Scotland","50-59","3950","3660","33170","28870"
"In post","2021","Unknown","Scotland","60-64","1170","910","31480","27570"
"In post","2021","Unknown","Scotland","65+","360","270","30960","27080"
"In post","2021","Unknown","South East (England)","16-19","50","50","22060","21430"
"In post","2021","Unknown","South East (England)","20-29","1130","1110","26840","26610"
"In post","2021","Unknown","South East (England)","30-39","1220","1140","31770","29540"
"In post","2021","Unknown","South East (England)","40-49","1490","1370","33510","29290"
