"Status","Year","Sexual_orientation","Age","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Unknown","65+","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","65+","Scotland Office","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","65+","Scottish Government","210","160","35300","31060"
"In post","2021","Unknown","65+","The National Archives","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","65+","United Kingdom Statistics Authority","50","30","[c]","[c]"
"In post","2021","Unknown","65+","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","16-19","Attorney General's Departments","40","40","[c]","[c]"
"In post","2022","Heterosexual / straight","16-19","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","16-19","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","16-19","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","16-19","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","16-19","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","16-19","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","16-19","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","16-19","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","16-19","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","16-19","Department for Transport","40","30","[c]","[c]"
"In post","2022","Heterosexual / straight","16-19","Department for Work and Pensions","130","130","23070","21260"
"In post","2022","Heterosexual / straight","16-19","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","16-19","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","16-19","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","16-19","HM Revenue and Customs","90","90","22360","21250"
"In post","2022","Heterosexual / straight","16-19","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","16-19","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","16-19","Ministry of Defence","90","90","19330","19460"
"In post","2022","Heterosexual / straight","16-19","Ministry of Justice","90","90","22920","23140"
"In post","2022","Heterosexual / straight","16-19","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","16-19","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","16-19","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","16-19","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","16-19","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","16-19","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","16-19","Scottish Government","40","40","[c]","[c]"
"In post","2022","Heterosexual / straight","16-19","The National Archives","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","16-19","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","16-19","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","20-29","Attorney General's Departments","1150","1140","29990","26950"
"In post","2022","Heterosexual / straight","20-29","Cabinet Office","1140","1140","35960","34550"
"In post","2022","Heterosexual / straight","20-29","Chancellor's other departments","60","60","36620","35710"
"In post","2022","Heterosexual / straight","20-29","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","20-29","Competition and Markets Authority","120","120","39020","33610"
"In post","2022","Heterosexual / straight","20-29","Department for Business, Energy and Industrial Strategy","2090","2090","37090","33640"
"In post","2022","Heterosexual / straight","20-29","Department for Digital, Culture, Media and Sport","540","540","38830","34020"
"In post","2022","Heterosexual / straight","20-29","Department for Education","1230","1220","35090","32940"
"In post","2022","Heterosexual / straight","20-29","Department for Environment, Food and Rural Affairs","1460","1450","31200","29180"
"In post","2022","Heterosexual / straight","20-29","Department for International Trade","590","590","38070","38160"
"In post","2022","Heterosexual / straight","20-29","Department for Levelling Up, Housing and Communities","670","670","37260","33210"
"In post","2022","Heterosexual / straight","20-29","Department for Transport","1400","1360","31000","28240"
"In post","2022","Heterosexual / straight","20-29","Department for Work and Pensions","8070","7920","27010","27570"
"In post","2022","Heterosexual / straight","20-29","Department of Health and Social Care","1620","1570","32860","32330"
"In post","2022","Heterosexual / straight","20-29","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","20-29","Food Standards Agency","100","100","32270","31580"
"In post","2022","Heterosexual / straight","20-29","Foreign, Commonwealth and Development Office","830","830","33840","33230"
"In post","2022","Heterosexual / straight","20-29","HM Land Registry","580","570","26360","27130"
"In post","2022","Heterosexual / straight","20-29","HM Revenue and Customs","6110","6000","29700","26820"
"In post","2022","Heterosexual / straight","20-29","HM Treasury","780","780","38650","32960"
"In post","2022","Heterosexual / straight","20-29","Home Office","3150","3080","29030","25040"
"In post","2022","Heterosexual / straight","20-29","Ministry of Defence","4660","4630","28980","27540"
"In post","2022","Heterosexual / straight","20-29","Ministry of Justice","9900","9760","26610","25210"
"In post","2022","Heterosexual / straight","20-29","National Crime Agency","680","670","33680","32770"
"In post","2022","Heterosexual / straight","20-29","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","20-29","Office for Standards in Education, Children's Services and Skills","110","110","28730","25880"
"In post","2022","Heterosexual / straight","20-29","Office of Gas and Electricity Markets","230","230","30050","26880"
"In post","2022","Heterosexual / straight","20-29","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","20-29","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","20-29","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","20-29","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","20-29","Scottish Government","2170","2140","29500","27230"
"In post","2022","Heterosexual / straight","20-29","The National Archives","50","50","[c]","[c]"
"In post","2022","Heterosexual / straight","20-29","UK Export Finance","90","90","36600","33000"
"In post","2022","Heterosexual / straight","20-29","UK Statistics Authority","790","770","31110","30710"
"In post","2022","Heterosexual / straight","20-29","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","20-29","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","20-29","Welsh Government","420","410","28550","25860"
"In post","2022","Heterosexual / straight","30-39","Attorney General's Departments","1670","1580","44490","48830"
"In post","2022","Heterosexual / straight","30-39","Cabinet Office","1600","1560","47100","49700"
"In post","2022","Heterosexual / straight","30-39","Chancellor's other departments","90","90","57080","51710"
"In post","2022","Heterosexual / straight","30-39","Charity Commission","60","60","34020","29160"
"In post","2022","Heterosexual / straight","30-39","Competition and Markets Authority","260","250","60400","56830"
"In post","2022","Heterosexual / straight","30-39","Department for Business, Energy and Industrial Strategy","2530","2440","43710","40140"
"In post","2022","Heterosexual / straight","30-39","Department for Digital, Culture, Media and Sport","530","520","50330","51730"
"In post","2022","Heterosexual / straight","30-39","Department for Education","1730","1660","43200","40230"
"In post","2022","Heterosexual / straight","30-39","Department for Environment, Food and Rural Affairs","1820","1740","37330","35900"
"In post","2022","Heterosexual / straight","30-39","Department for International Trade","480","470","51010","51970"
"In post","2022","Heterosexual / straight","30-39","Department for Levelling Up, Housing and Communities","810","780","46680","48200"
"In post","2022","Heterosexual / straight","30-39","Department for Transport","2510","2360","34070","29350"
"In post","2022","Heterosexual / straight","30-39","Department for Work and Pensions","10640","9880","28470","27570"
"In post","2022","Heterosexual / straight","30-39","Department of Health and Social Care","1810","1710","42900","40070"
"In post","2022","Heterosexual / straight","30-39","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","30-39","Food Standards Agency","250","250","37900","37350"
"In post","2022","Heterosexual / straight","30-39","Foreign, Commonwealth and Development Office","1410","1380","46220","46170"
"In post","2022","Heterosexual / straight","30-39","HM Land Registry","620","580","30250","27130"
"In post","2022","Heterosexual / straight","30-39","HM Revenue and Customs","9590","9200","34670","33080"
"In post","2022","Heterosexual / straight","30-39","HM Treasury","610","590","54740","55500"
"In post","2022","Heterosexual / straight","30-39","Home Office","6670","6290","32390","28670"
"In post","2022","Heterosexual / straight","30-39","Ministry of Defence","7300","7020","35290","33300"
"In post","2022","Heterosexual / straight","30-39","Ministry of Justice","14250","13480","30180","28140"
"In post","2022","Heterosexual / straight","30-39","National Crime Agency","1060","1040","38310","36740"
"In post","2022","Heterosexual / straight","30-39","Northern Ireland Office","40","30","[c]","[c]"
"In post","2022","Heterosexual / straight","30-39","Office for Standards in Education, Children's Services and Skills","320","310","43630","39850"
"In post","2022","Heterosexual / straight","30-39","Office of Gas and Electricity Markets","240","230","42030","38000"
"In post","2022","Heterosexual / straight","30-39","Office of Qualifications and Examinations Regulation","60","60","40190","38000"
"In post","2022","Heterosexual / straight","30-39","Office of Rail and Road","60","60","51510","51060"
"In post","2022","Heterosexual / straight","30-39","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","30-39","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","30-39","Scottish Government","3490","3360","37860","35000"
"In post","2022","Heterosexual / straight","30-39","The National Archives","50","50","33870","33000"
"In post","2022","Heterosexual / straight","30-39","UK Export Finance","80","80","52640","51430"
"In post","2022","Heterosexual / straight","30-39","UK Statistics Authority","950","880","36970","36840"
"In post","2022","Heterosexual / straight","30-39","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","30-39","Water Services Regulation Authority","40","40","[c]","[c]"
"In post","2022","Heterosexual / straight","30-39","Welsh Government","1030","980","37980","38160"
"In post","2022","Heterosexual / straight","40-49","Attorney General's Departments","1970","1810","47780","50850"
"In post","2022","Heterosexual / straight","40-49","Cabinet Office","1320","1280","53220","52630"
"In post","2022","Heterosexual / straight","40-49","Chancellor's other departments","80","80","69800","67270"
"In post","2022","Heterosexual / straight","40-49","Charity Commission","80","70","37470","29520"
"In post","2022","Heterosexual / straight","40-49","Competition and Markets Authority","190","180","72480","74480"
"In post","2022","Heterosexual / straight","40-49","Department for Business, Energy and Industrial Strategy","2330","2200","46000","42270"
"In post","2022","Heterosexual / straight","40-49","Department for Digital, Culture, Media and Sport","250","240","57850","57730"
"In post","2022","Heterosexual / straight","40-49","Department for Education","1700","1610","47720","49860"
"In post","2022","Heterosexual / straight","40-49","Department for Environment, Food and Rural Affairs","2280","2140","39450","36520"
"In post","2022","Heterosexual / straight","40-49","Department for International Trade","310","300","54540","52110"
"In post","2022","Heterosexual / straight","40-49","Department for Levelling Up, Housing and Communities","730","690","49030","48200"
"In post","2022","Heterosexual / straight","40-49","Department for Transport","2590","2460","36680","30730"
"In post","2022","Heterosexual / straight","40-49","Department for Work and Pensions","14800","13500","29680","27570"
"In post","2022","Heterosexual / straight","40-49","Department of Health and Social Care","1600","1490","49290","48540"
"In post","2022","Heterosexual / straight","40-49","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","40-49","Food Standards Agency","280","270","41550","37910"
"In post","2022","Heterosexual / straight","40-49","Foreign, Commonwealth and Development Office","1580","1530","52440","54370"
"In post","2022","Heterosexual / straight","40-49","HM Land Registry","810","750","35330","33840"
"In post","2022","Heterosexual / straight","40-49","HM Revenue and Customs","9440","8910","36410","33370"
"In post","2022","Heterosexual / straight","40-49","HM Treasury","320","300","57240","55590"
"In post","2022","Heterosexual / straight","40-49","Home Office","7270","6820","34400","29080"
"In post","2022","Heterosexual / straight","40-49","Ministry of Defence","8380","8100","36840","33300"
"In post","2022","Heterosexual / straight","40-49","Ministry of Justice","13720","12920","33000","30450"
"In post","2022","Heterosexual / straight","40-49","National Crime Agency","1060","1020","43330","40210"
"In post","2022","Heterosexual / straight","40-49","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","40-49","Office for Standards in Education, Children's Services and Skills","460","440","53280","51360"
"In post","2022","Heterosexual / straight","40-49","Office of Gas and Electricity Markets","140","140","52860","49410"
"In post","2022","Heterosexual / straight","40-49","Office of Qualifications and Examinations Regulation","70","60","48500","46660"
"In post","2022","Heterosexual / straight","40-49","Office of Rail and Road","70","60","58260","55430"
"In post","2022","Heterosexual / straight","40-49","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","40-49","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","40-49","Scottish Government","3550","3390","44240","39660"
"In post","2022","Heterosexual / straight","40-49","The National Archives","80","70","44270","42420"
"In post","2022","Heterosexual / straight","40-49","UK Export Finance","110","110","57170","52680"
"In post","2022","Heterosexual / straight","40-49","UK Statistics Authority","810","740","39240","36840"
"In post","2022","Heterosexual / straight","40-49","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","40-49","Water Services Regulation Authority","60","50","62820","55800"
"In post","2022","Heterosexual / straight","40-49","Welsh Government","1480","1410","44590","40100"
"In post","2022","Heterosexual / straight","50-59","Attorney General's Departments","1940","1830","48410","50500"
"In post","2022","Heterosexual / straight","50-59","Cabinet Office","1170","1150","51210","42270"
"In post","2022","Heterosexual / straight","50-59","Chancellor's other departments","60","50","70070","57940"
"In post","2022","Heterosexual / straight","50-59","Charity Commission","60","60","35440","29420"
"In post","2022","Heterosexual / straight","50-59","Competition and Markets Authority","120","110","67420","59000"
"In post","2022","Heterosexual / straight","50-59","Department for Business, Energy and Industrial Strategy","2180","2100","43720","39910"
"In post","2022","Heterosexual / straight","50-59","Department for Digital, Culture, Media and Sport","150","140","49930","51730"
"In post","2022","Heterosexual / straight","50-59","Department for Education","1380","1340","46340","42570"
"In post","2022","Heterosexual / straight","50-59","Department for Environment, Food and Rural Affairs","2050","1980","38540","35890"
"In post","2022","Heterosexual / straight","50-59","Department for International Trade","300","300","52030","48410"
"In post","2022","Heterosexual / straight","50-59","Department for Levelling Up, Housing and Communities","570","550","48570","47660"
"In post","2022","Heterosexual / straight","50-59","Department for Transport","2710","2590","35440","30270"
"In post","2022","Heterosexual / straight","50-59","Department for Work and Pensions","21800","19910","29450","27570"
"In post","2022","Heterosexual / straight","50-59","Department of Health and Social Care","1350","1280","50640","46000"
"In post","2022","Heterosexual / straight","50-59","Estyn","40","40","[c]","[c]"
"In post","2022","Heterosexual / straight","50-59","Food Standards Agency","300","300","39070","33540"
"In post","2022","Heterosexual / straight","50-59","Foreign, Commonwealth and Development Office","1530","1500","52000","48570"
"In post","2022","Heterosexual / straight","50-59","HM Land Registry","1550","1410","33590","33840"
"In post","2022","Heterosexual / straight","50-59","HM Revenue and Customs","12370","11540","36800","33370"
"In post","2022","Heterosexual / straight","50-59","HM Treasury","300","290","52040","49750"
"In post","2022","Heterosexual / straight","50-59","Home Office","7370","6930","33350","28760"
"In post","2022","Heterosexual / straight","50-59","Ministry of Defence","13890","13580","34710","33000"
"In post","2022","Heterosexual / straight","50-59","Ministry of Justice","16280","15400","32270","28890"
"In post","2022","Heterosexual / straight","50-59","National Crime Agency","1180","1160","44250","41170"
"In post","2022","Heterosexual / straight","50-59","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","50-59","Office for Standards in Education, Children's Services and Skills","480","470","57940","51360"
"In post","2022","Heterosexual / straight","50-59","Office of Gas and Electricity Markets","80","80","54390","52500"
"In post","2022","Heterosexual / straight","50-59","Office of Qualifications and Examinations Regulation","40","40","[c]","[c]"
"In post","2022","Heterosexual / straight","50-59","Office of Rail and Road","50","50","56720","55000"
"In post","2022","Heterosexual / straight","50-59","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","50-59","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","50-59","Scottish Government","3600","3460","43050","37070"
"In post","2022","Heterosexual / straight","50-59","The National Archives","60","60","40600","39990"
"In post","2022","Heterosexual / straight","50-59","UK Export Finance","100","100","60880","52500"
"In post","2022","Heterosexual / straight","50-59","UK Statistics Authority","860","740","33820","30210"
"In post","2022","Heterosexual / straight","50-59","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","50-59","Water Services Regulation Authority","40","40","[c]","[c]"
"In post","2022","Heterosexual / straight","50-59","Welsh Government","1380","1320","45200","41980"
"In post","2022","Heterosexual / straight","60-64","Attorney General's Departments","380","330","47260","48080"
"In post","2022","Heterosexual / straight","60-64","Cabinet Office","220","200","48770","37300"
"In post","2022","Heterosexual / straight","60-64","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","60-64","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","60-64","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","60-64","Department for Business, Energy and Industrial Strategy","470","410","38920","34500"
"In post","2022","Heterosexual / straight","60-64","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","60-64","Department for Education","210","200","45950","45100"
"In post","2022","Heterosexual / straight","60-64","Department for Environment, Food and Rural Affairs","470","420","35480","29750"
"In post","2022","Heterosexual / straight","60-64","Department for International Trade","50","50","46330","39240"
"In post","2022","Heterosexual / straight","60-64","Department for Levelling Up, Housing and Communities","130","120","50230","48200"
"In post","2022","Heterosexual / straight","60-64","Department for Transport","900","760","31920","26780"
"In post","2022","Heterosexual / straight","60-64","Department for Work and Pensions","6850","5390","27690","27570"
"In post","2022","Heterosexual / straight","60-64","Department of Health and Social Care","320","280","50670","41080"
"In post","2022","Heterosexual / straight","60-64","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","60-64","Food Standards Agency","60","60","35960","29010"
"In post","2022","Heterosexual / straight","60-64","Foreign, Commonwealth and Development Office","300","280","50360","43460"
"In post","2022","Heterosexual / straight","60-64","HM Land Registry","320","230","32340","27130"
"In post","2022","Heterosexual / straight","60-64","HM Revenue and Customs","3340","2600","33000","28920"
"In post","2022","Heterosexual / straight","60-64","HM Treasury","70","60","45990","43140"
"In post","2022","Heterosexual / straight","60-64","Home Office","1880","1550","30700","27370"
"In post","2022","Heterosexual / straight","60-64","Ministry of Defence","4450","4140","32130","27720"
"In post","2022","Heterosexual / straight","60-64","Ministry of Justice","4960","4140","29340","26310"
"In post","2022","Heterosexual / straight","60-64","National Crime Agency","240","230","43070","41230"
"In post","2022","Heterosexual / straight","60-64","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","60-64","Office for Standards in Education, Children's Services and Skills","110","100","57780","51360"
"In post","2022","Heterosexual / straight","60-64","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","60-64","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","60-64","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","60-64","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","60-64","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","60-64","Scottish Government","750","630","39550","35000"
"In post","2022","Heterosexual / straight","60-64","The National Archives","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","60-64","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","60-64","UK Statistics Authority","340","250","27210","20350"
"In post","2022","Heterosexual / straight","60-64","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","60-64","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","60-64","Welsh Government","350","300","43680","38160"
"In post","2022","Heterosexual / straight","65+","Attorney General's Departments","100","80","45700","35290"
"In post","2022","Heterosexual / straight","65+","Cabinet Office","60","50","44590","33970"
"In post","2022","Heterosexual / straight","65+","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","65+","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","65+","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","65+","Department for Business, Energy and Industrial Strategy","160","130","39110","36240"
"In post","2022","Heterosexual / straight","65+","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","65+","Department for Education","50","50","41440","38660"
"In post","2022","Heterosexual / straight","65+","Department for Environment, Food and Rural Affairs","170","150","32140","28120"
"In post","2022","Heterosexual / straight","65+","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","65+","Department for Levelling Up, Housing and Communities","60","40","54210","58810"
"In post","2022","Heterosexual / straight","65+","Department for Transport","290","210","31150","26780"
"In post","2022","Heterosexual / straight","65+","Department for Work and Pensions","1840","1340","26950","27570"
"In post","2022","Heterosexual / straight","65+","Department of Health and Social Care","110","80","45330","35520"
"In post","2022","Heterosexual / straight","65+","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","65+","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","65+","Foreign, Commonwealth and Development Office","100","80","47280","46140"
"In post","2022","Heterosexual / straight","65+","HM Land Registry","90","60","32700","31170"
"In post","2022","Heterosexual / straight","65+","HM Revenue and Customs","860","620","31930","28920"
"In post","2022","Heterosexual / straight","65+","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","65+","Home Office","670","520","28570","25630"
"In post","2022","Heterosexual / straight","65+","Ministry of Defence","1540","1370","30820","26670"
"In post","2022","Heterosexual / straight","65+","Ministry of Justice","1540","1200","28050","24310"
"In post","2022","Heterosexual / straight","65+","National Crime Agency","50","50","[c]","[c]"
"In post","2022","Heterosexual / straight","65+","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","65+","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","65+","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","65+","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","65+","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","65+","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","65+","Scottish Government","170","140","35820","30040"
"In post","2022","Heterosexual / straight","65+","The National Archives","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","65+","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","65+","UK Statistics Authority","200","130","23920","20350"
"In post","2022","Heterosexual / straight","65+","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","65+","Welsh Government","150","110","40960","38160"
"In post","2022","Heterosexual / straight","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","16-19","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","16-19","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","16-19","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","16-19","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","16-19","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","16-19","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","16-19","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","16-19","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","16-19","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","16-19","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","16-19","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","16-19","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","16-19","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","16-19","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","16-19","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","16-19","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","16-19","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","16-19","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","16-19","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","16-19","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","16-19","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","16-19","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","16-19","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","16-19","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","16-19","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","16-19","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","16-19","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","16-19","The National Archives","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","16-19","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","16-19","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","20-29","Attorney General's Departments","120","120","30880","26960"
"In post","2022","LGBO","20-29","Cabinet Office","230","230","37690","34550"
"In post","2022","LGBO","20-29","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","20-29","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","20-29","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","20-29","Department for Business, Energy and Industrial Strategy","330","330","37170","33570"
"In post","2022","LGBO","20-29","Department for Digital, Culture, Media and Sport","110","110","40490","34020"
"In post","2022","LGBO","20-29","Department for Education","180","180","36090","32940"
"In post","2022","LGBO","20-29","Department for Environment, Food and Rural Affairs","260","260","31980","30000"
"In post","2022","LGBO","20-29","Department for International Trade","100","100","37980","38160"
"In post","2022","LGBO","20-29","Department for Levelling Up, Housing and Communities","140","140","36980","33210"
"In post","2022","LGBO","20-29","Department for Transport","170","170","32720","30730"
