"Status","Year","Profession_of_post","Region_ITL2","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Commercial","West Central Scotland","Male","60","60","35930","34800"
"In post","2021","Commercial","West Midlands","Female","70","70","38800","36780"
"In post","2021","Commercial","West Midlands","Male","60","60","39110","38130"
"In post","2021","Commercial","West Wales and The Valleys","Female","90","80","31840","31040"
"In post","2021","Commercial","West Wales and The Valleys","Male","80","80","35330","31380"
"In post","2021","Commercial","West Yorkshire","Female","110","110","40210","36820"
"In post","2021","Commercial","West Yorkshire","Male","80","80","41660","37000"
"In post","2021","Communications","Bedfordshire and Hertfordshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Bedfordshire and Hertfordshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Berkshire, Buckinghamshire and Oxfordshire","Female","40","30","[c]","[c]"
"In post","2021","Communications","Berkshire, Buckinghamshire and Oxfordshire","Male","50","50","[c]","[c]"
"In post","2021","Communications","Cheshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Cheshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Cornwall and Isles of Scilly","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Cornwall and Isles of Scilly","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Cumbria","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Cumbria","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Derbyshire and Nottinghamshire","Female","60","50","37320","36780"
"In post","2021","Communications","Derbyshire and Nottinghamshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Devon","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Devon","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Dorset and Somerset","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Dorset and Somerset","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East Anglia","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East Anglia","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East Wales","Female","150","140","38400","36950"
"In post","2021","Communications","East Wales","Male","100","100","39330","37410"
"In post","2021","Communications","East Yorkshire and Northern Lincolnshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East Yorkshire and Northern Lincolnshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Eastern Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Eastern Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Essex","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Essex","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Gloucestershire, Wiltshire and Bath/Bristol area","Female","110","100","35130","33320"
"In post","2021","Communications","Gloucestershire, Wiltshire and Bath/Bristol area","Male","100","100","37880","36240"
"In post","2021","Communications","Greater Manchester","Female","60","50","33740","31810"
"In post","2021","Communications","Greater Manchester","Male","30","30","[c]","[c]"
"In post","2021","Communications","Hampshire and Isle of Wight","Female","110","100","33860","33000"
"In post","2021","Communications","Hampshire and Isle of Wight","Male","80","70","32050","29370"
"In post","2021","Communications","Herefordshire, Worcestershire and Warwickshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Herefordshire, Worcestershire and Warwickshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Highlands and Islands","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Highlands and Islands","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Inner London - East","Female","130","130","45950","41010"
"In post","2021","Communications","Inner London - East","Male","90","90","50180","43340"
"In post","2021","Communications","Inner London - West","Female","1070","1030","46010","42710"
"In post","2021","Communications","Inner London - West","Male","740","740","46800","42840"
"In post","2021","Communications","Kent","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Kent","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Lancashire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Lancashire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Leicestershire, Rutland and Northamptonshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Leicestershire, Rutland and Northamptonshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Lincolnshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Lincolnshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Merseyside","Female","40","40","[c]","[c]"
"In post","2021","Communications","Merseyside","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","North Yorkshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","North Yorkshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Northumberland and Tyne and Wear","Female","50","50","33580","31460"
"In post","2021","Communications","Northumberland and Tyne and Wear","Male","30","30","[c]","[c]"
"In post","2021","Communications","Outer London - East and North East","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Outer London - East and North East","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Outer London - South","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Outer London - South","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Outer London - West and North West","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Outer London - West and North West","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Shropshire and Staffordshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Shropshire and Staffordshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","South Yorkshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","South Yorkshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Southern Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Southern Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Surrey, East and West Sussex","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Surrey, East and West Sussex","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Tees Valley and Durham","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Tees Valley and Durham","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","West Central Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","West Central Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","West Midlands","Female","70","60","43880","40000"
"In post","2021","Communications","West Midlands","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","West Wales and The Valleys","Female","60","60","31920","26780"
"In post","2021","Communications","West Wales and The Valleys","Male","40","40","[c]","[c]"
"In post","2021","Communications","West Yorkshire","Female","30","30","[c]","[c]"
"In post","2021","Communications","West Yorkshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Devon","Female","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Devon","Male","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","East Anglia","Female","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","East Anglia","Male","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","East Wales","Female","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","East Wales","Male","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Gloucestershire, Wiltshire and Bath/Bristol area","Female","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Gloucestershire, Wiltshire and Bath/Bristol area","Male","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Hampshire and Isle of Wight","Female","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Hampshire and Isle of Wight","Male","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Inner London - East","Female","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Inner London - East","Male","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Inner London - West","Female","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Inner London - West","Male","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Kent","Female","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Kent","Male","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Merseyside","Female","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Merseyside","Male","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","West Central Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","West Central Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","West Midlands","Female","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","West Midlands","Male","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Bedfordshire and Hertfordshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Bedfordshire and Hertfordshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Berkshire, Buckinghamshire and Oxfordshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Berkshire, Buckinghamshire and Oxfordshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Derbyshire and Nottinghamshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Derbyshire and Nottinghamshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Devon","Female","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Devon","Male","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Dorset and Somerset","Female","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Dorset and Somerset","Male","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","East Anglia","Female","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","East Anglia","Male","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","East Wales","Female","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","East Wales","Male","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Eastern Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Eastern Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Essex","Female","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Essex","Male","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Gloucestershire, Wiltshire and Bath/Bristol area","Female","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Gloucestershire, Wiltshire and Bath/Bristol area","Male","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Greater Manchester","Female","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Greater Manchester","Male","40","40","[c]","[c]"
"In post","2021","Counter Fraud","Hampshire and Isle of Wight","Female","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Hampshire and Isle of Wight","Male","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Inner London - East","Female","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Inner London - East","Male","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Inner London - West","Female","140","130","40810","33770"
"In post","2021","Counter Fraud","Inner London - West","Male","200","200","45650","40560"
"In post","2021","Counter Fraud","Lancashire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Lancashire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Leicestershire, Rutland and Northamptonshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Leicestershire, Rutland and Northamptonshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Lincolnshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Lincolnshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Merseyside","Female","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Merseyside","Male","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","North Yorkshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","North Yorkshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Northumberland and Tyne and Wear","Female","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Northumberland and Tyne and Wear","Male","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Outer London - East and North East","Female","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Outer London - East and North East","Male","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Outer London - South","Female","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Outer London - South","Male","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Outer London - West and North West","Female","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Outer London - West and North West","Male","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Shropshire and Staffordshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Shropshire and Staffordshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","South Yorkshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","South Yorkshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Southern Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Southern Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Surrey, East and West Sussex","Female","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Surrey, East and West Sussex","Male","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Tees Valley and Durham","Female","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Tees Valley and Durham","Male","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","West Central Scotland","Female","50","50","27360","25040"
"In post","2021","Counter Fraud","West Central Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","West Midlands","Female","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","West Midlands","Male","40","40","[c]","[c]"
"In post","2021","Counter Fraud","West Wales and The Valleys","Female","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","West Wales and The Valleys","Male","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","West Yorkshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","West Yorkshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Bedfordshire and Hertfordshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Bedfordshire and Hertfordshire","Male","50","50","36670","37640"
"In post","2021","Digital, Data and Technology","Berkshire, Buckinghamshire and Oxfordshire","Female","80","70","39860","35300"
"In post","2021","Digital, Data and Technology","Berkshire, Buckinghamshire and Oxfordshire","Male","170","170","42240","39790"
"In post","2021","Digital, Data and Technology","Cheshire","Female","60","50","40530","36740"
"In post","2021","Digital, Data and Technology","Cheshire","Male","80","80","42960","45480"
"In post","2021","Digital, Data and Technology","Cornwall and Isles of Scilly","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Cornwall and Isles of Scilly","Male","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Cumbria","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Cumbria","Male","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Derbyshire and Nottinghamshire","Female","60","60","41390","39060"
"In post","2021","Digital, Data and Technology","Derbyshire and Nottinghamshire","Male","120","110","37200","32240"
"In post","2021","Digital, Data and Technology","Devon","Female","270","240","36290","35030"
"In post","2021","Digital, Data and Technology","Devon","Male","620","610","38420","38450"
"In post","2021","Digital, Data and Technology","Dorset and Somerset","Female","50","50","35110","33290"
"In post","2021","Digital, Data and Technology","Dorset and Somerset","Male","190","190","38670","35340"
"In post","2021","Digital, Data and Technology","East Anglia","Female","60","60","33630","30810"
"In post","2021","Digital, Data and Technology","East Anglia","Male","100","100","35680","33300"
"In post","2021","Digital, Data and Technology","East Wales","Female","350","340","39650","37020"
"In post","2021","Digital, Data and Technology","East Wales","Male","740","740","40220","37410"
"In post","2021","Digital, Data and Technology","East Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","East Yorkshire and Northern Lincolnshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","East Yorkshire and Northern Lincolnshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Eastern Scotland","Female","60","50","38650","34190"
"In post","2021","Digital, Data and Technology","Eastern Scotland","Male","170","170","38690","35230"
"In post","2021","Digital, Data and Technology","Essex","Female","70","60","38430","35000"
"In post","2021","Digital, Data and Technology","Essex","Male","200","190","37150","34620"
"In post","2021","Digital, Data and Technology","Gloucestershire, Wiltshire and Bath/Bristol area","Female","330","310","37940","35900"
"In post","2021","Digital, Data and Technology","Gloucestershire, Wiltshire and Bath/Bristol area","Male","690","680","42020","40580"
"In post","2021","Digital, Data and Technology","Greater Manchester","Female","140","140","40900","37100"
"In post","2021","Digital, Data and Technology","Greater Manchester","Male","310","310","40420","37660"
"In post","2021","Digital, Data and Technology","Hampshire and Isle of Wight","Female","130","120","35140","31700"
"In post","2021","Digital, Data and Technology","Hampshire and Isle of Wight","Male","250","240","38270","36030"
"In post","2021","Digital, Data and Technology","Hampshire and Isle of Wight","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Herefordshire, Worcestershire and Warwickshire","Female","40","30","[c]","[c]"
"In post","2021","Digital, Data and Technology","Herefordshire, Worcestershire and Warwickshire","Male","40","40","[c]","[c]"
"In post","2021","Digital, Data and Technology","Highlands and Islands","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Highlands and Islands","Male","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Inner London - East","Female","250","240","46850","41760"
"In post","2021","Digital, Data and Technology","Inner London - East","Male","380","380","51650","48900"
"In post","2021","Digital, Data and Technology","Inner London - West","Female","690","670","48570","45530"
"In post","2021","Digital, Data and Technology","Inner London - West","Male","1110","1110","50910","46710"
"In post","2021","Digital, Data and Technology","Kent","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Kent","Male","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Lancashire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Lancashire","Male","40","40","[c]","[c]"
"In post","2021","Digital, Data and Technology","Leicestershire, Rutland and Northamptonshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Leicestershire, Rutland and Northamptonshire","Male","50","50","[c]","[c]"
"In post","2021","Digital, Data and Technology","Lincolnshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Lincolnshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Merseyside","Female","140","120","36460","31990"
"In post","2021","Digital, Data and Technology","Merseyside","Male","240","240","39410","37890"
"In post","2021","Digital, Data and Technology","North Eastern Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","North Eastern Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","North Yorkshire","Female","60","60","37220","34680"
"In post","2021","Digital, Data and Technology","North Yorkshire","Male","90","90","40010","37910"
"In post","2021","Digital, Data and Technology","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Northumberland and Tyne and Wear","Female","210","200","40350","38630"
"In post","2021","Digital, Data and Technology","Northumberland and Tyne and Wear","Male","360","350","38980","38630"
"In post","2021","Digital, Data and Technology","Outer London - East and North East","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Outer London - East and North East","Male","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Outer London - South","Female","230","220","49060","44260"
"In post","2021","Digital, Data and Technology","Outer London - South","Male","350","350","51840","46690"
"In post","2021","Digital, Data and Technology","Outer London - West and North West","Female","70","70","40940","38200"
"In post","2021","Digital, Data and Technology","Outer London - West and North West","Male","200","200","44150","43420"
"In post","2021","Digital, Data and Technology","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Shropshire and Staffordshire","Female","140","130","39880","38630"
"In post","2021","Digital, Data and Technology","Shropshire and Staffordshire","Male","160","160","44060","38630"
"In post","2021","Digital, Data and Technology","South Yorkshire","Female","150","140","42640","40450"
"In post","2021","Digital, Data and Technology","South Yorkshire","Male","240","230","45010","42420"
