"Status","Year","Responsibility_level","Age","Disability","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","EO","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","EO","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","EO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","20-29","Declared disabled","260","260","54310","53380"
"In post","2021","G6/G7","20-29","Declared non-disabled","2710","2700","54520","53420"
"In post","2021","G6/G7","20-29","Undeclared","210","210","54200","53600"
"In post","2021","G6/G7","20-29","Unknown","1180","1170","54450","53380"
"In post","2021","G6/G7","30-39","Declared disabled","1050","1030","56460","54700"
"In post","2021","G6/G7","30-39","Declared non-disabled","11170","10840","57140","55060"
"In post","2021","G6/G7","30-39","Undeclared","840","820","56810","54760"
"In post","2021","G6/G7","30-39","Unknown","3480","3390","57210","54700"
"In post","2021","G6/G7","40-49","Declared disabled","1350","1300","58360","57080"
"In post","2021","G6/G7","40-49","Declared non-disabled","13490","12950","59120","57680"
"In post","2021","G6/G7","40-49","Undeclared","890","860","58680","57230"
"In post","2021","G6/G7","40-49","Unknown","3410","3280","59270","57040"
"In post","2021","G6/G7","50-59","Declared disabled","1600","1550","59620","57790"
"In post","2021","G6/G7","50-59","Declared non-disabled","13050","12730","60370","59160"
"In post","2021","G6/G7","50-59","Undeclared","1010","980","60090","58210"
"In post","2021","G6/G7","50-59","Unknown","2770","2700","60880","59160"
"In post","2021","G6/G7","60-64","Declared disabled","300","250","60620","59160"
"In post","2021","G6/G7","60-64","Declared non-disabled","2190","1930","61890","60510"
"In post","2021","G6/G7","60-64","Undeclared","170","150","62670","61090"
"In post","2021","G6/G7","60-64","Unknown","450","400","61060","59120"
"In post","2021","G6/G7","65+","Declared disabled","70","50","63100","62260"
"In post","2021","G6/G7","65+","Declared non-disabled","590","460","63360","61000"
"In post","2021","G6/G7","65+","Undeclared","40","30","[c]","[c]"
"In post","2021","G6/G7","65+","Unknown","160","120","64370","62590"
"In post","2021","G6/G7","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","SCS","20-29","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","SCS","20-29","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","SCS","20-29","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","SCS","20-29","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","SCS","30-39","Declared disabled","60","60","80020","74890"
"In post","2021","SCS","30-39","Declared non-disabled","750","720","79380","75180"
"In post","2021","SCS","30-39","Undeclared","50","50","80130","76420"
"In post","2021","SCS","30-39","Unknown","300","300","77970","72960"
"In post","2021","SCS","40-49","Declared disabled","160","150","86030","79240"
"In post","2021","SCS","40-49","Declared non-disabled","2040","1970","87750","80670"
"In post","2021","SCS","40-49","Undeclared","100","100","86530","81080"
"In post","2021","SCS","40-49","Unknown","590","580","90470","80640"
"In post","2021","SCS","50-59","Declared disabled","170","170","93760","84710"
"In post","2021","SCS","50-59","Declared non-disabled","1850","1820","94410","86370"
"In post","2021","SCS","50-59","Undeclared","100","100","93110","84500"
"In post","2021","SCS","50-59","Unknown","500","490","102100","93890"
"In post","2021","SCS","60-64","Declared disabled","30","30","[c]","[c]"
"In post","2021","SCS","60-64","Declared non-disabled","310","290","102750","94190"
"In post","2021","SCS","60-64","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","SCS","60-64","Unknown","80","70","109500","104930"
"In post","2021","SCS","65+","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","SCS","65+","Declared non-disabled","60","50","102670","95890"
"In post","2021","SCS","65+","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","SCS","65+","Unknown","30","30","[c]","[c]"
"In post","2021","SCS","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","16-19","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","16-19","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","16-19","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","20-29","Declared disabled","1330","1310","34240","33420"
"In post","2021","SEO/HEO","20-29","Declared non-disabled","12780","12710","34600","33620"
"In post","2021","SEO/HEO","20-29","Undeclared","940","930","34560","34020"
"In post","2021","SEO/HEO","20-29","Unknown","6940","6910","33510","32540"
"In post","2021","SEO/HEO","30-39","Declared disabled","2150","2090","35940","35110"
"In post","2021","SEO/HEO","30-39","Declared non-disabled","20580","19930","36250","35640"
"In post","2021","SEO/HEO","30-39","Undeclared","1580","1540","36530","36160"
"In post","2021","SEO/HEO","30-39","Unknown","6030","5870","36170","35830"
"In post","2021","SEO/HEO","40-49","Declared disabled","2860","2750","36510","35780"
"In post","2021","SEO/HEO","40-49","Declared non-disabled","21250","20380","37370","36780"
"In post","2021","SEO/HEO","40-49","Undeclared","1920","1860","37720","37280"
"In post","2021","SEO/HEO","40-49","Unknown","4630","4460","37780","37480"
"In post","2021","SEO/HEO","50-59","Declared disabled","4260","4080","37390","36460"
"In post","2021","SEO/HEO","50-59","Declared non-disabled","24950","24120","37810","36780"
"In post","2021","SEO/HEO","50-59","Undeclared","2690","2610","38470","37660"
"In post","2021","SEO/HEO","50-59","Unknown","4390","4240","38630","38630"
"In post","2021","SEO/HEO","60-64","Declared disabled","950","790","37680","36460"
"In post","2021","SEO/HEO","60-64","Declared non-disabled","5290","4470","38280","36760"
"In post","2021","SEO/HEO","60-64","Undeclared","520","450","37990","37150"
"In post","2021","SEO/HEO","60-64","Unknown","970","820","39110","38630"
"In post","2021","SEO/HEO","65+","Declared disabled","280","210","38160","36460"
"In post","2021","SEO/HEO","65+","Declared non-disabled","1350","1050","38490","36950"
"In post","2021","SEO/HEO","65+","Undeclared","140","110","38580","36650"
"In post","2021","SEO/HEO","65+","Unknown","270","200","39070","38630"
"In post","2021","SEO/HEO","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","16-19","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","16-19","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","16-19","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","16-19","Unknown","50","50","18270","16780"
"In post","2021","Unknown","20-29","Declared disabled","250","250","25970","24020"
"In post","2021","Unknown","20-29","Declared non-disabled","1890","1860","26200","24020"
"In post","2021","Unknown","20-29","Undeclared","80","80","26490","25500"
"In post","2021","Unknown","20-29","Unknown","750","740","26630","24020"
"In post","2021","Unknown","30-39","Declared disabled","480","460","29610","30210"
"In post","2021","Unknown","30-39","Declared non-disabled","2570","2390","31060","31420"
"In post","2021","Unknown","30-39","Undeclared","160","150","32040","31420"
"In post","2021","Unknown","30-39","Unknown","660","640","34230","32690"
"In post","2021","Unknown","40-49","Declared disabled","620","580","32290","32690"
"In post","2021","Unknown","40-49","Declared non-disabled","2610","2410","34330","34340"
"In post","2021","Unknown","40-49","Undeclared","190","180","34190","34220"
"In post","2021","Unknown","40-49","Unknown","560","550","38320","34340"
"In post","2021","Unknown","50-59","Declared disabled","750","710","33180","32690"
"In post","2021","Unknown","50-59","Declared non-disabled","2400","2270","34760","33700"
"In post","2021","Unknown","50-59","Undeclared","210","200","34330","34000"
"In post","2021","Unknown","50-59","Unknown","650","640","41430","36330"
"In post","2021","Unknown","60-64","Declared disabled","290","250","31920","28860"
"In post","2021","Unknown","60-64","Declared non-disabled","750","660","32560","30210"
"In post","2021","Unknown","60-64","Undeclared","50","40","[c]","[c]"
"In post","2021","Unknown","60-64","Unknown","160","150","38900","37000"
"In post","2021","Unknown","65+","Declared disabled","70","60","32150","32390"
"In post","2021","Unknown","65+","Declared non-disabled","270","210","33110","31420"
"In post","2021","Unknown","65+","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","65+","Unknown","40","30","[c]","[c]"
"In post","2022","AA/AO","16-19","Declared disabled","30","30","[c]","[c]"
"In post","2022","AA/AO","16-19","Declared non-disabled","480","460","21440","21260"
"In post","2022","AA/AO","16-19","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","16-19","Unknown","370","350","21560","21250"
"In post","2022","AA/AO","20-29","Declared disabled","1700","1640","22530","21260"
"In post","2022","AA/AO","20-29","Declared non-disabled","15670","15270","22930","21300"
"In post","2022","AA/AO","20-29","Undeclared","700","680","22990","21260"
"In post","2022","AA/AO","20-29","Unknown","8500","8270","22800","21680"
"In post","2022","AA/AO","30-39","Declared disabled","2150","1970","22740","21260"
"In post","2022","AA/AO","30-39","Declared non-disabled","16350","14900","23310","21650"
"In post","2022","AA/AO","30-39","Undeclared","1280","1170","23800","21490"
"In post","2022","AA/AO","30-39","Unknown","5590","5230","23390","21680"
"In post","2022","AA/AO","40-49","Declared disabled","3130","2740","22530","21260"
"In post","2022","AA/AO","40-49","Declared non-disabled","16870","15040","22880","21300"
"In post","2022","AA/AO","40-49","Undeclared","1790","1630","24760","21860"
"In post","2022","AA/AO","40-49","Unknown","4040","3700","23190","21680"
"In post","2022","AA/AO","50-59","Declared disabled","5580","4940","22440","21260"
"In post","2022","AA/AO","50-59","Declared non-disabled","24610","22160","22770","21260"
"In post","2022","AA/AO","50-59","Undeclared","3390","3120","25350","22080"
"In post","2022","AA/AO","50-59","Unknown","4830","4350","22910","21830"
"In post","2022","AA/AO","60-64","Declared disabled","2350","1880","22100","21260"
"In post","2022","AA/AO","60-64","Declared non-disabled","9430","7700","22260","21260"
"In post","2022","AA/AO","60-64","Undeclared","1210","960","24150","21860"
"In post","2022","AA/AO","60-64","Unknown","1790","1470","22340","21750"
"In post","2022","AA/AO","65+","Declared disabled","790","600","21950","21260"
"In post","2022","AA/AO","65+","Declared non-disabled","3490","2710","22200","21260"
"In post","2022","AA/AO","65+","Undeclared","420","310","23280","21650"
"In post","2022","AA/AO","65+","Unknown","620","480","22550","21550"
"In post","2022","AA/AO","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","EO","16-19","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","EO","16-19","Declared non-disabled","160","160","24160","25000"
"In post","2022","EO","16-19","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","EO","16-19","Unknown","130","130","22860","24830"
"In post","2022","EO","20-29","Declared disabled","1730","1700","27440","27570"
"In post","2022","EO","20-29","Declared non-disabled","14190","14040","27220","27500"
"In post","2022","EO","20-29","Undeclared","650","640","27550","27570"
"In post","2022","EO","20-29","Unknown","6590","6530","27620","27050"
"In post","2022","EO","30-39","Declared disabled","2280","2160","27730","27570"
"In post","2022","EO","30-39","Declared non-disabled","17620","16670","27590","27570"
"In post","2022","EO","30-39","Undeclared","1340","1270","28290","27570"
"In post","2022","EO","30-39","Unknown","5420","5250","28420","27230"
"In post","2022","EO","40-49","Declared disabled","3610","3330","27930","27570"
"In post","2022","EO","40-49","Declared non-disabled","19280","17890","27810","27570"
"In post","2022","EO","40-49","Undeclared","1570","1490","28590","27570"
"In post","2022","EO","40-49","Unknown","3460","3300","28510","27230"
"In post","2022","EO","50-59","Declared disabled","6170","5650","28140","27570"
"In post","2022","EO","50-59","Declared non-disabled","25980","24150","28140","27570"
"In post","2022","EO","50-59","Undeclared","2430","2300","28990","27570"
"In post","2022","EO","50-59","Unknown","4060","3820","29910","28920"
"In post","2022","EO","60-64","Declared disabled","1910","1510","28250","27570"
"In post","2022","EO","60-64","Declared non-disabled","7740","6200","28220","27570"
"In post","2022","EO","60-64","Undeclared","680","560","28740","27570"
"In post","2022","EO","60-64","Unknown","970","790","29890","28920"
"In post","2022","EO","65+","Declared disabled","560","420","28330","27570"
"In post","2022","EO","65+","Declared non-disabled","2260","1670","28410","27570"
"In post","2022","EO","65+","Undeclared","200","160","28650","27800"
"In post","2022","EO","65+","Unknown","280","210","29350","28920"
"In post","2022","EO","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","20-29","Declared disabled","340","340","54340","53420"
"In post","2022","G6/G7","20-29","Declared non-disabled","3050","3040","54890","54110"
"In post","2022","G6/G7","20-29","Undeclared","190","180","54550","53380"
"In post","2022","G6/G7","20-29","Unknown","1470","1460","55260","53600"
"In post","2022","G6/G7","30-39","Declared disabled","1250","1220","56970","54850"
"In post","2022","G6/G7","30-39","Declared non-disabled","12320","11980","57230","55210"
"In post","2022","G6/G7","30-39","Undeclared","770","760","57670","55210"
"In post","2022","G6/G7","30-39","Unknown","4290","4190","57890","55210"
"In post","2022","G6/G7","40-49","Declared disabled","1550","1490","58710","57190"
"In post","2022","G6/G7","40-49","Declared non-disabled","15060","14460","59340","57540"
"In post","2022","G6/G7","40-49","Undeclared","850","830","59820","57540"
"In post","2022","G6/G7","40-49","Unknown","3940","3790","60080","57740"
"In post","2022","G6/G7","50-59","Declared disabled","1830","1780","59750","57450"
"In post","2022","G6/G7","50-59","Declared non-disabled","14140","13800","60580","58970"
"In post","2022","G6/G7","50-59","Undeclared","950","930","61200","59260"
"In post","2022","G6/G7","50-59","Unknown","3050","2980","61890","60720"
"In post","2022","G6/G7","60-64","Declared disabled","340","290","60890","59540"
"In post","2022","G6/G7","60-64","Declared non-disabled","2490","2200","61830","60290"
"In post","2022","G6/G7","60-64","Undeclared","180","150","62670","60720"
"In post","2022","G6/G7","60-64","Unknown","490","450","62210","60790"
"In post","2022","G6/G7","65+","Declared disabled","80","60","63020","61440"
"In post","2022","G6/G7","65+","Declared non-disabled","650","500","63110","61440"
"In post","2022","G6/G7","65+","Undeclared","40","30","[c]","[c]"
"In post","2022","G6/G7","65+","Unknown","160","130","63700","62170"
"In post","2022","SCS","20-29","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","SCS","20-29","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","SCS","20-29","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","SCS","30-39","Declared disabled","70","70","80510","75060"
"In post","2022","SCS","30-39","Declared non-disabled","740","710","79760","75460"
"In post","2022","SCS","30-39","Undeclared","40","40","[c]","[c]"
"In post","2022","SCS","30-39","Unknown","230","220","80950","75600"
"In post","2022","SCS","40-49","Declared disabled","180","170","86080","78380"
"In post","2022","SCS","40-49","Declared non-disabled","2110","2040","86900","79980"
"In post","2022","SCS","40-49","Undeclared","100","90","84520","80720"
"In post","2022","SCS","40-49","Unknown","580","560","92840","85550"
"In post","2022","SCS","50-59","Declared disabled","210","200","92690","84250"
"In post","2022","SCS","50-59","Declared non-disabled","1870","1840","93810","85030"
"In post","2022","SCS","50-59","Undeclared","90","90","89170","82440"
"In post","2022","SCS","50-59","Unknown","470","460","105050","98820"
"In post","2022","SCS","60-64","Declared disabled","30","30","[c]","[c]"
"In post","2022","SCS","60-64","Declared non-disabled","300","270","101480","93000"
"In post","2022","SCS","60-64","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","SCS","60-64","Unknown","80","80","115360","114000"
"In post","2022","SCS","65+","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","SCS","65+","Declared non-disabled","60","50","109110","102120"
"In post","2022","SCS","65+","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","SCS","65+","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","16-19","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","16-19","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","16-19","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","20-29","Declared disabled","1650","1640","34730","33570"
"In post","2022","SEO/HEO","20-29","Declared non-disabled","14940","14870","34920","33570"
"In post","2022","SEO/HEO","20-29","Undeclared","810","810","35020","33980"
"In post","2022","SEO/HEO","20-29","Unknown","8150","8120","34330","33250"
"In post","2022","SEO/HEO","30-39","Declared disabled","2540","2470","36430","35310"
"In post","2022","SEO/HEO","30-39","Declared non-disabled","23230","22560","36730","36130"
"In post","2022","SEO/HEO","30-39","Undeclared","1550","1520","36960","36410"
"In post","2022","SEO/HEO","30-39","Unknown","7170","6990","36870","36500"
"In post","2022","SEO/HEO","40-49","Declared disabled","3140","3030","36860","36050"
"In post","2022","SEO/HEO","40-49","Declared non-disabled","22690","21810","37780","37290"
"In post","2022","SEO/HEO","40-49","Undeclared","1910","1860","38190","37540"
"In post","2022","SEO/HEO","40-49","Unknown","5110","4940","38160","37930"
"In post","2022","SEO/HEO","50-59","Declared disabled","4530","4360","37750","36630"
"In post","2022","SEO/HEO","50-59","Declared non-disabled","26020","25200","38180","37350"
"In post","2022","SEO/HEO","50-59","Undeclared","2650","2580","38790","37930"
"In post","2022","SEO/HEO","50-59","Unknown","4480","4330","39240","39580"
"In post","2022","SEO/HEO","60-64","Declared disabled","1060","890","37940","36550"
"In post","2022","SEO/HEO","60-64","Declared non-disabled","5980","5120","38420","36970"
"In post","2022","SEO/HEO","60-64","Undeclared","620","530","38190","36780"
"In post","2022","SEO/HEO","60-64","Unknown","1000","850","39770","40290"
"In post","2022","SEO/HEO","65+","Declared disabled","300","230","38460","36520"
"In post","2022","SEO/HEO","65+","Declared non-disabled","1570","1250","38990","37600"
"In post","2022","SEO/HEO","65+","Undeclared","150","120","39270","37350"
"In post","2022","SEO/HEO","65+","Unknown","270","220","40200","40210"
"In post","2022","SEO/HEO","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","16-19","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","16-19","Declared non-disabled","30","30","[c]","[c]"
"In post","2022","Unknown","16-19","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","16-19","Unknown","50","50","[c]","[c]"
"In post","2022","Unknown","20-29","Declared disabled","370","370","26080","24270"
"In post","2022","Unknown","20-29","Declared non-disabled","2520","2480","26070","24090"
"In post","2022","Unknown","20-29","Undeclared","100","100","26400","24800"
"In post","2022","Unknown","20-29","Unknown","1260","1230","25740","24090"
"In post","2022","Unknown","30-39","Declared disabled","630","590","29290","28220"
"In post","2022","Unknown","30-39","Declared non-disabled","3140","2930","30820","30210"
"In post","2022","Unknown","30-39","Undeclared","190","180","30920","30210"
"In post","2022","Unknown","30-39","Unknown","1380","1290","30460","28200"
"In post","2022","Unknown","40-49","Declared disabled","870","820","32360","31420"
"In post","2022","Unknown","40-49","Declared non-disabled","3270","3040","34430","34340"
"In post","2022","Unknown","40-49","Undeclared","230","220","35120","37170"
"In post","2022","Unknown","40-49","Unknown","1180","1090","34190","31420"
"In post","2022","Unknown","50-59","Declared disabled","1080","1040","32830","30330"
"In post","2022","Unknown","50-59","Declared non-disabled","3030","2860","34170","31020"
"In post","2022","Unknown","50-59","Undeclared","280","260","34000","31940"
"In post","2022","Unknown","50-59","Unknown","1300","1220","35540","32690"
"In post","2022","Unknown","60-64","Declared disabled","430","380","31830","28690"
"In post","2022","Unknown","60-64","Declared non-disabled","1000","870","32430","28200"
"In post","2022","Unknown","60-64","Undeclared","80","70","34130","33160"
"In post","2022","Unknown","60-64","Unknown","400","350","33580","31780"
"In post","2022","Unknown","65+","Declared disabled","130","100","33330","30210"
"In post","2022","Unknown","65+","Declared non-disabled","350","280","31580","28200"
"In post","2022","Unknown","65+","Undeclared","30","20","[c]","[c]"
"In post","2022","Unknown","65+","Unknown","120","90","31660","28760"
"Leaver CS","2021","AA/AO","16-19","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","16-19","Declared non-disabled","50","40","[c]","[c]"
"Leaver CS","2021","AA/AO","16-19","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","16-19","Unknown","30","30","[c]","[c]"
"Leaver CS","2021","AA/AO","20-29","Declared disabled","190","180","21010","21010"
"Leaver CS","2021","AA/AO","20-29","Declared non-disabled","1580","1530","21340","21010"
"Leaver CS","2021","AA/AO","20-29","Undeclared","90","80","21400","21010"
"Leaver CS","2021","AA/AO","20-29","Unknown","1260","1210","20780","20830"
"Leaver CS","2021","AA/AO","30-39","Declared disabled","110","100","21940","21010"
"Leaver CS","2021","AA/AO","30-39","Declared non-disabled","890","810","21610","21010"
"Leaver CS","2021","AA/AO","30-39","Undeclared","110","90","[c]","[c]"
"Leaver CS","2021","AA/AO","30-39","Unknown","550","500","21460","21010"
"Leaver CS","2021","AA/AO","40-49","Declared disabled","140","120","21000","21010"
"Leaver CS","2021","AA/AO","40-49","Declared non-disabled","700","610","21200","21010"
"Leaver CS","2021","AA/AO","40-49","Undeclared","100","90","[c]","[c]"
"Leaver CS","2021","AA/AO","40-49","Unknown","420","380","21440","21010"
"Leaver CS","2021","AA/AO","50-59","Declared disabled","320","270","21560","20920"
"Leaver CS","2021","AA/AO","50-59","Declared non-disabled","1240","1060","21410","21010"
"Leaver CS","2021","AA/AO","50-59","Undeclared","230","200","22880","21070"
"Leaver CS","2021","AA/AO","50-59","Unknown","530","460","21620","21010"
"Leaver CS","2021","AA/AO","60-64","Declared disabled","230","180","20840","21010"
"Leaver CS","2021","AA/AO","60-64","Declared non-disabled","970","770","21510","21010"
"Leaver CS","2021","AA/AO","60-64","Undeclared","150","110","21840","20780"
"Leaver CS","2021","AA/AO","60-64","Unknown","270","230","21910","21010"
"Leaver CS","2021","AA/AO","65+","Declared disabled","280","200","20800","21010"
"Leaver CS","2021","AA/AO","65+","Declared non-disabled","1100","800","20780","20720"
"Leaver CS","2021","AA/AO","65+","Undeclared","140","100","[c]","[c]"
"Leaver CS","2021","AA/AO","65+","Unknown","250","190","21010","20680"
"Leaver CS","2021","AA/AO","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","16-19","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","16-19","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","16-19","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","16-19","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","20-29","Declared disabled","60","50","[c]","[c]"
"Leaver CS","2021","EO","20-29","Declared non-disabled","530","510","26090","26670"
"Leaver CS","2021","EO","20-29","Undeclared","30","30","[c]","[c]"
"Leaver CS","2021","EO","20-29","Unknown","500","460","25530","26550"
"Leaver CS","2021","EO","30-39","Declared disabled","70","60","27440","27570"
"Leaver CS","2021","EO","30-39","Declared non-disabled","420","390","27060","27570"
"Leaver CS","2021","EO","30-39","Undeclared","40","30","[c]","[c]"
"Leaver CS","2021","EO","30-39","Unknown","290","270","28430","27570"
