"Status","Year","Age","Parent_department","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","16-19","Office for Standards in Education","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other Cabinet Office Agencies","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other Cabinet Office Agencies","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Scotland Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Scotland Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Scottish Government","Female","60","60","21400","21150"
"In post","2021","16-19","Scottish Government","Male","40","40","[c]","[c]"
"In post","2021","16-19","The National Archives","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","The National Archives","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","United Kingdom Statistics Authority","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","United Kingdom Statistics Authority","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","United Kingdom Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Welsh Government","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Welsh Government","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Attorney General's Departments","Female","890","880","29870","26970"
"In post","2021","20-29","Attorney General's Departments","Male","430","420","30850","26970"
"In post","2021","20-29","Cabinet Office","Female","1930","1920","33620","29250"
"In post","2021","20-29","Cabinet Office","Male","1470","1470","34410","32000"
"In post","2021","20-29","Chancellor's other departments","Female","30","30","[c]","[c]"
"In post","2021","20-29","Chancellor's other departments","Male","50","50","37210","36500"
"In post","2021","20-29","Charity Commission","Female","30","30","[c]","[c]"
"In post","2021","20-29","Charity Commission","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Competition and Markets Authority","Female","80","80","39840","34570"
"In post","2021","20-29","Competition and Markets Authority","Male","70","70","37320","33610"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","Female","1510","1500","35390","33570"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","Male","1400","1400","36840","33860"
"In post","2021","20-29","Department for Digital, Culture, Media and Sport","Female","380","380","39990","34020"
"In post","2021","20-29","Department for Digital, Culture, Media and Sport","Male","300","300","42400","39020"
"In post","2021","20-29","Department for Education","Female","980","970","35730","32940"
"In post","2021","20-29","Department for Education","Male","640","640","35110","32940"
"In post","2021","20-29","Department for Environment, Food and Rural Affairs","Female","1130","1120","30480","29180"
"In post","2021","20-29","Department for Environment, Food and Rural Affairs","Male","810","800","30740","29180"
"In post","2021","20-29","Department for International Trade","Female","480","480","37560","33360"
"In post","2021","20-29","Department for International Trade","Male","470","470","37100","32130"
"In post","2021","20-29","Department for Transport","Female","1120","1080","29240","26470"
"In post","2021","20-29","Department for Transport","Male","1100","1100","31330","29970"
"In post","2021","20-29","Department for Work and Pensions","Female","6070","5900","26810","27570"
"In post","2021","20-29","Department for Work and Pensions","Male","4480","4450","26520","27570"
"In post","2021","20-29","Department of Health and Social Care","Female","1790","1740","32310","31610"
"In post","2021","20-29","Department of Health and Social Care","Male","900","870","33510","31300"
"In post","2021","20-29","ESTYN","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","ESTYN","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Food Standards Agency","Female","80","70","32780","32350"
"In post","2021","20-29","Food Standards Agency","Male","40","40","[c]","[c]"
"In post","2021","20-29","Foreign, Commonwealth and Development Office","Female","830","830","35050","34300"
"In post","2021","20-29","Foreign, Commonwealth and Development Office","Male","650","650","34080","33860"
"In post","2021","20-29","HM Land Registry","Female","630","620","24920","22350"
"In post","2021","20-29","HM Land Registry","Male","480","470","25970","22350"
"In post","2021","20-29","HM Revenue and Customs","Female","4800","4640","26620","25560"
"In post","2021","20-29","HM Revenue and Customs","Male","5540","5460","27070","25560"
"In post","2021","20-29","HM Treasury","Female","500","500","37750","32750"
"In post","2021","20-29","HM Treasury","Male","550","550","39200","34070"
"In post","2021","20-29","Home Office","Female","2830","2740","28450","25040"
"In post","2021","20-29","Home Office","Male","2450","2410","28150","24890"
"In post","2021","20-29","Ministry of Defence","Female","3020","2980","28390","26670"
"In post","2021","20-29","Ministry of Defence","Male","4560","4550","28610","27540"
"In post","2021","20-29","Ministry of Housing, Communities and Local Government","Female","380","380","36010","33210"
"In post","2021","20-29","Ministry of Housing, Communities and Local Government","Male","340","340","36620","33210"
"In post","2021","20-29","Ministry of Justice","Female","8380","8220","25610","24020"
"In post","2021","20-29","Ministry of Justice","Male","5660","5640","26150","25370"
"In post","2021","20-29","National Crime Agency","Female","570","560","31690","32260"
"In post","2021","20-29","National Crime Agency","Male","370","370","32400","32770"
"In post","2021","20-29","Northern Ireland Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Northern Ireland Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Office for Standards in Education","Female","100","100","28590","25880"
"In post","2021","20-29","Office for Standards in Education","Male","60","60","29030","27250"
"In post","2021","20-29","Office of Gas and Electricity Markets","Female","170","170","30080","27000"
"In post","2021","20-29","Office of Gas and Electricity Markets","Male","180","180","31930","30950"
"In post","2021","20-29","Office of Qualifications and Examinations Regulation","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Office of Qualifications and Examinations Regulation","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other Cabinet Office Agencies","Female","70","70","30930","27770"
"In post","2021","20-29","Other Cabinet Office Agencies","Male","100","90","29460","27770"
"In post","2021","20-29","Scotland Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Scotland Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Scottish Government","Female","2040","1990","27540","26160"
"In post","2021","20-29","Scottish Government","Male","1430","1420","27490","26160"
"In post","2021","20-29","The National Archives","Female","50","50","[c]","[c]"
"In post","2021","20-29","The National Archives","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","UK Export Finance","Female","30","30","[c]","[c]"
"In post","2021","20-29","UK Export Finance","Male","40","40","[c]","[c]"
"In post","2021","20-29","UK Supreme Court","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","UK Supreme Court","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","United Kingdom Statistics Authority","Female","700","680","29930","29540"
"In post","2021","20-29","United Kingdom Statistics Authority","Male","500","490","29710","29540"
"In post","2021","20-29","United Kingdom Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Wales Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Wales Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Water Services Regulation Authority","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Welsh Government","Female","310","300","26930","23830"
"In post","2021","20-29","Welsh Government","Male","250","240","27060","23830"
"In post","2021","30-39","Attorney General's Departments","Female","1440","1320","44520","49710"
"In post","2021","30-39","Attorney General's Departments","Male","730","730","45760","50500"
"In post","2021","30-39","Cabinet Office","Female","1240","1200","48150","52630"
"In post","2021","30-39","Cabinet Office","Male","1130","1130","50090","54700"
"In post","2021","30-39","Chancellor's other departments","Female","50","40","[c]","[c]"
"In post","2021","30-39","Chancellor's other departments","Male","50","50","60270","53750"
"In post","2021","30-39","Charity Commission","Female","50","50","34590","29160"
"In post","2021","30-39","Charity Commission","Male","50","50","34960","31810"
"In post","2021","30-39","Competition and Markets Authority","Female","160","160","56750","56090"
"In post","2021","30-39","Competition and Markets Authority","Male","140","130","63520","59990"
"In post","2021","30-39","Department for Business, Energy and Industrial Strategy","Female","1680","1580","41320","39650"
"In post","2021","30-39","Department for Business, Energy and Industrial Strategy","Male","1760","1740","43410","40220"
"In post","2021","30-39","Department for Digital, Culture, Media and Sport","Female","340","330","52100","52130"
"In post","2021","30-39","Department for Digital, Culture, Media and Sport","Male","270","270","52820","51730"
"In post","2021","30-39","Department for Education","Female","1280","1200","44330","40940"
"In post","2021","30-39","Department for Education","Male","860","850","43640","40510"
"In post","2021","30-39","Department for Environment, Food and Rural Affairs","Female","1470","1350","36180","35900"
"In post","2021","30-39","Department for Environment, Food and Rural Affairs","Male","1010","1010","36710","35900"
"In post","2021","30-39","Department for International Trade","Female","350","340","49230","51970"
"In post","2021","30-39","Department for International Trade","Male","390","390","50200","51970"
"In post","2021","30-39","Department for Transport","Female","1830","1600","30910","26350"
"In post","2021","30-39","Department for Transport","Male","1860","1840","34980","30730"
"In post","2021","30-39","Department for Work and Pensions","Female","9110","7930","27450","27570"
"In post","2021","30-39","Department for Work and Pensions","Male","6050","5970","28530","27570"
"In post","2021","30-39","Department of Health and Social Care","Female","1840","1710","42460","40070"
"In post","2021","30-39","Department of Health and Social Care","Male","940","920","45190","41010"
"In post","2021","30-39","ESTYN","Female","[c]","[c]","[c]","[c]"
"In post","2021","30-39","ESTYN","Male","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Food Standards Agency","Female","150","150","37600","37350"
"In post","2021","30-39","Food Standards Agency","Male","100","100","39310","37910"
"In post","2021","30-39","Foreign, Commonwealth and Development Office","Female","1180","1150","46900","49920"
"In post","2021","30-39","Foreign, Commonwealth and Development Office","Male","1150","1150","46610","47310"
"In post","2021","30-39","HM Land Registry","Female","510","460","29310","26490"
"In post","2021","30-39","HM Land Registry","Male","390","380","30570","27130"
"In post","2021","30-39","HM Revenue and Customs","Female","6640","6010","30530","25560"
"In post","2021","30-39","HM Revenue and Customs","Male","7350","7260","31870","31810"
"In post","2021","30-39","HM Treasury","Female","360","340","54050","55840"
"In post","2021","30-39","HM Treasury","Male","380","380","56270","57000"
"In post","2021","30-39","Home Office","Female","4450","4010","31750","26200"
"In post","2021","30-39","Home Office","Male","4140","4090","32340","27370"
"In post","2021","30-39","Ministry of Defence","Female","4780","4430","33710","33040"
"In post","2021","30-39","Ministry of Defence","Male","5730","5700","36260","34850"
"In post","2021","30-39","Ministry of Housing, Communities and Local Government","Female","430","410","44980","47660"
"In post","2021","30-39","Ministry of Housing, Communities and Local Government","Male","430","430","46850","47660"
"In post","2021","30-39","Ministry of Justice","Female","10120","9200","28970","26550"
"In post","2021","30-39","Ministry of Justice","Male","8170","8090","29580","27380"
"In post","2021","30-39","National Crime Agency","Female","640","610","37310","36410"
"In post","2021","30-39","National Crime Agency","Male","630","630","39120","37560"
"In post","2021","30-39","Northern Ireland Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Northern Ireland Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Office for Standards in Education","Female","250","240","41150","39460"
"In post","2021","30-39","Office for Standards in Education","Male","150","150","42280","33510"
"In post","2021","30-39","Office of Gas and Electricity Markets","Female","180","170","45710","44520"
"In post","2021","30-39","Office of Gas and Electricity Markets","Male","230","230","45110","40160"
"In post","2021","30-39","Office of Qualifications and Examinations Regulation","Female","50","50","41860","38760"
"In post","2021","30-39","Office of Qualifications and Examinations Regulation","Male","40","40","[c]","[c]"
"In post","2021","30-39","Office of Rail and Road","Female","40","40","[c]","[c]"
"In post","2021","30-39","Office of Rail and Road","Male","50","50","50280","51560"
"In post","2021","30-39","Other Cabinet Office Agencies","Female","160","150","37180","34800"
"In post","2021","30-39","Other Cabinet Office Agencies","Male","120","120","36670","34800"
"In post","2021","30-39","Scotland Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Scotland Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Scottish Government","Female","3000","2790","35720","33550"
"In post","2021","30-39","Scottish Government","Male","2360","2340","35190","32890"
"In post","2021","30-39","The National Archives","Female","70","70","34860","34260"
"In post","2021","30-39","The National Archives","Male","40","40","[c]","[c]"
"In post","2021","30-39","UK Export Finance","Female","40","40","[c]","[c]"
"In post","2021","30-39","UK Export Finance","Male","50","50","[c]","[c]"
"In post","2021","30-39","UK Supreme Court","Female","[c]","[c]","[c]","[c]"
"In post","2021","30-39","UK Supreme Court","Male","[c]","[c]","[c]","[c]"
"In post","2021","30-39","United Kingdom Statistics Authority","Female","720","640","33960","31090"
"In post","2021","30-39","United Kingdom Statistics Authority","Male","570","560","36350","36030"
"In post","2021","30-39","United Kingdom Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Wales Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Wales Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Water Services Regulation Authority","Female","40","40","[c]","[c]"
"In post","2021","30-39","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Welsh Government","Female","800","730","37230","37410"
"In post","2021","30-39","Welsh Government","Male","490","480","38420","37410"
"In post","2021","40-49","Attorney General's Departments","Female","1860","1630","47840","51250"
"In post","2021","40-49","Attorney General's Departments","Male","910","900","49230","51250"
"In post","2021","40-49","Cabinet Office","Female","970","930","55610","54700"
"In post","2021","40-49","Cabinet Office","Male","870","870","61030","56670"
"In post","2021","40-49","Chancellor's other departments","Female","50","50","58850","53320"
"In post","2021","40-49","Chancellor's other departments","Male","60","60","72590","65110"
"In post","2021","40-49","Charity Commission","Female","80","70","36560","30320"
"In post","2021","40-49","Charity Commission","Male","50","50","38510","29520"
"In post","2021","40-49","Competition and Markets Authority","Female","120","110","71050","72430"
"In post","2021","40-49","Competition and Markets Authority","Male","100","100","71540","72430"
"In post","2021","40-49","Department for Business, Energy and Industrial Strategy","Female","1540","1400","42470","39540"
"In post","2021","40-49","Department for Business, Energy and Industrial Strategy","Male","1520","1490","46790","43700"
"In post","2021","40-49","Department for Digital, Culture, Media and Sport","Female","150","140","57440","55650"
"In post","2021","40-49","Department for Digital, Culture, Media and Sport","Male","130","130","58560","58760"
"In post","2021","40-49","Department for Education","Female","1230","1130","47140","46170"
"In post","2021","40-49","Department for Education","Male","890","880","48280","49860"
"In post","2021","40-49","Department for Environment, Food and Rural Affairs","Female","1750","1550","37240","34080"
"In post","2021","40-49","Department for Environment, Food and Rural Affairs","Male","1310","1300","39460","36520"
"In post","2021","40-49","Department for International Trade","Female","210","200","51320","51970"
"In post","2021","40-49","Department for International Trade","Male","240","240","55140","53030"
"In post","2021","40-49","Department for Transport","Female","1730","1540","32600","26780"
"In post","2021","40-49","Department for Transport","Male","2140","2120","37200","31380"
"In post","2021","40-49","Department for Work and Pensions","Female","14590","12540","27930","27570"
"In post","2021","40-49","Department for Work and Pensions","Male","7750","7590","30010","27570"
"In post","2021","40-49","Department of Health and Social Care","Female","1860","1680","48120","45150"
"In post","2021","40-49","Department of Health and Social Care","Male","990","970","53310","51200"
"In post","2021","40-49","ESTYN","Female","[c]","[c]","[c]","[c]"
"In post","2021","40-49","ESTYN","Male","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Food Standards Agency","Female","160","150","42680","39300"
"In post","2021","40-49","Food Standards Agency","Male","200","200","38730","36990"
"In post","2021","40-49","Foreign, Commonwealth and Development Office","Female","1090","1040","52250","54470"
"In post","2021","40-49","Foreign, Commonwealth and Development Office","Male","1140","1130","52650","54370"
"In post","2021","40-49","HM Land Registry","Female","790","710","32160","27130"
"In post","2021","40-49","HM Land Registry","Male","470","470","36120","33840"
"In post","2021","40-49","HM Revenue and Customs","Female","7760","6870","31520","27230"
"In post","2021","40-49","HM Revenue and Customs","Male","6900","6790","33860","31810"
"In post","2021","40-49","HM Treasury","Female","210","190","53100","49750"
"In post","2021","40-49","HM Treasury","Male","190","190","61500","60490"
"In post","2021","40-49","Home Office","Female","4750","4250","33590","28850"
"In post","2021","40-49","Home Office","Male","4290","4220","34190","28850"
"In post","2021","40-49","Ministry of Defence","Female","5490","5120","35060","33300"
"In post","2021","40-49","Ministry of Defence","Male","6650","6610","38360","37320"
"In post","2021","40-49","Ministry of Housing, Communities and Local Government","Female","420","380","47960","47660"
"In post","2021","40-49","Ministry of Housing, Communities and Local Government","Male","390","390","50260","47660"
"In post","2021","40-49","Ministry of Justice","Female","9790","8860","31320","27700"
"In post","2021","40-49","Ministry of Justice","Male","7490","7380","32750","31650"
"In post","2021","40-49","National Crime Agency","Female","690","650","40330","38440"
"In post","2021","40-49","National Crime Agency","Male","690","690","44830","43380"
"In post","2021","40-49","Northern Ireland Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Northern Ireland Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Office for Standards in Education","Female","330","310","51110","51360"
"In post","2021","40-49","Office for Standards in Education","Male","180","180","54280","51360"
"In post","2021","40-49","Office of Gas and Electricity Markets","Female","120","110","53830","51320"
"In post","2021","40-49","Office of Gas and Electricity Markets","Male","140","130","57080","56000"
"In post","2021","40-49","Office of Qualifications and Examinations Regulation","Female","50","40","[c]","[c]"
"In post","2021","40-49","Office of Qualifications and Examinations Regulation","Male","40","40","[c]","[c]"
"In post","2021","40-49","Office of Rail and Road","Female","50","40","[c]","[c]"
"In post","2021","40-49","Office of Rail and Road","Male","40","40","[c]","[c]"
"In post","2021","40-49","Other Cabinet Office Agencies","Female","120","110","42230","38470"
"In post","2021","40-49","Other Cabinet Office Agencies","Male","140","140","46050","41590"
"In post","2021","40-49","Scotland Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Scotland Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Scottish Government","Female","2900","2660","40570","35110"
"In post","2021","40-49","Scottish Government","Male","2360","2340","40990","35330"
"In post","2021","40-49","The National Archives","Female","80","70","40480","37770"
"In post","2021","40-49","The National Archives","Male","70","60","38560","35150"
"In post","2021","40-49","UK Export Finance","Female","40","40","[c]","[c]"
"In post","2021","40-49","UK Export Finance","Male","70","70","59360","56570"
"In post","2021","40-49","UK Supreme Court","Female","[c]","[c]","[c]","[c]"
"In post","2021","40-49","UK Supreme Court","Male","[c]","[c]","[c]","[c]"
"In post","2021","40-49","United Kingdom Statistics Authority","Female","620","550","35280","32240"
"In post","2021","40-49","United Kingdom Statistics Authority","Male","450","430","41410","36840"
"In post","2021","40-49","United Kingdom Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Wales Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Wales Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Water Services Regulation Authority","Female","60","50","60090","50580"
"In post","2021","40-49","Water Services Regulation Authority","Male","50","50","[c]","[c]"
"In post","2021","40-49","Welsh Government","Female","1020","950","43180","37410"
"In post","2021","40-49","Welsh Government","Male","660","650","45140","41560"
"In post","2021","50-59","Attorney General's Departments","Female","1800","1640","46170","43390"
"In post","2021","50-59","Attorney General's Departments","Male","1090","1070","52650","55610"
"In post","2021","50-59","Cabinet Office","Female","750","730","51760","49700"
"In post","2021","50-59","Cabinet Office","Male","760","750","61890","56190"
"In post","2021","50-59","Chancellor's other departments","Female","40","30","[c]","[c]"
"In post","2021","50-59","Chancellor's other departments","Male","50","50","[c]","[c]"
"In post","2021","50-59","Charity Commission","Female","70","70","34850","29690"
"In post","2021","50-59","Charity Commission","Male","50","40","[c]","[c]"
"In post","2021","50-59","Competition and Markets Authority","Female","70","60","64580","59940"
"In post","2021","50-59","Competition and Markets Authority","Male","90","80","70920","59940"
"In post","2021","50-59","Department for Business, Energy and Industrial Strategy","Female","1350","1260","38540","34500"
"In post","2021","50-59","Department for Business, Energy and Industrial Strategy","Male","1550","1530","45700","42290"
"In post","2021","50-59","Department for Digital, Culture, Media and Sport","Female","80","80","53910","52130"
"In post","2021","50-59","Department for Digital, Culture, Media and Sport","Male","90","90","54260","52250"
"In post","2021","50-59","Department for Education","Female","990","940","44030","39080"
"In post","2021","50-59","Department for Education","Male","720","720","49970","50190"
"In post","2021","50-59","Department for Environment, Food and Rural Affairs","Female","1400","1310","35770","30580"
"In post","2021","50-59","Department for Environment, Food and Rural Affairs","Male","1280","1260","40170","36970"
"In post","2021","50-59","Department for International Trade","Female","190","190","47420","40840"
"In post","2021","50-59","Department for International Trade","Male","260","250","50050","43560"
"In post","2021","50-59","Department for Transport","Female","1790","1600","30520","26700"
"In post","2021","50-59","Department for Transport","Male","2410","2360","36210","30720"
"In post","2021","50-59","Department for Work and Pensions","Female","22700","19900","27780","27570"
"In post","2021","50-59","Department for Work and Pensions","Male","10480","10120","30470","27570"
"In post","2021","50-59","Department of Health and Social Care","Female","1640","1510","49730","42760"
"In post","2021","50-59","Department of Health and Social Care","Male","910","880","57860","53100"
"In post","2021","50-59","ESTYN","Female","[c]","[c]","[c]","[c]"
"In post","2021","50-59","ESTYN","Male","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Food Standards Agency","Female","120","120","41470","37910"
"In post","2021","50-59","Food Standards Agency","Male","320","310","35080","29090"
"In post","2021","50-59","Foreign, Commonwealth and Development Office","Female","920","880","48690","43320"
"In post","2021","50-59","Foreign, Commonwealth and Development Office","Male","1140","1130","54060","52400"
"In post","2021","50-59","HM Land Registry","Female","1520","1320","31360","27130"
"In post","2021","50-59","HM Land Registry","Male","920","880","34310","33840"
"In post","2021","50-59","HM Revenue and Customs","Female","11620","10270","31590","28130"
"In post","2021","50-59","HM Revenue and Customs","Male","8450","8170","35460","31810"
"In post","2021","50-59","HM Treasury","Female","180","170","47280","42830"
"In post","2021","50-59","HM Treasury","Male","190","190","58410","53750"
"In post","2021","50-59","Home Office","Female","4750","4320","31740","27370"
"In post","2021","50-59","Home Office","Male","4690","4440","34170","29080"
"In post","2021","50-59","Ministry of Defence","Female","7240","6930","32110","27560"
"In post","2021","50-59","Ministry of Defence","Male","12170","12070","36680","33630"
"In post","2021","50-59","Ministry of Housing, Communities and Local Government","Female","370","350","46730","43670"
"In post","2021","50-59","Ministry of Housing, Communities and Local Government","Male","380","380","48660","47660"
"In post","2021","50-59","Ministry of Justice","Female","11110","10260","29340","24800"
"In post","2021","50-59","Ministry of Justice","Male","10270","9910","33750","31650"
"In post","2021","50-59","National Crime Agency","Female","460","440","40870","38880"
"In post","2021","50-59","National Crime Agency","Male","1090","1080","45390","43450"
"In post","2021","50-59","Northern Ireland Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Northern Ireland Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Office for Standards in Education","Female","390","380","55790","51360"
"In post","2021","50-59","Office for Standards in Education","Male","160","150","59800","64500"
"In post","2021","50-59","Office of Gas and Electricity Markets","Female","70","60","48280","40720"
"In post","2021","50-59","Office of Gas and Electricity Markets","Male","70","70","60710","61000"
"In post","2021","50-59","Office of Qualifications and Examinations Regulation","Female","30","30","[c]","[c]"
"In post","2021","50-59","Office of Qualifications and Examinations Regulation","Male","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Office of Rail and Road","Male","60","60","65640","63230"
"In post","2021","50-59","Other Cabinet Office Agencies","Female","130","120","40130","35760"
"In post","2021","50-59","Other Cabinet Office Agencies","Male","120","120","50390","46920"
"In post","2021","50-59","Scotland Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Scotland Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Scottish Government","Female","2840","2640","39370","33650"
"In post","2021","50-59","Scottish Government","Male","3300","3200","39840","33650"
"In post","2021","50-59","The National Archives","Female","60","50","35370","33940"
"In post","2021","50-59","The National Archives","Male","80","80","40540","36900"
"In post","2021","50-59","UK Export Finance","Female","40","40","[c]","[c]"
"In post","2021","50-59","UK Export Finance","Male","70","70","67360","54210"
"In post","2021","50-59","UK Supreme Court","Female","[c]","[c]","[c]","[c]"
"In post","2021","50-59","UK Supreme Court","Male","[c]","[c]","[c]","[c]"
"In post","2021","50-59","United Kingdom Statistics Authority","Female","720","610","30070","23520"
"In post","2021","50-59","United Kingdom Statistics Authority","Male","530","460","34600","30130"
"In post","2021","50-59","Wales Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Wales Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Water Services Regulation Authority","Female","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Welsh Government","Female","980","920","42840","37410"
"In post","2021","50-59","Welsh Government","Male","700","680","47600","47000"
"In post","2021","60-64","Attorney General's Departments","Female","310","260","43050","33740"
"In post","2021","60-64","Attorney General's Departments","Male","230","200","54330","55610"
