"Status","Year","Parent_department","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","Unknown","160","50","45370","43700"
"Leaver CS","2021","HM Land Registry","Heterosexual / straight","140","110","31140","27130"
"Leaver CS","2021","HM Land Registry","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","Unknown","90","80","31820","27130"
"Leaver CS","2021","HM Revenue and Customs","Heterosexual / straight","130","100","31060","26000"
"Leaver CS","2021","HM Revenue and Customs","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs","Unknown","5540","4650","26880","24500"
"Leaver CS","2021","HM Treasury","Heterosexual / straight","90","80","[c]","[c]"
"Leaver CS","2021","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office","Heterosexual / straight","960","830","30120","25350"
"Leaver CS","2021","Home Office","LGBO","40","40","[c]","[c]"
"Leaver CS","2021","Home Office","Undeclared","190","160","32650","28000"
"Leaver CS","2021","Home Office","Unknown","140","130","27030","24880"
"Leaver CS","2021","Ministry of Defence","Heterosexual / straight","2160","2030","32200","29200"
"Leaver CS","2021","Ministry of Defence","LGBO","100","100","29140","25000"
"Leaver CS","2021","Ministry of Defence","Undeclared","350","320","33950","32530"
"Leaver CS","2021","Ministry of Defence","Unknown","610","590","31560","28980"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Heterosexual / straight","100","90","41590","38880"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Unknown","30","30","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Heterosexual / straight","3300","2980","26430","21170"
"Leaver CS","2021","Ministry of Justice","LGBO","220","210","30170","20980"
"Leaver CS","2021","Ministry of Justice","Undeclared","470","410","27290","20670"
"Leaver CS","2021","Ministry of Justice","Unknown","1880","1710","24610","20280"
"Leaver CS","2021","National Crime Agency","Heterosexual / straight","120","120","45040","43030"
"Leaver CS","2021","National Crime Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Unknown","40","40","[c]","[c]"
"Leaver CS","2021","Northern Ireland Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","Heterosexual / straight","100","90","53030","51360"
"Leaver CS","2021","Office for Standards in Education","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Heterosexual / straight","30","30","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Unknown","50","40","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other Cabinet Office Agencies","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other Cabinet Office Agencies","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other Cabinet Office Agencies","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other Cabinet Office Agencies","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government","Heterosexual / straight","330","300","38480","33650"
"Leaver CS","2021","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government","Undeclared","140","120","29900","22820"
"Leaver CS","2021","Scottish Government","Unknown","460","410","34530","30160"
"Leaver CS","2021","The National Archives","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","The National Archives","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","The National Archives","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","The National Archives","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Supreme Court","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Supreme Court","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Supreme Court","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Supreme Court","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Heterosexual / straight","150","120","29170","23050"
"Leaver CS","2021","United Kingdom Statistics Authority","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Unknown","140","120","27960","20830"
"Leaver CS","2021","Wales Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Welsh Government","Heterosexual / straight","120","100","43830","37410"
"Leaver CS","2021","Welsh Government","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Welsh Government","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Attorney General's Departments","Heterosexual / straight","460","420","42930","40800"
"Leaver CS","2022","Attorney General's Departments","LGBO","40","40","[c]","[c]"
"Leaver CS","2022","Attorney General's Departments","Undeclared","40","30","[c]","[c]"
"Leaver CS","2022","Attorney General's Departments","Unknown","130","120","48240","51790"
"Leaver CS","2022","Cabinet Office","Heterosexual / straight","380","360","47630","40600"
"Leaver CS","2022","Cabinet Office","LGBO","40","40","[c]","[c]"
"Leaver CS","2022","Cabinet Office","Undeclared","40","40","[c]","[c]"
"Leaver CS","2022","Cabinet Office","Unknown","360","350","51850","43080"
"Leaver CS","2022","Chancellor's other departments","Heterosexual / straight","40","40","[c]","[c]"
"Leaver CS","2022","Chancellor's other departments","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Chancellor's other departments","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Chancellor's other departments","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","Unknown","40","30","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Heterosexual / straight","80","80","53800","54320"
"Leaver CS","2022","Competition and Markets Authority","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","440","410","40520","38040"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","LGBO","50","50","40090","33610"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Undeclared","90","90","39730","38310"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Unknown","250","210","31940","26200"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Heterosexual / straight","100","100","42550","36000"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","Heterosexual / straight","280","270","43320","36980"
"Leaver CS","2022","Department for Education","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","Undeclared","30","30","[c]","[c]"
"Leaver CS","2022","Department for Education","Unknown","120","110","38620","35620"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Heterosexual / straight","530","500","30030","25100"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","LGBO","60","60","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Undeclared","70","60","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Unknown","290","270","27760","24920"
"Leaver CS","2022","Department for International Trade","Heterosexual / straight","100","100","[c]","[c]"
"Leaver CS","2022","Department for International Trade","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Unknown","100","100","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Heterosexual / straight","160","160","44910","39910"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Unknown","40","40","[c]","[c]"
"Leaver CS","2022","Department for Transport","Heterosexual / straight","660","600","33750","26840"
"Leaver CS","2022","Department for Transport","LGBO","50","50","30000","26780"
"Leaver CS","2022","Department for Transport","Undeclared","210","170","28710","26780"
"Leaver CS","2022","Department for Transport","Unknown","360","340","28130","26130"
"Leaver CS","2022","Department for Work and Pensions","Heterosexual / straight","5780","5140","27370","27570"
"Leaver CS","2022","Department for Work and Pensions","LGBO","490","470","26870","27570"
"Leaver CS","2022","Department for Work and Pensions","Undeclared","630","520","28070","27570"
"Leaver CS","2022","Department for Work and Pensions","Unknown","1960","1670","26970","27570"
"Leaver CS","2022","Department of Health and Social Care","Heterosexual / straight","1870","1560","41390","36330"
"Leaver CS","2022","Department of Health and Social Care","LGBO","130","110","37930","29270"
"Leaver CS","2022","Department of Health and Social Care","Undeclared","730","300","42910","37480"
"Leaver CS","2022","Department of Health and Social Care","Unknown","470","440","50090","41520"
"Leaver CS","2022","Estyn","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Estyn","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Heterosexual / straight","60","50","35080","30810"
"Leaver CS","2022","Food Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Heterosexual / straight","140","130","46720","39600"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Unknown","260","60","47700","41740"
"Leaver CS","2022","HM Land Registry","Heterosexual / straight","220","190","33790","30600"
"Leaver CS","2022","HM Land Registry","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Undeclared","30","20","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Unknown","140","120","31200","27130"
"Leaver CS","2022","HM Revenue and Customs","Heterosexual / straight","240","200","31450","26820"
"Leaver CS","2022","HM Revenue and Customs","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Undeclared","40","40","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Unknown","4680","3950","28880","22080"
"Leaver CS","2022","HM Treasury","Heterosexual / straight","170","170","[c]","[c]"
"Leaver CS","2022","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","Undeclared","30","30","[c]","[c]"
"Leaver CS","2022","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Heterosexual / straight","1440","1210","31970","26900"
"Leaver CS","2022","Home Office","LGBO","70","70","31170","25630"
"Leaver CS","2022","Home Office","Undeclared","250","200","33000","28670"
"Leaver CS","2022","Home Office","Unknown","320","310","30960","27370"
"Leaver CS","2022","Ministry of Defence","Heterosexual / straight","3360","3170","32430","29230"
"Leaver CS","2022","Ministry of Defence","LGBO","120","120","31480","26670"
"Leaver CS","2022","Ministry of Defence","Undeclared","570","530","34170","33300"
"Leaver CS","2022","Ministry of Defence","Unknown","990","940","32370","30370"
"Leaver CS","2022","Ministry of Justice","Heterosexual / straight","5830","5350","27960","21490"
"Leaver CS","2022","Ministry of Justice","LGBO","510","490","26120","21170"
"Leaver CS","2022","Ministry of Justice","Undeclared","590","520","28210","21400"
"Leaver CS","2022","Ministry of Justice","Unknown","2850","2620","24890","21090"
"Leaver CS","2022","National Crime Agency","Heterosexual / straight","240","230","41910","39730"
"Leaver CS","2022","National Crime Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Unknown","40","40","[c]","[c]"
"Leaver CS","2022","Northern Ireland Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Heterosexual / straight","150","140","52820","51360"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Heterosexual / straight","130","120","41910","36940"
"Leaver CS","2022","Office of Gas and Electricity Markets","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Unknown","90","80","51120","46250"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Scotland","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Wales","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Heterosexual / straight","530","480","39090","35000"
"Leaver CS","2022","Scottish Government","LGBO","40","40","[c]","[c]"
"Leaver CS","2022","Scottish Government","Undeclared","30","30","[c]","[c]"
"Leaver CS","2022","Scottish Government","Unknown","830","740","33370","30020"
"Leaver CS","2022","The National Archives","Heterosexual / straight","30","30","[c]","[c]"
"Leaver CS","2022","The National Archives","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Heterosexual / straight","40","40","[c]","[c]"
"Leaver CS","2022","UK Export Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Heterosexual / straight","330","270","27590","23050"
"Leaver CS","2022","UK Statistics Authority","LGBO","30","30","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Undeclared","30","30","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Unknown","180","160","28320","23630"
"Leaver CS","2022","UK Supreme Court","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","Heterosexual / straight","200","170","42130","37410"
"Leaver CS","2022","Welsh Government","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Heterosexual / straight","140","130","41090","33090"
"Leaver Dept.","2021","Attorney General's Departments","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","Heterosexual / straight","640","630","42030","34550"
"Leaver Dept.","2021","Cabinet Office","LGBO","90","90","41610","34550"
"Leaver Dept.","2021","Cabinet Office","Undeclared","100","90","40590","33730"
"Leaver Dept.","2021","Cabinet Office","Unknown","560","560","36930","32000"
"Leaver Dept.","2021","Chancellor's other departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chancellor's other departments","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chancellor's other departments","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","370","340","44890","40050"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","LGBO","50","40","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Undeclared","40","40","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Unknown","170","160","38890","34980"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Heterosexual / straight","110","110","48910","49600"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Unknown","50","50","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Heterosexual / straight","180","170","42710","38400"
"Leaver Dept.","2021","Department for Education","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Unknown","540","530","38290","34730"
"Leaver Dept.","2021","Department for International Trade","Heterosexual / straight","120","120","45500","38540"
"Leaver Dept.","2021","Department for International Trade","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Unknown","120","120","41200","38300"
"Leaver Dept.","2021","Department for Transport","Heterosexual / straight","260","260","37730","34510"
"Leaver Dept.","2021","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Undeclared","40","40","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Unknown","90","90","34890","34330"
"Leaver Dept.","2021","Department for Work and Pensions","Heterosexual / straight","880","850","30590","27570"
"Leaver Dept.","2021","Department for Work and Pensions","LGBO","70","70","29870","27570"
"Leaver Dept.","2021","Department for Work and Pensions","Undeclared","90","80","30800","27570"
"Leaver Dept.","2021","Department for Work and Pensions","Unknown","350","340","29940","27570"
"Leaver Dept.","2021","Department of Health and Social Care","Heterosexual / straight","50","40","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Unknown","160","[c]","[c]","[c]"
"Leaver Dept.","2021","ESTYN","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","ESTYN","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Heterosexual / straight","30","30","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Heterosexual / straight","50","40","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Unknown","290","40","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Heterosexual / straight","40","40","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Unknown","1650","1600","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Heterosexual / straight","110","110","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Heterosexual / straight","840","800","35540","29860"
"Leaver Dept.","2021","Home Office","LGBO","60","60","33820","28670"
"Leaver Dept.","2021","Home Office","Undeclared","100","90","39080","34520"
"Leaver Dept.","2021","Home Office","Unknown","80","80","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Heterosexual / straight","650","640","36930","33290"
"Leaver Dept.","2021","Ministry of Defence","LGBO","50","50","35770","32430"
"Leaver Dept.","2021","Ministry of Defence","Undeclared","60","60","36520","33690"
"Leaver Dept.","2021","Ministry of Defence","Unknown","110","100","40870","40450"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Heterosexual / straight","260","260","41000","34000"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","LGBO","40","40","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Unknown","50","50","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Heterosexual / straight","950","930","32500","26550"
"Leaver Dept.","2021","Ministry of Justice","LGBO","80","80","29530","26410"
"Leaver Dept.","2021","Ministry of Justice","Undeclared","90","90","36480","30850"
"Leaver Dept.","2021","Ministry of Justice","Unknown","190","180","32900","30800"
"Leaver Dept.","2021","National Crime Agency","Heterosexual / straight","40","40","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
