"Status","Year","Function_of_post","Ethnicity","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Commercial","Chinese","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Chinese","London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Chinese","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Chinese","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Chinese","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Chinese","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Chinese","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Chinese","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Chinese","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Chinese","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Chinese","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Chinese","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Chinese","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Mixed","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Mixed","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Mixed","London","40","40","[c]","[c]"
"In post","2021","Commercial","Mixed","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Mixed","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Mixed","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Mixed","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Mixed","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Mixed","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Mixed","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Mixed","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Mixed","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Mixed","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Other ethnicity","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Other ethnicity","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Other ethnicity","London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Other ethnicity","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Other ethnicity","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Other ethnicity","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Other ethnicity","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Other ethnicity","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Other ethnicity","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Other ethnicity","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Other ethnicity","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Other ethnicity","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Other ethnicity","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Undeclared","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Undeclared","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Undeclared","London","50","50","48660","42130"
"In post","2021","Commercial","Undeclared","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Undeclared","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Undeclared","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Undeclared","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Undeclared","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Undeclared","South East (England)","40","30","[c]","[c]"
"In post","2021","Commercial","Undeclared","South West (England)","90","80","43500","40580"
"In post","2021","Commercial","Undeclared","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Undeclared","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Undeclared","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Unknown","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Unknown","East of England","60","50","53800","52410"
"In post","2021","Commercial","Unknown","London","660","640","70470","64500"
"In post","2021","Commercial","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Unknown","North West (England)","220","220","51270","49700"
"In post","2021","Commercial","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Unknown","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Unknown","Scotland","120","120","41650","39190"
"In post","2021","Commercial","Unknown","South East (England)","90","90","55980","53320"
"In post","2021","Commercial","Unknown","South West (England)","160","160","55210","49700"
"In post","2021","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Unknown","Wales","40","40","[c]","[c]"
"In post","2021","Commercial","Unknown","West Midlands (England)","60","60","48010","46200"
"In post","2021","Commercial","Unknown","Yorkshire and The Humber","160","160","52840","50550"
"In post","2021","Commercial","White","East Midlands (England)","130","120","41390","38550"
"In post","2021","Commercial","White","East of England","300","290","39160","35900"
"In post","2021","Commercial","White","London","840","820","56090","51730"
"In post","2021","Commercial","White","North East (England)","90","80","44620","41100"
"In post","2021","Commercial","White","North West (England)","490","470","40190","35760"
"In post","2021","Commercial","White","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","White","Overseas","30","30","[c]","[c]"
"In post","2021","Commercial","White","Scotland","250","240","36500","33930"
"In post","2021","Commercial","White","South East (England)","500","480","36750","33630"
"In post","2021","Commercial","White","South West (England)","1060","1020","40480","38300"
"In post","2021","Commercial","White","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","White","Wales","300","280","34750","31150"
"In post","2021","Commercial","White","West Midlands (England)","220","220","38950","34800"
"In post","2021","Commercial","White","Yorkshire and The Humber","270","260","42020","37940"
"In post","2021","Communications","Asian","East Midlands (England)","40","40","[c]","[c]"
"In post","2021","Communications","Asian","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Asian","London","200","200","37820","33560"
"In post","2021","Communications","Asian","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Asian","North West (England)","70","70","29040","26000"
"In post","2021","Communications","Asian","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Asian","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Asian","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Asian","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Asian","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Asian","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Asian","West Midlands (England)","50","50","[c]","[c]"
"In post","2021","Communications","Asian","Yorkshire and The Humber","80","80","28420","25560"
"In post","2021","Communications","Black","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Black","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Black","London","120","110","37130","34630"
"In post","2021","Communications","Black","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Black","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Black","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Black","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Black","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Black","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Black","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Black","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Black","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Black","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Chinese","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Chinese","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Chinese","London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Chinese","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Chinese","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Chinese","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Chinese","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Chinese","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Chinese","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Chinese","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Chinese","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Chinese","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Chinese","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Chinese","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Mixed","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Mixed","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Mixed","London","80","80","42320","39280"
"In post","2021","Communications","Mixed","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Mixed","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Mixed","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Mixed","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Mixed","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Mixed","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Mixed","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Mixed","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Mixed","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Mixed","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Other ethnicity","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Other ethnicity","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Other ethnicity","London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Other ethnicity","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Other ethnicity","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Other ethnicity","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Other ethnicity","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Other ethnicity","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Other ethnicity","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Other ethnicity","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Other ethnicity","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Other ethnicity","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Other ethnicity","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Undeclared","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Undeclared","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Undeclared","London","60","60","46010","42890"
"In post","2021","Communications","Undeclared","North East (England)","50","50","26590","25560"
"In post","2021","Communications","Undeclared","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Undeclared","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Undeclared","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Undeclared","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Undeclared","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Undeclared","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Undeclared","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Undeclared","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Unknown","East Midlands (England)","190","190","27870","25560"
"In post","2021","Communications","Unknown","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Unknown","London","590","580","44580","41160"
"In post","2021","Communications","Unknown","North East (England)","380","360","26920","25560"
"In post","2021","Communications","Unknown","North West (England)","240","230","28170","25560"
"In post","2021","Communications","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Unknown","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Unknown","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Unknown","South East (England)","50","40","[c]","[c]"
"In post","2021","Communications","Unknown","South West (England)","40","30","[c]","[c]"
"In post","2021","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Unknown","Wales","250","240","27890","25560"
"In post","2021","Communications","Unknown","West Midlands (England)","120","110","29820","25560"
"In post","2021","Communications","Unknown","Yorkshire and The Humber","290","280","29030","25560"
"In post","2021","Communications","White","East Midlands (England)","250","240","31560","27570"
"In post","2021","Communications","White","East of England","80","70","33120","30670"
"In post","2021","Communications","White","London","1380","1340","46680","42390"
"In post","2021","Communications","White","North East (England)","1060","990","28510","25560"
"In post","2021","Communications","White","North West (England)","340","320","33180","31810"
"In post","2021","Communications","White","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Communications","White","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Communications","White","Scotland","180","170","32820","31810"
"In post","2021","Communications","White","South East (England)","250","240","32910","31270"
"In post","2021","Communications","White","South West (England)","290","270","35680","33300"
"In post","2021","Communications","White","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","White","Wales","630","600","30270","25560"
"In post","2021","Communications","White","West Midlands (England)","160","160","36040","31940"
"In post","2021","Communications","White","Yorkshire and The Humber","250","240","32960","30470"
"In post","2021","Counter Fraud","Asian","East Midlands (England)","40","40","[c]","[c]"
"In post","2021","Counter Fraud","Asian","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Asian","London","270","260","35580","32520"
"In post","2021","Counter Fraud","Asian","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Asian","North West (England)","60","60","30000","27700"
"In post","2021","Counter Fraud","Asian","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Asian","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Asian","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Asian","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Asian","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Asian","West Midlands (England)","110","100","29360","25560"
"In post","2021","Counter Fraud","Asian","Yorkshire and The Humber","90","80","28840","25560"
"In post","2021","Counter Fraud","Black","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Black","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Black","London","180","170","32970","30060"
"In post","2021","Counter Fraud","Black","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Black","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Black","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Black","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Black","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Black","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Black","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Black","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Black","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Chinese","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Chinese","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Chinese","London","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Chinese","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Chinese","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Chinese","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Chinese","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Chinese","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Chinese","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Chinese","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Chinese","Wales","[c]","[c]","[c]","[c]"
