"Status","Year","Sex","Sexual_orientation","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Female","Heterosexual / straight","Department for Education","120","120","44380","39600"
"Leaver CS","2021","Female","Heterosexual / straight","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Heterosexual / straight","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Heterosexual / straight","Department for Transport","160","130","25470","21590"
"Leaver CS","2021","Female","Heterosexual / straight","Department for Work and Pensions","1510","1240","26360","26110"
"Leaver CS","2021","Female","Heterosexual / straight","Department of Health and Social Care","380","340","37260","32330"
"Leaver CS","2021","Female","Heterosexual / straight","ESTYN","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Heterosexual / straight","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Heterosexual / straight","Foreign, Commonwealth and Development Office","30","30","[c]","[c]"
"Leaver CS","2021","Female","Heterosexual / straight","HM Land Registry","90","70","30260","27130"
"Leaver CS","2021","Female","Heterosexual / straight","HM Revenue and Customs","60","50","28660","26000"
"Leaver CS","2021","Female","Heterosexual / straight","HM Treasury","40","30","[c]","[c]"
"Leaver CS","2021","Female","Heterosexual / straight","Home Office","490","390","28590","25100"
"Leaver CS","2021","Female","Heterosexual / straight","Ministry of Defence","790","720","29980","26670"
"Leaver CS","2021","Female","Heterosexual / straight","Ministry of Housing, Communities and Local Government","50","40","[c]","[c]"
"Leaver CS","2021","Female","Heterosexual / straight","Ministry of Justice","1680","1470","25120","20650"
"Leaver CS","2021","Female","Heterosexual / straight","National Crime Agency","40","30","[c]","[c]"
"Leaver CS","2021","Female","Heterosexual / straight","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Heterosexual / straight","Office for Standards in Education","60","60","50070","51360"
"Leaver CS","2021","Female","Heterosexual / straight","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Heterosexual / straight","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Heterosexual / straight","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Heterosexual / straight","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Heterosexual / straight","Scotland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Heterosexual / straight","Scottish Government","160","140","36340","30650"
"Leaver CS","2021","Female","Heterosexual / straight","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Heterosexual / straight","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Heterosexual / straight","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Heterosexual / straight","United Kingdom Statistics Authority","70","60","31000","26360"
"Leaver CS","2021","Female","Heterosexual / straight","Wales Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Heterosexual / straight","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Heterosexual / straight","Welsh Government","60","50","40550","36500"
"Leaver CS","2021","Female","LGBO","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","LGBO","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","LGBO","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","LGBO","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","LGBO","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","LGBO","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","LGBO","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","LGBO","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","LGBO","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","LGBO","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","LGBO","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","LGBO","Department for Work and Pensions","70","70","26310","25110"
"Leaver CS","2021","Female","LGBO","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","LGBO","ESTYN","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","LGBO","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","LGBO","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","LGBO","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","LGBO","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","LGBO","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","LGBO","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","LGBO","Ministry of Defence","40","40","[c]","[c]"
"Leaver CS","2021","Female","LGBO","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","LGBO","Ministry of Justice","140","140","[c]","[c]"
"Leaver CS","2021","Female","LGBO","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","LGBO","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","LGBO","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","LGBO","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","LGBO","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","LGBO","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","LGBO","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","LGBO","Scotland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","LGBO","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","LGBO","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","LGBO","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","LGBO","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","LGBO","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","LGBO","Wales Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","LGBO","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","LGBO","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","Department for Transport","70","50","26940","21590"
"Leaver CS","2021","Female","Undeclared","Department for Work and Pensions","190","150","26960","26890"
"Leaver CS","2021","Female","Undeclared","Department of Health and Social Care","60","50","39500","35430"
"Leaver CS","2021","Female","Undeclared","ESTYN","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","Home Office","90","70","30690","27240"
"Leaver CS","2021","Female","Undeclared","Ministry of Defence","120","110","29990","26670"
"Leaver CS","2021","Female","Undeclared","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","Ministry of Justice","260","220","27940","21180"
"Leaver CS","2021","Female","Undeclared","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","Scottish Government","70","60","30150","22820"
"Leaver CS","2021","Female","Undeclared","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Attorney General's Departments","60","50","52610","55610"
"Leaver CS","2021","Female","Unknown","Cabinet Office","100","90","44070","32000"
"Leaver CS","2021","Female","Unknown","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Department for Business, Energy and Industrial Strategy","90","80","33430","24700"
"Leaver CS","2021","Female","Unknown","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Department for Education","40","40","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Department for Environment, Food and Rural Affairs","290","260","31900","26520"
"Leaver CS","2021","Female","Unknown","Department for International Trade","50","50","29140","18200"
"Leaver CS","2021","Female","Unknown","Department for Transport","70","60","24420","21590"
"Leaver CS","2021","Female","Unknown","Department for Work and Pensions","1060","840","26260","26890"
"Leaver CS","2021","Female","Unknown","Department of Health and Social Care","170","60","39800","34530"
"Leaver CS","2021","Female","Unknown","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Foreign, Commonwealth and Development Office","60","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","HM Land Registry","50","40","[c]","[c]"
"Leaver CS","2021","Female","Unknown","HM Revenue and Customs","3370","2720","[c]","[c]"
"Leaver CS","2021","Female","Unknown","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Home Office","80","70","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Ministry of Defence","170","160","30610","27260"
"Leaver CS","2021","Female","Unknown","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Ministry of Justice","890","810","24050","20040"
"Leaver CS","2021","Female","Unknown","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Scotland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Scottish Government","190","170","33540","27150"
"Leaver CS","2021","Female","Unknown","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","United Kingdom Statistics Authority","60","40","26080","19130"
"Leaver CS","2021","Female","Unknown","Wales Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Heterosexual / straight","Attorney General's Departments","100","100","47150","51120"
"Leaver CS","2021","Male","Heterosexual / straight","Cabinet Office","60","60","54130","54580"
"Leaver CS","2021","Male","Heterosexual / straight","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Heterosexual / straight","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Heterosexual / straight","Competition and Markets Authority","40","30","[c]","[c]"
"Leaver CS","2021","Male","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","110","110","45430","39490"
"Leaver CS","2021","Male","Heterosexual / straight","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Heterosexual / straight","Department for Education","110","100","43100","40220"
"Leaver CS","2021","Male","Heterosexual / straight","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Heterosexual / straight","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Heterosexual / straight","Department for Transport","230","200","33840","26780"
"Leaver CS","2021","Male","Heterosexual / straight","Department for Work and Pensions","900","840","27460","25110"
"Leaver CS","2021","Male","Heterosexual / straight","Department of Health and Social Care","170","140","45870","35610"
"Leaver CS","2021","Male","Heterosexual / straight","ESTYN","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Heterosexual / straight","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Heterosexual / straight","Foreign, Commonwealth and Development Office","60","50","47700","41190"
"Leaver CS","2021","Male","Heterosexual / straight","HM Land Registry","60","50","32500","27130"
"Leaver CS","2021","Male","Heterosexual / straight","HM Revenue and Customs","70","60","33190","26500"
"Leaver CS","2021","Male","Heterosexual / straight","HM Treasury","50","50","[c]","[c]"
"Leaver CS","2021","Male","Heterosexual / straight","Home Office","480","430","31670","27240"
"Leaver CS","2021","Male","Heterosexual / straight","Ministry of Defence","1370","1310","33480","31000"
"Leaver CS","2021","Male","Heterosexual / straight","Ministry of Housing, Communities and Local Government","50","50","43270","41020"
"Leaver CS","2021","Male","Heterosexual / straight","Ministry of Justice","1620","1510","28440","21180"
"Leaver CS","2021","Male","Heterosexual / straight","National Crime Agency","90","80","46000","43710"
"Leaver CS","2021","Male","Heterosexual / straight","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Heterosexual / straight","Office for Standards in Education","30","30","[c]","[c]"
"Leaver CS","2021","Male","Heterosexual / straight","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Heterosexual / straight","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Heterosexual / straight","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Heterosexual / straight","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Heterosexual / straight","Scotland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Heterosexual / straight","Scottish Government","170","160","40500","33650"
"Leaver CS","2021","Male","Heterosexual / straight","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Heterosexual / straight","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Heterosexual / straight","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Heterosexual / straight","United Kingdom Statistics Authority","70","60","27360","19520"
"Leaver CS","2021","Male","Heterosexual / straight","Wales Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Heterosexual / straight","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Heterosexual / straight","Welsh Government","60","50","47470","37410"
"Leaver CS","2021","Male","LGBO","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","LGBO","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","LGBO","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","LGBO","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","LGBO","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","LGBO","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","LGBO","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","LGBO","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","LGBO","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","LGBO","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","LGBO","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","LGBO","Department for Work and Pensions","80","80","26320","27230"
"Leaver CS","2021","Male","LGBO","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","LGBO","ESTYN","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","LGBO","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","LGBO","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","LGBO","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","LGBO","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","LGBO","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","LGBO","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","LGBO","Ministry of Defence","60","60","31680","26670"
"Leaver CS","2021","Male","LGBO","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","LGBO","Ministry of Justice","70","70","[c]","[c]"
"Leaver CS","2021","Male","LGBO","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","LGBO","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","LGBO","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","LGBO","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","LGBO","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","LGBO","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","LGBO","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","LGBO","Scotland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","LGBO","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","LGBO","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","LGBO","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","LGBO","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","LGBO","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","LGBO","Wales Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","LGBO","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","LGBO","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Undeclared","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Undeclared","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Undeclared","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Undeclared","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Undeclared","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Undeclared","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Undeclared","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Undeclared","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Undeclared","Department for Transport","90","70","32040","26780"
"Leaver CS","2021","Male","Undeclared","Department for Work and Pensions","130","110","30220","27570"
"Leaver CS","2021","Male","Undeclared","Department of Health and Social Care","30","[c]","[c]","[c]"
"Leaver CS","2021","Male","Undeclared","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Undeclared","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Undeclared","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Undeclared","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Undeclared","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Undeclared","Home Office","100","90","34540","29220"
"Leaver CS","2021","Male","Undeclared","Ministry of Defence","230","210","36050","34260"
"Leaver CS","2021","Male","Undeclared","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Undeclared","Ministry of Justice","210","190","25910","20600"
"Leaver CS","2021","Male","Undeclared","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Undeclared","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Undeclared","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Undeclared","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Undeclared","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Undeclared","Scottish Government","60","60","29620","26210"
"Leaver CS","2021","Male","Undeclared","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Undeclared","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Undeclared","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Undeclared","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Undeclared","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Undeclared","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Attorney General's Departments","50","40","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Cabinet Office","110","100","51850","34660"
"Leaver CS","2021","Male","Unknown","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Department for Business, Energy and Industrial Strategy","150","150","38600","30960"
"Leaver CS","2021","Male","Unknown","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Department for Environment, Food and Rural Affairs","240","230","35680","29290"
"Leaver CS","2021","Male","Unknown","Department for International Trade","40","40","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Department for Transport","90","80","32310","26470"
"Leaver CS","2021","Male","Unknown","Department for Work and Pensions","580","530","28150","27570"
"Leaver CS","2021","Male","Unknown","Department of Health and Social Care","100","30","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Foreign, Commonwealth and Development Office","100","30","[c]","[c]"
"Leaver CS","2021","Male","Unknown","HM Land Registry","40","40","[c]","[c]"
"Leaver CS","2021","Male","Unknown","HM Revenue and Customs","2170","1940","27570","25500"
"Leaver CS","2021","Male","Unknown","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Home Office","60","60","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Ministry of Defence","440","430","31930","29930"
"Leaver CS","2021","Male","Unknown","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Ministry of Justice","990","910","25480","21170"
"Leaver CS","2021","Male","Unknown","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Scotland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Scottish Government","270","250","35250","32140"
"Leaver CS","2021","Male","Unknown","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","United Kingdom Statistics Authority","80","70","29220","23050"
"Leaver CS","2021","Male","Unknown","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Heterosexual / straight","Department of Health and Social Care","50","50","[c]","[c]"
"Leaver CS","2021","Unknown","Heterosexual / straight","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","LGBO","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","LGBO","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Undeclared","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Department of Health and Social Care","40","40","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Heterosexual / straight","Attorney General's Departments","300","270","41260","38000"
"Leaver CS","2022","Female","Heterosexual / straight","Cabinet Office","190","180","45670","40600"
"Leaver CS","2022","Female","Heterosexual / straight","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Heterosexual / straight","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Heterosexual / straight","Competition and Markets Authority","50","40","[c]","[c]"
"Leaver CS","2022","Female","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","210","190","36730","33640"
"Leaver CS","2022","Female","Heterosexual / straight","Department for Digital, Culture, Media and Sport","60","50","40150","34170"
"Leaver CS","2022","Female","Heterosexual / straight","Department for Education","150","140","43650","36780"
"Leaver CS","2022","Female","Heterosexual / straight","Department for Environment, Food and Rural Affairs","290","270","28380","24920"
"Leaver CS","2022","Female","Heterosexual / straight","Department for International Trade","40","40","[c]","[c]"
"Leaver CS","2022","Female","Heterosexual / straight","Department for Levelling Up, Housing and Communities","70","70","43700","39720"
