"Status","Year","Region_ITL1","Sex","Age","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Northern Ireland","Male","20-29","220","210","23130","20310"
"In post","2021","Northern Ireland","Male","30-39","440","430","27620","25560"
"In post","2021","Northern Ireland","Male","40-49","530","520","27590","25310"
"In post","2021","Northern Ireland","Male","50-59","660","640","29200","25560"
"In post","2021","Northern Ireland","Male","60-64","150","130","27490","21440"
"In post","2021","Northern Ireland","Male","65+","70","50","27310","21430"
"In post","2021","Northern Ireland","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Female","20-29","160","160","37200","34220"
"In post","2021","Overseas","Female","30-39","450","450","47480","51500"
"In post","2021","Overseas","Female","40-49","500","500","51950","54390"
"In post","2021","Overseas","Female","50-59","340","340","51910","46620"
"In post","2021","Overseas","Female","60-64","40","40","[c]","[c]"
"In post","2021","Overseas","Female","65+","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Male","20-29","150","150","37520","34500"
"In post","2021","Overseas","Male","30-39","610","610","46880","50580"
"In post","2021","Overseas","Male","40-49","680","680","52300","53760"
"In post","2021","Overseas","Male","50-59","650","640","54040","54340"
"In post","2021","Overseas","Male","60-64","150","150","55470","53950"
"In post","2021","Overseas","Male","65+","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Female","16-19","100","90","21010","20850"
"In post","2021","Scotland","Female","20-29","3640","3540","26350","25560"
"In post","2021","Scotland","Female","30-39","5600","5140","31940","28170"
"In post","2021","Scotland","Female","40-49","6010","5420","34160","28090"
"In post","2021","Scotland","Female","50-59","7750","6970","31880","27570"
"In post","2021","Scotland","Female","60-64","2080","1600","28080","25830"
"In post","2021","Scotland","Female","65+","470","340","26680","22920"
"In post","2021","Scotland","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Male","16-19","80","80","20280","20140"
"In post","2021","Scotland","Male","20-29","2880","2850","26070","24890"
"In post","2021","Scotland","Male","30-39","4740","4690","32320","29250"
"In post","2021","Scotland","Male","40-49","4730","4670","35940","31810"
"In post","2021","Scotland","Male","50-59","6960","6750","35440","32640"
"In post","2021","Scotland","Male","60-64","1950","1610","33180","28130"
"In post","2021","Scotland","Male","65+","600","470","31480","27260"
"In post","2021","Scotland","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Female","16-19","60","60","21920","21430"
"In post","2021","South East (England)","Female","20-29","2990","2940","26980","26670"
"In post","2021","South East (England)","Female","30-39","3950","3570","30660","28670"
"In post","2021","South East (England)","Female","40-49","4920","4390","32470","28670"
"In post","2021","South East (England)","Female","50-59","6800","6190","30620","27570"
"In post","2021","South East (England)","Female","60-64","1930","1570","27990","26480"
"In post","2021","South East (England)","Female","65+","660","500","26410","24340"
"In post","2021","South East (England)","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Male","16-19","70","70","22170","21430"
"In post","2021","South East (England)","Male","20-29","2730","2710","27530","27570"
"In post","2021","South East (England)","Male","30-39","3590","3560","32300","30400"
"In post","2021","South East (England)","Male","40-49","4290","4220","34450","31650"
"In post","2021","South East (England)","Male","50-59","6720","6470","34700","31810"
"In post","2021","South East (England)","Male","60-64","2170","1890","32580","29290"
"In post","2021","South East (England)","Male","65+","900","720","31300","27380"
"In post","2021","South East (England)","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Unknown","20-29","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Unknown","30-39","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Unknown","40-49","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Unknown","60-64","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Female","16-19","60","60","19840","19090"
"In post","2021","South West (England)","Female","20-29","3410","3330","26750","25850"
"In post","2021","South West (England)","Female","30-39","4840","4350","32660","30870"
"In post","2021","South West (England)","Female","40-49","5160","4600","34820","31580"
"In post","2021","South West (England)","Female","50-59","6020","5500","33110","27570"
"In post","2021","South West (England)","Female","60-64","1520","1220","29760","27570"
"In post","2021","South West (England)","Female","65+","410","300","28370","26120"
"In post","2021","South West (England)","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Male","16-19","120","120","18330","17780"
"In post","2021","South West (England)","Male","20-29","3640","3610","27620","27330"
"In post","2021","South West (England)","Male","30-39","4660","4630","35250","33290"
"In post","2021","South West (England)","Male","40-49","5200","5140","39490","37360"
"In post","2021","South West (England)","Male","50-59","7230","7090","39410","36810"
"In post","2021","South West (England)","Male","60-64","2120","1880","36400","33300"
"In post","2021","South West (England)","Male","65+","780","630","35740","32100"
"In post","2021","South West (England)","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Female","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Female","20-29","350","350","30300","29250"
"In post","2021","Unknown","Female","30-39","230","220","35420","30940"
"In post","2021","Unknown","Female","40-49","230","210","34550","30780"
"In post","2021","Unknown","Female","50-59","300","280","34020","30130"
"In post","2021","Unknown","Female","60-64","70","60","32150","27570"
"In post","2021","Unknown","Female","65+","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Male","16-19","30","30","[c]","[c]"
"In post","2021","Unknown","Male","20-29","540","540","29630","28980"
"In post","2021","Unknown","Male","30-39","550","550","37140","32700"
"In post","2021","Unknown","Male","40-49","500","490","39250","34160"
"In post","2021","Unknown","Male","50-59","690","680","41200","35380"
"In post","2021","Unknown","Male","60-64","190","180","39420","35380"
"In post","2021","Unknown","Male","65+","40","30","[c]","[c]"
"In post","2021","Wales","Female","16-19","70","60","20650","20140"
"In post","2021","Wales","Female","20-29","2870","2770","25350","23830"
"In post","2021","Wales","Female","30-39","4850","4330","29240","26810"
"In post","2021","Wales","Female","40-49","5010","4490","32160","27570"
"In post","2021","Wales","Female","50-59","5720","5140","30540","27380"
"In post","2021","Wales","Female","60-64","1680","1250","27480","23830"
"In post","2021","Wales","Female","65+","460","320","26930","22490"
"In post","2021","Wales","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Male","16-19","70","60","19920","20140"
"In post","2021","Wales","Male","20-29","2370","2350","25760","24470"
"In post","2021","Wales","Male","30-39","3800","3750","30680","27570"
"In post","2021","Wales","Male","40-49","3640","3590","35530","30640"
"In post","2021","Wales","Male","50-59","3990","3870","35590","30980"
"In post","2021","Wales","Male","60-64","1150","960","33930","28130"
"In post","2021","Wales","Male","65+","390","290","32800","27570"
"In post","2021","Wales","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Unknown","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Unknown","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Unknown","30-39","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Female","16-19","40","40","[c]","[c]"
"In post","2021","West Midlands (England)","Female","20-29","2390","2330","25080","24120"
"In post","2021","West Midlands (England)","Female","30-39","3530","3200","29060","27570"
"In post","2021","West Midlands (England)","Female","40-49","4370","3890","31700","27570"
"In post","2021","West Midlands (England)","Female","50-59","5450","4890","30030","27570"
"In post","2021","West Midlands (England)","Female","60-64","1400","1100","27630","26120"
"In post","2021","West Midlands (England)","Female","65+","320","230","25830","23180"
"In post","2021","West Midlands (England)","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Male","16-19","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Male","20-29","1900","1880","25800","25000"
"In post","2021","West Midlands (England)","Male","30-39","2780","2740","29830","27570"
"In post","2021","West Midlands (England)","Male","40-49","2830","2780","33490","29670"
"In post","2021","West Midlands (England)","Male","50-59","4010","3900","33750","30200"
"In post","2021","West Midlands (England)","Male","60-64","1110","970","31640","27570"
"In post","2021","West Midlands (England)","Male","65+","360","290","30450","27570"
"In post","2021","West Midlands (England)","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Female","16-19","50","50","21310","21010"
"In post","2021","Yorkshire and The Humber","Female","20-29","3080","3010","26280","25300"
"In post","2021","Yorkshire and The Humber","Female","30-39","4020","3560","30480","27570"
"In post","2021","Yorkshire and The Humber","Female","40-49","4870","4300","32810","27570"
"In post","2021","Yorkshire and The Humber","Female","50-59","6220","5580","31620","27570"
"In post","2021","Yorkshire and The Humber","Female","60-64","1480","1120","28040","26370"
"In post","2021","Yorkshire and The Humber","Female","65+","340","230","26610","26000"
"In post","2021","Yorkshire and The Humber","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Male","16-19","50","40","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Male","20-29","2720","2700","26110","25400"
"In post","2021","Yorkshire and The Humber","Male","30-39","3470","3430","31170","27570"
"In post","2021","Yorkshire and The Humber","Male","40-49","3760","3690","34630","31650"
"In post","2021","Yorkshire and The Humber","Male","50-59","4880","4730","34570","31650"
"In post","2021","Yorkshire and The Humber","Male","60-64","1300","1080","31490","27570"
"In post","2021","Yorkshire and The Humber","Male","65+","370","290","29810","26930"
"In post","2021","Yorkshire and The Humber","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Female","16-19","30","30","[c]","[c]"
"In post","2022","East Midlands (England)","Female","20-29","1960","1910","25950","25120"
"In post","2022","East Midlands (England)","Female","30-39","2610","2350","29650","27570"
"In post","2022","East Midlands (England)","Female","40-49","3130","2790","31930","27570"
"In post","2022","East Midlands (England)","Female","50-59","4020","3630","30810","27570"
"In post","2022","East Midlands (England)","Female","60-64","1070","860","27110","26120"
"In post","2022","East Midlands (England)","Female","65+","230","170","27720","23960"
"In post","2022","East Midlands (England)","Male","16-19","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Male","20-29","1530","1520","26330","25960"
"In post","2022","East Midlands (England)","Male","30-39","2030","2000","30430","27570"
"In post","2022","East Midlands (England)","Male","40-49","2170","2130","33150","28950"
"In post","2022","East Midlands (England)","Male","50-59","3040","2960","34010","31650"
"In post","2022","East Midlands (England)","Male","60-64","890","770","31540","27570"
"In post","2022","East Midlands (England)","Male","65+","260","200","30620","27570"
"In post","2022","East of England","Female","16-19","30","30","[c]","[c]"
"In post","2022","East of England","Female","20-29","1720","1680","26520","25480"
"In post","2022","East of England","Female","30-39","2330","2100","30250","27760"
"In post","2022","East of England","Female","40-49","2990","2640","32300","29290"
"In post","2022","East of England","Female","50-59","3950","3620","31320","27570"
"In post","2022","East of England","Female","60-64","1110","940","28860","27570"
"In post","2022","East of England","Female","65+","350","260","27240","25110"
"In post","2022","East of England","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Male","16-19","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Male","20-29","1330","1320","27070","26820"
"In post","2022","East of England","Male","30-39","1870","1850","31550","29430"
"In post","2022","East of England","Male","40-49","2300","2270","33630","30730"
"In post","2022","East of England","Male","50-59","3460","3370","34500","31650"
"In post","2022","East of England","Male","60-64","1090","950","32270","29290"
"In post","2022","East of England","Male","65+","410","310","32120","28900"
"In post","2022","East of England","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","London","Female","16-19","80","80","25620","25110"
"In post","2022","London","Female","20-29","13750","13640","36130","33550"
"In post","2022","London","Female","30-39","13570","12940","45640","41970"
"In post","2022","London","Female","40-49","12580","11580","47710","42410"
"In post","2022","London","Female","50-59","12790","12100","42830","36510"
"In post","2022","London","Female","60-64","3200","2820","37760","31880"
"In post","2022","London","Female","65+","1180","960","34580","29250"
"In post","2022","London","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","London","Male","16-19","60","60","25370","25170"
"In post","2022","London","Male","20-29","10200","10160","37340","34260"
"In post","2022","London","Male","30-39","11630","11550","46870","43430"
"In post","2022","London","Male","40-49","10190","10090","50510","45200"
"In post","2022","London","Male","50-59","11350","11200","47970","41500"
"In post","2022","London","Male","60-64","2980","2710","44620","37930"
"In post","2022","London","Male","65+","1240","1050","40830","33900"
"In post","2022","London","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","London","Unknown","20-29","[c]","[c]","[c]","[c]"
"In post","2022","London","Unknown","30-39","[c]","[c]","[c]","[c]"
"In post","2022","London","Unknown","40-49","[c]","[c]","[c]","[c]"
"In post","2022","London","Unknown","50-59","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Female","16-19","40","40","[c]","[c]"
"In post","2022","North East (England)","Female","20-29","2560","2490","26100","24920"
"In post","2022","North East (England)","Female","30-39","3760","3380","28900","26820"
"In post","2022","North East (England)","Female","40-49","4740","4180","30270","27570"
"In post","2022","North East (England)","Female","50-59","5850","5070","29230","26820"
"In post","2022","North East (England)","Female","60-64","1970","1440","26110","22080"
"In post","2022","North East (England)","Female","65+","400","280","24570","22080"
"In post","2022","North East (England)","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Male","16-19","40","40","[c]","[c]"
"In post","2022","North East (England)","Male","20-29","2040","2020","26570","25610"
"In post","2022","North East (England)","Male","30-39","3160","3120","31270","27570"
"In post","2022","North East (England)","Male","40-49","3280","3230","33570","28010"
"In post","2022","North East (England)","Male","50-59","3790","3630","32990","28920"
"In post","2022","North East (England)","Male","60-64","1160","920","29770","27570"
"In post","2022","North East (England)","Male","65+","310","230","27060","22080"
"In post","2022","North East (England)","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Female","16-19","90","90","22120","21250"
"In post","2022","North West (England)","Female","20-29","5500","5380","26420","25000"
"In post","2022","North West (England)","Female","30-39","7350","6740","29980","27570"
"In post","2022","North West (England)","Female","40-49","8840","7920","31280","27570"
"In post","2022","North West (England)","Female","50-59","11220","10130","30430","27570"
"In post","2022","North West (England)","Female","60-64","3150","2440","27250","25200"
"In post","2022","North West (England)","Female","65+","760","540","25940","22080"
"In post","2022","North West (England)","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Male","16-19","60","60","22210","21260"
"In post","2022","North West (England)","Male","20-29","4260","4230","26910","25700"
"In post","2022","North West (England)","Male","30-39","6360","6290","31200","27570"
"In post","2022","North West (England)","Male","40-49","6360","6260","33350","28000"
"In post","2022","North West (England)","Male","50-59","7600","7370","34010","29550"
"In post","2022","North West (England)","Male","60-64","2100","1760","31410","27570"
"In post","2022","North West (England)","Male","65+","650","490","30540","27380"
"In post","2022","North West (England)","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Unknown","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Female","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Female","20-29","290","280","25740","24880"
"In post","2022","Northern Ireland","Female","30-39","470","440","30220","26820"
"In post","2022","Northern Ireland","Female","40-49","520","470","30860","26820"
"In post","2022","Northern Ireland","Female","50-59","560","520","32020","28920"
"In post","2022","Northern Ireland","Female","60-64","110","90","27410","25100"
"In post","2022","Northern Ireland","Female","65+","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Male","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Male","20-29","270","260","25150","21680"
"In post","2022","Northern Ireland","Male","30-39","530","530","30100","26820"
"In post","2022","Northern Ireland","Male","40-49","570","560","30560","26820"
"In post","2022","Northern Ireland","Male","50-59","690","680","29530","25630"
"In post","2022","Northern Ireland","Male","60-64","160","140","29260","25630"
"In post","2022","Northern Ireland","Male","65+","70","60","26730","21680"
"In post","2022","Overseas","Female","20-29","180","180","35030","33230"
"In post","2022","Overseas","Female","30-39","450","440","47120","51500"
"In post","2022","Overseas","Female","40-49","510","500","52880","54470"
"In post","2022","Overseas","Female","50-59","330","320","51960","49880"
"In post","2022","Overseas","Female","60-64","50","50","[c]","[c]"
"In post","2022","Overseas","Female","65+","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Male","20-29","150","150","36440","33230"
"In post","2022","Overseas","Male","30-39","590","590","46430","49370"
"In post","2022","Overseas","Male","40-49","650","650","52330","53750"
"In post","2022","Overseas","Male","50-59","640","640","52590","52490"
"In post","2022","Overseas","Male","60-64","130","130","54110","52350"
"In post","2022","Overseas","Male","65+","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Female","16-19","70","70","21820","21250"
"In post","2022","Scotland","Female","20-29","4290","4190","27630","26820"
"In post","2022","Scotland","Female","30-39","6280","5850","33440","30450"
"In post","2022","Scotland","Female","40-49","6370","5800","35730","30040"
"In post","2022","Scotland","Female","50-59","7960","7220","33260","27570"
"In post","2022","Scotland","Female","60-64","2210","1720","29260","26820"
"In post","2022","Scotland","Female","65+","500","360","27430","24050"
"In post","2022","Scotland","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Male","16-19","70","70","21300","21250"
"In post","2022","Scotland","Male","20-29","3260","3230","27390","25930"
"In post","2022","Scotland","Male","30-39","5360","5320","33530","31540"
"In post","2022","Scotland","Male","40-49","4990","4940","37440","33080"
"In post","2022","Scotland","Male","50-59","6970","6770","36480","33370"
"In post","2022","Scotland","Male","60-64","2040","1690","34160","30040"
"In post","2022","Scotland","Male","65+","630","490","32660","27570"
"In post","2022","Scotland","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Female","16-19","60","60","23360","21790"
"In post","2022","South East (England)","Female","20-29","3200","3140","27550","26970"
"In post","2022","South East (England)","Female","30-39","4090","3710","31320","29290"
"In post","2022","South East (England)","Female","40-49","5040","4520","33740","29290"
"In post","2022","South East (England)","Female","50-59","6890","6290","31520","27570"
"In post","2022","South East (England)","Female","60-64","2090","1710","28690","26780"
"In post","2022","South East (England)","Female","65+","740","560","27710","25110"
"In post","2022","South East (England)","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Male","16-19","80","80","21670","21680"
"In post","2022","South East (England)","Male","20-29","2690","2670","27780","27010"
"In post","2022","South East (England)","Male","30-39","3700","3660","32940","30710"
"In post","2022","South East (England)","Male","40-49","4210","4150","35390","31950"
"In post","2022","South East (England)","Male","50-59","6610","6390","35530","32260"
"In post","2022","South East (England)","Male","60-64","2240","1940","33630","30210"
"In post","2022","South East (England)","Male","65+","980","780","32030","27570"
"In post","2022","South East (England)","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Unknown","20-29","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Unknown","40-49","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Female","16-19","60","60","20390","20180"
"In post","2022","South West (England)","Female","20-29","3620","3550","27390","26590"
"In post","2022","South West (England)","Female","30-39","5130","4630","33370","31990"
"In post","2022","South West (England)","Female","40-49","5290","4730","35530","32140"
"In post","2022","South West (England)","Female","50-59","6160","5640","33750","28430"
"In post","2022","South West (England)","Female","60-64","1600","1310","30250","27570"
"In post","2022","South West (England)","Female","65+","460","340","28160","26670"
"In post","2022","South West (England)","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Male","16-19","120","120","19150","18030"
"In post","2022","South West (England)","Male","20-29","3730","3710","28090","27540"
"In post","2022","South West (England)","Male","30-39","4920","4880","35550","33370"
"In post","2022","South West (England)","Male","40-49","5240","5180","39820","38070"
"In post","2022","South West (England)","Male","50-59","7320","7160","39910","37370"
"In post","2022","South West (England)","Male","60-64","2230","1980","37350","33840"
"In post","2022","South West (England)","Male","65+","830","670","34000","30520"
"In post","2022","South West (England)","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Female","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Female","20-29","300","300","29580","29250"
"In post","2022","Unknown","Female","30-39","190","180","36840","32160"
"In post","2022","Unknown","Female","40-49","210","200","35820","31060"
"In post","2022","Unknown","Female","50-59","230","210","32810","30330"
"In post","2022","Unknown","Female","60-64","70","50","32850","29200"
"In post","2022","Unknown","Female","65+","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Male","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Male","20-29","510","500","29260","28980"
"In post","2022","Unknown","Male","30-39","470","470","36720","32700"
"In post","2022","Unknown","Male","40-49","450","440","40760","35380"
"In post","2022","Unknown","Male","50-59","640","630","41760","36970"
"In post","2022","Unknown","Male","60-64","160","160","39480","36080"
"In post","2022","Unknown","Male","65+","40","30","[c]","[c]"
"In post","2022","Wales","Female","16-19","70","60","20580","19860"
"In post","2022","Wales","Female","20-29","3040","2950","26230","24630"
"In post","2022","Wales","Female","30-39","5170","4680","30320","27570"
"In post","2022","Wales","Female","40-49","5320","4790","33070","27570"
"In post","2022","Wales","Female","50-59","5790","5260","31760","27570"
"In post","2022","Wales","Female","60-64","1800","1360","27920","24630"
"In post","2022","Wales","Female","65+","530","360","27620","23570"
"In post","2022","Wales","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Wales","Male","16-19","70","60","19870","19300"
"In post","2022","Wales","Male","20-29","2460","2430","26550","25120"
"In post","2022","Wales","Male","30-39","4040","3990","31720","27570"
"In post","2022","Wales","Male","40-49","3820","3760","36350","31110"
"In post","2022","Wales","Male","50-59","4140","4030","36510","31650"
"In post","2022","Wales","Male","60-64","1210","1030","34420","29430"
"In post","2022","Wales","Male","65+","430","330","34200","28800"
"In post","2022","Wales","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Wales","Unknown","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Wales","Unknown","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Wales","Unknown","30-39","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Female","16-19","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Female","20-29","2990","2910","26080","25000"
