"Status","Year","Responsibility_level","Region_ITL2","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","AA/AO","Cornwall and Isles of Scilly","White","580","520","20830","21010"
"In post","2021","AA/AO","Cumbria","Asian","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Cumbria","Black","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Cumbria","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Cumbria","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Cumbria","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Cumbria","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Cumbria","Unknown","210","200","21740","21050"
"In post","2021","AA/AO","Cumbria","White","690","600","22030","21050"
"In post","2021","AA/AO","Derbyshire and Nottinghamshire","Asian","180","160","21040","21010"
"In post","2021","AA/AO","Derbyshire and Nottinghamshire","Black","120","110","21460","21010"
"In post","2021","AA/AO","Derbyshire and Nottinghamshire","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Derbyshire and Nottinghamshire","Mixed","70","60","21940","21010"
"In post","2021","AA/AO","Derbyshire and Nottinghamshire","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Derbyshire and Nottinghamshire","Undeclared","120","110","21340","21010"
"In post","2021","AA/AO","Derbyshire and Nottinghamshire","Unknown","710","660","21560","20140"
"In post","2021","AA/AO","Derbyshire and Nottinghamshire","White","2570","2320","22400","21010"
"In post","2021","AA/AO","Devon","Asian","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Devon","Black","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Devon","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Devon","Mixed","30","30","[c]","[c]"
"In post","2021","AA/AO","Devon","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Devon","Undeclared","120","100","22280","21010"
"In post","2021","AA/AO","Devon","Unknown","500","450","21570","21010"
"In post","2021","AA/AO","Devon","White","2410","2150","22490","21010"
"In post","2021","AA/AO","Dorset and Somerset","Asian","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Dorset and Somerset","Black","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Dorset and Somerset","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Dorset and Somerset","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Dorset and Somerset","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Dorset and Somerset","Undeclared","60","50","22530","21010"
"In post","2021","AA/AO","Dorset and Somerset","Unknown","210","200","22250","21580"
"In post","2021","AA/AO","Dorset and Somerset","White","1410","1310","22440","21010"
"In post","2021","AA/AO","East Anglia","Asian","190","150","21440","21430"
"In post","2021","AA/AO","East Anglia","Black","40","40","[c]","[c]"
"In post","2021","AA/AO","East Anglia","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","East Anglia","Mixed","70","70","23500","21500"
"In post","2021","AA/AO","East Anglia","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","East Anglia","Undeclared","170","150","23670","21440"
"In post","2021","AA/AO","East Anglia","Unknown","570","540","23610","21440"
"In post","2021","AA/AO","East Anglia","White","3900","3580","23420","21430"
"In post","2021","AA/AO","East Wales","Asian","120","100","20650","20140"
"In post","2021","AA/AO","East Wales","Black","50","50","20990","20140"
"In post","2021","AA/AO","East Wales","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","East Wales","Mixed","60","60","21220","20500"
"In post","2021","AA/AO","East Wales","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","East Wales","Undeclared","150","130","21620","21010"
"In post","2021","AA/AO","East Wales","Unknown","1120","1040","20860","20140"
"In post","2021","AA/AO","East Wales","White","4200","3780","21590","21010"
"In post","2021","AA/AO","East Yorkshire and Northern Lincolnshire","Asian","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","East Yorkshire and Northern Lincolnshire","Black","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","East Yorkshire and Northern Lincolnshire","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","East Yorkshire and Northern Lincolnshire","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","East Yorkshire and Northern Lincolnshire","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","East Yorkshire and Northern Lincolnshire","Undeclared","60","60","24870","21130"
"In post","2021","AA/AO","East Yorkshire and Northern Lincolnshire","Unknown","260","240","23000","22350"
"In post","2021","AA/AO","East Yorkshire and Northern Lincolnshire","White","1760","1580","24050","21950"
"In post","2021","AA/AO","Eastern Scotland","Asian","60","60","21420","21010"
"In post","2021","AA/AO","Eastern Scotland","Black","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Eastern Scotland","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Eastern Scotland","Mixed","30","30","[c]","[c]"
"In post","2021","AA/AO","Eastern Scotland","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Eastern Scotland","Undeclared","180","160","22810","21130"
"In post","2021","AA/AO","Eastern Scotland","Unknown","2170","2030","22020","21010"
"In post","2021","AA/AO","Eastern Scotland","White","3750","3460","22000","21010"
"In post","2021","AA/AO","Essex","Asian","40","40","[c]","[c]"
"In post","2021","AA/AO","Essex","Black","60","60","23660","24180"
"In post","2021","AA/AO","Essex","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Essex","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Essex","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Essex","Undeclared","80","70","24840","22980"
"In post","2021","AA/AO","Essex","Unknown","230","210","22940","21430"
"In post","2021","AA/AO","Essex","White","1170","1050","23760","21710"
"In post","2021","AA/AO","Gloucestershire, Wiltshire and Bath/Bristol area","Asian","100","90","21030","20920"
"In post","2021","AA/AO","Gloucestershire, Wiltshire and Bath/Bristol area","Black","60","60","21660","21010"
"In post","2021","AA/AO","Gloucestershire, Wiltshire and Bath/Bristol area","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Gloucestershire, Wiltshire and Bath/Bristol area","Mixed","60","60","22180","21010"
"In post","2021","AA/AO","Gloucestershire, Wiltshire and Bath/Bristol area","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","140","140","22750","21010"
"In post","2021","AA/AO","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","500","470","21780","21010"
"In post","2021","AA/AO","Gloucestershire, Wiltshire and Bath/Bristol area","White","2980","2760","22220","21010"
"In post","2021","AA/AO","Greater Manchester","Asian","400","360","20660","20650"
"In post","2021","AA/AO","Greater Manchester","Black","170","150","20720","20650"
"In post","2021","AA/AO","Greater Manchester","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Greater Manchester","Mixed","100","90","21030","21010"
"In post","2021","AA/AO","Greater Manchester","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Greater Manchester","Undeclared","210","180","21150","20920"
"In post","2021","AA/AO","Greater Manchester","Unknown","960","900","20970","20140"
"In post","2021","AA/AO","Greater Manchester","White","3830","3440","21480","21010"
"In post","2021","AA/AO","Hampshire and Isle of Wight","Asian","120","90","21780","21010"
"In post","2021","AA/AO","Hampshire and Isle of Wight","Black","60","50","21050","20140"
"In post","2021","AA/AO","Hampshire and Isle of Wight","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Hampshire and Isle of Wight","Mixed","60","50","21400","20920"
"In post","2021","AA/AO","Hampshire and Isle of Wight","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Hampshire and Isle of Wight","Undeclared","180","160","22570","21010"
"In post","2021","AA/AO","Hampshire and Isle of Wight","Unknown","670","560","22130","20140"
"In post","2021","AA/AO","Hampshire and Isle of Wight","White","3550","3050","22110","20920"
"In post","2021","AA/AO","Herefordshire, Worcestershire and Warwickshire","Asian","90","80","21570","21010"
"In post","2021","AA/AO","Herefordshire, Worcestershire and Warwickshire","Black","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Herefordshire, Worcestershire and Warwickshire","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Herefordshire, Worcestershire and Warwickshire","Mixed","30","30","[c]","[c]"
"In post","2021","AA/AO","Herefordshire, Worcestershire and Warwickshire","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Herefordshire, Worcestershire and Warwickshire","Undeclared","50","50","23180","21010"
"In post","2021","AA/AO","Herefordshire, Worcestershire and Warwickshire","Unknown","210","210","22910","21050"
"In post","2021","AA/AO","Herefordshire, Worcestershire and Warwickshire","White","1400","1300","23270","21050"
"In post","2021","AA/AO","Highlands and Islands","Asian","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Highlands and Islands","Black","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Highlands and Islands","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Highlands and Islands","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Highlands and Islands","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Highlands and Islands","Undeclared","30","30","[c]","[c]"
"In post","2021","AA/AO","Highlands and Islands","Unknown","130","110","22460","22820"
"In post","2021","AA/AO","Highlands and Islands","White","680","630","22350","21050"
"In post","2021","AA/AO","Inner London - East","Asian","470","410","24610","24590"
"In post","2021","AA/AO","Inner London - East","Black","640","600","26190","25110"
"In post","2021","AA/AO","Inner London - East","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Inner London - East","Mixed","90","80","26120","25110"
"In post","2021","AA/AO","Inner London - East","Other ethnicity","40","40","[c]","[c]"
"In post","2021","AA/AO","Inner London - East","Undeclared","160","140","24600","24120"
"In post","2021","AA/AO","Inner London - East","Unknown","450","420","26610","25420"
"In post","2021","AA/AO","Inner London - East","White","850","800","26330","25110"
"In post","2021","AA/AO","Inner London - West","Asian","660","610","24930","24120"
"In post","2021","AA/AO","Inner London - West","Black","900","840","25740","24490"
"In post","2021","AA/AO","Inner London - West","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Inner London - West","Mixed","160","160","25900","25110"
"In post","2021","AA/AO","Inner London - West","Other ethnicity","60","60","24960","24900"
"In post","2021","AA/AO","Inner London - West","Undeclared","160","150","25190","24060"
"In post","2021","AA/AO","Inner London - West","Unknown","780","750","25250","23990"
"In post","2021","AA/AO","Inner London - West","White","1760","1680","25860","24490"
"In post","2021","AA/AO","Kent","Asian","60","50","24350","22470"
"In post","2021","AA/AO","Kent","Black","50","50","[c]","[c]"
"In post","2021","AA/AO","Kent","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Kent","Mixed","40","40","[c]","[c]"
"In post","2021","AA/AO","Kent","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Kent","Undeclared","110","100","24440","24180"
"In post","2021","AA/AO","Kent","Unknown","410","390","25460","24180"
"In post","2021","AA/AO","Kent","White","2310","2150","25030","24180"
"In post","2021","AA/AO","Lancashire","Asian","540","470","20700","20420"
"In post","2021","AA/AO","Lancashire","Black","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Lancashire","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Lancashire","Mixed","60","50","22170","21010"
"In post","2021","AA/AO","Lancashire","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Lancashire","Undeclared","220","190","21360","21010"
"In post","2021","AA/AO","Lancashire","Unknown","810","740","21830","21010"
"In post","2021","AA/AO","Lancashire","White","4430","3940","22030","21010"
"In post","2021","AA/AO","Leicestershire, Rutland and Northamptonshire","Asian","540","460","20600","20180"
"In post","2021","AA/AO","Leicestershire, Rutland and Northamptonshire","Black","90","80","21680","21010"
"In post","2021","AA/AO","Leicestershire, Rutland and Northamptonshire","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Leicestershire, Rutland and Northamptonshire","Mixed","40","40","[c]","[c]"
"In post","2021","AA/AO","Leicestershire, Rutland and Northamptonshire","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Leicestershire, Rutland and Northamptonshire","Undeclared","110","100","21770","21010"
"In post","2021","AA/AO","Leicestershire, Rutland and Northamptonshire","Unknown","450","410","21620","21010"
"In post","2021","AA/AO","Leicestershire, Rutland and Northamptonshire","White","1680","1510","22470","21010"
"In post","2021","AA/AO","Lincolnshire","Asian","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Lincolnshire","Black","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Lincolnshire","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Lincolnshire","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Lincolnshire","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Lincolnshire","Undeclared","60","50","22810","21010"
"In post","2021","AA/AO","Lincolnshire","Unknown","80","70","22230","20670"
"In post","2021","AA/AO","Lincolnshire","White","1140","1060","22190","21010"
"In post","2021","AA/AO","Merseyside","Asian","60","50","21070","21430"
"In post","2021","AA/AO","Merseyside","Black","40","40","[c]","[c]"
"In post","2021","AA/AO","Merseyside","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Merseyside","Mixed","90","80","21180","21010"
"In post","2021","AA/AO","Merseyside","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Merseyside","Undeclared","230","190","21020","21010"
"In post","2021","AA/AO","Merseyside","Unknown","1120","1000","20860","20140"
"In post","2021","AA/AO","Merseyside","White","5590","4870","21160","21430"
"In post","2021","AA/AO","North Eastern Scotland","Asian","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","North Eastern Scotland","Black","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","North Eastern Scotland","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","North Eastern Scotland","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","North Eastern Scotland","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","North Eastern Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","North Eastern Scotland","Unknown","180","170","23890","22820"
"In post","2021","AA/AO","North Eastern Scotland","White","330","310","25940","22230"
"In post","2021","AA/AO","North Yorkshire","Asian","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","North Yorkshire","Black","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","North Yorkshire","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","North Yorkshire","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","North Yorkshire","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","North Yorkshire","Undeclared","60","50","23720","21580"
"In post","2021","AA/AO","North Yorkshire","Unknown","230","220","22820","20920"
"In post","2021","AA/AO","North Yorkshire","White","1050","980","22310","20920"
"In post","2021","AA/AO","Northern Ireland","Asian","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Northern Ireland","Black","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Northern Ireland","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Northern Ireland","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Northern Ireland","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Northern Ireland","Undeclared","40","30","[c]","[c]"
"In post","2021","AA/AO","Northern Ireland","Unknown","340","320","20350","20140"
"In post","2021","AA/AO","Northern Ireland","White","1300","1200","20870","20310"
"In post","2021","AA/AO","Northumberland and Tyne and Wear","Asian","130","110","20620","20900"
"In post","2021","AA/AO","Northumberland and Tyne and Wear","Black","50","50","20690","21010"
"In post","2021","AA/AO","Northumberland and Tyne and Wear","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Northumberland and Tyne and Wear","Mixed","50","50","20680","21010"
"In post","2021","AA/AO","Northumberland and Tyne and Wear","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Northumberland and Tyne and Wear","Undeclared","340","290","20920","21010"
"In post","2021","AA/AO","Northumberland and Tyne and Wear","Unknown","1760","1510","20520","20140"
"In post","2021","AA/AO","Northumberland and Tyne and Wear","White","6630","5540","20750","21010"
"In post","2021","AA/AO","Outer London - East and North East","Asian","200","170","24640","25110"
"In post","2021","AA/AO","Outer London - East and North East","Black","190","180","26540","25110"
"In post","2021","AA/AO","Outer London - East and North East","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Outer London - East and North East","Mixed","50","50","[c]","[c]"
"In post","2021","AA/AO","Outer London - East and North East","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Outer London - East and North East","Undeclared","70","60","24840","25110"
"In post","2021","AA/AO","Outer London - East and North East","Unknown","240","230","27190","28720"
"In post","2021","AA/AO","Outer London - East and North East","White","660","600","27190","25110"
"In post","2021","AA/AO","Outer London - South","Asian","450","400","24690","25630"
"In post","2021","AA/AO","Outer London - South","Black","360","330","24450","25630"
"In post","2021","AA/AO","Outer London - South","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Outer London - South","Mixed","60","60","24230","25630"
"In post","2021","AA/AO","Outer London - South","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Outer London - South","Undeclared","90","80","24630","25630"
"In post","2021","AA/AO","Outer London - South","Unknown","280","260","23470","24120"
"In post","2021","AA/AO","Outer London - South","White","740","670","24000","25110"
"In post","2021","AA/AO","Outer London - West and North West","Asian","650","580","24760","25110"
"In post","2021","AA/AO","Outer London - West and North West","Black","200","190","25540","25110"
"In post","2021","AA/AO","Outer London - West and North West","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Outer London - West and North West","Mixed","70","60","26020","25110"
"In post","2021","AA/AO","Outer London - West and North West","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Outer London - West and North West","Undeclared","100","90","24820","25110"
"In post","2021","AA/AO","Outer London - West and North West","Unknown","280","270","25970","24680"
"In post","2021","AA/AO","Outer London - West and North West","White","730","670","26270","25110"
"In post","2021","AA/AO","Overseas","Asian","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Overseas","Black","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Overseas","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Overseas","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Overseas","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Overseas","White","40","40","[c]","[c]"
"In post","2021","AA/AO","Shropshire and Staffordshire","Asian","90","80","21910","21010"
"In post","2021","AA/AO","Shropshire and Staffordshire","Black","40","40","[c]","[c]"
"In post","2021","AA/AO","Shropshire and Staffordshire","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Shropshire and Staffordshire","Mixed","50","50","[c]","[c]"
"In post","2021","AA/AO","Shropshire and Staffordshire","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Shropshire and Staffordshire","Undeclared","90","80","22840","21050"
"In post","2021","AA/AO","Shropshire and Staffordshire","Unknown","470","440","22350","22350"
"In post","2021","AA/AO","Shropshire and Staffordshire","White","2500","2290","22740","21050"
"In post","2021","AA/AO","South Yorkshire","Asian","170","150","21220","21430"
"In post","2021","AA/AO","South Yorkshire","Black","50","50","21570","21430"
"In post","2021","AA/AO","South Yorkshire","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","South Yorkshire","Mixed","40","40","[c]","[c]"
"In post","2021","AA/AO","South Yorkshire","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","South Yorkshire","Undeclared","110","100","22270","21060"
"In post","2021","AA/AO","South Yorkshire","Unknown","320","300","22290","21430"
"In post","2021","AA/AO","South Yorkshire","White","2380","2080","22020","21300"
"In post","2021","AA/AO","Southern Scotland","Asian","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Southern Scotland","Black","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Southern Scotland","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Southern Scotland","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Southern Scotland","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Southern Scotland","Undeclared","60","50","21550","21010"
"In post","2021","AA/AO","Southern Scotland","Unknown","750","670","21010","20140"
"In post","2021","AA/AO","Southern Scotland","White","1380","1180","21640","21010"
"In post","2021","AA/AO","Surrey, East and West Sussex","Asian","100","90","22970","22360"
"In post","2021","AA/AO","Surrey, East and West Sussex","Black","90","90","27920","26030"
"In post","2021","AA/AO","Surrey, East and West Sussex","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Surrey, East and West Sussex","Mixed","70","70","25260","23980"
"In post","2021","AA/AO","Surrey, East and West Sussex","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Surrey, East and West Sussex","Undeclared","120","100","22960","21130"
"In post","2021","AA/AO","Surrey, East and West Sussex","Unknown","380","350","25250","23970"
"In post","2021","AA/AO","Surrey, East and West Sussex","White","2140","1940","24190","21590"
"In post","2021","AA/AO","Tees Valley and Durham","Asian","60","50","21190","21010"
"In post","2021","AA/AO","Tees Valley and Durham","Black","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Tees Valley and Durham","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Tees Valley and Durham","Mixed","40","40","[c]","[c]"
"In post","2021","AA/AO","Tees Valley and Durham","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Tees Valley and Durham","Undeclared","100","90","21900","21010"
"In post","2021","AA/AO","Tees Valley and Durham","Unknown","630","590","22650","21100"
"In post","2021","AA/AO","Tees Valley and Durham","White","3830","3370","23040","21430"
"In post","2021","AA/AO","Unknown","Asian","60","50","23580","25110"
"In post","2021","AA/AO","Unknown","Black","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Unknown","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Unknown","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Unknown","Unknown","30","30","[c]","[c]"
"In post","2021","AA/AO","Unknown","White","120","110","21540","21010"
"In post","2021","AA/AO","West Central Scotland","Asian","100","80","21360","21010"
"In post","2021","AA/AO","West Central Scotland","Black","40","40","[c]","[c]"
"In post","2021","AA/AO","West Central Scotland","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","West Central Scotland","Mixed","30","30","[c]","[c]"
"In post","2021","AA/AO","West Central Scotland","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","West Central Scotland","Undeclared","260","230","22960","21010"
"In post","2021","AA/AO","West Central Scotland","Unknown","1430","1320","22180","20810"
"In post","2021","AA/AO","West Central Scotland","White","5110","4530","22120","21010"
"In post","2021","AA/AO","West Midlands","Asian","1270","1130","20570","20140"
"In post","2021","AA/AO","West Midlands","Black","360","320","20880","20650"
"In post","2021","AA/AO","West Midlands","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","West Midlands","Mixed","110","90","20650","20650"
"In post","2021","AA/AO","West Midlands","Other ethnicity","40","30","[c]","[c]"
"In post","2021","AA/AO","West Midlands","Undeclared","250","220","20980","20650"
"In post","2021","AA/AO","West Midlands","Unknown","890","830","20810","20140"
"In post","2021","AA/AO","West Midlands","White","2350","2050","21160","21010"
"In post","2021","AA/AO","West Wales and The Valleys","Asian","50","50","21050","21590"
"In post","2021","AA/AO","West Wales and The Valleys","Black","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","West Wales and The Valleys","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","West Wales and The Valleys","Mixed","50","50","21440","21590"
