"Status","Year","Region_ITL3","Region_ITL2","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Belfast","Northern Ireland","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Northern Ireland","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Northern Ireland","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Northern Ireland","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Northern Ireland","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Northern Ireland","Food Standards Agency","80","80","38880","37910"
"In post","2021","Belfast","Northern Ireland","HM Revenue and Customs","1990","1850","28520","25560"
"In post","2021","Belfast","Northern Ireland","Home Office","460","410","24980","24880"
"In post","2021","Belfast","Northern Ireland","Ministry of Defence","60","60","22200","20310"
"In post","2021","Belfast","Northern Ireland","National Crime Agency","110","110","39890","39200"
"In post","2021","Belfast","Northern Ireland","Northern Ireland Office","90","80","38110","34990"
"In post","2021","Berkshire","Berkshire, Buckinghamshire and Oxfordshire","Attorney General's Departments","140","130","43310","40000"
"In post","2021","Berkshire","Berkshire, Buckinghamshire and Oxfordshire","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Berkshire, Buckinghamshire and Oxfordshire","Department for Business, Energy and Industrial Strategy","50","40","[c]","[c]"
"In post","2021","Berkshire","Berkshire, Buckinghamshire and Oxfordshire","Department for Environment, Food and Rural Affairs","370","350","35700","31540"
"In post","2021","Berkshire","Berkshire, Buckinghamshire and Oxfordshire","Department for International Trade","120","110","47060","51860"
"In post","2021","Berkshire","Berkshire, Buckinghamshire and Oxfordshire","Department for Transport","40","40","[c]","[c]"
"In post","2021","Berkshire","Berkshire, Buckinghamshire and Oxfordshire","Department for Work and Pensions","460","420","29410","29290"
"In post","2021","Berkshire","Berkshire, Buckinghamshire and Oxfordshire","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Berkshire, Buckinghamshire and Oxfordshire","HM Revenue and Customs","310","290","34710","32520"
"In post","2021","Berkshire","Berkshire, Buckinghamshire and Oxfordshire","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Berkshire, Buckinghamshire and Oxfordshire","Home Office","50","40","[c]","[c]"
"In post","2021","Berkshire","Berkshire, Buckinghamshire and Oxfordshire","Ministry of Defence","1030","1010","34390","33300"
"In post","2021","Berkshire","Berkshire, Buckinghamshire and Oxfordshire","Ministry of Justice","270","250","27820","24020"
"In post","2021","Berkshire","Berkshire, Buckinghamshire and Oxfordshire","National Crime Agency","110","110","39480","39570"
"In post","2021","Bexley and Greenwich","Outer London - East and North East","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Outer London - East and North East","Department for Transport","60","60","33680","31830"
"In post","2021","Bexley and Greenwich","Outer London - East and North East","Department for Work and Pensions","390","360","31090","31060"
"In post","2021","Bexley and Greenwich","Outer London - East and North East","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Outer London - East and North East","Ministry of Defence","120","110","33260","33950"
"In post","2021","Bexley and Greenwich","Outer London - East and North East","Ministry of Justice","1180","1140","31830","31590"
"In post","2021","Birmingham","West Midlands","Attorney General's Departments","490","460","39820","38000"
"In post","2021","Birmingham","West Midlands","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","West Midlands","Department for Business, Energy and Industrial Strategy","670","630","33290","30390"
"In post","2021","Birmingham","West Midlands","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","West Midlands","Department for Transport","160","150","30570","26780"
"In post","2021","Birmingham","West Midlands","Department for Work and Pensions","2240","2000","27320","27570"
"In post","2021","Birmingham","West Midlands","Department of Health and Social Care","450","410","41950","35160"
"In post","2021","Birmingham","West Midlands","Food Standards Agency","70","70","39260","37910"
"In post","2021","Birmingham","West Midlands","HM Revenue and Customs","2990","2790","31300","28130"
"In post","2021","Birmingham","West Midlands","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","West Midlands","Home Office","130","120","29970","25310"
"In post","2021","Birmingham","West Midlands","Ministry of Defence","260","250","34060","33300"
"In post","2021","Birmingham","West Midlands","Ministry of Housing, Communities and Local Government","130","130","38760","36340"
"In post","2021","Birmingham","West Midlands","Ministry of Justice","3140","2930","25990","22570"
"In post","2021","Birmingham","West Midlands","National Crime Agency","410","400","37700","36410"
"In post","2021","Birmingham","West Midlands","Office for Standards in Education","150","150","55180","51360"
"In post","2021","Birmingham","West Midlands","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","West Midlands","Other Cabinet Office Agencies","70","70","38380","34800"
"In post","2021","Birmingham","West Midlands","Water Services Regulation Authority","180","170","50470","47200"
"In post","2021","Blackburn with Darwen","Lancashire","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","Lancashire","Department for Work and Pensions","350","310","26610","27570"
"In post","2021","Blackburn with Darwen","Lancashire","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","Lancashire","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","Lancashire","Ministry of Justice","110","100","26860","22920"
"In post","2021","Blackpool","Lancashire","Cabinet Office","40","40","[c]","[c]"
"In post","2021","Blackpool","Lancashire","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","Lancashire","Department for Business, Energy and Industrial Strategy","50","50","[c]","[c]"
"In post","2021","Blackpool","Lancashire","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","Lancashire","Department for Work and Pensions","4900","4470","28740","27570"
"In post","2021","Blackpool","Lancashire","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","Lancashire","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","Lancashire","Ministry of Justice","120","110","28440","23840"
"In post","2021","Bournemouth and Poole","Dorset and Somerset","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","Dorset and Somerset","Department for Work and Pensions","280","240","27400","27570"
"In post","2021","Bournemouth and Poole","Dorset and Somerset","Home Office","80","70","28110","27260"
"In post","2021","Bournemouth and Poole","Dorset and Somerset","Ministry of Defence","100","100","24170","20920"
"In post","2021","Bournemouth and Poole","Dorset and Somerset","Ministry of Justice","230","200","26750","22920"
"In post","2021","Bradford","West Yorkshire","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","West Yorkshire","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","West Yorkshire","Department for Work and Pensions","900","790","25300","27570"
"In post","2021","Bradford","West Yorkshire","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","West Yorkshire","HM Revenue and Customs","1840","1640","28530","25560"
"In post","2021","Bradford","West Yorkshire","Ministry of Justice","330","300","24850","22260"
"In post","2021","Breckland and South Norfolk","East Anglia","Department for Work and Pensions","60","50","27890","27570"
"In post","2021","Breckland and South Norfolk","East Anglia","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","East Anglia","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","East Anglia","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","East Anglia","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","East Anglia","Ministry of Justice","430","410","28320","25830"
"In post","2021","Brent","Outer London - West and North West","Department for Work and Pensions","260","240","30440","31060"
"In post","2021","Brent","Outer London - West and North West","HM Revenue and Customs","140","130","37220","33750"
"In post","2021","Brent","Outer London - West and North West","Ministry of Justice","210","190","28790","24210"
"In post","2021","Bridgend and Neath Port Talbot","West Wales and The Valleys","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","West Wales and The Valleys","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","West Wales and The Valleys","Department for Work and Pensions","460","400","25730","27570"
"In post","2021","Bridgend and Neath Port Talbot","West Wales and The Valleys","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","West Wales and The Valleys","Ministry of Justice","180","160","27100","22260"
"In post","2021","Bridgend and Neath Port Talbot","West Wales and The Valleys","National Crime Agency","60","60","37280","36410"
"In post","2021","Bridgend and Neath Port Talbot","West Wales and The Valleys","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2021","Brighton and Hove","Surrey, East and West Sussex","Attorney General's Departments","110","100","42660","36240"
"In post","2021","Brighton and Hove","Surrey, East and West Sussex","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Brighton and Hove","Surrey, East and West Sussex","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Brighton and Hove","Surrey, East and West Sussex","Department for Work and Pensions","280","250","27580","27570"
"In post","2021","Brighton and Hove","Surrey, East and West Sussex","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Brighton and Hove","Surrey, East and West Sussex","Ministry of Justice","250","220","28780","22920"
"In post","2021","Bristol, City of","Gloucestershire, Wiltshire and Bath/Bristol area","Attorney General's Departments","150","150","41650","38180"
"In post","2021","Bristol, City of","Gloucestershire, Wiltshire and Bath/Bristol area","Cabinet Office","70","60","43300","38420"
"In post","2021","Bristol, City of","Gloucestershire, Wiltshire and Bath/Bristol area","Department for Business, Energy and Industrial Strategy","120","110","35460","34390"
"In post","2021","Bristol, City of","Gloucestershire, Wiltshire and Bath/Bristol area","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","Bristol, City of","Gloucestershire, Wiltshire and Bath/Bristol area","Department for Education","220","210","43730","39780"
"In post","2021","Bristol, City of","Gloucestershire, Wiltshire and Bath/Bristol area","Department for Environment, Food and Rural Affairs","860","820","39290","36520"
"In post","2021","Bristol, City of","Gloucestershire, Wiltshire and Bath/Bristol area","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Bristol, City of","Gloucestershire, Wiltshire and Bath/Bristol area","Department for Transport","430","410","34950","31790"
"In post","2021","Bristol, City of","Gloucestershire, Wiltshire and Bath/Bristol area","Department for Work and Pensions","900","790","27260","27570"
"In post","2021","Bristol, City of","Gloucestershire, Wiltshire and Bath/Bristol area","Department of Health and Social Care","360","320","40130","34660"
"In post","2021","Bristol, City of","Gloucestershire, Wiltshire and Bath/Bristol area","HM Revenue and Customs","1400","1310","35240","31810"
"In post","2021","Bristol, City of","Gloucestershire, Wiltshire and Bath/Bristol area","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Bristol, City of","Gloucestershire, Wiltshire and Bath/Bristol area","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","Bristol, City of","Gloucestershire, Wiltshire and Bath/Bristol area","Ministry of Defence","40","40","[c]","[c]"
"In post","2021","Bristol, City of","Gloucestershire, Wiltshire and Bath/Bristol area","Ministry of Housing, Communities and Local Government","880","810","43320","41020"
"In post","2021","Bristol, City of","Gloucestershire, Wiltshire and Bath/Bristol area","Ministry of Justice","830","780","26860","23970"
"In post","2021","Bristol, City of","Gloucestershire, Wiltshire and Bath/Bristol area","Office for Standards in Education","280","270","43010","35010"
"In post","2021","Bristol, City of","Gloucestershire, Wiltshire and Bath/Bristol area","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","Bristol, City of","Gloucestershire, Wiltshire and Bath/Bristol area","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","Bromley","Outer London - South","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Bromley","Outer London - South","Department for Work and Pensions","280","260","31150","31060"
"In post","2021","Bromley","Outer London - South","Ministry of Justice","160","140","25870","22450"
"In post","2021","Bromley","Outer London - South","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Buckinghamshire CC","Berkshire, Buckinghamshire and Oxfordshire","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Buckinghamshire CC","Berkshire, Buckinghamshire and Oxfordshire","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Buckinghamshire CC","Berkshire, Buckinghamshire and Oxfordshire","Department for Work and Pensions","210","190","27760","27570"
"In post","2021","Buckinghamshire CC","Berkshire, Buckinghamshire and Oxfordshire","Ministry of Defence","720","700","34160","32490"
"In post","2021","Buckinghamshire CC","Berkshire, Buckinghamshire and Oxfordshire","Ministry of Justice","730","690","30950","30400"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","Highlands and Islands","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","Highlands and Islands","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","Highlands and Islands","Department for Work and Pensions","50","50","27230","27570"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","Highlands and Islands","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","Highlands and Islands","Scottish Government","130","120","28890","28170"
"In post","2021","Calderdale and Kirklees","West Yorkshire","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Calderdale and Kirklees","West Yorkshire","Department for Work and Pensions","730","650","27080","27570"
"In post","2021","Calderdale and Kirklees","West Yorkshire","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Calderdale and Kirklees","West Yorkshire","HM Revenue and Customs","120","110","26270","21100"
"In post","2021","Calderdale and Kirklees","West Yorkshire","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Calderdale and Kirklees","West Yorkshire","Ministry of Justice","170","140","27190","23840"
"In post","2021","Cambridgeshire CC","East Anglia","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Cambridgeshire CC","East Anglia","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Cambridgeshire CC","East Anglia","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Cambridgeshire CC","East Anglia","Department for Education","40","40","[c]","[c]"
"In post","2021","Cambridgeshire CC","East Anglia","Department for Environment, Food and Rural Affairs","100","100","31940","29180"
"In post","2021","Cambridgeshire CC","East Anglia","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Cambridgeshire CC","East Anglia","Department for Transport","40","40","[c]","[c]"
"In post","2021","Cambridgeshire CC","East Anglia","Department for Work and Pensions","230","220","28320","27570"
"In post","2021","Cambridgeshire CC","East Anglia","Department of Health and Social Care","310","280","42540","34620"
"In post","2021","Cambridgeshire CC","East Anglia","HM Revenue and Customs","50","40","[c]","[c]"
"In post","2021","Cambridgeshire CC","East Anglia","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Cambridgeshire CC","East Anglia","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","Cambridgeshire CC","East Anglia","Ministry of Defence","1110","1080","34540","33300"
"In post","2021","Cambridgeshire CC","East Anglia","Ministry of Housing, Communities and Local Government","30","30","[c]","[c]"
"In post","2021","Cambridgeshire CC","East Anglia","Ministry of Justice","1310","1220","29650","29810"
"In post","2021","Cambridgeshire CC","East Anglia","Office for Standards in Education","100","100","62230","64500"
"In post","2021","Camden and City of London","Inner London - West","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Camden and City of London","Inner London - West","Cabinet Office","100","90","54190","54700"
"In post","2021","Camden and City of London","Inner London - West","Chancellor's other departments","200","190","64910","57250"
"In post","2021","Camden and City of London","Inner London - West","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Camden and City of London","Inner London - West","Department for Work and Pensions","70","70","30980","31060"
"In post","2021","Camden and City of London","Inner London - West","HM Revenue and Customs","1510","1450","38460","36160"
"In post","2021","Camden and City of London","Inner London - West","HM Treasury","160","150","57370","51980"
"In post","2021","Camden and City of London","Inner London - West","Home Office","340","330","34220","30600"
"In post","2021","Camden and City of London","Inner London - West","Ministry of Defence","120","120","35300","30750"
"In post","2021","Camden and City of London","Inner London - West","Ministry of Justice","1020","970","27810","23500"
"In post","2021","Camden and City of London","Inner London - West","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","Camden and City of London","Inner London - West","Water Services Regulation Authority","70","70","69430","66360"
"In post","2021","Cardiff and Vale of Glamorgan","East Wales","Attorney General's Departments","210","200","41090","38760"
"In post","2021","Cardiff and Vale of Glamorgan","East Wales","Cabinet Office","30","30","[c]","[c]"
"In post","2021","Cardiff and Vale of Glamorgan","East Wales","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","Cardiff and Vale of Glamorgan","East Wales","Department for Business, Energy and Industrial Strategy","1280","1180","31170","27460"
"In post","2021","Cardiff and Vale of Glamorgan","East Wales","Department for Environment, Food and Rural Affairs","100","90","29980","24920"
"In post","2021","Cardiff and Vale of Glamorgan","East Wales","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Cardiff and Vale of Glamorgan","East Wales","Department for Transport","70","60","31470","26780"
"In post","2021","Cardiff and Vale of Glamorgan","East Wales","Department for Work and Pensions","1190","1090","27830","27570"
"In post","2021","Cardiff and Vale of Glamorgan","East Wales","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Cardiff and Vale of Glamorgan","East Wales","ESTYN","110","100","58000","74730"
"In post","2021","Cardiff and Vale of Glamorgan","East Wales","Food Standards Agency","110","110","39860","37910"
"In post","2021","Cardiff and Vale of Glamorgan","East Wales","HM Revenue and Customs","4210","3890","27960","25560"
"In post","2021","Cardiff and Vale of Glamorgan","East Wales","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Cardiff and Vale of Glamorgan","East Wales","Home Office","340","320","29050","25360"
"In post","2021","Cardiff and Vale of Glamorgan","East Wales","Ministry of Defence","260","250","26710","22570"
"In post","2021","Cardiff and Vale of Glamorgan","East Wales","Ministry of Housing, Communities and Local Government","40","40","[c]","[c]"
"In post","2021","Cardiff and Vale of Glamorgan","East Wales","Ministry of Justice","1170","1090","29200","24870"
"In post","2021","Cardiff and Vale of Glamorgan","East Wales","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","Cardiff and Vale of Glamorgan","East Wales","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","Cardiff and Vale of Glamorgan","East Wales","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Cardiff and Vale of Glamorgan","East Wales","Welsh Government","2920","2760","43400","37410"
"In post","2021","Causeway Coast and Glens","Northern Ireland","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","Causeway Coast and Glens","Northern Ireland","Ministry of Defence","70","70","20730","20310"
"In post","2021","Central Bedfordshire","Bedfordshire and Hertfordshire","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Central Bedfordshire","Bedfordshire and Hertfordshire","Department for Work and Pensions","30","30","[c]","[c]"
"In post","2021","Central Bedfordshire","Bedfordshire and Hertfordshire","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Central Bedfordshire","Bedfordshire and Hertfordshire","Ministry of Defence","370","360","30570","27940"
"In post","2021","Central Hampshire","Hampshire and Isle of Wight","Cabinet Office","40","40","[c]","[c]"
"In post","2021","Central Hampshire","Hampshire and Isle of Wight","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Central Hampshire","Hampshire and Isle of Wight","Department for Environment, Food and Rural Affairs","40","40","[c]","[c]"
"In post","2021","Central Hampshire","Hampshire and Isle of Wight","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Central Hampshire","Hampshire and Isle of Wight","Department for Work and Pensions","130","110","27280","27570"
"In post","2021","Central Hampshire","Hampshire and Isle of Wight","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Central Hampshire","Hampshire and Isle of Wight","Ministry of Defence","3480","3360","37010","34610"
"In post","2021","Central Hampshire","Hampshire and Isle of Wight","Ministry of Justice","420","400","30420","29440"
"In post","2021","Central Hampshire","Hampshire and Isle of Wight","National Crime Agency","70","70","36710","36410"
"In post","2021","Central Valleys","West Wales and The Valleys","Attorney General's Departments","[c]","[c]","[c]","[c]"
