"Status","Year","Organisation","Function_of_post","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Cabinet Office (excl. agencies)","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Communications","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Communications","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Counter Fraud","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Counter Fraud","London","80","80","48820","54700"
"In post","2021","Cabinet Office (excl. agencies)","Counter Fraud","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Counter Fraud","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Digital, Data & Technology","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Digital, Data & Technology","London","880","870","52220","54700"
"In post","2021","Cabinet Office (excl. agencies)","Digital, Data & Technology","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Digital, Data & Technology","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Digital, Data & Technology","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Digital, Data & Technology","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Digital, Data & Technology","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Finance","London","90","90","46340","41820"
"In post","2021","Cabinet Office (excl. agencies)","Human Resources","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Human Resources","London","530","520","46890","41080"
"In post","2021","Cabinet Office (excl. agencies)","Human Resources","North East (England)","340","320","26930","23850"
"In post","2021","Cabinet Office (excl. agencies)","Human Resources","North West (England)","110","100","38400","37300"
"In post","2021","Cabinet Office (excl. agencies)","Human Resources","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Human Resources","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Human Resources","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Human Resources","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Human Resources","Yorkshire and The Humber","90","80","40390","38420"
"In post","2021","Cabinet Office (excl. agencies)","Legal","London","60","50","79760","79760"
"In post","2021","Cabinet Office (excl. agencies)","No function","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","No function","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","No function","London","3320","3280","42580","34550"
"In post","2021","Cabinet Office (excl. agencies)","No function","North East (England)","40","40","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","No function","North West (England)","90","90","32640","29250"
"In post","2021","Cabinet Office (excl. agencies)","No function","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","No function","Scotland","30","30","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","No function","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","No function","South West (England)","30","30","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","No function","Unknown","470","470","34850","32000"
"In post","2021","Cabinet Office (excl. agencies)","No function","Wales","50","50","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","No function","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","No function","Yorkshire and The Humber","70","70","31910","29250"
"In post","2021","Cabinet Office (excl. agencies)","Project Delivery","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Project Delivery","London","180","180","70510","64500"
"In post","2021","Cabinet Office (excl. agencies)","Project Delivery","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Project Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Project Delivery","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Property","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Property","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Property","London","70","70","53610","54700"
"In post","2021","Cabinet Office (excl. agencies)","Property","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Property","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Property","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Property","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Security","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Security","London","180","170","44930","38580"
"In post","2021","Cabinet Office (excl. agencies)","Security","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Security","North West (England)","50","40","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Security","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Security","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Security","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Security","South East (England)","110","100","30960","33300"
"In post","2021","Cabinet Office (excl. agencies)","Security","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Security","Unknown","60","60","33480","33300"
"In post","2021","Cabinet Office (excl. agencies)","Security","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Security","Yorkshire and The Humber","430","410","28870","26670"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","London","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Analysis","East of England","350","330","34300","30220"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Analysis","South West (England)","130","120","32530","29270"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Analysis","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Commercial","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Commercial","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Communications","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Communications","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Digital, Data & Technology","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Digital, Data & Technology","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Finance","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Human Resources","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","No function","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","No function","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Project Delivery","East of England","50","50","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Project Delivery","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Analysis","London","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Analysis","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Analysis","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Commercial","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Communications","London","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Communications","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Communications","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Counter Fraud","London","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Counter Fraud","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Digital, Data & Technology","London","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Digital, Data & Technology","North West (England)","40","40","[c]","[c]"
"In post","2021","Charity Commission","Digital, Data & Technology","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Finance","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Finance","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Grants Management","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Human Resources","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Human Resources","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Legal","London","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Legal","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Legal","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","No function","London","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","No function","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","No function","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","No function","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Project Delivery","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Project Delivery","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Project Delivery","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Security","London","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Security","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Unknown","London","30","30","[c]","[c]"
"In post","2021","Charity Commission","Unknown","North West (England)","180","170","30790","29160"
"In post","2021","Charity Commission","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Unknown","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Commercial","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Communications","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Digital, Data & Technology","Wales","260","250","38840","38000"
"In post","2021","Companies House","Finance","Wales","60","50","30930","27460"
"In post","2021","Companies House","Human Resources","Wales","90","80","33040","27460"
"In post","2021","Companies House","Legal","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","No function","London","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","No function","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","No function","Scotland","40","40","[c]","[c]"
"In post","2021","Companies House","No function","Wales","550","490","25630","22490"
"In post","2021","Companies House","Project Delivery","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Property","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Security","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Unknown","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Analysis","London","130","120","60780","56360"
"In post","2021","Competition and Markets Authority","Analysis","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Communications","London","40","30","[c]","[c]"
"In post","2021","Competition and Markets Authority","Digital, Data & Technology","London","60","60","57200","55860"
"In post","2021","Competition and Markets Authority","Digital, Data & Technology","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Finance","London","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Human Resources","London","40","40","[c]","[c]"
"In post","2021","Competition and Markets Authority","Legal","London","150","150","69090","72430"
"In post","2021","Competition and Markets Authority","Legal","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Project Delivery","London","340","330","61360","56630"
"In post","2021","Competition and Markets Authority","Project Delivery","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Project Delivery","Scotland","30","30","[c]","[c]"
"In post","2021","Competition and Markets Authority","Project Delivery","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Property","London","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Property","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Security","London","[c]","[c]","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Digital, Data & Technology","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Finance","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Legal","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","No function","Scotland","290","270","25500","22570"
"In post","2021","Crown Commercial Service","Commercial","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Commercial","East of England","90","80","34770","34800"
"In post","2021","Crown Commercial Service","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Commercial","North West (England)","190","180","33650","34800"
"In post","2021","Crown Commercial Service","Commercial","Wales","70","60","31160","28540"
"In post","2021","Crown Commercial Service","Commercial","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Commercial","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Communications","London","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Communications","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Digital, Data & Technology","East of England","40","40","[c]","[c]"
"In post","2021","Crown Commercial Service","Digital, Data & Technology","London","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Digital, Data & Technology","North West (England)","40","40","[c]","[c]"
"In post","2021","Crown Commercial Service","Digital, Data & Technology","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Digital, Data & Technology","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Finance","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Finance","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Finance","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Human Resources","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Human Resources","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Human Resources","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","No function","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","No function","London","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","No function","North West (England)","100","100","43810","46920"
"In post","2021","Crown Commercial Service","No function","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","No function","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","No function","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Project Delivery","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Project Delivery","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Project Delivery","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Project Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Unknown","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Unknown","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Communications","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Digital, Data & Technology","Scotland","50","50","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Finance","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Human Resources","Scotland","30","30","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Legal","Scotland","600","560","54610","52490"
"In post","2021","Crown Office and Procurator Fiscal Service","No function","Scotland","1310","1210","26860","22220"
"In post","2021","Crown Office and Procurator Fiscal Service","Security","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Analysis","London","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Analysis","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Analysis","North West (England)","[c]","[c]","[c]","[c]"
