"Status","Year","Disability","Region_ITL3","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared disabled","Bexley and Greenwich","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Bexley and Greenwich","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Bexley and Greenwich","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Bexley and Greenwich","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Bexley and Greenwich","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Bexley and Greenwich","White","130","120","30080","30780"
"In post","2021","Declared disabled","Birmingham","Asian","240","220","26590","26290"
"In post","2021","Declared disabled","Birmingham","Black","110","100","27990","27570"
"In post","2021","Declared disabled","Birmingham","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Birmingham","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Birmingham","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Birmingham","Undeclared","60","50","30230","26120"
"In post","2021","Declared disabled","Birmingham","Unknown","40","30","[c]","[c]"
"In post","2021","Declared disabled","Birmingham","White","780","710","30480","27570"
"In post","2021","Declared disabled","Blackburn with Darwen","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Blackburn with Darwen","Black","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Blackburn with Darwen","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Blackburn with Darwen","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Blackburn with Darwen","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Blackburn with Darwen","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Blackburn with Darwen","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Blackburn with Darwen","White","50","40","[c]","[c]"
"In post","2021","Declared disabled","Blackpool","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Blackpool","Black","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Blackpool","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Blackpool","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Blackpool","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Blackpool","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Blackpool","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Blackpool","White","720","640","27500","27570"
"In post","2021","Declared disabled","Bournemouth and Poole","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Bournemouth and Poole","Black","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Bournemouth and Poole","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Bournemouth and Poole","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Bournemouth and Poole","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Bournemouth and Poole","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Bournemouth and Poole","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Bournemouth and Poole","White","110","100","26340","27570"
"In post","2021","Declared disabled","Bradford","Asian","50","40","[c]","[c]"
"In post","2021","Declared disabled","Bradford","Black","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Bradford","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Bradford","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Bradford","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Bradford","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Bradford","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Bradford","White","250","200","26420","25560"
"In post","2021","Declared disabled","Breckland and South Norfolk","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Breckland and South Norfolk","Black","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Breckland and South Norfolk","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Breckland and South Norfolk","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Breckland and South Norfolk","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Breckland and South Norfolk","White","50","50","27880","27570"
"In post","2021","Declared disabled","Brent","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Brent","Black","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Brent","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Brent","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Brent","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Brent","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Brent","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Brent","White","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Bridgend and Neath Port Talbot","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Bridgend and Neath Port Talbot","Black","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Bridgend and Neath Port Talbot","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Bridgend and Neath Port Talbot","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Bridgend and Neath Port Talbot","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Bridgend and Neath Port Talbot","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Bridgend and Neath Port Talbot","White","100","90","26780","27570"
"In post","2021","Declared disabled","Brighton and Hove","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Brighton and Hove","Black","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Brighton and Hove","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Brighton and Hove","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Brighton and Hove","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Brighton and Hove","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Brighton and Hove","White","80","70","27810","27570"
"In post","2021","Declared disabled","Bristol, City of","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Bristol, City of","Black","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Bristol, City of","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Bristol, City of","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Bristol, City of","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Bristol, City of","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Bristol, City of","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Bristol, City of","White","570","530","32960","28130"
"In post","2021","Declared disabled","Bromley","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Bromley","Black","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Bromley","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Bromley","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Bromley","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Bromley","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Bromley","White","40","40","[c]","[c]"
"In post","2021","Declared disabled","Buckinghamshire CC","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Buckinghamshire CC","Black","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Buckinghamshire CC","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Buckinghamshire CC","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Buckinghamshire CC","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Buckinghamshire CC","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Buckinghamshire CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Buckinghamshire CC","White","160","150","30220","28670"
"In post","2021","Declared disabled","Caithness and Sutherland and Ross and Cromarty","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Caithness and Sutherland and Ross and Cromarty","Black","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Caithness and Sutherland and Ross and Cromarty","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Caithness and Sutherland and Ross and Cromarty","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Caithness and Sutherland and Ross and Cromarty","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Caithness and Sutherland and Ross and Cromarty","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Caithness and Sutherland and Ross and Cromarty","White","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Calderdale and Kirklees","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Calderdale and Kirklees","Black","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Calderdale and Kirklees","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Calderdale and Kirklees","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Calderdale and Kirklees","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Calderdale and Kirklees","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Calderdale and Kirklees","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Calderdale and Kirklees","White","140","120","26670","27570"
"In post","2021","Declared disabled","Cambridgeshire CC","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cambridgeshire CC","Black","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cambridgeshire CC","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cambridgeshire CC","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cambridgeshire CC","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cambridgeshire CC","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cambridgeshire CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cambridgeshire CC","White","310","290","32810","31220"
"In post","2021","Declared disabled","Camden and City of London","Asian","50","40","[c]","[c]"
"In post","2021","Declared disabled","Camden and City of London","Black","50","40","[c]","[c]"
"In post","2021","Declared disabled","Camden and City of London","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Camden and City of London","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Camden and City of London","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Camden and City of London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Camden and City of London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Camden and City of London","White","160","150","39210","36160"
"In post","2021","Declared disabled","Cardiff and Vale of Glamorgan","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cardiff and Vale of Glamorgan","Black","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cardiff and Vale of Glamorgan","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cardiff and Vale of Glamorgan","Mixed","30","30","[c]","[c]"
"In post","2021","Declared disabled","Cardiff and Vale of Glamorgan","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cardiff and Vale of Glamorgan","Undeclared","40","40","[c]","[c]"
"In post","2021","Declared disabled","Cardiff and Vale of Glamorgan","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cardiff and Vale of Glamorgan","White","960","890","31670","27570"
"In post","2021","Declared disabled","Causeway Coast and Glens","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Causeway Coast and Glens","Black","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Causeway Coast and Glens","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Causeway Coast and Glens","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Causeway Coast and Glens","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Causeway Coast and Glens","White","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Central Bedfordshire","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Central Bedfordshire","Black","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Central Bedfordshire","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Central Bedfordshire","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Central Bedfordshire","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Central Bedfordshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Central Bedfordshire","White","40","40","[c]","[c]"
"In post","2021","Declared disabled","Central Hampshire","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Central Hampshire","Black","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Central Hampshire","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Central Hampshire","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Central Hampshire","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Central Hampshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Central Hampshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Central Hampshire","White","400","380","34490","33300"
"In post","2021","Declared disabled","Central Valleys","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Central Valleys","Black","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Central Valleys","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Central Valleys","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Central Valleys","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Central Valleys","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Central Valleys","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Central Valleys","White","170","160","28830","27570"
"In post","2021","Declared disabled","Cheshire East","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cheshire East","Black","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cheshire East","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cheshire East","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cheshire East","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cheshire East","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cheshire East","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cheshire East","White","80","80","30270","27570"
"In post","2021","Declared disabled","Cheshire West and Chester","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cheshire West and Chester","Black","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cheshire West and Chester","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cheshire West and Chester","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cheshire West and Chester","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cheshire West and Chester","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cheshire West and Chester","White","80","70","25850","27570"
"In post","2021","Declared disabled","Chorley and West Lancashire","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chorley and West Lancashire","Black","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chorley and West Lancashire","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chorley and West Lancashire","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chorley and West Lancashire","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chorley and West Lancashire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chorley and West Lancashire","White","120","100","28500","27380"
"In post","2021","Declared disabled","City of Edinburgh","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","City of Edinburgh","Black","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","City of Edinburgh","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","City of Edinburgh","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","City of Edinburgh","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","City of Edinburgh","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","City of Edinburgh","Unknown","50","40","[c]","[c]"
"In post","2021","Declared disabled","City of Edinburgh","White","990","940","36490","31810"
"In post","2021","Declared disabled","Clackmannanshire and Fife","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Clackmannanshire and Fife","Black","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Clackmannanshire and Fife","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Clackmannanshire and Fife","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Clackmannanshire and Fife","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Clackmannanshire and Fife","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Clackmannanshire and Fife","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Clackmannanshire and Fife","White","140","130","29880","27570"
"In post","2021","Declared disabled","Conwy and Denbighshire","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Conwy and Denbighshire","Black","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Conwy and Denbighshire","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Conwy and Denbighshire","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Conwy and Denbighshire","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Conwy and Denbighshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Conwy and Denbighshire","White","70","60","32450","28200"
"In post","2021","Declared disabled","Cornwall and Isles of Scilly","Asian","[c]","[c]","[c]","[c]"
