"Status","Year","Profession_of_post","Sex","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Corporate Finance","Female","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Female","White","70","60","42570","37870"
"In post","2021","Corporate Finance","Male","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Male","Black","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Male","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Male","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Male","White","50","50","52650","47140"
"In post","2021","Counter Fraud","Female","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Female","Black","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Female","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Female","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Female","Unknown","70","70","38750","34790"
"In post","2021","Counter Fraud","Female","White","270","250","35180","33100"
"In post","2021","Counter Fraud","Male","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Male","Black","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Male","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Male","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Male","Unknown","100","100","42610","39490"
"In post","2021","Counter Fraud","Male","White","320","310","40170","37430"
"In post","2021","Digital, Data and Technology","Female","Asian","330","320","42430","38180"
"In post","2021","Digital, Data and Technology","Female","Black","160","150","40320","38630"
"In post","2021","Digital, Data and Technology","Female","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Female","Mixed","90","80","41240","39980"
"In post","2021","Digital, Data and Technology","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Female","Undeclared","160","150","41920","38630"
"In post","2021","Digital, Data and Technology","Female","Unknown","660","640","40400","36500"
"In post","2021","Digital, Data and Technology","Female","White","3190","3000","40430","37450"
"In post","2021","Digital, Data and Technology","Male","Asian","540","540","42330","39070"
"In post","2021","Digital, Data and Technology","Male","Black","250","250","40270","36750"
"In post","2021","Digital, Data and Technology","Male","Chinese","30","30","[c]","[c]"
"In post","2021","Digital, Data and Technology","Male","Mixed","130","130","43770","39190"
"In post","2021","Digital, Data and Technology","Male","Other ethnicity","50","50","43190","39930"
"In post","2021","Digital, Data and Technology","Male","Undeclared","530","520","42140","39820"
"In post","2021","Digital, Data and Technology","Male","Unknown","1550","1540","40510","37100"
"In post","2021","Digital, Data and Technology","Male","White","5570","5490","42990","39050"
"In post","2021","Digital, Data and Technology","Unknown","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Unknown","White","[c]","[c]","[c]","[c]"
"In post","2021","Economics","Female","Asian","70","70","46210","52360"
"In post","2021","Economics","Female","Black","[c]","[c]","[c]","[c]"
"In post","2021","Economics","Female","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Economics","Female","Mixed","40","40","[c]","[c]"
"In post","2021","Economics","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Economics","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Economics","Female","Unknown","130","130","42980","36820"
"In post","2021","Economics","Female","White","490","470","48410","49600"
"In post","2021","Economics","Male","Asian","110","110","43430","36250"
"In post","2021","Economics","Male","Black","40","40","[c]","[c]"
"In post","2021","Economics","Male","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Economics","Male","Mixed","50","50","46350","46410"
"In post","2021","Economics","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Economics","Male","Undeclared","60","60","49910","52280"
"In post","2021","Economics","Male","Unknown","280","280","43260","36160"
"In post","2021","Economics","Male","White","810","800","49480","49110"
"In post","2021","Economics","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Economics","Unknown","White","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Female","Asian","370","350","38240","35200"
"In post","2021","Finance","Female","Black","230","220","38420","35200"
"In post","2021","Finance","Female","Chinese","30","30","[c]","[c]"
"In post","2021","Finance","Female","Mixed","80","80","40710","38140"
"In post","2021","Finance","Female","Other ethnicity","40","30","[c]","[c]"
"In post","2021","Finance","Female","Undeclared","160","150","38770","35140"
"In post","2021","Finance","Female","Unknown","510","480","36360","32790"
"In post","2021","Finance","Female","White","3710","3410","38090","33300"
"In post","2021","Finance","Male","Asian","380","380","41590","38060"
"In post","2021","Finance","Male","Black","140","140","41900","39980"
"In post","2021","Finance","Male","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Male","Mixed","70","70","41640","39010"
"In post","2021","Finance","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Male","Undeclared","230","230","42590","38630"
"In post","2021","Finance","Male","Unknown","450","430","39140","35000"
"In post","2021","Finance","Male","White","2720","2670","44480","40500"
"In post","2021","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Female","Asian","300","290","37340","34640"
"In post","2021","Human Resources","Female","Black","240","230","37720","34500"
"In post","2021","Human Resources","Female","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Female","Mixed","110","110","40660","37640"
"In post","2021","Human Resources","Female","Other ethnicity","30","30","[c]","[c]"
"In post","2021","Human Resources","Female","Undeclared","140","130","36310","33300"
"In post","2021","Human Resources","Female","Unknown","460","430","35610","31810"
"In post","2021","Human Resources","Female","White","4260","3960","38590","33350"
"In post","2021","Human Resources","Male","Asian","110","110","37510","33000"
"In post","2021","Human Resources","Male","Black","50","50","38890","35900"
"In post","2021","Human Resources","Male","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Male","Mixed","50","50","[c]","[c]"
"In post","2021","Human Resources","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Male","Undeclared","80","80","37150","33350"
"In post","2021","Human Resources","Male","Unknown","210","210","36490","32730"
"In post","2021","Human Resources","Male","White","1790","1750","40390","36520"
"In post","2021","Human Resources","Unknown","White","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","Female","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","Female","Black","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","Female","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","Female","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","Female","White","540","530","63680","64500"
"In post","2021","Inspector of Education and Training","Male","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","Male","Black","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","Male","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","Male","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","Male","White","240","230","73840","75500"
"In post","2021","Intelligence Analysis","Female","Asian","110","100","32960","29480"
"In post","2021","Intelligence Analysis","Female","Black","40","40","[c]","[c]"
"In post","2021","Intelligence Analysis","Female","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Female","Mixed","40","40","[c]","[c]"
"In post","2021","Intelligence Analysis","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Female","Undeclared","60","60","33160","31360"
"In post","2021","Intelligence Analysis","Female","Unknown","120","110","44540","44830"
"In post","2021","Intelligence Analysis","Female","White","1170","1090","32610","29250"
"In post","2021","Intelligence Analysis","Male","Asian","80","80","32560","29080"
"In post","2021","Intelligence Analysis","Male","Black","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Male","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Male","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Male","Undeclared","150","140","36110","32100"
"In post","2021","Intelligence Analysis","Male","Unknown","180","180","42830","40190"
"In post","2021","Intelligence Analysis","Male","White","1370","1340","35760","32670"
"In post","2021","Internal Audit","Female","Asian","40","40","[c]","[c]"
"In post","2021","Internal Audit","Female","Black","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Female","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Female","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Female","White","290","270","43810","41300"
"In post","2021","Internal Audit","Male","Asian","40","40","[c]","[c]"
"In post","2021","Internal Audit","Male","Black","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Male","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Male","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Male","White","280","270","48210","45390"
"In post","2021","International Trade","Female","Asian","60","60","43650","38540"
"In post","2021","International Trade","Female","Black","30","30","[c]","[c]"
"In post","2021","International Trade","Female","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","Female","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","Female","Unknown","190","190","44120","39370"
"In post","2021","International Trade","Female","White","310","300","47880","48220"
"In post","2021","International Trade","Male","Asian","50","50","42010","37160"
"In post","2021","International Trade","Male","Black","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","Male","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","Male","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","Male","Unknown","240","240","46570","39070"
"In post","2021","International Trade","Male","White","450","440","49220","51710"
"In post","2021","Knowledge and Information Management","Female","Asian","70","70","34010","32330"
"In post","2021","Knowledge and Information Management","Female","Black","40","40","[c]","[c]"
"In post","2021","Knowledge and Information Management","Female","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Female","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Female","Undeclared","90","80","35910","33300"
"In post","2021","Knowledge and Information Management","Female","Unknown","80","70","35640","33040"
"In post","2021","Knowledge and Information Management","Female","White","970","910","35600","32780"
"In post","2021","Knowledge and Information Management","Male","Asian","50","50","[c]","[c]"
"In post","2021","Knowledge and Information Management","Male","Black","30","30","[c]","[c]"
"In post","2021","Knowledge and Information Management","Male","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Male","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Male","Undeclared","100","90","40350","36460"
"In post","2021","Knowledge and Information Management","Male","Unknown","90","80","37500","33550"
"In post","2021","Knowledge and Information Management","Male","White","810","790","38390","36360"
"In post","2021","Legal","Female","Asian","570","520","48370","50520"
"In post","2021","Legal","Female","Black","310","300","47850","50500"
"In post","2021","Legal","Female","Chinese","30","30","[c]","[c]"
"In post","2021","Legal","Female","Mixed","180","160","51550","51830"
"In post","2021","Legal","Female","Other ethnicity","80","70","56180","55310"
"In post","2021","Legal","Female","Undeclared","200","180","46160","43460"
"In post","2021","Legal","Female","Unknown","950","870","46100","46790"
"In post","2021","Legal","Female","White","4730","4270","49200","51250"
"In post","2021","Legal","Male","Asian","320","310","45680","46020"
"In post","2021","Legal","Male","Black","110","110","50720","51190"
"In post","2021","Legal","Male","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Male","Mixed","110","110","49310","50110"
"In post","2021","Legal","Male","Other ethnicity","50","50","58840","63830"
"In post","2021","Legal","Male","Undeclared","270","260","42690","38630"
"In post","2021","Legal","Male","Unknown","790","770","43570","37830"
"In post","2021","Legal","Male","White","3450","3340","48180","48830"
"In post","2021","Medicine","Female","Asian","130","110","69750","71460"
"In post","2021","Medicine","Female","Black","40","40","[c]","[c]"
"In post","2021","Medicine","Female","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Female","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Female","Undeclared","50","40","[c]","[c]"
"In post","2021","Medicine","Female","Unknown","250","220","43520","37890"
"In post","2021","Medicine","Female","White","1210","1070","50880","37890"
"In post","2021","Medicine","Male","Asian","70","60","77760","78890"
"In post","2021","Medicine","Male","Black","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Male","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Male","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Male","Undeclared","30","30","[c]","[c]"
"In post","2021","Medicine","Male","Unknown","110","100","53110","38490"
"In post","2021","Medicine","Male","White","500","460","65430","60830"
"In post","2021","Operational Delivery","Female","Asian","5730","5070","27360","25630"
"In post","2021","Operational Delivery","Female","Black","3660","3410","28960","26810"
"In post","2021","Operational Delivery","Female","Chinese","210","190","28880","25560"
"In post","2021","Operational Delivery","Female","Mixed","1610","1480","29010","26160"
"In post","2021","Operational Delivery","Female","Other ethnicity","440","400","29240","26550"
"In post","2021","Operational Delivery","Female","Undeclared","2900","2580","28840","26470"
"In post","2021","Operational Delivery","Female","Unknown","13410","12090","25490","22820"
"In post","2021","Operational Delivery","Female","White","68940","61070","27930","25310"
"In post","2021","Operational Delivery","Male","Asian","4350","4150","28670","25630"
"In post","2021","Operational Delivery","Male","Black","2200","2140","29910","28670"
"In post","2021","Operational Delivery","Male","Chinese","150","140","27690","25560"
"In post","2021","Operational Delivery","Male","Mixed","1120","1080","30870","28210"
"In post","2021","Operational Delivery","Male","Other ethnicity","350","340","31900","28670"
"In post","2021","Operational Delivery","Male","Undeclared","3950","3750","30980","28220"
"In post","2021","Operational Delivery","Male","Unknown","12450","11980","27180","25400"
"In post","2021","Operational Delivery","Male","White","54640","52130","30570","27460"
"In post","2021","Operational Delivery","Unknown","Black","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Unknown","White","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Female","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Female","Black","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Female","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Female","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Female","Unknown","30","30","[c]","[c]"
"In post","2021","Operational Research","Female","White","340","320","43850","40650"
"In post","2021","Operational Research","Male","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Male","Black","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Male","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Male","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Male","Undeclared","60","60","43680","46080"
"In post","2021","Operational Research","Male","Unknown","70","70","40860","38630"
"In post","2021","Operational Research","Male","White","570","550","45600","46080"
"In post","2021","Operational Research","Unknown","White","[c]","[c]","[c]","[c]"
"In post","2021","Other","Female","Asian","480","450","32940","29060"
"In post","2021","Other","Female","Black","340","340","30280","28310"
"In post","2021","Other","Female","Chinese","40","30","[c]","[c]"
"In post","2021","Other","Female","Mixed","150","140","33140","28660"
"In post","2021","Other","Female","Other ethnicity","70","60","31820","26950"
"In post","2021","Other","Female","Undeclared","380","360","29750","26130"
"In post","2021","Other","Female","Unknown","1100","1050","33430","29390"
"In post","2021","Other","Female","White","8200","7690","29300","23830"
"In post","2021","Other","Male","Asian","370","360","32740","28670"
"In post","2021","Other","Male","Black","180","170","32090","28810"
"In post","2021","Other","Male","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Other","Male","Mixed","120","120","34400","31380"
"In post","2021","Other","Male","Other ethnicity","50","50","39890","33150"
"In post","2021","Other","Male","Undeclared","620","600","33480","29200"
"In post","2021","Other","Male","Unknown","2710","2670","36530","33270"
"In post","2021","Other","Male","White","7850","7670","32480","26930"
"In post","2021","Planning","Female","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Female","Black","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Female","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Female","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Female","White","80","70","46730","41270"
"In post","2021","Planning","Male","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Male","Black","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Male","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Male","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Male","White","90","80","48700","42980"
"In post","2021","Planning Inspectors","Female","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectors","Female","Black","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectors","Female","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectors","Female","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectors","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectors","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectors","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectors","Female","White","110","100","57820","58810"
"In post","2021","Planning Inspectors","Male","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectors","Male","Black","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectors","Male","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectors","Male","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectors","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectors","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectors","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectors","Male","White","180","160","58610","58810"
"In post","2021","Policy","Female","Asian","1160","1120","42580","38800"
"In post","2021","Policy","Female","Black","760","750","38960","34890"
"In post","2021","Policy","Female","Chinese","80","80","46980","42430"
"In post","2021","Policy","Female","Mixed","520","510","43600","39310"
"In post","2021","Policy","Female","Other ethnicity","150","140","44790","38000"
"In post","2021","Policy","Female","Undeclared","460","440","45320","40950"
"In post","2021","Policy","Female","Unknown","2300","2220","45080","40580"
"In post","2021","Policy","Female","White","10300","9820","47180","42900"
"In post","2021","Policy","Male","Asian","760","760","43510","38650"
"In post","2021","Policy","Male","Black","340","340","39460","36300"
"In post","2021","Policy","Male","Chinese","50","50","41100","37230"
"In post","2021","Policy","Male","Mixed","370","370","46390","44230"
"In post","2021","Policy","Male","Other ethnicity","120","120","46620","45960"
"In post","2021","Policy","Male","Undeclared","730","720","49880","50400"
"In post","2021","Policy","Male","Unknown","1880","1860","46800","42470"
"In post","2021","Policy","Male","White","9110","9000","50500","51060"
"In post","2021","Policy","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Female","Asian","440","420","40080","36800"
"In post","2021","Project Delivery","Female","Black","320","310","40130","37660"
"In post","2021","Project Delivery","Female","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Female","Mixed","140","130","40250","36800"
"In post","2021","Project Delivery","Female","Other ethnicity","40","40","[c]","[c]"
"In post","2021","Project Delivery","Female","Undeclared","300","290","40700","38630"
"In post","2021","Project Delivery","Female","Unknown","690","670","41150","38630"
"In post","2021","Project Delivery","Female","White","6110","5820","40560","37640"
"In post","2021","Project Delivery","Male","Asian","380","380","41580","38630"
"In post","2021","Project Delivery","Male","Black","170","170","39510","37390"
"In post","2021","Project Delivery","Male","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Male","Mixed","120","120","44730","40110"
"In post","2021","Project Delivery","Male","Other ethnicity","40","40","[c]","[c]"
"In post","2021","Project Delivery","Male","Undeclared","530","510","44820","41720"
"In post","2021","Project Delivery","Male","Unknown","710","710","42610","38630"
"In post","2021","Project Delivery","Male","White","5990","5890","44810","40580"
"In post","2021","Project Delivery","Unknown","Black","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Property","Female","Asian","110","100","35700","31660"
"In post","2021","Property","Female","Black","80","70","34630","31620"
"In post","2021","Property","Female","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Property","Female","Mixed","50","40","[c]","[c]"
"In post","2021","Property","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Property","Female","Undeclared","120","110","36460","33300"
"In post","2021","Property","Female","Unknown","380","350","32080","29450"
"In post","2021","Property","Female","White","2020","1880","34600","32820"
"In post","2021","Property","Male","Asian","130","130","37880","33750"
"In post","2021","Property","Male","Black","50","50","39720","38420"
"In post","2021","Property","Male","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Property","Male","Mixed","40","40","[c]","[c]"
"In post","2021","Property","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Property","Male","Undeclared","270","260","39140","36460"
"In post","2021","Property","Male","Unknown","540","520","36040","31810"
"In post","2021","Property","Male","White","3130","3060","37780","33570"
"In post","2021","Psychology","Female","Asian","30","30","[c]","[c]"
"In post","2021","Psychology","Female","Black","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","Female","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","Female","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","Female","Unknown","150","140","32370","30450"
"In post","2021","Psychology","Female","White","980","930","35950","31180"
"In post","2021","Psychology","Male","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","Male","Black","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","Male","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","Male","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","Male","Undeclared","[c]","[c]","[c]","[c]"
