"Status","Year","Organisation","Region_ITL1","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Cabinet Office (excl. agencies)","Overseas","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Overseas","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Overseas","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Overseas","White","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Scotland","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Scotland","Black","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Scotland","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Scotland","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Scotland","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Scotland","Unknown","70","70","50160","50260"
"In post","2021","Cabinet Office (excl. agencies)","Scotland","White","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","South East (England)","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","South East (England)","Black","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","South East (England)","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","South East (England)","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","South East (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","South East (England)","Unknown","120","120","47130","36240"
"In post","2021","Cabinet Office (excl. agencies)","South East (England)","White","80","70","37950","33300"
"In post","2021","Cabinet Office (excl. agencies)","South West (England)","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","South West (England)","Black","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","South West (England)","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","South West (England)","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","South West (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","South West (England)","Unknown","110","110","60780","53320"
"In post","2021","Cabinet Office (excl. agencies)","South West (England)","White","70","70","44480","38650"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","Black","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","Unknown","440","440","34590","32000"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","White","120","120","41300","36460"
"In post","2021","Cabinet Office (excl. agencies)","Wales","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Wales","Black","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Wales","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Wales","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Wales","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Wales","Unknown","50","50","35430","29250"
"In post","2021","Cabinet Office (excl. agencies)","Wales","White","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","West Midlands (England)","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","West Midlands (England)","Black","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","West Midlands (England)","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","West Midlands (England)","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","West Midlands (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","West Midlands (England)","Unknown","40","40","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","West Midlands (England)","White","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Yorkshire and The Humber","Asian","[c]","[c]","[c]","[c]"
