"Status","Year","Sex","Region_ITL3","Disability","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Female","Bournemouth and Poole","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Female","Bradford","Declared disabled","240","200","25730","24000"
"In post","2021","Female","Bradford","Declared non-disabled","1240","1050","27560","25560"
"In post","2021","Female","Bradford","Undeclared","70","60","24980","21440"
"In post","2021","Female","Bradford","Unknown","310","260","25510","21440"
"In post","2021","Female","Breckland and South Norfolk","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Female","Breckland and South Norfolk","Declared non-disabled","170","160","27590","26320"
"In post","2021","Female","Breckland and South Norfolk","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Female","Breckland and South Norfolk","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Female","Brent","Declared disabled","50","40","[c]","[c]"
"In post","2021","Female","Brent","Declared non-disabled","290","260","30410","30940"
"In post","2021","Female","Brent","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Female","Brent","Unknown","40","30","[c]","[c]"
"In post","2021","Female","Bridgend and Neath Port Talbot","Declared disabled","80","70","26100","27570"
"In post","2021","Female","Bridgend and Neath Port Talbot","Declared non-disabled","370","310","26340","27570"
"In post","2021","Female","Bridgend and Neath Port Talbot","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Female","Bridgend and Neath Port Talbot","Unknown","30","30","[c]","[c]"
"In post","2021","Female","Brighton and Hove","Declared disabled","60","50","29500","27570"
"In post","2021","Female","Brighton and Hove","Declared non-disabled","290","260","31080","27570"
"In post","2021","Female","Brighton and Hove","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Female","Brighton and Hove","Unknown","40","40","[c]","[c]"
"In post","2021","Female","Bristol, City of","Declared disabled","370","330","31540","27570"
"In post","2021","Female","Bristol, City of","Declared non-disabled","2440","2200","35140","30350"
"In post","2021","Female","Bristol, City of","Undeclared","150","130","31540","27820"
"In post","2021","Female","Bristol, City of","Unknown","560","510","33730","30040"
"In post","2021","Female","Bromley","Declared disabled","50","50","31440","31060"
"In post","2021","Female","Bromley","Declared non-disabled","250","220","29160","31060"
"In post","2021","Female","Bromley","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Female","Bromley","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Female","Buckinghamshire CC","Declared disabled","120","110","29650","27850"
"In post","2021","Female","Buckinghamshire CC","Declared non-disabled","680","640","30940","28670"
"In post","2021","Female","Buckinghamshire CC","Undeclared","80","70","32620","33520"
"In post","2021","Female","Buckinghamshire CC","Unknown","90","90","32080","28350"
"In post","2021","Female","Caithness and Sutherland and Ross and Cromarty","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Female","Caithness and Sutherland and Ross and Cromarty","Declared non-disabled","80","80","27280","27570"
"In post","2021","Female","Caithness and Sutherland and Ross and Cromarty","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Female","Caithness and Sutherland and Ross and Cromarty","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Female","Calderdale and Kirklees","Declared disabled","120","110","26540","27570"
"In post","2021","Female","Calderdale and Kirklees","Declared non-disabled","500","410","27040","27570"
"In post","2021","Female","Calderdale and Kirklees","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Female","Calderdale and Kirklees","Unknown","50","40","[c]","[c]"
"In post","2021","Female","Cambridgeshire CC","Declared disabled","180","170","31660","28840"
"In post","2021","Female","Cambridgeshire CC","Declared non-disabled","1110","1030","32830","28550"
"In post","2021","Female","Cambridgeshire CC","Undeclared","170","150","32490","30000"
"In post","2021","Female","Cambridgeshire CC","Unknown","160","150","36030","28400"
"In post","2021","Female","Camden and City of London","Declared disabled","160","150","34140","29570"
"In post","2021","Female","Camden and City of London","Declared non-disabled","1140","1070","36060","31060"
"In post","2021","Female","Camden and City of London","Undeclared","110","100","34850","31060"
"In post","2021","Female","Camden and City of London","Unknown","370","350","36000","31520"
"In post","2021","Female","Cardiff and Vale of Glamorgan","Declared disabled","620","560","31230","27570"
"In post","2021","Female","Cardiff and Vale of Glamorgan","Declared non-disabled","4510","4100","33640","28850"
"In post","2021","Female","Cardiff and Vale of Glamorgan","Undeclared","260","230","31780","27570"
"In post","2021","Female","Cardiff and Vale of Glamorgan","Unknown","1120","1000","27630","25560"
"In post","2021","Female","Causeway Coast and Glens","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Female","Causeway Coast and Glens","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Female","Central Bedfordshire","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Female","Central Bedfordshire","Declared non-disabled","150","140","27970","26670"
"In post","2021","Female","Central Bedfordshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Female","Central Bedfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Female","Central Hampshire","Declared disabled","220","210","33470","33000"
"In post","2021","Female","Central Hampshire","Declared non-disabled","1320","1250","33100","33000"
"In post","2021","Female","Central Hampshire","Undeclared","130","120","32740","31700"
"In post","2021","Female","Central Hampshire","Unknown","190","180","36750","33300"
"In post","2021","Female","Central Valleys","Declared disabled","120","110","27590","27570"
"In post","2021","Female","Central Valleys","Declared non-disabled","920","830","33240","28850"
"In post","2021","Female","Central Valleys","Undeclared","30","30","[c]","[c]"
"In post","2021","Female","Central Valleys","Unknown","60","60","35710","32610"
"In post","2021","Female","Cheshire East","Declared disabled","60","60","30340","27570"
"In post","2021","Female","Cheshire East","Declared non-disabled","340","310","30010","27570"
"In post","2021","Female","Cheshire East","Undeclared","30","30","[c]","[c]"
"In post","2021","Female","Cheshire East","Unknown","40","30","[c]","[c]"
"In post","2021","Female","Cheshire West and Chester","Declared disabled","60","50","26340","27570"
"In post","2021","Female","Cheshire West and Chester","Declared non-disabled","210","190","26520","27570"
"In post","2021","Female","Cheshire West and Chester","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cheshire West and Chester","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Female","Chorley and West Lancashire","Declared disabled","70","60","26950","26810"
"In post","2021","Female","Chorley and West Lancashire","Declared non-disabled","410","370","29060","27380"
"In post","2021","Female","Chorley and West Lancashire","Undeclared","70","60","29820","30700"
"In post","2021","Female","Chorley and West Lancashire","Unknown","80","80","27520","25790"
"In post","2021","Female","City of Edinburgh","Declared disabled","600","550","36320","30650"
"In post","2021","Female","City of Edinburgh","Declared non-disabled","3470","3250","39050","33620"
"In post","2021","Female","City of Edinburgh","Undeclared","140","130","35820","31810"
"In post","2021","Female","City of Edinburgh","Unknown","2540","2370","34710","30080"
"In post","2021","Female","Clackmannanshire and Fife","Declared disabled","90","80","28540","27570"
"In post","2021","Female","Clackmannanshire and Fife","Declared non-disabled","390","340","27400","27570"
"In post","2021","Female","Clackmannanshire and Fife","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Female","Clackmannanshire and Fife","Unknown","190","170","27670","25870"
"In post","2021","Female","Conwy and Denbighshire","Declared disabled","50","50","31140","27570"
"In post","2021","Female","Conwy and Denbighshire","Declared non-disabled","360","330","35000","32920"
"In post","2021","Female","Conwy and Denbighshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Female","Conwy and Denbighshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cornwall and Isles of Scilly","Declared disabled","130","110","26430","27570"
"In post","2021","Female","Cornwall and Isles of Scilly","Declared non-disabled","670","590","25830","26590"
"In post","2021","Female","Cornwall and Isles of Scilly","Undeclared","50","40","[c]","[c]"
"In post","2021","Female","Cornwall and Isles of Scilly","Unknown","70","60","29480","22640"
"In post","2021","Female","Coventry","Declared disabled","150","130","33090","29360"
"In post","2021","Female","Coventry","Declared non-disabled","1060","980","35810","31420"
"In post","2021","Female","Coventry","Undeclared","50","50","[c]","[c]"
"In post","2021","Female","Coventry","Unknown","200","190","37340","33020"
"In post","2021","Female","Croydon","Declared disabled","560","500","35260","30600"
"In post","2021","Female","Croydon","Declared non-disabled","3890","3590","37270","33120"
"In post","2021","Female","Croydon","Undeclared","280","260","36680","32300"
"In post","2021","Female","Croydon","Unknown","630","600","35330","31030"
"In post","2021","Female","Darlington","Declared disabled","60","60","31120","29360"
"In post","2021","Female","Darlington","Declared non-disabled","440","410","34850","30260"
"In post","2021","Female","Darlington","Undeclared","30","30","[c]","[c]"
"In post","2021","Female","Darlington","Unknown","60","60","33400","29360"
"In post","2021","Female","Derby","Declared disabled","90","70","24670","21010"
"In post","2021","Female","Derby","Declared non-disabled","490","410","25260","22260"
"In post","2021","Female","Derby","Undeclared","30","30","[c]","[c]"
"In post","2021","Female","Derby","Unknown","40","30","[c]","[c]"
"In post","2021","Female","Derry City and Strabane","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Female","Derry City and Strabane","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Female","Derry City and Strabane","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Female","Devon CC","Declared disabled","310","260","27700","26170"
"In post","2021","Female","Devon CC","Declared non-disabled","2100","1830","30480","27570"
"In post","2021","Female","Devon CC","Undeclared","110","100","27040","24170"
"In post","2021","Female","Devon CC","Unknown","190","170","25880","21090"
"In post","2021","Female","Dorset CC","Declared disabled","120","110","28140","27130"
"In post","2021","Female","Dorset CC","Declared non-disabled","640","580","27790","26670"
"In post","2021","Female","Dorset CC","Undeclared","50","50","28870","26710"
"In post","2021","Female","Dorset CC","Unknown","130","120","27550","22600"
"In post","2021","Female","Dudley","Declared disabled","120","100","25260","27170"
"In post","2021","Female","Dudley","Declared non-disabled","620","500","24900","25560"
"In post","2021","Female","Dudley","Undeclared","30","30","[c]","[c]"
"In post","2021","Female","Dudley","Unknown","40","40","[c]","[c]"
"In post","2021","Female","Dumfries and Galloway","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Female","Dumfries and Galloway","Declared non-disabled","140","120","28170","27570"
"In post","2021","Female","Dumfries and Galloway","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Female","Dumfries and Galloway","Unknown","90","80","26780","25870"
"In post","2021","Female","Durham CC","Declared disabled","330","280","26430","25220"
"In post","2021","Female","Durham CC","Declared non-disabled","2220","1910","26420","24440"
"In post","2021","Female","Durham CC","Undeclared","190","160","27490","27130"
"In post","2021","Female","Durham CC","Unknown","430","400","23420","22350"
"In post","2021","Female","Ealing","Declared disabled","50","50","31970","31060"
"In post","2021","Female","Ealing","Declared non-disabled","230","220","31750","31060"
"In post","2021","Female","Ealing","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Female","Ealing","Unknown","40","30","[c]","[c]"
"In post","2021","Female","East Ayrshire and North Ayrshire mainland","Declared disabled","50","40","[c]","[c]"
"In post","2021","Female","East Ayrshire and North Ayrshire mainland","Declared non-disabled","390","330","26030","27570"
"In post","2021","Female","East Ayrshire and North Ayrshire mainland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Female","East Ayrshire and North Ayrshire mainland","Unknown","60","50","27020","23230"
"In post","2021","Female","East Cumbria","Declared disabled","60","50","28640","25930"
"In post","2021","Female","East Cumbria","Declared non-disabled","440","380","26730","24920"
"In post","2021","Female","East Cumbria","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Female","East Cumbria","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Female","East Derbyshire","Declared disabled","70","60","26240","27570"
"In post","2021","Female","East Derbyshire","Declared non-disabled","210","170","26380","27570"
"In post","2021","Female","East Derbyshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Female","East Derbyshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Female","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Declared disabled","80","70","27710","27570"
"In post","2021","Female","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Declared non-disabled","530","480","27630","26440"
"In post","2021","Female","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Undeclared","40","40","[c]","[c]"
"In post","2021","Female","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Unknown","190","180","28790","26680"
"In post","2021","Female","East Kent","Declared disabled","250","220","28250","27370"
"In post","2021","Female","East Kent","Declared non-disabled","1530","1360","27970","26160"
"In post","2021","Female","East Kent","Undeclared","110","100","28070","27370"
"In post","2021","Female","East Kent","Unknown","170","160","27370","24880"
"In post","2021","Female","East Lancashire","Declared disabled","60","50","25590","27570"
"In post","2021","Female","East Lancashire","Declared non-disabled","240","200","25600","27570"
"In post","2021","Female","East Lancashire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Female","East Lancashire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Female","East Lothian and Midlothian","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Female","East Lothian and Midlothian","Declared non-disabled","40","40","[c]","[c]"
"In post","2021","Female","East Lothian and Midlothian","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Female","East Lothian and Midlothian","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Female","East Merseyside","Declared disabled","130","110","27160","27570"
"In post","2021","Female","East Merseyside","Declared non-disabled","550","470","26630","27570"
"In post","2021","Female","East Merseyside","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Female","East Merseyside","Unknown","40","40","[c]","[c]"
"In post","2021","Female","East Riding of Yorkshire","Declared disabled","80","70","27180","27160"
"In post","2021","Female","East Riding of Yorkshire","Declared non-disabled","500","450","26660","25400"
"In post","2021","Female","East Riding of Yorkshire","Undeclared","50","50","27150","27570"
"In post","2021","Female","East Riding of Yorkshire","Unknown","50","50","23770","23410"
"In post","2021","Female","East Surrey","Declared disabled","50","40","[c]","[c]"
"In post","2021","Female","East Surrey","Declared non-disabled","340","320","33980","31930"
"In post","2021","Female","East Surrey","Undeclared","70","60","32120","30950"
"In post","2021","Female","East Surrey","Unknown","60","60","29890","29290"
"In post","2021","Female","East Sussex CC","Declared disabled","180","150","25290","26120"
"In post","2021","Female","East Sussex CC","Declared non-disabled","880","750","26370","27370"
"In post","2021","Female","East Sussex CC","Undeclared","70","60","25720","23460"
"In post","2021","Female","East Sussex CC","Unknown","50","50","24530","22920"
"In post","2021","Female","Enfield","Declared disabled","40","40","[c]","[c]"
"In post","2021","Female","Enfield","Declared non-disabled","180","160","30130","31060"
"In post","2021","Female","Enfield","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Female","Enfield","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Female","Essex Haven Gateway","Declared disabled","60","60","29740","29290"
"In post","2021","Female","Essex Haven Gateway","Declared non-disabled","440","400","29190","29290"
"In post","2021","Female","Essex Haven Gateway","Undeclared","40","30","[c]","[c]"
"In post","2021","Female","Essex Haven Gateway","Unknown","40","30","[c]","[c]"
"In post","2021","Female","Essex Thames Gateway","Declared disabled","140","120","27510","29170"
"In post","2021","Female","Essex Thames Gateway","Declared non-disabled","490","430","27610","28200"
"In post","2021","Female","Essex Thames Gateway","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Female","Essex Thames Gateway","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Female","Falkirk","Declared disabled","110","90","27590","27570"
"In post","2021","Female","Falkirk","Declared non-disabled","750","630","25430","21010"
"In post","2021","Female","Falkirk","Undeclared","60","50","24550","21010"
"In post","2021","Female","Falkirk","Unknown","230","210","28740","25870"
"In post","2021","Female","Fermanagh and Omagh","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Female","Fermanagh and Omagh","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Female","Flintshire and Wrexham","Declared disabled","140","120","27710","26930"
"In post","2021","Female","Flintshire and Wrexham","Declared non-disabled","790","720","27050","24920"
"In post","2021","Female","Flintshire and Wrexham","Undeclared","70","70","27340","26330"
"In post","2021","Female","Flintshire and Wrexham","Unknown","90","90","26790","24040"
"In post","2021","Female","Glasgow City","Declared disabled","680","600","28590","26160"
"In post","2021","Female","Glasgow City","Declared non-disabled","4090","3690","31130","27570"
"In post","2021","Female","Glasgow City","Undeclared","230","210","29110","26720"
"In post","2021","Female","Glasgow City","Unknown","1320","1220","33090","28410"
"In post","2021","Female","Gloucestershire","Declared disabled","100","80","26770","27130"
"In post","2021","Female","Gloucestershire","Declared non-disabled","570","490","28650","27570"
"In post","2021","Female","Gloucestershire","Undeclared","40","40","[c]","[c]"
"In post","2021","Female","Gloucestershire","Unknown","120","120","26860","22350"
"In post","2021","Female","Greater Manchester North East","Declared disabled","110","100","26960","27570"
"In post","2021","Female","Greater Manchester North East","Declared non-disabled","530","480","27430","27570"
"In post","2021","Female","Greater Manchester North East","Undeclared","70","60","29290","27570"
"In post","2021","Female","Greater Manchester North East","Unknown","40","40","[c]","[c]"
"In post","2021","Female","Greater Manchester North West","Declared disabled","210","170","24160","21530"
"In post","2021","Female","Greater Manchester North West","Declared non-disabled","1010","880","25010","23240"
"In post","2021","Female","Greater Manchester North West","Undeclared","70","60","24610","21010"
"In post","2021","Female","Greater Manchester North West","Unknown","50","40","[c]","[c]"
"In post","2021","Female","Greater Manchester South East","Declared disabled","120","100","25070","21010"
"In post","2021","Female","Greater Manchester South East","Declared non-disabled","660","580","25470","22080"
"In post","2021","Female","Greater Manchester South East","Undeclared","50","50","25080","22260"
"In post","2021","Female","Greater Manchester South East","Unknown","40","40","[c]","[c]"
"In post","2021","Female","Greater Manchester South West","Declared disabled","300","270","29830","27570"
"In post","2021","Female","Greater Manchester South West","Declared non-disabled","1900","1740","30870","27570"
"In post","2021","Female","Greater Manchester South West","Undeclared","140","120","30220","27570"
"In post","2021","Female","Greater Manchester South West","Unknown","760","700","27500","25560"
"In post","2021","Female","Gwent Valleys","Declared disabled","120","110","26030","27570"
"In post","2021","Female","Gwent Valleys","Declared non-disabled","570","510","27920","27570"
"In post","2021","Female","Gwent Valleys","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Female","Gwent Valleys","Unknown","30","30","[c]","[c]"
"In post","2021","Female","Gwynedd","Declared disabled","60","50","23720","21010"
"In post","2021","Female","Gwynedd","Declared non-disabled","350","310","24860","21050"
"In post","2021","Female","Gwynedd","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Female","Gwynedd","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Female","Hackney and Newham","Declared disabled","260","240","31610","30420"
"In post","2021","Female","Hackney and Newham","Declared non-disabled","1250","1130","33330","31060"
"In post","2021","Female","Hackney and Newham","Undeclared","80","70","34140","31060"
"In post","2021","Female","Hackney and Newham","Unknown","230","210","34690","32520"
"In post","2021","Female","Haringey and Islington","Declared disabled","110","100","31670","31060"
"In post","2021","Female","Haringey and Islington","Declared non-disabled","510","470","30590","31060"
"In post","2021","Female","Haringey and Islington","Undeclared","80","70","30850","30850"
"In post","2021","Female","Haringey and Islington","Unknown","140","140","27070","26810"
"In post","2021","Female","Harrow and Hillingdon","Declared disabled","200","170","31120","30500"
"In post","2021","Female","Harrow and Hillingdon","Declared non-disabled","1290","1150","30950","29170"
"In post","2021","Female","Harrow and Hillingdon","Undeclared","90","80","32430","30410"
"In post","2021","Female","Harrow and Hillingdon","Unknown","100","90","28070","28650"
"In post","2021","Female","Hartlepool and Stockton-on-Tees","Declared disabled","140","120","26410","27570"
"In post","2021","Female","Hartlepool and Stockton-on-Tees","Declared non-disabled","630","550","26650","27380"
"In post","2021","Female","Hartlepool and Stockton-on-Tees","Undeclared","60","60","26990","26300"
"In post","2021","Female","Hartlepool and Stockton-on-Tees","Unknown","40","40","[c]","[c]"
"In post","2021","Female","Heart of Essex","Declared disabled","80","70","32710","29290"
"In post","2021","Female","Heart of Essex","Declared non-disabled","430","390","31600","29290"
"In post","2021","Female","Heart of Essex","Undeclared","40","40","[c]","[c]"
"In post","2021","Female","Heart of Essex","Unknown","90","90","28890","25850"
"In post","2021","Female","Herefordshire, County of","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Female","Herefordshire, County of","Declared non-disabled","150","140","26200","26350"
"In post","2021","Female","Herefordshire, County of","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Female","Herefordshire, County of","Unknown","30","30","[c]","[c]"
"In post","2021","Female","Hertfordshire","Declared disabled","190","170","32010","29290"
"In post","2021","Female","Hertfordshire","Declared non-disabled","1090","990","33650","29620"
"In post","2021","Female","Hertfordshire","Undeclared","70","60","33350","29290"
"In post","2021","Female","Hertfordshire","Unknown","250","240","35510","32960"
"In post","2021","Female","Hounslow and Richmond upon Thames","Declared disabled","130","120","30500","29250"
"In post","2021","Female","Hounslow and Richmond upon Thames","Declared non-disabled","1070","990","31750","30450"
"In post","2021","Female","Hounslow and Richmond upon Thames","Undeclared","90","80","31370","29170"
"In post","2021","Female","Hounslow and Richmond upon Thames","Unknown","190","180","32240","30720"
"In post","2021","Female","Inverclyde, East Renfrewshire and Renfrewshire","Declared disabled","60","50","27640","27570"
"In post","2021","Female","Inverclyde, East Renfrewshire and Renfrewshire","Declared non-disabled","380","330","28010","27370"
"In post","2021","Female","Inverclyde, East Renfrewshire and Renfrewshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Female","Inverclyde, East Renfrewshire and Renfrewshire","Unknown","130","120","28460","28410"
"In post","2021","Female","Inverness and Nairn and Moray, Badenoch and Strathspey","Declared disabled","60","50","27730","27570"
"In post","2021","Female","Inverness and Nairn and Moray, Badenoch and Strathspey","Declared non-disabled","420","390","28660","27570"
"In post","2021","Female","Inverness and Nairn and Moray, Badenoch and Strathspey","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Female","Inverness and Nairn and Moray, Badenoch and Strathspey","Unknown","110","100","27950","26550"
"In post","2021","Female","Isle of Anglesey","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Female","Isle of Anglesey","Declared non-disabled","90","80","27300","26670"
"In post","2021","Female","Isle of Anglesey","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Female","Isle of Anglesey","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Female","Isle of Wight","Declared disabled","60","50","26390","27380"
"In post","2021","Female","Isle of Wight","Declared non-disabled","270","240","25540","25300"
"In post","2021","Female","Isle of Wight","Undeclared","60","50","26640","24550"
"In post","2021","Female","Isle of Wight","Unknown","[c]","[c]","[c]","[c]"
