"Status","Year","Organisation","Region_ITL1","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Animal and Plant Health Agency","Scotland","Female","80","80","30110","26270"
"In post","2021","Animal and Plant Health Agency","Scotland","Male","50","50","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","South East (England)","Female","400","380","31540","28470"
"In post","2021","Animal and Plant Health Agency","South East (England)","Male","280","270","34980","30450"
"In post","2021","Animal and Plant Health Agency","South West (England)","Female","260","240","28670","24920"
"In post","2021","Animal and Plant Health Agency","South West (England)","Male","160","160","29810","25320"
"In post","2021","Animal and Plant Health Agency","Wales","Female","210","190","27290","24920"
"In post","2021","Animal and Plant Health Agency","Wales","Male","110","110","30100","26350"
"In post","2021","Animal and Plant Health Agency","West Midlands (England)","Female","160","150","27470","25100"
"In post","2021","Animal and Plant Health Agency","West Midlands (England)","Male","110","110","32590","30430"
"In post","2021","Animal and Plant Health Agency","Yorkshire and The Humber","Female","110","100","27970","25320"
"In post","2021","Animal and Plant Health Agency","Yorkshire and The Humber","Male","100","90","30980","25770"
"In post","2021","Attorney General's Office","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","East of England","Female","60","50","46960","38460"
"In post","2021","Cabinet Office (excl. agencies)","East of England","Male","60","60","46550","44060"
"In post","2021","Cabinet Office (excl. agencies)","London","Female","3450","3380","47090","40600"
"In post","2021","Cabinet Office (excl. agencies)","London","Male","3050","3030","52820","54700"
"In post","2021","Cabinet Office (excl. agencies)","North East (England)","Female","250","230","28400","24570"
"In post","2021","Cabinet Office (excl. agencies)","North East (England)","Male","160","160","31040","23850"
"In post","2021","Cabinet Office (excl. agencies)","North West (England)","Female","250","240","45240","38890"
"In post","2021","Cabinet Office (excl. agencies)","North West (England)","Male","210","200","48710","49700"
"In post","2021","Cabinet Office (excl. agencies)","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Scotland","Female","40","40","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Scotland","Male","40","40","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","South East (England)","Female","110","100","39030","33300"
"In post","2021","Cabinet Office (excl. agencies)","South East (England)","Male","110","110","46100","34640"
"In post","2021","Cabinet Office (excl. agencies)","South West (England)","Female","80","70","54100","49620"
"In post","2021","Cabinet Office (excl. agencies)","South West (England)","Male","110","110","53580","51700"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","Female","330","320","36050","32000"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","Male","280","280","36480","32000"
"In post","2021","Cabinet Office (excl. agencies)","Wales","Female","40","40","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","West Midlands (England)","Female","30","30","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Yorkshire and The Humber","Female","400","370","36140","32960"
"In post","2021","Cabinet Office (excl. agencies)","Yorkshire and The Humber","Male","340","330","36570","33300"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","East of England","Female","220","200","31780","29270"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","East of England","Male","250","240","37130","32770"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","South West (England)","Female","70","60","30970","29270"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","South West (England)","Male","80","70","34220","29270"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","London","Female","50","50","[c]","[c]"
"In post","2021","Charity Commission","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","North West (England)","Female","180","160","32560","29160"
"In post","2021","Charity Commission","North West (England)","Male","130","130","33070","29160"
"In post","2021","Charity Commission","South West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Wales","Female","570","490","29340","24500"
"In post","2021","Companies House","Wales","Male","460","450","33330","30720"
"In post","2021","Competition and Markets Authority","London","Female","400","380","58800","56000"
"In post","2021","Competition and Markets Authority","London","Male","390","380","62910","59170"
"In post","2021","Competition and Markets Authority","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Scotland","Female","30","30","[c]","[c]"
"In post","2021","Competition and Markets Authority","Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Scotland","Female","160","140","26500","22570"
"In post","2021","Criminal Injuries Compensation Authority","Scotland","Male","140","140","25680","22860"
"In post","2021","Crown Commercial Service","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","East of England","Female","80","70","34840","34800"
"In post","2021","Crown Commercial Service","East of England","Male","90","90","35180","32640"
"In post","2021","Crown Commercial Service","London","Female","30","30","[c]","[c]"
"In post","2021","Crown Commercial Service","London","Male","40","40","[c]","[c]"
"In post","2021","Crown Commercial Service","North West (England)","Female","230","220","36320","34800"
"In post","2021","Crown Commercial Service","North West (England)","Male","180","170","40710","35040"
"In post","2021","Crown Commercial Service","South West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Wales","Female","50","50","33860","31680"
"In post","2021","Crown Commercial Service","Wales","Male","60","60","33490","31300"
"In post","2021","Crown Commercial Service","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Scotland","Female","1460","1330","34880","29040"
"In post","2021","Crown Office and Procurator Fiscal Service","Scotland","Male","560","550","37880","32930"
"In post","2021","Crown Prosecution Service","East Midlands (England)","Female","300","270","37150","30130"
"In post","2021","Crown Prosecution Service","East Midlands (England)","Male","140","140","40540","45140"
"In post","2021","Crown Prosecution Service","East of England","Female","330","280","37950","30110"
"In post","2021","Crown Prosecution Service","East of England","Male","150","150","46020","50520"
"In post","2021","Crown Prosecution Service","London","Female","1100","1020","43330","39750"
"In post","2021","Crown Prosecution Service","London","Male","590","580","46730","40800"
"In post","2021","Crown Prosecution Service","North East (England)","Female","230","200","36330","28430"
"In post","2021","Crown Prosecution Service","North East (England)","Male","110","110","41530","48080"
"In post","2021","Crown Prosecution Service","North West (England)","Female","640","580","37660","30610"
"In post","2021","Crown Prosecution Service","North West (England)","Male","320","310","42830","48080"
"In post","2021","Crown Prosecution Service","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","South East (England)","Female","470","430","40860","33930"
"In post","2021","Crown Prosecution Service","South East (England)","Male","220","210","45120","50520"
"In post","2021","Crown Prosecution Service","South West (England)","Female","180","160","37680","32050"
"In post","2021","Crown Prosecution Service","South West (England)","Male","110","110","43000","48080"
"In post","2021","Crown Prosecution Service","Wales","Female","240","220","38680","34480"
"In post","2021","Crown Prosecution Service","Wales","Male","120","110","46540","48830"
"In post","2021","Crown Prosecution Service","West Midlands (England)","Female","380","340","38270","32370"
"In post","2021","Crown Prosecution Service","West Midlands (England)","Male","180","170","43690","48080"
"In post","2021","Crown Prosecution Service","Yorkshire and The Humber","Female","610","540","39610","37890"
"In post","2021","Crown Prosecution Service","Yorkshire and The Humber","Male","330","320","44780","48830"
"In post","2021","Crown Prosecution Service Inspectorate","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service Inspectorate","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service Inspectorate","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service Inspectorate","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","London","Female","40","40","[c]","[c]"
"In post","2021","Debt Management Office","London","Male","80","70","63150","58810"
"In post","2021","Defence Electronics and Components Agency","Wales","Female","70","60","28350","26060"
"In post","2021","Defence Electronics and Components Agency","Wales","Male","310","300","28940","28750"
"In post","2021","Defence Electronics and Components Agency","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","West Midlands (England)","Male","60","50","25890","25950"
"In post","2021","Defence Equipment and Support","East Midlands (England)","Female","70","70","34100","33070"
"In post","2021","Defence Equipment and Support","East Midlands (England)","Male","150","150","36860","35630"
"In post","2021","Defence Equipment and Support","East of England","Female","60","60","32180","29620"
"In post","2021","Defence Equipment and Support","East of England","Male","160","160","35350","33740"
"In post","2021","Defence Equipment and Support","London","Female","40","40","[c]","[c]"
"In post","2021","Defence Equipment and Support","London","Male","160","150","25170","21760"
"In post","2021","Defence Equipment and Support","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","North West (England)","Female","30","30","[c]","[c]"
"In post","2021","Defence Equipment and Support","North West (England)","Male","110","110","29690","25500"
"In post","2021","Defence Equipment and Support","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Overseas","Male","30","30","[c]","[c]"
"In post","2021","Defence Equipment and Support","Scotland","Female","80","70","25910","22800"
"In post","2021","Defence Equipment and Support","Scotland","Male","430","420","29680","26550"
"In post","2021","Defence Equipment and Support","South East (England)","Female","130","120","29360","27150"
"In post","2021","Defence Equipment and Support","South East (England)","Male","330","320","30060","27230"
"In post","2021","Defence Equipment and Support","South West (England)","Female","3160","2950","34870","32570"
"In post","2021","Defence Equipment and Support","South West (England)","Male","5500","5410","39490","37830"
"In post","2021","Defence Equipment and Support","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","West Midlands (England)","Female","60","60","24380","22980"
"In post","2021","Defence Equipment and Support","West Midlands (England)","Male","150","140","27000","23490"
"In post","2021","Defence Equipment and Support","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","East of England","Female","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","East of England","Male","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","South East (England)","Female","510","470","37560","37320"
"In post","2021","Defence Science and Technology Laboratory","South East (England)","Male","1190","1160","42810","46080"
"In post","2021","Defence Science and Technology Laboratory","South West (England)","Female","1030","970","37810","37320"
"In post","2021","Defence Science and Technology Laboratory","South West (England)","Male","1640","1610","41150","37940"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","East of England","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","East of England","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","Female","2360","2280","48280","46620"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","Male","2540","2520","50530","53380"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","North West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Scotland","Female","60","50","46060","36740"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Scotland","Male","40","40","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","South East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","South East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","South West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Wales","Female","50","50","32820","26900"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","West Midlands (England)","Female","80","80","39300","36740"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","West Midlands (England)","Male","70","70","40860","36740"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","London","Female","920","890","48550","51730"
"In post","2021","Department for Digital, Culture, Media and Sport","London","Male","790","790","50460","51730"
"In post","2021","Department for Digital, Culture, Media and Sport","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","North West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","South West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education (excl. agencies)","East Midlands (England)","Female","140","120","40000","36780"
"In post","2021","Department for Education (excl. agencies)","East Midlands (England)","Male","80","80","44820","40700"
"In post","2021","Department for Education (excl. agencies)","East of England","Female","40","40","[c]","[c]"
"In post","2021","Department for Education (excl. agencies)","East of England","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education (excl. agencies)","London","Female","1350","1280","49410","53420"
"In post","2021","Department for Education (excl. agencies)","London","Male","820","810","51330","53420"
"In post","2021","Department for Education (excl. agencies)","North East (England)","Female","360","330","36940","36500"
"In post","2021","Department for Education (excl. agencies)","North East (England)","Male","210","210","41090","37100"
"In post","2021","Department for Education (excl. agencies)","North West (England)","Female","510","490","40600","36780"
"In post","2021","Department for Education (excl. agencies)","North West (England)","Male","420","410","40720","36780"
"In post","2021","Department for Education (excl. agencies)","South West (England)","Female","90","80","44150","41590"
"In post","2021","Department for Education (excl. agencies)","South West (England)","Male","50","50","49330","49860"
"In post","2021","Department for Education (excl. agencies)","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education (excl. agencies)","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education (excl. agencies)","West Midlands (England)","Female","260","250","38490","36500"
"In post","2021","Department for Education (excl. agencies)","West Midlands (England)","Male","220","220","41520","36960"
"In post","2021","Department for Education (excl. agencies)","Yorkshire and The Humber","Female","620","570","40530","36960"
"In post","2021","Department for Education (excl. agencies)","Yorkshire and The Humber","Male","500","490","42130","37100"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","East Midlands (England)","Female","50","40","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","East Midlands (England)","Male","30","30","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","East of England","Female","90","90","37800","36970"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","East of England","Male","80","80","37050","35900"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","London","Female","1350","1290","44950","39420"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","London","Male","1130","1120","45650","40040"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","North East (England)","Female","100","90","37400","35900"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","North East (England)","Male","100","100","40860","36970"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","North West (England)","Female","160","150","39470","36970"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","North West (England)","Male","140","130","42240","41560"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","South East (England)","Female","160","150","39250","36560"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","South East (England)","Male","170","170","43720","40270"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","South West (England)","Female","560","510","38330","36520"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","South West (England)","Male","390","380","42920","38640"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","West Midlands (England)","Female","130","120","40530","36970"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","West Midlands (England)","Male","90","90","44940","40220"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Yorkshire and The Humber","Female","340","330","39280","36520"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Yorkshire and The Humber","Male","310","300","39400","36520"
"In post","2021","Department for International Trade","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","East of England","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","East of England","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","London","Female","1130","1120","44160","38540"
"In post","2021","Department for International Trade","London","Male","1180","1180","46260","39790"
"In post","2021","Department for International Trade","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","North West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Overseas","Female","40","40","[c]","[c]"
"In post","2021","Department for International Trade","Overseas","Male","110","110","57190","53750"
"In post","2021","Department for International Trade","Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","South East (England)","Female","50","50","47890","51970"
"In post","2021","Department for International Trade","South East (England)","Male","70","70","45680","38540"
"In post","2021","Department for International Trade","South West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","East of England","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","East of England","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","London","Female","1330","1290","47370","43360"
"In post","2021","Department for Transport (excl. agencies)","London","Male","1730","1700","49080","44480"
"In post","2021","Department for Transport (excl. agencies)","North East (England)","Female","[c]","[c]","[c]","[c]"
