"Status","Year","Disability","Profession_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared non-disabled","Commercial","Female","1880","1780","38990","36460"
"In post","2021","Declared non-disabled","Commercial","Male","1640","1620","42930","40000"
"In post","2021","Declared non-disabled","Communications","Female","1530","1440","41700","38630"
"In post","2021","Declared non-disabled","Communications","Male","1030","1020","42060","38620"
"In post","2021","Declared non-disabled","Corporate Finance","Female","70","70","44410","41990"
"In post","2021","Declared non-disabled","Corporate Finance","Male","60","60","50400","47140"
"In post","2021","Declared non-disabled","Counter Fraud","Female","280","260","34380","33100"
"In post","2021","Declared non-disabled","Counter Fraud","Male","330","320","41080","39490"
"In post","2021","Declared non-disabled","Digital, Data and Technology","Female","3020","2860","41220","38450"
"In post","2021","Declared non-disabled","Digital, Data and Technology","Male","5360","5290","43200","39750"
"In post","2021","Declared non-disabled","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Economics","Female","540","510","48820","51970"
"In post","2021","Declared non-disabled","Economics","Male","870","860","49170","48370"
"In post","2021","Declared non-disabled","Finance","Female","3630","3370","38460","33930"
"In post","2021","Declared non-disabled","Finance","Male","2820","2780","44640","40580"
"In post","2021","Declared non-disabled","Human Resources","Female","3760","3510","38690","33900"
"In post","2021","Declared non-disabled","Human Resources","Male","1550","1520","40570","36500"
"In post","2021","Declared non-disabled","Inspector of Education and Training","Female","500","480","64840","64500"
"In post","2021","Declared non-disabled","Inspector of Education and Training","Male","220","220","73860","75500"
"In post","2021","Declared non-disabled","Intelligence Analysis","Female","1130","1050","32670","29250"
"In post","2021","Declared non-disabled","Intelligence Analysis","Male","1270","1240","35090","31810"
"In post","2021","Declared non-disabled","Internal Audit","Female","300","280","43710","41640"
"In post","2021","Declared non-disabled","Internal Audit","Male","280","270","48660","46770"
"In post","2021","Declared non-disabled","International Trade","Female","320","310","47580","45960"
"In post","2021","Declared non-disabled","International Trade","Male","460","460","47970","44030"
"In post","2021","Declared non-disabled","Knowledge and Information Management","Female","870","810","35520","32180"
"In post","2021","Declared non-disabled","Knowledge and Information Management","Male","730","720","37790","36060"
"In post","2021","Declared non-disabled","Legal","Female","4810","4360","49970","51250"
"In post","2021","Declared non-disabled","Legal","Male","3340","3240","48850","50500"
"In post","2021","Declared non-disabled","Medicine","Female","1100","980","49860","37890"
"In post","2021","Declared non-disabled","Medicine","Male","450","420","64690","66570"
"In post","2021","Declared non-disabled","Operational Delivery","Female","63610","56550","27990","25480"
"In post","2021","Declared non-disabled","Operational Delivery","Male","49470","47450","30320","27280"
"In post","2021","Declared non-disabled","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Operational Research","Female","290","270","43700","40480"
"In post","2021","Declared non-disabled","Operational Research","Male","500","480","45470","46080"
"In post","2021","Declared non-disabled","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Other","Female","7390","6960","29800","25440"
"In post","2021","Declared non-disabled","Other","Male","6690","6540","33410","28240"
"In post","2021","Declared non-disabled","Planning","Female","80","70","45330","40720"
"In post","2021","Declared non-disabled","Planning","Male","80","80","49040","43360"
"In post","2021","Declared non-disabled","Planning Inspectors","Female","90","80","58080","58810"
"In post","2021","Declared non-disabled","Planning Inspectors","Male","160","140","58370","58810"
"In post","2021","Declared non-disabled","Policy","Female","10590","10110","46650","42170"
"In post","2021","Declared non-disabled","Policy","Male","9120","9020","49930","49860"
"In post","2021","Declared non-disabled","Project Delivery","Female","5720","5470","40740","37730"
"In post","2021","Declared non-disabled","Project Delivery","Male","5740","5650","44730","40580"
"In post","2021","Declared non-disabled","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Property","Female","1910","1780","35070","33000"
"In post","2021","Declared non-disabled","Property","Male","2910","2840","38640","34770"
"In post","2021","Declared non-disabled","Psychology","Female","890","850","35970","31180"
"In post","2021","Declared non-disabled","Psychology","Male","120","120","36070","30450"
"In post","2021","Declared non-disabled","Science and Engineering","Female","3040","2820","37970","36330"
"In post","2021","Declared non-disabled","Science and Engineering","Male","6530","6370","39060","37360"
"In post","2021","Declared non-disabled","Security","Female","1180","1130","32130","28950"
"In post","2021","Declared non-disabled","Security","Male","4060","3990","30900","26610"
"In post","2021","Declared non-disabled","Social Research","Female","530","500","44670","43760"
"In post","2021","Declared non-disabled","Social Research","Male","210","200","46330","47000"
"In post","2021","Declared non-disabled","Social Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Statistics","Female","630","600","44090","40640"
"In post","2021","Declared non-disabled","Statistics","Male","720","710","44730","41540"
"In post","2021","Declared non-disabled","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Tax","Female","4670","4290","34400","31810"
"In post","2021","Declared non-disabled","Tax","Male","5090","4890","36870","31810"
"In post","2021","Declared non-disabled","Unknown","Female","53190","46450","29370","27570"
"In post","2021","Declared non-disabled","Unknown","Male","31230","30210","32140","27570"
"In post","2021","Declared non-disabled","Veterinarian","Female","190","180","45840","45110"
"In post","2021","Declared non-disabled","Veterinarian","Male","150","140","46530","47550"
"In post","2021","Undeclared","Commercial","Female","160","150","39630","36110"
"In post","2021","Undeclared","Commercial","Male","190","190","44960","42080"
"In post","2021","Undeclared","Communications","Female","100","100","42020","38600"
"In post","2021","Undeclared","Communications","Male","100","100","41900","38810"
"In post","2021","Undeclared","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Counter Fraud","Male","50","40","[c]","[c]"
"In post","2021","Undeclared","Digital, Data and Technology","Female","210","200","40280","38450"
"In post","2021","Undeclared","Digital, Data and Technology","Male","510","500","41460","38630"
"In post","2021","Undeclared","Economics","Female","30","30","[c]","[c]"
"In post","2021","Undeclared","Economics","Male","90","90","45020","37000"
"In post","2021","Undeclared","Finance","Female","270","250","37960","34740"
"In post","2021","Undeclared","Finance","Male","250","250","41680","38630"
"In post","2021","Undeclared","Human Resources","Female","280","270","38060","34030"
"In post","2021","Undeclared","Human Resources","Male","130","120","39250","36600"
"In post","2021","Undeclared","Intelligence Analysis","Female","130","120","31820","28850"
"In post","2021","Undeclared","Intelligence Analysis","Male","160","160","35850","33300"
"In post","2021","Undeclared","Internal Audit","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Internal Audit","Male","30","30","[c]","[c]"
"In post","2021","Undeclared","International Trade","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","International Trade","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Knowledge and Information Management","Female","80","80","35580","33800"
"In post","2021","Undeclared","Knowledge and Information Management","Male","90","80","41170","36460"
"In post","2021","Undeclared","Legal","Female","250","220","47650","46210"
"In post","2021","Undeclared","Legal","Male","290","280","43730","36590"
"In post","2021","Undeclared","Medicine","Female","80","70","59420","51200"
"In post","2021","Undeclared","Medicine","Male","50","40","[c]","[c]"
"In post","2021","Undeclared","Operational Delivery","Female","5680","5020","28150","25770"
"In post","2021","Undeclared","Operational Delivery","Male","7070","6630","30810","31650"
"In post","2021","Undeclared","Operational Research","Female","30","30","[c]","[c]"
"In post","2021","Undeclared","Operational Research","Male","70","70","46160","46080"
"In post","2021","Undeclared","Other","Female","580","550","28260","23890"
"In post","2021","Undeclared","Other","Male","780","750","31230","27500"
"In post","2021","Undeclared","Planning","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Planning","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Planning Inspectors","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Planning Inspectors","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Policy","Female","800","780","44030","39580"
"In post","2021","Undeclared","Policy","Male","850","840","47880","44170"
"In post","2021","Undeclared","Project Delivery","Female","420","400","40100","37890"
"In post","2021","Undeclared","Project Delivery","Male","510","500","43610","40580"
"In post","2021","Undeclared","Property","Female","200","180","34190","31100"
"In post","2021","Undeclared","Property","Male","330","320","38750","35480"
"In post","2021","Undeclared","Psychology","Female","110","110","37640","31180"
"In post","2021","Undeclared","Psychology","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Science and Engineering","Female","260","240","39950","37910"
"In post","2021","Undeclared","Science and Engineering","Male","800","770","38760","37320"
"In post","2021","Undeclared","Security","Female","120","120","36150","32980"
"In post","2021","Undeclared","Security","Male","560","550","34030","35750"
"In post","2021","Undeclared","Social Research","Female","30","30","[c]","[c]"
"In post","2021","Undeclared","Social Research","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Statistics","Female","30","30","[c]","[c]"
"In post","2021","Undeclared","Statistics","Male","60","60","42710","40920"
"In post","2021","Undeclared","Tax","Female","340","310","36580","31980"
"In post","2021","Undeclared","Tax","Male","530","500","39050","35000"
"In post","2021","Undeclared","Unknown","Female","2810","2530","28670","27570"
"In post","2021","Undeclared","Unknown","Male","2060","2000","30700","27570"
"In post","2021","Undeclared","Veterinarian","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Veterinarian","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Commercial","Female","510","480","37560","35760"
"In post","2021","Unknown","Commercial","Male","480","470","39740","36500"
"In post","2021","Unknown","Communications","Female","550","530","41400","37880"
"In post","2021","Unknown","Communications","Male","400","400","42400","38620"
"In post","2021","Unknown","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Counter Fraud","Female","50","50","40140","34050"
"In post","2021","Unknown","Counter Fraud","Male","90","80","41330","37380"
"In post","2021","Unknown","Digital, Data and Technology","Female","990","950","40280","36780"
"In post","2021","Unknown","Digital, Data and Technology","Male","2170","2140","41130","38050"
"In post","2021","Unknown","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Economics","Female","190","180","41270","35060"
"In post","2021","Unknown","Economics","Male","350","350","43440","36160"
"In post","2021","Unknown","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Finance","Female","780","730","36880","32950"
"In post","2021","Unknown","Finance","Male","640","630","39840","35000"
"In post","2021","Unknown","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Human Resources","Female","820","770","34950","30940"
"In post","2021","Unknown","Human Resources","Male","350","350","34980","31810"
"In post","2021","Unknown","Inspector of Education and Training","Female","70","60","57140","51360"
"In post","2021","Unknown","Inspector of Education and Training","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Intelligence Analysis","Female","150","150","46000","48060"
"In post","2021","Unknown","Intelligence Analysis","Male","260","250","43010","39420"
"In post","2021","Unknown","Internal Audit","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Internal Audit","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","International Trade","Female","260","250","43930","38540"
"In post","2021","Unknown","International Trade","Male","290","280","47300","39070"
"In post","2021","Unknown","Knowledge and Information Management","Female","200","170","37210","33790"
"In post","2021","Unknown","Knowledge and Information Management","Male","150","150","41080","38510"
"In post","2021","Unknown","Legal","Female","1400","1290","44650","43550"
"In post","2021","Unknown","Legal","Male","1090","1070","42630","38000"
"In post","2021","Unknown","Medicine","Female","480","430","55510","39680"
"In post","2021","Unknown","Medicine","Male","220","210","69180","67170"
"In post","2021","Unknown","Operational Delivery","Female","17300","15600","26410","22920"
"In post","2021","Unknown","Operational Delivery","Male","15620","15030","28730","25790"
"In post","2021","Unknown","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Operational Research","Female","50","50","42410","37020"
"In post","2021","Unknown","Operational Research","Male","110","110","42940","40000"
"In post","2021","Unknown","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other","Female","1790","1690","32710","28650"
"In post","2021","Unknown","Other","Male","3550","3490","35320","32700"
"In post","2021","Unknown","Planning","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Planning","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Planning Inspectors","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Planning Inspectors","Male","40","40","[c]","[c]"
"In post","2021","Unknown","Policy","Female","2940","2850","44900","40220"
"In post","2021","Unknown","Policy","Male","2330","2310","47460","43350"
"In post","2021","Unknown","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Female","1060","1020","41030","38600"
"In post","2021","Unknown","Project Delivery","Male","1090","1070","43850","40000"
"In post","2021","Unknown","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Property","Female","400","370","31130","28700"
"In post","2021","Unknown","Property","Male","640","630","33540","30270"
"In post","2021","Unknown","Psychology","Female","130","130","32980","30930"
"In post","2021","Unknown","Psychology","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Science and Engineering","Female","810","750","40610","38940"
"In post","2021","Unknown","Science and Engineering","Male","1530","1490","39360","37320"
"In post","2021","Unknown","Security","Female","290","280","31180","28080"
"In post","2021","Unknown","Security","Male","1510","1490","31160","28890"
"In post","2021","Unknown","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Social Research","Female","160","160","36270","36940"
"In post","2021","Unknown","Social Research","Male","100","100","36200","34800"
"In post","2021","Unknown","Social Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Statistics","Female","200","190","39280","37010"
"In post","2021","Unknown","Statistics","Male","200","200","40550","37020"
"In post","2021","Unknown","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Tax","Female","2710","2540","27030","25560"
"In post","2021","Unknown","Tax","Male","3110","3010","29340","25560"
"In post","2021","Unknown","Unknown","Female","7370","7000","36350","29250"
"In post","2021","Unknown","Unknown","Male","6510","6420","38550","31810"
"In post","2021","Unknown","Veterinarian","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Veterinarian","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Female","350","330","37610","36530"
"In post","2022","Declared disabled","Commercial","Male","250","240","39140","36500"
"In post","2022","Declared disabled","Communications","Female","200","190","39730","36960"
"In post","2022","Declared disabled","Communications","Male","120","120","37320","34360"
"In post","2022","Declared disabled","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Female","620","540","28320","27570"
"In post","2022","Declared disabled","Counter Fraud","Male","370","340","28390","27570"
"In post","2022","Declared disabled","Digital, Data and Technology","Female","700","660","38870","35970"
"In post","2022","Declared disabled","Digital, Data and Technology","Male","1040","1010","40860","36970"
"In post","2022","Declared disabled","Economics","Female","50","40","[c]","[c]"
"In post","2022","Declared disabled","Economics","Male","70","70","47860","41840"
"In post","2022","Declared disabled","Finance","Female","660","620","37340","33300"
"In post","2022","Declared disabled","Finance","Male","460","440","40040","36050"
"In post","2022","Declared disabled","Geography","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Geography","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","Female","900","840","39680","35070"
"In post","2022","Declared disabled","Human Resources","Male","370","360","40210","36190"
"In post","2022","Declared disabled","Inspector of Education and Training","Female","50","50","59630","51360"
"In post","2022","Declared disabled","Inspector of Education and Training","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Intelligence Analysis","Female","150","140","31410","28760"
"In post","2022","Declared disabled","Intelligence Analysis","Male","150","140","35260","33080"
"In post","2022","Declared disabled","Internal Audit","Female","50","50","44610","41230"
"In post","2022","Declared disabled","Internal Audit","Male","40","40","[c]","[c]"
"In post","2022","Declared disabled","International Trade","Female","70","70","45290","39810"
"In post","2022","Declared disabled","International Trade","Male","60","60","49820","51710"
"In post","2022","Declared disabled","Knowledge and Information Management","Female","170","160","33750","31990"
"In post","2022","Declared disabled","Knowledge and Information Management","Male","130","130","36730","33220"
"In post","2022","Declared disabled","Legal","Female","640","570","49090","50500"
"In post","2022","Declared disabled","Legal","Male","410","390","49450","50510"
"In post","2022","Declared disabled","Medicine","Female","80","70","51840","40880"
"In post","2022","Declared disabled","Medicine","Male","40","40","[c]","[c]"
"In post","2022","Declared disabled","Operational Delivery","Female","19970","17410","27540","27350"
"In post","2022","Declared disabled","Operational Delivery","Male","11360","10670","28530","27570"
"In post","2022","Declared disabled","Operational Research","Female","40","30","[c]","[c]"
"In post","2022","Declared disabled","Operational Research","Male","50","50","44730","41320"
"In post","2022","Declared disabled","Other","Female","1990","1800","27890","26820"
"In post","2022","Declared disabled","Other","Male","1330","1280","29200","27040"
"In post","2022","Declared disabled","Planning","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Planning","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Planning Inspectors","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Planning Inspectors","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Policy","Female","1800","1720","44400","40050"
"In post","2022","Declared disabled","Policy","Male","1290","1270","46130","40740"
"In post","2022","Declared disabled","Project Delivery","Female","890","830","39870","36970"
"In post","2022","Declared disabled","Project Delivery","Male","620","600","42330","40180"
"In post","2022","Declared disabled","Property","Female","280","260","36850","33300"
"In post","2022","Declared disabled","Property","Male","320","310","37530","33310"
"In post","2022","Declared disabled","Psychology","Female","110","100","32910","29750"
"In post","2022","Declared disabled","Psychology","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Science and Engineering","Female","360","330","35290","32330"
"In post","2022","Declared disabled","Science and Engineering","Male","660","640","37590","37220"
"In post","2022","Declared disabled","Security","Female","200","190","32240","29060"
"In post","2022","Declared disabled","Security","Male","510","490","32770","31230"
"In post","2022","Declared disabled","Social Research","Female","90","80","41680","38340"
"In post","2022","Declared disabled","Social Research","Male","40","40","[c]","[c]"
"In post","2022","Declared disabled","Statistics","Female","120","110","42950","38670"
"In post","2022","Declared disabled","Statistics","Male","120","120","41950","38340"
"In post","2022","Declared disabled","Tax","Female","820","750","35960","33370"
"In post","2022","Declared disabled","Tax","Male","750","710","37140","33370"
"In post","2022","Declared disabled","Unknown","Female","1470","1400","39080","34550"
"In post","2022","Declared disabled","Unknown","Male","1110","1090","40550","34550"
"In post","2022","Declared disabled","Veterinarian","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Veterinarian","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Commercial","Female","2210","2090","38590","36050"
"In post","2022","Declared non-disabled","Commercial","Male","1790","1760","42080","38800"
"In post","2022","Declared non-disabled","Communications","Female","1570","1490","42580","39580"
"In post","2022","Declared non-disabled","Communications","Male","1060","1040","43000","39580"
"In post","2022","Declared non-disabled","Corporate Finance","Female","70","60","42490","38590"
"In post","2022","Declared non-disabled","Corporate Finance","Male","60","60","57180","48090"
"In post","2022","Declared non-disabled","Counter Fraud","Female","2950","2570","28120","27570"
"In post","2022","Declared non-disabled","Counter Fraud","Male","1990","1870","30530","27570"
"In post","2022","Declared non-disabled","Digital, Data and Technology","Female","4660","4420","41120","37930"
"In post","2022","Declared non-disabled","Digital, Data and Technology","Male","8340","8220","43170","40060"
"In post","2022","Declared non-disabled","Economics","Female","540","520","48470","50810"
"In post","2022","Declared non-disabled","Economics","Male","850","840","49500","51210"
"In post","2022","Declared non-disabled","Finance","Female","4840","4560","38870","34520"
"In post","2022","Declared non-disabled","Finance","Male","3750","3700","43620","40000"
"In post","2022","Declared non-disabled","Geography","Female","110","100","31280","33000"
"In post","2022","Declared non-disabled","Geography","Male","180","180","32140","33290"
"In post","2022","Declared non-disabled","Human Resources","Female","4560","4260","38920","34290"
"In post","2022","Declared non-disabled","Human Resources","Male","1880","1840","40610","36740"
"In post","2022","Declared non-disabled","Inspector of Education and Training","Female","570","550","63570","64500"
"In post","2022","Declared non-disabled","Inspector of Education and Training","Male","230","230","73150","75500"
"In post","2022","Declared non-disabled","Intelligence Analysis","Female","1090","1020","32010","29080"
"In post","2022","Declared non-disabled","Intelligence Analysis","Male","1220","1190","35090","31810"
"In post","2022","Declared non-disabled","Internal Audit","Female","310","290","44530","42230"
"In post","2022","Declared non-disabled","Internal Audit","Male","280","270","47750","45390"
"In post","2022","Declared non-disabled","International Trade","Female","370","360","47970","48220"
"In post","2022","Declared non-disabled","International Trade","Male","510","500","48110","47070"
"In post","2022","Declared non-disabled","Knowledge and Information Management","Female","930","870","34360","31880"
"In post","2022","Declared non-disabled","Knowledge and Information Management","Male","730","720","36720","33570"
"In post","2022","Declared non-disabled","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Female","5130","4670","50350","51250"
"In post","2022","Declared non-disabled","Legal","Male","3430","3330","49820","50500"
"In post","2022","Declared non-disabled","Medicine","Female","1120","980","49810","39630"
"In post","2022","Declared non-disabled","Medicine","Male","430","390","63590","61440"
"In post","2022","Declared non-disabled","Operational Delivery","Female","100750","88960","27990","26840"
"In post","2022","Declared non-disabled","Operational Delivery","Male","67040","64420","29930","27570"
"In post","2022","Declared non-disabled","Operational Research","Female","340","320","44080","41750"
"In post","2022","Declared non-disabled","Operational Research","Male","540","530","46400","47010"
"In post","2022","Declared non-disabled","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Other","Female","11140","10240","29170","26670"
"In post","2022","Declared non-disabled","Other","Male","8520","8350","32030","27570"
"In post","2022","Declared non-disabled","Planning","Female","80","70","45320","41560"
"In post","2022","Declared non-disabled","Planning","Male","100","90","46540","41500"
"In post","2022","Declared non-disabled","Planning Inspectors","Female","100","90","55230","58810"
"In post","2022","Declared non-disabled","Planning Inspectors","Male","170","150","56950","58810"
"In post","2022","Declared non-disabled","Policy","Female","12090","11540","46950","42500"
"In post","2022","Declared non-disabled","Policy","Male","10320","10180","49520","48770"
"In post","2022","Declared non-disabled","Project Delivery","Female","5870","5530","41710","39000"
"In post","2022","Declared non-disabled","Project Delivery","Male","5600","5490","45800","41330"
"In post","2022","Declared non-disabled","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Property","Female","2150","2000","36590","33300"
"In post","2022","Declared non-disabled","Property","Male","3080","2990","40410","36630"
"In post","2022","Declared non-disabled","Psychology","Female","980","940","36160","31180"
"In post","2022","Declared non-disabled","Psychology","Male","130","130","38160","31180"
"In post","2022","Declared non-disabled","Science and Engineering","Female","3160","2960","38020","36580"
"In post","2022","Declared non-disabled","Science and Engineering","Male","7310","7130","39680","38070"
