"Status","Year","Sexual_orientation","Ethnicity","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Heterosexual / straight","Unknown","South East (England)","270","240","30290","29540"
"In post","2021","Heterosexual / straight","Unknown","South West (England)","190","180","31400","27570"
"In post","2021","Heterosexual / straight","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Unknown","Wales","260","240","29430","25910"
"In post","2021","Heterosexual / straight","Unknown","West Midlands (England)","240","220","30520","27570"
"In post","2021","Heterosexual / straight","Unknown","Yorkshire and The Humber","240","220","31180","27570"
"In post","2021","Heterosexual / straight","White","East Midlands (England)","11780","10940","30380","27570"
"In post","2021","Heterosexual / straight","White","East of England","13420","12510","30900","28130"
"In post","2021","Heterosexual / straight","White","London","41320","39730","47320","42000"
"In post","2021","Heterosexual / straight","White","North East (England)","18610","16810","28850","26380"
"In post","2021","Heterosexual / straight","White","North West (England)","34840","32220","30120","27570"
"In post","2021","Heterosexual / straight","White","Northern Ireland","2570","2420","28580","25560"
"In post","2021","Heterosexual / straight","White","Overseas","2140","2130","50330","50430"
"In post","2021","Heterosexual / straight","White","Scotland","26350","24550","33100","27570"
"In post","2021","Heterosexual / straight","White","South East (England)","25760","24000","31610","28550"
"In post","2021","Heterosexual / straight","White","South West (England)","28860","27200","34410","31220"
"In post","2021","Heterosexual / straight","White","Unknown","780","740","34040","27570"
"In post","2021","Heterosexual / straight","White","Wales","22350","20720","31790","27570"
"In post","2021","Heterosexual / straight","White","West Midlands (England)","15140","14070","31240","27570"
"In post","2021","Heterosexual / straight","White","Yorkshire and The Humber","21110","19460","31900","27570"
"In post","2021","LGBO","Asian","East Midlands (England)","30","30","[c]","[c]"
"In post","2021","LGBO","Asian","East of England","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Asian","London","290","270","38530","32870"
"In post","2021","LGBO","Asian","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Asian","North West (England)","50","40","26550","23160"
"In post","2021","LGBO","Asian","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Asian","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Asian","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Asian","South East (England)","30","30","[c]","[c]"
"In post","2021","LGBO","Asian","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Asian","Wales","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Asian","West Midlands (England)","60","60","27410","25190"
"In post","2021","LGBO","Asian","Yorkshire and The Humber","40","30","[c]","[c]"
"In post","2021","LGBO","Black","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Black","East of England","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Black","London","200","190","37390","31060"
"In post","2021","LGBO","Black","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Black","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Black","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Black","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Black","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Black","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Black","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Black","Wales","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Black","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Black","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Chinese","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Chinese","East of England","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Chinese","London","30","30","[c]","[c]"
"In post","2021","LGBO","Chinese","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Chinese","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Chinese","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Chinese","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Chinese","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Chinese","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Chinese","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Chinese","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Chinese","Wales","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Chinese","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Chinese","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Mixed","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Mixed","East of England","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Mixed","London","300","300","41960","37540"
"In post","2021","LGBO","Mixed","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Mixed","North West (England)","60","50","29530","27570"
"In post","2021","LGBO","Mixed","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Mixed","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Mixed","Scotland","40","30","[c]","[c]"
"In post","2021","LGBO","Mixed","South East (England)","60","50","30430","27570"
"In post","2021","LGBO","Mixed","South West (England)","40","40","[c]","[c]"
"In post","2021","LGBO","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Mixed","Wales","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Mixed","West Midlands (England)","30","30","[c]","[c]"
"In post","2021","LGBO","Mixed","Yorkshire and The Humber","50","50","28090","27570"
"In post","2021","LGBO","Other ethnicity","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Other ethnicity","East of England","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Other ethnicity","London","70","70","39940","34550"
"In post","2021","LGBO","Other ethnicity","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Other ethnicity","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Other ethnicity","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Other ethnicity","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Other ethnicity","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Other ethnicity","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Other ethnicity","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Other ethnicity","Wales","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Other ethnicity","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Other ethnicity","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Undeclared","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Undeclared","East of England","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Undeclared","London","70","70","44050","37510"
"In post","2021","LGBO","Undeclared","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Undeclared","North West (England)","30","30","[c]","[c]"
"In post","2021","LGBO","Undeclared","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Undeclared","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Undeclared","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Undeclared","South West (England)","40","40","[c]","[c]"
"In post","2021","LGBO","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Undeclared","Wales","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Undeclared","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Undeclared","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Unknown","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Unknown","East of England","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Unknown","London","60","60","46180","39620"
"In post","2021","LGBO","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Unknown","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Unknown","Scotland","30","30","[c]","[c]"
"In post","2021","LGBO","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Unknown","Wales","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","White","East Midlands (England)","690","670","29780","27570"
"In post","2021","LGBO","White","East of England","660","630","29630","27570"
"In post","2021","LGBO","White","London","4080","4010","45960","40600"
"In post","2021","LGBO","White","North East (England)","920","880","28190","25820"
"In post","2021","LGBO","White","North West (England)","2100","2030","29540","27570"
"In post","2021","LGBO","White","Northern Ireland","90","90","26110","24890"
"In post","2021","LGBO","White","Overseas","140","140","51530","53020"
"In post","2021","LGBO","White","Scotland","1520","1480","32160","27570"
"In post","2021","LGBO","White","South East (England)","1470","1420","30190","27960"
"In post","2021","LGBO","White","South West (England)","1350","1310","31100","27570"
"In post","2021","LGBO","White","Unknown","50","50","32230","27570"
"In post","2021","LGBO","White","Wales","1240","1200","30680","27570"
"In post","2021","LGBO","White","West Midlands (England)","860","830","29910","27570"
"In post","2021","LGBO","White","Yorkshire and The Humber","1310","1260","31090","27570"
"In post","2021","Undeclared","Asian","East Midlands (England)","90","80","26450","22300"
"In post","2021","Undeclared","Asian","East of England","80","70","29140","26260"
"In post","2021","Undeclared","Asian","London","830","760","34250","30890"
"In post","2021","Undeclared","Asian","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Asian","North West (England)","130","110","25710","21430"
"In post","2021","Undeclared","Asian","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Asian","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Asian","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Asian","South East (England)","70","70","29660","27570"
"In post","2021","Undeclared","Asian","South West (England)","50","40","[c]","[c]"
"In post","2021","Undeclared","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Asian","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Asian","West Midlands (England)","200","180","25650","25400"
"In post","2021","Undeclared","Asian","Yorkshire and The Humber","120","110","26050","24890"
"In post","2021","Undeclared","Black","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Black","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Black","London","530","500","33890","31060"
"In post","2021","Undeclared","Black","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Black","North West (England)","40","30","[c]","[c]"
"In post","2021","Undeclared","Black","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Black","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Black","South East (England)","40","30","[c]","[c]"
"In post","2021","Undeclared","Black","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Black","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Black","West Midlands (England)","60","60","25270","25280"
"In post","2021","Undeclared","Black","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","London","60","60","40960","37770"
"In post","2021","Undeclared","Chinese","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","London","240","230","39870","33650"
"In post","2021","Undeclared","Mixed","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","North West (England)","60","50","29310","25970"
"In post","2021","Undeclared","Mixed","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","South East (England)","50","40","[c]","[c]"
"In post","2021","Undeclared","Mixed","South West (England)","40","30","[c]","[c]"
"In post","2021","Undeclared","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","West Midlands (England)","30","30","[c]","[c]"
"In post","2021","Undeclared","Mixed","Yorkshire and The Humber","30","30","[c]","[c]"
"In post","2021","Undeclared","Other ethnicity","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Other ethnicity","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Other ethnicity","London","160","160","47960","41950"
"In post","2021","Undeclared","Other ethnicity","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Other ethnicity","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Other ethnicity","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Other ethnicity","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Other ethnicity","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Other ethnicity","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Other ethnicity","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Other ethnicity","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Other ethnicity","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Other ethnicity","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Undeclared","East Midlands (England)","610","570","31080","27570"
"In post","2021","Undeclared","Undeclared","East of England","730","690","31680","29670"
"In post","2021","Undeclared","Undeclared","London","2940","2820","43400","38890"
"In post","2021","Undeclared","Undeclared","North East (England)","650","600","30370","27230"
"In post","2021","Undeclared","Undeclared","North West (England)","1370","1270","31710","27570"
"In post","2021","Undeclared","Undeclared","Northern Ireland","80","70","28770","25850"
"In post","2021","Undeclared","Undeclared","Overseas","150","150","45930","39560"
"In post","2021","Undeclared","Undeclared","Scotland","830","780","33730","28130"
"In post","2021","Undeclared","Undeclared","South East (England)","1600","1490","33000","30890"
"In post","2021","Undeclared","Undeclared","South West (England)","1770","1680","36910","34000"
"In post","2021","Undeclared","Undeclared","Unknown","40","40","[c]","[c]"
"In post","2021","Undeclared","Undeclared","Wales","820","780","33970","28850"
"In post","2021","Undeclared","Undeclared","West Midlands (England)","750","700","31350","27570"
"In post","2021","Undeclared","Undeclared","Yorkshire and The Humber","900","840","31910","27680"
"In post","2021","Undeclared","Unknown","East Midlands (England)","100","90","31410","29700"
"In post","2021","Undeclared","Unknown","East of England","90","80","31440","30560"
"In post","2021","Undeclared","Unknown","London","340","330","42770","38590"
"In post","2021","Undeclared","Unknown","North East (England)","80","70","27930","24510"
"In post","2021","Undeclared","Unknown","North West (England)","180","160","29360","26810"
"In post","2021","Undeclared","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Scotland","1740","1570","27900","22820"
"In post","2021","Undeclared","Unknown","South East (England)","120","110","32530","31220"
"In post","2021","Undeclared","Unknown","South West (England)","110","100","34360","31810"
"In post","2021","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Wales","80","70","29370","26470"
"In post","2021","Undeclared","Unknown","West Midlands (England)","90","80","30330","27100"
"In post","2021","Undeclared","Unknown","Yorkshire and The Humber","130","120","32250","30350"
"In post","2021","Undeclared","White","East Midlands (England)","1140","1030","29620","27570"
"In post","2021","Undeclared","White","East of England","1220","1110","30830","28130"
"In post","2021","Undeclared","White","London","3930","3760","45620","40470"
"In post","2021","Undeclared","White","North East (England)","1370","1200","27970","25560"
"In post","2021","Undeclared","White","North West (England)","2820","2550","29050","27570"
"In post","2021","Undeclared","White","Northern Ireland","140","140","27330","24970"
"In post","2021","Undeclared","White","Overseas","200","190","49710","51270"
"In post","2021","Undeclared","White","Scotland","1910","1740","30920","27570"
"In post","2021","Undeclared","White","South East (England)","2330","2150","31670","28530"
"In post","2021","Undeclared","White","South West (England)","2500","2290","34950","31870"
"In post","2021","Undeclared","White","Unknown","60","60","31500","27570"
"In post","2021","Undeclared","White","Wales","3170","2760","29140","26120"
"In post","2021","Undeclared","White","West Midlands (England)","1360","1230","30410","27570"
"In post","2021","Undeclared","White","Yorkshire and The Humber","1830","1650","30700","27570"
"In post","2021","Unknown","Asian","East Midlands (England)","260","220","26150","25560"
"In post","2021","Unknown","Asian","East of England","90","80","35130","28530"
"In post","2021","Unknown","Asian","London","1290","1160","36740","31880"
"In post","2021","Unknown","Asian","North East (England)","50","40","[c]","[c]"
"In post","2021","Unknown","Asian","North West (England)","320","280","26390","23730"
"In post","2021","Unknown","Asian","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Scotland","50","50","28720","25560"
"In post","2021","Unknown","Asian","South East (England)","120","110","29880","27570"
"In post","2021","Unknown","Asian","South West (England)","60","50","32670","28690"
"In post","2021","Unknown","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Wales","40","30","[c]","[c]"
"In post","2021","Unknown","Asian","West Midlands (England)","570","510","27930","26760"
"In post","2021","Unknown","Asian","Yorkshire and The Humber","320","280","27490","25560"
"In post","2021","Unknown","Black","East Midlands (England)","50","50","[c]","[c]"
"In post","2021","Unknown","Black","East of England","50","40","[c]","[c]"
"In post","2021","Unknown","Black","London","1040","970","33670","31070"
"In post","2021","Unknown","Black","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","North West (England)","70","70","25780","23610"
"In post","2021","Unknown","Black","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","South East (England)","60","50","31780","29250"
"In post","2021","Unknown","Black","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","West Midlands (England)","150","140","27880","25930"
"In post","2021","Unknown","Black","Yorkshire and The Humber","40","40","[c]","[c]"
"In post","2021","Unknown","Chinese","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","London","60","60","45570","40680"
"In post","2021","Unknown","Chinese","North East (England)","[c]","[c]","[c]","[c]"
