"Status","Year","Age","Parent_department","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","16-19","Department of Health and Social Care","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department of Health and Social Care","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department of Health and Social Care","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Foreign, Commonwealth and Development Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Foreign, Commonwealth and Development Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Foreign, Commonwealth and Development Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Land Registry","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Land Registry","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Land Registry","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","Heterosexual / straight","80","70","20780","20140"
"In post","2021","16-19","HM Revenue and Customs","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","Unknown","160","150","20610","20140"
"In post","2021","16-19","HM Treasury","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Treasury","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Home Office","Heterosexual / straight","40","30","[c]","[c]"
"In post","2021","16-19","Home Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Home Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Home Office","Unknown","40","40","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","Heterosexual / straight","130","130","19290","19040"
"In post","2021","16-19","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","Unknown","110","110","18060","16780"
"In post","2021","16-19","Ministry of Justice","Heterosexual / straight","80","80","22130","22230"
"In post","2021","16-19","Ministry of Justice","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Justice","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Justice","Unknown","60","60","21380","20600"
"In post","2021","16-19","National Crime Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","National Crime Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Office for Standards in Education","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Office for Standards in Education","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Office for Standards in Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Office of Rail and Road","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Office of Rail and Road","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Office of Rail and Road","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other Cabinet Office Agencies","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other Cabinet Office Agencies","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other Cabinet Office Agencies","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Scotland Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Scotland Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Scottish Government","Heterosexual / straight","50","50","21610","21150"
"In post","2021","16-19","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Scottish Government","Unknown","30","30","[c]","[c]"
"In post","2021","16-19","The National Archives","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","The National Archives","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","The National Archives","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","United Kingdom Statistics Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","United Kingdom Statistics Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","United Kingdom Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Welsh Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Welsh Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Welsh Government","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Attorney General's Departments","Heterosexual / straight","1000","990","30350","26970"
"In post","2021","20-29","Attorney General's Departments","LGBO","110","110","31240","27350"
"In post","2021","20-29","Attorney General's Departments","Undeclared","60","60","30540","27510"
"In post","2021","20-29","Attorney General's Departments","Unknown","150","140","28140","26210"
"In post","2021","20-29","Cabinet Office","Heterosexual / straight","1070","1070","36450","34550"
"In post","2021","20-29","Cabinet Office","LGBO","190","190","37820","34550"
"In post","2021","20-29","Cabinet Office","Undeclared","130","130","37930","34550"
"In post","2021","20-29","Cabinet Office","Unknown","2010","2010","32020","29250"
"In post","2021","20-29","Chancellor's other departments","Heterosexual / straight","60","60","36220","35310"
"In post","2021","20-29","Chancellor's other departments","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chancellor's other departments","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chancellor's other departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Charity Commission","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Charity Commission","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Charity Commission","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Competition and Markets Authority","Heterosexual / straight","120","120","39230","34150"
"In post","2021","20-29","Competition and Markets Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Competition and Markets Authority","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","1530","1520","38100","33880"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","LGBO","290","280","38490","36060"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","Undeclared","170","170","39990","39250"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","Unknown","930","920","31340","30930"
"In post","2021","20-29","Department for Digital, Culture, Media and Sport","Heterosexual / straight","460","460","41110","35180"
"In post","2021","20-29","Department for Digital, Culture, Media and Sport","LGBO","90","90","41580","34090"
"In post","2021","20-29","Department for Digital, Culture, Media and Sport","Undeclared","40","40","[c]","[c]"
"In post","2021","20-29","Department for Digital, Culture, Media and Sport","Unknown","90","90","39420","34020"
"In post","2021","20-29","Department for Education","Heterosexual / straight","1070","1060","35350","33000"
"In post","2021","20-29","Department for Education","LGBO","130","130","35220","32940"
"In post","2021","20-29","Department for Education","Undeclared","70","70","36880","36500"
"In post","2021","20-29","Department for Education","Unknown","340","340","35700","32940"
"In post","2021","20-29","Department for Environment, Food and Rural Affairs","Heterosexual / straight","1150","1140","31170","29270"
"In post","2021","20-29","Department for Environment, Food and Rural Affairs","LGBO","170","170","31370","29390"
"In post","2021","20-29","Department for Environment, Food and Rural Affairs","Undeclared","130","130","31550","29690"
"In post","2021","20-29","Department for Environment, Food and Rural Affairs","Unknown","480","480","28660","25010"
"In post","2021","20-29","Department for International Trade","Heterosexual / straight","510","500","36780","32120"
"In post","2021","20-29","Department for International Trade","LGBO","90","90","38840","38160"
"In post","2021","20-29","Department for International Trade","Undeclared","30","30","[c]","[c]"
"In post","2021","20-29","Department for International Trade","Unknown","320","320","37570","33360"
"In post","2021","20-29","Department for Transport","Heterosexual / straight","1360","1330","30510","27680"
"In post","2021","20-29","Department for Transport","LGBO","150","150","31750","30270"
"In post","2021","20-29","Department for Transport","Undeclared","80","80","31300","30270"
"In post","2021","20-29","Department for Transport","Unknown","640","630","29320","26590"
"In post","2021","20-29","Department for Work and Pensions","Heterosexual / straight","7450","7320","26680","27570"
"In post","2021","20-29","Department for Work and Pensions","LGBO","990","970","26160","27570"
"In post","2021","20-29","Department for Work and Pensions","Undeclared","490","480","26590","27570"
"In post","2021","20-29","Department for Work and Pensions","Unknown","1620","1580","27060","27570"
"In post","2021","20-29","Department of Health and Social Care","Heterosexual / straight","1450","1400","30900","28590"
"In post","2021","20-29","Department of Health and Social Care","LGBO","190","180","32220","28970"
"In post","2021","20-29","Department of Health and Social Care","Undeclared","200","180","29260","27400"
"In post","2021","20-29","Department of Health and Social Care","Unknown","860","850","36650","32790"
"In post","2021","20-29","ESTYN","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","ESTYN","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","ESTYN","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Food Standards Agency","Heterosexual / straight","100","100","32970","32350"
"In post","2021","20-29","Food Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Food Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Foreign, Commonwealth and Development Office","Heterosexual / straight","980","980","34030","33860"
"In post","2021","20-29","Foreign, Commonwealth and Development Office","LGBO","100","100","35680","34220"
"In post","2021","20-29","Foreign, Commonwealth and Development Office","Undeclared","90","90","34330","34770"
"In post","2021","20-29","Foreign, Commonwealth and Development Office","Unknown","320","320","36200","34770"
"In post","2021","20-29","HM Land Registry","Heterosexual / straight","550","540","25540","22350"
"In post","2021","20-29","HM Land Registry","LGBO","50","50","[c]","[c]"
"In post","2021","20-29","HM Land Registry","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","HM Land Registry","Unknown","490","480","25220","22350"
"In post","2021","20-29","HM Revenue and Customs","Heterosexual / straight","4720","4610","28140","25560"
"In post","2021","20-29","HM Revenue and Customs","LGBO","540","540","27490","25560"
"In post","2021","20-29","HM Revenue and Customs","Undeclared","310","310","29860","25560"
"In post","2021","20-29","HM Revenue and Customs","Unknown","4760","4650","25330","24310"
"In post","2021","20-29","HM Treasury","Heterosexual / straight","770","760","38580","32960"
"In post","2021","20-29","HM Treasury","LGBO","90","80","40350","33820"
"In post","2021","20-29","HM Treasury","Undeclared","150","150","37080","32470"
"In post","2021","20-29","HM Treasury","Unknown","40","40","[c]","[c]"
"In post","2021","20-29","Home Office","Heterosexual / straight","3950","3840","27970","24890"
"In post","2021","20-29","Home Office","LGBO","270","260","29510","24890"
"In post","2021","20-29","Home Office","Undeclared","290","280","30220","25040"
"In post","2021","20-29","Home Office","Unknown","780","780","28960","25630"
"In post","2021","20-29","Ministry of Defence","Heterosexual / straight","5220","5180","28440","27540"
"In post","2021","20-29","Ministry of Defence","LGBO","410","410","28640","27540"
"In post","2021","20-29","Ministry of Defence","Undeclared","420","410","29760","28650"
"In post","2021","20-29","Ministry of Defence","Unknown","1550","1540","28440","27540"
"In post","2021","20-29","Ministry of Housing, Communities and Local Government","Heterosexual / straight","510","500","36200","33210"
"In post","2021","20-29","Ministry of Housing, Communities and Local Government","LGBO","90","90","37770","33210"
"In post","2021","20-29","Ministry of Housing, Communities and Local Government","Undeclared","50","50","[c]","[c]"
"In post","2021","20-29","Ministry of Housing, Communities and Local Government","Unknown","80","80","33570","29560"
"In post","2021","20-29","Ministry of Justice","Heterosexual / straight","8990","8870","25990","24920"
"In post","2021","20-29","Ministry of Justice","LGBO","960","960","26180","24920"
"In post","2021","20-29","Ministry of Justice","Undeclared","660","650","26430","25400"
"In post","2021","20-29","Ministry of Justice","Unknown","3430","3380","25190","23970"
"In post","2021","20-29","National Crime Agency","Heterosexual / straight","710","700","31850","32260"
"In post","2021","20-29","National Crime Agency","LGBO","60","60","32350","32260"
"In post","2021","20-29","National Crime Agency","Undeclared","80","80","30470","30640"
"In post","2021","20-29","National Crime Agency","Unknown","90","90","33990","32770"
"In post","2021","20-29","Northern Ireland Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Northern Ireland Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Northern Ireland Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Office for Standards in Education","Heterosexual / straight","120","120","28710","25880"
"In post","2021","20-29","Office for Standards in Education","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Office for Standards in Education","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Office for Standards in Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Office of Gas and Electricity Markets","Heterosexual / straight","160","160","29920","26430"
"In post","2021","20-29","Office of Gas and Electricity Markets","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Office of Gas and Electricity Markets","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Office of Gas and Electricity Markets","Unknown","150","140","32330","30950"
"In post","2021","20-29","Office of Qualifications and Examinations Regulation","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Office of Qualifications and Examinations Regulation","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Office of Qualifications and Examinations Regulation","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Office of Rail and Road","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Office of Rail and Road","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Office of Rail and Road","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other Cabinet Office Agencies","Heterosexual / straight","90","90","30620","27770"
"In post","2021","20-29","Other Cabinet Office Agencies","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other Cabinet Office Agencies","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other Cabinet Office Agencies","Unknown","60","60","28400","27770"
"In post","2021","20-29","Scotland Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Scotland Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Scotland Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Scottish Government","Heterosexual / straight","1720","1690","28390","26570"
"In post","2021","20-29","Scottish Government","LGBO","230","230","28700","27150"
"In post","2021","20-29","Scottish Government","Undeclared","300","300","25890","22820"
"In post","2021","20-29","Scottish Government","Unknown","1210","1190","26470","25870"
"In post","2021","20-29","The National Archives","Heterosexual / straight","40","40","[c]","[c]"
"In post","2021","20-29","The National Archives","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","The National Archives","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","The National Archives","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","UK Export Finance","Heterosexual / straight","60","60","35300","33000"
"In post","2021","20-29","UK Export Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","UK Export Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","UK Export Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","UK Supreme Court","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","UK Supreme Court","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","UK Supreme Court","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","United Kingdom Statistics Authority","Heterosexual / straight","670","660","30660","29540"
"In post","2021","20-29","United Kingdom Statistics Authority","LGBO","90","90","30680","29540"
"In post","2021","20-29","United Kingdom Statistics Authority","Undeclared","40","40","[c]","[c]"
"In post","2021","20-29","United Kingdom Statistics Authority","Unknown","420","410","28370","29540"
"In post","2021","20-29","Wales Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Wales Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Water Services Regulation Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Water Services Regulation Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Water Services Regulation Authority","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Welsh Government","Heterosexual / straight","430","430","26920","23830"
"In post","2021","20-29","Welsh Government","LGBO","30","30","[c]","[c]"
"In post","2021","20-29","Welsh Government","Undeclared","40","40","[c]","[c]"
"In post","2021","20-29","Welsh Government","Unknown","60","50","25550","23830"
"In post","2021","30-39","Attorney General's Departments","Heterosexual / straight","1600","1510","44470","49580"
"In post","2021","30-39","Attorney General's Departments","LGBO","110","100","44400","50500"
"In post","2021","30-39","Attorney General's Departments","Undeclared","100","90","47590","51120"
"In post","2021","30-39","Attorney General's Departments","Unknown","360","340","46510","51220"
"In post","2021","30-39","Cabinet Office","Heterosexual / straight","1290","1260","48490","54700"
"In post","2021","30-39","Cabinet Office","LGBO","140","140","48980","54700"
"In post","2021","30-39","Cabinet Office","Undeclared","140","130","49460","54700"
"In post","2021","30-39","Cabinet Office","Unknown","800","790","49970","51560"
"In post","2021","30-39","Chancellor's other departments","Heterosexual / straight","80","80","60030","55000"
"In post","2021","30-39","Chancellor's other departments","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chancellor's other departments","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Chancellor's other departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Charity Commission","Heterosexual / straight","70","60","34180","29160"
"In post","2021","30-39","Charity Commission","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Charity Commission","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Charity Commission","Unknown","30","30","[c]","[c]"
"In post","2021","30-39","Competition and Markets Authority","Heterosexual / straight","260","250","59590","56630"
"In post","2021","30-39","Competition and Markets Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Competition and Markets Authority","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Competition and Markets Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","1770","1700","45440","42560"
"In post","2021","30-39","Department for Business, Energy and Industrial Strategy","LGBO","210","210","45470","40860"
"In post","2021","30-39","Department for Business, Energy and Industrial Strategy","Undeclared","240","230","46930","49310"
"In post","2021","30-39","Department for Business, Energy and Industrial Strategy","Unknown","1220","1180","36550","36730"
"In post","2021","30-39","Department for Digital, Culture, Media and Sport","Heterosexual / straight","420","410","52750","52130"
"In post","2021","30-39","Department for Digital, Culture, Media and Sport","LGBO","70","70","49710","51730"
"In post","2021","30-39","Department for Digital, Culture, Media and Sport","Undeclared","40","30","[c]","[c]"
"In post","2021","30-39","Department for Digital, Culture, Media and Sport","Unknown","90","80","52930","52130"
"In post","2021","30-39","Department for Education","Heterosexual / straight","1480","1420","43330","40400"
"In post","2021","30-39","Department for Education","LGBO","130","130","44930","45190"
"In post","2021","30-39","Department for Education","Undeclared","160","160","45410","49860"
"In post","2021","30-39","Department for Education","Unknown","360","350","46070","44100"
"In post","2021","30-39","Department for Environment, Food and Rural Affairs","Heterosexual / straight","1520","1440","37020","35900"
"In post","2021","30-39","Department for Environment, Food and Rural Affairs","LGBO","150","140","39590","36970"
"In post","2021","30-39","Department for Environment, Food and Rural Affairs","Undeclared","150","150","36860","35900"
"In post","2021","30-39","Department for Environment, Food and Rural Affairs","Unknown","660","620","34130","30040"
"In post","2021","30-39","Department for International Trade","Heterosexual / straight","420","410","49830","51970"
"In post","2021","30-39","Department for International Trade","LGBO","50","50","[c]","[c]"
"In post","2021","30-39","Department for International Trade","Undeclared","50","50","[c]","[c]"
"In post","2021","30-39","Department for International Trade","Unknown","230","230","49130","51970"
"In post","2021","30-39","Department for Transport","Heterosexual / straight","2420","2260","33500","27250"
"In post","2021","30-39","Department for Transport","LGBO","170","170","35250","30730"
"In post","2021","30-39","Department for Transport","Undeclared","460","410","29570","26130"
"In post","2021","30-39","Department for Transport","Unknown","640","590","32740","26700"
"In post","2021","30-39","Department for Work and Pensions","Heterosexual / straight","9970","9220","27970","27570"
"In post","2021","30-39","Department for Work and Pensions","LGBO","830","810","28580","27570"
"In post","2021","30-39","Department for Work and Pensions","Undeclared","910","840","28410","27570"
"In post","2021","30-39","Department for Work and Pensions","Unknown","3440","3030","27320","27570"
"In post","2021","30-39","Department of Health and Social Care","Heterosexual / straight","1760","1650","42030","39510"
"In post","2021","30-39","Department of Health and Social Care","LGBO","110","110","44240","40650"
"In post","2021","30-39","Department of Health and Social Care","Undeclared","210","200","43250","40070"
"In post","2021","30-39","Department of Health and Social Care","Unknown","710","680","46660","44710"
"In post","2021","30-39","ESTYN","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","30-39","ESTYN","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Food Standards Agency","Heterosexual / straight","200","200","38220","37910"
"In post","2021","30-39","Food Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Food Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Foreign, Commonwealth and Development Office","Heterosexual / straight","1500","1480","46060","44230"
"In post","2021","30-39","Foreign, Commonwealth and Development Office","LGBO","160","150","47440","50460"
"In post","2021","30-39","Foreign, Commonwealth and Development Office","Undeclared","150","150","47780","46750"
"In post","2021","30-39","Foreign, Commonwealth and Development Office","Unknown","520","510","48280","52430"
"In post","2021","30-39","HM Land Registry","Heterosexual / straight","470","440","30650","27130"
"In post","2021","30-39","HM Land Registry","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Land Registry","Undeclared","40","40","[c]","[c]"
"In post","2021","30-39","HM Land Registry","Unknown","360","340","28820","22350"
"In post","2021","30-39","HM Revenue and Customs","Heterosexual / straight","7960","7560","32450","31810"
"In post","2021","30-39","HM Revenue and Customs","LGBO","600","590","32950","31810"
"In post","2021","30-39","HM Revenue and Customs","Undeclared","680","650","32290","31810"
"In post","2021","30-39","HM Revenue and Customs","Unknown","4740","4470","28820","25560"
"In post","2021","30-39","HM Treasury","Heterosexual / straight","540","530","55850","56850"
"In post","2021","30-39","HM Treasury","LGBO","50","50","54550","56750"
"In post","2021","30-39","HM Treasury","Undeclared","90","90","52890","54950"
"In post","2021","30-39","HM Treasury","Unknown","60","60","53090","55330"
"In post","2021","30-39","Home Office","Heterosexual / straight","7120","6680","31800","26820"
"In post","2021","30-39","Home Office","LGBO","370","360","31940","25660"
"In post","2021","30-39","Home Office","Undeclared","670","630","33800","28670"
"In post","2021","30-39","Home Office","Unknown","420","410","33210","25630"
"In post","2021","30-39","Ministry of Defence","Heterosexual / straight","7580","7290","34780","33300"
"In post","2021","30-39","Ministry of Defence","LGBO","380","380","33900","33290"
"In post","2021","30-39","Ministry of Defence","Undeclared","820","790","36300","36110"
"In post","2021","30-39","Ministry of Defence","Unknown","1730","1670","36190","34460"
"In post","2021","30-39","Ministry of Housing, Communities and Local Government","Heterosexual / straight","670","650","46230","48200"
"In post","2021","30-39","Ministry of Housing, Communities and Local Government","LGBO","60","60","48300","48200"
"In post","2021","30-39","Ministry of Housing, Communities and Local Government","Undeclared","40","40","[c]","[c]"
"In post","2021","30-39","Ministry of Housing, Communities and Local Government","Unknown","90","90","41320","39600"
"In post","2021","30-39","Ministry of Justice","Heterosexual / straight","13150","12380","29230","26850"
"In post","2021","30-39","Ministry of Justice","LGBO","1070","1050","29780","27150"
"In post","2021","30-39","Ministry of Justice","Undeclared","1290","1230","29770","27380"
"In post","2021","30-39","Ministry of Justice","Unknown","2780","2630","28870","26410"
"In post","2021","30-39","National Crime Agency","Heterosexual / straight","990","970","37970","36740"
"In post","2021","30-39","National Crime Agency","LGBO","70","70","36470","36410"
"In post","2021","30-39","National Crime Agency","Undeclared","80","80","38270","36410"
"In post","2021","30-39","National Crime Agency","Unknown","140","140","40620","37590"
"In post","2021","30-39","Northern Ireland Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Northern Ireland Office","LGBO","[c]","[c]","[c]","[c]"
